osmid,oneway,name,highway,reversed,length,access,geometry,lanes,maxspeed,junction,ref,bridge,tunnel
23023387,True,Cleveland Street Roundabout,trunk,False,46.196,,"LINESTRING (-1.1355659 53.5199137, -1.1355814 53.5198786, -1.1356018 53.5198563, -1.1356415 53.5198244, -1.1356919 53.5197957, -1.1357681 53.5197638, -1.1358454 53.519737, -1.135929 53.5197147, -1.1360084 53.5197019, -1.1360599 53.5196987, -1.13611 53.5196978)",2,40 mph,roundabout,A638,,
"[25075698, 529414557]",True,Trafford Way,trunk,False,109.82300000000001,,"LINESTRING (-1.1355659 53.5199137, -1.135549 53.5197914, -1.1355356 53.5197428, -1.1355208 53.5197084, -1.1355015 53.5196752, -1.1354747 53.5196381, -1.1354547 53.5196152, -1.1354294 53.5195909, -1.1353893 53.5195542, -1.1353062 53.5194975, -1.1349661 53.5192918, -1.1348212 53.5192042, -1.1346797 53.5191186)",2,40 mph,,A638,,
23023387,True,Cleveland Street Roundabout,trunk,False,1.857,,"LINESTRING (-1.135566 53.5199304, -1.1355659 53.5199137)",2,40 mph,roundabout,A638,,
23023387,True,Cleveland Street Roundabout,trunk,False,37.856,,"LINESTRING (-1.1359475 53.5201372, -1.1359265 53.5201355, -1.135902 53.5201324, -1.1358655 53.5201268, -1.135821 53.5201188, -1.1357825 53.5201099, -1.135739 53.5200974, -1.1357006 53.5200843, -1.1356686 53.5200714, -1.1356329 53.5200537, -1.1356192 53.5200432, -1.1356028 53.520029, -1.1355922 53.5200175, -1.1355839 53.5200038, -1.135575 53.5199808, -1.1355668 53.5199565, -1.135566 53.5199304)",2,40 mph,roundabout,A638,,
24980723,True,Cleveland Street,unclassified,False,88.862,,"LINESTRING (-1.1359475 53.5201372, -1.1358655 53.520151, -1.1358226 53.5201601, -1.1357788 53.5201698, -1.1357439 53.5201791, -1.1357008 53.5201932, -1.1356644 53.5202073, -1.1356317 53.5202232, -1.1355961 53.5202435, -1.1350091 53.5206832)",,,,,,
23023387,True,Cleveland Street Roundabout,trunk,False,50.389,,"LINESTRING (-1.1365859 53.5199356, -1.1365797 53.5199516, -1.1365704 53.5199667, -1.1365601 53.5199803, -1.1365487 53.5199937, -1.1365281 53.5200114, -1.136501 53.52003, -1.1364666 53.520048, -1.1364203 53.5200669, -1.1363592 53.5200874, -1.136302 53.520103, -1.1362621 53.5201109, -1.1362238 53.5201163, -1.1361647 53.5201243, -1.1360702 53.520133, -1.1360274 53.5201363, -1.1359898 53.5201381, -1.1359638 53.5201382)",2,40 mph,roundabout,A638,,
"[25075435, 47470247]",True,Trafford Way,trunk,False,205.858,,"LINESTRING (-1.1365859 53.5199356, -1.1365708 53.520017, -1.1365676 53.520088, -1.136574 53.5201321, -1.1365845 53.5201838, -1.1365982 53.5202318, -1.1366232 53.5202773, -1.136649 53.5203185, -1.1366837 53.520361, -1.1370602 53.5207883, -1.1372487 53.5209938, -1.1374551 53.5212187, -1.1378176 53.5216042)",3,40 mph,,A630,,
33294838,True,Printing Office Street,unclassified,False,108.07600000000001,,"LINESTRING (-1.1336319 53.5218627, -1.133829 53.5219183, -1.1346309 53.5220841, -1.1346792 53.5220985, -1.1351685 53.5221914)",,,,,,
223515101,False,Young Street,unclassified,True,73.646,,"LINESTRING (-1.1336319 53.5218627, -1.1335123 53.5216931, -1.1328897 53.52139)",,,,,,
1229655773,False,Cleveland Street,unclassified,False,65.25,,"LINESTRING (-1.1336319 53.5218627, -1.1333565 53.5219888, -1.1331742 53.5220918, -1.1329227 53.5222674)",,,,,,
"[150719713, 28603498]",True,"['Priory Place', 'High Street']",unclassified,False,176.796,,"LINESTRING (-1.1351685 53.5221914, -1.1347942 53.5227797, -1.1346212 53.5230168, -1.1342831 53.5232983, -1.1337838 53.5231006)",,,,,,
32426922,False,Printing Office Street,unclassified,False,56.830000000000005,,"LINESTRING (-1.1351685 53.5221914, -1.135273 53.5222054, -1.1359947 53.5223322)",,,,,,
25076309,False,Greyfriars Road,unclassified,False,160.978,,"LINESTRING (-1.1347367 53.5265485, -1.134856 53.5265321, -1.1352402 53.5264671, -1.1362326 53.5262993, -1.1370768 53.5261481)",,,,,,
"[529425154, 60917388]",False,Church Street,unclassified,True,88.253,,"LINESTRING (-1.1347367 53.5265485, -1.1347015 53.5264974, -1.1346479 53.5264503, -1.1343885 53.5262882, -1.1342876 53.5262187, -1.1347407 53.5259708)",,,,,,
25076309,False,Greyfriars Road,unclassified,True,15.061,,"LINESTRING (-1.1372037 53.5260356, -1.1370768 53.5261481)",,,,,,
32041979,False,Church View,unclassified,False,153.668,,"LINESTRING (-1.1372037 53.5260356, -1.1371496 53.5260174, -1.1371026 53.5259976, -1.1370646 53.5259751, -1.1370431 53.5259576, -1.1370274 53.5259405, -1.1370163 53.5259191, -1.1369292 53.5257473, -1.1368948 53.525639, -1.1368783 53.5256125, -1.1368502 53.5255801, -1.1368071 53.5255395, -1.1367686 53.5255132, -1.1367099 53.5254731, -1.1365292 53.5253539, -1.1364818 53.5253174, -1.136434 53.5252761, -1.1363284 53.5251799, -1.1360247 53.5248761)",,,,,,
"[176000249, 60917389, 176000254]",True,Friarsgate,unclassified,False,114.826,,"LINESTRING (-1.1372037 53.5260356, -1.1371734 53.5261711, -1.1372451 53.5263474, -1.1372782 53.5264517, -1.1373937 53.526738, -1.1374657 53.5270491)",,,,,yes,
"[718913987, 545463990]",False,"['Greyfriars Road', 'French Gate']",unclassified,True,187.96699999999998,,"LINESTRING (-1.1372037 53.5260356, -1.1372955 53.5260586, -1.1373537 53.526068, -1.1373923 53.5260699, -1.1374354 53.5260691, -1.1374909 53.5260631, -1.1378954 53.5260103, -1.1385608 53.525916, -1.1386072 53.5259078, -1.1386518 53.5258986, -1.1386811 53.5258891, -1.138721 53.525872, -1.1388923 53.5257706, -1.1389725 53.5257136, -1.1389989 53.5256882, -1.1390195 53.5256655, -1.1390375 53.525638, -1.1390493 53.5256174, -1.1390584 53.5255867, -1.1390584 53.5255619, -1.1390584 53.5255519, -1.1390567 53.5255312, -1.1390534 53.5255149, -1.139046 53.525499, -1.1390211 53.525467, -1.1389753 53.5254262, -1.1389411 53.5254031, -1.1389004 53.5253866, -1.1388386 53.5253627, -1.1387401 53.5253259, -1.1387096 53.5253067, -1.1386953 53.525282)",,,,,,
16793491,True,,trunk,False,33.943000000000005,,"LINESTRING (-1.1336613 53.5265962, -1.1337672 53.5266761, -1.1338302 53.5267707, -1.1338453 53.5268721)",3,40 mph,roundabout,,,
25075378,True,Greyfriars Road,unclassified,False,72.97900000000001,,"LINESTRING (-1.1336613 53.5265962, -1.1339949 53.5266387, -1.1341223 53.5266413, -1.1342467 53.5266328, -1.1343853 53.5266116, -1.134488 53.5265932, -1.1347367 53.5265485)",,,,,,
48998395,False,Church View,unclassified,False,12.073,,"LINESTRING (-1.1360247 53.5248761, -1.1359201 53.5247871)",,,,,,
32041979,False,Church View,unclassified,True,153.66799999999998,,"LINESTRING (-1.1360247 53.5248761, -1.1363284 53.5251799, -1.136434 53.5252761, -1.1364818 53.5253174, -1.1365292 53.5253539, -1.1367099 53.5254731, -1.1367686 53.5255132, -1.1368071 53.5255395, -1.1368502 53.5255801, -1.1368783 53.5256125, -1.1368948 53.525639, -1.1369292 53.5257473, -1.1370163 53.5259191, -1.1370274 53.5259405, -1.1370431 53.5259576, -1.1370646 53.5259751, -1.1371026 53.5259976, -1.1371496 53.5260174, -1.1372037 53.5260356)",,,,,,
48998378,True,Church Way,trunk,False,270.07800000000003,,"LINESTRING (-1.1360247 53.5248761, -1.1354707 53.5250521, -1.135222 53.5251418, -1.1349874 53.5252316, -1.134771 53.5253219, -1.1344617 53.5254582, -1.1342575 53.525555, -1.1340329 53.5256749, -1.1339209 53.5257506, -1.1338079 53.5258488, -1.1337911 53.5258659, -1.1337623 53.5258953, -1.1336971 53.5259734, -1.1336404 53.5260503, -1.1336048 53.5261245, -1.133569 53.5262032, -1.1335494 53.52626, -1.1335429 53.5263072, -1.133544 53.5263517, -1.1335509 53.5264004, -1.1335711 53.5264569, -1.1335951 53.5265065, -1.1336425 53.526586)",2,40 mph,,A630,,
32042023,True,North Bridge Road,tertiary,False,22.217,,"LINESTRING (-1.1380226 53.5247239, -1.1379547 53.5247116, -1.1377145 53.5246449)",,,,,,
48998366,True,Church Way,trunk,False,45.558,,"LINESTRING (-1.1366262 53.5246761, -1.1360247 53.5248761)",3,40 mph,,A630,,
48998395,False,Church View,unclassified,True,12.073,,"LINESTRING (-1.1359201 53.5247871, -1.1360247 53.5248761)",,,,,,
536757157,True,Church Way,trunk,False,101.03999999999999,,"LINESTRING (-1.1359201 53.5247871, -1.136256 53.5246901, -1.1365184 53.5246076, -1.136705 53.524536, -1.1368544 53.5244756, -1.1369861 53.5244177, -1.1370089 53.5244065, -1.137102 53.5243608, -1.1372068 53.5243044)",2,40 mph,,A630,,
49041248,False,Waterdale,unclassified,True,15.689,,"LINESTRING (-1.1334843 53.5194882, -1.1336741 53.5194035)",,,,,,
24980956,False,College Road,unclassified,False,39.779,,"LINESTRING (-1.1334843 53.5194882, -1.133589 53.5195861, -1.1336916 53.519787, -1.1337008 53.5198183)",,,,,,
28768039,False,Waterdale,unclassified,True,44.539,permit,"LINESTRING (-1.1334843 53.5194882, -1.1332901 53.5195819, -1.1329574 53.5197378)",,,,,,
49261604,True,Trafford Way,trunk,False,25.469,,"LINESTRING (-1.1346797 53.5191186, -1.1344282 53.5189451)",2,40 mph,,A638,,
25076160,True,Waterdale,unclassified,False,21.220999999999997,,"LINESTRING (-1.1346797 53.5191186, -1.1346555 53.5191091, -1.1346139 53.5191011, -1.1345708 53.5190958, -1.1345344 53.519095, -1.134501 53.5190981, -1.1344579 53.5191042, -1.1344266 53.5191112, -1.1344104 53.5191148, -1.1343754 53.519125)",2,30 mph,,,,
24980956,False,College Road,unclassified,True,39.779,,"LINESTRING (-1.1337008 53.5198183, -1.1336916 53.519787, -1.133589 53.5195861, -1.1334843 53.5194882)",,,,,,
"[1221383361, 152412594]",True,College Road,unclassified,False,109.62,,"LINESTRING (-1.1337008 53.5198183, -1.1337154 53.519847, -1.1337325 53.5198704, -1.1337689 53.519907, -1.1338015 53.519934, -1.1338379 53.519955, -1.1341321 53.5200956, -1.1349011 53.5204629, -1.1349175 53.5204723)",,,,,,
49041248,False,Waterdale,unclassified,False,15.689,,"LINESTRING (-1.1336741 53.5194035, -1.1334843 53.5194882)",,,,,,
439224114,False,Waterdale,unclassified,True,55.754999999999995,,"LINESTRING (-1.1336741 53.5194035, -1.1340098 53.5192702, -1.1343754 53.519125)",2,30 mph,,,,
439224117,True,College Road,unclassified,False,51.055,,"LINESTRING (-1.1323182 53.5183514, -1.1326076 53.5185725, -1.1326811 53.5186526, -1.1327439 53.518732)",,,,,,
545939018,True,College Road,tertiary,False,11.59,,"LINESTRING (-1.1323182 53.5183514, -1.1322991 53.5184062, -1.1322619 53.5184491)",,,,,,
25075974,True,Duke Street,unclassified,False,48.929,,"LINESTRING (-1.1345953 53.5210062, -1.1351344 53.5213077)",,,,,,
25075949,True,Cleveland Street,unclassified,False,57.788000000000004,,"LINESTRING (-1.1345953 53.5210062, -1.1346235 53.5209236, -1.1346488 53.520872, -1.1346822 53.5208243, -1.1347238 53.5207845, -1.134778 53.5207377, -1.1348533 53.520685, -1.13501 53.5205584)",,,,,,
47470238,True,Cleveland Street,unclassified,False,115.393,,"LINESTRING (-1.1345953 53.5210062, -1.1345294 53.5210322, -1.1344864 53.5210508, -1.1344633 53.5210631, -1.1343705 53.5211356, -1.1341208 53.5213669, -1.1340022 53.5214835, -1.1336319 53.5218627)",,,,,,
529272526,False,Chancery Place,unclassified,True,49.334,,"LINESTRING (-1.1362606 53.5218773, -1.1366737 53.5215078)",,,,,,
25075974,True,Duke Street,unclassified,False,32.983,,"LINESTRING (-1.1362606 53.5218773, -1.1363152 53.5219066, -1.1363716 53.5219286, -1.1366774 53.5220392)",,,,,,
28270874,True,St Sepulchre Gate,unclassified,False,60.748,,"LINESTRING (-1.1366774 53.5220392, -1.1367288 53.5219972, -1.1367659 53.5219656, -1.1367853 53.52194, -1.1369072 53.521598, -1.1369243 53.5215588, -1.1369435 53.5215229)",1,,,,,
56760068,True,West Laith Gate,unclassified,False,158.15499999999997,,"LINESTRING (-1.1366774 53.5220392, -1.1366716 53.5222565, -1.13667 53.5222915, -1.1366772 53.5223169, -1.1366865 53.5223331, -1.136697 53.5223413, -1.1367062 53.5223485, -1.1367353 53.5223629, -1.1367764 53.5223715, -1.1368264 53.5223706, -1.1368707 53.5223639, -1.1369191 53.5223505, -1.1369553 53.5223317, -1.1374215 53.522002, -1.1376834 53.52182, -1.1376239 53.521704, -1.1375727 53.5215565)",1,,,,,
56760069,False,Spring Gardens,unclassified,False,15.8,,"LINESTRING (-1.1369435 53.5215229, -1.1367511 53.5214386)",,,,,,
28270874,True,St Sepulchre Gate,unclassified,False,40.296,,"LINESTRING (-1.1369435 53.5215229, -1.1370209 53.5214545, -1.137117 53.5213344, -1.1372366 53.5212058)",1,,,,,
25076026,True,,tertiary,False,12.567,,"LINESTRING (-1.1296059 53.5212961, -1.1296439 53.5212672, -1.1297065 53.5212466, -1.1297629 53.5212424)",,,roundabout,,,
28767579,True,Chequer Road,tertiary,False,35.532,,"LINESTRING (-1.1296059 53.5212961, -1.1295723 53.5212261, -1.1293383 53.5210223)",,,,,,
25075641,True,Waterdale,unclassified,False,23.414,,"LINESTRING (-1.1298223 53.5212507, -1.1299324 53.5212338, -1.1300378 53.5212272, -1.1301669 53.5212048)",,,,,,
25076026,True,,tertiary,False,11.199,,"LINESTRING (-1.1298223 53.5212507, -1.1298689 53.5212688, -1.1299132 53.5213086, -1.1299213 53.5213279)",,,roundabout,,,
25076026,True,,tertiary,False,9.756,,"LINESTRING (-1.1297981 53.5214388, -1.1297198 53.5214399, -1.1296565 53.5214232)",,,roundabout,,,
672535680,False,Cleveland Street,unclassified,False,65.503,no,"LINESTRING (-1.1329227 53.5222674, -1.1323088 53.5227298)",,,,,,
25076041,False,Wood Street,unclassified,True,113.253,,"LINESTRING (-1.1329227 53.5222674, -1.1325284 53.5220867, -1.1322602 53.5219955, -1.1317629 53.521883, -1.131412 53.5218056)",,,,,,
1229655773,False,Cleveland Street,unclassified,True,65.25,,"LINESTRING (-1.1329227 53.5222674, -1.1331742 53.5220918, -1.1333565 53.5219888, -1.1336319 53.5218627)",,,,,,
31503382,False,,residential,False,71.19200000000001,,"LINESTRING (-1.1383795 53.5213386, -1.1384617 53.521331, -1.1386208 53.5212486, -1.1389373 53.5210497, -1.1389717 53.5210122, -1.1390637 53.5208738)",,,,,,
"[56760846, 56760847]",True,"['St Sepulchre Gate West', 'West Street']",tertiary,False,243.074,,"LINESTRING (-1.1383795 53.5213386, -1.1383582 53.5212996, -1.1378074 53.520914, -1.1374981 53.5206936, -1.1374698 53.5206629, -1.1374613 53.5206182, -1.1375454 53.5204384, -1.1376507 53.5202131, -1.1377989 53.5198933, -1.1378166 53.5198492, -1.1379664 53.5195014, -1.1379705 53.519475, -1.1379718 53.5194663, -1.137941 53.5193881)",,,,,,
26715780,True,West Laith Gate,tertiary,False,55.53,,"LINESTRING (-1.1378176 53.5216042, -1.1379294 53.5216422, -1.138 53.5216305, -1.1381901 53.5215112, -1.1382842 53.5214539, -1.1383492 53.5214158, -1.1383743 53.5213835, -1.1383795 53.5213386)",,,,,,
"[529414566, 1076097003, 25075502, 215416725, 529408695]",True,Trafford Way,trunk,False,280.14199999999994,,"LINESTRING (-1.1378176 53.5216042, -1.1379976 53.5218322, -1.1381406 53.5220032, -1.1382499 53.5221288, -1.1383587 53.5222639, -1.1385154 53.5224711, -1.1386053 53.5226263, -1.1386223 53.5226787, -1.138633 53.5227425, -1.138636 53.5227607, -1.138636 53.522819, -1.1386309 53.5228744, -1.1385992 53.5230331, -1.138548 53.5231823, -1.1384721 53.5233511, -1.1383941 53.5234775, -1.1383103 53.5235836, -1.1382096 53.5236984, -1.1379605 53.5239317)","['2', '3']",40 mph,,A630,,yes
32041944,False,Market Road,unclassified,True,9.63,,"LINESTRING (-1.1310816 53.5247114, -1.1310744 53.5246249)",,,,,,
51492574,False,Nether Hall Road,unclassified,True,67.655,,"LINESTRING (-1.1310816 53.5247114, -1.1302134 53.5250336)",,,,,,
32041944,False,Market Road,unclassified,False,58.098,,"LINESTRING (-1.1310816 53.5247114, -1.1310921 53.5248562, -1.1311195 53.5252334)",,,,,,
28603444,False,Chequer Road,unclassified,False,61.19800000000001,,"LINESTRING (-1.1260287 53.5191934, -1.1263766 53.5193952, -1.1264767 53.5194532, -1.1267064 53.5195678)",,30 mph,,,,
57390638,False,Apley Road,residential,True,123.577,,"LINESTRING (-1.1260287 53.5191934, -1.1263723 53.5190068, -1.127409 53.518444)",,20 mph,,,,
28767580,True,Chequer Road,tertiary,False,37.278,,"LINESTRING (-1.1293383 53.5210223, -1.1296773 53.5212057, -1.1297629 53.5212424)",,,,,,
439224115,False,Chequer Road,tertiary_link,True,65.048,,"LINESTRING (-1.1293383 53.5210223, -1.1289455 53.5207727, -1.1286661 53.5205951)",,30 mph,,,,
32426922,False,Printing Office Street,unclassified,True,56.830000000000005,,"LINESTRING (-1.1359947 53.5223322, -1.135273 53.5222054, -1.1351685 53.5221914)",,,,,,
25076041,False,Wood Street,unclassified,False,113.253,,"LINESTRING (-1.131412 53.5218056, -1.1317629 53.521883, -1.1322602 53.5219955, -1.1325284 53.5220867, -1.1329227 53.5222674)",,,,,,
25076041,False,Wood Street,unclassified,True,80.635,,"LINESTRING (-1.131412 53.5218056, -1.1308788 53.5216783, -1.1304507 53.5215541, -1.1303326 53.5215255, -1.1302944 53.5215162)",,,,,,
"[1134988404, 1134988405, 68405566]",False,Princegate,unclassified,True,70.79599999999999,,"LINESTRING (-1.131412 53.5218056, -1.1315072 53.521724, -1.1316532 53.5216059, -1.1319192 53.5213905, -1.1320518 53.5212953)",,,,,,yes
415043332,True,,tertiary_link,False,40.801,no,"LINESTRING (-1.1377145 53.5246449, -1.1374592 53.5245683, -1.1373612 53.5245169, -1.1372794 53.5244489, -1.1372564 53.524416)",,,,,,
1271304406,True,North Bridge Road,tertiary,False,74.44299999999998,,"LINESTRING (-1.1377145 53.5246449, -1.1374468 53.5245989, -1.1373337 53.5245862, -1.1372881 53.5245835, -1.1372345 53.5245821, -1.1371746 53.5245819, -1.1371027 53.524587, -1.1370339 53.5245973, -1.1369609 53.5246072, -1.1369016 53.5246163, -1.136836 53.5246275, -1.136808 53.5246334, -1.1367243 53.5246509, -1.1366262 53.5246761)",,,,,,
205036301,False,St. James Street,residential,True,27.528999999999996,,"LINESTRING (-1.1351085 53.5186305, -1.1352037 53.5185977, -1.1352724 53.5185877, -1.1353532 53.5185822, -1.1355035 53.5185614)",,,,,,
532589238,True,St. James' Street,residential,False,50.164,,"LINESTRING (-1.1351085 53.5186305, -1.1350664 53.518679, -1.1350297 53.518729, -1.134977 53.5187833, -1.134886 53.5188314, -1.1348503 53.5188523, -1.1348197 53.5188829, -1.1348143 53.5189116, -1.1348111 53.5189326, -1.1348154 53.5189588, -1.1348238 53.5189818, -1.1348357 53.5190229)",,,,,,
28767738,False,South Parade,tertiary,False,74.541,,"LINESTRING (-1.126228 53.5213995, -1.1272339 53.5217024)",,,,,,
28767625,True,Thorne Road,tertiary,False,64.163,,"LINESTRING (-1.1275312 53.5226998, -1.1276873 53.5227824, -1.1279562 53.5229227, -1.128001 53.5229451, -1.1282507 53.5230869)",,,,,,
16792271,True,Thorne Road,tertiary,False,101.154,,"LINESTRING (-1.1270155 53.5226817, -1.1273484 53.5223715, -1.1278717 53.521928)",,,,,,
48579910,True,Thorne Road,unclassified,False,36.59,,"LINESTRING (-1.1270155 53.5226817, -1.1271056 53.5226559, -1.1272018 53.5226426, -1.1272788 53.5226407, -1.1273031 53.5226401, -1.1274283 53.5226581, -1.1275312 53.5226998)",,,,,,
49261492,True,Hall Gate,tertiary,False,9.015,,"LINESTRING (-1.1279919 53.5219663, -1.1278717 53.521928)",,,,,,
28767625,True,Thorne Road,tertiary,False,91.89500000000001,,"LINESTRING (-1.1279919 53.5219663, -1.12775 53.5221573, -1.1276027 53.5223, -1.1275325 53.5224294, -1.1274923 53.5225254, -1.1274713 53.5226284, -1.1274863 53.5226635, -1.1275312 53.5226998)",,,,,,
28767684,False,Waterdale,tertiary,False,51.036,,"LINESTRING (-1.1286417 53.5217636, -1.1288572 53.5216415, -1.1289693 53.5215698, -1.1290682 53.5215152, -1.1291309 53.5214885, -1.1292139 53.521458)",,,,,,
"[672534606, 28767879]",True,Waterdale,tertiary,False,53.940000000000005,,"LINESTRING (-1.1286417 53.5217636, -1.1284817 53.5219004, -1.1283734 53.5219521, -1.1283116 53.5219734, -1.1282531 53.5219854, -1.1281208 53.5219776, -1.1280508 53.5219691, -1.1279919 53.5219663)",,,,,,
24705453,True,Waterdale,tertiary,False,27.521,,"LINESTRING (-1.1292139 53.521458, -1.1294562 53.5213811, -1.1295472 53.5213566, -1.1295874 53.5213499)",,,,,,
28767684,False,Waterdale,tertiary,True,51.036,,"LINESTRING (-1.1292139 53.521458, -1.1291309 53.5214885, -1.1290682 53.5215152, -1.1289693 53.5215698, -1.1288572 53.5216415, -1.1286417 53.5217636)",,,,,,
28767738,False,South Parade,tertiary,True,74.541,,"LINESTRING (-1.1272339 53.5217024, -1.126228 53.5213995)",,,,,,
56760063,True,Regent Square,residential,False,208.05700000000002,,"LINESTRING (-1.1272339 53.5217024, -1.1268925 53.5220314, -1.1266679 53.5222478, -1.1264833 53.5221794, -1.1257426 53.521905, -1.1259414 53.5216979, -1.126228 53.5213995)",,,,,,
28767750,True,South Parade,tertiary,False,48.187,,"LINESTRING (-1.1272339 53.5217024, -1.1274299 53.5217347, -1.1279116 53.5218596)",,,,,,
48580074,True,Waterdale,tertiary,False,36.035,,"LINESTRING (-1.1281701 53.521917, -1.1283256 53.5218824, -1.1284833 53.5218448, -1.1286417 53.5217636)",,,,,,
"[215414089, 28603974]",True,"['Church Way', 'Trafford Way']",trunk,False,71.26299999999999,,"LINESTRING (-1.1379605 53.5239317, -1.1376587 53.5241558, -1.1376171 53.5241842, -1.137539 53.5242398, -1.1374483 53.5242994, -1.1373715 53.5243514, -1.1373018 53.5243923, -1.1372564 53.524416)",2,40 mph,,A630,,yes
"[215414097, 25075543]",True,"['Trafford Way', 'North Bridge Road']",tertiary,False,97.667,,"LINESTRING (-1.1379605 53.5239317, -1.1378591 53.524024, -1.1377857 53.5241001, -1.1377452 53.5241504, -1.1377279 53.5241888, -1.1377209 53.5242093, -1.1377169 53.5242289, -1.1377134 53.5242489, -1.137709 53.5242809, -1.1377094 53.5243099, -1.1377134 53.5243337, -1.1377214 53.524373, -1.1377336 53.5244104, -1.1377568 53.524457, -1.1377898 53.5245102, -1.1378218 53.5245533, -1.1378594 53.524594, -1.1378902 53.5246214, -1.1379321 53.5246597, -1.1379724 53.524692, -1.1380226 53.5247239)",,30 mph,,,,yes
32041944,False,Market Road,unclassified,False,43.428000000000004,,"LINESTRING (-1.1312128 53.526113, -1.1312368 53.5261605, -1.1313446 53.5263069, -1.1313747 53.52639, -1.1313919 53.5264856)",,,,,,
32041944,False,Market Road,unclassified,True,55.739000000000004,,"LINESTRING (-1.1312128 53.526113, -1.1311954 53.5260331, -1.1311443 53.5256135)",,,,,,
32041944,False,Market Road,unclassified,True,43.428,,"LINESTRING (-1.1313919 53.5264856, -1.1313747 53.52639, -1.1313446 53.5263069, -1.1312368 53.5261605, -1.1312128 53.526113)",,,,,,
56760403,True,Market Road,unclassified,False,54.081999999999994,,"LINESTRING (-1.1313919 53.5264856, -1.1314249 53.5266446, -1.1314516 53.5266973, -1.1314714 53.5267113, -1.1314958 53.5267285, -1.1315555 53.5267513, -1.1316649 53.5267667, -1.1318682 53.5267774)",,,,,,
