osmid,oneway,highway,reversed,length,geometry,name,maxspeed,ref,lanes,access,junction,tunnel
"[665233208, 1205221078]",False,primary,False,46.068,"LINESTRING (-0.3666066 51.467302, -0.3664877 51.46704, -0.3664578 51.4669741, -0.3664206 51.4669043)",Staines Road,20 mph,A315,,,,
1205221079,True,primary,False,82.08399999999999,"LINESTRING (-0.3666066 51.467302, -0.3667228 51.4674847, -0.3668026 51.4675902, -0.3668389 51.4676206, -0.3668894 51.46765, -0.3669056 51.4676544, -0.366962 51.4676702, -0.3670257 51.4676791, -0.3670855 51.4676764, -0.367418 51.4676132)",Staines Road,20 mph,A315,,,,
317117856,True,primary,False,30.956,"LINESTRING (-0.3662024 51.466673, -0.3663217 51.4667326, -0.3663709 51.4667949, -0.3664206 51.4669043)",Staines Road,20 mph,A315,,,,
223713902,False,primary,False,6.201,"LINESTRING (-0.3627693 51.4672982, -0.3626826 51.4673121)",Grove Road,20 mph,A315,,,,
50905237,False,primary,True,29.988,"LINESTRING (-0.3627693 51.4672982, -0.3628795 51.4672836, -0.3631832 51.4672203)",Grove Road,20 mph,A315,,,,
223713903,False,tertiary,False,14.279,"LINESTRING (-0.3565234 51.4727608, -0.3566145 51.472876)",Kingsley Road,20 mph,,2,,,
"[1204206942, 4872159]",False,residential,False,286.101,"LINESTRING (-0.3565234 51.4727608, -0.3573316 51.4724963, -0.3575634 51.4724277, -0.3585376 51.4721393, -0.3596947 51.4717967, -0.3601512 51.4716657, -0.3602418 51.4716414)",Myrtle Road,20 mph,,,,,
223713903,False,tertiary,True,91.01599999999999,"LINESTRING (-0.3565234 51.4727608, -0.3562136 51.472388, -0.3561748 51.4723445, -0.3558932 51.4720428)",Kingsley Road,20 mph,,2,,,
4750658,False,residential,True,147.699,"LINESTRING (-0.3653394 51.4716368, -0.3649343 51.4729409)",Lampton Park Road,20 mph,,,,,
4750661,False,residential,True,71.038,"LINESTRING (-0.3638284 51.4693264, -0.3648263 51.469179)",York Road,,,,,,
4823711,False,residential,True,125.68800000000002,"LINESTRING (-0.3628896 51.4689763, -0.3629447 51.4690813, -0.3629705 51.4691395, -0.3629848 51.4691781, -0.3631066 51.4695064, -0.363132 51.4695558, -0.3631613 51.469613, -0.3631687 51.4696274, -0.3631987 51.4696744, -0.3632094 51.4696881, -0.3632388 51.4697259, -0.3632944 51.4698399, -0.363341 51.4699502, -0.3633879 51.4700613)",Alexandra Road,20 mph,,,,,
4823694,False,tertiary,False,238.95,"LINESTRING (-0.3608411 51.4646622, -0.3606763 51.4646535, -0.3605946 51.4646744, -0.3605395 51.4647194, -0.360305 51.464923, -0.3591672 51.4659105, -0.3590407 51.4660203, -0.3588571 51.466333)",Inwood Road,,,,,,
4823699,False,residential,False,76.778,"LINESTRING (-0.3608411 51.4646622, -0.3607641 51.4651959, -0.3607595 51.4653505)",Layton Road,20 mph,,,,,
4823694,False,tertiary,False,67.828,"LINESTRING (-0.3588571 51.466333, -0.3588085 51.4664393, -0.3587159 51.4666417, -0.3585955 51.4669208)",Inwood Road,,,,,,
4823694,False,tertiary,True,238.95,"LINESTRING (-0.3588571 51.466333, -0.3590407 51.4660203, -0.3591672 51.4659105, -0.360305 51.464923, -0.3605395 51.4647194, -0.3605946 51.4646744, -0.3606763 51.4646535, -0.3608411 51.4646622)",Inwood Road,,,,,,
4740533,False,residential,False,103.011,"LINESTRING (-0.3564393 51.4711821, -0.3567089 51.4710729, -0.3567828 51.471043, -0.3571766 51.4708578, -0.3576143 51.4706169)",Prince Regent Road,20 mph,,,,,
4740538,False,residential,False,59.702,"LINESTRING (-0.3564393 51.4711821, -0.3566876 51.4714833, -0.3568331 51.4716597)",Cecil Road,20 mph,,,,,
4740538,False,residential,True,79.00099999999999,"LINESTRING (-0.3564393 51.4711821, -0.3556613 51.4714102, -0.3556102 51.4714252, -0.3554066 51.4714837)",Cecil Road,20 mph,,,,,
8152143,False,residential,False,46.660000000000004,"LINESTRING (-0.3564393 51.4711821, -0.3561551 51.4708142, -0.3561471 51.470804)",,20 mph,,,,,
8152141,False,residential,False,155.34799999999998,"LINESTRING (-0.3611076 51.4696336, -0.3610706 51.4696406, -0.3608745 51.4696837, -0.3605824 51.4697468, -0.3605437 51.4697552, -0.3601209 51.4698387, -0.3596997 51.4699354, -0.3595514 51.4699738, -0.3594111 51.4700217, -0.3593182 51.4700751, -0.3592481 51.4701336, -0.3591461 51.470233)",Matisse Road,20 mph,,,,,
4740540,False,residential,False,40.973,"LINESTRING (-0.3568331 51.4716597, -0.3573377 51.4714674)",,20 mph,,,,,
831685469,True,residential,False,77.799,"LINESTRING (-0.3568331 51.4716597, -0.3558932 51.4720428)",Cecil Road,20 mph,,,,,
4740538,False,residential,True,59.702,"LINESTRING (-0.3568331 51.4716597, -0.3566876 51.4714833, -0.3564393 51.4711821)",Cecil Road,20 mph,,,,,
4740540,False,residential,True,40.973,"LINESTRING (-0.3573377 51.4714674, -0.3568331 51.4716597)",,20 mph,,,,,
8152143,False,residential,True,46.660000000000004,"LINESTRING (-0.3561471 51.470804, -0.3561551 51.4708142, -0.3564393 51.4711821)",,20 mph,,,,,
4815152,True,residential,False,35.946000000000005,"LINESTRING (-0.3606829 51.4708246, -0.3605152 51.4708492, -0.3603536 51.4708636, -0.3603101 51.4708565, -0.3602667 51.4708456, -0.360192 51.4708125)",Prince Regent Road,,,,permissive,,
"[624853553, 1205374346, 1205374347]",False,residential,False,159.321,"LINESTRING (-0.3606829 51.4708246, -0.3611182 51.4707647, -0.3613602 51.4707243, -0.361944 51.4706267, -0.3620031 51.4706174, -0.362188 51.4705937, -0.3626421 51.4705328, -0.3627239 51.4705192, -0.3629176 51.470487)",Prince Regent Road,,,,permissive,,
4750668,False,residential,True,87.72,"LINESTRING (-0.36507 51.4698817, -0.365314 51.4706558)",Montague Road,20 mph,,,,,
4828960,False,residential,True,118.212,"LINESTRING (-0.36507 51.4698817, -0.3633879 51.4700613)",Balfour Road,20 mph,,,,,
4750668,False,residential,False,79.949,"LINESTRING (-0.36507 51.4698817, -0.3649519 51.4695556, -0.3649047 51.4694267, -0.3648515 51.4692506, -0.3648263 51.469179)",Montague Road,20 mph,,,,,
"[4828960, 1072010377, 1072010378]",False,residential,False,116.74699999999999,"LINESTRING (-0.36507 51.4698817, -0.3657204 51.4698085, -0.3658343 51.4697973, -0.3661309 51.4697656, -0.3664404 51.4697325, -0.3667343 51.4697234)",Balfour Road,20 mph,,,,,
4823676,False,residential,False,147.02400000000003,"LINESTRING (-0.3541292 51.4692113, -0.3543689 51.4691681, -0.3544314 51.4691475, -0.3545056 51.4691285, -0.355206 51.4689899, -0.35598 51.4688626, -0.356071 51.4688476, -0.3561605 51.4688329)",Pears Road,20 mph,,,,,
4823676,False,residential,False,143.855,"LINESTRING (-0.3561605 51.4688329, -0.3572512 51.4686647, -0.3577406 51.4686118, -0.3579639 51.468605, -0.3581965 51.4686123)",Pears Road,20 mph,,,,,
4823676,False,residential,True,147.024,"LINESTRING (-0.3561605 51.4688329, -0.356071 51.4688476, -0.35598 51.4688626, -0.355206 51.4689899, -0.3545056 51.4691285, -0.3544314 51.4691475, -0.3543689 51.4691681, -0.3541292 51.4692113)",Pears Road,20 mph,,,,,
"[600011938, 4823686, 600011935]",True,residential,False,99.858,"LINESTRING (-0.3561605 51.4688329, -0.3561998 51.4689233, -0.3561971 51.4689641, -0.3562848 51.4690926, -0.3563285 51.4691518, -0.3563356 51.4691625, -0.3566684 51.4696689)",School Road,20 mph,,,,,
4823694,False,tertiary,False,7.898,"LINESTRING (-0.3581965 51.4686123, -0.3581996 51.4686833)",Inwood Road,,,,,,
4823694,False,tertiary,True,66.517,"LINESTRING (-0.3581965 51.4686123, -0.3583002 51.4680176)",Inwood Road,,,,,,
4823676,False,residential,True,143.85500000000002,"LINESTRING (-0.3581965 51.4686123, -0.3579639 51.468605, -0.3577406 51.4686118, -0.3572512 51.4686647, -0.3561605 51.4688329)",Pears Road,20 mph,,,,,
4823694,False,tertiary,True,7.898,"LINESTRING (-0.3581996 51.4686833, -0.3581965 51.4686123)",Inwood Road,,,,,,
4823693,True,tertiary,False,64.99199999999999,"LINESTRING (-0.3581996 51.4686833, -0.3582648 51.4687136, -0.3587255 51.4688413, -0.3590492 51.4689285)",Fairfields Road,,,,,,
1112828499,False,residential,False,32.150999999999996,"LINESTRING (-0.3566684 51.4696689, -0.3568032 51.4698459, -0.3568688 51.4699297)",School Road,20 mph,,,,,
100772165,False,primary,False,71.923,"LINESTRING (-0.3590492 51.4689285, -0.3586714 51.4690683, -0.3582705 51.4692224, -0.3581685 51.4692704)",Hanworth Road,20 mph,A315,,,,
100772165,False,primary,True,222.748,"LINESTRING (-0.3590492 51.4689285, -0.3592042 51.4688769, -0.3592475 51.4688625, -0.3593322 51.4688327, -0.3596782 51.4687112, -0.3602829 51.4684662, -0.3606541 51.4683158, -0.3609797 51.4681839, -0.3611602 51.4681108, -0.3614456 51.467904, -0.3614758 51.4678821, -0.361642 51.4677704)",Hanworth Road,20 mph,A315,,,,
4823694,False,tertiary,False,66.517,"LINESTRING (-0.3583002 51.4680176, -0.3581965 51.4686123)",Inwood Road,,,,,,
4823694,False,tertiary,True,20.545,"LINESTRING (-0.3583002 51.4680176, -0.3583195 51.467929, -0.35834 51.4678345)",Inwood Road,,,,,,
4872125,False,residential,False,284.916,"LINESTRING (-0.3583002 51.4680176, -0.3560524 51.4682354, -0.3552227 51.4683186, -0.3542411 51.4684308)",Inwood Avenue,,,,,,
4872143,False,residential,False,31.755,"LINESTRING (-0.3626075 51.4661995, -0.362551 51.4664829)",Whitton Road,,,,,,
4872143,False,residential,True,97.81700000000001,"LINESTRING (-0.3626075 51.4661995, -0.3626103 51.4661033, -0.3626248 51.4657757, -0.3626366 51.4654875, -0.3626434 51.4653201)",Whitton Road,,,,,,
663226742,False,residential,True,98.59100000000001,"LINESTRING (-0.3626075 51.4661995, -0.3620183 51.4660917, -0.36126 51.4659158)",Layton Road,20 mph,,,,,
4872143,False,residential,False,23.296999999999997,"LINESTRING (-0.3628016 51.4651381, -0.3626963 51.4652251, -0.3626434 51.4653201)",Whitton Road,,,,,,
"[183140089, 1072010369, 1073020326]",False,secondary,False,85.50099999999999,"LINESTRING (-0.3628016 51.4651381, -0.3633577 51.4653491, -0.3634992 51.4654028, -0.3636604 51.465464, -0.3638557 51.4655381)",Hanworth Terrace,20 mph,B361,,,,
505421746,False,secondary,True,56.336,"LINESTRING (-0.3628016 51.4651381, -0.3627501 51.4650925, -0.3626987 51.465047, -0.3626782 51.4648522, -0.3627073 51.464653)",Whitton Road,20 mph,B361,,,,
4823699,False,residential,False,29.47,"LINESTRING (-0.3608602 51.4658252, -0.36126 51.4659158)",Layton Road,20 mph,,,,,
4823699,False,residential,True,53.813,"LINESTRING (-0.3608602 51.4658252, -0.3607912 51.4657064, -0.3607536 51.4655437, -0.3607595 51.4653505)",Layton Road,20 mph,,,,,
4872137,True,residential,False,94.912,"LINESTRING (-0.3608602 51.4658252, -0.3606146 51.46594, -0.3603401 51.4661147, -0.3601404 51.4662831, -0.3600156 51.4664765)",Temple Road,,,,,,
4823701,False,residential,True,96.633,"LINESTRING (-0.3657882 51.4676075, -0.3657343 51.467546, -0.3656752 51.4674786, -0.365516 51.4673043, -0.3652235 51.4669706, -0.3651905 51.4669282, -0.3651246 51.4668433)",Bell Road,20 mph,,,,,
"[27661354, 826036628]",True,residential,False,67.96,"LINESTRING (-0.3657882 51.4676075, -0.3659703 51.467848, -0.3660457 51.4679622, -0.3660869 51.4680166, -0.3661429 51.4680801, -0.3662173 51.4681563)",Bell Road,20 mph,,,,,
"[7975128, 665233209, 826036635]",True,residential,False,82.322,"LINESTRING (-0.3662173 51.4681563, -0.366293 51.468171, -0.366379 51.4681798, -0.3670104 51.4682448, -0.36718 51.4682623, -0.3673051 51.4682828, -0.3673692 51.4683134)",Bath Road,20 mph,,,,,
301960821,True,residential,False,31.958000000000002,"LINESTRING (-0.3662173 51.4681563, -0.3662324 51.4682018, -0.3663003 51.468439)",Bell Road,20 mph,,,,,
301960820,False,residential,False,57.449000000000005,"LINESTRING (-0.3663003 51.468439, -0.3663775 51.4686532, -0.3664058 51.4687337, -0.3664214 51.4687788, -0.3664373 51.4688195, -0.366454 51.4688448, -0.3665515 51.4689234)",Bell Road,20 mph,,,,,
317117859,False,primary,True,14.832,"LINESTRING (-0.3651246 51.4668433, -0.3653298 51.4668052)",Staines Road,20 mph,A315,,,,
4823701,False,residential,False,96.63299999999998,"LINESTRING (-0.3651246 51.4668433, -0.3651905 51.4669282, -0.3652235 51.4669706, -0.365516 51.4673043, -0.3656752 51.4674786, -0.3657343 51.467546, -0.3657882 51.4676075)",Bell Road,20 mph,,,,,
"[868387861, 50905237, 868391639]",False,primary,False,140.898,"LINESTRING (-0.3651246 51.4668433, -0.3648387 51.4668941, -0.3647208 51.4669151, -0.3642033 51.4670075, -0.3631832 51.4672203)",Grove Road,20 mph,A315,,,,
"[1072010370, 1072010371, 4823700]",False,residential,True,66.333,"LINESTRING (-0.3651246 51.4668433, -0.3650328 51.4667146, -0.3650022 51.4666763, -0.364874 51.4665166, -0.3648208 51.4664487, -0.3647447 51.4663534, -0.3647073 51.4663065)",Bell Road,,,,,,
4821887,False,primary,True,25.091,"LINESTRING (-0.361642 51.4677704, -0.3617762 51.4676694, -0.3618235 51.4676315, -0.3618576 51.4675901)",Hanworth Road,20 mph,,,,,
100772165,False,primary,False,222.74800000000002,"LINESTRING (-0.361642 51.4677704, -0.3614758 51.4678821, -0.3614456 51.467904, -0.3611602 51.4681108, -0.3609797 51.4681839, -0.3606541 51.4683158, -0.3602829 51.4684662, -0.3596782 51.4687112, -0.3593322 51.4688327, -0.3592475 51.4688625, -0.3592042 51.4688769, -0.3590492 51.4689285)",Hanworth Road,20 mph,A315,,,,
663226743,False,residential,True,81.90799999999999,"LINESTRING (-0.361642 51.4677704, -0.3615499 51.4676906, -0.3615249 51.4676717, -0.3613138 51.4674901, -0.3612703 51.4674516, -0.3610581 51.4672719, -0.3609762 51.4672265, -0.360896 51.4672155)",Chapel Road,,,,,,
223713903,False,tertiary,False,91.01599999999999,"LINESTRING (-0.3558932 51.4720428, -0.3561748 51.4723445, -0.3562136 51.472388, -0.3565234 51.4727608)",Kingsley Road,20 mph,,2,,,
223713903,False,tertiary,True,70.73,"LINESTRING (-0.3558932 51.4720428, -0.3557144 51.4718443, -0.3555221 51.4716276, -0.3554975 51.471597, -0.3554066 51.4714837)",Kingsley Road,20 mph,,2,,,
4740538,False,residential,False,79.001,"LINESTRING (-0.3554066 51.4714837, -0.3556102 51.4714252, -0.3556613 51.4714102, -0.3564393 51.4711821)",Cecil Road,20 mph,,,,,
223713903,False,tertiary,False,70.73,"LINESTRING (-0.3554066 51.4714837, -0.3554975 51.471597, -0.3555221 51.4716276, -0.3557144 51.4718443, -0.3558932 51.4720428)",Kingsley Road,20 mph,,2,,,
"[4759551, 223713903]",False,tertiary,True,110.88,"LINESTRING (-0.3554066 51.4714837, -0.3553777 51.4714464, -0.3553469 51.4713902, -0.3553315 51.4713527, -0.3553198 51.4713235, -0.3551965 51.4709928, -0.3551545 51.4708645, -0.3550947 51.4706596, -0.3550869 51.4706421, -0.3550608 51.4706115, -0.3549884 51.4705267)",Kingsley Road,"['20 mph', '30 mph']",,2,,,
"[50905264, 268340417]",False,primary,False,89.424,"LINESTRING (-0.3665515 51.4689234, -0.3667019 51.4688385, -0.3667699 51.4687939, -0.3670155 51.4685635, -0.3671195 51.4684573, -0.3671892 51.4684004, -0.3672516 51.4683584, -0.3672969 51.4683356, -0.3673692 51.4683134)",Lampton Road,20 mph,A3005,,,,
301960820,False,residential,True,57.449,"LINESTRING (-0.3665515 51.4689234, -0.366454 51.4688448, -0.3664373 51.4688195, -0.3664214 51.4687788, -0.3664058 51.4687337, -0.3663775 51.4686532, -0.3663003 51.468439)",Bell Road,20 mph,,,,,
373890252,False,primary,True,91.467,"LINESTRING (-0.3665515 51.4689234, -0.3665095 51.4689585, -0.3665045 51.4689833, -0.3666769 51.4695379, -0.3667065 51.4696336, -0.3667343 51.4697234)",Lampton Road,20 mph,A3005,3,,,
4844725,False,unclassified,False,38.605000000000004,"LINESTRING (-0.3586913 51.4703082, -0.358574 51.4700505, -0.3584706 51.4700042)",Saddlers Place,20 mph,,,,,
624862832,False,residential,False,32.64,"LINESTRING (-0.3586913 51.4703082, -0.3587917 51.4702903, -0.3589964 51.4702503, -0.3591461 51.470233)",Prince Regent Road,20 mph,,,,,
624862832,False,residential,True,70.52600000000001,"LINESTRING (-0.3586913 51.4703082, -0.3582576 51.4703877, -0.3580047 51.4704411, -0.3579179 51.4704698, -0.3577546 51.4705426)",Prince Regent Road,20 mph,,,,,
4844725,False,unclassified,True,38.605000000000004,"LINESTRING (-0.3584706 51.4700042, -0.358574 51.4700505, -0.3586913 51.4703082)",Saddlers Place,20 mph,,,,,
4872125,False,residential,True,284.916,"LINESTRING (-0.3542411 51.4684308, -0.3552227 51.4683186, -0.3560524 51.4682354, -0.3583002 51.4680176)",Inwood Avenue,,,,,,
4823694,False,tertiary,False,103.18199999999999,"LINESTRING (-0.3585955 51.4669208, -0.3584203 51.4674627, -0.3584151 51.4674867, -0.35834 51.4678345)",Inwood Road,,,,,,
4823694,False,tertiary,True,67.828,"LINESTRING (-0.3585955 51.4669208, -0.3587159 51.4666417, -0.3588085 51.4664393, -0.3588571 51.466333)",Inwood Road,,,,,,
4872126,False,residential,False,285.04600000000005,"LINESTRING (-0.3585955 51.4669208, -0.3565246 51.4668961, -0.3544813 51.4668718)",Livingstone Road,,,,,,
4872140,True,residential,False,88.798,"LINESTRING (-0.3585955 51.4669208, -0.3591868 51.4669992, -0.3598424 51.4671053)",Chapel Road,,,,,,
4872126,False,residential,True,285.04600000000005,"LINESTRING (-0.3544813 51.4668718, -0.3565246 51.4668961, -0.3585955 51.4669208)",Livingstone Road,,,,,,
4872139,True,residential,False,207.978,"LINESTRING (-0.360896 51.4672155, -0.3608104 51.4673022, -0.3606791 51.4673613, -0.3603413 51.4675155, -0.3600024 51.4676487, -0.3595415 51.4678469, -0.3592351 51.4679665, -0.3591172 51.467974, -0.3589869 51.4679372, -0.3587446 51.4678687, -0.35834 51.4678345)",Bristow Road,,,,,,
4872142,True,residential,False,147.67000000000002,"LINESTRING (-0.360896 51.4672155, -0.360919 51.4668798, -0.3609718 51.4665935, -0.3610409 51.4663125, -0.3611846 51.4660449, -0.36126 51.4659158)",Holly Road,,,,,,
663226743,False,residential,False,81.908,"LINESTRING (-0.360896 51.4672155, -0.3609762 51.4672265, -0.3610581 51.4672719, -0.3612703 51.4674516, -0.3613138 51.4674901, -0.3615249 51.4676717, -0.3615499 51.4676906, -0.361642 51.4677704)",Chapel Road,,,,,,
4872140,True,residential,False,74.009,"LINESTRING (-0.3598424 51.4671053, -0.3603089 51.4671504, -0.360896 51.4672155)",Chapel Road,,,,,,
4872137,True,residential,False,70.941,"LINESTRING (-0.3600156 51.4664765, -0.3598424 51.4671053)",Temple Road,,,,,,
4872138,True,residential,False,82.036,"LINESTRING (-0.3600156 51.4664765, -0.359529 51.4664079, -0.3591421 51.4663455, -0.3588571 51.466333)",Gordon Road,,,,,,
4823694,False,tertiary,False,20.545,"LINESTRING (-0.35834 51.4678345, -0.3583195 51.467929, -0.3583002 51.4680176)",Inwood Road,,,,,,
4823694,False,tertiary,True,103.18199999999999,"LINESTRING (-0.35834 51.4678345, -0.3584151 51.4674867, -0.3584203 51.4674627, -0.3585955 51.4669208)",Inwood Road,,,,,,
4823699,False,residential,True,29.47,"LINESTRING (-0.36126 51.4659158, -0.3608602 51.4658252)",Layton Road,20 mph,,,,,
663226742,False,residential,False,98.59100000000001,"LINESTRING (-0.36126 51.4659158, -0.3620183 51.4660917, -0.3626075 51.4661995)",Layton Road,20 mph,,,,,
4872143,False,residential,False,97.81700000000001,"LINESTRING (-0.3626434 51.4653201, -0.3626366 51.4654875, -0.3626248 51.4657757, -0.3626103 51.4661033, -0.3626075 51.4661995)",Whitton Road,,,,,,
4872143,False,residential,True,23.296999999999997,"LINESTRING (-0.3626434 51.4653201, -0.3626963 51.4652251, -0.3628016 51.4651381)",Whitton Road,,,,,,
4823699,False,residential,False,53.813,"LINESTRING (-0.3607595 51.4653505, -0.3607536 51.4655437, -0.3607912 51.4657064, -0.3608602 51.4658252)",Layton Road,20 mph,,,,,
4823699,False,residential,True,76.778,"LINESTRING (-0.3607595 51.4653505, -0.3607641 51.4651959, -0.3608411 51.4646622)",Layton Road,20 mph,,,,,
4872145,True,residential,False,130.547,"LINESTRING (-0.3607595 51.4653505, -0.362523 51.465322, -0.3626434 51.4653201)",Pownall Road,20 mph,,,,,
4943859,False,residential,False,36.979,"LINESTRING (-0.3679013 51.4663539, -0.367376 51.4664131)",Grove Road,20 mph,,,,,
4943859,False,residential,True,36.979,"LINESTRING (-0.367376 51.4664131, -0.3679013 51.4663539)",Grove Road,20 mph,,,,,
4943866,False,residential,True,36.558,"LINESTRING (-0.367376 51.4664131, -0.3672238 51.4660983)",Wareham Close,,,,,,
4943859,False,residential,False,73.762,"LINESTRING (-0.367376 51.4664131, -0.3669901 51.4664707, -0.3663708 51.466563, -0.3663404 51.4665675)",Grove Road,20 mph,,,,,
4943866,False,residential,False,36.558,"LINESTRING (-0.3672238 51.4660983, -0.367376 51.4664131)",Wareham Close,,,,,,
4943866,False,residential,False,70.936,"LINESTRING (-0.3672238 51.4660983, -0.3672681 51.4660591, -0.3672651 51.4660195, -0.3671493 51.4658779, -0.3670791 51.4658665, -0.3669903 51.4659039, -0.366985 51.465945, -0.3670893 51.4660792, -0.3671553 51.4661007, -0.3672238 51.4660983)",Wareham Close,,,,,,
4943866,False,residential,True,70.93599999999999,"LINESTRING (-0.3672238 51.4660983, -0.3671553 51.4661007, -0.3670893 51.4660792, -0.366985 51.465945, -0.3669903 51.4659039, -0.3670791 51.4658665, -0.3671493 51.4658779, -0.3672651 51.4660195, -0.3672681 51.4660591, -0.3672238 51.4660983)",Wareham Close,,,,,,
4943872,False,residential,False,12.752,"LINESTRING (-0.3663538 51.4656549, -0.3661948 51.4657127)",Vine Place,,,,,,
4943872,False,residential,True,12.752,"LINESTRING (-0.3661948 51.4657127, -0.3663538 51.4656549)",Vine Place,,,,,,
4943871,False,residential,True,67.233,"LINESTRING (-0.3661948 51.4657127, -0.3661269 51.4656501, -0.3659928 51.4655832, -0.3656654 51.4652137)",Thompson Road,,,,,,
4943872,False,residential,False,122.382,"LINESTRING (-0.3661948 51.4657127, -0.3651159 51.4661434, -0.3647073 51.4663065)",Vine Place,,,,,,
"[1072010370, 1072010371, 4823700]",False,residential,False,66.333,"LINESTRING (-0.3647073 51.4663065, -0.3647447 51.4663534, -0.3648208 51.4664487, -0.364874 51.4665166, -0.3650022 51.4666763, -0.3650328 51.4667146, -0.3651246 51.4668433)",Bell Road,,,,,,
"[1073020328, 4823700, 1073020327]",False,residential,True,105.821,"LINESTRING (-0.3647073 51.4663065, -0.3645726 51.4661494, -0.3644432 51.4659984, -0.3644084 51.4659577, -0.3643542 51.4658944, -0.364306 51.4658382, -0.3642065 51.4657264, -0.3640871 51.465629, -0.3638557 51.4655381)",Bell Road,,,,,,
4943872,False,residential,True,122.382,"LINESTRING (-0.3647073 51.4663065, -0.3651159 51.4661434, -0.3661948 51.4657127)",Vine Place,,,,,,
4943871,False,residential,False,67.23299999999999,"LINESTRING (-0.3656654 51.4652137, -0.3659928 51.4655832, -0.3661269 51.4656501, -0.3661948 51.4657127)",Thompson Road,,,,,,
"[1098071139, 183140091]",True,unclassified,False,39.93,"LINESTRING (-0.363452 51.4704078, -0.3634637 51.4704275, -0.3634694 51.4704471, -0.3634744 51.4704752, -0.3634738 51.4705039, -0.3634665 51.4705274, -0.3634472 51.4705538, -0.3634246 51.4705752, -0.3633843 51.4705879, -0.3633361 51.4705917, -0.3632982 51.4705877, -0.3632542 51.4705755, -0.3632244 51.4705566, -0.363204 51.4705379, -0.3631928 51.4705179)",,20 mph,,,,roundabout,
"[50905264, 268340417]",False,primary,True,89.424,"LINESTRING (-0.3673692 51.4683134, -0.3672969 51.4683356, -0.3672516 51.4683584, -0.3671892 51.4684004, -0.3671195 51.4684573, -0.3670155 51.4685635, -0.3667699 51.4687939, -0.3667019 51.4688385, -0.3665515 51.4689234)",Lampton Road,20 mph,A3005,,,,
