osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,bridge
"[8125458, 1065392405]",Lewisham High Street,primary,30 mph,True,False,35.041000000000004,"LINESTRING (-0.0122559 51.4590577, -0.012256 51.4591116, -0.0122222 51.4591543, -0.0121931 51.4591917, -0.0121665 51.459236, -0.0121511 51.459279, -0.0121511 51.4593183, -0.012167 51.4593585)",,A21,,
38211551,Lewisham High Street,primary,30 mph,False,True,74.142,"LINESTRING (-0.0122559 51.4590577, -0.01235 51.458945, -0.0124056 51.4588838, -0.0126354 51.4586104, -0.0127617 51.4584702)",,A21,,
2954848,Morley Road,residential,20 mph,False,False,76.234,"LINESTRING (-0.0128258 51.458364, -0.0127714 51.4583364, -0.0127099 51.4583086, -0.0126485 51.4582839, -0.0123802 51.4582102, -0.0120064 51.4581996, -0.0117936 51.4582118)",,,,
"[1174875425, 1174875426, 938778012]",Lewisham High Street,primary,30 mph,True,False,25.772000000000002,"LINESTRING (-0.0128258 51.458364, -0.0128622 51.4583159, -0.0129598 51.4581804, -0.0129774 51.4581524)",1,A21,,
38211551,Lewisham High Street,primary,30 mph,False,False,74.142,"LINESTRING (-0.0127617 51.4584702, -0.0126354 51.4586104, -0.0124056 51.4588838, -0.01235 51.458945, -0.0122559 51.4590577)",,A21,,
"[1174875424, 1174875425]",Lewisham High Street,primary,30 mph,True,False,12.616,"LINESTRING (-0.0127617 51.4584702, -0.0127923 51.4584195, -0.0128258 51.458364)",1,A21,,
2954848,Morley Road,residential,20 mph,False,True,76.23400000000001,"LINESTRING (-0.0117936 51.4582118, -0.0120064 51.4581996, -0.0123802 51.4582102, -0.0126485 51.4582839, -0.0127099 51.4583086, -0.0127714 51.4583364, -0.0128258 51.458364)",,,,
2954849,Clipper Way,unclassified,20 mph,False,True,137.449,"LINESTRING (-0.0117936 51.4582118, -0.0118206 51.4582739, -0.0118091 51.4583101, -0.0114711 51.4588536, -0.0113813 51.4590125, -0.0112041 51.4593798)",,,,
374458448,Slaithwaite Road,residential,20 mph,False,False,181.184,"LINESTRING (-0.0117936 51.4582118, -0.0114472 51.4582384, -0.0112663 51.4582687, -0.0111811 51.4582848, -0.0107402 51.4583795, -0.0105731 51.458392, -0.0095465 51.4583477, -0.0092213 51.4583333)",,,,
"[374458448, 2956771]","['Clarendon Rise', 'Slaithwaite Road']",residential,20 mph,False,False,188.54399999999998,"LINESTRING (-0.0092213 51.4583333, -0.0085256 51.4583055, -0.0082568 51.4583029, -0.0082133 51.4583025, -0.0074286 51.4583087, -0.0074403 51.4584168, -0.0074672 51.4586667, -0.00749 51.4588851)",,,,
374458448,Slaithwaite Road,residential,20 mph,False,True,181.184,"LINESTRING (-0.0092213 51.4583333, -0.0095465 51.4583477, -0.0105731 51.458392, -0.0107402 51.4583795, -0.0111811 51.4582848, -0.0112663 51.4582687, -0.0114472 51.4582384, -0.0117936 51.4582118)",,,,
628864470,Clarendon Rise,residential,20 mph,False,True,86.556,"LINESTRING (-0.0075676 51.459662, -0.0075581 51.4595662, -0.0075252 51.4592293, -0.0075064 51.4590379, -0.00749 51.4588851)",,,,
2956466,Eastdown Park,residential,20 mph,False,False,19.463,"LINESTRING (-0.0042417 51.4583654, -0.0043308 51.4585314)",2,,,
2956466,Eastdown Park,residential,20 mph,False,True,19.463,"LINESTRING (-0.0043308 51.4585314, -0.0042417 51.4583654)",2,,,
2956467,Gilmore Road,residential,20 mph,False,False,232.15399999999997,"LINESTRING (-0.0043308 51.4585314, -0.0044383 51.4587124, -0.0045696 51.4589473, -0.0047411 51.4592483, -0.0047884 51.4593262, -0.0048293 51.4593726, -0.0048941 51.4594127, -0.0049842 51.4594528, -0.0051056 51.459498, -0.005239 51.4595403, -0.0054026 51.4595794, -0.0055274 51.4596175, -0.0056467 51.4596658, -0.0060035 51.4598354, -0.0061668 51.4599167, -0.0063246 51.460002, -0.0063913 51.4600435)",,,,
"[38392289, 628864474, 38392290]",Eastdown Park,residential,20 mph,False,False,102.12200000000001,"LINESTRING (-0.0043308 51.4585314, -0.0039154 51.4587442, -0.003732 51.458837, -0.0032392 51.4590732, -0.003179 51.4591043)",2,,,yes
628867535,Lee High Road,trunk,30 mph,False,False,68.559,"LINESTRING (-0.0037963 51.4595861, -0.0033824 51.4592702, -0.003179 51.4591043)",2,A20,,
837135294,Lee High Road,trunk,30 mph,False,True,221.58399999999997,"LINESTRING (-0.0037963 51.4595861, -0.0045264 51.4601895, -0.0047131 51.4603487, -0.005025 51.4606078, -0.0053116 51.4608007, -0.005818 51.461126)",2,A20,,
22797892,Marischal Road,residential,20 mph,False,True,75.115,"LINESTRING (-0.005818 51.461126, -0.0057094 51.4611976, -0.0055783 51.461284, -0.0054764 51.4613708, -0.0052271 51.4616465, -0.0052019 51.4616768)",,,,
837135294,Lee High Road,trunk,30 mph,False,False,221.584,"LINESTRING (-0.005818 51.461126, -0.0053116 51.4608007, -0.005025 51.4606078, -0.0047131 51.4603487, -0.0045264 51.4601895, -0.0037963 51.4595861)",2,A20,,
"[1244692979, 837135294, 1069315455]",Lee High Road,trunk,30 mph,False,True,190.672,"LINESTRING (-0.005818 51.461126, -0.0061036 51.4612954, -0.0065347 51.4615451, -0.0067524 51.4616556, -0.0069653 51.4617601, -0.007181 51.4618463, -0.0074248 51.4619308, -0.0077362 51.4620265, -0.0080425 51.462111)",2,A20,,
40379814,Lee High Road,trunk,30 mph,False,False,10.097,"LINESTRING (-0.0091532 51.4624006, -0.0092967 51.4624165)",4,A20,,
"[780705112, 5026615]",Belmont Hill,secondary,20 mph,False,False,98.727,"LINESTRING (-0.0091532 51.4624006, -0.0090696 51.4624735, -0.0090079 51.4625237, -0.0089721 51.4625518, -0.008908 51.4625946, -0.0087228 51.4626772, -0.0085271 51.4627463, -0.00834 51.4628022, -0.0081342 51.4628605, -0.0080038 51.4628955)",2,B220,,
"[24638128, 1244692980]",Lee High Road,trunk,30 mph,False,False,59.921,"LINESTRING (-0.0091532 51.4624006, -0.0090201 51.4623764, -0.0089623 51.4623623, -0.0086042 51.462264, -0.0083545 51.4621954)",3,A20,,
"[38392448, 38392450, 398178327]",Clarendon Rise,residential,20 mph,False,False,112.37500000000001,"LINESTRING (-0.0081015 51.4612089, -0.0083526 51.4619016, -0.0083931 51.4620325, -0.0083962 51.4620935, -0.008394 51.4621253, -0.0083807 51.4621498, -0.0083545 51.4621954)",,,,yes
398178327,Clarendon Rise,residential,20 mph,False,True,85.36099999999999,"LINESTRING (-0.0081015 51.4612089, -0.0080509 51.4610358, -0.0079844 51.4608935, -0.0078178 51.4604623)",,,,
628864469,Gilmore Road,residential,20 mph,False,True,182.013,"LINESTRING (-0.0081015 51.4612089, -0.00796 51.461224, -0.007886 51.4612174, -0.007825 51.4611926, -0.0077007 51.461094, -0.0071832 51.4606731, -0.0067064 51.460296, -0.0063913 51.4600435)",,,,
2956780,Albion Way,residential,20 mph,False,True,118.387,"LINESTRING (-0.0078178 51.4604623, -0.0079133 51.4604506, -0.0080218 51.4604535, -0.0081129 51.4604699, -0.0083371 51.4605487, -0.0090237 51.4607928, -0.0093333 51.4609074)",,,,
398178327,Clarendon Rise,residential,20 mph,False,False,85.36099999999999,"LINESTRING (-0.0078178 51.4604623, -0.0079844 51.4608935, -0.0080509 51.4610358, -0.0081015 51.4612089)",,,,
398178327,Clarendon Rise,residential,20 mph,False,True,80.986,"LINESTRING (-0.0078178 51.4604623, -0.0076508 51.4599853, -0.0076014 51.4598501, -0.0075854 51.4597941, -0.0075762 51.4597499)",,,,
22797854,Lockmead Road,residential,20 mph,False,True,60.347,"LINESTRING (-0.0080038 51.4628955, -0.0080208 51.4629182, -0.0081298 51.463064, -0.0082074 51.4631661, -0.0083749 51.4633865)",,,,
780705112,Belmont Hill,secondary,20 mph,False,False,183.11700000000002,"LINESTRING (-0.0080038 51.4628955, -0.007575 51.4630023, -0.0072676 51.4630685, -0.0069358 51.4631184, -0.00666 51.4631463, -0.0063958 51.4631581, -0.0062286 51.4631547, -0.0060647 51.4631407, -0.0057117 51.463079, -0.00562 51.4630619, -0.0054527 51.4630288)",2,B220,,
"[780705112, 5026615]",Belmont Hill,secondary,20 mph,False,True,98.727,"LINESTRING (-0.0080038 51.4628955, -0.0081342 51.4628605, -0.00834 51.4628022, -0.0085271 51.4627463, -0.0087228 51.4626772, -0.008908 51.4625946, -0.0089721 51.4625518, -0.0090079 51.4625237, -0.0090696 51.4624735, -0.0091532 51.4624006)",2,B220,,
882371587,Boyne Road,residential,20 mph,False,True,11.353,"LINESTRING (-0.0054527 51.4630288, -0.0054062 51.4631267)",,,,
780705112,Belmont Hill,secondary,20 mph,False,False,93.272,"LINESTRING (-0.0054527 51.4630288, -0.0053015 51.4630006, -0.0047768 51.4629092, -0.0044145 51.4628461, -0.0043473 51.4628344, -0.0042806 51.4628241, -0.0041554 51.4628047)",2,B220,,
780705112,Belmont Hill,secondary,20 mph,False,True,183.11700000000002,"LINESTRING (-0.0054527 51.4630288, -0.00562 51.4630619, -0.0057117 51.463079, -0.0060647 51.4631407, -0.0062286 51.4631547, -0.0063958 51.4631581, -0.00666 51.4631463, -0.0069358 51.4631184, -0.0072676 51.4630685, -0.007575 51.4630023, -0.0080038 51.4628955)",2,B220,,
780705112,Belmont Hill,secondary,20 mph,False,True,25.621,"LINESTRING (-0.0037971 51.4627476, -0.0041554 51.4628047)",2,B220,,
5027816,Belmont Grove,residential,20 mph,False,True,254.04799999999994,"LINESTRING (-0.0037971 51.4627476, -0.0037865 51.4627807, -0.0037201 51.4630858, -0.0037047 51.4632483, -0.0037003 51.4632945, -0.0036983 51.4635188, -0.0037025 51.4635695, -0.0037145 51.4637134, -0.0037581 51.4638605, -0.0038334 51.4639857, -0.0039744 51.4640918, -0.0040629 51.4641353, -0.0044329 51.464308, -0.0044998 51.4643416, -0.0045727 51.464384, -0.0046315 51.4644311, -0.0046896 51.4644818, -0.0047358 51.4645393, -0.0047677 51.4646082, -0.0047842 51.4646836, -0.0047957 51.4647691)",,,,
40926085,Loampit Vale,trunk,30 mph,False,True,51.943,"LINESTRING (-0.0137675 51.4645572, -0.013847 51.4645572, -0.0139745 51.4645557, -0.0142095 51.4645495, -0.0142879 51.4645485, -0.0145167 51.4645403)",4,A20,,
"[496376344, 276815337, 449074845, 1136838983]",Loampit Vale,trunk,30 mph,True,False,90.19300000000001,"LINESTRING (-0.0137675 51.4645572, -0.0137343 51.4645654, -0.0136088 51.4645862, -0.0135091 51.4645881, -0.0134155 51.464584, -0.0133606 51.4645793, -0.0133098 51.4645764, -0.0131084 51.4645584, -0.0130291 51.46455, -0.0129091 51.4645316, -0.0128518 51.4645145, -0.0127986 51.4644903, -0.0127607 51.464462, -0.0127301 51.4644262, -0.0127194 51.464407, -0.0127273 51.4643547, -0.0127506 51.4643214)","['2', '3']",A20,,
"[1064882731, 612029058, 133062211]",Loampit Vale,trunk,30 mph,False,False,39.339999999999996,"LINESTRING (-0.0150841 51.4645263, -0.014962 51.4645282, -0.0148423 51.4645303, -0.0147684 51.4645331, -0.0147139 51.4645343, -0.0145167 51.4645403)",4,A20,,
"[1202238781, 548926702]",Elmira Street,residential,20 mph,False,True,63.58,"LINESTRING (-0.0150841 51.4645263, -0.01508 51.464481, -0.0150784 51.4644637, -0.0150275 51.4639556)",,,,
"[630017170, 1064857043]",Loampit Vale,trunk,30 mph,False,True,107.888,"LINESTRING (-0.0150841 51.4645263, -0.0152901 51.4645251, -0.0155104 51.4645315, -0.0156889 51.4645475, -0.0158797 51.4645707, -0.0160705 51.4645999, -0.0164014 51.4646743, -0.0165269 51.4647042, -0.016593 51.4647242)",4,A20,,
40926085,Loampit Vale,trunk,30 mph,False,False,51.943000000000005,"LINESTRING (-0.0145167 51.4645403, -0.0142879 51.4645485, -0.0142095 51.4645495, -0.0139745 51.4645557, -0.013847 51.4645572, -0.0137675 51.4645572)",4,A20,,
"[612029058, 1064882731, 133062211]",Loampit Vale,trunk,30 mph,False,True,39.339999999999996,"LINESTRING (-0.0145167 51.4645403, -0.0147139 51.4645343, -0.0147684 51.4645331, -0.0148423 51.4645303, -0.014962 51.4645282, -0.0150841 51.4645263)",4,A20,,
"[2956778, 681008931]",Bonfield Road,residential,20 mph,False,False,265.04200000000003,"LINESTRING (-0.0093333 51.4609074, -0.0094933 51.4604861, -0.0096529 51.4600845, -0.0097024 51.4599421, -0.0097046 51.4599017, -0.0096613 51.459883, -0.0091457 51.4598205, -0.0084862 51.4597416, -0.0082414 51.4597227, -0.008158 51.4597189, -0.0079016 51.4597167, -0.0076487 51.4597328, -0.0075762 51.4597499)",,,,
2956780,Albion Way,residential,20 mph,False,False,118.387,"LINESTRING (-0.0093333 51.4609074, -0.0090237 51.4607928, -0.0083371 51.4605487, -0.0081129 51.4604699, -0.0080218 51.4604535, -0.0079133 51.4604506, -0.0078178 51.4604623)",,,,
2956780,Albion Way,residential,20 mph,False,True,76.032,"LINESTRING (-0.0093333 51.4609074, -0.0094658 51.4609542, -0.009693 51.4610333, -0.0097412 51.4610498, -0.0098422 51.4610853, -0.0101208 51.4611843, -0.0102832 51.4612495)",,,,
2955462,Lewis Grove,tertiary,20 mph,False,False,49.352000000000004,"LINESTRING (-0.0102832 51.4612495, -0.0101907 51.4613039, -0.0099627 51.4614491, -0.0098776 51.4615164, -0.0098159 51.4615817)",,,,
"[665123562, 2955462]","['Lewis Grove', 'Lewisham High Street']",tertiary,20 mph,False,True,56.967999999999996,"LINESTRING (-0.0102832 51.4612495, -0.0103919 51.4611784, -0.0104663 51.4611248, -0.0104962 51.4610995, -0.0105691 51.4610323, -0.0107317 51.460825)",2,,,
2956780,Albion Way,residential,20 mph,False,False,76.03199999999998,"LINESTRING (-0.0102832 51.4612495, -0.0101208 51.4611843, -0.0098422 51.4610853, -0.0097412 51.4610498, -0.009693 51.4610333, -0.0094658 51.4609542, -0.0093333 51.4609074)",,,,
398178327,Clarendon Rise,residential,20 mph,False,False,80.98599999999999,"LINESTRING (-0.0075762 51.4597499, -0.0075854 51.4597941, -0.0076014 51.4598501, -0.0076508 51.4599853, -0.0078178 51.4604623)",,,,
628864473,Bonfield Road,residential,20 mph,False,False,88.34700000000001,"LINESTRING (-0.0075762 51.4597499, -0.0070411 51.4598849, -0.0067659 51.4599533, -0.0064686 51.4600254, -0.0063913 51.4600435)",,,,
"[2956778, 681008931]",Bonfield Road,residential,20 mph,False,True,265.042,"LINESTRING (-0.0075762 51.4597499, -0.0076487 51.4597328, -0.0079016 51.4597167, -0.008158 51.4597189, -0.0082414 51.4597227, -0.0084862 51.4597416, -0.0091457 51.4598205, -0.0096613 51.459883, -0.0097046 51.4599017, -0.0097024 51.4599421, -0.0096529 51.4600845, -0.0094933 51.4604861, -0.0093333 51.4609074)",,,,
2956467,Gilmore Road,residential,20 mph,False,True,232.154,"LINESTRING (-0.0063913 51.4600435, -0.0063246 51.460002, -0.0061668 51.4599167, -0.0060035 51.4598354, -0.0056467 51.4596658, -0.0055274 51.4596175, -0.0054026 51.4595794, -0.005239 51.4595403, -0.0051056 51.459498, -0.0049842 51.4594528, -0.0048941 51.4594127, -0.0048293 51.4593726, -0.0047884 51.4593262, -0.0047411 51.4592483, -0.0045696 51.4589473, -0.0044383 51.4587124, -0.0043308 51.4585314)",,,,
628864469,Gilmore Road,residential,20 mph,False,False,182.013,"LINESTRING (-0.0063913 51.4600435, -0.0067064 51.460296, -0.0071832 51.4606731, -0.0077007 51.461094, -0.007825 51.4611926, -0.007886 51.4612174, -0.00796 51.461224, -0.0081015 51.4612089)",,,,
628864473,Bonfield Road,residential,20 mph,False,True,88.34700000000001,"LINESTRING (-0.0063913 51.4600435, -0.0064686 51.4600254, -0.0067659 51.4599533, -0.0070411 51.4598849, -0.0075762 51.4597499)",,,,
2956781,Mercia Grove,residential,20 mph,False,True,82.17,"LINESTRING (-0.008702 51.4613294, -0.0091454 51.4614211, -0.0093841 51.4614715, -0.0096312 51.4615298, -0.0097284 51.4615565, -0.0097696 51.4615683, -0.0098159 51.4615817)",,,,
3127767,Silver Road,residential,20 mph,False,False,86.335,"LINESTRING (-0.0163517 51.4623206, -0.0163291 51.4622991, -0.016283 51.4622552, -0.0161607 51.4620686, -0.0160871 51.4620013, -0.0160495 51.4619662, -0.0159115 51.4619001, -0.0157288 51.4618747, -0.0154914 51.4618692)",,,,
"[761308417, 54426479]",Elmira Street,residential,20 mph,False,True,36.586999999999996,"LINESTRING (-0.0163517 51.4623206, -0.0167057 51.4621589, -0.0167718 51.4621216)",,,,
54426480,Elmira Street,residential,20 mph,False,False,20.113,"LINESTRING (-0.0163517 51.4623206, -0.0163085 51.4623749, -0.0162415 51.4624877)",,,,
373755290,Odell Walk,residential,20 mph,False,False,6.685,"LINESTRING (-0.01454 51.4615433, -0.0145943 51.4614936)",,,,
373755291,Odell Walk,residential,20 mph,False,False,6.995,"LINESTRING (-0.01454 51.4615433, -0.0144696 51.4615884)",,,,
32447958,Odell Walk,residential,20 mph,False,False,72.843,"LINESTRING (-0.01454 51.4615433, -0.0148438 51.4617986, -0.0148827 51.4618587, -0.0149512 51.4619907, -0.0150292 51.4620898, -0.015046 51.4621107)",,,,
32448042,Bankside Avenue,residential,20 mph,False,False,38.694,"LINESTRING (-0.015046 51.4621107, -0.0146348 51.4623462)",,,,
32447958,Odell Walk,residential,20 mph,False,True,72.843,"LINESTRING (-0.015046 51.4621107, -0.0150292 51.4620898, -0.0149512 51.4619907, -0.0148827 51.4618587, -0.0148438 51.4617986, -0.01454 51.4615433)",,,,
"[42959061, 42959062, 42959063]","['Smead Way', 'Bankside Avenue']",residential,20 mph,False,False,25.32,"LINESTRING (-0.015046 51.4621107, -0.0151011 51.4621123, -0.0152253 51.4621165, -0.0153271 51.4621238, -0.01541 51.4621299)",,,,yes
32448042,Bankside Avenue,residential,20 mph,False,True,38.694,"LINESTRING (-0.0146348 51.4623462, -0.015046 51.4621107)",,,,
3127769,Yew Tree Close,residential,20 mph,False,False,59.614,"LINESTRING (-0.0146348 51.4623462, -0.0145947 51.4623207, -0.0140317 51.4619638)",,,,
"[3127768, 32448042]","['Elder Walk', 'Bankside Avenue']",residential,20 mph,False,False,94.67099999999999,"LINESTRING (-0.0146348 51.4623462, -0.0141401 51.4626737, -0.0140768 51.4626942, -0.0140042 51.4626819, -0.0136342 51.4624741)",,,,
"[3127768, 32448042]","['Elder Walk', 'Bankside Avenue']",residential,20 mph,False,True,94.67099999999999,"LINESTRING (-0.0136342 51.4624741, -0.0140042 51.4626819, -0.0140768 51.4626942, -0.0141401 51.4626737, -0.0146348 51.4623462)",,,,
54426501,Yew Tree Close,residential,20 mph,False,False,7.639,"LINESTRING (-0.0140317 51.4619638, -0.0140958 51.4619079)",,,,
54426501,Yew Tree Close,residential,20 mph,False,True,9.877,"LINESTRING (-0.0140317 51.4619638, -0.0139507 51.4620369)",,,,
3127769,Yew Tree Close,residential,20 mph,False,True,59.614,"LINESTRING (-0.0140317 51.4619638, -0.0145947 51.4623207, -0.0146348 51.4623462)",,,,
24954660,Elmira Street,residential,20 mph,False,True,35.062,"LINESTRING (-0.0160808 51.4627867, -0.0162415 51.4624877)",,,,
24954662,Elmira Street,residential,20 mph,False,False,82.018,"LINESTRING (-0.0160808 51.4627867, -0.0159685 51.4629694, -0.0158457 51.4630814, -0.0156821 51.4631931, -0.0155225 51.4632834, -0.0153785 51.4633643)",,,,
38891822,Pine Tree Way,residential,20 mph,False,True,90.02900000000001,"LINESTRING (-0.0160808 51.4627867, -0.0160207 51.4627814, -0.015925 51.462772, -0.0157348 51.4627612, -0.0155781 51.462743, -0.0154116 51.4627201, -0.0153663 51.462709, -0.015321 51.462698, -0.015239 51.4626735, -0.0151585 51.4626506, -0.0150916 51.46262, -0.015033 51.4625852, -0.0149036 51.4625069)",,,,
3127767,Silver Road,residential,20 mph,False,True,86.33500000000001,"LINESTRING (-0.0154914 51.4618692, -0.0157288 51.4618747, -0.0159115 51.4619001, -0.0160495 51.4619662, -0.0160871 51.4620013, -0.0161607 51.4620686, -0.016283 51.4622552, -0.0163291 51.4622991, -0.0163517 51.4623206)",,,,
"[42959065, 24954662, 548926703]",Elmira Street,residential,20 mph,False,True,75.144,"LINESTRING (-0.0150275 51.4639556, -0.015023 51.4638737, -0.0150217 51.4636913, -0.0150366 51.4636149, -0.0150629 51.4635752, -0.0150843 51.4635428, -0.0151575 51.4634871, -0.0153785 51.4633643)",,,,
54277902,Vian Street,unclassified,20 mph,False,True,108.307,"LINESTRING (-0.0150275 51.4639556, -0.0151081 51.4639606, -0.0161796 51.4640075, -0.0165698 51.4640824)",,,,
"[1202238781, 548926702]",Elmira Street,residential,20 mph,False,False,63.58,"LINESTRING (-0.0150275 51.4639556, -0.0150784 51.4644637, -0.01508 51.464481, -0.0150841 51.4645263)",,,,
"[761308417, 5027139]",Elmira Street,residential,20 mph,False,False,21.69,"LINESTRING (-0.0170329 51.4620141, -0.0169696 51.462043, -0.0167718 51.4621216)",,,,
41969940,Brookbank Road,residential,20 mph,False,False,27.303,"LINESTRING (-0.0172111 51.4634497, -0.0168243 51.4634968)",,,,
"[681008916, 681008917, 681008919, 681008921, 236432794]",Viney Road,residential,20 mph,False,True,238.507,"LINESTRING (-0.0172111 51.4634497, -0.0171172 51.4631153, -0.0171363 51.4631137, -0.0177114 51.4630481, -0.0177663 51.4630195, -0.0177824 51.4629788, -0.0176402 51.4625077, -0.017592 51.4624723, -0.0175083 51.4624618, -0.017034 51.4625181, -0.0169616 51.4625144, -0.0169109 51.4624872, -0.0168272 51.4622403, -0.0167718 51.4621216)",,,,
5027614,Caterham Road,residential,20 mph,False,False,215.348,"LINESTRING (-0.0083749 51.4633865, -0.0077005 51.463556, -0.0059429 51.463838, -0.0053971 51.4639323)",,,,
22797854,Lockmead Road,residential,20 mph,False,False,60.346999999999994,"LINESTRING (-0.0083749 51.4633865, -0.0082074 51.4631661, -0.0081298 51.463064, -0.0080208 51.4629182, -0.0080038 51.4628955)",,,,
22797854,Lockmead Road,residential,20 mph,False,True,40.717,"LINESTRING (-0.0083749 51.4633865, -0.0085159 51.463575, -0.00862 51.4637193)",,,,
22797854,Lockmead Road,residential,20 mph,False,False,21.284,"LINESTRING (-0.0087346 51.4638969, -0.00862 51.4637193)",,,,
5027627,Boyne Road,residential,20 mph,False,False,262.922,"LINESTRING (-0.0087346 51.4638969, -0.0076399 51.4641537, -0.0065891 51.4643426, -0.006455 51.4643615, -0.0062925 51.4643699, -0.0061241 51.4643637, -0.0059521 51.4643419, -0.0058318 51.4643078, -0.0057421 51.4642671, -0.0056559 51.4642117, -0.0055631 51.4641368, -0.0054835 51.464052, -0.0053971 51.4639323)",,,,
22797853,Lockmead Road,residential,20 mph,False,True,33.031,"LINESTRING (-0.0087346 51.4638969, -0.0088315 51.464041, -0.0089172 51.4641713)",,,,
5027642,Lockmead Road,residential,20 mph,False,False,47.991,"LINESTRING (-0.0091161 51.4645847, -0.0090085 51.4643683, -0.0089172 51.4641713)",,,,
5027660,Cressingham Road,residential,20 mph,False,False,138.858,"LINESTRING (-0.0091161 51.4645847, -0.0089614 51.4646, -0.007672 51.4646427, -0.0074613 51.4646574, -0.0073118 51.4646944, -0.0071583 51.4647573)",,,,
5027660,Cressingham Road,residential,20 mph,False,True,119.059,"LINESTRING (-0.0091161 51.4645847, -0.0107408 51.4643032, -0.0107719 51.4642978)",,,,
5027660,Cressingham Road,residential,20 mph,False,False,6.098,"LINESTRING (-0.0071583 51.4647573, -0.0070845 51.4647872)",,,,
5027660,Cressingham Road,residential,20 mph,False,True,138.858,"LINESTRING (-0.0071583 51.4647573, -0.0073118 51.4646944, -0.0074613 51.4646574, -0.007672 51.4646427, -0.0089614 51.4646, -0.0091161 51.4645847)",,,,
22797855,Cressingham Road,residential,20 mph,False,False,45.397,"LINESTRING (-0.0071583 51.4647573, -0.0070533 51.4646601, -0.0069945 51.4646253, -0.0069232 51.4646105, -0.0068395 51.4646118, -0.0066172 51.4646413)",,,,
5027660,Cressingham Road,residential,20 mph,False,False,119.059,"LINESTRING (-0.0107719 51.4642978, -0.0107408 51.4643032, -0.0091161 51.4645847)",,,,
"[5027658, 665100438]","['High Street, Lewisham', ""St. Stephen's Grove""]",residential,20 mph,False,False,165.005,"LINESTRING (-0.0107719 51.4642978, -0.0106597 51.4640684, -0.0105882 51.4639223, -0.0105426 51.4638937, -0.0104743 51.4638958, -0.0098074 51.4640116, -0.0089172 51.4641713)",,,,
"[4392619, 665100438]","High Street, Lewisham",residential,20 mph,False,True,62.42999999999999,"LINESTRING (-0.0107719 51.4642978, -0.0108334 51.4644652, -0.0109217 51.4647988, -0.0109372 51.4648495)",,,,
5027642,Lockmead Road,residential,20 mph,False,True,47.991,"LINESTRING (-0.0089172 51.4641713, -0.0090085 51.4643683, -0.0091161 51.4645847)",,,,
