osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,bridge,width
"[106624291, 4180654, 181771182, 58513972, 106624278]","['Bridge Street', 'Dereham Road', 'Hempton Road']",tertiary,30 mph,False,True,428.10099999999994,"LINESTRING (0.8427708 52.8263051, 0.8428618 52.8263418, 0.8431526 52.8264726, 0.8435463 52.8266105, 0.8437064 52.8266655, 0.8438263 52.8267034, 0.8440228 52.8267581, 0.8441644 52.8267839, 0.8442411 52.8267978, 0.8443566 52.826808, 0.8444121 52.8268106, 0.844581 52.8268201, 0.8447227 52.8268242, 0.845015 52.826828, 0.8454053 52.8268311, 0.8458415 52.8268448, 0.846089 52.8268598, 0.8464088 52.826893, 0.8469288 52.8269737, 0.8474776 52.8270552, 0.8475226 52.8270623, 0.8478356 52.8271114, 0.8479 52.8271111, 0.8480663 52.8271507, 0.8482309 52.827258, 0.848343 52.827383, 0.8483967 52.827448, 0.8484216 52.8274787, 0.848457 52.8275224, 0.8484817 52.8275518)",,,yes,
4180660,Wells Road,tertiary,20 mph,False,False,21.984,"LINESTRING (0.8460836 52.8339172, 0.8460939 52.8338493, 0.8460968 52.8338148, 0.8460847 52.8337201)",,,,
"[737549571, 737549572, 229876244]",Wells Road,tertiary,20 mph,False,True,57.303,"LINESTRING (0.8460836 52.8339172, 0.8459926 52.8339524, 0.8457285 52.8340114, 0.8456212 52.8340348, 0.8453864 52.8340854, 0.8452948 52.8341097)",2,,,
116530024,Star Meadow,residential,20 mph,False,True,51.421,"LINESTRING (0.8458091 52.8320088, 0.8450623 52.8319074)",,,,
105275743,Oak Street,tertiary,20 mph,False,False,47.151999999999994,"LINESTRING (0.8458091 52.8320088, 0.8458487 52.8318627, 0.8459187 52.8316792, 0.8459688 52.8315969)",,,,
105275743,Oak Street,tertiary,20 mph,False,True,51.588,"LINESTRING (0.8458091 52.8320088, 0.8457516 52.8322764, 0.8457347 52.8323879, 0.845744 52.8324434, 0.8457466 52.8324697)",,,,
104376062,Oak Street,tertiary,20 mph,True,False,23.238999999999997,"LINESTRING (0.8465861 52.8306986, 0.8466554 52.8306287, 0.8467197 52.8305619, 0.8467715 52.8305226)",,,,
105275743,Oak Street,tertiary,20 mph,False,True,108.199,"LINESTRING (0.8465861 52.8306986, 0.8464242 52.8309386, 0.8463556 52.8310432, 0.846129 52.831354, 0.8460362 52.8314783, 0.8459688 52.8315969)",,,,
4180661,Market Place,tertiary,20 mph,False,False,88.679,"LINESTRING (0.8471212 52.8301156, 0.8471616 52.8301019, 0.8475389 52.8300751, 0.8476224 52.8300735, 0.8478433 52.8300857, 0.8479308 52.830089, 0.848117 52.8300919, 0.8483517 52.8300931, 0.8484297 52.830083)",,,,
86873651,Market Place,tertiary,20 mph,True,False,28.851,"LINESTRING (0.8471212 52.8301156, 0.8470979 52.8300988, 0.847053 52.8300866, 0.8470067 52.8300812, 0.8467828 52.8300769, 0.8467104 52.8300813)",,,,
229876244,Wells Road,tertiary,20 mph,False,False,43.659,"LINESTRING (0.8447865 52.8343534, 0.8450983 52.8341905, 0.8452948 52.8341097)",2,,,
81234840,Norwich Road,tertiary,20 mph,False,True,53.191,"LINESTRING (0.8503687 52.8302654, 0.8504876 52.8302438, 0.8506035 52.8302433, 0.8508812 52.8302519, 0.851154 52.8302647)",2,,,
85998997,Queens Road,tertiary,20 mph,False,False,19.268,"LINESTRING (0.8503687 52.8302654, 0.8504105 52.830307, 0.8504266 52.8303605, 0.850461 52.8304276)",2,,,
155203758,Norwich Street,tertiary,20 mph,True,False,133.999,"LINESTRING (0.8503687 52.8302654, 0.85011 52.8302297, 0.849626 52.8302092, 0.8491893 52.8301956, 0.8490752 52.8301914, 0.8489943 52.8301841, 0.8485841 52.8301471, 0.8485367 52.8301424, 0.8484632 52.8301126, 0.8484297 52.830083)",1,,,
261911991,White Horse Street,tertiary,20 mph,False,True,135.553,"LINESTRING (0.8503687 52.8302654, 0.8503078 52.8302071, 0.8503018 52.8301676, 0.8503044 52.8301126, 0.8503089 52.8299618, 0.8503149 52.8294945, 0.8502889 52.8290575)",2,,,
261911977,Holt Road,tertiary,30 mph,False,False,25.592,"LINESTRING (0.8546725 52.8323649, 0.854832 52.8324643, 0.8549374 52.8325303)",,,,
"[261911977, 85999052]",Holt Road,tertiary,"['20 mph', '30 mph']",False,True,358.31299999999993,"LINESTRING (0.8546725 52.8323649, 0.8541744 52.8320527, 0.8536975 52.8317538, 0.8536543 52.8317267, 0.85361 52.8316989, 0.8531562 52.8314653, 0.8525325 52.8311952, 0.851913 52.8309737, 0.8518902 52.830967, 0.8514884 52.8308577, 0.8513922 52.8308239, 0.8509796 52.8306639, 0.8507817 52.8305688, 0.8505942 52.8304861, 0.8505365 52.8304513, 0.850461 52.8304276)",2,,,
409072956,Lancaster Avenue,tertiary,30 mph,False,True,74.077,"LINESTRING (0.8546725 52.8323649, 0.8545062 52.8324906, 0.8543292 52.8326073, 0.854136 52.8326883, 0.8538222 52.8327661)",,,,
85999017,Butcher's Lane,residential,20 mph,False,True,134.53,"LINESTRING (0.8438648 52.8332627, 0.8452948 52.8341097)",,,,
116529580,Hayes Lane,residential,20 mph,False,False,10.229,"LINESTRING (0.8438648 52.8332627, 0.8437244 52.8332983)",,,,
25564043,Nelson Road,residential,20 mph,False,True,155.31799999999998,"LINESTRING (0.8438648 52.8332627, 0.8442316 52.8331533, 0.8445603 52.8329599, 0.8445678 52.8329555, 0.8447342 52.8328579, 0.8447869 52.8328267, 0.8449964 52.8327361, 0.8451897 52.8326624, 0.8457466 52.8324697)",,,,
58107094,Hall Staithe,unclassified,20 mph,False,True,8.17,"LINESTRING (0.8466169 52.8300402, 0.8466862 52.830057, 0.8467104 52.8300813)",,,,
58513978,Quaker Lane,unclassified,20 mph,False,True,52.563,"LINESTRING (0.8466169 52.8300402, 0.8466263 52.8300218, 0.8466415 52.8299525, 0.8466746 52.8298026, 0.846743 52.8296669, 0.8467943 52.8295819)",,,,
"[229876236, 692888332]",Hall Staithe,"['unclassified', 'residential']",20 mph,False,"[False, True]",180.494,"LINESTRING (0.8466169 52.8300402, 0.8464167 52.8300108, 0.8462705 52.8299828, 0.8461748 52.8299645, 0.8460426 52.8299347, 0.8458622 52.8298851, 0.8456874 52.8298174, 0.8455747 52.8297639, 0.8454556 52.8297152, 0.8453657 52.8296769, 0.8451681 52.8295925, 0.8451144 52.8296013, 0.8448994 52.8299191, 0.8449173 52.8299481, 0.8452472 52.8300434)",,,,
58107094,Hall Staithe,unclassified,20 mph,False,False,8.17,"LINESTRING (0.8467104 52.8300813, 0.8466862 52.830057, 0.8466169 52.8300402)",,,,
58107096,Old Post Office Street,tertiary,20 mph,True,False,44.804,"LINESTRING (0.8467104 52.8300813, 0.8466668 52.8303376, 0.8466666 52.8303716, 0.8466435 52.830482)",1,,,
58107096,Old Post Office Street,tertiary,20 mph,True,False,24.392,"LINESTRING (0.8466435 52.830482, 0.8465861 52.8306986)",1,,,
1073837903,Old Post Office Street,tertiary,20 mph,True,False,9.725000000000001,"LINESTRING (0.8466435 52.830482, 0.8467255 52.8305056, 0.8467715 52.8305226)",1,,,
58105476,Tunn Street,unclassified,20 mph,True,False,66.798,"LINESTRING (0.8472768 52.8287161, 0.8472613 52.8287318, 0.8472562 52.8289773, 0.84722 52.8291824, 0.8471958 52.8292755, 0.8471755 52.8293098)",,,,
"[411090834, 112009174]",Swan Street,residential,20 mph,False,False,92.407,"LINESTRING (0.8472768 52.8287161, 0.8473085 52.8287124, 0.8475437 52.828718, 0.8476946 52.8287266, 0.8478554 52.8287345, 0.8485763 52.828789, 0.8486445 52.8287864)",,,,
58513978,Quaker Lane,unclassified,20 mph,False,False,52.562999999999995,"LINESTRING (0.8467943 52.8295819, 0.846743 52.8296669, 0.8466746 52.8298026, 0.8466415 52.8299525, 0.8466263 52.8300218, 0.8466169 52.8300402)",,,,
58513978,Quaker Lane,unclassified,20 mph,False,True,39.796,"LINESTRING (0.8467943 52.8295819, 0.8468053 52.8295709, 0.8468284 52.8295478, 0.8469806 52.8294281, 0.8471027 52.8293486, 0.8471755 52.8293098)",,,,
229876239,Quaker Lane,unclassified,20 mph,False,False,28.459,"LINESTRING (0.8467943 52.8295819, 0.846866 52.8295957, 0.8471742 52.8296097, 0.8471928 52.8296079, 0.8472111 52.8296024)",,,,
58513978,Quaker Lane,unclassified,20 mph,False,False,39.796,"LINESTRING (0.8471755 52.8293098, 0.8471027 52.8293486, 0.8469806 52.8294281, 0.8468284 52.8295478, 0.8468053 52.8295709, 0.8467943 52.8295819)",,,,
229876243,Tunn Street,unclassified,20 mph,False,True,33.831999999999994,"LINESTRING (0.8471755 52.8293098, 0.8472041 52.8293247, 0.84722 52.8293501, 0.8472283 52.8295069, 0.8472302 52.8295616, 0.847228 52.8295747, 0.8472111 52.8296024)",,,,
81234840,Norwich Road,tertiary,20 mph,False,False,97.60699999999999,"LINESTRING (0.8549132 52.8305197, 0.8547031 52.8304942, 0.8543386 52.83045, 0.8537102 52.8303875, 0.8534835 52.8303642)",2,,,
85998997,Queens Road,tertiary,20 mph,False,True,19.268,"LINESTRING (0.850461 52.8304276, 0.8504266 52.8303605, 0.8504105 52.830307, 0.8503687 52.8302654)",2,,,
"[261911977, 85999052]",Holt Road,tertiary,"['20 mph', '30 mph']",False,False,358.31300000000005,"LINESTRING (0.850461 52.8304276, 0.8505365 52.8304513, 0.8505942 52.8304861, 0.8507817 52.8305688, 0.8509796 52.8306639, 0.8513922 52.8308239, 0.8514884 52.8308577, 0.8518902 52.830967, 0.851913 52.8309737, 0.8525325 52.8311952, 0.8531562 52.8314653, 0.85361 52.8316989, 0.8536543 52.8317267, 0.8536975 52.8317538, 0.8541744 52.8320527, 0.8546725 52.8323649)",2,,,
"[409072962, 407471230, 407471229, 85999078]",Queens Road,tertiary,20 mph,False,False,309.877,"LINESTRING (0.850461 52.8304276, 0.8503915 52.8304758, 0.8503723 52.8305084, 0.8503559 52.8305588, 0.8503242 52.8307454, 0.8503074 52.8309844, 0.8503076 52.8312722, 0.8503055 52.831318, 0.8502846 52.8316029, 0.8502834 52.8318966, 0.8502785 52.8319935, 0.8502576 52.8323966, 0.8502598 52.8324462, 0.8502653 52.8325361, 0.8502953 52.8328976, 0.8503113 52.833158, 0.8503135 52.8331932)",2,,,
85999017,Butcher's Lane,residential,20 mph,False,False,134.53,"LINESTRING (0.8452948 52.8341097, 0.8438648 52.8332627)",,,,
"[737549571, 229876244, 737549572]",Wells Road,tertiary,20 mph,False,False,57.303,"LINESTRING (0.8452948 52.8341097, 0.8453864 52.8340854, 0.8456212 52.8340348, 0.8457285 52.8340114, 0.8459926 52.8339524, 0.8460836 52.8339172)",2,,,
229876244,Wells Road,tertiary,20 mph,False,True,43.659,"LINESTRING (0.8452948 52.8341097, 0.8450983 52.8341905, 0.8447865 52.8343534)",2,,,
106762555,Lichfield Street,residential,20 mph,False,True,121.815,"LINESTRING (0.8503135 52.8331932, 0.8498555 52.8332169, 0.8485063 52.8332833)",,,,
"[507570253, 407471230]",Queens Road,tertiary,20 mph,False,False,64.899,"LINESTRING (0.8503135 52.8331932, 0.8502775 52.833704, 0.8502764 52.8337203, 0.8502717 52.8337763)",,,,
"[409072962, 407471229, 407471230, 85999078]",Queens Road,tertiary,20 mph,False,True,309.877,"LINESTRING (0.8503135 52.8331932, 0.8503113 52.833158, 0.8502953 52.8328976, 0.8502653 52.8325361, 0.8502598 52.8324462, 0.8502576 52.8323966, 0.8502785 52.8319935, 0.8502834 52.8318966, 0.8502846 52.8316029, 0.8503055 52.831318, 0.8503076 52.8312722, 0.8503074 52.8309844, 0.8503242 52.8307454, 0.8503559 52.8305588, 0.8503723 52.8305084, 0.8503915 52.8304758, 0.850461 52.8304276)",2,,,
81234840,Norwich Road,tertiary,20 mph,False,False,157.027,"LINESTRING (0.8534835 52.8303642, 0.8531758 52.8303467, 0.852582 52.8303295, 0.8519813 52.8303197, 0.851784 52.8303145, 0.8514639 52.8302908, 0.8513757 52.8302834, 0.851154 52.8302647)",2,,,
81234840,Norwich Road,tertiary,20 mph,False,True,97.607,"LINESTRING (0.8534835 52.8303642, 0.8537102 52.8303875, 0.8543386 52.83045, 0.8547031 52.8304942, 0.8549132 52.8305197)",2,,,
105275795,The Lawns,residential,20 mph,False,True,78.851,"LINESTRING (0.8534835 52.8303642, 0.8534985 52.8302742, 0.8534789 52.8301685, 0.8534253 52.8300907, 0.8532992 52.8300129, 0.8532161 52.8299433, 0.8531624 52.8298412, 0.8531644 52.829715)",,,,
229879510,Back Street,residential,30 mph,False,True,80.091,"LINESTRING (0.8407169 52.8265958, 0.8415189 52.826676, 0.8418978 52.8266677)",,,,
181771182,Dereham Road,tertiary,30 mph,False,True,84.39500000000001,"LINESTRING (0.8420947 52.8256688, 0.8421306 52.8256982, 0.8422362 52.8257847, 0.8423542 52.8259152, 0.8424765 52.8260614, 0.8425788 52.8261637, 0.8427708 52.8263051)",,,,
116530679,Back Street,residential,30 mph,False,True,71.209,"LINESTRING (0.8418978 52.8266677, 0.8421593 52.8265698, 0.8427708 52.8263051)",,,,
229879510,Back Street,residential,30 mph,False,False,80.091,"LINESTRING (0.8418978 52.8266677, 0.8415189 52.826676, 0.8407169 52.8265958)",,,,
104376059,Lancaster Avenue,tertiary,30 mph,False,False,81.918,"LINESTRING (0.8528003 52.8341256, 0.8527972 52.8341184, 0.852811 52.8336136, 0.8528808 52.8333932)",,,,
"[409072955, 104376059, 409072956]",Lancaster Avenue,tertiary,30 mph,False,False,96.85400000000001,"LINESTRING (0.8528808 52.8333932, 0.8530095 52.8332036, 0.8531672 52.8330757, 0.8533113 52.8329864, 0.8534736 52.832895, 0.853613 52.8328309, 0.8538222 52.8327661)",,,,
104376059,Lancaster Avenue,tertiary,30 mph,False,True,81.918,"LINESTRING (0.8528808 52.8333932, 0.852811 52.8336136, 0.8527972 52.8341184, 0.8528003 52.8341256)",,,,
104376078,Lancaster Avenue,residential,30 mph,False,True,107.832,"LINESTRING (0.8528808 52.8333932, 0.8531088 52.8334451, 0.8532362 52.8334483, 0.8542889 52.8333932, 0.8543978 52.8333693, 0.8544552 52.8333559)",,,,
104376064,Jubilee Avenue,residential,30 mph,False,False,78.507,"LINESTRING (0.8538222 52.8327661, 0.8539376 52.8329184, 0.85412 52.8330967, 0.8544552 52.8333559)",,,,
409072956,Lancaster Avenue,tertiary,30 mph,False,False,74.077,"LINESTRING (0.8538222 52.8327661, 0.854136 52.8326883, 0.8543292 52.8326073, 0.8545062 52.8324906, 0.8546725 52.8323649)",,,,
"[409072955, 409072956, 104376059]",Lancaster Avenue,tertiary,30 mph,False,True,96.85400000000001,"LINESTRING (0.8538222 52.8327661, 0.853613 52.8328309, 0.8534736 52.832895, 0.8533113 52.8329864, 0.8531672 52.8330757, 0.8530095 52.8332036, 0.8528808 52.8333932)",,,,
"[261911949, 4180662]",Bridge Street,tertiary,"['20 mph', '30 mph']",False,False,92.60499999999999,"LINESTRING (0.8486445 52.8287864, 0.8486843 52.8285209, 0.8486977 52.828411, 0.8487093 52.8283166, 0.8487623 52.8281805, 0.8487983 52.8280775, 0.8488309 52.8279629)",,,,
4180662,Bridge Street,tertiary,20 mph,False,True,66.55900000000001,"LINESTRING (0.8486445 52.8287864, 0.8486275 52.8289714, 0.8486189 52.8290572, 0.8486109 52.8292479, 0.8486034 52.8293463, 0.8485996 52.8293843)",,,,
104376074,Cattle Market Street,unclassified,20 mph,False,True,94.587,"LINESTRING (0.8486445 52.8287864, 0.848714 52.8287886, 0.8489031 52.8288056, 0.8491735 52.8288408, 0.8496969 52.8289264, 0.8498724 52.828957, 0.8500123 52.8289814)",,,,
"[411090834, 112009174]",Swan Street,residential,20 mph,False,True,92.407,"LINESTRING (0.8486445 52.8287864, 0.8485763 52.828789, 0.8478554 52.8287345, 0.8476946 52.8287266, 0.8475437 52.828718, 0.8473085 52.8287124, 0.8472768 52.8287161)",,,,
104376064,Jubilee Avenue,residential,30 mph,False,True,78.507,"LINESTRING (0.8544552 52.8333559, 0.85412 52.8330967, 0.8539376 52.8329184, 0.8538222 52.8327661)",,,,
104376078,Lancaster Avenue,residential,30 mph,False,False,107.83200000000001,"LINESTRING (0.8544552 52.8333559, 0.8543978 52.8333693, 0.8542889 52.8333932, 0.8532362 52.8334483, 0.8531088 52.8334451, 0.8528808 52.8333932)",,,,
104376074,Cattle Market Street,unclassified,20 mph,False,False,10.767,"LINESTRING (0.8501663 52.8290082, 0.8500123 52.8289814)",,,,
81234840,Norwich Road,tertiary,20 mph,False,False,53.191,"LINESTRING (0.851154 52.8302647, 0.8508812 52.8302519, 0.8506035 52.8302433, 0.8504876 52.8302438, 0.8503687 52.8302654)",2,,,
81234840,Norwich Road,tertiary,20 mph,False,True,157.02700000000002,"LINESTRING (0.851154 52.8302647, 0.8513757 52.8302834, 0.8514639 52.8302908, 0.851784 52.8303145, 0.8519813 52.8303197, 0.852582 52.8303295, 0.8531758 52.8303467, 0.8534835 52.8303642)",2,,,
104376060,Ratcliffe Road,residential,20 mph,False,True,139.38500000000002,"LINESTRING (0.851154 52.8302647, 0.8511537 52.8302328, 0.8512116 52.8291639, 0.8512143 52.8290969, 0.8512178 52.8290118)",,,,
4180660,Wells Road,tertiary,20 mph,False,True,140.957,"LINESTRING (0.8457466 52.8324697, 0.8457985 52.8326527, 0.8458493 52.8328658, 0.8459501 52.8332234, 0.8460019 52.8333886, 0.846075 52.8336222, 0.8460847 52.8337201)",,,,
25564043,Nelson Road,residential,20 mph,False,False,155.31799999999998,"LINESTRING (0.8457466 52.8324697, 0.8451897 52.8326624, 0.8449964 52.8327361, 0.8447869 52.8328267, 0.8447342 52.8328579, 0.8445678 52.8329555, 0.8445603 52.8329599, 0.8442316 52.8331533, 0.8438648 52.8332627)",,,,
105275743,Oak Street,tertiary,20 mph,False,False,51.587999999999994,"LINESTRING (0.8457466 52.8324697, 0.845744 52.8324434, 0.8457347 52.8323879, 0.8457516 52.8322764, 0.8458091 52.8320088)",,,,
105275795,The Lawns,residential,20 mph,False,False,25.049,"LINESTRING (0.854211 52.8293582, 0.8538382 52.8293615)",,,,
105275795,The Lawns,residential,20 mph,False,True,25.049,"LINESTRING (0.8538382 52.8293615, 0.854211 52.8293582)",,,,
409047314,The Lawns,residential,20 mph,False,False,8.11,"LINESTRING (0.8538382 52.8293615, 0.8538266 52.8292889)",,,,
105275795,The Lawns,residential,20 mph,False,False,43.641999999999996,"LINESTRING (0.8538382 52.8293615, 0.8536505 52.8293372, 0.8535058 52.8292918, 0.8533904 52.8292756, 0.8532858 52.8293031, 0.8532469 52.8293323)",,,,
105275768,The Lawns,residential,20 mph,False,True,65.702,"LINESTRING (0.8531644 52.829715, 0.8533073 52.829731, 0.8533958 52.8297326, 0.8535635 52.8297085, 0.8536558 52.8296953, 0.8537872 52.829731, 0.8538436 52.829778, 0.8538413 52.8298658, 0.8538398 52.829921)",,,,
105275795,The Lawns,residential,20 mph,False,False,78.851,"LINESTRING (0.8531644 52.829715, 0.8531624 52.8298412, 0.8532161 52.8299433, 0.8532992 52.8300129, 0.8534253 52.8300907, 0.8534789 52.8301685, 0.8534985 52.8302742, 0.8534835 52.8303642)",,,,
105275795,The Lawns,residential,20 mph,False,True,43.866,"LINESTRING (0.8531644 52.829715, 0.8532134 52.8295025, 0.8531919 52.8294393, 0.8532107 52.8293599, 0.8532469 52.8293323)",,,,
105275768,The Lawns,residential,20 mph,False,False,6.984,"LINESTRING (0.8538382 52.8299838, 0.8538398 52.829921)",,,,
4180660,Wells Road,tertiary,20 mph,False,False,140.957,"LINESTRING (0.8460847 52.8337201, 0.846075 52.8336222, 0.8460019 52.8333886, 0.8459501 52.8332234, 0.8458493 52.8328658, 0.8457985 52.8326527, 0.8457466 52.8324697)",,,,
4180660,Wells Road,tertiary,20 mph,False,True,21.984,"LINESTRING (0.8460847 52.8337201, 0.8460968 52.8338148, 0.8460939 52.8338493, 0.8460836 52.8339172)",,,,
116529806,Howland Close,residential,none,False,True,134.31,"LINESTRING (0.8460847 52.8337201, 0.8461895 52.8337124, 0.8475316 52.8336131, 0.8480685 52.8335698)",,,,
116530024,Star Meadow,residential,20 mph,False,False,51.421,"LINESTRING (0.8450623 52.8319074, 0.8458091 52.8320088)",,,,
261911977,Holt Road,tertiary,30 mph,False,True,25.592,"LINESTRING (0.8549374 52.8325303, 0.854832 52.8324643, 0.8546725 52.8323649)",,,,
116530680,Massey Court,residential,30 mph,False,False,15.413,"LINESTRING (0.8493645 52.8275521, 0.8493523 52.8274824, 0.8493243 52.827416)",,,,
116530674,Massey Court,residential,30 mph,False,False,50.52799999999999,"LINESTRING (0.8499036 52.8271388, 0.8497364 52.8271745, 0.8496026 52.8272544, 0.8493992 52.8273641, 0.8493243 52.827416)",,,,
"[106624291, 181771182, 4180654, 58513972, 106624278]","['Bridge Street', 'Dereham Road', 'Hempton Road']",tertiary,30 mph,False,False,428.1010000000001,"LINESTRING (0.8484817 52.8275518, 0.848457 52.8275224, 0.8484216 52.8274787, 0.8483967 52.827448, 0.848343 52.827383, 0.8482309 52.827258, 0.8480663 52.8271507, 0.8479 52.8271111, 0.8478356 52.8271114, 0.8475226 52.8270623, 0.8474776 52.8270552, 0.8469288 52.8269737, 0.8464088 52.826893, 0.846089 52.8268598, 0.8458415 52.8268448, 0.8454053 52.8268311, 0.845015 52.826828, 0.8447227 52.8268242, 0.844581 52.8268201, 0.8444121 52.8268106, 0.8443566 52.826808, 0.8442411 52.8267978, 0.8441644 52.8267839, 0.8440228 52.8267581, 0.8438263 52.8267034, 0.8437064 52.8266655, 0.8435463 52.8266105, 0.8431526 52.8264726, 0.8428618 52.8263418, 0.8427708 52.8263051)",,,yes,
4180654,Bridge Street,tertiary,30 mph,False,True,51.388999999999996,"LINESTRING (0.8484817 52.8275518, 0.8487518 52.8278769, 0.8488309 52.8279629)",,,,
116530674,Massey Court,residential,30 mph,False,True,59.727,"LINESTRING (0.8484817 52.8275518, 0.8485741 52.8275149, 0.8487517 52.8274687, 0.848903 52.827458, 0.8491592 52.8274532, 0.8493243 52.827416)",,,,
116530674,Massey Court,residential,30 mph,False,False,59.727000000000004,"LINESTRING (0.8493243 52.827416, 0.8491592 52.8274532, 0.848903 52.827458, 0.8487517 52.8274687, 0.8485741 52.8275149, 0.8484817 52.8275518)",,,,
116530674,Massey Court,residential,30 mph,False,True,50.528000000000006,"LINESTRING (0.8493243 52.827416, 0.8493992 52.8273641, 0.8496026 52.8272544, 0.8497364 52.8271745, 0.8499036 52.8271388)",,,,
116530680,Massey Court,residential,30 mph,False,True,15.413,"LINESTRING (0.8493243 52.827416, 0.8493523 52.8274824, 0.8493645 52.8275521)",,,,
"[409047308, 409047309, 117238607]",Mill Court,residential,30 mph,False,False,35.829,"LINESTRING (0.8483106 52.828003, 0.8483781 52.8280018, 0.848485 52.8280074, 0.848671 52.8280015, 0.8488309 52.8279629)",,building_passage,,
229876239,Quaker Lane,unclassified,20 mph,False,True,28.459,"LINESTRING (0.8472111 52.8296024, 0.8471928 52.8296079, 0.8471742 52.8296097, 0.846866 52.8295957, 0.8467943 52.8295819)",,,,
229876242,Tunn Street,unclassified,20 mph,False,False,11.135,"LINESTRING (0.8472111 52.8296024, 0.8472376 52.8296187, 0.8473055 52.8296842)",1,,,3.0
229876243,Tunn Street,unclassified,20 mph,False,False,33.832,"LINESTRING (0.8472111 52.8296024, 0.847228 52.8295747, 0.8472302 52.8295616, 0.8472283 52.8295069, 0.84722 52.8293501, 0.8472041 52.8293247, 0.8471755 52.8293098)",,,,
229876242,Tunn Street,unclassified,20 mph,False,True,11.135,"LINESTRING (0.8473055 52.8296842, 0.8472376 52.8296187, 0.8472111 52.8296024)",1,,,3.0
4180667,Oxborough Lane,unclassified,20 mph,False,True,126.372,"LINESTRING (0.8521458 52.8289052, 0.8519621 52.8288996, 0.851824 52.8289145, 0.8515358 52.8289425, 0.851275 52.8289811, 0.8512151 52.82899, 0.8507995 52.8290343, 0.8506174 52.8290499, 0.8502889 52.8290575)",,,,
409047314,The Lawns,residential,20 mph,False,True,8.11,"LINESTRING (0.8538266 52.8292889, 0.8538382 52.8293615)",,,,
409047315,The Lawns,residential,20 mph,False,True,9.882,"LINESTRING (0.8536932 52.8299137, 0.8538398 52.829921)",,,,
105275768,The Lawns,residential,20 mph,False,True,6.984,"LINESTRING (0.8538398 52.829921, 0.8538382 52.8299838)",,,,
409047315,The Lawns,residential,20 mph,False,False,9.882,"LINESTRING (0.8538398 52.829921, 0.8536932 52.8299137)",,,,
