osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,access,tunnel,bridge
841808562,False,,,Mill Street,residential,,False,15.053,"LINESTRING (-2.711205 52.0514956, -2.7109951 52.0514548)",,,,
"[27549523, 122233549]",True,,,"[""St. Peter's Square"", ""St. Owen's Street""]",unclassified,20 mph,False,257.62,"LINESTRING (-2.7135797 52.0561809, -2.7136058 52.0560767, -2.7135835 52.0560294, -2.7133946 52.0558896, -2.7133667 52.0558723, -2.71327 52.0558074, -2.713181 52.0557444, -2.7130597 52.0556587, -2.7129739 52.055605, -2.7123812 52.0552878, -2.7120855 52.0551236, -2.7119985 52.0550758, -2.7110434 52.0545388)",,,,
"[157468416, 187647066]",True,,,"['Offa Street', ""St Peter's Square""]",unclassified,"['20 mph', '30 mph']",False,93.437,"LINESTRING (-2.7135797 52.0561809, -2.7137671 52.0561246, -2.7137946 52.0561157, -2.7138625 52.0560936, -2.7139358 52.0560482, -2.7139718 52.056026, -2.7145086 52.0555856)",,,,
157468413,False,,,East Street,residential,,True,8.726,"LINESTRING (-2.7145086 52.0555856, -2.7145942 52.0556438)",,,,
155212209,True,,,East Street,unclassified,20 mph,False,140.774,"LINESTRING (-2.7145086 52.0555856, -2.7138276 52.0552444, -2.7137022 52.055187, -2.7133743 52.0550289, -2.7128743 52.0548168)",,,,
157468413,False,,,East Street,residential,,False,8.726,"LINESTRING (-2.7145942 52.0556438, -2.7145086 52.0555856)",,,,
"[35151631, 157440575]",False,,,"['Harley Court', 'St. John Street']","['unclassified', 'residential']",20 mph,False,147.247,"LINESTRING (-2.7145942 52.0556438, -2.7146577 52.0556146, -2.714706 52.0555767, -2.7147314 52.0555041, -2.7148445 52.0548604, -2.7148271 52.0548433, -2.7147981 52.0548379, -2.7145019 52.0548687, -2.7142716 52.0548798, -2.7142283 52.0549074, -2.714211 52.0549415, -2.7142064 52.0550074)",,,,
209238499,True,,,St. Owen's Street,unclassified,30 mph,False,36.387,"LINESTRING (-2.7110434 52.0545388, -2.7106394 52.0543258)",,,,
209238488,False,,,Cantilupe Street,unclassified,20 mph,True,21.488999999999997,"LINESTRING (-2.7110434 52.0545388, -2.7110874 52.0545163, -2.711155 52.0544819, -2.7111958 52.0544364, -2.7112248 52.0543874)",,,,
209238499,True,,,St. Owen's Street,unclassified,30 mph,False,38.894,"LINESTRING (-2.7102741 52.054153, -2.7098281 52.0539359)",,,,
36393753,True,,,Harrison Street,unclassified,20 mph,False,71.693,"LINESTRING (-2.7102741 52.054153, -2.710077 52.0543871, -2.710039 52.0544386, -2.7100329 52.0544818, -2.7100491 52.0545205, -2.7100878 52.0545512, -2.7101443 52.0545728, -2.7102648 52.0545859, -2.7104006 52.0546075)",,,,
157514224,False,,,St. Owen Street,unclassified,30 mph,False,12.572,"LINESTRING (-2.7098281 52.0539359, -2.7097533 52.0539336, -2.7096457 52.0539442)",,,,
1254555297,True,,,Mill Street,residential,,False,36.843,"LINESTRING (-2.7098281 52.0539359, -2.7098727 52.0539028, -2.7099234 52.0538652, -2.7099392 52.0538223, -2.7099473 52.0537428, -2.7099345 52.0536272)",,,,
66539056,False,2,A438,Bath Street,trunk,30 mph,False,58.863,"LINESTRING (-2.7113534 52.05707, -2.7112329 52.0569735, -2.7111437 52.0568933, -2.7110155 52.0567568, -2.7109018 52.0566208)",,,,
"[10305256, 442130017]",True,"['2', '3']",A438,,trunk,30 mph,False,85.76,"LINESTRING (-2.7113534 52.05707, -2.7117093 52.0572696, -2.7121494 52.0574946, -2.712296 52.0575785)",,,,
66539056,False,2,A438,Bath Street,trunk,30 mph,False,67.437,"LINESTRING (-2.7109018 52.0566208, -2.710779 52.0564439, -2.7105181 52.0560621)",,,,
66539056,False,2,A438,Bath Street,trunk,30 mph,True,58.86300000000001,"LINESTRING (-2.7109018 52.0566208, -2.7110155 52.0567568, -2.7111437 52.0568933, -2.7112329 52.0569735, -2.7113534 52.05707)",,,,
157436538,False,,,Kyrle Street,unclassified,,False,77.955,"LINESTRING (-2.7109018 52.0566208, -2.7106726 52.0567408, -2.7104902 52.0568544, -2.7100831 52.057108)",,,,
66539056,False,2,A438,Bath Street,trunk,30 mph,False,50.05,"LINESTRING (-2.7105181 52.0560621, -2.7102747 52.0556376)",,,,
66539056,False,2,A438,Bath Street,trunk,30 mph,True,67.437,"LINESTRING (-2.7105181 52.0560621, -2.710779 52.0564439, -2.7109018 52.0566208)",,,,
122233554,False,,,Venn's Close,residential,,True,59.656000000000006,"LINESTRING (-2.7105181 52.0560621, -2.709996 52.0561814, -2.7099552 52.0562015, -2.7099432 52.0562279, -2.7100277 52.0563519)",,,,
66539056,False,2,A438,Bath Street,trunk,30 mph,False,9.809,"LINESTRING (-2.7102747 52.0556376, -2.7102335 52.0555531)",,,,
66539056,False,2,A438,Bath Street,trunk,30 mph,True,50.05,"LINESTRING (-2.7102747 52.0556376, -2.7105181 52.0560621)",,,,
10305275,False,,,Symonds Street,residential,,False,135.762,"LINESTRING (-2.7102747 52.0556376, -2.7098818 52.0557198, -2.7089329 52.0559462, -2.7084217 52.0560755)",,,,
154026908,False,,,Widemarsh Street,unclassified,,True,10.955,"LINESTRING (-2.7158237 52.0582747, -2.71576 52.0583651)",,,,
"[154026891, 442130021]",True,"['2', '3']",A438,Newmarket Street,trunk,20 mph,False,236.98999999999998,"LINESTRING (-2.7158237 52.0582747, -2.7163374 52.0582728, -2.7167329 52.0582379, -2.7171043 52.058178, -2.717539 52.0580815, -2.7182903 52.0579097, -2.7185701 52.0578447, -2.7186553 52.0578329, -2.718936 52.0578172, -2.7191694 52.0577918)",,,,
"[157468419, 157440604, 157468414]",True,,,"['Broad Street', 'High Street', 'Widemarsh Street']",unclassified,20 mph,False,327.561,"LINESTRING (-2.7158237 52.0582747, -2.7158423 52.0582468, -2.7159278 52.0581189, -2.7160002 52.0580711, -2.716132 52.0578433, -2.7161236 52.0577882, -2.7163335 52.0574271, -2.7163448 52.0573873, -2.716416 52.0571378, -2.7165081 52.0567108, -2.716522 52.056599, -2.7165194 52.0565645, -2.7165166 52.0565091, -2.716522 52.0564765, -2.7165368 52.0564572, -2.7165556 52.05644, -2.7165799 52.0564287, -2.7166096 52.0564224, -2.717478 52.0563931, -2.7175169 52.0563848, -2.7175452 52.0563714, -2.717562 52.0563545, -2.7175683 52.0563321, -2.717568 52.0563064, -2.717567 52.0562874, -2.7175508 52.0559648)",,,,
4304956,False,2,B4359,Widemarsh Street,secondary,20 mph,False,105.79399999999998,"LINESTRING (-2.7155549 52.058638, -2.7151275 52.0591671, -2.7150955 52.0592227, -2.7149318 52.0595071)",,,,
4304956,False,2,B4359,Widemarsh Street,secondary,20 mph,True,33.431,"LINESTRING (-2.7155549 52.058638, -2.7156869 52.0584574, -2.71576 52.0583651)",,,,
157152101,False,,,Catherine Street,unclassified,,True,276.135,"LINESTRING (-2.7155549 52.058638, -2.7153298 52.0585815, -2.7151155 52.058556, -2.7148275 52.0585496, -2.7140367 52.0585437, -2.7140183 52.0585436, -2.7139093 52.0585418, -2.7134184 52.0585338, -2.7129651 52.0585264, -2.7124528 52.0585579, -2.7123043 52.058585, -2.712247 52.0585954, -2.7115734 52.0587054)",,,,
4304956,False,2,B4359,Widemarsh Street,secondary,20 mph,True,18.799,"LINESTRING (-2.7148526 52.059669, -2.7149318 52.0595071)",,,,
10305265,False,,,Coningsby Street,unclassified,,False,217.76799999999997,"LINESTRING (-2.7148526 52.059669, -2.7145735 52.0595466, -2.7140042 52.0592757, -2.7137294 52.0591508, -2.7134589 52.0590492, -2.7131545 52.0589817, -2.7130675 52.0589749, -2.7130411 52.0589728, -2.7129615 52.0589666, -2.7127999 52.0589539, -2.7120186 52.0589831)",,,,
841808562,False,,,Mill Street,residential,,True,15.053,"LINESTRING (-2.7109951 52.0514548, -2.711205 52.0514956)",,,,
25170871,False,,,Mill Street,residential,20 mph,False,172.445,"LINESTRING (-2.7109951 52.0514548, -2.7107589 52.0518238, -2.7105529 52.0521653, -2.7104243 52.0524182, -2.7103719 52.0525822, -2.710343 52.0526801, -2.7103348 52.0527687, -2.7103434 52.0528306, -2.7103679 52.0528778, -2.7104113 52.0529293)",,,,
157440600,False,,,Nelson Street,residential,20 mph,True,10.915000000000001,"LINESTRING (-2.7109951 52.0514548, -2.711011 52.0514312, -2.7110215 52.0514047, -2.7110113 52.0513796, -2.7109959 52.0513626)",,,,
4304973,False,,,Cantilupe Street,residential,20 mph,False,176.55100000000002,"LINESTRING (-2.7104113 52.0529293, -2.710433 52.052951, -2.7104837 52.0530017, -2.7107598 52.0532775, -2.7108327 52.0533627, -2.710954 52.0535046, -2.7111432 52.0537213, -2.7111947 52.0538045, -2.7112329 52.0539022, -2.7112553 52.054088, -2.7112488 52.0542042, -2.7112431 52.0543251, -2.7112248 52.0543874)",,,,
25170871,False,,,Mill Street,residential,20 mph,True,172.445,"LINESTRING (-2.7104113 52.0529293, -2.7103679 52.0528778, -2.7103434 52.0528306, -2.7103348 52.0527687, -2.710343 52.0526801, -2.7103719 52.0525822, -2.7104243 52.0524182, -2.7105529 52.0521653, -2.7107589 52.0518238, -2.7109951 52.0514548)",,,,
4304973,False,,,Cantilupe Street,residential,20 mph,True,176.55100000000002,"LINESTRING (-2.7112248 52.0543874, -2.7112431 52.0543251, -2.7112488 52.0542042, -2.7112553 52.054088, -2.7112329 52.0539022, -2.7111947 52.0538045, -2.7111432 52.0537213, -2.710954 52.0535046, -2.7108327 52.0533627, -2.7107598 52.0532775, -2.7104837 52.0530017, -2.710433 52.052951, -2.7104113 52.0529293)",,,,
66539187,False,,,St. Ethelbert Street,unclassified,20 mph,True,35.728,"LINESTRING (-2.7112248 52.0543874, -2.7113465 52.0543736, -2.7114382 52.0543384, -2.711652 52.0542173)",,,,
209238488,False,,,Cantilupe Street,unclassified,20 mph,False,21.489,"LINESTRING (-2.7112248 52.0543874, -2.7111958 52.0544364, -2.711155 52.0544819, -2.7110874 52.0545163, -2.7110434 52.0545388)",,,,
66539187,False,,,St. Ethelbert Street,unclassified,20 mph,False,35.727999999999994,"LINESTRING (-2.711652 52.0542173, -2.7114382 52.0543384, -2.7113465 52.0543736, -2.7112248 52.0543874)",,,,
"[66539187, 209100775]",False,,,"['Castle Street', 'St. Ethelbert Street']",unclassified,20 mph,True,178.861,"LINESTRING (-2.711652 52.0542173, -2.7122786 52.0536861, -2.7123529 52.0536526, -2.7124184 52.0536558, -2.7126512 52.0537305, -2.7127231 52.0537537, -2.7136459 52.0540579)",,,,
157468419,True,,,Broad Street,unclassified,20 mph,False,164.22899999999998,"LINESTRING (-2.7175508 52.0559648, -2.7174576 52.0555971, -2.7173782 52.0553039, -2.7172751 52.054934, -2.7172474 52.0547254, -2.7172302 52.0546304, -2.7172383 52.0545031)",,,,
157468426,True,1,,East Street,unclassified,20 mph,False,213.711,"LINESTRING (-2.7175508 52.0559648, -2.7170472 52.0559764, -2.7167047 52.0559696, -2.7161255 52.0559156, -2.7155559 52.0559005, -2.7151988 52.0558841, -2.7150025 52.0558649, -2.7148653 52.0558373, -2.7147966 52.0558099, -2.714696 52.0557479, -2.7145942 52.0556438)",,destination,,
157152105,True,2,,Edgar Street Roundabout,trunk,30 mph,False,16.554000000000002,"LINESTRING (-2.7194241 52.0581328, -2.7193354 52.0580936, -2.7192394 52.0580371)",circular,,,
157152105,True,2,,Edgar Street Roundabout,trunk,30 mph,False,40.206,"LINESTRING (-2.7191694 52.0577918, -2.719207 52.0577412, -2.7192745 52.0576928, -2.7194072 52.0576351, -2.7194956 52.0576154, -2.7196327 52.0576106)",circular,,,
4304984,False,2,,Barton Road,tertiary,30 mph,True,9.609,"LINESTRING (-2.7203358 52.0540617, -2.7202076 52.0540971)",,,,
4304984,False,2,,Barton Road,tertiary,30 mph,False,39.991,"LINESTRING (-2.7203358 52.0540617, -2.7204996 52.0540205, -2.7208743 52.0539214)",,,,
"[442095706, 34359501]",True,"['2', '3']",A49,Victoria Street,trunk,30 mph,False,292.24499999999995,"LINESTRING (-2.7203358 52.0540617, -2.7203612 52.0543539, -2.7204519 52.0547806, -2.7205827 52.0554143, -2.720651 52.0558557, -2.7206549 52.0562303, -2.7206507 52.0563955, -2.7206502 52.0564325, -2.7206467 52.0565255, -2.7206511 52.0566787)",,,,
4304985,True,1,,,trunk_link,30 mph,False,18.676000000000002,"LINESTRING (-2.712296 52.0575785, -2.712353 52.0576819, -2.7123168 52.0577363)",,,,
157440616,True,,,Union Street,unclassified,20 mph,False,130.529,"LINESTRING (-2.712296 52.0575785, -2.7123664 52.0575195, -2.7124032 52.0574887, -2.7126718 52.0572635, -2.7128336 52.0570929, -2.7130202 52.0568828, -2.7131222 52.0567154, -2.7131648 52.0565499)",,,,
"[442130016, 157152100]",True,2,A438,Blue School Street,trunk,30 mph,False,262.815,"LINESTRING (-2.712296 52.0575785, -2.7124749 52.057685, -2.712503 52.0577017, -2.7125428 52.0577294, -2.7125713 52.0577498, -2.7125837 52.0577587, -2.7125906 52.0577635, -2.7127402 52.057867, -2.7128442 52.0579199, -2.7129523 52.0579606, -2.713267 52.0580552, -2.713576 52.0581088, -2.7143537 52.0581797, -2.71536 52.0582451, -2.7155945 52.0582618, -2.7158237 52.0582747)",,,,
442130020,True,2,,,trunk_link,30 mph,False,12.251,"LINESTRING (-2.7122007 52.0576718, -2.712296 52.0575785)",,,,
4304975,True,1,A438,Bath Street,trunk,30 mph,False,88.793,"LINESTRING (-2.7122007 52.0576718, -2.7120518 52.0575791, -2.7116557 52.0573325, -2.7113534 52.05707)",,,,
10305265,False,,,Coningsby Street,unclassified,,False,26.024,"LINESTRING (-2.7120186 52.0589831, -2.711638 52.0589866)",,,,
22737295,False,,,Coningsby Court,residential,,True,24.226,"LINESTRING (-2.7120186 52.0589831, -2.7119464 52.0591964)",,,,
10305265,False,,,Coningsby Street,unclassified,,True,217.76799999999997,"LINESTRING (-2.7120186 52.0589831, -2.7127999 52.0589539, -2.7129615 52.0589666, -2.7130411 52.0589728, -2.7130675 52.0589749, -2.7131545 52.0589817, -2.7134589 52.0590492, -2.7137294 52.0591508, -2.7140042 52.0592757, -2.7145735 52.0595466, -2.7148526 52.059669)",,,,
22737299,False,,,Monkmoor Street,residential,,True,31.608999999999998,"LINESTRING (-2.7115734 52.0587054, -2.7116038 52.0588152, -2.7116342 52.0589368, -2.711638 52.0589866)",,,,
157152101,False,,,Catherine Street,unclassified,,False,276.135,"LINESTRING (-2.7115734 52.0587054, -2.712247 52.0585954, -2.7123043 52.058585, -2.7124528 52.0585579, -2.7129651 52.0585264, -2.7134184 52.0585338, -2.7139093 52.0585418, -2.7140183 52.0585436, -2.7140367 52.0585437, -2.7148275 52.0585496, -2.7151155 52.058556, -2.7153298 52.0585815, -2.7155549 52.058638)",,,,
232924753,True,,,Monkmoor Street,residential,,False,62.912,"LINESTRING (-2.7115734 52.0587054, -2.7115443 52.0586295, -2.7114707 52.0585111, -2.7111823 52.0581966)",,,,
966508482,False,,,Portland Street,unclassified,,False,49.052,"LINESTRING (-2.7211276 52.0577862, -2.7210014 52.0577445, -2.7204956 52.0575774)",,,,
966512182,False,,,Portland Street,residential,,True,42.477,"LINESTRING (-2.7211276 52.0577862, -2.7211892 52.0578043, -2.7214151 52.0578868, -2.7216504 52.0579913)",,,,
23597246,False,,,Eaton Mews,residential,,False,25.265,"LINESTRING (-2.7216504 52.0579913, -2.721889 52.0578178)",,,,
966512182,False,,,Portland Street,residential,,True,21.745,"LINESTRING (-2.7216504 52.0579913, -2.721895 52.0581163)",,,,
966512182,False,,,Portland Street,residential,,False,42.477,"LINESTRING (-2.7216504 52.0579913, -2.7214151 52.0578868, -2.7211892 52.0578043, -2.7211276 52.0577862)",,,,
966512182,False,,,Portland Street,residential,,False,21.745,"LINESTRING (-2.721895 52.0581163, -2.7216504 52.0579913)",,,,
10305268,True,,,Moorfield Street,unclassified,,False,53.05,"LINESTRING (-2.7207398 52.0585404, -2.7209737 52.0580855)",,,,
10305271,False,,,Walmer Street,residential,,False,40.021,"LINESTRING (-2.7207398 52.0585404, -2.7212898 52.0586636)",,,,
10305269,False,,,Richmond Street,residential,,False,104.682,"LINESTRING (-2.7204968 52.0590777, -2.7219526 52.0593694)",,,,
10305268,True,,,Moorfield Street,unclassified,,False,62.024,"LINESTRING (-2.7204968 52.0590777, -2.7206024 52.0588236, -2.7207398 52.0585404)",,,,
10305268,True,,,Moorfield Street,unclassified,,False,73.328,"LINESTRING (-2.7202396 52.0597174, -2.7203431 52.0594069, -2.7204968 52.0590777)",,,,
10305272,False,,,Canonmoor Street,unclassified,,True,70.164,"LINESTRING (-2.7202396 52.0597174, -2.719939 52.0596747, -2.7195698 52.0596222, -2.7192387 52.059578)",,,,
10305269,False,,,Richmond Street,residential,,True,104.682,"LINESTRING (-2.7219526 52.0593694, -2.7204968 52.0590777)",,,,
33791044,False,,,,residential,,False,25.903,"LINESTRING (-2.7219526 52.0593694, -2.7218378 52.0595914)",,,,
10305271,False,,,Walmer Street,residential,,True,35.865,"LINESTRING (-2.7217827 52.058774, -2.7212898 52.0586636)",,,,
157436538,False,,,Kyrle Street,unclassified,,False,27.437,"LINESTRING (-2.7093036 52.0575258, -2.7092269 52.0575537, -2.7091071 52.0576002, -2.7090489 52.0576407, -2.7090304 52.0576902)",,,,
157436538,False,,,Kyrle Street,unclassified,,True,70.994,"LINESTRING (-2.7093036 52.0575258, -2.7094507 52.0574751, -2.7095704 52.0574063, -2.7098589 52.0572406, -2.7100831 52.057108)",,,,
157436538,False,,,Kyrle Street,unclassified,,True,27.437,"LINESTRING (-2.7090304 52.0576902, -2.7090489 52.0576407, -2.7091071 52.0576002, -2.7092269 52.0575537, -2.7093036 52.0575258)",,,,
"[157436545, 541038885]",True,1,,Union Walk,unclassified,,False,129.99699999999999,"LINESTRING (-2.7090304 52.0576902, -2.7090795 52.0577684, -2.709424 52.0579681, -2.7094814 52.0580087, -2.7097974 52.0581976, -2.7098968 52.0582585, -2.7099716 52.0583044, -2.710175 52.0584637, -2.7102911 52.0585546)",,,,
157436515,False,2,A4193,Commercial Road,primary,30 mph,True,72.782,"LINESTRING (-2.7102911 52.0585546, -2.7103937 52.0585134, -2.7104515 52.0584902, -2.7105505 52.0584504, -2.7111823 52.0581966)",,,,
541038890,False,2,A4193,Commercial Road,primary,30 mph,False,156.326,"LINESTRING (-2.7102911 52.0585546, -2.7101486 52.0586124, -2.709614 52.0588292, -2.7090671 52.059051, -2.7087799 52.05916, -2.7084199 52.0592913, -2.7083647 52.0593114)",,,,
10305275,False,,,Symonds Street,residential,,False,12.014,"LINESTRING (-2.7084217 52.0560755, -2.7082596 52.0561172)",,,,
10305275,False,,,Symonds Street,residential,,True,135.762,"LINESTRING (-2.7084217 52.0560755, -2.7089329 52.0559462, -2.7098818 52.0557198, -2.7102747 52.0556376)",,,,
157436560,False,,,Vaughan Street,residential,,True,161.542,"LINESTRING (-2.7084217 52.0560755, -2.7091921 52.0565758, -2.7100831 52.057108)",,,,
10305275,False,,,Symonds Street,residential,,True,12.014,"LINESTRING (-2.7082596 52.0561172, -2.7084217 52.0560755)",,,,
"[1254555297, 1254555300]",True,,,Mill Street,residential,,False,21.601999999999997,"LINESTRING (-2.7099345 52.0536272, -2.7099787 52.0535528, -2.7100028 52.0535167, -2.7100282 52.0534836, -2.7100659 52.0534517)",,,,
1254555301,True,,,Green Street,residential,,False,22.618999999999996,"LINESTRING (-2.7099345 52.0536272, -2.7098969 52.0535554, -2.7098795 52.0535214, -2.7098532 52.0534675, -2.7098568 52.0534315)",,,,
157440585,False,,,Green Street,residential,,True,58.55,"LINESTRING (-2.7091933 52.052347, -2.7089861 52.0518361)",,,,
157440585,False,,,Green Street,residential,,False,129.006,"LINESTRING (-2.7091933 52.052347, -2.7092826 52.0525326, -2.7093268 52.0526175, -2.7094965 52.0528711, -2.7096771 52.0531153, -2.709809 52.0533404, -2.7098568 52.0534315)",,,,
157440585,False,,,Green Street,residential,,False,58.55,"LINESTRING (-2.7089861 52.0518361, -2.7091933 52.052347)",,,,
157440585,False,,,Green Street,residential,,True,61.243,"LINESTRING (-2.7089861 52.0518361, -2.7088597 52.0515407, -2.7087573 52.0513036)",,,,
157440585,False,,,Green Street,residential,,False,61.243,"LINESTRING (-2.7087573 52.0513036, -2.7088597 52.0515407, -2.7089861 52.0518361)",,,,
541038890,False,2,A4193,Commercial Road,primary,30 mph,True,156.326,"LINESTRING (-2.7083647 52.0593114, -2.7084199 52.0592913, -2.7087799 52.05916, -2.7090671 52.059051, -2.709614 52.0588292, -2.7101486 52.0586124, -2.7102911 52.0585546)",,,,
22737295,False,,,Coningsby Court,residential,,False,28.399,"LINESTRING (-2.711854 52.0594454, -2.7119464 52.0591964)",,,,
22737297,False,,,Coningsby Court,residential,,False,26.425,"LINESTRING (-2.7123326 52.0592059, -2.7119464 52.0591964)",,,,
22737295,False,,,Coningsby Court,residential,,False,24.226,"LINESTRING (-2.7119464 52.0591964, -2.7120186 52.0589831)",,,,
