osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,junction,geometry,bridge
24742464,,B5083,Stanley Road,secondary,30 mph,False,True,73.703,,"LINESTRING (-2.3736469 53.3012232, -2.3740199 53.3012606, -2.3743693 53.3013086, -2.3747268 53.3013709)",
4900868,2,A50,Manchester Road,primary,30 mph,False,True,58.789,,"LINESTRING (-2.3790706 53.3066906, -2.3784484 53.3063147)",
4900868,2,A50,Manchester Road,primary,30 mph,False,False,51.967,,"LINESTRING (-2.3779303 53.3059646, -2.3784484 53.3063147)",
4900868,2,A50,Manchester Road,primary,30 mph,False,True,61.353,,"LINESTRING (-2.3779303 53.3059646, -2.3776174 53.3057439, -2.377371 53.3055621, -2.3773409 53.3055399)",
"[24742283, 24742284]",,,"['Elizabeth Gaskell Court', 'Albert Street']",residential,,False,False,117.15400000000001,,"LINESTRING (-2.3779303 53.3059646, -2.3772276 53.3065162, -2.3770481 53.3066386, -2.3767755 53.3065267)",
"[24742283, 24742284]",,,"['Elizabeth Gaskell Court', 'Albert Street']",residential,,False,True,117.154,,"LINESTRING (-2.3767755 53.3065267, -2.3770481 53.3066386, -2.3772276 53.3065162, -2.3779303 53.3059646)",
4900868,2,A50,Manchester Road,primary,30 mph,False,False,58.513,,"LINESTRING (-2.3767895 53.3051296, -2.3773409 53.3055399)",
4900868,2,A50,Manchester Road,primary,30 mph,False,True,22.249000000000002,,"LINESTRING (-2.3767895 53.3051296, -2.3767027 53.3050593, -2.3766594 53.3050065, -2.3766626 53.3049526)",
24742285,2,,Green Street,unclassified,30 mph,False,False,175.654,,"LINESTRING (-2.3767895 53.3051296, -2.3765143 53.3052595, -2.3763753 53.3053409, -2.3763016 53.3054086, -2.3760369 53.3056543, -2.3759523 53.3057328, -2.3757721 53.3058934, -2.3754082 53.3062177, -2.3753286 53.3062582, -2.3752641 53.3062712, -2.3750961 53.3062769)",
29230584,,,Tatton Street,tertiary,,False,True,2.044,,"LINESTRING (-2.3750961 53.3062769, -2.3750822 53.3062605)",
24742285,2,,Green Street,unclassified,30 mph,False,True,175.65399999999997,,"LINESTRING (-2.3750961 53.3062769, -2.3752641 53.3062712, -2.3753286 53.3062582, -2.3754082 53.3062177, -2.3757721 53.3058934, -2.3759523 53.3057328, -2.3760369 53.3056543, -2.3763016 53.3054086, -2.3763753 53.3053409, -2.3765143 53.3052595, -2.3767895 53.3051296)",
29230584,,,Tatton Street,tertiary,,False,False,2.044,,"LINESTRING (-2.3750822 53.3062605, -2.3750961 53.3062769)",
25675257,,,Tatton Court,residential,,False,False,34.327,,"LINESTRING (-2.3750822 53.3062605, -2.3749339 53.3062939, -2.3747785 53.3063146, -2.3745843 53.3062888)",
29230584,,,Tatton Street,tertiary,,False,True,78.792,,"LINESTRING (-2.3750822 53.3062605, -2.3750488 53.3057719, -2.3750703 53.3056707, -2.3750782 53.3056336, -2.3751224 53.3055579)",
25675271,,,Minshull Street,residential,,True,False,74.444,,"LINESTRING (-2.3751224 53.3055579, -2.3749345 53.305518, -2.3747597 53.3055326, -2.3743777 53.3055707, -2.3740281 53.3056145)",
29230584,,,Tatton Street,tertiary,,False,False,78.792,,"LINESTRING (-2.3751224 53.3055579, -2.3750782 53.3056336, -2.3750703 53.3056707, -2.3750488 53.3057719, -2.3750822 53.3062605)",
29230584,,,Tatton Street,tertiary,,False,True,51.405,,"LINESTRING (-2.3751224 53.3055579, -2.3753317 53.3052644, -2.3754506 53.30514)",
28565195,,,Princess Street,residential,,True,False,22.576,,"LINESTRING (-2.375542 53.3050696, -2.3754559 53.3048732)",
24742313,1,,Canute Place,tertiary,,True,False,71.03999999999999,,"LINESTRING (-2.375542 53.3050696, -2.3756385 53.3049693, -2.3764731 53.3048112)",
29230584,,,Tatton Street,tertiary,,False,False,9.908000000000001,,"LINESTRING (-2.375542 53.3050696, -2.3755118 53.3050929, -2.3754506 53.30514)",
24752556,,,St. John's Road,residential,,False,False,64.812,,"LINESTRING (-2.3786287 53.3012778, -2.3778979 53.3008918)",
112626515,,,Bexton Road,tertiary,,False,False,48.43,,"LINESTRING (-2.3786287 53.3012778, -2.3785358 53.3013228, -2.3782685 53.3014664, -2.3780782 53.3015631)",
24752555,,,St. John's Avenue,residential,,False,False,194.529,,"LINESTRING (-2.3780782 53.3015631, -2.3780043 53.3015111, -2.3766463 53.3010878, -2.3765759 53.3010677, -2.3765002 53.3010701, -2.3764219 53.3010977, -2.375739 53.3014721, -2.3757071 53.3015351)",
112626515,,,Bexton Road,tertiary,,False,False,94.572,,"LINESTRING (-2.3780782 53.3015631, -2.3777899 53.3017013, -2.3769717 53.302098)",
112626515,,,Bexton Road,tertiary,,False,True,48.43000000000001,,"LINESTRING (-2.3780782 53.3015631, -2.3782685 53.3014664, -2.3785358 53.3013228, -2.3786287 53.3012778)",
24752554,,,Bexton Road,residential,,False,False,88.093,,"LINESTRING (-2.3770856 53.3030661, -2.3763079 53.3024245)",
24752554,,,Bexton Road,residential,,False,True,88.093,,"LINESTRING (-2.3763079 53.3024245, -2.3770856 53.3030661)",
"[24742465, 54978509]",2,,Bexton Road,tertiary,,False,False,83.255,,"LINESTRING (-2.3763079 53.3024245, -2.3758932 53.3026342, -2.3753283 53.3028909)",
24742465,2,,Bexton Road,tertiary,,False,True,57.129,,"LINESTRING (-2.3763079 53.3024245, -2.3767434 53.3022103, -2.3769717 53.302098)",
24742464,,B5083,Stanley Road,secondary,30 mph,False,False,67.656,,"LINESTRING (-2.3757071 53.3015351, -2.3748699 53.3013974, -2.3747268 53.3013709)",
24742464,,B5083,Stanley Road,secondary,30 mph,False,True,110.043,,"LINESTRING (-2.3757071 53.3015351, -2.3759735 53.3015878, -2.3762382 53.3016342, -2.3764536 53.3016921, -2.3765932 53.3017552, -2.3766671 53.3018067, -2.3769717 53.302098)",
24752555,,,St. John's Avenue,residential,,False,True,194.52900000000002,,"LINESTRING (-2.3757071 53.3015351, -2.375739 53.3014721, -2.3764219 53.3010977, -2.3765002 53.3010701, -2.3765759 53.3010677, -2.3766463 53.3010878, -2.3780043 53.3015111, -2.3780782 53.3015631)",
24752556,,,St. John's Road,residential,,False,False,103.772,,"LINESTRING (-2.3778979 53.3008918, -2.3767248 53.3002758)",
24752556,,,St. John's Road,residential,,False,True,64.812,,"LINESTRING (-2.3778979 53.3008918, -2.3786287 53.3012778)",
24752559,,,Hayton Street,residential,,False,True,109.185,,"LINESTRING (-2.3778979 53.3008918, -2.379004 53.3001657)",
24752556,,,St. John's Road,residential,,False,True,103.772,,"LINESTRING (-2.3767248 53.3002758, -2.3778979 53.3008918)",
24752558,,,St. John's Road,residential,,False,False,181.28499999999997,,"LINESTRING (-2.3767248 53.3002758, -2.3757444 53.3007666, -2.3749819 53.3011872, -2.3747464 53.3013194, -2.3747268 53.3013709)",
"[24752563, 24752565]",,,"[""St. Peter's Avenue"", 'Meadow Drive']",residential,,False,True,107.00300000000001,,"LINESTRING (-2.3767248 53.3002758, -2.3768081 53.3001667, -2.3770038 53.2996697, -2.3773868 53.2994295)",
24742464,,B5083,Stanley Road,secondary,30 mph,False,False,73.703,,"LINESTRING (-2.3747268 53.3013709, -2.3743693 53.3013086, -2.3740199 53.3012606, -2.3736469 53.3012232)",
24742464,,B5083,Stanley Road,secondary,30 mph,False,True,67.656,,"LINESTRING (-2.3747268 53.3013709, -2.3748699 53.3013974, -2.3757071 53.3015351)",
24752558,,,St. John's Road,residential,,False,True,181.285,,"LINESTRING (-2.3747268 53.3013709, -2.3747464 53.3013194, -2.3749819 53.3011872, -2.3757444 53.3007666, -2.3767248 53.3002758)",
24752559,,,Hayton Street,residential,,False,False,109.185,,"LINESTRING (-2.379004 53.3001657, -2.3778979 53.3008918)",
24752560,,,Lee Close,residential,,False,False,96.047,,"LINESTRING (-2.3786993 53.2997912, -2.3773868 53.2994295)",
24752561,,,Lee Close,residential,,False,False,9.976,,"LINESTRING (-2.3786993 53.2997912, -2.3786182 53.2998667)",
24752561,,,Lee Close,residential,,False,True,10.784,,"LINESTRING (-2.3786993 53.2997912, -2.3787727 53.2997047)",
24752560,,,Lee Close,residential,,False,True,96.047,,"LINESTRING (-2.3773868 53.2994295, -2.3786993 53.2997912)",
"[24752563, 24752565]",,,"[""St. Peter's Avenue"", 'Meadow Drive']",residential,,False,False,107.00300000000001,,"LINESTRING (-2.3773868 53.2994295, -2.3770038 53.2996697, -2.3768081 53.3001667, -2.3767248 53.3002758)",
24752561,,,Lee Close,residential,,False,False,10.784,,"LINESTRING (-2.3787727 53.2997047, -2.3786993 53.2997912)",
24752561,,,Lee Close,residential,,False,True,9.976,,"LINESTRING (-2.3786182 53.2998667, -2.3786993 53.2997912)",
28565417,,A50,Toft Road,primary,30 mph,False,False,31.199,,"LINESTRING (-2.3714102 53.29846, -2.3713276 53.2981838)",
1156477606,,A50,Toft Road,primary,30 mph,False,True,127.933,,"LINESTRING (-2.3714102 53.29846, -2.3718783 53.299576)",
6012339,,B5085,Hollow Lane,secondary,30 mph,False,True,78.845,,"LINESTRING (-2.3662273 53.3023486, -2.3662715 53.3022936, -2.3663339 53.3022355, -2.3664393 53.3021568, -2.3666786 53.3020107, -2.3670022 53.3018583, -2.3670395 53.3018421)",
46737537,,B5085,Mobberley Road,secondary,30 mph,False,True,49.129000000000005,,"LINESTRING (-2.3662273 53.3023486, -2.3662077 53.3023965, -2.3661962 53.3024543, -2.3661965 53.3025129, -2.3662379 53.3027875)",
25672568,,,Branden Drive,residential,,False,False,207.506,,"LINESTRING (-2.367887 53.30201, -2.3679689 53.302223, -2.3680267 53.3025742, -2.3680122 53.3027815, -2.3679592 53.3028419, -2.3678581 53.3028679, -2.3677107 53.3028835, -2.3676076 53.3028938, -2.367574 53.3028946, -2.3665684 53.3029009, -2.3662669 53.3029066)",
"[25672570, 25672571]",,,"['Middle Walk', 'Ella Grove']",residential,,False,False,132.35399999999998,,"LINESTRING (-2.3674775 53.3039732, -2.3677617 53.3039617, -2.3678007 53.3039734, -2.3678451 53.3039926, -2.3678772 53.3040132, -2.3678895 53.3040368, -2.367892 53.3042137, -2.3678821 53.3043227, -2.3678476 53.3043699, -2.3677933 53.3043935, -2.3677317 53.3044082, -2.367601 53.3044156, -2.367416 53.3044052, -2.3673371 53.3044156, -2.3672803 53.3044421, -2.3672557 53.3044907, -2.367241 53.3046499)",
25672573,,,Middle Walk,residential,,False,False,45.414,,"LINESTRING (-2.367241 53.3046499, -2.3679217 53.3046867)",
"[25672570, 25672571]",,,"['Middle Walk', 'Ella Grove']",residential,,False,True,132.35399999999998,,"LINESTRING (-2.367241 53.3046499, -2.3672557 53.3044907, -2.3672803 53.3044421, -2.3673371 53.3044156, -2.367416 53.3044052, -2.367601 53.3044156, -2.3677317 53.3044082, -2.3677933 53.3043935, -2.3678476 53.3043699, -2.3678821 53.3043227, -2.367892 53.3042137, -2.3678895 53.3040368, -2.3678772 53.3040132, -2.3678451 53.3039926, -2.3678007 53.3039734, -2.3677617 53.3039617, -2.3674775 53.3039732)",
25672573,,,Middle Walk,residential,,False,True,53.032,,"LINESTRING (-2.367241 53.3046499, -2.3669041 53.3046309, -2.3664484 53.3045946)",
25672573,,,Middle Walk,residential,,False,True,45.414,,"LINESTRING (-2.3679217 53.3046867, -2.367241 53.3046499)",
25672573,,,Middle Walk,residential,,False,False,53.032,,"LINESTRING (-2.3664484 53.3045946, -2.3669041 53.3046309, -2.367241 53.3046499)",
31112908,,B5085,Mobberley Road,secondary,30 mph,False,False,90.821,,"LINESTRING (-2.3664484 53.3045946, -2.3664823 53.3044058, -2.3664934 53.3041208, -2.3664564 53.3037797)",
46737536,,B5085,Mobberley Road,secondary,30 mph,False,False,59.104,,"LINESTRING (-2.3664484 53.3045946, -2.3664296 53.3046558, -2.3664132 53.3046955, -2.3663949 53.3047309, -2.3663583 53.3047926, -2.3661537 53.3050947)",
25672575,,,Moordale Road,residential,,False,False,88.73599999999999,,"LINESTRING (-2.3674752 53.3052091, -2.3670898 53.3051816, -2.3665326 53.3051315, -2.3661537 53.3050947)",
25672575,,,Moordale Road,residential,,False,True,88.73599999999999,,"LINESTRING (-2.3661537 53.3050947, -2.3665326 53.3051315, -2.3670898 53.3051816, -2.3674752 53.3052091)",
46737536,,B5085,Mobberley Road,secondary,30 mph,False,False,50.275999999999996,,"LINESTRING (-2.3661537 53.3050947, -2.3659885 53.3053203, -2.3658366 53.3055051)",
46737536,,B5085,Mobberley Road,secondary,30 mph,False,True,59.10399999999999,,"LINESTRING (-2.3661537 53.3050947, -2.3663583 53.3047926, -2.3663949 53.3047309, -2.3664132 53.3046955, -2.3664296 53.3046558, -2.3664484 53.3045946)",
25673294,,,Mobberley Road,residential,,False,False,135.704,,"LINESTRING (-2.3658366 53.3055051, -2.3659128 53.3055798, -2.3659185 53.3056491, -2.3658492 53.3058772, -2.3657099 53.3060992, -2.3655593 53.30621, -2.3653564 53.3063001, -2.3650725 53.3063381, -2.3648639 53.3063624)",
46737536,,B5085,Mobberley Road,secondary,30 mph,False,False,129.148,,"LINESTRING (-2.3658366 53.3055051, -2.3656049 53.305715, -2.3654574 53.3058252, -2.3653073 53.3059344, -2.3651437 53.3060221, -2.3649327 53.306131, -2.3647467 53.3062143, -2.3644726 53.3063121)",
46737536,,B5085,Mobberley Road,secondary,30 mph,False,True,50.275999999999996,,"LINESTRING (-2.3658366 53.3055051, -2.3659885 53.3053203, -2.3661537 53.3050947)",
25673294,,,Mobberley Road,residential,,False,False,26.632,,"LINESTRING (-2.3648639 53.3063624, -2.3646726 53.3063444, -2.3644726 53.3063121)",
25673294,,,Mobberley Road,residential,,False,True,135.704,,"LINESTRING (-2.3648639 53.3063624, -2.3650725 53.3063381, -2.3653564 53.3063001, -2.3655593 53.30621, -2.3657099 53.3060992, -2.3658492 53.3058772, -2.3659185 53.3056491, -2.3659128 53.3055798, -2.3658366 53.3055051)",
25673295,,,Teal Avenue,residential,,False,False,52.623999999999995,,"LINESTRING (-2.3648639 53.3063624, -2.364846 53.3065656, -2.3648113 53.306636, -2.3646243 53.3067975)",
25673295,,,Teal Avenue,residential,,False,True,52.623999999999995,,"LINESTRING (-2.3646243 53.3067975, -2.3648113 53.306636, -2.364846 53.3065656, -2.3648639 53.3063624)",
6012337,,A537,Adams Hill,trunk,30 mph,False,True,203.722,,"LINESTRING (-2.3701289 53.3020148, -2.3703837 53.3019481, -2.371108 53.301702, -2.3716373 53.301537, -2.3719927 53.3014133, -2.3725856 53.3012352, -2.372838 53.3011593)",
25674989,,A537,Brook Street,trunk,30 mph,False,False,140.75400000000002,,"LINESTRING (-2.3701289 53.3020148, -2.3699798 53.3020192, -2.36986 53.3020131, -2.3697392 53.3019954, -2.3695776 53.3019577, -2.3692523 53.3018674, -2.3685491 53.3016247, -2.3682265 53.3015046)",
25674990,,B5083,King Street,secondary,30 mph,False,False,75.491,,"LINESTRING (-2.3701289 53.3020148, -2.3701919 53.3020896, -2.370325 53.3021863, -2.3705027 53.3023077, -2.3708223 53.302509, -2.3708616 53.3025295)",
25674990,,B5083,King Street,secondary,30 mph,False,True,75.491,,"LINESTRING (-2.3708616 53.3025295, -2.3708223 53.302509, -2.3705027 53.3023077, -2.370325 53.3021863, -2.3701919 53.3020896, -2.3701289 53.3020148)",
"[25675149, 203161895]",,,"['Moorside', 'Church Walk']",residential,,False,False,304.428,,"LINESTRING (-2.3708616 53.3025295, -2.3706845 53.3026487, -2.3705292 53.3027533, -2.3703824 53.3029154, -2.3703654 53.3030909, -2.3707044 53.3035096, -2.3708195 53.3036087, -2.3711168 53.3038607, -2.3711933 53.3039319, -2.3714238 53.3041355, -2.3717213 53.3043705, -2.371823 53.3044852, -2.3718439 53.3045704, -2.3718513 53.3046059, -2.371915 53.3049111)",
"[1215591017, 1215590699, 1215590782]",,B5083,King Street,secondary,30 mph,True,False,153.089,,"LINESTRING (-2.3708616 53.3025295, -2.3713079 53.3028831, -2.3718226 53.3032909, -2.3718716 53.3033289, -2.3720621 53.3034764, -2.372255 53.3036259)",
1215591686,,B5083,King Street,secondary,30 mph,True,False,61.09,,"LINESTRING (-2.372255 53.3036259, -2.3723414 53.3037114, -2.3726574 53.3039764, -2.3727779 53.3040775)",
28565209,,,Cotton Shop Yard,unclassified,,False,False,32.729,,"LINESTRING (-2.3727779 53.3040775, -2.3723485 53.3042217)",
"[709260414, 1215591686]",,B5083,King Street,secondary,30 mph,True,False,174.73499999999999,,"LINESTRING (-2.3727779 53.3040775, -2.3728559 53.3041526, -2.3730425 53.3043323, -2.3732277 53.3044937, -2.3733103 53.3045791, -2.373522 53.3047932, -2.3735571 53.3048286, -2.3736926 53.3049783, -2.3737328 53.3050254, -2.3738829 53.3052772, -2.3739772 53.305466)",
709260414,,B5083,King Street,secondary,30 mph,True,False,16.855,,"LINESTRING (-2.3739772 53.305466, -2.3740281 53.3056145)",
25675118,,,Egerton Square,residential,,False,False,131.81799999999998,,"LINESTRING (-2.3739772 53.305466, -2.3737266 53.3055088, -2.3736624 53.3055023, -2.3736102 53.3054581, -2.3735505 53.305454, -2.3733928 53.3054862, -2.3733348 53.3054797, -2.3732807 53.3054422, -2.3732282 53.3053128, -2.3731747 53.3052338, -2.3731623 53.3052104, -2.3731172 53.3051658, -2.373051 53.3051573, -2.3729627 53.3051827, -2.3725098 53.3052218, -2.3724279 53.3052238)",
709260414,,B5083,King Street,secondary,30 mph,True,False,132.656,,"LINESTRING (-2.3740281 53.3056145, -2.3740919 53.3059101, -2.3740959 53.3059687, -2.374121 53.3063341, -2.3741245 53.3063849, -2.3741364 53.3065648, -2.3741519 53.3066808, -2.3741761 53.3068033)",
31112929,,,Drury Lane,residential,,False,True,34.711,,"LINESTRING (-2.3741761 53.3068033, -2.3739979 53.3068527, -2.3737 53.3069318)",
25675101,,,Ruskin Court,residential,,False,False,42.654,,"LINESTRING (-2.3737 53.3069318, -2.3734915 53.306569)",
31112929,,,Drury Lane,residential,,False,True,16.343,,"LINESTRING (-2.3737 53.3069318, -2.3734759 53.3069924)",
31112929,,,Drury Lane,residential,,False,False,34.711,,"LINESTRING (-2.3737 53.3069318, -2.3739979 53.3068527, -2.3741761 53.3068033)",
31112929,,,Drury Lane,residential,,False,False,16.343,,"LINESTRING (-2.3734759 53.3069924, -2.3737 53.3069318)",
"[25675098, 25675099, 25675150, 31112927]",,,"['Moorside', 'Drury Lane']",residential,,False,True,293.281,,"LINESTRING (-2.3734759 53.3069924, -2.3734225 53.3069245, -2.3732127 53.3068994, -2.3724587 53.3068233, -2.3720393 53.3067936, -2.3719844 53.3067797, -2.3719401 53.3067595, -2.3719008 53.3067337, -2.3718685 53.30671, -2.3718607 53.3066858, -2.3718623 53.3066685, -2.3719558 53.3065834, -2.3720888 53.3064622, -2.3721639 53.3063652, -2.3722548 53.306147, -2.3722946 53.3060245, -2.3722984 53.3059413, -2.3722301 53.3058029, -2.3721499 53.3056553, -2.3721197 53.305602, -2.3720868 53.3055493, -2.3720334 53.3053765, -2.3719792 53.3052047)",
25675243,,,Hillside Road,residential,,False,True,45.713,,"LINESTRING (-2.3734759 53.3069924, -2.3734471 53.3070019, -2.3733347 53.3070307, -2.3732105 53.3070404, -2.372803 53.3070361)",
25675101,,,Ruskin Court,residential,,False,True,42.654,,"LINESTRING (-2.3734915 53.306569, -2.3737 53.3069318)",
25675101,,,Ruskin Court,residential,,False,False,51.584,,"LINESTRING (-2.3734915 53.306569, -2.3734263 53.3063518, -2.3733282 53.3063167, -2.3732698 53.3061453)",
"[25675102, 25675103]",,,"['Ruskin Court', 'Mere Court']",residential,,False,False,105.25200000000001,,"LINESTRING (-2.3734915 53.306569, -2.3732461 53.3066191, -2.3730743 53.3066456, -2.3728989 53.3066443, -2.3725583 53.3066459, -2.3726311 53.3065008, -2.3726768 53.3062767)",
25675101,,,Ruskin Court,residential,,False,True,51.584,,"LINESTRING (-2.3732698 53.3061453, -2.3733282 53.3063167, -2.3734263 53.3063518, -2.3734915 53.306569)",
"[25675102, 25675103]",,,"['Ruskin Court', 'Mere Court']",residential,,False,True,105.25200000000001,,"LINESTRING (-2.3726768 53.3062767, -2.3726311 53.3065008, -2.3725583 53.3066459, -2.3728989 53.3066443, -2.3730743 53.3066456, -2.3732461 53.3066191, -2.3734915 53.306569)",
25675117,,,Egerton Square,residential,,False,False,65.927,,"LINESTRING (-2.3724801 53.3058084, -2.372408 53.3056459, -2.372395 53.305558, -2.3724066 53.3054342, -2.3724393 53.3053367, -2.3724279 53.3052238)",
25675117,,,Egerton Square,residential,,False,True,65.92699999999999,,"LINESTRING (-2.3724279 53.3052238, -2.3724393 53.3053367, -2.3724066 53.3054342, -2.372395 53.305558, -2.372408 53.3056459, -2.3724801 53.3058084)",
25675118,,,Egerton Square,residential,,False,False,29.904000000000003,,"LINESTRING (-2.3724279 53.3052238, -2.3721283 53.305215, -2.3719792 53.3052047)",
25675118,,,Egerton Square,residential,,False,True,131.81799999999998,,"LINESTRING (-2.3724279 53.3052238, -2.3725098 53.3052218, -2.3729627 53.3051827, -2.373051 53.3051573, -2.3731172 53.3051658, -2.3731623 53.3052104, -2.3731747 53.3052338, -2.3732282 53.3053128, -2.3732807 53.3054422, -2.3733348 53.3054797, -2.3733928 53.3054862, -2.3735505 53.305454, -2.3736102 53.3054581, -2.3736624 53.3055023, -2.3737266 53.3055088, -2.3739772 53.305466)",
25675118,,,Egerton Square,residential,,False,True,29.904000000000003,,"LINESTRING (-2.3719792 53.3052047, -2.3721283 53.305215, -2.3724279 53.3052238)",
