osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,lanes,bridge
372807848,Lakefield Road,residential,20 mph,True,False,74.158,"LINESTRING (-4.1662292 51.6771421, -4.1667392 51.6768817, -4.1669243 51.6767872, -4.1670595 51.6767182)",,,,
102155070,Charles Terrace,residential,20 mph,False,True,68.082,"LINESTRING (-4.1648754 51.6776263, -4.1646989 51.6773465, -4.1645157 51.6770561)",,,,
372807848,Lakefield Road,residential,20 mph,True,False,38.048,"LINESTRING (-4.1648754 51.6776263, -4.1650041 51.6775896, -4.1653768 51.6774834)",,,,
25829095,Station Road,secondary,20 mph,False,False,80.705,"LINESTRING (-4.1624012 51.6782337, -4.1622266 51.6778909, -4.1621744 51.6777884, -4.1621331 51.6777073, -4.1620487 51.6775416)",B4304,,,
25829095,Station Road,secondary,20 mph,False,True,100.108,"LINESTRING (-4.1624012 51.6782337, -4.162538 51.6785024, -4.1628384 51.6790922)",B4304,,,
26701040,Robinson Street,residential,30 mph,False,True,114.128,"LINESTRING (-4.1624012 51.6782337, -4.1621791 51.6783383, -4.1617041 51.6785401, -4.1610464 51.6788231)",,,,
"[61118704, 372807848]","['Lakefield Road', 'Lakefield Close']",residential,20 mph,True,False,106.82,"LINESTRING (-4.1624012 51.6782337, -4.1625057 51.6782042, -4.1629681 51.6780591, -4.1637912 51.6778096)",,,,
360541695,Church Street,primary,20 mph,True,False,40.388,"LINESTRING (-4.1637155 51.6821128, -4.1633959 51.6824172)",A4214,,2,
360541694,Coleshill Terrace,secondary,20 mph,True,False,214.99600000000004,"LINESTRING (-4.1637155 51.6821128, -4.1639109 51.6821755, -4.164731 51.6823473, -4.1652074 51.6824523, -4.1652291 51.6824571, -4.1652862 51.682487, -4.1653837 51.6825429, -4.1655235 51.6826765, -4.165643 51.682849, -4.1658548 51.6831601, -4.1659432 51.683244, -4.1659653 51.6832572)",B4309,,,
154879589,,unclassified,,False,False,48.875,"LINESTRING (-4.1674517 51.6839372, -4.1676664 51.6835183)",,,,
28852932,Wern Road,residential,,False,True,39.464,"LINESTRING (-4.1555764 51.6806722, -4.1555333 51.6810261)",,,,
28852932,Wern Road,residential,,False,False,70.47,"LINESTRING (-4.1555764 51.6806722, -4.155672 51.6804113, -4.1557747 51.6802724, -4.1558484 51.6801841, -4.1559395 51.6800851)",,,,
28852933,Cwrt Elusendy,residential,,False,False,58.224000000000004,"LINESTRING (-4.1555764 51.6806722, -4.1555286 51.6806635, -4.1552554 51.6806143, -4.1550841 51.6805643, -4.1550164 51.6805657, -4.154962 51.6805877, -4.1549295 51.6806384, -4.1549283 51.6807005)",,,,
"[102157610, 368350275]",Old Lodge,residential,30 mph,False,False,44.494,"LINESTRING (-4.1598893 51.6779195, -4.1599432 51.6779488, -4.1601071 51.6780672, -4.1603196 51.6782172)",,,,
102157610,Old Lodge,residential,30 mph,False,True,38.691,"LINESTRING (-4.1598893 51.6779195, -4.1598319 51.6779022, -4.1597784 51.677893, -4.1596806 51.6778734, -4.1595947 51.6778402, -4.1595094 51.6777879, -4.1594112 51.6777475)",,,,
115640709,Old Lodge,residential,30 mph,False,True,63.260000000000005,"LINESTRING (-4.1598893 51.6779195, -4.1599553 51.6778495, -4.1599268 51.67776, -4.1598916 51.6776794, -4.1598862 51.6776398, -4.1598998 51.6776106, -4.159994 51.6775282, -4.1601841 51.6774491)",,,,
26701040,Robinson Street,residential,30 mph,False,True,47.251,"LINESTRING (-4.1610464 51.6788231, -4.1604833 51.6790653)",,,,
26701040,Robinson Street,residential,30 mph,False,False,114.128,"LINESTRING (-4.1610464 51.6788231, -4.1617041 51.6785401, -4.1621791 51.6783383, -4.1624012 51.6782337)",,,,
368350275,Old Lodge,residential,30 mph,False,True,55.423,"LINESTRING (-4.1610464 51.6788231, -4.1607923 51.6786009, -4.160566 51.6784237)",,,,
162609851,,primary,20 mph,True,False,65.23,"LINESTRING (-4.1600276 51.6835453, -4.1601834 51.6835283, -4.160361 51.6835459, -4.1604778 51.6835981, -4.1605465 51.6836844, -4.1605618 51.6838757)",A484,,,
"[180484497, 1216050515]",,primary,20 mph,False,False,42.384,"LINESTRING (-4.1600276 51.6835453, -4.1599607 51.6835419, -4.1597427 51.6835532, -4.1594155 51.6835738)",A484,,1,
160842845,College Square,residential,30 mph,False,True,34.67,"LINESTRING (-4.1550932 51.6832353, -4.1552263 51.6832959, -4.1552956 51.6833255, -4.1554058 51.6833711, -4.1555065 51.6834128)",,,,
51779267,Church Street,primary,20 mph,True,False,94.10499999999999,"LINESTRING (-4.1639787 51.6812987, -4.1639925 51.681522, -4.1639882 51.6816233, -4.1639351 51.6817832, -4.1639291 51.6817972, -4.1638844 51.6819018, -4.1637155 51.6821128)",A4214,,2,
25829132,Queen Victoria Road,tertiary,30 mph,False,True,78.406,"LINESTRING (-4.1656083 51.6786584, -4.1651756 51.6788252, -4.1646605 51.6790476)",,,,
51779268,Queen Victoria Road,tertiary,,False,False,268.72200000000004,"LINESTRING (-4.1656083 51.6786584, -4.1658536 51.6785486, -4.167302 51.6779005, -4.1679565 51.6775346, -4.1681964 51.677349, -4.1683534 51.6772276, -4.1685366 51.6770859)",,,2,
51779344,Erw Road,residential,,False,False,86.07600000000001,"LINESTRING (-4.1656083 51.6786584, -4.1658576 51.6788792, -4.1660623 51.6790606, -4.1661089 51.6791018, -4.1662397 51.679236, -4.166274 51.679309)",,,,
51779268,Queen Victoria Road,tertiary,,False,False,21.758,"LINESTRING (-4.1685366 51.6770859, -4.1685696 51.6768913)",,,2,
51779268,Queen Victoria Road,tertiary,,False,True,268.72200000000004,"LINESTRING (-4.1685366 51.6770859, -4.1683534 51.6772276, -4.1681964 51.677349, -4.1679565 51.6775346, -4.167302 51.6779005, -4.1658536 51.6785486, -4.1656083 51.6786584)",,,2,
101509036,Waunlanyrafon,residential,30 mph,False,True,101.13799999999999,"LINESTRING (-4.1655261 51.6811341, -4.1658224 51.6810184, -4.1659308 51.680976, -4.1661528 51.6809089, -4.1662033 51.6807168, -4.1662032 51.6806632, -4.1662027 51.6804516)",,,,
101509038,Waunlanyrafon,residential,30 mph,True,False,112.11,"LINESTRING (-4.1655261 51.6811341, -4.1652984 51.6812118, -4.1652454 51.6812256, -4.1649399 51.6812643, -4.1646928 51.6812726, -4.1644236 51.6812639, -4.1642614 51.6812412, -4.1641947 51.6812318, -4.1640598 51.681259, -4.1639787 51.6812987)",,,,
101509039,Park Crescent,residential,,False,True,175.617,"LINESTRING (-4.1655261 51.6811341, -4.1655675 51.6812088, -4.1655709 51.6812372, -4.1655819 51.6813301, -4.1655829 51.6813776, -4.1656113 51.6814252, -4.1656605 51.6814795, -4.1657461 51.6815384, -4.1658715 51.6815822, -4.1660107 51.6815971, -4.1661384 51.6815793, -4.1663642 51.6815089, -4.1666398 51.6814483, -4.1670805 51.6813546, -4.1671548 51.6813437, -4.1674792 51.681296)",,,,
55593765,John Street,residential,30 mph,True,False,138.27399999999997,"LINESTRING (-4.1617792 51.6809543, -4.1619394 51.6809397, -4.1621783 51.680864, -4.1624331 51.6807467, -4.1628607 51.6805426, -4.1634057 51.6803782, -4.1634648 51.680319)",,,,
"[1222104586, 55593766]","['Stepney Street', 'Cowell Street']",residential,30 mph,True,False,226.671,"LINESTRING (-4.1617792 51.6809543, -4.1619575 51.6811884, -4.1623009 51.6816392, -4.1624404 51.6816001, -4.1625461 51.6815456, -4.1628083 51.6813693, -4.1631487 51.6811403, -4.1633798 51.6809849, -4.1636377 51.6806868)",,,,
25829123,Station Road,primary,20 mph,False,False,19.519,"LINESTRING (-4.1634648 51.680319, -4.1633791 51.6801517)",A4214,,,
25829123,Station Road,primary,20 mph,False,True,34.383,"LINESTRING (-4.1634648 51.680319, -4.1635389 51.6804635, -4.1636064 51.6805953, -4.1636158 51.6806137)",A4214,,,
55593767,Inkerman Street,residential,30 mph,False,False,35.923,"LINESTRING (-4.161432 51.6804985, -4.1611778 51.6802165)",,,,
161121780,Murray Street,primary,20 mph,False,False,146.242,"LINESTRING (-4.161432 51.6804985, -4.1629526 51.6798373, -4.1631712 51.6797457)",A4214,,2,
161121780,Murray Street,primary,20 mph,False,True,107.97299999999998,"LINESTRING (-4.161432 51.6804985, -4.1613125 51.6805557, -4.1608202 51.6807702, -4.1607378 51.6808081, -4.1606835 51.6808328, -4.1606036 51.680872, -4.1604745 51.6809279, -4.1604351 51.6809449, -4.1603744 51.6809598, -4.160223 51.6809847, -4.1601095 51.6809768)",A4214,,2,
1222104586,Cowell Street,residential,30 mph,True,False,56.051,"LINESTRING (-4.161432 51.6804985, -4.1616326 51.6807618, -4.1617792 51.6809543)",,,,
55593768,Ralph Street,residential,30 mph,False,False,32.049,"LINESTRING (-4.161312 51.6797631, -4.1610364 51.679531)",,,,
55593767,Inkerman Street,residential,30 mph,False,False,129.45499999999998,"LINESTRING (-4.161312 51.6797631, -4.1614205 51.6796915, -4.1624333 51.6792356, -4.1628073 51.6790974, -4.1628384 51.6790922)",,,,
55593767,Inkerman Street,residential,30 mph,False,True,53.128,"LINESTRING (-4.161312 51.6797631, -4.1612215 51.6798641, -4.1611506 51.6799953, -4.1611437 51.6801323, -4.1611778 51.6802165)",,,,
25829095,Station Road,secondary,20 mph,False,False,100.108,"LINESTRING (-4.1628384 51.6790922, -4.162538 51.6785024, -4.1624012 51.6782337)",B4304,,,
25829095,Station Road,secondary,20 mph,False,True,76.202,"LINESTRING (-4.1628384 51.6790922, -4.1629811 51.6793724, -4.1630655 51.6795381, -4.1631712 51.6797457)",B4304,,,
55593767,Inkerman Street,residential,30 mph,False,True,129.455,"LINESTRING (-4.1628384 51.6790922, -4.1628073 51.6790974, -4.1624333 51.6792356, -4.1614205 51.6796915, -4.161312 51.6797631)",,,,
61118705,Waterloo Street,residential,20 mph,False,False,119.678,"LINESTRING (-4.1628384 51.6790922, -4.1629261 51.6790767, -4.1632437 51.678926, -4.1633987 51.6788585, -4.1635512 51.6787919, -4.1642659 51.6784857)",,,,
26701040,Robinson Street,residential,30 mph,False,False,47.251,"LINESTRING (-4.1604833 51.6790653, -4.1610464 51.6788231)",,,,
55593768,Ralph Street,residential,30 mph,False,True,64.31,"LINESTRING (-4.1604833 51.6790653, -4.1610364 51.679531)",,,,
26701040,Robinson Street,residential,30 mph,False,True,65.224,"LINESTRING (-4.1604833 51.6790653, -4.1600634 51.679246, -4.1597061 51.6793997)",,,,
61118702,Lakefield Place,residential,20 mph,False,False,73.933,"LINESTRING (-4.1668976 51.677662, -4.1662292 51.6771421)",,,,
61118712,Downing Street,residential,,False,True,78.811,"LINESTRING (-4.1653768 51.6774834, -4.1660513 51.6780556)",,,,
372807848,Lakefield Road,residential,20 mph,True,False,69.962,"LINESTRING (-4.1653768 51.6774834, -4.1657137 51.6773485, -4.1662292 51.6771421)",,,,
61118710,Heol Siloh,residential,20 mph,False,False,81.994,"LINESTRING (-4.1637912 51.6778096, -4.1639878 51.6780895, -4.16413 51.678292, -4.1642659 51.6784857)",,,,
372807848,Lakefield Road,residential,20 mph,True,False,77.485,"LINESTRING (-4.1637912 51.6778096, -4.1643327 51.6777181, -4.1648754 51.6776263)",,,,
51779344,Erw Road,residential,,False,False,65.954,"LINESTRING (-4.1662329 51.6797609, -4.1662008 51.6803537)",,,,
51779344,Erw Road,residential,,False,True,50.32899999999999,"LINESTRING (-4.1662329 51.6797609, -4.1662535 51.679535, -4.1662603 51.6794601, -4.166274 51.679309)",,,,
61118706,Lloyd Street,residential,,False,False,69.507,"LINESTRING (-4.1662329 51.6797609, -4.1658307 51.679816, -4.1652485 51.6798957)",,,,
61118706,Lloyd Street,residential,,False,False,131.995,"LINESTRING (-4.1652485 51.6798957, -4.1647157 51.6799687, -4.1633791 51.6801517)",,,,
61118706,Lloyd Street,residential,,False,True,69.507,"LINESTRING (-4.1652485 51.6798957, -4.1658307 51.679816, -4.1662329 51.6797609)",,,,
101509042,Annesley Street,residential,,False,True,102.65,"LINESTRING (-4.1652485 51.6798957, -4.164939 51.6794458, -4.1646605 51.6790476)",,,,
25829123,Station Road,primary,20 mph,False,True,19.519,"LINESTRING (-4.1633791 51.6801517, -4.1634648 51.680319)",A4214,,,
25829123,Station Road,primary,20 mph,False,False,47.366,"LINESTRING (-4.1633791 51.6801517, -4.1632719 51.6799422, -4.1631712 51.6797457)",A4214,,,
61118706,Lloyd Street,residential,,False,True,131.995,"LINESTRING (-4.1633791 51.6801517, -4.1647157 51.6799687, -4.1652485 51.6798957)",,,,
61118712,Downing Street,residential,,False,False,78.811,"LINESTRING (-4.1660513 51.6780556, -4.1653768 51.6774834)",,,,
61118716,Amos Street,residential,20 mph,False,False,77.07,"LINESTRING (-4.1677773 51.6772495, -4.1673696 51.6769481, -4.1670595 51.6767182)",,,,
51779344,Erw Road,residential,,False,False,50.329,"LINESTRING (-4.166274 51.679309, -4.1662603 51.6794601, -4.1662535 51.679535, -4.1662329 51.6797609)",,,,
51779344,Erw Road,residential,,False,True,86.076,"LINESTRING (-4.166274 51.679309, -4.1662397 51.679236, -4.1661089 51.6791018, -4.1660623 51.6790606, -4.1658576 51.6788792, -4.1656083 51.6786584)",,,,
157313716,Brynmor Road,residential,,False,True,14.205,"LINESTRING (-4.166274 51.679309, -4.1663588 51.6792887, -4.166464 51.6792597)",,,,
203488811,Old Castle Road,residential,,False,True,10.887,"LINESTRING (-4.1662027 51.6804516, -4.1662008 51.6803537)",,,,
"[101509035, 1234491167]",Old Castle Road,residential,30 mph,False,False,172.44899999999998,"LINESTRING (-4.1662027 51.6804516, -4.165262 51.6805806, -4.164524 51.6806819, -4.1639974 51.6807541, -4.1637697 51.680806)",,,,
101509036,Waunlanyrafon,residential,30 mph,False,False,101.13799999999999,"LINESTRING (-4.1662027 51.6804516, -4.1662032 51.6806632, -4.1662033 51.6807168, -4.1661528 51.6809089, -4.1659308 51.680976, -4.1658224 51.6810184, -4.1655261 51.6811341)",,,,
360541468,,primary,20 mph,True,False,56.756,"LINESTRING (-4.1637697 51.680806, -4.1638403 51.6809199, -4.1639051 51.6810979, -4.1639787 51.6812987)",A4214,,2,
"[101509035, 1234491167]",Old Castle Road,residential,30 mph,False,True,172.449,"LINESTRING (-4.1637697 51.680806, -4.1639974 51.6807541, -4.164524 51.6806819, -4.165262 51.6805806, -4.1662027 51.6804516)",,,,
101509039,Park Crescent,residential,,False,False,175.61700000000002,"LINESTRING (-4.1674792 51.681296, -4.1671548 51.6813437, -4.1670805 51.6813546, -4.1666398 51.6814483, -4.1663642 51.6815089, -4.1661384 51.6815793, -4.1660107 51.6815971, -4.1658715 51.6815822, -4.1657461 51.6815384, -4.1656605 51.6814795, -4.1656113 51.6814252, -4.1655829 51.6813776, -4.1655819 51.6813301, -4.1655709 51.6812372, -4.1655675 51.6812088, -4.1655261 51.6811341)",,,,
25829132,Queen Victoria Road,tertiary,30 mph,False,False,78.406,"LINESTRING (-4.1646605 51.6790476, -4.1651756 51.6788252, -4.1656083 51.6786584)",,,,
25829132,Queen Victoria Road,tertiary,30 mph,False,True,128.745,"LINESTRING (-4.1646605 51.6790476, -4.1641234 51.6792911, -4.1638444 51.6794176, -4.1635634 51.6795522, -4.1635039 51.6795816, -4.1631712 51.6797457)",,,,
61118710,Heol Siloh,residential,20 mph,False,True,68.14699999999999,"LINESTRING (-4.1646605 51.6790476, -4.1643727 51.6786377, -4.1642659 51.6784857)",,,,
101509042,Annesley Street,residential,,False,False,102.65,"LINESTRING (-4.1646605 51.6790476, -4.164939 51.6794458, -4.1652485 51.6798957)",,,,
61118705,Waterloo Street,residential,20 mph,False,True,119.678,"LINESTRING (-4.1642659 51.6784857, -4.1635512 51.6787919, -4.1633987 51.6788585, -4.1632437 51.678926, -4.1629261 51.6790767, -4.1628384 51.6790922)",,,,
61118710,Heol Siloh,residential,20 mph,False,False,68.14699999999999,"LINESTRING (-4.1642659 51.6784857, -4.1643727 51.6786377, -4.1646605 51.6790476)",,,,
61118710,Heol Siloh,residential,20 mph,False,True,81.994,"LINESTRING (-4.1642659 51.6784857, -4.16413 51.678292, -4.1639878 51.6780895, -4.1637912 51.6778096)",,,,
51779344,Erw Road,residential,,False,True,65.954,"LINESTRING (-4.1662008 51.6803537, -4.1662329 51.6797609)",,,,
203488811,Old Castle Road,residential,,False,False,10.887,"LINESTRING (-4.1662008 51.6803537, -4.1662027 51.6804516)",,,,
101509340,Vauxhall,residential,30 mph,False,False,161.41299999999998,"LINESTRING (-4.1639228 51.6840777, -4.1638613 51.6838495, -4.1638279 51.6837257, -4.1638256 51.6837181, -4.1638073 51.6836568, -4.1637839 51.6835784, -4.1636645 51.6834356, -4.1636213 51.6833894, -4.1635004 51.683266, -4.1634011 51.6831695, -4.1633704 51.6831202, -4.1633491 51.6830687, -4.1633412 51.6830496, -4.1633129 51.6829804, -4.1632343 51.6829036, -4.1630089 51.6827843)",,,,
101509340,Vauxhall,residential,30 mph,False,True,161.41299999999998,"LINESTRING (-4.1630089 51.6827843, -4.1632343 51.6829036, -4.1633129 51.6829804, -4.1633412 51.6830496, -4.1633491 51.6830687, -4.1633704 51.6831202, -4.1634011 51.6831695, -4.1635004 51.683266, -4.1636213 51.6833894, -4.1636645 51.6834356, -4.1637839 51.6835784, -4.1638073 51.6836568, -4.1638256 51.6837181, -4.1638279 51.6837257, -4.1638613 51.6838495, -4.1639228 51.6840777)",,,,
"[918163241, 5733178, 360546853]","['Church Street', 'Hall Street']",primary,20 mph,True,False,146.067,"LINESTRING (-4.1630089 51.6827843, -4.1628175 51.6829419, -4.162507 51.6831855, -4.1623805 51.6832847, -4.1623601 51.6833388, -4.1623629 51.6834, -4.1623835 51.6834468, -4.1624516 51.6835398, -4.1626046 51.6836828, -4.162654 51.6837232, -4.1628098 51.6838864)",A4214,,2,
131628652,Church Street,primary_link,20 mph,True,False,11.894,"LINESTRING (-4.1628368 51.6827917, -4.1630089 51.6827843)",,,,
139240437,Church Street,primary,20 mph,True,False,89.74799999999999,"LINESTRING (-4.1628368 51.6827917, -4.162906 51.6827311, -4.1631597 51.6825088, -4.1632348 51.6824389, -4.1633331 51.6823473, -4.1634791 51.6822113, -4.1635688 51.6821244)",A4214,,2,
101509544,,unclassified,30 mph,False,True,37.498,"LINESTRING (-4.1633959 51.6824172, -4.1638259 51.6826237)",,,,
360541695,Church Street,primary,20 mph,True,False,48.769999999999996,"LINESTRING (-4.1633959 51.6824172, -4.1631988 51.6826088, -4.1630089 51.6827843)",A4214,,2,
101509544,,unclassified,30 mph,False,False,37.498,"LINESTRING (-4.1638259 51.6826237, -4.1633959 51.6824172)",,,,
28852932,Wern Road,residential,,False,False,39.464,"LINESTRING (-4.1555333 51.6810261, -4.1555764 51.6806722)",,,,
28852932,Wern Road,residential,,False,True,24.712,"LINESTRING (-4.1555333 51.6810261, -4.1555062 51.6812477)",,,,
101513021,Als Street,residential,,False,False,84.243,"LINESTRING (-4.1564045 51.6821559, -4.1558401 51.6822677, -4.1555267 51.6823298, -4.1552683 51.6824248)",,,,
"[101513021, 101513022]","['Als Street', 'Pottery Place']",residential,,False,"[False, True]",203.27100000000002,"LINESTRING (-4.1564045 51.6821559, -4.1570312 51.6820317, -4.1572486 51.6819887, -4.1574912 51.6819406, -4.1572491 51.681699, -4.157074 51.6815253, -4.1568409 51.681294, -4.15682 51.6812733, -4.1565349 51.6809896)",,,,
"[116108350, 101513023]","['Cwrt y Wern', 'Lawrence Terrace']",residential,,False,True,82.903,"LINESTRING (-4.1564045 51.6821559, -4.1563344 51.6820415, -4.1559724 51.6818654, -4.1559057 51.68182, -4.1559187 51.6817656, -4.1561119 51.6815793)",,,,
156896281,Upper William Street,residential,,False,False,10.141,"LINESTRING (-4.1552683 51.6824248, -4.1551486 51.6823718)",,,,
101513021,Als Street,residential,,False,True,84.243,"LINESTRING (-4.1552683 51.6824248, -4.1555267 51.6823298, -4.1558401 51.6822677, -4.1564045 51.6821559)",,,,
26701005,Upper Robinson Street,residential,,False,True,32.705,"LINESTRING (-4.1565349 51.6809896, -4.1569001 51.6808019)",,,,
26701005,Upper Robinson Street,residential,,False,False,76.67500000000001,"LINESTRING (-4.1565349 51.6809896, -4.1560697 51.6811306, -4.155564 51.6812361, -4.1555062 51.6812477)",,,,
"[101513021, 101513022]","['Als Street', 'Pottery Place']",residential,,False,"[False, True]",203.27100000000002,"LINESTRING (-4.1565349 51.6809896, -4.15682 51.6812733, -4.1568409 51.681294, -4.157074 51.6815253, -4.1572491 51.681699, -4.1574912 51.6819406, -4.1572486 51.6819887, -4.1570312 51.6820317, -4.1564045 51.6821559)",,,,
"[116108350, 101513023]","['Cwrt y Wern', 'Lawrence Terrace']",residential,,False,False,82.903,"LINESTRING (-4.1561119 51.6815793, -4.1559187 51.6817656, -4.1559057 51.68182, -4.1559724 51.6818654, -4.1563344 51.6820415, -4.1564045 51.6821559)",,,,
156896281,Upper William Street,residential,,False,True,10.141,"LINESTRING (-4.1551486 51.6823718, -4.1552683 51.6824248)",,,,
101513024,,residential,,True,False,10.453000000000001,"LINESTRING (-4.1551486 51.6823718, -4.1551286 51.6823859, -4.155102 51.682395, -4.155072 51.6823978, -4.1550423 51.6823942, -4.1550163 51.6823845)",,roundabout,,
101513024,,residential,,True,False,5.676,"LINESTRING (-4.1550163 51.6823845, -4.1549987 51.6823715, -4.1549884 51.6823557, -4.1549866 51.6823387)",,roundabout,,
101513024,,residential,,True,False,10.066999999999998,"LINESTRING (-4.1549866 51.6823387, -4.154994 51.6823212, -4.1550103 51.6823062, -4.1550337 51.6822953, -4.1550615 51.6822898, -4.1550907 51.6822903)",,roundabout,,
28852932,Wern Road,residential,,False,False,127.718,"LINESTRING (-4.1550907 51.6822903, -4.1550921 51.6822228, -4.1550528 51.6821461, -4.1550283 51.6820982, -4.1550165 51.6820275, -4.1550553 51.6819689, -4.1552663 51.6818544, -4.1554583 51.6816377, -4.1555211 51.6814768, -4.1555062 51.6812477)",,,,
101513024,,residential,,True,False,11.557000000000002,"LINESTRING (-4.1550907 51.6822903, -4.1551169 51.6822963, -4.1551387 51.6823072, -4.1551539 51.6823217, -4.1551609 51.6823385, -4.1551591 51.6823557, -4.1551486 51.6823718)",,roundabout,,
28852932,Wern Road,residential,,False,False,24.712,"LINESTRING (-4.1555062 51.6812477, -4.1555333 51.6810261)",,,,
26701005,Upper Robinson Street,residential,,False,True,76.67500000000001,"LINESTRING (-4.1555062 51.6812477, -4.155564 51.6812361, -4.1560697 51.6811306, -4.1565349 51.6809896)",,,,
28852932,Wern Road,residential,,False,True,127.718,"LINESTRING (-4.1555062 51.6812477, -4.1555211 51.6814768, -4.1554583 51.6816377, -4.1552663 51.6818544, -4.1550553 51.6819689, -4.1550165 51.6820275, -4.1550283 51.6820982, -4.1550528 51.6821461, -4.1550921 51.6822228, -4.1550907 51.6822903)",,,,
115640703,Glanmor Terrace,residential,20 mph,False,False,38.594,"LINESTRING (-4.1645819 51.6762356, -4.164124 51.6764352)",,,,
115640703,Glanmor Terrace,residential,20 mph,False,True,98.997,"LINESTRING (-4.1645819 51.6762356, -4.1646671 51.6761804, -4.1648055 51.676031, -4.1649572 51.675851, -4.1652725 51.6754585)",,,,
