osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,access,tunnel,junction
23862565,True,,Greenway Road,residential,20 mph,False,158.86900000000003,"LINESTRING (-3.8017873 51.6597337, -3.802068 51.6597942, -3.8039874 51.660156)",,,,,
60861138,False,B4434,Eastland Road,secondary,20 mph,True,112.18299999999999,"LINESTRING (-3.8017873 51.6597337, -3.8023079 51.6590956, -3.8024544 51.6588163)",2,,,,
25164538,False,,Dyfed Road,residential,20 mph,False,66.966,"LINESTRING (-3.7997718 51.6629595, -3.799572 51.662887, -3.7989526 51.6626365)",2,,,,
60187250,False,B4434,Gnoll Park Road,secondary,20 mph,True,58.647999999999996,"LINESTRING (-3.7997718 51.6629595, -3.7998363 51.6626986, -3.8000666 51.6624772)",2,,,,
795213578,False,B4286,Gnoll Park Road,secondary,20 mph,False,12.689,"LINESTRING (-3.7997718 51.6629595, -3.7997636 51.6630318, -3.7997581 51.6630733)",3,,,,
31984273,False,,Milland Road,unclassified,,False,25.757,"LINESTRING (-3.8089985 51.6610154, -3.809219 51.661088, -3.8093193 51.661133)",,,,,
31984273,False,,Milland Road,unclassified,,True,184.878,"LINESTRING (-3.8089985 51.6610154, -3.8089474 51.6609815, -3.8089171 51.6609378, -3.8089144 51.6608994, -3.80894 51.66082, -3.8092687 51.6603215, -3.809803 51.6594733)",,,,,
31984273,False,,Milland Road,unclassified,,True,25.757,"LINESTRING (-3.8093193 51.661133, -3.809219 51.661088, -3.8089985 51.6610154)",,,,,
"[100652437, 100652429]",False,,"['The Green', 'Commercial Street']",unclassified,,False,260.157,"LINESTRING (-3.8093193 51.661133, -3.8093483 51.6611737, -3.8093544 51.6612139, -3.8089521 51.6620308, -3.8083128 51.6623077, -3.8078129 51.6625404, -3.8076255 51.6626753, -3.8075679 51.6627579, -3.807514 51.6628351, -3.8074007 51.6629976)",,,,,
"[100652435, 100652447]",False,,"['Milland Road', 'Canal Road']",unclassified,,False,240.459,"LINESTRING (-3.8093193 51.661133, -3.8096429 51.6611875, -3.8095808 51.6612731, -3.8089314 51.6624831, -3.8085669 51.663023)",,yes,,,
55490771,False,,Cribb's Row,unclassified,20 mph,False,52.391,"LINESTRING (-3.8074007 51.6629976, -3.8080386 51.6632534)",,,,,
1161358872,False,,Commercial Street,unclassified,20 mph,False,38.716,"LINESTRING (-3.8074007 51.6629976, -3.8068394 51.6629949)",,,,,
"[100652429, 100652437]",False,,"['The Green', 'Commercial Street']",unclassified,,True,260.157,"LINESTRING (-3.8074007 51.6629976, -3.807514 51.6628351, -3.8075679 51.6627579, -3.8076255 51.6626753, -3.8078129 51.6625404, -3.8083128 51.6623077, -3.8089521 51.6620308, -3.8093544 51.6612139, -3.8093483 51.6611737, -3.8093193 51.661133)",,,,,
60861062,True,,London Road,tertiary,20 mph,False,62.365,"LINESTRING (-3.8037185 51.661089, -3.8038847 51.6605377)",,,,,
79585906,True,,Victoria Gardens,residential,20 mph,False,160.036,"LINESTRING (-3.8037185 51.661089, -3.8030617 51.6609526, -3.8015183 51.6606322)",,,,,
60187229,True,,Stryd Dewi Sant,unclassified,20 mph,False,19.283,"LINESTRING (-3.8009156 51.6617843, -3.8011168 51.6619047)",,,,,
60187250,False,B4434,Gnoll Park Road,secondary,20 mph,False,32.342,"LINESTRING (-3.8009156 51.6617843, -3.8006117 51.6620058)",2,,,,
60419923,False,B4434,Victoria Gardens,secondary,20 mph,True,18.112,"LINESTRING (-3.8009156 51.6617843, -3.8010501 51.6616444)",2,,,,
25653449,False,,Water Street,residential,20 mph,False,170.62099999999998,"LINESTRING (-3.8011168 51.6619047, -3.8011948 51.6622253, -3.8016073 51.6625511, -3.8019316 51.6627999, -3.8021852 51.6630075, -3.8023173 51.6631322, -3.802376 51.6631876)",,,,,
"[1246268657, 60187229]",True,,Stryd Dewi Sant,unclassified,20 mph,False,160.44600000000003,"LINESTRING (-3.8011168 51.6619047, -3.8014915 51.6619405, -3.8019419 51.6619835, -3.8022179 51.6620414, -3.8024935 51.6621287, -3.8029043 51.6622421, -3.803009 51.662263, -3.803239 51.6622925, -3.8033312 51.6622758)",,,,,
60861062,True,,London Road,tertiary,20 mph,False,49.171,"LINESTRING (-3.8041879 51.658992, -3.8043515 51.6585616)",,,,,
31984273,False,,Milland Road,unclassified,,True,10.89,"LINESTRING (-3.809803 51.6594733, -3.8098593 51.6593818)",,,,,
31984273,False,,Milland Road,unclassified,,False,184.878,"LINESTRING (-3.809803 51.6594733, -3.8092687 51.6603215, -3.80894 51.66082, -3.8089144 51.6608994, -3.8089171 51.6609378, -3.8089474 51.6609815, -3.8089985 51.6610154)",,,,,
31984273,False,,Milland Road,unclassified,,False,10.89,"LINESTRING (-3.8098593 51.6593818, -3.809803 51.6594733)",,,,,
"[25164368, 54827429]",True,,,primary_link,30 mph,False,187.48499999999999,"LINESTRING (-3.8098593 51.6593818, -3.8109094 51.6596131, -3.8110435 51.659633, -3.8111642 51.6596239, -3.8112876 51.6595923, -3.8113866 51.6595423, -3.8114793 51.6594426, -3.811517 51.6593843, -3.8115223 51.659331, -3.8114954 51.6592046, -3.8114016 51.6591048, -3.8111587 51.6589771)",2,yes,,,
29467545,False,B4434,Gnoll Park Road,secondary,20 mph,False,27.319,"LINESTRING (-3.7971431 51.6651785, -3.7973648 51.6649749)",,,,,
25382293,False,,Beechwood Avenue,residential,20 mph,True,123.80799999999999,"LINESTRING (-3.7990161 51.6589535, -3.798363 51.6594188, -3.7978374 51.6597932)",2,,,,
136415319,False,B4287,Cimla Road,secondary,30 mph,False,59.330999999999996,"LINESTRING (-3.7990161 51.6589535, -3.7994833 51.6591456, -3.7997604 51.6592163)",2,,,,
25382293,False,,Beechwood Avenue,residential,20 mph,True,21.864,"LINESTRING (-3.7978374 51.6597932, -3.7976003 51.6599237)",2,,,,
25382293,False,,Beechwood Avenue,residential,20 mph,False,123.80799999999999,"LINESTRING (-3.7978374 51.6597932, -3.798363 51.6594188, -3.7990161 51.6589535)",2,,,,
"[96573754, 55481711]",False,,"['Cedar Road', 'Gnoll Avenue']",residential,20 mph,True,266.26599999999996,"LINESTRING (-3.7978374 51.6597932, -3.7985967 51.6601821, -3.7989742 51.660509, -3.7994274 51.6597684, -3.7997604 51.6592163)",2,,,,
29467545,False,B4434,Gnoll Park Road,secondary,20 mph,True,85.588,"LINESTRING (-3.7988466 51.6636211, -3.7981467 51.6642567)",,,,,
25382295,True,,Rosser Street,residential,20 mph,False,198.219,"LINESTRING (-3.7988466 51.6636211, -3.8003818 51.6642463, -3.8011406 51.6646851)",2,,yes,,
29467545,False,B4434,Gnoll Park Road,secondary,20 mph,False,56.989000000000004,"LINESTRING (-3.7988466 51.6636211, -3.799173 51.6633132, -3.7992815 51.6632538, -3.7993677 51.6632446)",,,,,
25653449,False,,Water Street,residential,20 mph,True,170.62099999999998,"LINESTRING (-3.802376 51.6631876, -3.8023173 51.6631322, -3.8021852 51.6630075, -3.8019316 51.6627999, -3.8016073 51.6625511, -3.8011948 51.6622253, -3.8011168 51.6619047)",,,,,
76403782,True,,Fairfield Way,residential,20 mph,False,116.731,"LINESTRING (-3.802376 51.6631876, -3.8023075 51.6632805, -3.8021602 51.6633322, -3.8014601 51.6635778, -3.8013419 51.6636193, -3.8013171 51.6636265, -3.8011624 51.6637148, -3.8010743 51.6638127)",,,,,
28797243,True,,The Ropewalk,residential,20 mph,False,62.962,"LINESTRING (-3.8039874 51.660156, -3.8048645 51.6603128)",,,,,
60861062,True,,London Road,tertiary,20 mph,False,130.249,"LINESTRING (-3.8039874 51.660156, -3.8041346 51.6594504, -3.8041616 51.6593176, -3.8041879 51.658992)",,,,,
24381985,True,B4434,Windsor Road,secondary,20 mph,False,58.797,"LINESTRING (-3.8064969 51.6606035, -3.8066359 51.6611252)",2,,,,
79370320,False,,The Ropewalk,residential,20 mph,False,84.878,"LINESTRING (-3.8064969 51.6606035, -3.8076834 51.6608059)",,,,,
28797188,True,,Davies Road,unclassified,,False,56.58,"LINESTRING (-3.8046693 51.6612869, -3.804791 51.6607837)",,,,,
24998666,True,,Alfred Street,residential,20 mph,False,69.176,"LINESTRING (-3.8046693 51.6612869, -3.8043351 51.6612181, -3.8037185 51.661089)",,,,,
28797169,False,B4434,Victoria Gardens,secondary,20 mph,False,56.353,"LINESTRING (-3.8016732 51.6601346, -3.8015183 51.6606322)",2,,,,
28797169,False,B4434,Victoria Gardens,secondary,20 mph,True,45.268,"LINESTRING (-3.8016732 51.6601346, -3.8017873 51.6597337)",2,,,,
28797229,True,,Creswell Road,residential,20 mph,False,158.99099999999999,"LINESTRING (-3.8016732 51.6601346, -3.802788 51.6603373, -3.8033203 51.6604346, -3.8038847 51.6605377)",,,,,
"[89711422, 30044133, 30044134]",False,B4434,Croft Road,secondary,20 mph,True,158.78199999999998,"LINESTRING (-3.8066965 51.6645439, -3.8068318 51.6648359, -3.8069141 51.6649988, -3.8070278 51.6652334, -3.8073797 51.6659074)",,yes,,,
"[516243954, 38477580, 38477581]",False,,Bridge Street,unclassified,,False,106.349,"LINESTRING (-3.8066965 51.6645439, -3.8071861 51.664624, -3.8072686 51.6646436, -3.8074865 51.6647044, -3.808107 51.6649163)",2,yes,,,
34583691,False,B4434,Riverside Drive,secondary,20 mph,False,16.945,"LINESTRING (-3.8072162 51.6660195, -3.8073129 51.6659676, -3.8073797 51.6659074)",,,,,
96021275,False,B4434,Riverside Drive,secondary,20 mph,True,349.063,"LINESTRING (-3.8072162 51.6660195, -3.8070939 51.6660592, -3.806962 51.6660937, -3.8068318 51.6661185, -3.8066588 51.6661352, -3.806153 51.6661653, -3.8056533 51.6661902, -3.8052798 51.6662026, -3.8048773 51.6662063, -3.8044523 51.6662011, -3.8041072 51.6661869, -3.8037756 51.6661712, -3.8033931 51.6661468, -3.8030272 51.6661086, -3.8026863 51.6660588, -3.8023996 51.6659846, -3.8022981 51.6659416, -3.8022652 51.6659276)",2,,,,
28797169,False,B4434,Victoria Gardens,secondary,20 mph,True,56.353,"LINESTRING (-3.8015183 51.6606322, -3.8016732 51.6601346)",2,,,,
60419923,False,B4434,Victoria Gardens,secondary,20 mph,False,117.641,"LINESTRING (-3.8015183 51.6606322, -3.8012163 51.6614376, -3.8010501 51.6616444)",2,,,,
30852481,False,,Forster Road,unclassified,20 mph,False,116.823,"LINESTRING (-3.8006117 51.6620058, -3.7993095 51.661334)",,,,,
60187250,False,B4434,Gnoll Park Road,secondary,20 mph,True,32.342,"LINESTRING (-3.8006117 51.6620058, -3.8009156 51.6617843)",2,,,,
60187250,False,B4434,Gnoll Park Road,secondary,20 mph,False,64.531,"LINESTRING (-3.8006117 51.6620058, -3.8005339 51.6620657, -3.8001397 51.6624069, -3.8000666 51.6624772)",2,,,,
30951774,True,,Gnoll Avenue,residential,20 mph,False,98.693,"LINESTRING (-3.8010501 51.6616444, -3.7999608 51.6610689)",,,,,
60419923,False,B4434,Victoria Gardens,secondary,20 mph,False,18.112,"LINESTRING (-3.8010501 51.6616444, -3.8009156 51.6617843)",2,,,,
60419923,False,B4434,Victoria Gardens,secondary,20 mph,True,117.641,"LINESTRING (-3.8010501 51.6616444, -3.8012163 51.6614376, -3.8015183 51.6606322)",2,,,,
31002709,False,,Ena Avenue,residential,20 mph,False,81.187,"LINESTRING (-3.7999608 51.6610689, -3.800402 51.660392)",2,,,,
99348450,False,,Gnoll Avenue,residential,20 mph,False,14.434,"LINESTRING (-3.7999608 51.6610689, -3.7997637 51.6610253)",2,,,,
136415319,False,B4287,Cimla Road,secondary,30 mph,False,62.167,"LINESTRING (-3.8009676 51.6595013, -3.8017873 51.6597337)",2,,,,
31002709,False,,Ena Avenue,residential,20 mph,True,106.44900000000001,"LINESTRING (-3.8009676 51.6595013, -3.8006195 51.6600495, -3.800402 51.660392)",2,,,,
136415319,False,B4287,Cimla Road,secondary,30 mph,True,89.09700000000001,"LINESTRING (-3.8009676 51.6595013, -3.7998796 51.6592444, -3.7997604 51.6592163)",2,,,,
99348450,False,,Gnoll Avenue,residential,20 mph,True,24.616,"LINESTRING (-3.7994706 51.660899, -3.7997637 51.6610253)",2,,,,
30956447,False,,Glyn-Y-Coed Road,residential,20 mph,False,60.984,"LINESTRING (-3.8012123 51.6606114, -3.800402 51.660392)",2,,,,
30956447,False,,Glyn-Y-Coed Road,residential,20 mph,True,60.984,"LINESTRING (-3.800402 51.660392, -3.8012123 51.6606114)",2,,,,
31002709,False,,Ena Avenue,residential,20 mph,True,81.187,"LINESTRING (-3.800402 51.660392, -3.7999608 51.6610689)",2,,,,
31002709,False,,Ena Avenue,residential,20 mph,False,106.44900000000001,"LINESTRING (-3.800402 51.660392, -3.8006195 51.6600495, -3.8009676 51.6595013)",2,,,,
34583706,True,B4434,,secondary_link,20 mph,False,21.558,"LINESTRING (-3.8075102 51.6660827, -3.8073305 51.6660346, -3.8072162 51.6660195)",,,,,
89711426,False,B4434,Croft Road,secondary,20 mph,False,21.479,"LINESTRING (-3.8075102 51.6660827, -3.8074633 51.6660258, -3.8073797 51.6659074)",,,,,
38477581,False,,Bridge Street,unclassified,,True,18.405,"LINESTRING (-3.8084467 51.6650324, -3.808213 51.6649525)",2,,,,
38477581,False,,Bridge Street,unclassified,,False,18.405,"LINESTRING (-3.808213 51.6649525, -3.8084467 51.6650324)",2,,,,
38477581,False,,Bridge Street,unclassified,,True,8.346,"LINESTRING (-3.808213 51.6649525, -3.808107 51.6649163)",2,,,,
38833523,False,,Heol Cei,unclassified,,False,92.602,"LINESTRING (-3.808213 51.6649525, -3.808618 51.6641585)",2,,,,
38833523,False,,Heol Cei,unclassified,,True,92.602,"LINESTRING (-3.808618 51.6641585, -3.808213 51.6649525)",2,,,,
38477581,False,,Bridge Street,unclassified,,False,8.346,"LINESTRING (-3.808107 51.6649163, -3.808213 51.6649525)",2,,,,
38833527,False,,Brickyard Cottages,unclassified,,False,52.725,"LINESTRING (-3.808107 51.6649163, -3.8077461 51.6653343)",,,,,
"[516243954, 38477580, 38477581]",False,,Bridge Street,unclassified,,True,106.349,"LINESTRING (-3.808107 51.6649163, -3.8074865 51.6647044, -3.8072686 51.6646436, -3.8071861 51.664624, -3.8066965 51.6645439)",2,yes,,,
38833527,False,,Brickyard Cottages,unclassified,,True,52.725,"LINESTRING (-3.8077461 51.6653343, -3.808107 51.6649163)",,,,,
1150081829,True,,Prince of Wales Drive,secondary,20 mph,False,34.788,"LINESTRING (-3.8016026 51.6642565, -3.8019185 51.6645004)",,,,,
"[30112786, 74975054]",True,,"['Wind Street', 'Old Market Street']",unclassified,20 mph,False,158.453,"LINESTRING (-3.8016026 51.6642565, -3.8016816 51.6642316, -3.8025829 51.6639273, -3.802962 51.6638149, -3.80319 51.66398, -3.8033775 51.6642075)",,,,,
54808023,False,,King Street,residential,20 mph,True,61.813,"LINESTRING (-3.8074616 51.6584866, -3.8083206 51.6586449)",,,,,
54808024,False,,Elias Street,residential,20 mph,False,114.44300000000001,"LINESTRING (-3.8074616 51.6584866, -3.8074187 51.6585532, -3.8073436 51.6585732, -3.8065852 51.658696, -3.8059158 51.6587625)",,,,,
54808014,False,,Mary Street,residential,,False,15.794,"LINESTRING (-3.8083898 51.6585095, -3.8083206 51.6586449)",,,,,
54808014,False,,Mary Street,residential,,True,15.794,"LINESTRING (-3.8083206 51.6586449, -3.8083898 51.6585095)",,,,,
54808023,False,,King Street,residential,20 mph,False,61.813,"LINESTRING (-3.8083206 51.6586449, -3.8074616 51.6584866)",,,,,
54808023,False,,King Street,residential,20 mph,True,37.006,"LINESTRING (-3.8083206 51.6586449, -3.8088349 51.6587396)",,,,,
54808023,False,,King Street,residential,20 mph,False,12.577,"LINESTRING (-3.8089958 51.6587928, -3.8088349 51.6587396)",,,,,
54808023,False,,King Street,residential,20 mph,False,37.006,"LINESTRING (-3.8088349 51.6587396, -3.8083206 51.6586449)",,,,,
54808023,False,,King Street,residential,20 mph,True,12.577,"LINESTRING (-3.8088349 51.6587396, -3.8089958 51.6587928)",,,,,
24381985,True,B4434,Windsor Road,secondary,20 mph,False,74.998,"LINESTRING (-3.8059158 51.6587625, -3.806112 51.6594259)",2,,,,
54808024,False,,Elias Street,residential,20 mph,True,114.443,"LINESTRING (-3.8059158 51.6587625, -3.8065852 51.658696, -3.8073436 51.6585732, -3.8074187 51.6585532, -3.8074616 51.6584866)",,,,,
60861062,True,,London Road,tertiary,20 mph,False,43.03,"LINESTRING (-3.8038847 51.6605377, -3.8039874 51.660156)",,,,,
55260871,True,,Arthur Street,residential,20 mph,False,121.436,"LINESTRING (-3.8024544 51.6588163, -3.8032694 51.6589361, -3.8041879 51.658992)",,,,,
60861138,False,B4434,Eastland Road,secondary,20 mph,False,112.18299999999999,"LINESTRING (-3.8024544 51.6588163, -3.8023079 51.6590956, -3.8017873 51.6597337)",2,,,,
25164538,False,,Dyfed Road,residential,20 mph,True,113.70500000000001,"LINESTRING (-3.797605 51.6620475, -3.7983791 51.6623858, -3.7984732 51.662427, -3.7989526 51.6626365)",2,,,,
96469023,True,,Woodland Road,residential,20 mph,False,122.158,"LINESTRING (-3.7985722 51.6611272, -3.797605 51.6620475)",,,,,
99348458,False,,Wenham Place,unclassified,20 mph,False,47.44500000000001,"LINESTRING (-3.7985722 51.6611272, -3.7981423 51.6609504, -3.7980039 51.660887)",,,,,
30852481,False,,Forster Road,unclassified,20 mph,True,116.823,"LINESTRING (-3.7993095 51.661334, -3.8006117 51.6620058)",,,,,
99348448,True,,Woodland Road,unclassified,20 mph,False,58.278,"LINESTRING (-3.7993095 51.661334, -3.7991446 51.661352, -3.7985722 51.6611272)",,,,,
96469024,True,,Woodland Road,unclassified,20 mph,False,46.473,"LINESTRING (-3.7997637 51.6610253, -3.7993095 51.661334)",,,,,
99348450,False,,Gnoll Avenue,residential,20 mph,False,24.616,"LINESTRING (-3.7997637 51.6610253, -3.7994706 51.660899)",2,,,,
99348450,False,,Gnoll Avenue,residential,20 mph,True,14.434,"LINESTRING (-3.7997637 51.6610253, -3.7999608 51.6610689)",2,,,,
"[96573754, 55481711]",False,,"['Cedar Road', 'Gnoll Avenue']",residential,20 mph,False,266.266,"LINESTRING (-3.7997604 51.6592163, -3.7994274 51.6597684, -3.7989742 51.660509, -3.7985967 51.6601821, -3.7978374 51.6597932)",2,,,,
136415319,False,B4287,Cimla Road,secondary,30 mph,False,89.09700000000001,"LINESTRING (-3.7997604 51.6592163, -3.7998796 51.6592444, -3.8009676 51.6595013)",2,,,,
136415319,False,B4287,Cimla Road,secondary,30 mph,True,59.330999999999996,"LINESTRING (-3.7997604 51.6592163, -3.7994833 51.6591456, -3.7990161 51.6589535)",2,,,,
55481712,False,,,unclassified,,False,54.04,"LINESTRING (-3.7989526 51.6626365, -3.7985128 51.6630387)",,,,,
25164538,False,,Dyfed Road,residential,20 mph,False,113.70500000000001,"LINESTRING (-3.7989526 51.6626365, -3.7984732 51.662427, -3.7983791 51.6623858, -3.797605 51.6620475)",2,,,,
25164538,False,,Dyfed Road,residential,20 mph,True,66.966,"LINESTRING (-3.7989526 51.6626365, -3.799572 51.662887, -3.7997718 51.6629595)",2,,,,
55481712,False,,,unclassified,,True,54.04,"LINESTRING (-3.7985128 51.6630387, -3.7989526 51.6626365)",,,,,
25382293,False,,Beechwood Avenue,residential,20 mph,False,21.864,"LINESTRING (-3.7976003 51.6599237, -3.7978374 51.6597932)",2,,,,
28797243,True,,The Ropewalk,residential,20 mph,False,114.97,"LINESTRING (-3.804895 51.6603178, -3.8064969 51.6606035)",,,,,
99348458,False,,Wenham Place,unclassified,20 mph,False,53.005,"LINESTRING (-3.7980039 51.660887, -3.7984251 51.6604883)",,,,,
99348458,False,,Wenham Place,unclassified,20 mph,True,47.44500000000001,"LINESTRING (-3.7980039 51.660887, -3.7981423 51.6609504, -3.7985722 51.6611272)",,,,,
1189358320,False,,Clos Y Wawr,residential,20 mph,False,55.074,"LINESTRING (-3.7980039 51.660887, -3.7978591 51.6608517, -3.7978156 51.6608452, -3.797771 51.6608429, -3.7977263 51.6608451, -3.7976784 51.6608524, -3.7976333 51.6608647, -3.7975922 51.6608817, -3.7975466 51.6609097, -3.7975118 51.6609432, -3.7973908 51.6610661)",,,,,
99348458,False,,Wenham Place,unclassified,20 mph,True,53.005,"LINESTRING (-3.7984251 51.6604883, -3.7980039 51.660887)",,,,,
55490771,False,,Cribb's Row,unclassified,20 mph,True,52.391,"LINESTRING (-3.8080386 51.6632534, -3.8074007 51.6629976)",,,,,
"[76403758, 74975054]",True,,"['Castle Street', 'Old Market Street']",unclassified,20 mph,False,116.957,"LINESTRING (-3.8033775 51.6642075, -3.8034916 51.664309, -3.8037047 51.6644752, -3.8037149 51.6645502, -3.803681 51.6646093, -3.8034351 51.6647134, -3.8030546 51.6649108, -3.8029257 51.6649408)",,,,,
55490777,False,,Orchard Street,unclassified,20 mph,False,121.28699999999999,"LINESTRING (-3.8041977 51.6632002, -3.8035539 51.6626811, -3.8034054 51.6625198, -3.8033823 51.6624947, -3.8033428 51.6623256, -3.8033312 51.6622758)",,,,,
76403799,True,,Maes Yr Haf Road,unclassified,20 mph,False,77.318,"LINESTRING (-3.8062249 51.6626509, -3.8069147 51.6627411, -3.8068394 51.6629949)",,,,,
1161358873,True,B4434,The Parade,secondary,20 mph,False,59.082,"LINESTRING (-3.8062249 51.6626509, -3.806233 51.6630665, -3.8062308 51.6631822)",,,,,
76403763,False,,Castle View,residential,,False,47.569,"LINESTRING (-3.8032246 51.6653142, -3.8031046 51.665247, -3.8030362 51.6651479, -3.8029963 51.6650314, -3.8029257 51.6649408)",,,,,
1161358872,False,,Commercial Street,unclassified,20 mph,True,38.716,"LINESTRING (-3.8068394 51.6629949, -3.8074007 51.6629976)",,,,,
100652424,False,,Maes Yr Haf Road,unclassified,20 mph,False,46.874,"LINESTRING (-3.8068394 51.6629949, -3.8066709 51.663042, -3.8062842 51.6631637, -3.8062308 51.6631822)",,,,,
76403758,True,,Castle Street,unclassified,20 mph,False,43.496,"LINESTRING (-3.8029257 51.6649408, -3.8024555 51.6649408, -3.8023053 51.6649058)",,,,,
76403763,False,,Castle View,residential,,True,47.569,"LINESTRING (-3.8029257 51.6649408, -3.8029963 51.6650314, -3.8030362 51.6651479, -3.8031046 51.665247, -3.8032246 51.6653142)",,,,,
79370320,False,,The Ropewalk,residential,20 mph,True,84.878,"LINESTRING (-3.8076834 51.6608059, -3.8064969 51.6606035)",,,,,
"[79370321, 304533246]",True,,,unclassified,,False,93.661,"LINESTRING (-3.8076834 51.6608059, -3.8088003 51.6609799, -3.8089985 51.6610154)",,,,yes,
79631194,True,,Rectory Road,residential,20 mph,False,81.98,"LINESTRING (-3.8051043 51.6595907, -3.8048645 51.6603128)",,,,,
79631195,False,,Dudley Street,residential,,False,41.867,"LINESTRING (-3.8051043 51.6595907, -3.8056899 51.6596897)",,,,,
28797243,True,,The Ropewalk,residential,20 mph,False,2.176,"LINESTRING (-3.8048645 51.6603128, -3.804895 51.6603178)",,,,,
79631195,False,,Dudley Street,residential,,True,41.867,"LINESTRING (-3.8056899 51.6596897, -3.8051043 51.6595907)",,,,,
55490777,False,,Orchard Street,unclassified,20 mph,True,121.287,"LINESTRING (-3.8033312 51.6622758, -3.8033428 51.6623256, -3.8033823 51.6624947, -3.8034054 51.6625198, -3.8035539 51.6626811, -3.8041977 51.6632002)",,,,,
413412767,True,,Orchard Street,unclassified,20 mph,False,135.615,"LINESTRING (-3.8033312 51.6622758, -3.8034196 51.662198, -3.8034549 51.6620624, -3.8036421 51.661396, -3.8037185 51.661089)",,,,,
96020953,False,,,residential,20 mph,True,41.315,"LINESTRING (-3.8011406 51.6646851, -3.8015932 51.6644417)",2,,,,
96020953,False,,,residential,20 mph,False,41.315,"LINESTRING (-3.8015932 51.6644417, -3.8011406 51.6646851)",2,,,,
96020981,False,,,residential,,False,8.064,"LINESTRING (-3.8015932 51.6644417, -3.8015191 51.6643856)",,,,,
96020981,False,,,residential,,True,8.732,"LINESTRING (-3.8015932 51.6644417, -3.8016773 51.6645004)",,,,,
96020981,False,,,residential,,True,8.064,"LINESTRING (-3.8015191 51.6643856, -3.8015932 51.6644417)",,,,,
96020981,False,,,residential,,False,8.732,"LINESTRING (-3.8016773 51.6645004, -3.8015932 51.6644417)",,,,,
99348460,False,,Willet Close,residential,20 mph,False,38.295,"LINESTRING (-3.8013317 51.6658117, -3.8015472 51.6654943)",2,,,,
28542708,False,,Parr Avenue,residential,20 mph,False,55.077,"LINESTRING (-3.8013317 51.6658117, -3.8014155 51.6658624, -3.8015177 51.6658993, -3.8016523 51.6659312, -3.8017675 51.665937, -3.8019557 51.6659335, -3.8020624 51.6659064)",2,,,,
28542708,False,,Parr Avenue,residential,20 mph,True,58.611000000000004,"LINESTRING (-3.8013317 51.6658117, -3.8012243 51.6657807, -3.8011154 51.66577, -3.8010098 51.6657755, -3.8008694 51.6658012, -3.8007428 51.6658205, -3.8006192 51.6658244, -3.800505 51.6658183)",2,,,,
28542708,False,,Parr Avenue,residential,20 mph,False,55.834,"LINESTRING (-3.7997113 51.6658927, -3.7999613 51.6658916, -3.8001093 51.6658722, -3.8002499 51.6658419, -3.8003906 51.6658202, -3.800505 51.6658183)",2,,,,
