osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,est_width,width,bridge,access
"[407830455, 31718031]",False,2,"['Boverton Road', 'East Street']",tertiary,20 mph,True,189.755,"LINESTRING (-3.4844482 51.4085633, -3.4843176 51.4085586, -3.484126 51.4085392, -3.4840002 51.4085177, -3.4837684 51.4084779, -3.4835279 51.4084392, -3.4833126 51.4084095, -3.4831066 51.408383, -3.4827653 51.4083461, -3.4821416 51.408293, -3.4817623 51.408252)",,,,
1234964226,False,2,East Street,tertiary,20 mph,False,64.593,"LINESTRING (-3.4844482 51.4085633, -3.4845717 51.4085553, -3.4847553 51.408527, -3.4849023 51.4084917, -3.4851249 51.4084258, -3.4851725 51.4084177, -3.4852469 51.408404, -3.4853287 51.4083852)",,,,
4597019,False,1,Colhugh Street,residential,30 mph,False,44.033,"LINESTRING (-3.4854655 51.4082677, -3.4854562 51.4082349, -3.4854009 51.408108, -3.4853771 51.4080207, -3.4853657 51.4079817, -3.4853657 51.407932, -3.4853783 51.4078793)",,,,
1246721648,False,2,East Street,tertiary,20 mph,False,22.411,"LINESTRING (-3.4854655 51.4082677, -3.4855206 51.4082441, -3.4856091 51.4082135, -3.4857463 51.4081684)",,,,
"[1246721649, 1234964226]",False,2,East Street,tertiary,20 mph,True,16.541,"LINESTRING (-3.4854655 51.4082677, -3.4854317 51.4083186, -3.4853859 51.4083586, -3.4853287 51.4083852)",,2.5,,
4597019,False,1,Colhugh Street,residential,30 mph,True,25.348,"LINESTRING (-3.4851759 51.4073962, -3.4853044 51.4076096)",,,,
4597019,False,1,Colhugh Street,residential,30 mph,False,37.451,"LINESTRING (-3.4851759 51.4073962, -3.4850228 51.4072281, -3.4849023 51.4071059)",,,,
31766511,False,2,Methodist Lane,residential,30 mph,False,97.126,"LINESTRING (-3.4851759 51.4073962, -3.4852235 51.4073766, -3.4853727 51.4072673, -3.4854575 51.4071995, -3.4856302 51.4070531, -3.4858483 51.4069126, -3.4859704 51.4068248, -3.486008 51.4067915, -3.4860214 51.406756, -3.4860253 51.4067185)",,,,
4597019,False,1,Colhugh Street,residential,30 mph,False,118.435,"LINESTRING (-3.4849452 51.4061628, -3.484992 51.405998, -3.4850267 51.4058813, -3.4850713 51.4056838, -3.4851115 51.4055855, -3.4851548 51.4054911, -3.4851934 51.4054043, -3.485272 51.4052576, -3.4853446 51.4051302)",,,,
4597019,False,1,Colhugh Street,residential,30 mph,True,53.22200000000001,"LINESTRING (-3.4849452 51.4061628, -3.4848902 51.4063112, -3.4848708 51.4063924, -3.4848513 51.4065074, -3.4848318 51.4066354)",,,,
4597025,False,1,The Lanes,residential,30 mph,False,78.82200000000002,"LINESTRING (-3.4849452 51.4061628, -3.4850123 51.4061723, -3.4852682 51.4061883, -3.4853509 51.4062046, -3.4854119 51.4062242, -3.4854662 51.4062422, -3.485547 51.4062524, -3.4856205 51.4062531, -3.4857502 51.4062355, -3.4858578 51.4062154, -3.4860322 51.4061645)",,,,
4597025,False,1,The Lanes,residential,30 mph,True,78.822,"LINESTRING (-3.4860322 51.4061645, -3.4858578 51.4062154, -3.4857502 51.4062355, -3.4856205 51.4062531, -3.485547 51.4062524, -3.4854662 51.4062422, -3.4854119 51.4062242, -3.4853509 51.4062046, -3.4852682 51.4061883, -3.4850123 51.4061723, -3.4849452 51.4061628)",,,,
473050996,False,,Llanmaes Road,tertiary,,False,137.95499999999998,"LINESTRING (-3.4797805 51.4111251, -3.4802158 51.4109963, -3.4805417 51.4108879, -3.4813275 51.4105655, -3.4814892 51.4104949)",,,,
473050996,False,,Llanmaes Road,tertiary,,True,81.196,"LINESTRING (-3.4797805 51.4111251, -3.4793079 51.4112605, -3.4790276 51.4113471, -3.4787285 51.4114451)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,True,78.072,"LINESTRING (-3.4825212 51.405559, -3.4823208 51.4062499)",,,,
23626376,False,2,Tudor Place,residential,30 mph,False,92.777,"LINESTRING (-3.4825212 51.405559, -3.4824561 51.4055508, -3.481205 51.4054106)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,False,78.656,"LINESTRING (-3.4825212 51.405559, -3.4825926 51.4053193, -3.482655 51.4051018, -3.4827271 51.4048634)",,,,
23626376,False,2,Tudor Place,residential,30 mph,True,92.777,"LINESTRING (-3.481205 51.4054106, -3.4824561 51.4055508, -3.4825212 51.405559)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,False,78.072,"LINESTRING (-3.4823208 51.4062499, -3.4825212 51.405559)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,True,78.718,"LINESTRING (-3.4823208 51.4062499, -3.4821231 51.406947)",,,,
23626481,False,2,Illtyd Avenue,residential,30 mph,False,194.543,"LINESTRING (-3.4823208 51.4062499, -3.4822523 51.4062435, -3.4811829 51.4061258, -3.4811504 51.4061216, -3.4795587 51.4059462)",,,,
"[23626496, 23626481]",False,2,"['High Meadow', 'Illtyd Avenue']",residential,30 mph,"[False, True]",99.67099999999999,"LINESTRING (-3.4823208 51.4062499, -3.4823924 51.4062602, -3.4834754 51.406381, -3.4835366 51.4063802, -3.4835322 51.4063289, -3.4835516 51.4062552)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,True,45.229,"LINESTRING (-3.4828819 51.404471, -3.4828518 51.4045004, -3.4828269 51.4045402, -3.4827271 51.4048634)",,,,
"[23626452, 658845109]",False,2,Ham Lane South,residential,30 mph,False,97.745,"LINESTRING (-3.4828819 51.404471, -3.4830657 51.4045443, -3.4832662 51.4046032, -3.4834278 51.4046393, -3.4837376 51.4047037, -3.4841916 51.4047823)",,,,
23626428,False,2,Fitzhamon Avenue,residential,30 mph,False,215.261,"LINESTRING (-3.4796759 51.4045102, -3.4826533 51.4048539, -3.4827271 51.4048634)",,,,
56019090,False,2,St. David's Avenue,residential,30 mph,True,80.36,"LINESTRING (-3.4796759 51.4045102, -3.4796666 51.404541, -3.4794769 51.4051664, -3.4794597 51.4052202)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,False,45.22899999999999,"LINESTRING (-3.4827271 51.4048634, -3.4828269 51.4045402, -3.4828518 51.4045004, -3.4828819 51.404471)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,True,78.656,"LINESTRING (-3.4827271 51.4048634, -3.482655 51.4051018, -3.4825926 51.4053193, -3.4825212 51.405559)",,,,
23626428,False,2,Fitzhamon Avenue,residential,30 mph,True,215.261,"LINESTRING (-3.4827271 51.4048634, -3.4826533 51.4048539, -3.4796759 51.4045102)",,,,
658845109,False,2,Ham Lane South,residential,30 mph,False,25.176,"LINESTRING (-3.4841916 51.4047823, -3.4845421 51.4048411)",,,,
23626496,False,2,High Meadow,residential,30 mph,True,170.679,"LINESTRING (-3.4841916 51.4047823, -3.4841774 51.4048175, -3.4839904 51.4052462, -3.4839588 51.4054324, -3.483926 51.4055696, -3.4838992 51.4056599, -3.4838642 51.4057428, -3.4838174 51.4058206, -3.4836276 51.4060663, -3.4835894 51.4061414, -3.4835516 51.4062552)",,,,
"[23626452, 658845109]",False,2,Ham Lane South,residential,30 mph,True,97.745,"LINESTRING (-3.4841916 51.4047823, -3.4837376 51.4047037, -3.4834278 51.4046393, -3.4832662 51.4046032, -3.4830657 51.4045443, -3.4828819 51.404471)",,,,
658845109,False,2,Ham Lane South,residential,30 mph,True,25.176,"LINESTRING (-3.4845421 51.4048411, -3.4841916 51.4047823)",,,,
126879713,False,2,Tresilian Close,residential,30 mph,True,55.724,"LINESTRING (-3.4845421 51.4048411, -3.4845623 51.4047924, -3.4846942 51.4044989, -3.4847525 51.4044234, -3.4848207 51.404378)",,,,
658845109,False,2,Ham Lane South,residential,30 mph,False,62.851,"LINESTRING (-3.4845421 51.4048411, -3.4853663 51.4049886, -3.4854128 51.4049975)",,,,
4597019,False,1,Colhugh Street,residential,30 mph,True,15.495,"LINESTRING (-3.4854128 51.4049975, -3.4853446 51.4051302)",,,,
4597019,False,1,Colhugh Street,residential,30 mph,False,105.79499999999999,"LINESTRING (-3.4854128 51.4049975, -3.4854814 51.4049057, -3.4855755 51.4047849, -3.4856351 51.4047035, -3.4857474 51.4045065, -3.4858177 51.4043577, -3.4859022 51.4041009)",,,,
658845109,False,2,Ham Lane South,residential,30 mph,True,62.851,"LINESTRING (-3.4854128 51.4049975, -3.4853663 51.4049886, -3.4845421 51.4048411)",,,,
23626501,False,2,Seaview Place,residential,30 mph,False,68.559,"LINESTRING (-3.4811503 51.4068378, -3.4820572 51.4069395, -3.4821231 51.406947)",,,,
23626501,False,2,Seaview Place,residential,30 mph,True,83.797,"LINESTRING (-3.4833101 51.4070872, -3.4821926 51.4069562, -3.4821231 51.406947)",,,,
23626504,False,2,Baron's Close,residential,30 mph,False,54.465,"LINESTRING (-3.4827129 51.407678, -3.4819827 51.4075941, -3.4819407 51.4075891)",,,,
23626504,False,2,Baron's Close,residential,30 mph,True,52.245999999999995,"LINESTRING (-3.4811998 51.4075044, -3.4818989 51.4075849, -3.4819407 51.4075891)",,,,
23626512,False,2,Barons Close,residential,30 mph,False,74.744,"LINESTRING (-3.4817623 51.408252, -3.4817708 51.4082131, -3.4819407 51.4075891)",,,,
"[31718031, 407830455]",False,2,"['Boverton Road', 'East Street']",tertiary,20 mph,False,189.75499999999997,"LINESTRING (-3.4817623 51.408252, -3.4821416 51.408293, -3.4827653 51.4083461, -3.4831066 51.408383, -3.4833126 51.4084095, -3.4835279 51.4084392, -3.4837684 51.4084779, -3.4840002 51.4085177, -3.484126 51.4085392, -3.4843176 51.4085586, -3.4844482 51.4085633)",,,,
407830455,False,2,Boverton Road,tertiary,20 mph,True,103.82100000000001,"LINESTRING (-3.4817623 51.408252, -3.4809659 51.40814, -3.4808861 51.40813, -3.4804391 51.4080688, -3.4803721 51.4080634, -3.4802983 51.408065)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,False,72.511,"LINESTRING (-3.4819407 51.4075891, -3.4821231 51.406947)",,,,
23626504,False,2,Baron's Close,residential,30 mph,False,52.245999999999995,"LINESTRING (-3.4819407 51.4075891, -3.4818989 51.4075849, -3.4811998 51.4075044)",,,,
23626504,False,2,Baron's Close,residential,30 mph,True,54.465,"LINESTRING (-3.4819407 51.4075891, -3.4819827 51.4075941, -3.4827129 51.407678)",,,,
23626512,False,2,Barons Close,residential,30 mph,True,74.744,"LINESTRING (-3.4819407 51.4075891, -3.4817708 51.4082131, -3.4817623 51.408252)",,,,
1246721648,False,2,East Street,tertiary,20 mph,False,6.767,"LINESTRING (-3.4857463 51.4081684, -3.4858414 51.4081548)",,,,
31766467,False,1,,unclassified,30 mph,False,41.97800000000001,"LINESTRING (-3.4857463 51.4081684, -3.4857143 51.4081353, -3.4855819 51.408044, -3.4855276 51.4079816, -3.4854435 51.4078966, -3.4854133 51.4078844, -3.4853783 51.4078793)",,,,
1246721648,False,2,East Street,tertiary,20 mph,True,22.410999999999998,"LINESTRING (-3.4857463 51.4081684, -3.4856091 51.4082135, -3.4855206 51.4082441, -3.4854655 51.4082677)",,,,
1246721648,False,2,East Street,tertiary,20 mph,True,6.767,"LINESTRING (-3.4858414 51.4081548, -3.4857463 51.4081684)",,,,
23679024,False,1,The Square,tertiary,20 mph,False,17.017,"LINESTRING (-3.4858414 51.4081548, -3.4859189 51.4081437, -3.4859899 51.4081383, -3.4860842 51.4081377)",,,,
31258178,False,1,,unclassified,30 mph,False,61.63400000000001,"LINESTRING (-3.4858414 51.4081548, -3.4858478 51.4081173, -3.4858759 51.4080508, -3.485926 51.4080046, -3.4860263 51.4079431, -3.4861505 51.4078644, -3.4862374 51.407799, -3.4863314 51.4077072)",,2,,
23679079,False,2,Wine Street,residential,30 mph,True,81.663,"LINESTRING (-3.4863342 51.4081868, -3.486342 51.4082144, -3.4864507 51.4083339, -3.486498 51.408379, -3.4865434 51.4084427, -3.4866035 51.408531, -3.4866848 51.4086141, -3.4868778 51.4088356)",,,,
"[310381660, 23679030]",False,1,"['Church Street', 'The Square']",tertiary,20 mph,False,67.846,"LINESTRING (-3.4863342 51.4081868, -3.4864059 51.4081881, -3.4866791 51.4081762, -3.4870592 51.4081512, -3.4871654 51.4081399, -3.487243 51.4081411, -3.4873061 51.4081509)",,,,
310381660,False,1,The Square,tertiary,20 mph,True,18.205,"LINESTRING (-3.4863342 51.4081868, -3.4862518 51.408171, -3.486173 51.4081516, -3.4860842 51.4081377)",,,,
"[310381660, 23679030]",False,1,"['Church Street', 'The Square']",tertiary,20 mph,True,67.846,"LINESTRING (-3.4873061 51.4081509, -3.487243 51.4081411, -3.4871654 51.4081399, -3.4870592 51.4081512, -3.4866791 51.4081762, -3.4864059 51.4081881, -3.4863342 51.4081868)",,,,
31544857,False,1,,unclassified,,False,30.171,"LINESTRING (-3.4873061 51.4081509, -3.4873123 51.4080981, -3.4873002 51.4080749, -3.4872238 51.4079896, -3.4871832 51.4079318, -3.4871752 51.407899)",,,,
31545572,False,,College Street,tertiary,20 mph,False,44.07599999999999,"LINESTRING (-3.4873061 51.4081509, -3.4873733 51.408178, -3.4875094 51.4082834, -3.4876512 51.4083674, -3.4877633 51.4084227)",,,,
31542745,False,,College Gardens,unclassified,,False,62.129,"LINESTRING (-3.4877633 51.4084227, -3.4878232 51.4083808, -3.4884341 51.4081646, -3.4885148 51.4081243)",,,,
31545572,False,,College Street,tertiary,20 mph,False,59.144999999999996,"LINESTRING (-3.4877633 51.4084227, -3.4879466 51.4085247, -3.488091 51.4086277, -3.4881894 51.4087092, -3.4882618 51.4087928, -3.4883109 51.4088255)",,,,
31545572,False,,College Street,tertiary,20 mph,True,44.07599999999999,"LINESTRING (-3.4877633 51.4084227, -3.4876512 51.4083674, -3.4875094 51.4082834, -3.4873733 51.408178, -3.4873061 51.4081509)",,,,
31258141,False,1,,unclassified,,True,60.827,"LINESTRING (-3.4883109 51.4088255, -3.4882987 51.4088568, -3.488123 51.4091701, -3.4880758 51.4092465, -3.4880438 51.4092745, -3.4880046 51.409295, -3.4879531 51.4093082)",,,,
31545572,False,,College Street,tertiary,20 mph,False,72.98400000000001,"LINESTRING (-3.4883109 51.4088255, -3.4883785 51.408846, -3.4884564 51.4088517, -3.4885515 51.408848, -3.4887888 51.4088252, -3.4893487 51.4087867)",,,,
31545572,False,,College Street,tertiary,20 mph,True,59.145,"LINESTRING (-3.4883109 51.4088255, -3.4882618 51.4087928, -3.4881894 51.4087092, -3.488091 51.4086277, -3.4879466 51.4085247, -3.4877633 51.4084227)",,,,
23679034,False,2,Dimlands Road,tertiary,,False,81.83000000000001,"LINESTRING (-3.4893487 51.4087867, -3.489517 51.408803, -3.4897672 51.4088468, -3.4900702 51.4089092, -3.490476 51.4089989)",,,,
31545572,False,,College Street,tertiary,20 mph,True,72.984,"LINESTRING (-3.4893487 51.4087867, -3.4887888 51.4088252, -3.4885515 51.408848, -3.4884564 51.4088517, -3.4883785 51.408846, -3.4883109 51.4088255)",,,,
31545594,False,,Church Lane,unclassified,,True,98.444,"LINESTRING (-3.4893487 51.4087867, -3.489338 51.4087426, -3.4891746 51.4084379, -3.4890687 51.4083687, -3.488627 51.4081634, -3.4885148 51.4081243)",,,,
23679034,False,2,Dimlands Road,tertiary,,True,12.86,"LINESTRING (-3.4906541 51.4089858, -3.4906039 51.4090004, -3.4905624 51.4090062, -3.4905215 51.409005, -3.490476 51.4089989)",,,,
31766390,False,1,West End,unclassified,,True,43.479,"LINESTRING (-3.4906541 51.4089858, -3.4906878 51.4090079, -3.4907261 51.4090233, -3.4908225 51.4090431, -3.4910499 51.4090877, -3.4912178 51.4091465)",2.5,,,
23679084,False,,Castle Street,residential,30 mph,False,126.274,"LINESTRING (-3.4874331 51.41172, -3.4874497 51.411675, -3.4874631 51.4115876, -3.4874625 51.4115207, -3.4874617 51.4114593, -3.4874759 51.4113839, -3.487502 51.4113149, -3.4875396 51.4112547, -3.4875865 51.4111229, -3.4876435 51.4109648, -3.4876643 51.4108795, -3.4876637 51.4107998, -3.4876858 51.4107407, -3.4877267 51.4107038, -3.4877796 51.4106775, -3.4878487 51.41065)",,,,
31769432,False,,Old Wick Road,unclassified,,False,8.862,"LINESTRING (-3.4874331 51.41172, -3.4873673 51.4117227, -3.4873164 51.4117446)",,,yes,
"[642299481, 23679081]",False,2,"['West Street', 'Castle Street']",residential,30 mph,False,153.899,"LINESTRING (-3.4878487 51.41065, -3.4879533 51.4106227, -3.4880676 51.4105998, -3.4881659 51.410578, -3.4882484 51.4105524, -3.4883105 51.410524, -3.4883523 51.4104855, -3.4883808 51.410434, -3.4884658 51.4101846, -3.4885154 51.4100791, -3.488572 51.4099694, -3.4886347 51.4098804, -3.4887175 51.4097607, -3.4887345 51.4097328, -3.4887483 51.4097086, -3.4887814 51.4096503, -3.4888635 51.4095181)",,,,
23679084,False,,Castle Street,residential,30 mph,True,126.27399999999999,"LINESTRING (-3.4878487 51.41065, -3.4877796 51.4106775, -3.4877267 51.4107038, -3.4876858 51.4107407, -3.4876637 51.4107998, -3.4876643 51.4108795, -3.4876435 51.4109648, -3.4875865 51.4111229, -3.4875396 51.4112547, -3.487502 51.4113149, -3.4874759 51.4113839, -3.4874617 51.4114593, -3.4874625 51.4115207, -3.4874631 51.4115876, -3.4874497 51.411675, -3.4874331 51.41172)",,,,
31258125,False,2,Castle Court,residential,30 mph,False,56.009,"LINESTRING (-3.4878487 51.41065, -3.4878232 51.410629, -3.4877844 51.4106047, -3.4871679 51.4103846)",,,,
"[642299481, 23679081]",False,2,"['West Street', 'Castle Street']",residential,30 mph,True,153.89899999999997,"LINESTRING (-3.4888635 51.4095181, -3.4887814 51.4096503, -3.4887483 51.4097086, -3.4887345 51.4097328, -3.4887175 51.4097607, -3.4886347 51.4098804, -3.488572 51.4099694, -3.4885154 51.4100791, -3.4884658 51.4101846, -3.4883808 51.410434, -3.4883523 51.4104855, -3.4883105 51.410524, -3.4882484 51.4105524, -3.4881659 51.410578, -3.4880676 51.4105998, -3.4879533 51.4106227, -3.4878487 51.41065)",,,,
1167850848,False,2,Westhill Street,residential,30 mph,False,69.714,"LINESTRING (-3.4888635 51.4095181, -3.4888096 51.4095118, -3.4885441 51.4095026, -3.4883859 51.409485, -3.4882987 51.4094667, -3.4881706 51.4094252, -3.4880549 51.4093665, -3.4879531 51.4093082)",,,,
"[1167850849, 97985083]",False,2,West Street,residential,30 mph,False,129.20799999999997,"LINESTRING (-3.4888635 51.4095181, -3.4889149 51.40947, -3.4889766 51.4094324, -3.489122 51.4093583, -3.4891717 51.4093374, -3.4892374 51.4093144, -3.4893718 51.4092798, -3.4894929 51.4092538, -3.4896847 51.4092178, -3.4900662 51.4091388, -3.490303 51.4090864, -3.4904155 51.4090527, -3.4904531 51.4090346, -3.490476 51.4089989)",,,,
"[23626731, 1167850847]",False,"['1', '2']",Westhill Street,residential,30 mph,False,94.22999999999999,"LINESTRING (-3.4879531 51.4093082, -3.487844 51.4092395, -3.4878041 51.4091887, -3.4877387 51.4091174, -3.4876563 51.4090693, -3.487469 51.4090001, -3.4873223 51.4089589, -3.4869921 51.4088513, -3.4869462 51.408843, -3.4868778 51.4088356)",,,,
"[31258139, 1167850846]",False,,River Walk,residential,,False,77.294,"LINESTRING (-3.4879531 51.4093082, -3.487902 51.4093207, -3.4878491 51.409372, -3.48779 51.4094395, -3.4877375 51.4095449, -3.4876982 51.4096509, -3.4876891 51.4096988, -3.4876841 51.4097356, -3.4876913 51.4097641, -3.4877082 51.4097891, -3.4877461 51.4098292, -3.4878317 51.4099323)",,,,
31258141,False,1,,unclassified,,False,60.827,"LINESTRING (-3.4879531 51.4093082, -3.4880046 51.409295, -3.4880438 51.4092745, -3.4880758 51.4092465, -3.488123 51.4091701, -3.4882987 51.4088568, -3.4883109 51.4088255)",,,,
1167850848,False,2,Westhill Street,residential,30 mph,True,69.714,"LINESTRING (-3.4879531 51.4093082, -3.4880549 51.4093665, -3.4881706 51.4094252, -3.4882987 51.4094667, -3.4883859 51.409485, -3.4885441 51.4095026, -3.4888096 51.4095118, -3.4888635 51.4095181)",,,,
29000562,False,,Stag Lane,residential,,False,53.867,"LINESTRING (-3.4847782 51.4090105, -3.4848265 51.4089706, -3.4851768 51.4085951)",2m,,,
29048692,True,,Durell Street,residential,,False,25.723,"LINESTRING (-3.4847782 51.4090105, -3.4847818 51.4090518, -3.484787 51.4091362, -3.4848031 51.4091935, -3.4848251 51.4092388)",,,,
"[1173709723, 4597015]",False,,Station Road,tertiary,,False,144.316,"LINESTRING (-3.4848251 51.4092388, -3.4845764 51.4093129, -3.4844235 51.4093512, -3.4842518 51.4093848, -3.4840547 51.4094187, -3.483922 51.4094457, -3.483769 51.4094818, -3.4836296 51.4095036, -3.4835002 51.4095252, -3.4832795 51.4095635, -3.4831877 51.4095813, -3.4830106 51.4096307, -3.4828792 51.409683)",,,,
4597015,False,,Station Road,tertiary,,True,35.175,"LINESTRING (-3.4848251 51.4092388, -3.4848996 51.4092303, -3.4849794 51.4092334, -3.4850846 51.4092468, -3.4851383 51.4092577, -3.4852664 51.4092943, -3.4853106 51.4093037)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,False,78.718,"LINESTRING (-3.4821231 51.406947, -3.4823208 51.4062499)",,,,
23626404,False,2,Stallcourt Avenue,residential,30 mph,True,72.511,"LINESTRING (-3.4821231 51.406947, -3.4819407 51.4075891)",,,,
23626501,False,2,Seaview Place,residential,30 mph,False,83.797,"LINESTRING (-3.4821231 51.406947, -3.4821926 51.4069562, -3.4833101 51.4070872)",,,,
23626501,False,2,Seaview Place,residential,30 mph,True,68.559,"LINESTRING (-3.4821231 51.406947, -3.4820572 51.4069395, -3.4811503 51.4068378)",,,,
28468119,False,2,Windmill Lane,residential,30 mph,False,64.687,"LINESTRING (-3.4814892 51.4104949, -3.4815462 51.4105483, -3.4816329 51.4106292, -3.4816401 51.4106612, -3.4816245 51.4107025, -3.4814044 51.4110196)",,,,
"[44049160, 473050996, 44049156]",False,1,Llanmaes Road,tertiary,,False,133.945,"LINESTRING (-3.4814892 51.4104949, -3.4818313 51.4103464, -3.481918 51.4103088, -3.4821789 51.4101586, -3.4825015 51.4099885, -3.4825396 51.4099658, -3.4827015 51.4098683, -3.4828048 51.4098002, -3.4828377 51.4097661, -3.4828792 51.409683)",,,,
473050996,False,,Llanmaes Road,tertiary,,True,137.95499999999998,"LINESTRING (-3.4814892 51.4104949, -3.4813275 51.4105655, -3.4805417 51.4108879, -3.4802158 51.4109963, -3.4797805 51.4111251)",,,,
28468119,False,2,Windmill Lane,residential,30 mph,False,158.20600000000002,"LINESTRING (-3.4814044 51.4110196, -3.4811663 51.4113787, -3.4811251 51.4114492, -3.4811315 51.4115035, -3.481176 51.4115675, -3.4812628 51.4116406, -3.4813671 51.4117381, -3.4813772 51.411779, -3.4813655 51.4118186, -3.4813115 51.4119226, -3.481286 51.4119912, -3.4812002 51.4121689, -3.481124 51.4123423)",,,,
28468119,False,2,Windmill Lane,residential,30 mph,True,64.68700000000001,"LINESTRING (-3.4814044 51.4110196, -3.4816245 51.4107025, -3.4816401 51.4106612, -3.4816329 51.4106292, -3.4815462 51.4105483, -3.4814892 51.4104949)",,,,
28468123,False,2,Windmill Close,residential,30 mph,False,68.276,"LINESTRING (-3.4814044 51.4110196, -3.4815033 51.4110481, -3.4818077 51.4111457, -3.4818688 51.4111449, -3.4819277 51.4111317, -3.4819693 51.4111006, -3.482101 51.410902)",,,,
