osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction,width,tunnel,access,bridge
"[190333220, 23321045]",Westgate Street,unclassified,,True,False,167.787,1,,"LINESTRING (-2.2528301 51.8684618, -2.252647 51.868213, -2.2524557 51.8680631, -2.2521565 51.8679507, -2.2520807 51.8679269, -2.2512798 51.8676791, -2.2509571 51.8675792)",,,,,
"[1144055971, 372049876]",The Quay,primary,30 mph,True,False,156.871,"['1', '2']",A4301,"LINESTRING (-2.2528301 51.8684618, -2.2528238 51.8682343, -2.2527609 51.8678312, -2.2527306 51.8676598, -2.2526871 51.8674875, -2.2526298 51.8672238, -2.252627 51.8670584)",,,,,
235854561,The Quay,primary,30 mph,False,False,41.576,,A4301,"LINESTRING (-2.252627 51.8670584, -2.2525047 51.8666922)",,,,,
"[4081822, 244172439]","['Bearland', 'Longsmith Street']",residential,,False,True,87.631,2,,"LINESTRING (-2.2493275 51.86575, -2.2492607 51.86571, -2.2490929 51.865613, -2.2484299 51.8652639, -2.2483942 51.8652183)",,,,,
"[4236528, 4236526, 4236527]","['Barrack Square', 'Barbican Road', 'Barbican Way']",residential,,False,"[False, True]",256.58000000000004,,,"LINESTRING (-2.2493275 51.86575, -2.2494336 51.8656913, -2.2497476 51.8655177, -2.2498894 51.8654309, -2.2500542 51.86533, -2.2501223 51.8652597, -2.2507551 51.865727, -2.2508441 51.8657525, -2.2509473 51.8657531, -2.2520779 51.86576, -2.2523679 51.8657607)",,"['9', '6']",,,
"[190433262, 1147449343]",Bearland,residential,,False,False,67.026,2,,"LINESTRING (-2.2493275 51.86575, -2.2496686 51.8659537, -2.2498376 51.8660478, -2.2500412 51.8661611)",,,,,
235854561,The Quay,primary,30 mph,False,True,41.576,,A4301,"LINESTRING (-2.2525047 51.8666922, -2.252627 51.8670584)",,,,,
8137613,The Quay,primary,30 mph,False,False,104.018,2,A4301,"LINESTRING (-2.2525047 51.8666922, -2.2524766 51.8665347, -2.2524255 51.8662382, -2.2523679 51.8657607)",,,,,
"[4236528, 4236526, 4236527]","['Barrack Square', 'Barbican Road', 'Barbican Way']",residential,,False,"[False, True]",256.58,,,"LINESTRING (-2.2523679 51.8657607, -2.2520779 51.86576, -2.2509473 51.8657531, -2.2508441 51.8657525, -2.2507551 51.865727, -2.2501223 51.8652597, -2.2500542 51.86533, -2.2498894 51.8654309, -2.2497476 51.8655177, -2.2494336 51.8656913, -2.2493275 51.86575)",,"['9', '6']",,,
8137613,The Quay,primary,30 mph,False,False,123.81899999999999,2,A4301,"LINESTRING (-2.2523679 51.8657607, -2.2523524 51.8655074, -2.2523804 51.8648655, -2.2523578 51.8647582, -2.2522662 51.8646642)",,,,,
8137613,The Quay,primary,30 mph,False,True,104.018,2,A4301,"LINESTRING (-2.2523679 51.8657607, -2.2524255 51.8662382, -2.2524766 51.8665347, -2.2525047 51.8666922)",,,,,
4218588,Ladybellegate Street,residential,20 mph,False,False,91.116,,,"LINESTRING (-2.2483942 51.8652183, -2.2484034 51.8651727, -2.24898 51.8645809, -2.2490514 51.8645108)",,,,,
"[4081822, 244172439]","['Bearland', 'Longsmith Street']",residential,,False,False,87.631,2,,"LINESTRING (-2.2483942 51.8652183, -2.2484299 51.8652639, -2.2490929 51.865613, -2.2492607 51.86571, -2.2493275 51.86575)",,,,,
244172439,Longsmith Street,residential,,False,True,26.625,2,,"LINESTRING (-2.2483942 51.8652183, -2.2483314 51.8652171, -2.2480828 51.8650879)",,,,,
4218588,Ladybellegate Street,residential,20 mph,False,True,83.267,,,"LINESTRING (-2.249791 51.863919, -2.2493593 51.8642287, -2.2492935 51.8642875, -2.2490514 51.8645108)",,,,,
"[23320803, 547431091]",Commercial Road,primary,"['20 mph', '30 mph']",False,True,74.119,2,A4301,"LINESTRING (-2.249791 51.863919, -2.249945 51.8640003, -2.2501296 51.8640908, -2.2502704 51.8641598, -2.250473 51.8642629, -2.2506264 51.864341)",,,,,
"[59287632, 8135627, 4221980]","['Commercial Road', 'Kimbrose Way']",primary,20 mph,False,"[False, True]",120.91,,A4301,"LINESTRING (-2.249791 51.863919, -2.2492947 51.8636562, -2.249192 51.8635775, -2.2490203 51.8634129, -2.2489048 51.8632911, -2.2488773 51.8631955, -2.2488717 51.8631139, -2.2488856 51.8630476)",,,,,
3495845,Park Road,unclassified,,False,False,58.741,2,,"LINESTRING (-2.2449722 51.8609656, -2.244725 51.8609438, -2.2441252 51.8608918)",,,,,
3495845,Park Road,unclassified,,False,True,105.785,2,,"LINESTRING (-2.2449722 51.8609656, -2.2452879 51.8610356, -2.2463699 51.8613632)",,,,,
190333220,Westgate Street,unclassified,,True,False,8.679,1,,"LINESTRING (-2.2509571 51.8675792, -2.2508476 51.8675402)",,,,,
4081819,Upper Quay Street,unclassified,,True,False,14.445,,,"LINESTRING (-2.2500213 51.866374, -2.2501153 51.8663672, -2.2502251 51.8663898)",,,,,
332253320,,residential,,True,False,23.972,,,"LINESTRING (-2.2500213 51.866374, -2.2500451 51.8663063, -2.250029 51.8662414, -2.2500412 51.8661611)",,,,,
4081820,Lower Quay Street,residential,,True,False,83.68400000000001,1,,"LINESTRING (-2.2513102 51.8668808, -2.251165 51.8673663, -2.2510699 51.8675235, -2.2510347 51.8675524, -2.2509571 51.8675792)",,,,,
39825414,Quay Street,unclassified,,True,False,49.399,2,,"LINESTRING (-2.2513102 51.8668808, -2.2516438 51.8669401, -2.2519225 51.8669708, -2.2520102 51.8669809)",,,,,
8134228,Quay Street,unclassified,,True,False,47.955,1,,"LINESTRING (-2.2520102 51.8669809, -2.252224 51.8669084, -2.252368 51.8668325, -2.2525047 51.8666922)",,,,,
39825414,Quay Street,unclassified,,True,False,43.230000000000004,2,,"LINESTRING (-2.2520102 51.8669809, -2.2523591 51.8670202, -2.252627 51.8670584)",,,,,
32800274,Brunswick Road,unclassified,,False,False,67.949,,,"LINESTRING (-2.2460478 51.861941, -2.2463699 51.8613632)",,,,,
"[4221977, 32800274, 490586789]",Brunswick Road,unclassified,30 mph,False,True,60.665000000000006,"['2', '3']",,"LINESTRING (-2.2460478 51.861941, -2.2459709 51.8620579, -2.2458636 51.8621834, -2.2458117 51.8622287, -2.2455895 51.8624032)",,,,,
4221977,Brunswick Road,unclassified,30 mph,False,True,35.341,2,,"LINESTRING (-2.2455895 51.8624032, -2.2452711 51.8626529)",,,,,
"[4221977, 32800274, 490586789]",Brunswick Road,unclassified,30 mph,False,False,60.665,"['2', '3']",,"LINESTRING (-2.2455895 51.8624032, -2.2458117 51.8622287, -2.2458636 51.8621834, -2.2459709 51.8620579, -2.2460478 51.861941)",,,,,
8135526,Saint Michaels Square,residential,,True,False,85.614,,,"LINESTRING (-2.2455895 51.8624032, -2.2447034 51.862001, -2.2445854 51.8619468)",,,,,
4218584,Saint Michaels Square,residential,,False,True,54.047,,,"LINESTRING (-2.2445854 51.8619468, -2.2450445 51.861552)",,,,,
178210080,Saint Michaels Square,residential,,False,False,35.082,,,"LINESTRING (-2.2445854 51.8619468, -2.244207 51.8617765, -2.2441716 51.8617618)",,,,,
4218584,Saint Michaels Square,residential,,False,False,54.047,,,"LINESTRING (-2.2450445 51.861552, -2.2445854 51.8619468)",,,,,
4218584,Saint Michaels Square,residential,,False,True,51.025000000000006,,,"LINESTRING (-2.2450445 51.861552, -2.2446179 51.8614052, -2.2443995 51.8613243)",,,,,
8135525,Saint Michaels Square,residential,,True,False,81.454,,,"LINESTRING (-2.2450445 51.861552, -2.2456298 51.8617915, -2.2459357 51.8619106, -2.2460478 51.861941)",,,,,
178210080,Saint Michaels Square,residential,,False,True,35.082,,,"LINESTRING (-2.2441716 51.8617618, -2.244207 51.8617765, -2.2445854 51.8619468)",,,,,
4218584,Saint Michaels Square,residential,,False,False,51.025000000000006,,,"LINESTRING (-2.2443995 51.8613243, -2.2446179 51.8614052, -2.2450445 51.861552)",,,,,
32800274,Brunswick Road,unclassified,,False,True,41.381,,,"LINESTRING (-2.2466185 51.8610243, -2.2464454 51.8612509, -2.2463699 51.8613632)",,,,,
4218583,Brunswick Square,residential,,True,False,159.043,,,"LINESTRING (-2.2483717 51.8609992, -2.2479367 51.8614398, -2.2470475 51.8611474, -2.2466185 51.8610243)",,,,,
4218585,Albion Street,residential,,False,False,74.453,,,"LINESTRING (-2.2483717 51.8609992, -2.2489514 51.8612145, -2.2492615 51.861378)",,,,,
4218585,Albion Street,residential,,False,False,22.756,,,"LINESTRING (-2.2492615 51.861378, -2.2493745 51.8614178, -2.2494642 51.8614529, -2.2495401 51.8614883)",,,,,
4218585,Albion Street,residential,,False,True,74.453,,,"LINESTRING (-2.2492615 51.861378, -2.2489514 51.8612145, -2.2483717 51.8609992)",,,,,
"[4254721, 267227306]",Old Tram Road,residential,,False,"[False, True]",168.344,,,"LINESTRING (-2.2492615 51.861378, -2.2490833 51.8613545, -2.248947 51.861342, -2.2488667 51.8613426, -2.2487851 51.8613603, -2.2486665 51.8613988, -2.2484091 51.8615509, -2.2482929 51.8616093, -2.2481729 51.8616442, -2.2480652 51.8616616, -2.2479702 51.8616751, -2.2477568 51.8616638, -2.2474403 51.8616307, -2.2470112 51.8615512)",,,,,
4218585,Albion Street,residential,,False,True,22.756,,,"LINESTRING (-2.2495401 51.8614883, -2.2494642 51.8614529, -2.2493745 51.8614178, -2.2492615 51.861378)",,,,,
4238637,Chillingworth Mews,residential,,False,False,23.639,,,"LINESTRING (-2.2474645 51.8621193, -2.2476537 51.8619417)",,,,,
"[4238636, 4238637]","['Chillingworth Mews', 'Parliament Street']",residential,20 mph,False,"[False, True]",166.795,,,"LINESTRING (-2.2474645 51.8621193, -2.2472687 51.8623363, -2.2477828 51.8625987, -2.2484922 51.8629791, -2.2485842 51.8630196, -2.248698 51.863042, -2.2488856 51.8630476)",,,,,
8136312,Chillingworth Mews,residential,,False,False,32.29,,,"LINESTRING (-2.2474645 51.8621193, -2.2471116 51.8619805, -2.2470679 51.8619633)",,,,,
8136312,Chillingworth Mews,residential,,False,True,32.29,,,"LINESTRING (-2.2470679 51.8619633, -2.2471116 51.8619805, -2.2474645 51.8621193)",,,,,
8135712,Blackfriars,residential,15 mph,False,False,53.414,,,"LINESTRING (-2.2490514 51.8645108, -2.248338 51.8643193)",,,,,
4218588,Ladybellegate Street,residential,20 mph,False,False,83.267,,,"LINESTRING (-2.2490514 51.8645108, -2.2492935 51.8642875, -2.2493593 51.8642287, -2.249791 51.863919)",,,,,
4218588,Ladybellegate Street,residential,20 mph,False,True,91.116,,,"LINESTRING (-2.2490514 51.8645108, -2.24898 51.8645809, -2.2484034 51.8651727, -2.2483942 51.8652183)",,,,,
8135712,Blackfriars,residential,15 mph,False,True,53.414,,,"LINESTRING (-2.248338 51.8643193, -2.2490514 51.8645108)",,,,,
4238637,Chillingworth Mews,residential,,False,True,27.293,,,"LINESTRING (-2.2478802 51.86174, -2.2476537 51.8619417)",,,,,
4221964,Archdeacon Street,residential,,False,False,49.813,2,,"LINESTRING (-2.2499652 51.8683678, -2.2498696 51.8684797, -2.2497155 51.8686397, -2.2496351 51.8687041, -2.2495719 51.8687414)",,,,,
4221964,Archdeacon Street,residential,,False,True,94.85000000000001,2,,"LINESTRING (-2.2499652 51.8683678, -2.2502971 51.8679298, -2.2504169 51.8677718, -2.2504293 51.8677554, -2.2505461 51.8675939)",,,,,
4221966,Clare Street,residential,,False,False,130.53,,,"LINESTRING (-2.2499652 51.8683678, -2.2503401 51.8684532, -2.2507682 51.8686005, -2.2515229 51.8690163)",,,,,
636521278,,residential,,False,False,63.987,,,"LINESTRING (-2.2499652 51.8683678, -2.2495486 51.8682729, -2.2494681 51.8682133, -2.2494601 51.8681702, -2.249582 51.8680064)",,,,,
4218592,Mount Street,residential,,False,True,14.458,,,"LINESTRING (-2.2495719 51.8687414, -2.2496206 51.8687677, -2.2497294 51.8688277)",,,,,
4221964,Archdeacon Street,residential,,False,False,43.983,2,,"LINESTRING (-2.2495719 51.8687414, -2.2494657 51.8687873, -2.2493571 51.8688248, -2.2491039 51.8688827, -2.2489911 51.8689008)",,,,,
4221964,Archdeacon Street,residential,,False,True,49.812999999999995,2,,"LINESTRING (-2.2495719 51.8687414, -2.2496351 51.8687041, -2.2497155 51.8686397, -2.2498696 51.8684797, -2.2499652 51.8683678)",,,,,
4221964,Archdeacon Street,residential,,False,False,129.244,2,,"LINESTRING (-2.2489911 51.8689008, -2.2486608 51.8689592, -2.2486017 51.8689672, -2.2478746 51.8690687, -2.24768 51.8690958, -2.2473882 51.8690779, -2.2472572 51.8690243, -2.2471899 51.8689943)",,,,,
4221964,Archdeacon Street,residential,,False,True,43.983,2,,"LINESTRING (-2.2489911 51.8689008, -2.2491039 51.8688827, -2.2493571 51.8688248, -2.2494657 51.8687873, -2.2495719 51.8687414)",,,,,
4235371,Saint Mary's Square,residential,,False,False,99.595,,,"LINESTRING (-2.2489911 51.8689008, -2.2489491 51.8688128, -2.2487775 51.8685528, -2.2483714 51.8683442, -2.248316 51.868307, -2.2483007 51.8682843, -2.2482982 51.8682564, -2.2483137 51.868224, -2.2483497 51.8681681)",,,,,
4221964,Archdeacon Street,residential,,False,True,129.244,2,,"LINESTRING (-2.2471899 51.8689943, -2.2472572 51.8690243, -2.2473882 51.8690779, -2.24768 51.8690958, -2.2478746 51.8690687, -2.2486017 51.8689672, -2.2486608 51.8689592, -2.2489911 51.8689008)",,,,,
4221969,Saint Mary's Street,residential,,False,False,71.032,,,"LINESTRING (-2.2471899 51.8689943, -2.2470907 51.8690783, -2.2470194 51.8692109, -2.2470146 51.8692859, -2.2470678 51.8693927, -2.2471654 51.8695126, -2.2471988 51.8695838)",,,,,
4221969,Saint Mary's Street,residential,,False,True,104.304,,,"LINESTRING (-2.2471899 51.8689943, -2.2472504 51.8689558, -2.2476549 51.8686526, -2.2481443 51.8682649)",,,,,
4221970,Pitt Street,residential,,True,False,269.48699999999997,,,"LINESTRING (-2.2471899 51.8689943, -2.2471305 51.8689642, -2.2467841 51.8687749, -2.2465193 51.8686268, -2.2464077 51.8685741, -2.2462506 51.8685, -2.2459858 51.8683633, -2.2456196 51.8681409, -2.2445155 51.867503, -2.2443464 51.8674372, -2.2442349 51.8674109)",,,,,
4221969,Saint Mary's Street,residential,,False,True,71.03200000000001,,,"LINESTRING (-2.2471988 51.8695838, -2.2471654 51.8695126, -2.2470678 51.8693927, -2.2470146 51.8692859, -2.2470194 51.8692109, -2.2470907 51.8690783, -2.2471899 51.8689943)",,,,,
"[372049577, 4238647]",Gouda Way,primary,30 mph,False,False,234.679,,A430,"LINESTRING (-2.2471988 51.8695838, -2.2470503 51.8695788, -2.2466072 51.8696662, -2.2463399 51.8696698, -2.2460909 51.8696455, -2.2450559 51.8693556, -2.2444826 51.8691857, -2.2440362 51.8690305)",,,,,
27088964,Park Street,unclassified,,True,False,25.547,,,"LINESTRING (-2.2435429 51.8687432, -2.2434373 51.8689635)",,,,,
372049627,Gouda Way,primary,30 mph,False,False,4.745,,A430,"LINESTRING (-2.2435429 51.8687432, -2.2434936 51.8687133)",,,,,
372049627,Gouda Way,primary,30 mph,False,True,46.573,,A430,"LINESTRING (-2.2435429 51.8687432, -2.243667 51.8688217, -2.2440362 51.8690305)",,,,,
1148207221,Saint Catherine Street,unclassified,20 mph,False,False,15.841,,,"LINESTRING (-2.2431143 51.8695539, -2.2429058 51.8694929)",,,,,
1148207221,Saint Catherine Street,unclassified,20 mph,False,True,23.13,,,"LINESTRING (-2.2425713 51.8694682, -2.2429058 51.8694929)",,,,,
106928007,Mount Street,residential,,False,False,27.524,,,"LINESTRING (-2.2497294 51.8688277, -2.2495271 51.8690414)",,,,,
4218592,Mount Street,residential,,False,False,14.458,,,"LINESTRING (-2.2497294 51.8688277, -2.2496206 51.8687677, -2.2495719 51.8687414)",,,,,
4218592,Mount Street,residential,,False,True,31.997,,,"LINESTRING (-2.2497294 51.8688277, -2.2498182 51.8688666, -2.2499297 51.8689314, -2.2499714 51.868968, -2.2500301 51.8690407)",,,,,
106928007,Mount Street,residential,,False,True,27.524,,,"LINESTRING (-2.2495271 51.8690414, -2.2497294 51.8688277)",,,,,
4235371,Saint Mary's Square,residential,,False,True,119.46199999999999,,,"LINESTRING (-2.2493116 51.8675654, -2.2489936 51.8674733, -2.2489495 51.8674669, -2.2489017 51.8674632, -2.2488605 51.8674671, -2.2488115 51.8674894, -2.2487715 51.8675355, -2.2483497 51.8681681)",,,,,
4221969,Saint Mary's Street,residential,,False,False,104.304,,,"LINESTRING (-2.2481443 51.8682649, -2.2476549 51.8686526, -2.2472504 51.8689558, -2.2471899 51.8689943)",,,,,
8135623,Priory Road,residential,,False,False,39.663,,,"LINESTRING (-2.2515229 51.8690163, -2.2512274 51.8693228)",,,,,
4221966,Clare Street,residential,,False,True,130.53,,,"LINESTRING (-2.2515229 51.8690163, -2.2507682 51.8686005, -2.2503401 51.8684532, -2.2499652 51.8683678)",,,,,
4221967,Priory Road,residential,,False,False,51.278000000000006,,,"LINESTRING (-2.2515229 51.8690163, -2.2517079 51.8687627, -2.2517107 51.8687126, -2.2516749 51.8686731, -2.2516386 51.8686616, -2.2515957 51.8686479, -2.2515488 51.8686329)",,,,,
8135623,Priory Road,residential,,False,True,39.663,,,"LINESTRING (-2.2512274 51.8693228, -2.2515229 51.8690163)",,,,,
4221971,Hare Lane,residential,,True,False,92.407,,,"LINESTRING (-2.2439976 51.8666165, -2.2440804 51.8667154, -2.2441474 51.8668227, -2.2441731 51.866916, -2.2441631 51.8670043, -2.2440919 51.8671433, -2.2440205 51.8672588, -2.2440277 51.8673087, -2.2440697 51.8673572, -2.2440986 51.8674007)",,,,,
243483281,Northgate Street,unclassified,,False,False,17.935000000000002,,,"LINESTRING (-2.2439976 51.8666165, -2.2440981 51.8665813, -2.2442146 51.8665273)",,,,,
243483281,Northgate Street,unclassified,,False,True,31.259,,,"LINESTRING (-2.2439976 51.8666165, -2.2437698 51.866654, -2.2435542 51.8666794)",,,,,
243483281,Northgate Street,unclassified,,False,True,16.129,,,"LINESTRING (-2.2443739 51.8664207, -2.2442146 51.8665273)",,,,,
4221975,Saint John's Lane,unclassified,,False,False,152.838,,,"LINESTRING (-2.2443739 51.8664207, -2.244482 51.8664825, -2.2445917 51.866543, -2.2447684 51.8666102, -2.2448602 51.8666267, -2.2449529 51.8666103, -2.2450805 51.8665643, -2.2452506 51.8664996, -2.2454815 51.8663854, -2.2457165 51.8662327, -2.2460714 51.8659753)",,,,,
"[243483281, 8049313]","['Northgate Street', 'The Oxebode']","['unclassified', 'residential']",,False,False,173.919,,,"LINESTRING (-2.2443739 51.8664207, -2.2445452 51.8662883, -2.2449152 51.8660144, -2.2436614 51.8653231)",,,,,
4221972,Saint Aldate Street,unclassified,,False,False,116.56,,,"LINESTRING (-2.2442146 51.8665273, -2.2428828 51.8658773)",,,,,
243483281,Northgate Street,unclassified,,False,False,16.129,,,"LINESTRING (-2.2442146 51.8665273, -2.2443739 51.8664207)",,,,,
243483281,Northgate Street,unclassified,,False,True,17.935000000000002,,,"LINESTRING (-2.2442146 51.8665273, -2.2440981 51.8665813, -2.2439976 51.8666165)",,,,,
"[281925897, 4221974]",Spread Eagle Road,unclassified,,False,False,198.607,,,"LINESTRING (-2.2419791 51.8669538, -2.2419112 51.8667837, -2.2418851 51.866714, -2.2418458 51.8666088, -2.2418283 51.8665619, -2.2418188 51.8665364, -2.2417863 51.8664495, -2.2418251 51.8663737, -2.2419635 51.866278, -2.2420324 51.8662194, -2.2420852 51.8661745, -2.2422494 51.8662606, -2.2424659 51.866287, -2.2426197 51.8661906, -2.2428059 51.8661923, -2.2429792 51.8661447, -2.2433566 51.8663264)",,,,,
248304757,Northgate Street,busway,,False,True,26.126,,,"LINESTRING (-2.2419791 51.8669538, -2.2419197 51.8669617, -2.2416076 51.8670046)",,,,,
281925887,Northgate Street,unclassified,,False,False,53.918,,,"LINESTRING (-2.2419791 51.8669538, -2.2421315 51.8669323, -2.2427367 51.8668266)",,,,,
4221975,Saint John's Lane,unclassified,,False,True,152.838,,,"LINESTRING (-2.2460714 51.8659753, -2.2457165 51.8662327, -2.2454815 51.8663854, -2.2452506 51.8664996, -2.2450805 51.8665643, -2.2449529 51.8666103, -2.2448602 51.8666267, -2.2447684 51.8666102, -2.2445917 51.866543, -2.244482 51.8664825, -2.2443739 51.8664207)",,,,,
4221972,Saint Aldate Street,unclassified,,False,True,116.56,,,"LINESTRING (-2.2428828 51.8658773, -2.2442146 51.8665273)",,,,,
287907325,The Oxebode,residential,,False,False,12.425,,,"LINESTRING (-2.2436614 51.8653231, -2.2435264 51.8652487)",,,,,
287907325,The Oxebode,residential,,False,True,7.112,,,"LINESTRING (-2.2436614 51.8653231, -2.2435924 51.8653708)",,,,,
