osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,tunnel,access,bridge
4038807,False,,,Frithville Gardens,residential,20 mph,True,367.19300000000004,"LINESTRING (-0.2274409 51.5088817, -0.2274177 51.5088512, -0.227265 51.5084785, -0.2271686 51.5082423, -0.2270945 51.5080541, -0.2270424 51.5079033, -0.2270058 51.5077704, -0.226986 51.5076842, -0.22697 51.5076142, -0.2269272 51.5074032, -0.2269269 51.5073337, -0.2269266 51.5072457, -0.2269272 51.5070733, -0.2269274 51.5070335, -0.2269378 51.5068059, -0.2269407 51.50668, -0.2269565 51.5064811, -0.2269641 51.5063567, -0.2269773 51.5062662, -0.2269925 51.5061824, -0.227001 51.5061405, -0.2270127 51.5060826, -0.227042 51.5059335, -0.2270949 51.5056979, -0.2271118 51.5056226)",,,,
8187236,False,,,Hammersmith Grove,residential,20 mph,False,112.872,"LINESTRING (-0.2288281 51.5019813, -0.2287646 51.501854, -0.2287502 51.5018125, -0.2287372 51.5017696, -0.2286249 51.5014384, -0.2284708 51.5009914)",,,,
"[1070105339, 1070105340, 67070086]",False,3,A402,Goldhawk Road,primary,20 mph,True,20.506000000000004,"LINESTRING (-0.2288281 51.5019813, -0.2287054 51.5020056, -0.2286663 51.502014, -0.2286306 51.5020217, -0.2285953 51.5020293, -0.2285587 51.5020372, -0.2285471 51.5020397)",,,,
1070366899,False,2,A402,Goldhawk Road,primary,20 mph,False,53.46,"LINESTRING (-0.2249034 51.5027765, -0.2242056 51.5029826)",,,,
1070366899,False,2,A402,Goldhawk Road,primary,20 mph,True,13.766,"LINESTRING (-0.2249034 51.5027765, -0.2250872 51.5027292)",,,,
620512333,False,,,Sinclair Gardens,residential,20 mph,True,113.793,"LINESTRING (-0.2158571 51.5018003, -0.2160472 51.5018895, -0.2162641 51.5019543, -0.2165514 51.5020316, -0.2167538 51.5020757, -0.2169606 51.5021143, -0.2173735 51.5021686)",,,,
620513810,False,,,Addison Gardens,residential,20 mph,True,138.607,"LINESTRING (-0.2158571 51.5018003, -0.2159117 51.5017585, -0.2165931 51.5013982, -0.217387 51.5009977)",,,,
8181040,False,,,Richmond Way,residential,20 mph,True,16.113,"LINESTRING (-0.2175663 51.5022405, -0.217488 51.5021918, -0.2174424 51.502176, -0.2173735 51.5021686)",,,,
"[574906297, 574906299, 8326532]",True,,,Minford Gardens,residential,20 mph,False,180.827,"LINESTRING (-0.2175663 51.5022405, -0.2176469 51.502274, -0.217718 51.5023008, -0.2177692 51.5023104, -0.218504 51.5023306, -0.2194691 51.502357, -0.2200477 51.5023659, -0.2201454 51.5023574)",,,,
383309235,False,,,Netherwood Road,residential,20 mph,True,42.083,"LINESTRING (-0.2175663 51.5022405, -0.2176383 51.5021692, -0.2177653 51.5021039, -0.2180018 51.5019811)",,,,
383309236,False,,,Richmond Way,unclassified,20 mph,True,65.211,"LINESTRING (-0.2175663 51.5022405, -0.2175186 51.5023278, -0.2175127 51.5023636, -0.2174488 51.502749, -0.2174466 51.5028198)",,,,
9364321,False,,,Anley Road,residential,20 mph,False,148.512,"LINESTRING (-0.2219629 51.5010837, -0.2218568 51.5010934, -0.2209245 51.5011926, -0.2199237 51.5012974, -0.2198472 51.5013056)",,,,
312263586,False,3,A219,Shepherds Bush Road,primary,20 mph,False,24.201,"LINESTRING (-0.2219629 51.5010837, -0.2219696 51.5011497, -0.2219806 51.5012152, -0.2220067 51.5012993)",,,,
830043727,True,,,Ariel Way,unclassified,10 mph,False,8.702,"LINESTRING (-0.2211361 51.5095973, -0.2211708 51.5095601, -0.2212247 51.5095493)",,yes,,
"[830043729, 28177564]",False,,,Ariel Way,unclassified,10 mph,True,72.577,"LINESTRING (-0.2211361 51.5095973, -0.2210961 51.5095983, -0.2209217 51.5096026, -0.2203519 51.5096078, -0.2200891 51.5096252)",,yes,,
192836868,True,4,A3220,Holland Road,trunk,30 mph,False,52.943999999999996,"LINESTRING (-0.2157743 51.5039689, -0.2159357 51.5039901, -0.216122 51.5040533, -0.2161784 51.5040688, -0.216296 51.5041016, -0.2164665 51.5041634)",,,,
383309235,False,,,Netherwood Road,residential,20 mph,False,160.611,"LINESTRING (-0.2198136 51.5010788, -0.2196946 51.5011368, -0.218975 51.5015038, -0.2182991 51.5018353, -0.2180018 51.5019811)",,,,
383309238,False,2,,Rockley Road,residential,20 mph,False,25.399,"LINESTRING (-0.2198136 51.5010788, -0.2198153 51.5011311, -0.2198144 51.5011418, -0.2198148 51.5011787, -0.2198472 51.5013056)",,,,
4059912,False,2,,Richmond Way,unclassified,20 mph,False,115.40100000000001,"LINESTRING (-0.2174123 51.5038574, -0.2174312 51.5033412, -0.2174466 51.5028198)",,,,
9364409,False,,,Woodstock Grove,residential,20 mph,False,15.626000000000001,"LINESTRING (-0.2174123 51.5038574, -0.2173905 51.5038711, -0.2173641 51.5038839, -0.2173284 51.5038902, -0.2172942 51.5038918, -0.2172525 51.5038874, -0.2172093 51.5038749)",,,,
145128112,False,1,,Richmond Way,residential,20 mph,False,14.328,"LINESTRING (-0.2174123 51.5038574, -0.2174048 51.5039673, -0.2174087 51.503986)",,,,
4059906,False,2,A4020,Uxbridge Road,primary,20 mph,False,25.166,"LINESTRING (-0.2251332 51.5052346, -0.22548 51.5053026)",,,,
"[930764803, 1065580327, 313584687, 700437744, 313584690]",True,1,A4020,Uxbridge Road,primary,20 mph,False,27.264000000000003,"LINESTRING (-0.2251332 51.5052346, -0.2249822 51.5052322, -0.224901 51.5052181, -0.2248385 51.5052073, -0.2247968 51.5052, -0.2247776 51.5051967, -0.2247484 51.5051913)",,,,
"[961157273, 671131530, 47047638]",True,4,A402,Shepherds Bush Green,primary,20 mph,False,165.818,"LINESTRING (-0.2237855 51.5034281, -0.2238063 51.5034569, -0.2240111 51.5037409, -0.224082 51.5038432, -0.2242069 51.5040412, -0.2242272 51.5040775, -0.224438 51.5044312, -0.2245942 51.5046847, -0.2246698 51.5048134)",,,,
4059905,True,2,A219,Shepherds Bush Green,primary,20 mph,False,33.865,"LINESTRING (-0.2234023 51.5032471, -0.2235143 51.5032884, -0.2235643 51.503306, -0.2236406 51.5033317, -0.2236919 51.5033521, -0.2237278 51.5033777, -0.2237855 51.5034281)",,,,
42311645,True,1,A402,Goldhawk Road,primary,20 mph,False,37.843,"LINESTRING (-0.2234023 51.5032471, -0.223586 51.5031554, -0.2236437 51.5031293, -0.223799 51.5030818, -0.2238659 51.5030816)",,,,
8317724,False,,,Westwick Gardens,residential,20 mph,False,139.755,"LINESTRING (-0.2199982 51.5017955, -0.2199412 51.501801, -0.2198955 51.5018054, -0.2190889 51.5018776, -0.2181841 51.5019559, -0.2180018 51.5019811)",,,,
8317724,False,,,Westwick Gardens,residential,20 mph,True,147.758,"LINESTRING (-0.2199982 51.5017955, -0.2200552 51.5017901, -0.2200778 51.5017879, -0.2206506 51.5017313, -0.2213234 51.5016698, -0.2217663 51.5016293, -0.2220085 51.5016063, -0.2221091 51.5015979)",,,,
383309238,False,2,,Rockley Road,residential,20 mph,True,55.503,"LINESTRING (-0.2199982 51.5017955, -0.2199745 51.5017471, -0.2198472 51.5013056)",,,,
"[1215885929, 24538755, 1215885924]",True,1,,Rockley Road,residential,20 mph,False,65.14,"LINESTRING (-0.2199982 51.5017955, -0.2200308 51.5018461, -0.2200352 51.5018639, -0.2200231 51.5018936, -0.2201342 51.5022872, -0.2201617 51.5023009, -0.2201712 51.5023264, -0.2201454 51.5023574)",,,,
8317724,False,,,Westwick Gardens,residential,20 mph,False,147.758,"LINESTRING (-0.2221091 51.5015979, -0.2220085 51.5016063, -0.2217663 51.5016293, -0.2213234 51.5016698, -0.2206506 51.5017313, -0.2200778 51.5017879, -0.2200552 51.5017901, -0.2199982 51.5017955)",,,,
312263586,False,3,A219,Shepherds Bush Road,primary,20 mph,False,65.035,"LINESTRING (-0.2221091 51.5015979, -0.222156 51.5016873, -0.2222099 51.5017791, -0.2223388 51.50197, -0.2223577 51.501998, -0.2223799 51.5020295, -0.2224579 51.5021406)",,,,
312263586,False,3,A219,Shepherds Bush Road,primary,20 mph,True,33.969,"LINESTRING (-0.2221091 51.5015979, -0.2220748 51.501498, -0.2220313 51.5013904, -0.2220067 51.5012993)",,,,
1065580325,False,,A4020,Uxbridge Road,primary,20 mph,True,38.019,"LINESTRING (-0.2276357 51.5057254, -0.2271118 51.5056226)",,,,
1065580324,False,2,A4020,Uxbridge Road,primary,20 mph,False,51.341,"LINESTRING (-0.2276357 51.5057254, -0.2277952 51.5057572, -0.22834 51.5058703)",,,,
148379761,False,2,A402,Goldhawk Road,primary,20 mph,True,10.162,"LINESTRING (-0.2277212 51.5021959, -0.2275807 51.5022224)",,,,
"[148379761, 67070086]",False,"['2', '3']",A402,Goldhawk Road,primary,20 mph,False,59.748999999999995,"LINESTRING (-0.2277212 51.5021959, -0.2278299 51.5021764, -0.2279244 51.5021577, -0.2285471 51.5020397)",,,,
"[936374439, 936374440, 4082193, 700436497, 1164574421]",True,,,Lime Grove,residential,20 mph,False,144.498,"LINESTRING (-0.2277212 51.5021959, -0.2277422 51.5022523, -0.2277457 51.5022695, -0.2277491 51.5022882, -0.2277566 51.5023874, -0.2277488 51.5024525, -0.2277487 51.5025289, -0.2277587 51.5030324, -0.2277857 51.503493)",,,,
4059906,False,2,A4020,Uxbridge Road,primary,20 mph,True,10.831,"LINESTRING (-0.2256294 51.5053316, -0.22548 51.5053026)",,,,
"[313584688, 371339737, 4059906]",False,2,A4020,Uxbridge Road,primary,20 mph,False,107.581,"LINESTRING (-0.2256294 51.5053316, -0.2257546 51.5053552, -0.2259981 51.5054032, -0.2260563 51.5054146, -0.2260832 51.5054199, -0.2261109 51.5054254, -0.2262183 51.5054468, -0.2262422 51.5054516, -0.2262902 51.5054609, -0.2265318 51.5055083, -0.2265679 51.5055154, -0.2266113 51.505524, -0.2271118 51.5056226)",,,,
"[1164574414, 1164574415, 1164574416, 1164574417, 1164574418, 700436498, 700436496, 4244824]",True,,,Pennard Road,residential,20 mph,False,296.111,"LINESTRING (-0.2256294 51.5053316, -0.2256507 51.5052693, -0.2256559 51.5052543, -0.2256672 51.5052225, -0.2256785 51.5051909, -0.22573 51.5050463, -0.2257459 51.5049973, -0.2257598 51.5049483, -0.2257895 51.5048266, -0.2258061 51.5047192, -0.2258097 51.504625, -0.2258094 51.5045396, -0.2257983 51.5044397, -0.2257889 51.5043558, -0.2257648 51.504288, -0.2257396 51.5042052, -0.2257193 51.5041362, -0.2256376 51.5039745, -0.2254926 51.5037173, -0.2253199 51.5034401, -0.2252591 51.5033426, -0.2251733 51.5031902, -0.2250242 51.5029428, -0.2249911 51.502888, -0.2249805 51.5028745, -0.2249544 51.5028414, -0.2249359 51.5028178, -0.2249034 51.5027765)",,,,
4059906,False,2,A4020,Uxbridge Road,primary,20 mph,False,10.831,"LINESTRING (-0.22548 51.5053026, -0.2256294 51.5053316)",,,,
4059906,False,2,A4020,Uxbridge Road,primary,20 mph,True,25.166,"LINESTRING (-0.22548 51.5053026, -0.2251332 51.5052346)",,,,
4244844,True,1,,Hopgood Street,unclassified,20 mph,False,62.55200000000001,"LINESTRING (-0.22548 51.5053026, -0.2254575 51.5053634, -0.2252956 51.5058003, -0.2252904 51.5058144, -0.2252788 51.505851)",,,,
4244845,False,1,,Macfarlane Road,residential,20 mph,False,35.037,"LINESTRING (-0.2252788 51.505851, -0.2247731 51.5058366)",,,,
4244846,False,,,Macfarlane Road,residential,20 mph,False,332.43600000000004,"LINESTRING (-0.2252788 51.505851, -0.2255738 51.5058694, -0.2256135 51.5058751, -0.2256527 51.5058855, -0.2256661 51.5059106, -0.2256 51.5079547, -0.2255738 51.5079984, -0.2255344 51.5080346, -0.2247007 51.5080357, -0.2245834 51.5080359)",,,,
4244846,False,,,Macfarlane Road,residential,20 mph,True,332.436,"LINESTRING (-0.2245834 51.5080359, -0.2247007 51.5080357, -0.2255344 51.5080346, -0.2255738 51.5079984, -0.2256 51.5079547, -0.2256661 51.5059106, -0.2256527 51.5058855, -0.2256135 51.5058751, -0.2255738 51.5058694, -0.2252788 51.505851)",,,,
"[96452947, 313584693, 679608783]",False,2,A219,Wood Lane,primary,20 mph,False,244.93099999999995,"LINESTRING (-0.2245834 51.5080359, -0.2245824 51.507925, -0.2245833 51.5078785, -0.2245834 51.5078244, -0.2245945 51.5073901, -0.2246155 51.5066448, -0.2246169 51.5065936, -0.2246163 51.506544, -0.2246153 51.5064604, -0.2246316 51.5060709, -0.2246311 51.5058335)",,,,
"[96452945, 679608777, 679608781]",False,,A219,Wood Lane,primary,30 mph,True,144.019,"LINESTRING (-0.2245834 51.5080359, -0.2245821 51.5081067, -0.2245814 51.5081543, -0.2245762 51.5085669, -0.2245513 51.5090086, -0.2245513 51.5090784, -0.224553 51.5093308)",,,,
17940447,False,,,Abdale Road,residential,20 mph,True,51.365,"LINESTRING (-0.2296447 51.508389, -0.2296269 51.5079272)",,,,
"[17940488, 17940447]",False,,,"['Stanlake Road', 'Abdale Road']",residential,20 mph,False,127.51999999999998,"LINESTRING (-0.2296447 51.508389, -0.2296375 51.5085814, -0.2296177 51.5091234, -0.2296155 51.509142, -0.2296035 51.5091564, -0.2295867 51.5091629, -0.229561 51.5091654, -0.2290049 51.5091218)",,,,
17940488,False,,,Stanlake Road,residential,20 mph,False,171.44699999999997,"LINESTRING (-0.2290049 51.5091218, -0.2289471 51.5091212, -0.2288468 51.5091189, -0.2287427 51.5091171, -0.2286976 51.5091169, -0.2284418 51.508981, -0.2282497 51.5088774, -0.2282289 51.5088472, -0.2282246 51.508809, -0.2282075 51.5081682, -0.2282154 51.5079483, -0.2282163 51.5078973)",,,,
"[17940488, 17940447]",False,,,"['Stanlake Road', 'Abdale Road']",residential,20 mph,True,127.52000000000001,"LINESTRING (-0.2290049 51.5091218, -0.229561 51.5091654, -0.2295867 51.5091629, -0.2296035 51.5091564, -0.2296155 51.509142, -0.2296177 51.5091234, -0.2296375 51.5085814, -0.2296447 51.508389)",,,,
1135061637,False,,,Tunis Road,residential,20 mph,False,134.553,"LINESTRING (-0.2290049 51.5091218, -0.2290079 51.5090859, -0.2290175 51.5085916, -0.2290361 51.507965, -0.2290405 51.507912)",,,,
17940500,False,,,Swindon Street,residential,20 mph,False,40.619,"LINESTRING (-0.2290405 51.507912, -0.2290996 51.5079134, -0.2291291 51.5079145, -0.2295577 51.5079258, -0.2295749 51.5079261, -0.2296269 51.5079272)",,,,
17940500,False,,,Swindon Street,residential,20 mph,True,57.065999999999995,"LINESTRING (-0.2290405 51.507912, -0.2289808 51.5079106, -0.2289523 51.5079102, -0.2283037 51.507899, -0.2282794 51.5078985, -0.2282163 51.5078973)",,,,
17940560,False,,,Tunis Road,residential,20 mph,False,130.737,"LINESTRING (-0.2290405 51.507912, -0.2290422 51.507857, -0.229078 51.5069558, -0.229086 51.5067366)",,,,
1135061637,False,,,Tunis Road,residential,20 mph,True,134.553,"LINESTRING (-0.2290405 51.507912, -0.2290361 51.507965, -0.2290175 51.5085916, -0.2290079 51.5090859, -0.2290049 51.5091218)",,,,
17940488,False,,,Stanlake Road,residential,20 mph,False,149.404,"LINESTRING (-0.2282163 51.5078973, -0.2282374 51.5072529, -0.2282873 51.5065545)",,,,
17940488,False,,,Stanlake Road,residential,20 mph,True,171.447,"LINESTRING (-0.2282163 51.5078973, -0.2282154 51.5079483, -0.2282075 51.5081682, -0.2282246 51.508809, -0.2282289 51.5088472, -0.2282497 51.5088774, -0.2284418 51.508981, -0.2286976 51.5091169, -0.2287427 51.5091171, -0.2288468 51.5091189, -0.2289471 51.5091212, -0.2290049 51.5091218)",,,,
17940500,False,,,Swindon Street,residential,20 mph,False,57.065999999999995,"LINESTRING (-0.2282163 51.5078973, -0.2282794 51.5078985, -0.2283037 51.507899, -0.2289523 51.5079102, -0.2289808 51.5079106, -0.2290405 51.507912)",,,,
148379761,False,2,A402,Goldhawk Road,primary,20 mph,False,10.162,"LINESTRING (-0.2275807 51.5022224, -0.2277212 51.5021959)",,,,
"[148379761, 1134788769, 317599812]",False,2,A402,Goldhawk Road,primary,20 mph,"[False, True]",78.447,"LINESTRING (-0.2275807 51.5022224, -0.2269091 51.5023571, -0.2267986 51.502377, -0.2266207 51.502409, -0.2265262 51.502426, -0.2264982 51.5024311)",,,,
571854278,False,,,Richmond Way,residential,20 mph,False,61.042,"LINESTRING (-0.2173878 51.5016199, -0.2173745 51.5017793, -0.2173696 51.501898, -0.2173735 51.5021686)",,,,
571854278,False,,,Richmond Way,residential,20 mph,True,69.464,"LINESTRING (-0.2173878 51.5016199, -0.2174118 51.501125, -0.2174131 51.5010646, -0.2174111 51.5010535, -0.2173902 51.5010138, -0.217387 51.5009977)",,,,
648155025,False,3,A219,Shepherds Bush Road,primary,20 mph,True,2.079,"LINESTRING (-0.2224689 51.502158, -0.2224579 51.5021406)",,,,
8326637,False,,,Sulgrave Road,residential,20 mph,False,53.761,"LINESTRING (-0.2224689 51.502158, -0.2226039 51.5021243, -0.2229903 51.5020277, -0.2231897 51.5019779)",,,,
"[648155025, 313596138]",False,3,A219,Shepherds Bush Road,primary,20 mph,False,112.248,"LINESTRING (-0.2224689 51.502158, -0.2227959 51.5026504, -0.2229598 51.5028895, -0.223079 51.5030931)",,,,
302130035,False,2,,Minford Gardens,residential,20 mph,False,162.121,"LINESTRING (-0.2201454 51.5023574, -0.220852 51.5023098, -0.2210489 51.5022981, -0.221449 51.5022647, -0.221813 51.5022248, -0.2223397 51.5021645, -0.2223781 51.5021604, -0.2224579 51.5021406)",,,,
"[990622688, 1215886017, 620513333, 990623087]",True,1,,Rockley Road,residential,20 mph,False,58.38099999999999,"LINESTRING (-0.2201454 51.5023574, -0.2201558 51.5024086, -0.2202027 51.5026394, -0.2202314 51.5027631, -0.220239 51.5027743, -0.2202441 51.5027941, -0.2202439 51.5028172, -0.2202584 51.502877)",,,,
8317724,False,,,Westwick Gardens,residential,20 mph,True,139.75499999999997,"LINESTRING (-0.2180018 51.5019811, -0.2181841 51.5019559, -0.2190889 51.5018776, -0.2198955 51.5018054, -0.2199412 51.501801, -0.2199982 51.5017955)",,,,
383309235,False,,,Netherwood Road,residential,20 mph,False,42.083,"LINESTRING (-0.2180018 51.5019811, -0.2177653 51.5021039, -0.2176383 51.5021692, -0.2175663 51.5022405)",,,,
383309235,False,,,Netherwood Road,residential,20 mph,True,160.611,"LINESTRING (-0.2180018 51.5019811, -0.2182991 51.5018353, -0.218975 51.5015038, -0.2196946 51.5011368, -0.2198136 51.5010788)",,,,
990622687,False,1,,Rockley Road,residential,20 mph,True,8.429,"LINESTRING (-0.220275 51.5029521, -0.2202584 51.502877)",,,,
8326536,False,2,,Charecroft Way,residential,20 mph,False,196.33399999999997,"LINESTRING (-0.220275 51.5029521, -0.220225 51.5029515, -0.2201094 51.5029449, -0.2188158 51.5028788, -0.2179928 51.5028419, -0.2175959 51.5028249, -0.2175342 51.5028226, -0.2174466 51.5028198)",,,,
"[1070108453, 24538757, 1070108454, 1070108455, 1070108458]",False,"['1', '2']",,Rockley Road,residential,20 mph,"[False, True]",96.57500000000002,"LINESTRING (-0.220275 51.5029521, -0.2204754 51.5035213, -0.2204969 51.5035636, -0.2205366 51.5036505, -0.2205526 51.5036871, -0.2205592 51.5037058, -0.2205735 51.503743, -0.2205839 51.5037658, -0.2205959 51.503797)",,,,
4059912,False,2,,Richmond Way,unclassified,20 mph,True,115.40100000000001,"LINESTRING (-0.2174466 51.5028198, -0.2174312 51.5033412, -0.2174123 51.5038574)",,,,
8326536,False,2,,Charecroft Way,residential,20 mph,True,196.334,"LINESTRING (-0.2174466 51.5028198, -0.2175342 51.5028226, -0.2175959 51.5028249, -0.2179928 51.5028419, -0.2188158 51.5028788, -0.2201094 51.5029449, -0.220225 51.5029515, -0.220275 51.5029521)",,,,
383309236,False,,,Richmond Way,unclassified,20 mph,False,65.21100000000001,"LINESTRING (-0.2174466 51.5028198, -0.2174488 51.502749, -0.2175127 51.5023636, -0.2175186 51.5023278, -0.2175663 51.5022405)",,,,
"[287956817, 1020682363, 42719324, 4059909]",True,"['4', '3']",A402,Uxbridge Road,primary,"['20 mph', '30 mph']",False,137.597,"LINESTRING (-0.219386 51.5043829, -0.2192729 51.5043758, -0.2192 51.5043726, -0.2190942 51.5043692, -0.2189941 51.5043685, -0.2187176 51.5043797, -0.2183416 51.5044113, -0.2180964 51.5044328, -0.2177561 51.5044826, -0.217641 51.5045098, -0.2175479 51.5045518, -0.2174778 51.5045991)",,,,
4244851,True,1,,,primary_link,20 mph,False,33.11,"LINESTRING (-0.219386 51.5043829, -0.2193269 51.5043514, -0.219292 51.5043257, -0.2192554 51.5042859, -0.2192422 51.5042486, -0.2192416 51.504229, -0.2192454 51.5042001, -0.2192452 51.5041765, -0.2192388 51.5041172)",,,,
"[979557168, 42311643]",True,3,A402,Shepherds Bush Green,primary,20 mph,False,70.08500000000001,"LINESTRING (-0.2192388 51.5041172, -0.2195569 51.5040657, -0.2196449 51.5040513, -0.219966 51.5039941, -0.2202126 51.503945)",,,,
