osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,est_width,geometry,junction,access,bridge
182833438,,Marton Road,tertiary,30 mph,False,False,30.967,2,,"LINESTRING (-1.2268903 54.5746605, -1.2269894 54.574933)",,,
46340487,,Marton Road,tertiary,30 mph,True,False,84.145,2,,"LINESTRING (-1.2270481 54.5750931, -1.2271458 54.5751965, -1.2272568 54.5753657, -1.2273697 54.5754862, -1.2275347 54.5755963, -1.2277023 54.5756899, -1.2277565 54.5757146)",,,
182833436,,Marton Road,tertiary,30 mph,False,True,18.2,2,,"LINESTRING (-1.2270481 54.5750931, -1.2270319 54.5750494, -1.2269894 54.574933)",,,
4518062,,Marton Road Interchange,tertiary,30 mph,True,False,30.522,2,,"LINESTRING (-1.2289588 54.5766915, -1.2290893 54.576743, -1.2291929 54.576812, -1.229263 54.576894)",roundabout,,
4518065,,,tertiary,30 mph,True,False,53.093,2,,"LINESTRING (-1.2289588 54.5766915, -1.2291356 54.5766942, -1.2294298 54.5766553, -1.2296308 54.5765948, -1.2297304 54.5765574)",,,
32612391,,Bright Street,unclassified,20 mph,False,False,31.518,2,,"LINESTRING (-1.2282027 54.5733656, -1.2281278 54.5736457)",,,
32612391,,Bright Street,unclassified,20 mph,False,True,121.442,2,,"LINESTRING (-1.2282027 54.5733656, -1.2284701 54.5722845)",,,
4519380,,Grange Road,unclassified,,False,False,117.584,,,"LINESTRING (-1.2282027 54.5733656, -1.2285961 54.5733915, -1.2291696 54.5734366, -1.2292655 54.5734441, -1.2300102 54.573508)",,,
4519390,,Grange Road,residential,20 mph,False,False,42.54,2,,"LINESTRING (-1.2281278 54.5736457, -1.2274728 54.5735987)",,,
32612391,,Bright Street,unclassified,20 mph,False,True,31.518,2,,"LINESTRING (-1.2281278 54.5736457, -1.2282027 54.5733656)",,,
32612391,,Bright Street,unclassified,20 mph,False,False,117.395,2,,"LINESTRING (-1.2281278 54.5736457, -1.2280429 54.5740298, -1.2278964 54.5746929)",,,
4519390,,Grange Road,residential,20 mph,False,True,42.54,2,,"LINESTRING (-1.2274728 54.5735987, -1.2281278 54.5736457)",,,
4519391,,Somerset Street,residential,,False,False,56.877,,,"LINESTRING (-1.2274728 54.5735987, -1.2275803 54.573091)",,,
4519391,,Somerset Street,residential,,False,False,43.511,,,"LINESTRING (-1.2275803 54.573091, -1.2276581 54.5727023)",,,
4519391,,Somerset Street,residential,,False,True,56.877,,,"LINESTRING (-1.2275803 54.573091, -1.2274728 54.5735987)",,,
4519391,,Somerset Street,residential,,False,False,39.126,,,"LINESTRING (-1.2276581 54.5727023, -1.2277238 54.5723525)",,,
4519391,,Somerset Street,residential,,False,True,43.511,,,"LINESTRING (-1.2276581 54.5727023, -1.2275803 54.573091)",,,
4519391,,Somerset Street,residential,,False,True,39.126,,,"LINESTRING (-1.2277238 54.5723525, -1.2276581 54.5727023)",,,
32612394,,Russell Street,residential,20 mph,False,False,67.669,2,,"LINESTRING (-1.2278964 54.5746929, -1.2289367 54.574775)",,,
44882664,,Russell Street,residential,20 mph,False,True,34.535,2,,"LINESTRING (-1.2278964 54.5746929, -1.2273651 54.5746527)",,,
4519379,,Bright Street,unclassified,20 mph,False,False,69.842,2,,"LINESTRING (-1.2278964 54.5746929, -1.2278046 54.5750959, -1.2277546 54.5753156)",,,
32612391,,Bright Street,unclassified,20 mph,False,True,117.395,2,,"LINESTRING (-1.2278964 54.5746929, -1.2280429 54.5740298, -1.2281278 54.5736457)",,,
44882664,,Russell Street,residential,20 mph,False,False,34.535,2,,"LINESTRING (-1.2273651 54.5746527, -1.2278964 54.5746929)",,,
5066371,,Russell Street,residential,30 mph,True,False,30.994,1,,"LINESTRING (-1.2273651 54.5746527, -1.2270938 54.5746356, -1.2268903 54.5746605)",,,
4519378,,,unclassified,20 mph,False,False,15.003,2,,"LINESTRING (-1.2277546 54.5753156, -1.2279851 54.5753344)",,,
4519379,,Bright Street,unclassified,20 mph,False,False,21.873,2,,"LINESTRING (-1.2277546 54.5753156, -1.2277126 54.5755108)",,,
4519379,,Bright Street,unclassified,20 mph,False,True,69.842,2,,"LINESTRING (-1.2277546 54.5753156, -1.2278046 54.5750959, -1.2278964 54.5746929)",,,
4519379,,Bright Street,unclassified,20 mph,False,True,21.873,2,,"LINESTRING (-1.2277126 54.5755108, -1.2277546 54.5753156)",,,
4519378,,,unclassified,20 mph,False,True,15.003,2,,"LINESTRING (-1.2279851 54.5753344, -1.2277546 54.5753156)",,,
4519380,,Grange Road,unclassified,,False,False,10.052,,,"LINESTRING (-1.2300102 54.573508, -1.2301647 54.5735203)",,,
4519380,,Grange Road,unclassified,,False,True,117.584,,,"LINESTRING (-1.2300102 54.573508, -1.2292655 54.5734441, -1.2291696 54.5734366, -1.2285961 54.5733915, -1.2282027 54.5733656)",,,
4520126,,Elder Court,residential,,False,False,44.025,,,"LINESTRING (-1.2300102 54.573508, -1.2299897 54.5735884, -1.2299661 54.5736471, -1.2299215 54.5736872, -1.2298663 54.5737204, -1.2297843 54.5737451, -1.2296762 54.573758, -1.229602 54.5737589)",,,
4520127,,,residential,,False,True,16.18,,,"LINESTRING (-1.2295791 54.5739038, -1.229602 54.5737589)",,,
4520126,,Elder Court,residential,,False,True,23.384,,,"LINESTRING (-1.2289369 54.5739679, -1.2289904 54.5737599)",,,
4520126,,Elder Court,residential,,False,False,23.384,,,"LINESTRING (-1.2289904 54.5737599, -1.2289369 54.5739679)",,,
4520128,,,residential,,False,False,17.487,,,"LINESTRING (-1.2289904 54.5737599, -1.2287443 54.5736937)",,,
4520126,,Elder Court,residential,,False,True,39.928,,,"LINESTRING (-1.2289904 54.5737599, -1.2291085 54.5737602, -1.2291867 54.5737575, -1.229273 54.573749, -1.2293332 54.5737401, -1.229392 54.5737381, -1.229458 54.5737379, -1.229602 54.5737589)",,,
4520128,,,residential,,False,True,17.487,,,"LINESTRING (-1.2287443 54.5736937, -1.2289904 54.5737599)",,,
4519383,,Boswell Street,residential,30 mph,False,True,94.011,2,,"LINESTRING (-1.2332978 54.5731942, -1.2318485 54.5730992)",,,
4519383,,Boswell Street,residential,30 mph,False,False,94.011,2,,"LINESTRING (-1.2318485 54.5730992, -1.2332978 54.5731942)",,,
4519386,,Jedburgh Street,residential,30 mph,False,False,27.075,2,,"LINESTRING (-1.2318485 54.5730992, -1.2318949 54.5728572)",,,
4519386,,Jedburgh Street,residential,30 mph,False,True,40.58,2,,"LINESTRING (-1.2318485 54.5730992, -1.2317585 54.5734604)",,,
56138630,,Jedburgh Street,residential,30 mph,False,True,25.534,2,,"LINESTRING (-1.2319114 54.5727867, -1.2319677 54.5725594)",,,
4519384,,Montrose Street,residential,30 mph,False,True,82.48,2,,"LINESTRING (-1.2317585 54.5734604, -1.233027 54.5735581)",,,
4519386,,Jedburgh Street,residential,30 mph,False,False,40.58,2,,"LINESTRING (-1.2317585 54.5734604, -1.2318485 54.5730992)",,,
4519386,,Jedburgh Street,residential,30 mph,False,True,53.568,2,,"LINESTRING (-1.2317585 54.5734604, -1.2317156 54.5736751, -1.2316553 54.5739384)",,,
4519384,,Montrose Street,residential,30 mph,False,False,82.48,2,,"LINESTRING (-1.233027 54.5735581, -1.2317585 54.5734604)",,,
4519386,,Jedburgh Street,residential,30 mph,False,False,53.568,2,,"LINESTRING (-1.2316553 54.5739384, -1.2317156 54.5736751, -1.2317585 54.5734604)",,,
46340478,,Grange Road,unclassified,,False,False,53.50899999999999,2,,"LINESTRING (-1.2316553 54.5739384, -1.2315142 54.5739076, -1.2314038 54.5738649, -1.2313146 54.5738172, -1.2312279 54.5737511, -1.2311624 54.5736598, -1.2311327 54.5735975)",,,
46340478,,Grange Road,unclassified,,False,True,109.11200000000001,2,,"LINESTRING (-1.2316553 54.5739384, -1.2323241 54.5739938, -1.2328074 54.5740328, -1.2333304 54.57408)",,,
4517912,,Union Street,residential,30 mph,False,False,62.39,2,,"LINESTRING (-1.240795 54.57325, -1.240956 54.573191, -1.2416132 54.5729502)",,,
4517980,B1272,Borough Road,secondary,30 mph,False,False,158.52,,,"LINESTRING (-1.240795 54.57325, -1.2405355 54.573229, -1.240218 54.5732032, -1.2399606 54.5731824, -1.2396483 54.5731571, -1.2395747 54.5731505, -1.2395446 54.573149, -1.2391554 54.5731171, -1.2390391 54.5731077, -1.2386458 54.5730758, -1.2384634 54.573061, -1.2383594 54.5730524)",,,
"[67628964, 48424165]",B1272,Hartington Road,secondary,30 mph,False,True,118.97,2,,"LINESTRING (-1.240795 54.57325, -1.2408974 54.5733268, -1.2411373 54.5735479, -1.2413362 54.5737313, -1.2418168 54.5741405)",,,
4518009,,Diamond Road,residential,30 mph,False,False,5.633,2,5,"LINESTRING (-1.241352 54.5718505, -1.2413319 54.5718998)",,,
4518011,,Peel Street,residential,,False,True,67.083,,,"LINESTRING (-1.241352 54.5718505, -1.2403394 54.5717112)",,,
4518014,,Windsor Street,residential,,False,True,65.331,,,"LINESTRING (-1.2418989 54.5723868, -1.2413791 54.5719413, -1.2413319 54.5718998)",,,
"[1026249026, 4518015]",,Coral Street,residential,,False,False,64.324,,,"LINESTRING (-1.2418989 54.5723868, -1.2411506 54.5726626, -1.2410578 54.5726981)",,no,
4518009,,Diamond Road,residential,30 mph,False,False,48.552,2,5,"LINESTRING (-1.2410578 54.5726981, -1.2408779 54.5731221)",,,
4518009,,Diamond Road,residential,30 mph,False,True,53.588,2,5,"LINESTRING (-1.2410578 54.5726981, -1.241208 54.5722241)",,,
"[1026249026, 4518015]",,Coral Street,residential,,False,True,64.324,,,"LINESTRING (-1.2410578 54.5726981, -1.2411506 54.5726626, -1.2418989 54.5723868)",,no,
4518009,,Diamond Road,residential,30 mph,False,True,48.552,2,5,"LINESTRING (-1.2408779 54.5731221, -1.2410578 54.5726981)",,,
4518009,,Diamond Road,residential,30 mph,False,False,53.588,2,5,"LINESTRING (-1.241208 54.5722241, -1.2410578 54.5726981)",,,
4518009,,Diamond Road,residential,30 mph,False,True,36.934,2,5,"LINESTRING (-1.241208 54.5722241, -1.2413319 54.5718998)",,,
4518010,,Garnet Street,residential,30 mph,True,False,37.289,2,5,"LINESTRING (-1.2406436 54.5721505, -1.241208 54.5722241)",,,
"[38234273, 1026249027]",,Pearl Street,residential,30 mph,False,True,105.586,2,5,"LINESTRING (-1.2406436 54.5721505, -1.2406169 54.5722047, -1.2402651 54.5730743)",,no,
4518005,,Percy Street,residential,,False,True,42.202,,,"LINESTRING (-1.2402022 54.5720823, -1.2403394 54.5717112)",,,
4518010,,Garnet Street,residential,30 mph,True,False,29.445,2,5,"LINESTRING (-1.2402022 54.5720823, -1.2406436 54.5721505)",,,
4518010,,Garnet Street,residential,30 mph,True,False,7.208,2,5,"LINESTRING (-1.2394644 54.5719695, -1.2395725 54.5719861)",,,
38234271,,Ruby Street,residential,30 mph,False,True,115.75399999999999,2,5,"LINESTRING (-1.2394644 54.5719695, -1.2394133 54.5721051, -1.2393694 54.5722217, -1.239174 54.5727399, -1.2391279 54.5728622, -1.2391189 54.5728861, -1.2390811 54.5729865)",,,
4518010,,Garnet Street,residential,30 mph,True,False,35.972,2,5,"LINESTRING (-1.2389234 54.5718901, -1.2394644 54.5719695)",,,
38234269,,Amber Street,residential,30 mph,False,False,118.913,2,5,"LINESTRING (-1.2389234 54.5718901, -1.2388241 54.5721344, -1.2386691 54.5725153, -1.2386027 54.5726786, -1.2385453 54.5728258, -1.2385157 54.5729328)",,,
"[38234273, 1026249027]",,Pearl Street,residential,30 mph,False,False,105.586,2,5,"LINESTRING (-1.2402651 54.5730743, -1.2406169 54.5722047, -1.2406436 54.5721505)",,no,
4518006,,Emerald Street,residential,30 mph,False,True,109.27799999999999,2,5,"LINESTRING (-1.2396814 54.5730219, -1.2400161 54.5721791, -1.2400603 54.572064)",,,
38234271,,Ruby Street,residential,30 mph,False,False,115.754,2,5,"LINESTRING (-1.2390811 54.5729865, -1.2391189 54.5728861, -1.2391279 54.5728622, -1.239174 54.5727399, -1.2393694 54.5722217, -1.2394133 54.5721051, -1.2394644 54.5719695)",,,
4518005,,Percy Street,residential,,False,False,42.202,,,"LINESTRING (-1.2403394 54.5717112, -1.2402022 54.5720823)",,,
4518011,,Peel Street,residential,,False,False,67.083,,,"LINESTRING (-1.2403394 54.5717112, -1.241352 54.5718505)",,,
4518092,,Baker Street,unclassified,,True,False,145.984,2,,"LINESTRING (-1.2375573 54.5735244, -1.235313 54.5733478)",,,
4517944,,Linthorpe Road,unclassified,30 mph,False,False,59.281,2,,"LINESTRING (-1.2375573 54.5735244, -1.2376306 54.5733285, -1.2377523 54.5730034)",,,
4517944,,Linthorpe Road,unclassified,30 mph,False,True,41.379,2,,"LINESTRING (-1.2375573 54.5735244, -1.2374938 54.5736935, -1.2374222 54.5738882)",,,
4517944,,Linthorpe Road,unclassified,30 mph,False,False,41.379,2,,"LINESTRING (-1.2374222 54.5738882, -1.2374938 54.5736935, -1.2375573 54.5735244)",,,
"[4517944, 35694849]",,"['Linthorpe Road', 'Grange Road']",unclassified,30 mph,False,True,194.861,2,,"LINESTRING (-1.2374222 54.5738882, -1.237369 54.574078, -1.2373095 54.5742906, -1.237298 54.5743354, -1.2372671 54.5743605, -1.2372129 54.5743815, -1.2371843 54.5743854, -1.2370761 54.5743946, -1.2368234 54.5743738, -1.2365689 54.5743544, -1.2365134 54.5743497, -1.2363699 54.5743401, -1.2363007 54.5743344, -1.2361594 54.5743237, -1.2354346 54.5742626, -1.2351102 54.5742371)",,,
32388261,,Albert Road,unclassified,30 mph,False,True,41.698,2,,"LINESTRING (-1.235313 54.5733478, -1.2352287 54.5737196)",,,
32388261,,Albert Road,unclassified,30 mph,False,False,57.983,2,,"LINESTRING (-1.235313 54.5733478, -1.2353614 54.5731471, -1.2354301 54.5728308)",,,
32388261,,Albert Road,unclassified,30 mph,False,False,41.698,2,,"LINESTRING (-1.2352287 54.5737196, -1.235313 54.5733478)",,,
32388261,,Albert Road,unclassified,30 mph,False,True,58.048,2,,"LINESTRING (-1.2352287 54.5737196, -1.2351102 54.5742371)",,,
4518091,,Bedford Street,unclassified,,True,False,142.619,2,,"LINESTRING (-1.2352287 54.5737196, -1.2367076 54.5738333, -1.2368495 54.5738442, -1.2370337 54.5738584, -1.2374222 54.5738882)",,,
32388261,,Albert Road,unclassified,30 mph,False,False,58.048,2,,"LINESTRING (-1.2351102 54.5742371, -1.2352287 54.5737196)",,,
"[49902981, 32612390]",,Albert Road,unclassified,30 mph,False,True,229.438,2,,"LINESTRING (-1.2351102 54.5742371, -1.235065 54.5744258, -1.2350247 54.5745906, -1.2350027 54.5746751, -1.2349686 54.5748194, -1.2349192 54.5750389, -1.2349054 54.575094, -1.2348997 54.5751179, -1.2348644 54.5752675, -1.2348284 54.5754079, -1.234789 54.575573, -1.2347599 54.5757005, -1.2347421 54.5757791, -1.2347036 54.5759142, -1.2346107 54.57628)",,,
"[4517944, 35694849]",,"['Linthorpe Road', 'Grange Road']",unclassified,30 mph,False,False,194.86100000000002,2,,"LINESTRING (-1.2351102 54.5742371, -1.2354346 54.5742626, -1.2361594 54.5743237, -1.2363007 54.5743344, -1.2363699 54.5743401, -1.2365134 54.5743497, -1.2365689 54.5743544, -1.2368234 54.5743738, -1.2370761 54.5743946, -1.2371843 54.5743854, -1.2372129 54.5743815, -1.2372671 54.5743605, -1.237298 54.5743354, -1.2373095 54.5742906, -1.237369 54.574078, -1.2374222 54.5738882)",,,
4519868,,Marsh Road,unclassified,30 mph,False,True,7.457,2,,"LINESTRING (-1.2409611 54.5790756, -1.241035 54.579024)",,,
4519418,,Boundary Road,unclassified,30 mph,False,True,61.364999999999995,2,,"LINESTRING (-1.2409611 54.5790756, -1.2410065 54.5791106, -1.2410373 54.5791498, -1.2410454 54.5791907, -1.2410272 54.5796144)",,,
"[27550642, 62760238, 46510575]",,"['Zetland Road', 'Station Street']",unclassified,30 mph,False,False,469.4279999999998,2,,"LINESTRING (-1.2409611 54.5790756, -1.2408791 54.5790344, -1.2408046 54.5790173, -1.2406464 54.5790045, -1.240399 54.5790037, -1.2397343 54.5790066, -1.2395938 54.5790055, -1.2373037 54.5789931, -1.2371398 54.5789912, -1.2368719 54.5789881, -1.2364587 54.5789833, -1.2364536 54.5788734, -1.2364414 54.5788366, -1.2364273 54.5788094, -1.2364018 54.5787857, -1.2363596 54.5787655, -1.2363078 54.578756, -1.2362099 54.5787473, -1.2360831 54.5787356, -1.2360085 54.5787284, -1.2356764 54.5787037, -1.2342775 54.5785883, -1.2340428 54.5785735)",,,
4519868,,Marsh Road,unclassified,30 mph,False,False,7.457,2,,"LINESTRING (-1.241035 54.579024, -1.2409611 54.5790756)",,,
4519869,,,unclassified,,False,False,28.926,2,,"LINESTRING (-1.241035 54.579024, -1.2410427 54.5787639)",,,
4519869,,,unclassified,,False,True,28.926,2,,"LINESTRING (-1.2410427 54.5787639, -1.241035 54.579024)",,,
124360525,A178,North Road,primary,30 mph,False,True,59.045,2,,"LINESTRING (-1.2410272 54.5796144, -1.2419434 54.5796161)",,,
4519418,,Boundary Road,unclassified,30 mph,False,False,61.365,2,,"LINESTRING (-1.2410272 54.5796144, -1.2410454 54.5791907, -1.2410373 54.5791498, -1.2410065 54.5791106, -1.2409611 54.5790756)",,,
35327432,A178,Bridge Street West,primary,30 mph,False,False,27.746000000000002,2,,"LINESTRING (-1.2410272 54.5796144, -1.2407184 54.5796123, -1.2405967 54.5796115)",,,
35327432,A178,Bridge Street West,primary,30 mph,False,False,59.983,2,,"LINESTRING (-1.2364259 54.5795662, -1.2362265 54.5795634, -1.2358532 54.5795547, -1.2354958 54.5795463)",,,
35327432,A178,Bridge Street West,primary,30 mph,False,True,85.811,2,,"LINESTRING (-1.2364259 54.5795662, -1.2365975 54.5795687, -1.2373027 54.5795791, -1.237757 54.5795858)",,,
4518161,,Corporation Road,unclassified,,False,True,41.351,2,,"LINESTRING (-1.2346107 54.57628, -1.2352471 54.5763272)",,,
4517942,,Albert Road,unclassified,30 mph,False,True,201.60500000000002,2,,"LINESTRING (-1.2346107 54.57628, -1.2342621 54.5777218, -1.2341703 54.578075)",,,
4519394,,Corporation Road,unclassified,,False,False,150.462,2,,"LINESTRING (-1.2346107 54.57628, -1.2340092 54.5762337, -1.2338108 54.5762184, -1.2334782 54.5761927, -1.2333673 54.5761843, -1.2330589 54.5761605, -1.2329357 54.576151, -1.2328023 54.5761408, -1.2325064 54.576118, -1.2322965 54.5761018)",,,
"[49902981, 32612390]",,Albert Road,unclassified,30 mph,False,False,229.43800000000002,2,,"LINESTRING (-1.2346107 54.57628, -1.2347036 54.5759142, -1.2347421 54.5757791, -1.2347599 54.5757005, -1.234789 54.575573, -1.2348284 54.5754079, -1.2348644 54.5752675, -1.2348997 54.5751179, -1.2349054 54.575094, -1.2349192 54.5750389, -1.2349686 54.5748194, -1.2350027 54.5746751, -1.2350247 54.5745906, -1.235065 54.5744258, -1.2351102 54.5742371)",,,
4519420,,Albert Road,tertiary,30 mph,False,True,56.036,4,,"LINESTRING (-1.2340428 54.5785735, -1.2341087 54.5783136, -1.2341136 54.5782948, -1.2341568 54.5781281, -1.2341703 54.578075)",,,
"[27550642, 62760238, 46510575]",,"['Zetland Road', 'Station Street']",unclassified,30 mph,False,True,469.4279999999999,2,,"LINESTRING (-1.2340428 54.5785735, -1.2342775 54.5785883, -1.2356764 54.5787037, -1.2360085 54.5787284, -1.2360831 54.5787356, -1.2362099 54.5787473, -1.2363078 54.578756, -1.2363596 54.5787655, -1.2364018 54.5787857, -1.2364273 54.5788094, -1.2364414 54.5788366, -1.2364536 54.5788734, -1.2364587 54.5789833, -1.2368719 54.5789881, -1.2371398 54.5789912, -1.2373037 54.5789931, -1.2395938 54.5790055, -1.2397343 54.5790066, -1.240399 54.5790037, -1.2406464 54.5790045, -1.2408046 54.5790173, -1.2408791 54.5790344, -1.2409611 54.5790756)",,,
27550644,,Exchange Square,unclassified,,False,False,102.629,2,,"LINESTRING (-1.2340428 54.5785735, -1.2338859 54.5785836, -1.2337826 54.5785751, -1.2331121 54.5785301, -1.2329704 54.5784987, -1.2329004 54.5784678, -1.2325854 54.5783107)",,,
"[400937162, 453038338, 58769619, 400937163]",,Exchange Place,tertiary,30 mph,False,False,110.862,"['2', '3']",,"LINESTRING (-1.2340428 54.5785735, -1.2340119 54.5786846, -1.233993 54.578762, -1.23398 54.578806, -1.2339665 54.5789715, -1.2339656 54.5790211, -1.2339792 54.5792866, -1.2339876 54.5794387, -1.2339956 54.5795672)",,,
714031774,,Brentnall Street,unclassified,30 mph,False,True,30.833,2,,"LINESTRING (-1.2420111 54.5743059, -1.24163 54.5744735)",,,
48424165,B1272,Hartington Road,secondary,30 mph,False,False,22.25,2,,"LINESTRING (-1.2420111 54.5743059, -1.2419783 54.5742779, -1.2418168 54.5741405)",,,
4518082,,Brentnall Street,unclassified,30 mph,False,False,74.806,2,,"LINESTRING (-1.2413139 54.5750969, -1.2411475 54.5757627)",,,
4518082,,Brentnall Street,unclassified,30 mph,False,True,45.346,2,,"LINESTRING (-1.2413139 54.5750969, -1.241402 54.5746923)",,,
4518082,,Brentnall Street,unclassified,30 mph,False,False,45.346,2,,"LINESTRING (-1.241402 54.5746923, -1.2413139 54.5750969)",,,
"[4518083, 714031774]",,Brentnall Street,unclassified,30 mph,False,False,29.179,2,,"LINESTRING (-1.241402 54.5746923, -1.2414336 54.5746161, -1.2415744 54.574498, -1.24163 54.5744735)",,,
4519970,,Grange Road,unclassified,30 mph,False,False,120.64699999999999,2,,"LINESTRING (-1.241402 54.5746923, -1.2406746 54.5746367, -1.2396096 54.5745557, -1.2395461 54.5745509)",,,
4519968,,Head Street,residential,,False,False,48.465,,,"LINESTRING (-1.2395461 54.5745509, -1.2396168 54.5742963, -1.2398689 54.5741947)",,,
4519970,,Grange Road,unclassified,30 mph,False,False,69.121,2,,"LINESTRING (-1.2395461 54.5745509, -1.2386618 54.5744844, -1.2385531 54.5744762, -1.2384826 54.5744709)",,,
4519970,,Grange Road,unclassified,30 mph,False,True,120.64699999999999,2,,"LINESTRING (-1.2395461 54.5745509, -1.2396096 54.5745557, -1.2406746 54.5746367, -1.241402 54.5746923)",,,
4519970,,Grange Road,unclassified,30 mph,False,True,69.121,2,,"LINESTRING (-1.2384826 54.5744709, -1.2385531 54.5744762, -1.2386618 54.5744844, -1.2395461 54.5745509)",,,
"[965989632, 35839259]",,"['Fairbridge Street', 'Grange Road']",unclassified,30 mph,True,False,188.248,"['1', '2']",,"LINESTRING (-1.2384826 54.5744709, -1.238333 54.5744597, -1.2380526 54.574443, -1.2380284 54.5744404, -1.238006 54.5744357, -1.2379887 54.57443, -1.2379749 54.5744224, -1.2379657 54.5744108, -1.2379626 54.5743971, -1.2381313 54.5737523, -1.2382673 54.5734043, -1.2383594 54.5730524)",,,
4517980,B1272,Borough Road,secondary,30 mph,False,False,39.509,,,"LINESTRING (-1.2383594 54.5730524, -1.2377523 54.5730034)",,,
4517980,B1272,Borough Road,secondary,30 mph,False,True,158.52,,,"LINESTRING (-1.2383594 54.5730524, -1.2384634 54.573061, -1.2386458 54.5730758, -1.2390391 54.5731077, -1.2391554 54.5731171, -1.2395446 54.573149, -1.2395747 54.5731505, -1.2396483 54.5731571, -1.2399606 54.5731824, -1.240218 54.5732032, -1.2405355 54.573229, -1.240795 54.57325)",,,
