osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width,tunnel,junction
26718894,2,Queen Street,residential,20 mph,False,True,114.319,"LINESTRING (-3.8708197 57.5832841, -3.8704077 57.5831695, -3.870028 57.5830639, -3.8697825 57.5829888, -3.8691371 57.5827912)",,,,,
481798657,,High Street,secondary,20 mph,False,False,26.716,"LINESTRING (-3.8708197 57.5832841, -3.8709059 57.5831791, -3.8709292 57.5831548, -3.8710047 57.5830653)",B9090,,,,
27868008,,Westbury Road,tertiary,20 mph,False,False,102.783,"LINESTRING (-3.8714582 57.5818122, -3.8729911 57.5822354)",,,,,
116474356,2,Cawdor Street,secondary,20 mph,False,False,19.25,"LINESTRING (-3.8714582 57.5818122, -3.8714539 57.5816391)",B9090,,,,
26718892,2,Millbank Crescent,residential,20 mph,False,False,167.856,"LINESTRING (-3.8714582 57.5818122, -3.8710949 57.5817047, -3.8709937 57.5816867, -3.8709049 57.5816819, -3.8708275 57.5816858, -3.8707261 57.5816967, -3.8701473 57.5819474, -3.8699311 57.5820559, -3.8697101 57.5821667, -3.8694061 57.5824934)",,,,,
116474356,2,Cawdor Street,secondary,20 mph,False,True,131.159,"LINESTRING (-3.8714582 57.5818122, -3.8714218 57.5821274, -3.8713438 57.5825034, -3.8712357 57.5827229, -3.8712256 57.5827411, -3.8711901 57.5828054, -3.8710783 57.582967)",B9090,,,,
26718889,2,Chattan Drive,residential,20 mph,False,True,79.157,"LINESTRING (-3.8741266 57.5813777, -3.8729475 57.5810503)",,,,,
554941274,2,Lodgehill Road,residential,20 mph,False,True,117.13799999999999,"LINESTRING (-3.8741266 57.5813777, -3.8734937 57.5819061, -3.8729911 57.5822354)",,,,,
26718889,2,Chattan Drive,residential,20 mph,False,False,79.157,"LINESTRING (-3.8729475 57.5810503, -3.8741266 57.5813777)",,,,,
"[26718889, 116524716]",2,"['Chattan Drive', 'Cawdor Street']",residential,20 mph,False,True,195.25000000000003,"LINESTRING (-3.8729475 57.5810503, -3.8717388 57.5807157, -3.8716609 57.580701, -3.8716243 57.5807042, -3.8715978 57.5807249, -3.8715628 57.5815298, -3.8715475 57.5815818, -3.8715101 57.5816221, -3.8714539 57.5816391)",,,,,
26718894,2,Queen Street,residential,20 mph,False,True,15.299,"LINESTRING (-3.8691371 57.5827912, -3.8689066 57.5827307)",,,,,
554941273,2,Millbank Crescent,residential,20 mph,False,True,36.792,"LINESTRING (-3.8691371 57.5827912, -3.8694061 57.5824934)",,,,,
26718894,2,Queen Street,residential,20 mph,False,False,114.31900000000002,"LINESTRING (-3.8691371 57.5827912, -3.8697825 57.5829888, -3.870028 57.5830639, -3.8704077 57.5831695, -3.8708197 57.5832841)",,,,,
554941273,2,Millbank Crescent,residential,20 mph,False,False,36.792,"LINESTRING (-3.8694061 57.5824934, -3.8691371 57.5827912)",,,,,
26718892,2,Millbank Crescent,residential,20 mph,False,True,167.85599999999997,"LINESTRING (-3.8694061 57.5824934, -3.8697101 57.5821667, -3.8699311 57.5820559, -3.8701473 57.5819474, -3.8707261 57.5816967, -3.8708275 57.5816858, -3.8709049 57.5816819, -3.8709937 57.5816867, -3.8710949 57.5817047, -3.8714582 57.5818122)",,,,,
26718893,2,Millbank Street,residential,20 mph,False,False,112.73599999999999,"LINESTRING (-3.8694061 57.5824934, -3.8700929 57.5826891, -3.8704014 57.582777, -3.8710783 57.582967)",,,,,
116474356,2,Cawdor Street,secondary,20 mph,False,True,11.778,"LINESTRING (-3.8710783 57.582967, -3.8710047 57.5830653)",B9090,,,,
26718893,2,Millbank Street,residential,20 mph,False,True,112.73599999999999,"LINESTRING (-3.8710783 57.582967, -3.8704014 57.582777, -3.8700929 57.5826891, -3.8694061 57.5824934)",,,,,
116474356,2,Cawdor Street,secondary,20 mph,False,False,131.159,"LINESTRING (-3.8710783 57.582967, -3.8711901 57.5828054, -3.8712256 57.5827411, -3.8712357 57.5827229, -3.8713438 57.5825034, -3.8714218 57.5821274, -3.8714582 57.5818122)",B9090,,,,
26718894,2,Queen Street,residential,20 mph,False,False,68.757,"LINESTRING (-3.8678235 57.5825192, -3.8683749 57.5826151, -3.8689066 57.5827307)",,,,,
26718894,2,Queen Street,residential,20 mph,False,False,15.299,"LINESTRING (-3.8689066 57.5827307, -3.8691371 57.5827912)",,,,,
26718895,2,Durban Place,residential,20 mph,False,False,42.895,"LINESTRING (-3.8689066 57.5827307, -3.8685824 57.5830751)",,,,,
26718894,2,Queen Street,residential,20 mph,False,True,68.757,"LINESTRING (-3.8689066 57.5827307, -3.8683749 57.5826151, -3.8678235 57.5825192)",,,,,
26718895,2,Durban Place,residential,20 mph,False,True,42.895,"LINESTRING (-3.8685824 57.5830751, -3.8689066 57.5827307)",,,,,
296242331,2,Acre Street,residential,20 mph,False,False,127.255,"LINESTRING (-3.8685824 57.5830751, -3.87047 57.5836097)",,,,,
296242331,2,Acre Street,residential,20 mph,False,True,85.437,"LINESTRING (-3.8685824 57.5830751, -3.8681459 57.5829706, -3.8676807 57.582876, -3.8676155 57.5828818, -3.8675924 57.5829028, -3.8676003 57.5830883)",,,,,
296242331,2,Acre Street,residential,20 mph,False,True,127.255,"LINESTRING (-3.87047 57.5836097, -3.8685824 57.5830751)",,,,,
481798657,,High Street,secondary,20 mph,False,False,41.777,"LINESTRING (-3.87047 57.5836097, -3.8708197 57.5832841)",B9090,,,,
481798657,,High Street,secondary,20 mph,False,True,33.046,"LINESTRING (-3.87047 57.5836097, -3.870118 57.5838393)",B9090,,,,
26718896,1,Rose Street,residential,20 mph,False,False,28.186,"LINESTRING (-3.8671275 57.5830918, -3.8676003 57.5830883)",,,,,
296332362,2,Church Street,unclassified,20 mph,False,True,30.76,"LINESTRING (-3.8671275 57.5830918, -3.8671595 57.5833679)",,,,,
296332362,2,Church Street,unclassified,20 mph,False,False,102.524,"LINESTRING (-3.8671275 57.5830918, -3.8670369 57.5826554, -3.8670044 57.5824992, -3.8669733 57.5824302, -3.8668951 57.5823096, -3.8668175 57.5821895)",,,,,
26718896,1,Rose Street,residential,20 mph,False,True,28.186,"LINESTRING (-3.8676003 57.5830883, -3.8671275 57.5830918)",,,,,
26718897,1,Rose Street,residential,20 mph,False,False,180.82999999999998,"LINESTRING (-3.8676003 57.5830883, -3.8676014 57.5831187, -3.8677856 57.5831292, -3.8679661 57.5831544, -3.8679412 57.5832353, -3.8686264 57.5834056, -3.8695029 57.5836647, -3.870118 57.5838393)",,,,,
296242331,2,Acre Street,residential,20 mph,False,False,85.437,"LINESTRING (-3.8676003 57.5830883, -3.8675924 57.5829028, -3.8676155 57.5828818, -3.8676807 57.582876, -3.8681459 57.5829706, -3.8685824 57.5830751)",,,,,
481798657,,High Street,secondary,20 mph,False,False,33.046,"LINESTRING (-3.870118 57.5838393, -3.87047 57.5836097)",B9090,,,,
481798657,,High Street,secondary,20 mph,False,True,12.23,"LINESTRING (-3.870118 57.5838393, -3.8699869 57.5839239)",B9090,,,,
26718897,1,Rose Street,residential,20 mph,False,True,180.82999999999998,"LINESTRING (-3.870118 57.5838393, -3.8695029 57.5836647, -3.8686264 57.5834056, -3.8679412 57.5832353, -3.8679661 57.5831544, -3.8677856 57.5831292, -3.8676014 57.5831187, -3.8676003 57.5830883)",,,,,
26718898,2,Church Street,unclassified,20 mph,False,False,124.45700000000001,"LINESTRING (-3.86884 57.5845805, -3.8683887 57.5843818, -3.8683541 57.5843661, -3.8675889 57.5840193, -3.8674045 57.583906, -3.8673245 57.5838219)",,,,,
34607473,,High Street,secondary,20 mph,True,False,77.485,"LINESTRING (-3.86884 57.5845805, -3.8693376 57.5843316, -3.8696913 57.5841261, -3.869757 57.5840873)",B9090,,,,
26718898,2,Church Street,unclassified,20 mph,False,False,11.363,"LINESTRING (-3.8673245 57.5838219, -3.867278 57.5837228)",,,,,
26718898,2,Church Street,unclassified,20 mph,False,True,124.457,"LINESTRING (-3.8673245 57.5838219, -3.8674045 57.583906, -3.8675889 57.5840193, -3.8683541 57.5843661, -3.8683887 57.5843818, -3.86884 57.5845805)",,,,,
26718902,2,Knowles Gardens,residential,20 mph,False,False,49.336,"LINESTRING (-3.8673245 57.5838219, -3.8670477 57.5838639, -3.8666305 57.5837982, -3.8665491 57.5838339)",,,,,
26718898,2,Church Street,unclassified,20 mph,False,False,40.09,"LINESTRING (-3.867278 57.5837228, -3.8671595 57.5833679)",,,,,
26718898,2,Church Street,unclassified,20 mph,False,True,11.363,"LINESTRING (-3.867278 57.5837228, -3.8673245 57.5838219)",,,,,
26718900,2,Tower Court,residential,20 mph,False,False,33.753,"LINESTRING (-3.867278 57.5837228, -3.8669562 57.5836835, -3.8667422 57.5836299)",,,5.5,,
26718898,2,Church Street,unclassified,20 mph,False,True,40.09,"LINESTRING (-3.8671595 57.5833679, -3.867278 57.5837228)",,,,,
296332362,2,Church Street,unclassified,20 mph,False,False,30.76,"LINESTRING (-3.8671595 57.5833679, -3.8671275 57.5830918)",,,,,
"[26718899, 175208277]",2,Church Road,residential,20 mph,False,"[False, True]",114.386,"LINESTRING (-3.8671595 57.5833679, -3.8661393 57.5829523, -3.8659136 57.5831804, -3.8657586 57.5831713)",,,,,
26718905,2,Burnetts Place,residential,20 mph,False,False,46.361,"LINESTRING (-3.8668175 57.5821895, -3.8675349 57.5820285)",,,,,
296332362,2,Church Street,unclassified,20 mph,False,False,56.298,"LINESTRING (-3.8668175 57.5821895, -3.8665948 57.5819214, -3.8664384 57.5817258)",,,,,
296332362,2,Church Street,unclassified,20 mph,False,True,102.524,"LINESTRING (-3.8668175 57.5821895, -3.8668951 57.5823096, -3.8669733 57.5824302, -3.8670044 57.5824992, -3.8670369 57.5826554, -3.8671275 57.5830918)",,,,,
28384046,2,Mill Road,unclassified,20 mph,False,False,21.793,"LINESTRING (-3.8664384 57.5817258, -3.8662854 57.5815478)",,,,,
194703766,2,George Street,residential,20 mph,False,True,28.694,"LINESTRING (-3.8664384 57.5817258, -3.8668815 57.581625)",,,,,
296332362,2,Church Street,unclassified,20 mph,False,True,56.298,"LINESTRING (-3.8664384 57.5817258, -3.8665948 57.5819214, -3.8668175 57.5821895)",,,,,
"[26718899, 175208277]",2,Church Road,residential,20 mph,False,"[False, True]",114.386,"LINESTRING (-3.8657586 57.5831713, -3.8659136 57.5831804, -3.8661393 57.5829523, -3.8671595 57.5833679)",,,,,
26718900,2,Tower Court,residential,20 mph,False,True,6.607,"LINESTRING (-3.8666383 57.5836092, -3.8667422 57.5836299)",,,5.5,,
26718900,2,Tower Court,residential,20 mph,False,False,6.607,"LINESTRING (-3.8667422 57.5836299, -3.8666383 57.5836092)",,,5.5,,
26718901,,Tower Court,residential,20 mph,False,False,14.57,"LINESTRING (-3.8667422 57.5836299, -3.8668131 57.5835045)",,,,,
26718900,2,Tower Court,residential,20 mph,False,True,33.753,"LINESTRING (-3.8667422 57.5836299, -3.8669562 57.5836835, -3.867278 57.5837228)",,,5.5,,
26718901,,Tower Court,residential,20 mph,False,True,14.57,"LINESTRING (-3.8668131 57.5835045, -3.8667422 57.5836299)",,,,,
26718902,2,Knowles Gardens,residential,20 mph,False,True,49.336,"LINESTRING (-3.8665491 57.5838339, -3.8666305 57.5837982, -3.8670477 57.5838639, -3.8673245 57.5838219)",,,,,
26718905,2,Burnetts Place,residential,20 mph,False,False,10.054,"LINESTRING (-3.8675349 57.5820285, -3.8674995 57.5819401)",,,,,
26718905,2,Burnetts Place,residential,20 mph,False,True,46.361,"LINESTRING (-3.8675349 57.5820285, -3.8668175 57.5821895)",,,,,
26718906,2,Burnetts Place,residential,20 mph,False,False,14.236,"LINESTRING (-3.8675349 57.5820285, -3.8675839 57.5821538)",,,,,
26718905,2,Burnetts Place,residential,20 mph,False,True,10.054,"LINESTRING (-3.8674995 57.5819401, -3.8675349 57.5820285)",,,,,
26718906,2,Burnetts Place,residential,20 mph,False,True,14.236,"LINESTRING (-3.8675839 57.5821538, -3.8675349 57.5820285)",,,,,
194703766,2,George Street,residential,20 mph,False,False,133.13,"LINESTRING (-3.8688345 57.5810545, -3.8682149 57.5812748, -3.8678631 57.5813999, -3.8668815 57.581625)",,,,,
194703766,2,George Street,residential,20 mph,False,False,28.694,"LINESTRING (-3.8668815 57.581625, -3.8664384 57.5817258)",,,,,
194703766,2,George Street,residential,20 mph,False,True,133.13,"LINESTRING (-3.8668815 57.581625, -3.8678631 57.5813999, -3.8682149 57.5812748, -3.8688345 57.5810545)",,,,,
27868008,,Westbury Road,tertiary,20 mph,False,True,102.783,"LINESTRING (-3.8729911 57.5822354, -3.8714582 57.5818122)",,,,,
116524707,2,Lodgehill Road,residential,20 mph,False,True,62.726,"LINESTRING (-3.8729911 57.5822354, -3.8722395 57.5826302)",,,,,
554941274,2,Lodgehill Road,residential,20 mph,False,False,117.13799999999999,"LINESTRING (-3.8729911 57.5822354, -3.8734937 57.5819061, -3.8741266 57.5813777)",,,,,
116524707,2,Lodgehill Road,residential,20 mph,False,False,62.726,"LINESTRING (-3.8722395 57.5826302, -3.8729911 57.5822354)",,,,,
27868010,2,Wellington Road,residential,20 mph,False,False,224.71200000000002,"LINESTRING (-3.8722395 57.5826302, -3.8753453 57.5835115, -3.8754449 57.5835638, -3.8755003 57.5836186)",,,,,
116524707,2,Lodgehill Road,residential,20 mph,False,True,95.175,"LINESTRING (-3.8722395 57.5826302, -3.8716105 57.5829575, -3.8714078 57.5830629, -3.8713211 57.5830939, -3.8712318 57.5831051, -3.8711426 57.5830995, -3.8710047 57.5830653)",,,,,
150917441,2,Academy Street,trunk,30 mph,False,True,25.264,"LINESTRING (-3.8755003 57.5836186, -3.8751101 57.5837073)",A96,,,,
27868010,2,Wellington Road,residential,20 mph,False,True,224.712,"LINESTRING (-3.8755003 57.5836186, -3.8754449 57.5835638, -3.8753453 57.5835115, -3.8722395 57.5826302)",,,,,
28384046,2,Mill Road,unclassified,20 mph,False,True,21.793,"LINESTRING (-3.8662854 57.5815478, -3.8664384 57.5817258)",,,,,
28384049,,Alder Bank,residential,20 mph,False,False,27.348,"LINESTRING (-3.8662854 57.5815478, -3.8658551 57.5816331)",,,,,
28384049,,Alder Bank,residential,20 mph,False,False,5.561,"LINESTRING (-3.8658551 57.5816331, -3.8658908 57.5816793)",,,,,
28384049,,Alder Bank,residential,20 mph,False,True,27.348,"LINESTRING (-3.8658551 57.5816331, -3.8662854 57.5815478)",,,,,
28384058,,Alder Bank,residential,20 mph,False,False,6.968,"LINESTRING (-3.8658551 57.5816331, -3.8657974 57.5815786)",,,,,
28384049,,Alder Bank,residential,20 mph,False,False,20.21,"LINESTRING (-3.8658908 57.5816793, -3.8655744 57.5817446)",,,,,
28384049,,Alder Bank,residential,20 mph,False,True,5.561,"LINESTRING (-3.8658908 57.5816793, -3.8658551 57.5816331)",,,,,
28384050,,Alder Bank,residential,20 mph,False,False,8.329,"LINESTRING (-3.8658908 57.5816793, -3.8659498 57.5817472)",,,,,
28384049,,Alder Bank,residential,20 mph,False,True,20.21,"LINESTRING (-3.8655744 57.5817446, -3.8658908 57.5816793)",,,,,
28384050,,Alder Bank,residential,20 mph,False,True,8.329,"LINESTRING (-3.8659498 57.5817472, -3.8658908 57.5816793)",,,,,
28384058,,Alder Bank,residential,20 mph,False,True,6.968,"LINESTRING (-3.8657974 57.5815786, -3.8658551 57.5816331)",,,,,
"[26547826, 26547827, 120459612]",2,Bridge Street,trunk,30 mph,False,False,125.28200000000001,"LINESTRING (-3.864078 57.5854548, -3.8645048 57.5855979, -3.8652754 57.5858454, -3.8658795 57.5860351)",A96,yes,,,
120459612,2,Bridge Street,trunk,30 mph,False,True,93.68,"LINESTRING (-3.864078 57.5854548, -3.8636906 57.5853396, -3.8627186 57.5850321)",A96,,,,
26700442,,King Street,residential,20 mph,False,True,58.426,"LINESTRING (-3.8641937 57.5870973, -3.8645319 57.5872459, -3.8648133 57.5873578, -3.8649829 57.5874067)",,,,,
126423763,,Harbour Street,tertiary,30 mph,False,False,78.96799999999999,"LINESTRING (-3.8641937 57.5870973, -3.8646943 57.586743, -3.8649836 57.5865515, -3.865009 57.5865378)",,,,,
126423763,,Harbour Street,tertiary,30 mph,False,True,85.17599999999999,"LINESTRING (-3.8641937 57.5870973, -3.8640006 57.5872672, -3.8639376 57.5873226, -3.863685 57.5876612, -3.8635898 57.5877889)",,,,,
296526395,,Harbour Street,tertiary,30 mph,False,False,98.212,"LINESTRING (-3.8621331 57.5892986, -3.8630373 57.5885602)",,,,,
41361241,2,Shore Street,residential,30 mph,False,True,23.657,"LINESTRING (-3.8621331 57.5892986, -3.8621646 57.5893108, -3.8624579 57.5894209)",,,,,
"[55248672, 41361242]",2,"['Union Street', 'Park Street']",residential,30 mph,False,"[False, True]",116.828,"LINESTRING (-3.866414 57.5881377, -3.86642 57.5881566, -3.8665914 57.5888786, -3.8665997 57.5889033, -3.866611 57.5889555, -3.8666062 57.5889744, -3.8664693 57.5891679)",,,,,
55248677,2,Union Street,residential,20 mph,False,False,84.97999999999999,"LINESTRING (-3.866414 57.5881377, -3.8663631 57.5880199, -3.8663397 57.587961, -3.8663141 57.5878191, -3.8663138 57.5877025, -3.8663487 57.5875606, -3.8663543 57.5873798)",,,,,
194703764,2,Society Street,residential,30 mph,False,False,176.69899999999998,"LINESTRING (-3.866414 57.5881377, -3.8660658 57.5881462, -3.8658673 57.5881508, -3.8656787 57.5881577, -3.8653098 57.5881567, -3.8651285 57.5881428, -3.864937 57.5881075, -3.8648649 57.5880917, -3.8645518 57.5880231, -3.8644879 57.5880081, -3.8642032 57.5879514, -3.8635898 57.5877889)",,,,,
194703764,2,Society Street,residential,30 mph,False,True,81.28200000000001,"LINESTRING (-3.866414 57.5881377, -3.8670178 57.5881137, -3.8671503 57.5881043, -3.8672443 57.5880921, -3.8677497 57.5880103)",,,,,
26700442,,King Street,residential,20 mph,False,False,62.181,"LINESTRING (-3.8663543 57.5873798, -3.8659051 57.5874578, -3.8656692 57.5874737, -3.865342 57.5874396)",,,,,
26700442,,King Street,residential,20 mph,False,True,132.204,"LINESTRING (-3.8663543 57.5873798, -3.8666626 57.5873299, -3.8671692 57.5872539, -3.8675723 57.5871963, -3.8677349 57.587082, -3.8678162 57.5870244, -3.8678742 57.5869833, -3.8679867 57.5869035, -3.86811 57.5868162, -3.8681491 57.5867898)",,,,,
55248677,2,Union Street,residential,20 mph,False,True,84.97999999999999,"LINESTRING (-3.8663543 57.5873798, -3.8663487 57.5875606, -3.8663138 57.5877025, -3.8663141 57.5878191, -3.8663397 57.587961, -3.8663631 57.5880199, -3.866414 57.5881377)",,,,,
296526395,,Harbour Street,tertiary,30 mph,False,True,98.212,"LINESTRING (-3.8630373 57.5885602, -3.8621331 57.5892986)",,,,,
41361242,2,Park Street,residential,30 mph,False,False,121.679,"LINESTRING (-3.8630373 57.5885602, -3.8635107 57.588735, -3.8637612 57.5888045, -3.8640571 57.5888866, -3.8644327 57.5889764, -3.8648473 57.5890557)",,,,,
126423762,,Wellington Square,tertiary,30 mph,False,False,91.969,"LINESTRING (-3.8630373 57.5885602, -3.8633211 57.5882175, -3.8633986 57.5880938, -3.8635898 57.5877889)",,,,,
150917441,2,Academy Street,trunk,30 mph,False,False,25.264,"LINESTRING (-3.8751101 57.5837073, -3.8755003 57.5836186)",A96,,,,
150917441,2,Academy Street,trunk,30 mph,False,True,136.248,"LINESTRING (-3.8751101 57.5837073, -3.8745124 57.5838258, -3.8735456 57.5840037, -3.8729733 57.5841401)",A96,,,,
55248723,2,Marine Road,tertiary,30 mph,False,True,87.937,"LINESTRING (-3.8692935 57.5870528, -3.8706084 57.5874115)",,,,,
"[55248691, 43212301]",2,"['Cumming Street', 'Links Place']",residential,30 mph,False,False,197.493,"LINESTRING (-3.8692935 57.5870528, -3.8693083 57.5873027, -3.8693475 57.5879635, -3.8692525 57.5879938, -3.8681796 57.5880052, -3.8677497 57.5880103)",,,,,
55248723,2,Marine Road,tertiary,30 mph,False,False,62.559,"LINESTRING (-3.8692935 57.5870528, -3.8684439 57.5868227, -3.8683755 57.5867853)",,,,,
116473209,2,Crescent Road,residential,30 mph,False,False,36.429,"LINESTRING (-3.8692935 57.5870528, -3.8692707 57.5869098, -3.8692317 57.5867269)",,,,,
55248675,,Links Place,residential,30 mph,False,False,34.265,"LINESTRING (-3.8678233 57.5891358, -3.8678538 57.5891659, -3.8678671 57.5893324, -3.8678726 57.5894396)",,,,,
55248675,,Links Place,residential,30 mph,False,True,125.64699999999999,"LINESTRING (-3.8678233 57.5891358, -3.8678403 57.5891247, -3.8678431 57.589106, -3.8677497 57.5880103)",,,,,
55248689,2,Firth Street,residential,30 mph,False,False,80.869,"LINESTRING (-3.8678233 57.5891358, -3.8677921 57.5891381, -3.8665253 57.5891733, -3.8664693 57.5891679)",,,,,
55248675,,Links Place,residential,30 mph,False,False,125.64699999999999,"LINESTRING (-3.8677497 57.5880103, -3.8678431 57.589106, -3.8678403 57.5891247, -3.8678233 57.5891358)",,,,,
"[55248691, 43212301]",2,"['Cumming Street', 'Links Place']",residential,30 mph,False,True,197.493,"LINESTRING (-3.8677497 57.5880103, -3.8681796 57.5880052, -3.8692525 57.5879938, -3.8693475 57.5879635, -3.8693083 57.5873027, -3.8692935 57.5870528)",,,,,
