osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,name,geometry
"[38912288, 547746277]",,,residential,,,False,False,109.47,Prospect Street,"LINESTRING (-5.8091707 54.7171156, -5.8095958 54.7169222, -5.8096107 54.7169145, -5.809622 54.7169062, -5.8096333 54.7168956, -5.8096406 54.7168825, -5.8096422 54.716866, -5.8096371 54.7168465, -5.8096299 54.7168317, -5.8096207 54.7168185, -5.8096094 54.7168072, -5.8095913 54.7167923, -5.8093219 54.7166175, -5.80922 54.7165514, -5.809017 54.7163845)"
199058724,,,residential,,,False,True,64.989,Essex Street,"LINESTRING (-5.8094259 54.7143909, -5.8092572 54.7139477, -5.8092501 54.7139275, -5.8092441 54.7139023, -5.8092278 54.7138182)"
148652712,,,residential,,,False,True,14.847,Governors Place,"LINESTRING (-5.8092278 54.7138182, -5.8094589 54.7138208)"
148652712,,,residential,,,False,False,50.97299999999999,Governors Place,"LINESTRING (-5.8092278 54.7138182, -5.808817 54.7138045, -5.8087944 54.7138028, -5.8087698 54.7137979, -5.8087585 54.7137952, -5.8087451 54.7137896, -5.8087327 54.7137829, -5.8087159 54.7137705, -5.8086735 54.7137242, -5.8086004 54.7136358)"
199058724,,,residential,,,False,False,64.989,Essex Street,"LINESTRING (-5.8092278 54.7138182, -5.8092441 54.7139023, -5.8092501 54.7139275, -5.8092572 54.7139477, -5.8094259 54.7143909)"
199058726,,,unclassified,,,False,False,64.263,Cheston Street,"LINESTRING (-5.8078862 54.7144164, -5.8077535 54.7139657, -5.8077141 54.7139075, -5.8076679 54.7138557)"
139014533,4,A2,primary,40 mph,,False,False,62.903000000000006,Marine Highway,"LINESTRING (-5.8076679 54.7138557, -5.8072487 54.7139985, -5.8070029 54.714098, -5.8068498 54.7141654)"
139014533,4,A2,primary,40 mph,,False,True,64.727,Marine Highway,"LINESTRING (-5.8076679 54.7138557, -5.8079607 54.7137776, -5.8086004 54.7136358)"
199058726,,,unclassified,,,False,True,64.263,Cheston Street,"LINESTRING (-5.8076679 54.7138557, -5.8077141 54.7139075, -5.8077535 54.7139657, -5.8078862 54.7144164)"
38912308,,,unclassified,,,False,False,24.062,The Back Lane,"LINESTRING (-5.8065704 54.7153359, -5.8067984 54.7155076)"
38912308,,,unclassified,,,False,True,44.461,The Back Lane,"LINESTRING (-5.8072026 54.7158322, -5.8067984 54.7155076)"
"[148652707, 148652717]",2,,residential,30 mph,,False,False,196.77,"['Lancasterian Street', 'Antrim Street']","LINESTRING (-5.8072026 54.7158322, -5.8072396 54.7158191, -5.8074471 54.7157455, -5.8076368 54.7156787, -5.8077222 54.7156487, -5.8078228 54.7156168, -5.8082223 54.7155293, -5.808263 54.7155221, -5.8083061 54.7155126, -5.8086322 54.7154412, -5.8088826 54.7153869, -5.8091439 54.7153336, -5.8092682 54.715316, -5.8093457 54.7153109, -5.8094008 54.7153073, -5.8095087 54.7153077, -5.8096261 54.71532, -5.8098294 54.7153463, -5.8100572 54.7153758)"
148652707,2,,residential,30 mph,,False,True,146.013,Antrim Street,"LINESTRING (-5.8072026 54.7158322, -5.8065189 54.7160974, -5.8064703 54.7161063, -5.8064352 54.7161084, -5.8064016 54.7161079, -5.8063498 54.7160989, -5.8063109 54.7160857, -5.8059225 54.7158777, -5.8055426 54.7156272, -5.8054585 54.7155742)"
38912308,,,unclassified,,,False,False,44.461,The Back Lane,"LINESTRING (-5.8067984 54.7155076, -5.8072026 54.7158322)"
38912308,,,unclassified,,,False,True,24.062,The Back Lane,"LINESTRING (-5.8067984 54.7155076, -5.8065704 54.7153359)"
38912309,,,unclassified,,,False,True,24.185,The Back Lane,"LINESTRING (-5.8067984 54.7155076, -5.8065162 54.7156516)"
1236411265,,,unclassified,,,False,False,11.19,,"LINESTRING (-5.8067984 54.7155076, -5.8069466 54.7154547)"
38912309,,,unclassified,,,False,False,24.185,The Back Lane,"LINESTRING (-5.8065162 54.7156516, -5.8067984 54.7155076)"
38912381,2,,residential,,,False,False,33.242,McKeens Avenue,"LINESTRING (-5.8022589 54.7178198, -5.8021761 54.7178538, -5.8017985 54.7179546)"
38912381,2,,residential,,,False,True,81.16,McKeens Avenue,"LINESTRING (-5.8022589 54.7178198, -5.8019725 54.7174953, -5.8018899 54.7173678, -5.8018553 54.7172364, -5.8018278 54.7171411)"
1138753143,2,,residential,,,False,False,56.723,,"LINESTRING (-5.8022589 54.7178198, -5.8023139 54.7178011, -5.8024692 54.7177482, -5.8021577 54.7174259)"
70810313,2,C75,tertiary,,,False,True,29.575,Albert Road,"LINESTRING (-5.8101542 54.7136543, -5.810162 54.7136701, -5.8102072 54.7137602, -5.8102718 54.7139114)"
1168235459,2,C75,tertiary,,,True,False,22.265,Albert Road,"LINESTRING (-5.8101542 54.7136543, -5.8100379 54.7135808, -5.809903 54.7135171)"
70810313,2,C75,tertiary,,,False,True,29.357,Albert Road,"LINESTRING (-5.8100572 54.7153758, -5.8100117 54.7156385)"
70810313,2,C75,tertiary,,,False,False,92.881,Albert Road,"LINESTRING (-5.8100572 54.7153758, -5.8101433 54.7149156, -5.8101782 54.7147257, -5.8102067 54.714545)"
"[148652707, 148652717]",2,,residential,30 mph,,False,True,196.77,"['Lancasterian Street', 'Antrim Street']","LINESTRING (-5.8100572 54.7153758, -5.8098294 54.7153463, -5.8096261 54.71532, -5.8095087 54.7153077, -5.8094008 54.7153073, -5.8093457 54.7153109, -5.8092682 54.715316, -5.8091439 54.7153336, -5.8088826 54.7153869, -5.8086322 54.7154412, -5.8083061 54.7155126, -5.808263 54.7155221, -5.8082223 54.7155293, -5.8078228 54.7156168, -5.8077222 54.7156487, -5.8076368 54.7156787, -5.8074471 54.7157455, -5.8072396 54.7158191, -5.8072026 54.7158322)"
70810313,2,C75,tertiary,,,False,False,29.357,Albert Road,"LINESTRING (-5.8100117 54.7156385, -5.8100572 54.7153758)"
38876071,,,residential,,,True,False,89.262,Queen Street,"LINESTRING (-5.8100117 54.7156385, -5.8101469 54.715639, -5.8114012 54.7156255)"
70810313,2,C75,tertiary,,,False,True,36.108000000000004,Albert Road,"LINESTRING (-5.8100117 54.7156385, -5.8099768 54.7157595, -5.8099518 54.7158636, -5.8098993 54.7159557)"
19070939,2,,residential,30 mph,,False,True,74.38999999999999,Rodgers Quay,"LINESTRING (-5.8141595 54.7125764, -5.8141362 54.712543, -5.8139518 54.7122936, -5.8138374 54.7121471, -5.8136986 54.7119627)"
1067168537,1,,residential,40 mph,,True,False,18.862000000000002,Rodgers Quay,"LINESTRING (-5.8141595 54.7125764, -5.8142585 54.7126587, -5.8143367 54.7127114)"
1067168539,4,A2,trunk,40 mph,,False,False,18.133,Belfast Road,"LINESTRING (-5.8143367 54.7127114, -5.8140608 54.7127459)"
1067168552,4,A2,trunk,40 mph,,False,True,16.978,Belfast Road,"LINESTRING (-5.8118948 54.7130407, -5.8121497 54.7130003)"
1067168551,4,A2,trunk,40 mph,,False,False,98.45799999999998,Belfast Road,"LINESTRING (-5.8118948 54.7130407, -5.8114026 54.7131218, -5.8106733 54.7132438, -5.8106201 54.7132529, -5.8105801 54.7132595, -5.8104219 54.7132858)"
38178446,4,,unclassified,30 mph,,False,False,58.21399999999999,,"LINESTRING (-5.8041391 54.7153375, -5.8042507 54.7154162, -5.8042941 54.7154469, -5.804411 54.7155294, -5.8046256 54.7156808, -5.804713 54.7157427)"
139014533,4,A2,primary,40 mph,,False,True,217.493,Marine Highway,"LINESTRING (-5.8041391 54.7153375, -5.8043203 54.7152589, -5.8043691 54.7152377, -5.8053472 54.7148134, -5.805614 54.7146976, -5.8063717 54.7143689, -5.8064649 54.7143279, -5.8065455 54.7142932, -5.8068498 54.7141654)"
70810313,2,C75,tertiary,,,False,False,42.532,Albert Road,"LINESTRING (-5.8084563 54.716588, -5.809017 54.7163845)"
38178444,,,residential,,,False,False,74.479,Victoria Street,"LINESTRING (-5.8084563 54.716588, -5.8085078 54.716626, -5.8091707 54.7171156)"
139015314,,,residential,,,False,False,85.43900000000001,Irish Quarter South,"LINESTRING (-5.8135235 54.7129134, -5.8133929 54.7129615, -5.8128004 54.7131452, -5.8126744 54.7131887, -5.8123604 54.7132856)"
148652708,2,,tertiary,30 mph,,False,True,6.186,Davy's Street,"LINESTRING (-5.8123604 54.7132856, -5.8123017 54.7132415)"
139015314,,,residential,,,False,True,85.43900000000001,Irish Quarter South,"LINESTRING (-5.8123604 54.7132856, -5.8126744 54.7131887, -5.8128004 54.7131452, -5.8133929 54.7129615, -5.8135235 54.7129134)"
148652708,2,,tertiary,30 mph,,False,False,91.70400000000001,Davy's Street,"LINESTRING (-5.8123604 54.7132856, -5.8126937 54.7135926, -5.8130731 54.7139396, -5.8131208 54.7139836)"
139014533,4,A2,primary,40 mph,,False,False,64.727,Marine Highway,"LINESTRING (-5.8086004 54.7136358, -5.8079607 54.7137776, -5.8076679 54.7138557)"
139014533,4,A2,primary,40 mph,,False,True,59.702999999999996,Marine Highway,"LINESTRING (-5.8086004 54.7136358, -5.8092505 54.7135116, -5.8093881 54.7134886, -5.8094599 54.7134705, -5.8094822 54.7134669)"
148652712,,,residential,,,False,True,50.973,Governors Place,"LINESTRING (-5.8086004 54.7136358, -5.8086735 54.7137242, -5.8087159 54.7137705, -5.8087327 54.7137829, -5.8087451 54.7137896, -5.8087585 54.7137952, -5.8087698 54.7137979, -5.8087944 54.7138028, -5.808817 54.7138045, -5.8092278 54.7138182)"
148652712,,,residential,,,False,False,14.847,Governors Place,"LINESTRING (-5.8094589 54.7138208, -5.8092278 54.7138182)"
148652708,2,,tertiary,30 mph,,False,False,29.823,Davy's Street,"LINESTRING (-5.8131208 54.7139836, -5.8133605 54.7142133)"
148652718,,,residential,,,False,False,100.05100000000002,Davy's Street,"LINESTRING (-5.8131208 54.7139836, -5.8134339 54.7138713, -5.8135322 54.7138367, -5.8135709 54.7138302, -5.8136101 54.7138298, -5.8136426 54.7138354, -5.8136668 54.7138443, -5.8136896 54.7138592, -5.813801 54.7139567, -5.8138179 54.7139767, -5.8138243 54.7139929, -5.8138259 54.7140114, -5.8138196 54.7140261, -5.8138099 54.7140389, -5.8137951 54.7140513, -5.8137789 54.7140618, -5.8137593 54.7140735, -5.813736 54.7140846, -5.813692 54.7140997, -5.8134433 54.714185, -5.8133605 54.7142133)"
148652708,2,,tertiary,30 mph,,False,True,91.70400000000001,Davy's Street,"LINESTRING (-5.8131208 54.7139836, -5.8130731 54.7139396, -5.8126937 54.7135926, -5.8123604 54.7132856)"
148652708,2,,tertiary,30 mph,,False,True,29.823,Davy's Street,"LINESTRING (-5.8133605 54.7142133, -5.8131208 54.7139836)"
148652718,,,residential,,,False,True,100.051,Davy's Street,"LINESTRING (-5.8133605 54.7142133, -5.8134433 54.714185, -5.813692 54.7140997, -5.813736 54.7140846, -5.8137593 54.7140735, -5.8137789 54.7140618, -5.8137951 54.7140513, -5.8138099 54.7140389, -5.8138196 54.7140261, -5.8138259 54.7140114, -5.8138243 54.7139929, -5.8138179 54.7139767, -5.813801 54.7139567, -5.8136896 54.7138592, -5.8136668 54.7138443, -5.8136426 54.7138354, -5.8136101 54.7138298, -5.8135709 54.7138302, -5.8135322 54.7138367, -5.8134339 54.7138713, -5.8131208 54.7139836)"
148652708,2,,tertiary,30 mph,,False,False,49.996,Davy's Street,"LINESTRING (-5.8133605 54.7142133, -5.8134564 54.7143109, -5.8134882 54.714344, -5.8136664 54.7145298, -5.8137485 54.7146029)"
139014533,4,A2,primary,40 mph,,False,False,217.49300000000002,Marine Highway,"LINESTRING (-5.8068498 54.7141654, -5.8065455 54.7142932, -5.8064649 54.7143279, -5.8063717 54.7143689, -5.805614 54.7146976, -5.8053472 54.7148134, -5.8043691 54.7152377, -5.8043203 54.7152589, -5.8041391 54.7153375)"
139014533,4,A2,primary,40 mph,,False,True,62.903000000000006,Marine Highway,"LINESTRING (-5.8068498 54.7141654, -5.8070029 54.714098, -5.8072487 54.7139985, -5.8076679 54.7138557)"
"[148652714, 1168240650, 148652710]",1,,residential,30 mph,,True,False,182.34199999999998,"['High Street', 'Castle Street']","LINESTRING (-5.8068498 54.7141654, -5.8065102 54.7147358, -5.8064594 54.7147951, -5.805571 54.7154972, -5.8055514 54.7155115, -5.8055066 54.7155444, -5.8054585 54.7155742)"
148652706,,,residential,,,True,False,74.96300000000001,Irish Quarter West,"LINESTRING (-5.8113694 54.7145973, -5.8111213 54.7145938, -5.8106763 54.7145776, -5.8103727 54.7145552, -5.8102067 54.714545)"
148652706,,,residential,,,True,False,153.22500000000002,Irish Quarter West,"LINESTRING (-5.8137485 54.7146029, -5.8135876 54.7145879, -5.8132603 54.7145687, -5.8127089 54.7145544, -5.8121276 54.7145718, -5.812037 54.7145747, -5.8114139 54.714595, -5.8113694 54.7145973)"
148652708,2,,tertiary,30 mph,,False,True,49.995999999999995,Davy's Street,"LINESTRING (-5.8137485 54.7146029, -5.8136664 54.7145298, -5.8134882 54.714344, -5.8134564 54.7143109, -5.8133605 54.7142133)"
148652707,2,,residential,30 mph,,False,False,146.013,Antrim Street,"LINESTRING (-5.8054585 54.7155742, -5.8055426 54.7156272, -5.8059225 54.7158777, -5.8063109 54.7160857, -5.8063498 54.7160989, -5.8064016 54.7161079, -5.8064352 54.7161084, -5.8064703 54.7161063, -5.8065189 54.7160974, -5.8072026 54.7158322)"
1168240651,2,,residential,30 mph,,False,True,57.638000000000005,Joymount,"LINESTRING (-5.8054585 54.7155742, -5.805411 54.7155608, -5.8053085 54.7155317, -5.8051363 54.7155327, -5.8049473 54.7156305, -5.804713 54.7157427)"
"[38912340, 1168240652]","['2', '3']",,residential,30 mph,,False,False,244.56,Joymount,"LINESTRING (-5.8018278 54.7171411, -5.8018879 54.7170658, -5.8020027 54.7169699, -5.80249 54.7166698, -5.802677 54.7165977, -5.8037933 54.716175, -5.8038745 54.7161451, -5.8041783 54.7160288, -5.8042488 54.7159916, -5.804484 54.7158764, -5.8044958 54.7158706, -5.804713 54.7157427)"
38912360,,,residential,,,False,True,48.06,,"LINESTRING (-5.8018278 54.7171411, -5.8019787 54.7171822, -5.8021723 54.7171936, -5.8024042 54.7171575, -5.8025268 54.717111)"
38912381,2,,residential,,,False,False,81.16,McKeens Avenue,"LINESTRING (-5.8018278 54.7171411, -5.8018553 54.7172364, -5.8018899 54.7173678, -5.8019725 54.7174953, -5.8022589 54.7178198)"
70810313,2,C75,tertiary,,,False,False,29.574999999999996,Albert Road,"LINESTRING (-5.8102718 54.7139114, -5.8102072 54.7137602, -5.810162 54.7136701, -5.8101542 54.7136543)"
70810313,2,C75,tertiary,,,False,True,70.747,Albert Road,"LINESTRING (-5.8102718 54.7139114, -5.8102893 54.7140407, -5.8102454 54.7143059, -5.8102067 54.714545)"
148652711,,,residential,,,True,False,153.03300000000002,Irish Quarter South,"LINESTRING (-5.8102718 54.7139114, -5.8104941 54.7139017, -5.8105544 54.7138937, -5.8106737 54.7138778, -5.810854 54.7138228, -5.8109998 54.7137783, -5.8111668 54.7137273, -5.8114536 54.7136199, -5.8123604 54.7132856)"
70810313,2,C75,tertiary,,,False,False,70.747,Albert Road,"LINESTRING (-5.8102067 54.714545, -5.8102454 54.7143059, -5.8102893 54.7140407, -5.8102718 54.7139114)"
70810313,2,C75,tertiary,,,False,True,92.881,Albert Road,"LINESTRING (-5.8102067 54.714545, -5.8101782 54.7147257, -5.8101433 54.7149156, -5.8100572 54.7153758)"
38912360,,,residential,,,False,False,40.484,,"LINESTRING (-5.8030535 54.716911, -5.8025268 54.717111)"
19070827,1,A2,trunk,40 mph,roundabout,True,False,16.580000000000002,,"LINESTRING (-5.8097873 54.7134882, -5.8097434 54.7134616, -5.8097133 54.7134292, -5.8096989 54.7133923, -5.8097024 54.7133546)"
1168235460,2,A2,primary,40 mph,,True,False,19.755000000000003,Marine Highway,"LINESTRING (-5.8097873 54.7134882, -5.8096279 54.7134736, -5.8094822 54.7134669)"
19070827,1,A2,trunk,40 mph,roundabout,True,False,17.375,,"LINESTRING (-5.8097607 54.7132877, -5.8098112 54.7132636, -5.809871 54.7132483, -5.8099402 54.7132431, -5.8100091 54.7132496)"
1168235451,1,,residential,40 mph,,True,False,24.811,Rodgers Quay,"LINESTRING (-5.8097607 54.7132877, -5.8097999 54.7131901, -5.8098247 54.713068)"
19070827,1,A2,trunk,40 mph,roundabout,True,False,18.476,,"LINESTRING (-5.8100717 54.7132673, -5.8101228 54.7132948, -5.8101579 54.7133296, -5.8101744 54.7133713, -5.810168 54.7134139)"
1168235456,2,A2,trunk,40 mph,,True,False,22.611,Belfast Road,"LINESTRING (-5.8100717 54.7132673, -5.810219 54.7132796, -5.8104219 54.7132858)"
1168235458,1,C75,tertiary,,,True,False,22.382,Albert Road,"LINESTRING (-5.8101393 54.7134532, -5.8101542 54.7136543)"
19070827,1,A2,trunk,40 mph,roundabout,True,False,17.672,,"LINESTRING (-5.8101393 54.7134532, -5.8100911 54.7134856, -5.810028 54.713508, -5.8099665 54.7135174, -5.809903 54.7135171)"
38178444,,,residential,,,False,True,38.382999999999996,Victoria Street,"LINESTRING (-5.8096364 54.717287, -5.809538 54.7172886, -5.8094972 54.7172879, -5.8094563 54.7172848, -5.8094185 54.7172776, -5.8093808 54.7172655, -5.8093455 54.7172448, -5.8091707 54.7171156)"
70810313,2,C75,tertiary,,,False,True,42.532,Albert Road,"LINESTRING (-5.809017 54.7163845, -5.8084563 54.716588)"
70810313,2,C75,tertiary,,,False,False,42.477999999999994,Albert Road,"LINESTRING (-5.809017 54.7163845, -5.8092819 54.7162884, -5.809578 54.7161822)"
"[38912288, 547746277]",,,residential,,,False,True,109.47000000000003,Prospect Street,"LINESTRING (-5.809017 54.7163845, -5.80922 54.7165514, -5.8093219 54.7166175, -5.8095913 54.7167923, -5.8096094 54.7168072, -5.8096207 54.7168185, -5.8096299 54.7168317, -5.8096371 54.7168465, -5.8096422 54.716866, -5.8096406 54.7168825, -5.8096333 54.7168956, -5.809622 54.7169062, -5.8096107 54.7169145, -5.8095958 54.7169222, -5.8091707 54.7171156)"
1168235450,2,,residential,40 mph,,True,False,23.42,Rodgers Quay,"LINESTRING (-5.8098247 54.713068, -5.8099248 54.7131724, -5.8100091 54.7132496)"
"[19070939, 1168235455]","['2', '3']",,residential,30 mph,,False,False,163.29500000000002,Rodgers Quay,"LINESTRING (-5.8098247 54.713068, -5.8098076 54.7130085, -5.8097808 54.7128869, -5.8097448 54.7127259, -5.8097312 54.712665, -5.8096856 54.7123728, -5.8096865 54.7122915, -5.8096986 54.7122236, -5.8097262 54.7121646, -5.8097642 54.7121203, -5.8098134 54.7120799, -5.8098691 54.7120419, -5.8099247 54.7120104, -5.8100473 54.711969, -5.8101698 54.711943, -5.8103005 54.7119277, -5.8105223 54.7119072)"
38912381,2,,residential,,,False,True,33.242,McKeens Avenue,"LINESTRING (-5.8017985 54.7179546, -5.8021761 54.7178538, -5.8022589 54.7178198)"
1067168549,1,,tertiary,40 mph,,True,False,28.542,Davy's Street,"LINESTRING (-5.8121497 54.7130003, -5.8123017 54.7132415)"
1067168552,4,A2,trunk,40 mph,,False,False,16.978,Belfast Road,"LINESTRING (-5.8121497 54.7130003, -5.8118948 54.7130407)"
1067168540,4,A2,trunk,40 mph,,False,True,125.999,Belfast Road,"LINESTRING (-5.8121497 54.7130003, -5.8128995 54.7128908, -5.8136531 54.7127926, -5.8140608 54.7127459)"
1067168539,4,A2,trunk,40 mph,,False,True,18.133,Belfast Road,"LINESTRING (-5.8140608 54.7127459, -5.8143367 54.7127114)"
1067168538,1,,residential,40 mph,,True,False,20.07,Rodgers Quay,"LINESTRING (-5.8140608 54.7127459, -5.8141408 54.7126458, -5.8141595 54.7125764)"
1067168540,4,A2,trunk,40 mph,,False,False,125.999,Belfast Road,"LINESTRING (-5.8140608 54.7127459, -5.8136531 54.7127926, -5.8128995 54.7128908, -5.8121497 54.7130003)"
148652708,2,,tertiary,30 mph,,False,False,6.186,Davy's Street,"LINESTRING (-5.8123017 54.7132415, -5.8123604 54.7132856)"
1067168550,1,,tertiary,40 mph,,True,False,34.507,Davy's Street,"LINESTRING (-5.8123017 54.7132415, -5.8121595 54.7131635, -5.8120165 54.713085, -5.8118948 54.7130407)"
1138753141,,,residential,,,False,False,7.974,,"LINESTRING (-5.803284 54.7177482, -5.8031746 54.7177821)"
1138753141,,,residential,,,False,True,19.965,,"LINESTRING (-5.8029006 54.7178669, -5.8031746 54.7177821)"
1138753141,,,residential,,,False,False,19.965,,"LINESTRING (-5.8031746 54.7177821, -5.8029006 54.7178669)"
1138753141,,,residential,,,False,True,7.974,,"LINESTRING (-5.8031746 54.7177821, -5.803284 54.7177482)"
1138753142,,,residential,,,False,False,85.438,,"LINESTRING (-5.8031746 54.7177821, -5.8025268 54.717111)"
38912360,,,residential,,,False,True,40.484,,"LINESTRING (-5.8025268 54.717111, -5.8030535 54.716911)"
1138753142,,,residential,,,False,True,85.438,,"LINESTRING (-5.8025268 54.717111, -5.8031746 54.7177821)"
38912360,,,residential,,,False,False,48.06,,"LINESTRING (-5.8025268 54.717111, -5.8024042 54.7171575, -5.8021723 54.7171936, -5.8019787 54.7171822, -5.8018278 54.7171411)"
1138753143,2,,residential,,,False,True,56.723,,"LINESTRING (-5.8021577 54.7174259, -5.8024692 54.7177482, -5.8023139 54.7178011, -5.8022589 54.7178198)"
1067168551,4,A2,trunk,40 mph,,False,True,98.458,Belfast Road,"LINESTRING (-5.8104219 54.7132858, -5.8105801 54.7132595, -5.8106201 54.7132529, -5.8106733 54.7132438, -5.8114026 54.7131218, -5.8118948 54.7130407)"
1168235457,2,A2,trunk,40 mph,,True,False,21.671,Belfast Road,"LINESTRING (-5.8104219 54.7132858, -5.8102627 54.7133611, -5.810168 54.7134139)"
