osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,width,tunnel
129380755,False,,Phillimore Walk,residential,20 mph,False,87.464,"LINESTRING (-0.1936921 51.5014141, -0.1937051 51.5014044, -0.1937403 51.501374, -0.193805 51.5013498, -0.1941916 51.5012052, -0.1945921 51.5010554, -0.1947082 51.501012, -0.1947544 51.5009947)",,,
"[700233140, 841288270]",True,,Hornton Street,tertiary,20 mph,False,52.894,"LINESTRING (-0.1936921 51.5014141, -0.1936782 51.5013973, -0.1936035 51.5013252, -0.1935546 51.5012732, -0.1933532 51.5010826, -0.193281 51.5010133)",,,
10578045,True,B316,Earl's Court Road,secondary,30 mph,False,25.442,"LINESTRING (-0.1966207 51.4958952, -0.196548 51.495812, -0.1965093 51.4957649, -0.1964575 51.4956904)",1,,
1116261516,False,,Stratford Road,residential,20 mph,True,102.34,"LINESTRING (-0.1966207 51.4958952, -0.1965539 51.4959203, -0.1961693 51.4960785, -0.1957041 51.4962471, -0.1955219 51.4963038, -0.1954034 51.4963358, -0.1953396 51.4963508)",,,
3997276,True,A3220,Addison Road,trunk,30 mph,False,8.751,"LINESTRING (-0.2061317 51.4986857, -0.2060329 51.4986366)",2,,
939548796,True,A3220,Earl's Court Road,trunk,30 mph,False,3.33,"LINESTRING (-0.1961118 51.4953293, -0.1960882 51.4953032)",4,,
821523170,False,,Lexham Gardens,residential,20 mph,True,42.739000000000004,"LINESTRING (-0.1961118 51.4953293, -0.1957145 51.4954557, -0.1956494 51.4954764, -0.1955604 51.4955021)",,,
1203819312,False,A315,Kensington High Street,primary,20 mph,False,14.097,"LINESTRING (-0.2026323 51.497808, -0.2024554 51.4978708)",,,
123520398,True,,Edwardes Square,residential,20 mph,False,77.43799999999999,"LINESTRING (-0.2026323 51.497808, -0.202557 51.4977328, -0.2024759 51.4976519, -0.2020403 51.4972171)",,,
"[1203819310, 1203819322, 854068958, 1203819311]",False,A315,Kensington High Street,primary,20 mph,True,65.148,"LINESTRING (-0.2026323 51.497808, -0.2030511 51.4976681, -0.2031423 51.497634, -0.2032842 51.4975842, -0.2033364 51.4975616, -0.203457 51.4975267)",,,
939429881,False,,Campden Hill Road,tertiary,20 mph,False,5.325,"LINESTRING (-0.1963493 51.502746, -0.1963733 51.5027915)",,,
8364378,True,,Holland Street,tertiary,20 mph,False,101.39999999999999,"LINESTRING (-0.1963493 51.502746, -0.1962522 51.5027694, -0.1961477 51.5027698, -0.1955257 51.5027388, -0.1950114 51.5027154, -0.1948962 51.502727)",,,
8364358,False,,Upper Phillimore Gardens,residential,20 mph,True,164.661,"LINESTRING (-0.1973562 51.5023764, -0.1994245 51.5016448)",,,
8364362,True,,Argyll Road,residential,20 mph,False,63.367,"LINESTRING (-0.1973562 51.5023764, -0.196908 51.5018795)",,,
"[574643162, 793174644]",True,,Upper Phillimore Gardens,residential,20 mph,False,80.979,"LINESTRING (-0.1973562 51.5023764, -0.1965998 51.5026632, -0.1964735 51.5027096, -0.1964367 51.5027233, -0.1963838 51.5027365, -0.1963493 51.502746)",,,
8364362,True,,Argyll Road,residential,20 mph,False,61.804,"LINESTRING (-0.196908 51.5018795, -0.1964631 51.5013976)",,,
8364362,True,,Argyll Road,residential,20 mph,False,59.264,"LINESTRING (-0.1964631 51.5013976, -0.1960365 51.5009355)",,,
8364371,True,,Essex Villas,residential,20 mph,False,169.18,"LINESTRING (-0.1964631 51.5013976, -0.1985901 51.5006481)",,,
8364363,True,,Phillimore Place,residential,20 mph,False,169.048,"LINESTRING (-0.1990289 51.5011257, -0.196908 51.5018795)",,,
129380753,False,,Phillimore Gardens,residential,20 mph,True,61.179,"LINESTRING (-0.1990289 51.5011257, -0.1985901 51.5006481)",,,
"[796378504, 796350045]",False,,Phillimore Gardens,residential,20 mph,False,65.9,"LINESTRING (-0.1990289 51.5011257, -0.1994387 51.5015598, -0.1994493 51.5015832, -0.1994476 51.5016144, -0.1994245 51.5016448)",,,
795742699,True,,Argyll Road,residential,20 mph,False,49.272000000000006,"LINESTRING (-0.1957561 51.5006318, -0.1954863 51.5003397, -0.1954555 51.5003063, -0.1954006 51.5002479)",,,
"[1176482311, 1176482312, 700232903, 1176482314, 1176482315]",True,,Phillimore Walk,residential,20 mph,False,169.386,"LINESTRING (-0.1957561 51.5006318, -0.1958113 51.5006118, -0.1958752 51.5005886, -0.1977973 51.4998923, -0.1978583 51.4998702, -0.1978711 51.4998656)",,,
8364362,True,,Argyll Road,residential,20 mph,False,38.95,"LINESTRING (-0.1960365 51.5009355, -0.1957561 51.5006318)",,,
8364373,True,,Stafford Terrace,residential,20 mph,False,169.305,"LINESTRING (-0.1981523 51.5001716, -0.1960365 51.5009355)",,,
129380753,False,,Phillimore Gardens,residential,20 mph,False,61.039,"LINESTRING (-0.1981523 51.5001716, -0.1985901 51.5006481)",,,
129380753,False,,Phillimore Gardens,residential,20 mph,False,61.179,"LINESTRING (-0.1985901 51.5006481, -0.1990289 51.5011257)",,,
129380753,False,,Phillimore Gardens,residential,20 mph,True,61.039,"LINESTRING (-0.1985901 51.5006481, -0.1981523 51.5001716)",,,
8364359,True,,Phillimore Gardens,residential,20 mph,False,25.533,"LINESTRING (-0.1978711 51.4998656, -0.1980543 51.5000649)",,,
567401259,True,,Phillimore Gardens,residential,20 mph,False,52.715,"LINESTRING (-0.1978711 51.4998656, -0.1974907 51.4994549)",,,
10578611,False,,Phillimore Walk,residential,20 mph,True,63.50999999999999,"LINESTRING (-0.1978711 51.4998656, -0.1983642 51.4996979, -0.1984066 51.4996829, -0.1986763 51.4995918)",,,
939429882,False,,Hornton Street,tertiary,20 mph,False,3.48,"LINESTRING (-0.1948773 51.502698, -0.1948962 51.502727)",,,
8259599,True,,Hornton Street,tertiary,20 mph,False,164.72500000000002,"LINESTRING (-0.1948773 51.502698, -0.1948244 51.5026215, -0.1945353 51.5023153, -0.1940527 51.501791, -0.1939922 51.5017275, -0.1937176 51.5014393, -0.1936921 51.5014141)",,,
"[3997276, 1263975581]",True,A3220,Addison Road,trunk,30 mph,False,55.187000000000005,"LINESTRING (-0.205104 51.4977047, -0.2049865 51.497592, -0.204742 51.4973558, -0.2047023 51.4973175, -0.2046707 51.4972881)","['2', '4']",,
8364380,False,,Holland Park Road,residential,20 mph,False,40.879,"LINESTRING (-0.205104 51.4977047, -0.2046726 51.4978566, -0.20459 51.4978857)",,,
8364379,False,,Melbury Road,residential,20 mph,False,71.489,"LINESTRING (-0.2016101 51.4988515, -0.20178 51.4990738, -0.2018063 51.4991083, -0.2018278 51.4991364, -0.2021023 51.4994157)",,,
8364379,False,,Melbury Road,residential,20 mph,True,63.722,"LINESTRING (-0.2016101 51.4988515, -0.2014933 51.4987155, -0.2013977 51.4986023, -0.2011804 51.4983447)",,,
"[794318122, 8364380]",False,,Holland Park Road,residential,20 mph,True,79.46199999999999,"LINESTRING (-0.2016101 51.4988515, -0.2021295 51.4987525, -0.2026558 51.4985671)",,,
8392394,False,,Allen Street,residential,20 mph,True,10.694,"LINESTRING (-0.196022 51.4999208, -0.1960773 51.5000106)",,8.3,
8392394,False,,Allen Street,residential,20 mph,False,139.883,"LINESTRING (-0.196022 51.4999208, -0.1958055 51.4995698, -0.1953413 51.4988134, -0.1952977 51.4987464)",,8.3,
83606936,True,A315,Kensington High Street,primary,20 mph,False,106.90899999999998,"LINESTRING (-0.196022 51.4999208, -0.1964488 51.4997685, -0.1968593 51.4996221, -0.1969077 51.4996052, -0.1972864 51.499478, -0.1973774 51.4994917)",,,
8392388,False,,Abingdon Villas,residential,20 mph,False,105.788,"LINESTRING (-0.1948281 51.4979511, -0.1933838 51.498262)",,7.8,
8392388,False,,Abingdon Villas,residential,20 mph,True,88.72,"LINESTRING (-0.1948281 51.4979511, -0.1960376 51.4976872)",,7.8,
8392394,False,,Allen Street,residential,20 mph,False,68.219,"LINESTRING (-0.1948281 51.4979511, -0.1944768 51.4973779)",,8.3,
8392394,False,,Allen Street,residential,20 mph,True,94.225,"LINESTRING (-0.1948281 51.4979511, -0.1950834 51.4983975, -0.1952977 51.4987464)",,8.3,
8392394,False,,Allen Street,residential,20 mph,True,68.219,"LINESTRING (-0.1944768 51.4973779, -0.1948281 51.4979511)",,8.3,
8392415,False,,Scarsdale Villas,residential,20 mph,False,142.962,"LINESTRING (-0.1944768 51.4973779, -0.1925323 51.497811)",,,
8392415,False,,Scarsdale Villas,residential,20 mph,True,92.385,"LINESTRING (-0.1944768 51.4973779, -0.1957322 51.497096)",,,
815696210,False,,Allen Street,residential,20 mph,False,108.54,"LINESTRING (-0.1944768 51.4973779, -0.1939112 51.4964675)",,,
8392415,False,,Scarsdale Villas,residential,20 mph,True,142.962,"LINESTRING (-0.1925323 51.497811, -0.1944768 51.4973779)",,,
663502527,False,,Marloes Road,tertiary,20 mph,False,66.672,"LINESTRING (-0.1925323 51.497811, -0.1928287 51.4983815)",,7.8,
"[821523177, 663502521]",False,,Marloes Road,tertiary,20 mph,True,122.304,"LINESTRING (-0.1925323 51.497811, -0.1924754 51.4977046, -0.1924428 51.497612, -0.1924189 51.4974789, -0.1923555 51.4969921, -0.1923256 51.4967221)",2,11.1,
8392388,False,,Abingdon Villas,residential,20 mph,True,40.658,"LINESTRING (-0.1928287 51.4983815, -0.1933838 51.498262)",,7.8,
663502527,False,,Marloes Road,tertiary,20 mph,False,28.469,"LINESTRING (-0.1928287 51.4983815, -0.1929438 51.4986273)",,7.8,
663502527,False,,Marloes Road,tertiary,20 mph,True,66.672,"LINESTRING (-0.1928287 51.4983815, -0.1925323 51.497811)",,7.8,
663502527,False,,Marloes Road,tertiary,20 mph,True,28.469,"LINESTRING (-0.1929438 51.4986273, -0.1928287 51.4983815)",,7.8,
"[1109617145, 9710859, 10418895]",False,,"['Wrights Lane', 'Cheniston Gardens']",tertiary,20 mph,False,115.727,"LINESTRING (-0.1929438 51.4986273, -0.1929228 51.4986767, -0.192878 51.4987005, -0.1928149 51.4987257, -0.192384 51.4988589, -0.1923452 51.4988998, -0.192322 51.4989767, -0.1923539 51.4990333, -0.1925776 51.4994307)",2,8,
8392385,False,,Iverna Gardens,residential,20 mph,False,169.485,"LINESTRING (-0.1933838 51.498262, -0.1939158 51.4997498)",,8,
8392388,False,,Abingdon Villas,residential,20 mph,False,40.658,"LINESTRING (-0.1933838 51.498262, -0.1928287 51.4983815)",,7.8,
8392388,False,,Abingdon Villas,residential,20 mph,True,105.788,"LINESTRING (-0.1933838 51.498262, -0.1948281 51.4979511)",,7.8,
113679299,False,,Iverna Court,residential,20 mph,True,40.117,"LINESTRING (-0.193096 51.5003125, -0.1935964 51.5001305)",,8,
9710859,False,,Wrights Lane,tertiary,20 mph,False,69.362,"LINESTRING (-0.193096 51.5003125, -0.1931482 51.5003976, -0.1932761 51.5005806, -0.1934368 51.5007992, -0.1935193 51.5008764)",,8,
9710859,False,,Wrights Lane,tertiary,20 mph,True,104.44,"LINESTRING (-0.193096 51.5003125, -0.1928954 51.5000018, -0.1925776 51.4994307)",,8,
8392388,False,,Abingdon Villas,residential,20 mph,False,88.72,"LINESTRING (-0.1960376 51.4976872, -0.1948281 51.4979511)",,7.8,
8392388,False,,Abingdon Villas,residential,20 mph,True,112.629,"LINESTRING (-0.1960376 51.4976872, -0.197577 51.4973593)",,7.8,
8392398,True,,Abingdon Road,residential,20 mph,False,69.054,"LINESTRING (-0.1960376 51.4976872, -0.1957322 51.497096)",,,
8392407,False,,Pater Street,residential,20 mph,True,111.687,"LINESTRING (-0.1964884 51.4983595, -0.198019 51.4980418)",,,
8392398,True,,Abingdon Road,residential,20 mph,False,29.774,"LINESTRING (-0.1964884 51.4983595, -0.196362 51.4981996, -0.19631 51.4981161)",,,
567401256,False,,Abingdon Road,residential,20 mph,False,140.143,"LINESTRING (-0.1964884 51.4983595, -0.1966501 51.4985736, -0.1970707 51.4991122, -0.1972288 51.4993148, -0.1973774 51.4994917)",,,
8392398,True,,Abingdon Road,residential,20 mph,False,51.284,"LINESTRING (-0.19631 51.4981161, -0.1960376 51.4976872)",,,
8392409,False,,Cope Place,residential,20 mph,True,111.847,"LINESTRING (-0.19631 51.4981161, -0.1978312 51.4977771)",,,
8392405,True,,Campden Hill Road,tertiary,20 mph,False,223.851,"LINESTRING (-0.1947544 51.5009947, -0.195064 51.5013331, -0.1951298 51.501405, -0.1955964 51.5019151, -0.1963493 51.502746)",,,
129380755,False,,Phillimore Walk,residential,20 mph,True,87.464,"LINESTRING (-0.1947544 51.5009947, -0.1947082 51.501012, -0.1945921 51.5010554, -0.1941916 51.5012052, -0.193805 51.5013498, -0.1937403 51.501374, -0.1937051 51.5014044, -0.1936921 51.5014141)",,,
"[1176482313, 1176482315, 1176482316, 1176482317, 1176482318]",True,,Phillimore Walk,residential,20 mph,False,80.22300000000001,"LINESTRING (-0.1947544 51.5009947, -0.1948045 51.5009765, -0.1948655 51.5009545, -0.1950374 51.5008922, -0.1952465 51.5008164, -0.1954551 51.5007408, -0.1956545 51.5006686, -0.195701 51.5006517, -0.1957561 51.5006318)",,,
3997279,False,B316,Earl's Court Road,secondary,20 mph,False,32.176,"LINESTRING (-0.198019 51.4980418, -0.1978312 51.4977771)",,,
3997279,False,B316,Earl's Court Road,secondary,20 mph,True,12.916,"LINESTRING (-0.198019 51.4980418, -0.1980881 51.4981497)",,,
8392407,False,,Pater Street,residential,20 mph,False,111.687,"LINESTRING (-0.198019 51.4980418, -0.1964884 51.4983595)",,,
8392388,False,,Abingdon Villas,residential,20 mph,False,112.629,"LINESTRING (-0.197577 51.4973593, -0.1960376 51.4976872)",,7.8,
824795213,False,B316,Earl's Court Road,secondary,20 mph,False,15.339,"LINESTRING (-0.197577 51.4973593, -0.1974985 51.4972303)",2,,
824795213,False,B316,Earl's Court Road,secondary,20 mph,True,33.47,"LINESTRING (-0.197577 51.4973593, -0.1977482 51.4976408)",2,,
3997279,False,B316,Earl's Court Road,secondary,20 mph,True,32.176,"LINESTRING (-0.1978312 51.4977771, -0.198019 51.4980418)",,,
8392409,False,,Cope Place,residential,20 mph,False,111.847,"LINESTRING (-0.1978312 51.4977771, -0.19631 51.4981161)",,,
824795213,False,B316,Earl's Court Road,secondary,20 mph,False,16.208,"LINESTRING (-0.1978312 51.4977771, -0.1977897 51.497709, -0.1977482 51.4976408)",2,,
8392414,True,,Pembroke Square,residential,20 mph,False,124.099,"LINESTRING (-0.1971299 51.4966246, -0.1988151 51.496244)",,7.3,
907584220,False,B316,Earl's Court Road,secondary,20 mph,True,16.766,"LINESTRING (-0.1971299 51.4966246, -0.1972157 51.4967656)",2,,
"[663502520, 824795212]",False,B316,Earl's Court Road,secondary,20 mph,False,77.711,"LINESTRING (-0.1971299 51.4966246, -0.1967468 51.4959937, -0.1967329 51.4959709)",,,
907584220,False,B316,Earl's Court Road,secondary,20 mph,False,16.766,"LINESTRING (-0.1972157 51.4967656, -0.1971299 51.4966246)",2,,
1116261149,False,,Scarsdale Villas,residential,20 mph,False,109.069,"LINESTRING (-0.1972157 51.4967656, -0.1957322 51.497096)",,,
1123996413,False,B316,Earl's Court Road,secondary,20 mph,True,16.516,"LINESTRING (-0.1972157 51.4967656, -0.1973002 51.4969045)",2,,
8392415,False,,Scarsdale Villas,residential,20 mph,False,92.385,"LINESTRING (-0.1957322 51.497096, -0.1944768 51.4973779)",,,
569614143,False,,Abingdon Road,residential,20 mph,False,87.206,"LINESTRING (-0.1957322 51.497096, -0.1953396 51.4963508)",,,
1116261149,False,,Scarsdale Villas,residential,20 mph,True,109.069,"LINESTRING (-0.1957322 51.497096, -0.1972157 51.4967656)",,,
569614143,False,,Abingdon Road,residential,20 mph,True,87.206,"LINESTRING (-0.1953396 51.4963508, -0.1957322 51.497096)",,,
32954704,False,,Stratford Road,residential,20 mph,True,100.396,"LINESTRING (-0.1953396 51.4963508, -0.1952667 51.4963654, -0.1950635 51.4964061, -0.1949571 51.4964228, -0.1948578 51.4964328, -0.1947742 51.4964368, -0.1946906 51.4964385, -0.1944471 51.4964373, -0.1941634 51.4964446, -0.1940373 51.4964536, -0.1939112 51.4964675)",,,
1116261516,False,,Stratford Road,residential,20 mph,False,102.34,"LINESTRING (-0.1953396 51.4963508, -0.1954034 51.4963358, -0.1955219 51.4963038, -0.1957041 51.4962471, -0.1961693 51.4960785, -0.1965539 51.4959203, -0.1966207 51.4958952)",,,
8392413,True,,Pembroke Square,residential,20 mph,False,34.52,"LINESTRING (-0.1988151 51.496244, -0.1989831 51.4965363)",,9.5,
123519999,False,,Pembroke Villas,residential,20 mph,False,55.658,"LINESTRING (-0.1988151 51.496244, -0.1986234 51.4959247, -0.1985351 51.4957748)",,9.2,
123519999,False,,Pembroke Villas,residential,20 mph,True,56.437,"LINESTRING (-0.1982539 51.4952984, -0.1985351 51.4957748)",,9.2,
183424572,True,A3220,Pembroke Road,trunk,30 mph,False,108.267,"LINESTRING (-0.1982539 51.4952984, -0.1978042 51.4954553, -0.1970326 51.4957244, -0.1968895 51.4957743)",3,,
10578668,False,,Gordon Place,residential,20 mph,False,24.334,"LINESTRING (-0.193611 51.5029179, -0.1934789 51.5027151)",,,
802515218,True,,Holland Street,residential,20 mph,False,19.973,"LINESTRING (-0.193611 51.5029179, -0.1938888 51.5028693)",,,
10578518,False,,Hornton Street,unclassified,20 mph,True,52.63,"LINESTRING (-0.1951804 51.503166, -0.1949603 51.5028285, -0.1948962 51.502727)",,,
663502521,False,,Marloes Road,tertiary,20 mph,False,92.481,"LINESTRING (-0.192233 51.4958924, -0.1922913 51.4964114, -0.1923256 51.4967221)",2,,
663502521,False,,Marloes Road,tertiary,20 mph,True,72.544,"LINESTRING (-0.192233 51.4958924, -0.1921764 51.4953743, -0.1921646 51.4952662, -0.1921619 51.4952415)",2,,
821523170,False,,Lexham Gardens,residential,20 mph,False,235.361,"LINESTRING (-0.192233 51.4958924, -0.1937777 51.4958081, -0.1955604 51.4955021)",,,
"[650975472, 663502521]",False,,Marloes Road,tertiary,20 mph,False,47.069,"LINESTRING (-0.1921196 51.4948191, -0.19212 51.4948629, -0.1921258 51.4949154, -0.1921579 51.4952053, -0.1921619 51.4952415)",2,,
821523170,False,,Lexham Gardens,residential,20 mph,False,42.739000000000004,"LINESTRING (-0.1955604 51.4955021, -0.1956494 51.4954764, -0.1957145 51.4954557, -0.1961118 51.4953293)",,,
821523170,False,,Lexham Gardens,residential,20 mph,True,235.361,"LINESTRING (-0.1955604 51.4955021, -0.1937777 51.4958081, -0.192233 51.4958924)",,,
"[1113053806, 825900434, 1113056117, 1113054110]",True,,Lexham Mews,residential,20 mph,False,175.082,"LINESTRING (-0.1955604 51.4955021, -0.1957059 51.4958172, -0.1954808 51.4959052, -0.1950299 51.4960813, -0.194654 51.4961529, -0.1942636 51.4962272, -0.1938624 51.4962513)",,"['4', '4.4', '5']",
32954704,False,,Stratford Road,residential,20 mph,False,49.698,"LINESTRING (-0.1923256 51.4967221, -0.193043 51.4967051)",,,
"[663502521, 821523177]",False,,Marloes Road,tertiary,20 mph,False,122.304,"LINESTRING (-0.1923256 51.4967221, -0.1923555 51.4969921, -0.1924189 51.4974789, -0.1924428 51.497612, -0.1924754 51.4977046, -0.1925323 51.497811)",2,11.1,
663502521,False,,Marloes Road,tertiary,20 mph,True,92.481,"LINESTRING (-0.1923256 51.4967221, -0.1922913 51.4964114, -0.192233 51.4958924)",2,,
32954704,False,,Stratford Road,residential,20 mph,True,20.057,"LINESTRING (-0.1933325 51.4966979, -0.193043 51.4967051)",,,
32954704,False,,Stratford Road,residential,20 mph,False,47.766999999999996,"LINESTRING (-0.1933325 51.4966979, -0.1937276 51.4965198, -0.1938271 51.4964876, -0.1939112 51.4964675)",,,
"[9830560, 1113052221]",False,,Radley Mews,residential,20 mph,True,129.065,"LINESTRING (-0.1933325 51.4966979, -0.1933072 51.4964676, -0.1929985 51.4964787, -0.19298 51.4962926, -0.1938624 51.4962513)",,"['5.4', '3.7']",
815696210,False,,Allen Street,residential,20 mph,True,108.54,"LINESTRING (-0.1939112 51.4964675, -0.1944768 51.4973779)",,,
9830415,False,,Radley Mews,residential,20 mph,False,24.421,"LINESTRING (-0.1939112 51.4964675, -0.1938901 51.4964358, -0.1938624 51.4962513)",,5.4,
32954704,False,,Stratford Road,residential,20 mph,False,100.396,"LINESTRING (-0.1939112 51.4964675, -0.1940373 51.4964536, -0.1941634 51.4964446, -0.1944471 51.4964373, -0.1946906 51.4964385, -0.1947742 51.4964368, -0.1948578 51.4964328, -0.1949571 51.4964228, -0.1950635 51.4964061, -0.1952667 51.4963654, -0.1953396 51.4963508)",,,
32954704,False,,Stratford Road,residential,20 mph,True,47.766999999999996,"LINESTRING (-0.1939112 51.4964675, -0.1938271 51.4964876, -0.1937276 51.4965198, -0.1933325 51.4966979)",,,
9830415,False,,Radley Mews,residential,20 mph,True,24.421,"LINESTRING (-0.1938624 51.4962513, -0.1938901 51.4964358, -0.1939112 51.4964675)",,5.4,
"[9830560, 1113052221]",False,,Radley Mews,residential,20 mph,False,129.065,"LINESTRING (-0.1938624 51.4962513, -0.19298 51.4962926, -0.1929985 51.4964787, -0.1933072 51.4964676, -0.1933325 51.4966979)",,"['5.4', '3.7']",
9710859,False,,Wrights Lane,tertiary,20 mph,False,104.44,"LINESTRING (-0.1925776 51.4994307, -0.1928954 51.5000018, -0.193096 51.5003125)",,8,
"[1109617145, 9710859, 10418895]",False,,"['Wrights Lane', 'Cheniston Gardens']",tertiary,20 mph,True,115.72699999999999,"LINESTRING (-0.1925776 51.4994307, -0.1923539 51.4990333, -0.192322 51.4989767, -0.1923452 51.4988998, -0.192384 51.4988589, -0.1928149 51.4987257, -0.192878 51.4987005, -0.1929228 51.4986767, -0.1929438 51.4986273)",2,8,
10235378,True,,Cheniston Gardens,residential,20 mph,False,131.048,"LINESTRING (-0.1925776 51.4994307, -0.1933099 51.499291, -0.1929438 51.4986273)",,8.3,
741862106,False,,Adam and Eve Mews,residential,20 mph,True,9.441,"LINESTRING (-0.1948732 51.5003365, -0.1949423 51.5004097)",,2.6,
83606936,True,A315,Kensington High Street,primary,20 mph,False,36.538,"LINESTRING (-0.1948732 51.5003365, -0.1952218 51.5002098, -0.1953293 51.5001711)",,,
"[741894448, 741894449, 741862106, 823536448]",False,,Adam and Eve Mews,residential,20 mph,False,57.815000000000005,"LINESTRING (-0.1948732 51.5003365, -0.1948279 51.500281, -0.1948062 51.5002468, -0.1947664 51.5001542, -0.1947401 51.5000977, -0.1947116 51.500032, -0.1946284 51.4998407)",1,"['7', '3.5', '2.6']",building_passage
823536447,False,,Adam and Eve Mews,residential,20 mph,True,37.03,"LINESTRING (-0.1941576 51.4986677, -0.1943057 51.4989877)",1,7,
8392394,False,,Allen Street,residential,20 mph,False,94.225,"LINESTRING (-0.1952977 51.4987464, -0.1950834 51.4983975, -0.1948281 51.4979511)",,8.3,
