osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,lanes,bridge
"[23018863, 100119599]","['West Parade', 'Stade Street']",residential,30 mph,False,"[False, True]",139.422,,"LINESTRING (1.0838554 51.0655827, 1.0846738 51.0657761, 1.0848079 51.0658261, 1.0848564 51.0658815, 1.0848684 51.0659567, 1.084841 51.0660457, 1.0846001 51.0663909)",,,
5056222,Albert Road,residential,30 mph,False,True,209.852,,"LINESTRING (1.0820907 51.0651613, 1.0809811 51.066915)",,,
100119599,West Parade,residential,30 mph,False,False,61.222,,"LINESTRING (1.0820907 51.0651613, 1.0829082 51.0653593)",,,
"[183275361, 100119599]","['West Parade', 'St. Leonards Road']",residential,30 mph,False,True,328.37799999999993,,"LINESTRING (1.0820907 51.0651613, 1.0819089 51.0651039, 1.0811178 51.0649157, 1.0788503 51.0643762, 1.0787618 51.0643531, 1.0787041 51.0643531, 1.0786523 51.0643897, 1.0786435 51.0644512, 1.0786694 51.0646125, 1.0787745 51.0650077)",,,
5056215,St. Leonards Road,residential,30 mph,False,True,3.433,,"LINESTRING (1.0792774 51.0665326, 1.0792868 51.0665629)",,,
5056220,Park Road,residential,30 mph,False,False,66.95,,"LINESTRING (1.0792774 51.0665326, 1.080192 51.066712)",,,
5056215,St. Leonards Road,residential,30 mph,False,False,134.033,,"LINESTRING (1.0792774 51.0665326, 1.0789057 51.0655001, 1.0788529 51.0653571)",,,
5056215,St. Leonards Road,residential,30 mph,False,False,15.384,,"LINESTRING (1.0803279 51.069251, 1.0802695 51.0691176)",,,
603233475,St. Leonards Road,residential,30 mph,False,True,90.041,,"LINESTRING (1.0803279 51.069251, 1.0803803 51.0695833, 1.0803954 51.0697234, 1.0803966 51.06974, 1.0804085 51.0700587)",,,
5056217,Portland Road,residential,30 mph,False,False,78.295,,"LINESTRING (1.0804085 51.0700587, 1.0815288 51.0700437)",,,
5056217,Portland Road,residential,30 mph,False,True,154.71400000000003,,"LINESTRING (1.0804085 51.0700587, 1.0795806 51.0700814, 1.0793682 51.0701337, 1.0793072 51.0701446, 1.079168 51.0701824, 1.0787787 51.0702871, 1.0784604 51.0703747, 1.0783603 51.0704019, 1.0783347 51.0704063, 1.0783019 51.0704154)",,,
603233475,St. Leonards Road,residential,30 mph,False,False,90.041,,"LINESTRING (1.0804085 51.0700587, 1.0803966 51.06974, 1.0803954 51.0697234, 1.0803803 51.0695833, 1.0803279 51.069251)",,,
5056217,Portland Road,residential,30 mph,False,False,49.74100000000001,,"LINESTRING (1.0781585 51.0708144, 1.0781423 51.070686, 1.0781275 51.0705392, 1.0781493 51.0704957, 1.0782296 51.0704445, 1.0783019 51.0704154)",,,
5056217,Portland Road,residential,30 mph,False,True,26.694,,"LINESTRING (1.0819108 51.0700399, 1.0815288 51.0700437)",,,
"[5056217, 30672311]",Portland Road,residential,30 mph,False,False,42.972,,"LINESTRING (1.0819108 51.0700399, 1.0821232 51.0700515, 1.0822099 51.0700599, 1.0823175 51.0700714, 1.0825202 51.0700904)",,,
90627112,Stade Street,residential,30 mph,False,False,78.991,,"LINESTRING (1.0819108 51.0700399, 1.0820866 51.0697869, 1.0822313 51.0696412, 1.0825106 51.0694459)",,,
100119604,Portland Road,unclassified,30 mph,False,True,27.155,,"LINESTRING (1.0819108 51.0700399, 1.0817783 51.0699894, 1.0815578 51.0699408)",,,
5056218,Cinque Ports Avenue,residential,30 mph,True,False,115.084,,"LINESTRING (1.0778384 51.066776, 1.0778323 51.0667916, 1.0778299 51.0668077, 1.0778319 51.0668233, 1.077835 51.0668408, 1.0778376 51.0668548, 1.0781905 51.0677841)",,,
"[23125347, 100119605]","['Cinque Ports Avenue', 'Wakefield Way']",residential,30 mph,False,False,51.24,,"LINESTRING (1.0778384 51.066776, 1.0777728 51.06664, 1.0776656 51.0663285)",,,
106361660,Cinque Ports Avenue,residential,30 mph,False,True,104.84400000000001,,"LINESTRING (1.0778384 51.066776, 1.0779103 51.0667352, 1.0792868 51.0665629)",,,
5056220,Park Road,residential,30 mph,False,False,64.052,,"LINESTRING (1.0809811 51.066915, 1.0818364 51.0671222)",,,
5056220,Park Road,residential,30 mph,False,True,59.581,,"LINESTRING (1.0809811 51.066915, 1.080192 51.066712)",,,
5056222,Albert Road,residential,30 mph,False,False,209.852,,"LINESTRING (1.0809811 51.066915, 1.0820907 51.0651613)",,,
5056222,Albert Road,residential,30 mph,False,True,39.8,,"LINESTRING (1.0809811 51.066915, 1.0808345 51.0671641, 1.0808172 51.0672558)",,,
5056220,Park Road,residential,30 mph,False,True,64.411,,"LINESTRING (1.0826912 51.067339, 1.0818364 51.0671222)",,,
5056221,Victoria Road,residential,30 mph,False,False,135.049,,"LINESTRING (1.0826912 51.067339, 1.0834391 51.0662191)",,,
5056220,Park Road,residential,30 mph,False,False,74.702,,"LINESTRING (1.0826912 51.067339, 1.0831901 51.0674836, 1.0835878 51.0676938)",,,
5056222,Albert Road,residential,30 mph,False,False,37.548,,"LINESTRING (1.0803068 51.0688651, 1.0804155 51.0685344)",,,
5056222,Albert Road,residential,30 mph,False,True,28.197,,"LINESTRING (1.0803068 51.0688651, 1.0802695 51.0691176)",,,
"[100119602, 884616444]",Newmans Close,residential,30 mph,False,False,69.453,,"LINESTRING (1.0803068 51.0688651, 1.0809056 51.0688864, 1.0809234 51.0688871, 1.0809449 51.0688938, 1.0809602 51.0689011, 1.0809652 51.0689137, 1.0809682 51.0689244, 1.0809712 51.0689414, 1.0809772 51.0689577, 1.0809872 51.0689647, 1.0810032 51.068971, 1.0810233 51.0689741, 1.0812066 51.0689969)",,,
5056215,St. Leonards Road,residential,30 mph,False,True,15.384,,"LINESTRING (1.0802695 51.0691176, 1.0803279 51.069251)",,,
5056222,Albert Road,residential,30 mph,False,False,28.197,,"LINESTRING (1.0802695 51.0691176, 1.0803068 51.0688651)",,,
5056215,St. Leonards Road,residential,30 mph,False,False,68.47,,"LINESTRING (1.0802695 51.0691176, 1.0801516 51.0689606, 1.080122 51.0688863, 1.0799806 51.0685317)",,,
5170422,Tanners Hill,tertiary,30 mph,False,True,11.968,,"LINESTRING (1.0899125 51.0729339, 1.0900761 51.072902)",,,
106360529,Dental Street,residential,30 mph,False,True,251.45,,"LINESTRING (1.0899125 51.0729339, 1.0895761 51.07288, 1.0893263 51.0728269, 1.088864 51.0727017, 1.0887172 51.0726619, 1.0879873 51.0724697, 1.0875402 51.072352, 1.0872473 51.07227, 1.0870351 51.0722106, 1.0867584 51.0721573, 1.0865618 51.0721182)",,,
155780802,Station Road,tertiary,30 mph,False,False,7.104,,"LINESTRING (1.0901259 51.0729577, 1.0900761 51.072902)",,,
23106547,High Street,residential,30 mph,False,True,18.47,,"LINESTRING (1.0804717 51.071094, 1.0802967 51.0709695)",,,
23106548,Chapel Street,residential,30 mph,True,False,174.95499999999996,,"LINESTRING (1.0804717 51.071094, 1.080583 51.0710454, 1.0807346 51.0709958, 1.0809087 51.0709438, 1.0811215 51.0709109, 1.0815339 51.0708779, 1.081898 51.070864, 1.0821459 51.0708702, 1.0822013 51.0708716, 1.0827446 51.0709048, 1.0828932 51.0708756)",,,
104475974,High Street,residential,30 mph,False,False,47.251000000000005,,"LINESTRING (1.0804717 51.071094, 1.0805891 51.0711891, 1.0806867 51.0712914, 1.080765 51.0713702, 1.0808016 51.071407, 1.0808646 51.0714359)",,,
23106550,Bank Street,unclassified,30 mph,True,False,62.448,,"LINESTRING (1.0828932 51.0708756, 1.0829108 51.0714371)",,,
23106551,Prospect Road,unclassified,30 mph,False,False,40.418,,"LINESTRING (1.0828932 51.0708756, 1.0829189 51.0708055, 1.0829655 51.0707592, 1.0830333 51.0707241, 1.0831088 51.0707076, 1.0832367 51.0706767, 1.0832827 51.0706419)",,,
23106549,High Street,unclassified,30 mph,True,False,147.48499999999999,,"LINESTRING (1.0829108 51.0714371, 1.0826829 51.0714303, 1.0822606 51.0714098, 1.0815696 51.0713172, 1.0814558 51.0713066, 1.0813281 51.0713069, 1.0812062 51.0713247, 1.0810772 51.0713663, 1.0808646 51.0714359)",,,
"[23123754, 849281436]",Malthouse Hill,residential,30 mph,False,False,40.037,,"LINESTRING (1.0808646 51.0714359, 1.0809294 51.0714869, 1.0809458 51.0714998, 1.0809682 51.0715174, 1.0811143 51.0717561)",,,
104475974,High Street,residential,30 mph,False,True,47.251000000000005,,"LINESTRING (1.0808646 51.0714359, 1.0808016 51.071407, 1.080765 51.0713702, 1.0806867 51.0712914, 1.0805891 51.0711891, 1.0804717 51.071094)",,,
23106551,Prospect Road,unclassified,30 mph,False,True,40.418,,"LINESTRING (1.0832827 51.0706419, 1.0832367 51.0706767, 1.0831088 51.0707076, 1.0830333 51.0707241, 1.0829655 51.0707592, 1.0829189 51.0708055, 1.0828932 51.0708756)",,,
"[104475973, 23123757]","['Prospect Road', 'Mount Street']",unclassified,30 mph,False,False,145.57599999999996,,"LINESTRING (1.0832827 51.0706419, 1.0833382 51.0706583, 1.0833789 51.0706595, 1.0837606 51.070596, 1.0838691 51.0705831, 1.0839334 51.0705968, 1.0839712 51.0706128, 1.0840131 51.0706717, 1.0840209 51.0706827, 1.0840279 51.070768, 1.0838807 51.0714561)",,,
104475963,,unclassified,30 mph,False,False,20.919,,"LINESTRING (1.0832827 51.0706419, 1.0833002 51.0706045, 1.0833086 51.0705753, 1.0832959 51.0704561)",,,
104475963,,unclassified,30 mph,False,True,20.919,,"LINESTRING (1.0832959 51.0704561, 1.0833086 51.0705753, 1.0833002 51.0706045, 1.0832827 51.0706419)",,,
106360532,Rampart Road,trunk,30 mph,False,True,53.581,A259,"LINESTRING (1.0832959 51.0704561, 1.0828524 51.0704645, 1.082771 51.070466, 1.0827174 51.070467, 1.0825295 51.0704724)",,,
106360535,,trunk,30 mph,False,False,112.34400000000001,A259,"LINESTRING (1.0832959 51.0704561, 1.0838247 51.0704557, 1.0842743 51.0704766, 1.084567 51.0704958, 1.0848939 51.0705387)",,,
23106553,Douglas Avenue,residential,30 mph,True,False,80.469,,"LINESTRING (1.0881371 51.0722214, 1.0885101 51.0716071, 1.0885992 51.0715718)",,,
23106554,High Street,unclassified,30 mph,True,False,256.661,,"LINESTRING (1.0881371 51.0722214, 1.0880062 51.0721871, 1.0873965 51.0720303, 1.0869148 51.0718767, 1.0864037 51.0717356, 1.0863165 51.0717187, 1.0859566 51.0716602, 1.0854138 51.0716263, 1.0850753 51.0716119, 1.0846525 51.071576)",,,
106360535,,trunk,30 mph,False,True,92.37700000000001,A259,"LINESTRING (1.0885992 51.0715718, 1.0884145 51.0714795, 1.0879918 51.0712684, 1.0877755 51.0712038, 1.0875043 51.0711138)",,,
"[1219267427, 1055998078]",,trunk,30 mph,False,False,92.608,A259,"LINESTRING (1.0885992 51.0715718, 1.0889526 51.0717805, 1.0892286 51.0719435, 1.0893446 51.0720143, 1.0895259 51.0721068, 1.089578 51.0721327)",,,
106360535,,trunk,30 mph,False,False,3.092,A259,"LINESTRING (1.0874657 51.0711002, 1.0875043 51.0711138)",,,
106360535,,trunk,30 mph,False,True,49.498,A259,"LINESTRING (1.0874657 51.0711002, 1.0868133 51.0709267)",,,
30416873,Sun Lane,residential,30 mph,False,True,90.876,,"LINESTRING (1.0874657 51.0711002, 1.0871115 51.0716078, 1.086932 51.0718454)",,,
23123756,Bartholomew Street,residential,30 mph,False,False,39.232,,"LINESTRING (1.0811143 51.0717561, 1.0816758 51.0717583)",,,
23123756,Bartholomew Street,residential,30 mph,False,True,242.73900000000003,,"LINESTRING (1.0811143 51.0717561, 1.0805889 51.071786, 1.0800898 51.0718401, 1.0797761 51.0718386, 1.0794604 51.0718772, 1.0790688 51.071906, 1.0783646 51.0719202, 1.0776685 51.0718461)",,,
"[23123754, 849281436]",Malthouse Hill,residential,30 mph,False,True,40.037,,"LINESTRING (1.0811143 51.0717561, 1.0809682 51.0715174, 1.0809458 51.0714998, 1.0809294 51.0714869, 1.0808646 51.0714359)",,,
23123756,Bartholomew Street,residential,30 mph,False,True,39.232,,"LINESTRING (1.0816758 51.0717583, 1.0811143 51.0717561)",,,
"[106360529, 23123756]","['Dental Street', 'Bartholomew Street']",residential,30 mph,False,False,345.715,,"LINESTRING (1.0816758 51.0717583, 1.0822108 51.0717894, 1.0823836 51.0717927, 1.0826406 51.071788, 1.0836582 51.0718052, 1.0839313 51.0718065, 1.0845347 51.0718517, 1.0849177 51.0718576, 1.0851308 51.0718717, 1.0853288 51.0718946, 1.0865618 51.0721182)",,,
23123759,Upper Malthouse Hill,residential,30 mph,False,True,74.596,,"LINESTRING (1.0816758 51.0717583, 1.0816801 51.0718585, 1.0813937 51.0724)",,,
"[23123757, 104475973]","['Prospect Road', 'Mount Street']",unclassified,30 mph,False,True,145.57600000000002,,"LINESTRING (1.0838807 51.0714561, 1.0840279 51.070768, 1.0840209 51.0706827, 1.0840131 51.0706717, 1.0839712 51.0706128, 1.0839334 51.0705968, 1.0838691 51.0705831, 1.0837606 51.070596, 1.0833789 51.0706595, 1.0833382 51.0706583, 1.0832827 51.0706419)",,,
23123759,Upper Malthouse Hill,residential,30 mph,False,False,74.596,,"LINESTRING (1.0813937 51.0724, 1.0816801 51.0718585, 1.0816758 51.0717583)",,,
29586468,Hillside Street,residential,30 mph,False,False,245.692,,"LINESTRING (1.0813937 51.0724, 1.0816458 51.0723658, 1.082118 51.0723288, 1.0823214 51.0723356, 1.0826958 51.0723481, 1.0831652 51.0724281, 1.0832347 51.0724269, 1.0834449 51.0724193, 1.0837064 51.0723878, 1.083966 51.0723371, 1.0843073 51.0723003, 1.0844015 51.0722979, 1.0848574 51.0723313)",,,
"[23123760, 29586468]","['Hillside Street', ""Lucy's Hill""]",residential,30 mph,False,True,286.698,,"LINESTRING (1.0813937 51.0724, 1.0811775 51.0724091, 1.0809319 51.0723891, 1.0806378 51.0723782, 1.080128 51.0723753, 1.0794439 51.072406, 1.0788187 51.0724803, 1.0786394 51.0725037, 1.0785487 51.0725582, 1.078536 51.072643, 1.0785776 51.0727409, 1.0786469 51.0728556, 1.0787251 51.0729759, 1.0787388 51.0732931)",,,
"[23123760, 29586468]","['Hillside Street', ""Lucy's Hill""]",residential,30 mph,False,False,286.698,,"LINESTRING (1.0787388 51.0732931, 1.0787251 51.0729759, 1.0786469 51.0728556, 1.0785776 51.0727409, 1.078536 51.072643, 1.0785487 51.0725582, 1.0786394 51.0725037, 1.0788187 51.0724803, 1.0794439 51.072406, 1.080128 51.0723753, 1.0806378 51.0723782, 1.0809319 51.0723891, 1.0811775 51.0724091, 1.0813937 51.0724)",,,
4592734,Military Road,trunk,30 mph,True,False,168.542,A259,"LINESTRING (1.0772161 51.071464, 1.0783962 51.0712761, 1.0791192 51.0711595, 1.0793773 51.0711319, 1.0795544 51.071095)",,,
5056221,Victoria Road,residential,30 mph,False,False,76.511,,"LINESTRING (1.0834391 51.0662191, 1.0838554 51.0655827)",,,
5056221,Victoria Road,residential,30 mph,False,True,135.049,,"LINESTRING (1.0834391 51.0662191, 1.0826912 51.067339)",,,
23125344,Arthur Road,residential,30 mph,False,False,85.91999999999999,,"LINESTRING (1.0834391 51.0662191, 1.0837807 51.0663436, 1.084033 51.0663991, 1.0842077 51.0663931, 1.0846001 51.0663909)",,,
5056220,Park Road,residential,30 mph,False,False,64.411,,"LINESTRING (1.0818364 51.0671222, 1.0826912 51.067339)",,,
5056220,Park Road,residential,30 mph,False,True,64.052,,"LINESTRING (1.0818364 51.0671222, 1.0809811 51.066915)",,,
23125345,Ormonde Road,residential,30 mph,False,False,209.905,,"LINESTRING (1.0818364 51.0671222, 1.0824021 51.0662544, 1.0829082 51.0653593)",,,
100119599,West Parade,residential,30 mph,False,False,70.697,,"LINESTRING (1.0829082 51.0653593, 1.0838554 51.0655827)",,,
100119599,West Parade,residential,30 mph,False,True,61.222,,"LINESTRING (1.0829082 51.0653593, 1.0820907 51.0651613)",,,
23125345,Ormonde Road,residential,30 mph,False,True,209.905,,"LINESTRING (1.0829082 51.0653593, 1.0824021 51.0662544, 1.0818364 51.0671222)",,,
5056220,Park Road,residential,30 mph,False,False,59.581,,"LINESTRING (1.080192 51.066712, 1.0809811 51.066915)",,,
5056220,Park Road,residential,30 mph,False,True,66.95,,"LINESTRING (1.080192 51.066712, 1.0792774 51.0665326)",,,
"[68706312, 23125346]","['Theresa Road', 'Cobden Road']",residential,30 mph,False,False,175.433,,"LINESTRING (1.080192 51.066712, 1.0806997 51.0658865, 1.0806252 51.0657638, 1.0809364 51.0652376)",,,
"[68706312, 23125346]","['Theresa Road', 'Cobden Road']",residential,30 mph,False,True,175.433,,"LINESTRING (1.0809364 51.0652376, 1.0806252 51.0657638, 1.0806997 51.0658865, 1.080192 51.066712)",,,
23125348,Wakefield Way,residential,30 mph,False,False,14.06,,"LINESTRING (1.0776656 51.0663285, 1.0776753 51.0662022)",,,
"[23125347, 100119605]","['Cinque Ports Avenue', 'Wakefield Way']",residential,30 mph,False,True,51.24,,"LINESTRING (1.0776656 51.0663285, 1.0777728 51.06664, 1.0778384 51.066776)",,,
23125348,Wakefield Way,residential,30 mph,False,True,14.06,,"LINESTRING (1.0776753 51.0662022, 1.0776656 51.0663285)",,,
4592734,Military Road,trunk,30 mph,True,False,38.72,A259,"LINESTRING (1.0795544 51.071095, 1.0800905 51.0710068)",,,
29976689,,trunk,30 mph,True,False,13.314,A259,"LINESTRING (1.0795544 51.071095, 1.0796051 51.0710353, 1.0796226 51.0709844)",,,
"[5033857, 23140074, 147409606]",Dymchurch Road,trunk,30 mph,True,False,105.12100000000001,A259,"LINESTRING (1.0796226 51.0709844, 1.0791274 51.0708923, 1.0787492 51.0708257, 1.0787083 51.0708189, 1.0785903 51.0708045, 1.0783566 51.0708022, 1.0781585 51.0708144)",,1,yes
23123756,Bartholomew Street,residential,30 mph,False,False,242.739,,"LINESTRING (1.0776685 51.0718461, 1.0783646 51.0719202, 1.0790688 51.071906, 1.0794604 51.0718772, 1.0797761 51.0718386, 1.0800898 51.0718401, 1.0805889 51.071786, 1.0811143 51.0717561)",,,
29976707,Oak Walk,residential,30 mph,False,False,122.248,,"LINESTRING (1.083099 51.0725973, 1.0834446 51.072655, 1.0835452 51.0726668, 1.0838611 51.072685, 1.0844247 51.0726763, 1.0847269 51.0726581, 1.0848317 51.0726523)",,,
30416868,,unclassified,30 mph,False,False,35.739,,"LINESTRING (1.0848574 51.0723313, 1.0848317 51.0726523)",,,
29586468,Hillside Street,residential,30 mph,False,False,127.969,,"LINESTRING (1.0848574 51.0723313, 1.0856161 51.0723661, 1.0857165 51.0723173, 1.0858361 51.0722213, 1.086068 51.0721814, 1.0862113 51.07218, 1.0864328 51.0721534, 1.0865618 51.0721182)",,,
29586468,Hillside Street,residential,30 mph,False,True,245.69200000000004,,"LINESTRING (1.0848574 51.0723313, 1.0844015 51.0722979, 1.0843073 51.0723003, 1.083966 51.0723371, 1.0837064 51.0723878, 1.0834449 51.0724193, 1.0832347 51.0724269, 1.0831652 51.0724281, 1.0826958 51.0723481, 1.0823214 51.0723356, 1.082118 51.0723288, 1.0816458 51.0723658, 1.0813937 51.0724)",,,
29586468,Hillside Street,residential,30 mph,False,True,127.969,,"LINESTRING (1.0865618 51.0721182, 1.0864328 51.0721534, 1.0862113 51.07218, 1.086068 51.0721814, 1.0858361 51.0722213, 1.0857165 51.0723173, 1.0856161 51.0723661, 1.0848574 51.0723313)",,,
106360529,Dental Street,residential,30 mph,False,False,251.45,,"LINESTRING (1.0865618 51.0721182, 1.0867584 51.0721573, 1.0870351 51.0722106, 1.0872473 51.07227, 1.0875402 51.072352, 1.0879873 51.0724697, 1.0887172 51.0726619, 1.088864 51.0727017, 1.0893263 51.0728269, 1.0895761 51.07288, 1.0899125 51.0729339)",,,
"[106360529, 23123756]","['Dental Street', 'Bartholomew Street']",residential,30 mph,False,True,345.715,,"LINESTRING (1.0865618 51.0721182, 1.0853288 51.0718946, 1.0851308 51.0718717, 1.0849177 51.0718576, 1.0845347 51.0718517, 1.0839313 51.0718065, 1.0836582 51.0718052, 1.0826406 51.071788, 1.0823836 51.0717927, 1.0822108 51.0717894, 1.0816758 51.0717583)",,,
30416868,,unclassified,30 mph,False,True,35.739,,"LINESTRING (1.0848317 51.0726523, 1.0848574 51.0723313)",,,
29976707,Oak Walk,residential,30 mph,False,True,122.24800000000002,,"LINESTRING (1.0848317 51.0726523, 1.0847269 51.0726581, 1.0844247 51.0726763, 1.0838611 51.072685, 1.0835452 51.0726668, 1.0834446 51.072655, 1.083099 51.0725973)",,,
23106554,High Street,unclassified,30 mph,True,False,122.725,,"LINESTRING (1.0846525 51.071576, 1.0838693 51.071503, 1.0838145 51.0714995, 1.0835142 51.0714801, 1.0832048 51.0714602, 1.0829513 51.0714439, 1.0829108 51.0714371)",,,
30416871,Marine Walk Street,residential,30 mph,False,True,93.413,,"LINESTRING (1.0846525 51.071576, 1.084673 51.0715205, 1.0849431 51.070756)",,,
106360535,,trunk,30 mph,False,False,49.498,A259,"LINESTRING (1.0868133 51.0709267, 1.0874657 51.0711002)",,,
30416870,Prospect Road,residential,30 mph,False,False,20.984,,"LINESTRING (1.0868133 51.0709267, 1.0867543 51.0710026, 1.086697 51.0710265, 1.0866046 51.0710453)",,,
106360535,,trunk,30 mph,False,True,141.128,A259,"LINESTRING (1.0868133 51.0709267, 1.0864813 51.070843, 1.0862185 51.0707805, 1.0859013 51.070711, 1.0853344 51.0705983, 1.0851194 51.0705692, 1.0848939 51.0705387)",,,
30416871,Marine Walk Street,residential,30 mph,False,False,93.413,,"LINESTRING (1.0849431 51.070756, 1.084673 51.0715205, 1.0846525 51.071576)",,,
183277068,Prospect Road,residential,30 mph,True,False,26.323999999999998,,"LINESTRING (1.0849431 51.070756, 1.0848665 51.0706989, 1.084868 51.0706093, 1.0848939 51.0705387)",,,
106360535,,trunk,30 mph,False,False,141.128,A259,"LINESTRING (1.0848939 51.0705387, 1.0851194 51.0705692, 1.0853344 51.0705983, 1.0859013 51.070711, 1.0862185 51.0707805, 1.0864813 51.070843, 1.0868133 51.0709267)",,,
