osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width,tunnel,access
3872151,False,3,A487,Perrots Road,primary,30 mph,False,150.495,"LINESTRING (-4.9728594 51.802906, -4.9727753 51.802936, -4.9726533 51.8030486, -4.9725091 51.8032532, -4.972208 51.8037759, -4.9720635 51.8039914, -4.9720523 51.8040082, -4.9720069 51.8040759, -4.9719639 51.8041241)",,,,,
52572991,False,3,A487,Barn Street,primary,20 mph,True,44.34,"LINESTRING (-4.9728594 51.802906, -4.972878 51.8027644, -4.9729163 51.8025088)",,,,,
381350246,True,2,A487,Perrots Road,primary,30 mph,False,18.831,"LINESTRING (-4.9716898 51.8043885, -4.9716297 51.8044334, -4.9715575 51.8044738, -4.9714937 51.8045059)",,,,,
381387006,True,2,A487,Thomas Parry Way,primary,30 mph,False,12.402,"LINESTRING (-4.9716898 51.8043885, -4.9716476 51.8043409, -4.9716049 51.8042901)",,,,,
8362597,False,2,B4329,Prendergast,secondary,20 mph,False,117.19200000000001,"LINESTRING (-4.9669377 51.8051433, -4.9668951 51.8051647, -4.9667793 51.8052449, -4.9666765 51.8054575, -4.9665499 51.8056029, -4.9660502 51.8060279)",,,,,
93525165,True,,,,secondary_link,,False,43.182,"LINESTRING (-4.9669377 51.8051433, -4.9670222 51.805042, -4.9671374 51.8048939, -4.967176 51.8047865)",,,,,
1101191598,False,,B4329,Prendergast,secondary,30 mph,True,35.751999999999995,"LINESTRING (-4.9669377 51.8051433, -4.9670467 51.8051401, -4.9671586 51.8051626, -4.9674331 51.8052263)",,,,,
8362597,False,2,B4329,Prendergast,secondary,20 mph,True,117.192,"LINESTRING (-4.9660502 51.8060279, -4.9665499 51.8056029, -4.9666765 51.8054575, -4.9667793 51.8052449, -4.9668951 51.8051647, -4.9669377 51.8051433)",,,,,
22605103,True,2,A487,Bridge Meadow Road,primary,30 mph,False,59.641,"LINESTRING (-4.9689462 51.8051129, -4.9686413 51.8051839, -4.9684565 51.8052169, -4.9683328 51.8052478, -4.9681631 51.8053303)",,,,,
1107020262,False,3,A487,Bridge Meadow Road,primary,30 mph,True,45.373999999999995,"LINESTRING (-4.9689462 51.8051129, -4.9692087 51.8050998, -4.969601 51.8050639)",,,,,
4012969,True,2,,,primary,30 mph,False,27.304,"LINESTRING (-4.9681631 51.8053303, -4.9681187 51.8053913, -4.968048 51.8054419, -4.967973 51.8054732, -4.9678882 51.8054924)",roundabout,,,,
311154906,True,3,A40,Sydney Rees Way,primary,40 mph,False,39.075,"LINESTRING (-4.9674542 51.805754, -4.9674587 51.805592, -4.9675007 51.8054044)",,,,,
93525161,True,2,A40,,trunk,30 mph,False,93.53300000000002,"LINESTRING (-4.9635036 51.8022459, -4.9637857 51.8022433, -4.9640575 51.8022591, -4.964549 51.8022942, -4.9646435 51.8022991, -4.9646792 51.8022944, -4.9647505 51.802285, -4.9648497 51.8022617)",,,,,
33116761,True,,,,unclassified,,False,23.910999999999998,"LINESTRING (-4.9627672 51.8024578, -4.9626077 51.8023084, -4.9625921 51.8022737)",,,,,
137154063,True,2,A40,,trunk,30 mph,False,56.296,"LINESTRING (-4.9627672 51.8024578, -4.9628906 51.8024036, -4.9631164 51.8023241, -4.9633036 51.8022821, -4.9635036 51.8022459)",,,,,
137154063,True,2,A40,,trunk,30 mph,False,51.813,"LINESTRING (-4.9622954 51.802819, -4.9624838 51.8026437, -4.9626037 51.8025651, -4.9627672 51.8024578)",,,,,
33116761,True,,,,unclassified,,False,18.229,"LINESTRING (-4.9630177 51.8024903, -4.9628888 51.8024954, -4.9627672 51.8024578)",,,,,
93525169,True,2,A40,,trunk,30 mph,False,61.67,"LINESTRING (-4.9630177 51.8024903, -4.9628285 51.8025724, -4.9628078 51.802582, -4.9622954 51.802819)",,,,,
4424697,True,2,,Salutation Square,trunk,30 mph,False,9.332,"LINESTRING (-4.9649543 51.8021853, -4.9650154 51.8021671, -4.9650819 51.8021586)",roundabout,,,,
"[688511858, 27640899, 33116418]",False,,,"['Cambrian Place', 'New Road']",tertiary,20 mph,True,227.74300000000002,"LINESTRING (-4.9649543 51.8021853, -4.9648889 51.8020484, -4.9647683 51.8016026, -4.9647318 51.8015081, -4.9646447 51.8012826, -4.9645993 51.8011855, -4.9645371 51.801079, -4.9644939 51.8010103, -4.9644382 51.8009397, -4.9643669 51.8008663, -4.9642539 51.8007805, -4.964119 51.8006842, -4.9638075 51.8005007, -4.9636044 51.800389)",,,,,
4012969,True,2,,,primary,30 mph,False,7.944,"LINESTRING (-4.9674331 51.8052263, -4.9674705 51.8051587)",roundabout,,,,
1101191598,False,,B4329,Prendergast,secondary,30 mph,False,35.751999999999995,"LINESTRING (-4.9674331 51.8052263, -4.9671586 51.8051626, -4.9670467 51.8051401, -4.9669377 51.8051433)",,,,,
4012969,True,2,,,primary,30 mph,False,20.846,"LINESTRING (-4.9675007 51.8054044, -4.9674522 51.8053496, -4.9674291 51.8052887, -4.9674331 51.8052263)",roundabout,,,,
4012917,True,3,A40,Sydney Rees Way,primary,40 mph,False,41.901,"LINESTRING (-4.9678882 51.8054924, -4.9677625 51.8055495, -4.967704 51.8055771, -4.9676189 51.8056342, -4.9674542 51.805754)",,,,,
4012969,True,2,,,primary,30 mph,False,29.948999999999998,"LINESTRING (-4.9678882 51.8054924, -4.9677796 51.8054981, -4.9676731 51.8054843, -4.9675774 51.8054522, -4.9675007 51.8054044)",roundabout,,,,
4012969,True,2,,,primary,30 mph,False,38.991,"LINESTRING (-4.9679243 51.8050473, -4.9680247 51.8050799, -4.9681049 51.8051295, -4.9681573 51.8051917, -4.9681774 51.8052607, -4.9681631 51.8053303)",roundabout,,,,
8311417,True,1,A487,Bridge Meadow Road,primary,30 mph,False,23.663,"LINESTRING (-4.9679243 51.8050473, -4.9681387 51.8050676, -4.9682648 51.8050782)",,,,,
3979023,True,2,A40,Cartlett Road,primary,30 mph,False,12.092,"LINESTRING (-4.9656523 51.802918, -4.9655697 51.802822)",,,,,
337973844,False,,,Perrots Road,unclassified,20 mph,False,13.7,"LINESTRING (-4.9712075 51.8044858, -4.9710822 51.80439)",,,,,
381387001,True,2,A487,Perrots Road,primary,30 mph,False,34.941,"LINESTRING (-4.9712075 51.8044858, -4.9713111 51.8044307, -4.9714494 51.8043652, -4.9715021 51.8043403, -4.9716049 51.8042901)",,,,,
42751417,False,,B4330,Northgate,secondary,20 mph,False,19.745,"LINESTRING (-4.9712303 51.8045945, -4.9712555 51.8046252, -4.9713033 51.8046944, -4.9713034 51.8047623)",,,,,
381387000,True,2,A487,Bridge Meadow Road,primary,30 mph,False,17.432000000000002,"LINESTRING (-4.9712303 51.8045945, -4.9710988 51.8046229, -4.9709937 51.8046506)",,,,,
"[33116418, 33116419, 27640902]",False,,,New Road,tertiary,20 mph,False,132.564,"LINESTRING (-4.9619007 51.8004065, -4.9621082 51.8003035, -4.9622075 51.8002521, -4.9623133 51.8002073, -4.9624464 51.8001728, -4.9626033 51.8001497, -4.9627332 51.8001453, -4.9628775 51.8001566, -4.9630372 51.8001888, -4.9632288 51.8002419, -4.9635367 51.8003576, -4.9636044 51.800389)",,yes,,,
33116767,False,2,,Cleddau Avenue,residential,20 mph,False,44.904,"LINESTRING (-4.9619007 51.8004065, -4.9622867 51.800685, -4.9623227 51.8007146)",,,,,
3871912,False,,,Goat Street,unclassified,20 mph,True,85.3,"LINESTRING (-4.969645 51.8005513, -4.9706918 51.8001397)",,,,,
"[3871912, 3871913]",False,,,"['Goat Street', 'Hill Lane']",unclassified,20 mph,False,173.188,"LINESTRING (-4.969645 51.8005513, -4.9694797 51.8006252, -4.9687465 51.8008294, -4.9691058 51.8017367)",,,,,
27640904,False,,,Hermons Hill,residential,20 mph,False,140.218,"LINESTRING (-4.969645 51.8005513, -4.9694488 51.8005863, -4.9689321 51.8007233, -4.9688493 51.8007248, -4.9687608 51.800701, -4.9683142 51.8000838)",,,,,
27640904,False,,,Hermons Hill,residential,20 mph,True,140.218,"LINESTRING (-4.9683142 51.8000838, -4.9687608 51.800701, -4.9688493 51.8007248, -4.9689321 51.8007233, -4.9694488 51.8005863, -4.969645 51.8005513)",,,,,
3871254,True,,,High Street,tertiary,20 mph,False,31.366,"LINESTRING (-4.9704603 51.8014361, -4.9705489 51.8014191, -4.9707866 51.8013703, -4.9708944 51.8013495)",,,,,
27640993,True,,,Dark Street,unclassified,20 mph,False,153.28300000000002,"LINESTRING (-4.9704603 51.8014361, -4.9705626 51.8014507, -4.9708011 51.8014848, -4.9716648 51.801547, -4.9720498 51.8015959, -4.9723206 51.8016515, -4.9725178 51.8017087, -4.972626 51.8017303)",,,,,
"[24389360, 949153931, 182684765]",True,,,"['Victoria Place', 'Picton Place']",tertiary,"['20 mph', '30 mph']",False,179.14700000000002,"LINESTRING (-4.9661423 51.8026547, -4.9668794 51.8024469, -4.9674282 51.8022836, -4.9680398 51.8020922, -4.968137 51.8020565, -4.9684704 51.8019341)",,yes,,,
29264619,False,,,Mariners Square,unclassified,20 mph,True,13.657,"LINESTRING (-4.972626 51.8017303, -4.9727364 51.8018324)",,,,,
27640994,True,,,Tower Hill,unclassified,20 mph,False,52.511,"LINESTRING (-4.972626 51.8017303, -4.9723354 51.8015055, -4.9721892 51.8014309, -4.9721409 51.8014027, -4.9721275 51.8013779)",,,,,
27640994,True,,,Tower Hill,unclassified,20 mph,False,77.701,"LINESTRING (-4.9721275 51.8013779, -4.9721463 51.8013488, -4.9721852 51.8013264, -4.9722214 51.8012974, -4.9722255 51.8012692, -4.9721919 51.8010386, -4.9721919 51.8008744, -4.9722053 51.800794, -4.9721825 51.8007401, -4.9721261 51.8007267)",,,,,
55223749,False,,,St. Mary's Street,unclassified,20 mph,True,85.663,"LINESTRING (-4.9721275 51.8013779, -4.9717587 51.8013637, -4.971579 51.8013538, -4.9715267 51.8013446, -4.9714851 51.8013347, -4.9714286 51.8013218, -4.9713986 51.8013197, -4.9711438 51.8013334, -4.9708944 51.8013495)",,,,,
29264619,False,,,Mariners Square,unclassified,20 mph,False,13.657,"LINESTRING (-4.9727364 51.8018324, -4.972626 51.8017303)",,,,,
27640995,True,,,Mariners Square,unclassified,20 mph,False,45.175,"LINESTRING (-4.9727364 51.8018324, -4.9729521 51.8018692, -4.9731431 51.8019214, -4.9733552 51.8019667)",,,,,
52572993,False,2,A487,Barn Street,primary,20 mph,False,8.403,"LINESTRING (-4.9729403 51.8024347, -4.9729163 51.8025088)",,,,,
27641041,True,,,Perrot Avenue,unclassified,20 mph,False,70.57,"LINESTRING (-4.9729403 51.8024347, -4.9728647 51.8023576, -4.9728027 51.802287, -4.9727549 51.8022032, -4.9727176 51.802102, -4.9727016 51.8019931, -4.9727364 51.8018324)",,,,,
52572993,False,2,A487,Barn Street,primary,20 mph,True,8.403,"LINESTRING (-4.9729163 51.8025088, -4.9729403 51.8024347)",,,,,
27641111,False,,,Church Street,unclassified,20 mph,False,74.217,"LINESTRING (-4.9729163 51.8025088, -4.9728312 51.8024911, -4.9726104 51.8024719, -4.9721328 51.8024526, -4.9720039 51.8024573, -4.9718469 51.8024722)",,,,,
52572991,False,3,A487,Barn Street,primary,20 mph,False,44.34,"LINESTRING (-4.9729163 51.8025088, -4.972878 51.8027644, -4.9728594 51.802906)",,,,,
55446760,False,,,North Street,unclassified,20 mph,False,19.025,"LINESTRING (-4.9718469 51.8024722, -4.9718338 51.8026431)",,,,,
27641111,False,,,Church Street,unclassified,20 mph,True,74.21700000000001,"LINESTRING (-4.9718469 51.8024722, -4.9720039 51.8024573, -4.9721328 51.8024526, -4.9726104 51.8024719, -4.9728312 51.8024911, -4.9729163 51.8025088)",,,,,
27641771,False,,,Queen's Square,unclassified,20 mph,False,28.035999999999998,"LINESTRING (-4.9718469 51.8024722, -4.9716308 51.8024905, -4.9715754 51.8025112, -4.9714952 51.8025704)",,,,,
55446760,False,,,North Street,unclassified,20 mph,True,19.025,"LINESTRING (-4.9718338 51.8026431, -4.9718469 51.8024722)",,,,,
1211208893,False,,,Queen's Square,unclassified,20 mph,True,24.646,"LINESTRING (-4.9718338 51.8026431, -4.9714952 51.8025704)",,,,,
55446760,False,,,North Street,unclassified,20 mph,False,99.556,"LINESTRING (-4.9718338 51.8026431, -4.971823 51.8028231, -4.9717993 51.8030614, -4.9716618 51.8035302)",,,,,
55446760,False,,,North Street,unclassified,20 mph,False,70.888,"LINESTRING (-4.9716618 51.8035302, -4.9716203 51.8037688, -4.9716053 51.8038387, -4.9715791 51.8038911, -4.9715474 51.8039438, -4.9714863 51.8039974, -4.9713304 51.8041128)",,,,,
55446760,False,,,North Street,unclassified,20 mph,True,99.556,"LINESTRING (-4.9716618 51.8035302, -4.9717993 51.8030614, -4.971823 51.8028231, -4.9718338 51.8026431)",,,,,
55446761,False,,,Holloway,unclassified,20 mph,False,72.31,"LINESTRING (-4.9716618 51.8035302, -4.9709545 51.8036133, -4.9706326 51.8036628)",,,,,
"[55446761, 1030684441]",False,,,"['Holloway', 'Swan Square']",unclassified,20 mph,"[False, True]",86.344,"LINESTRING (-4.9706326 51.8036628, -4.9704635 51.8036883, -4.9703001 51.8037035, -4.9702641 51.803703, -4.9701809 51.803702, -4.9701001 51.8036928, -4.970077 51.8036902, -4.9699917 51.8036694, -4.9699187 51.8036559, -4.9698788 51.8036542, -4.9698098 51.8036751, -4.9695891 51.80379, -4.9695469 51.8038159, -4.969533 51.8038513)",,,,,
55446761,False,,,Holloway,unclassified,20 mph,True,72.31,"LINESTRING (-4.9706326 51.8036628, -4.9709545 51.8036133, -4.9716618 51.8035302)",,,,,
55446762,False,,,Kiln Road,unclassified,20 mph,False,71.25200000000001,"LINESTRING (-4.9706326 51.8036628, -4.9708726 51.8039173, -4.9709383 51.8039618, -4.9710121 51.8039962, -4.9713304 51.8041128)",,,,,
1211208893,False,,,Queen's Square,unclassified,20 mph,False,24.646,"LINESTRING (-4.9714952 51.8025704, -4.9718338 51.8026431)",,,,,
27641771,False,,,Queen's Square,unclassified,20 mph,True,28.036,"LINESTRING (-4.9714952 51.8025704, -4.9715754 51.8025112, -4.9716308 51.8024905, -4.9718469 51.8024722)",,,,,
"[65134419, 29264603]",False,,,"['Castle Back', 'Castle Street']",unclassified,20 mph,False,126.67500000000001,"LINESTRING (-4.9714952 51.8025704, -4.9711108 51.8024822, -4.9709405 51.8024098, -4.9708047 51.8023718, -4.9706281 51.8023586, -4.9704573 51.80236, -4.9699071 51.8023794, -4.9697309 51.8023882)",,,,,
29264604,False,,,Hayguard Lane,unclassified,20 mph,False,103.798,"LINESTRING (-4.9714952 51.8025704, -4.9713429 51.80282, -4.9712871 51.8028526, -4.9707375 51.803015, -4.9703897 51.8031272)",,,,,
"[65134419, 29264603]",False,,,"['Castle Back', 'Castle Street']",unclassified,20 mph,True,126.67500000000001,"LINESTRING (-4.9697309 51.8023882, -4.9699071 51.8023794, -4.9704573 51.80236, -4.9706281 51.8023586, -4.9708047 51.8023718, -4.9709405 51.8024098, -4.9711108 51.8024822, -4.9714952 51.8025704)",,,,,
32724026,True,,,Mill Bank,unclassified,20 mph,False,65.955,"LINESTRING (-4.9661382 51.8039636, -4.9661746 51.8039043, -4.9661797 51.8038354, -4.9659089 51.8034908, -4.965854 51.803421)",,,,,
32724033,False,,,Park Road,unclassified,20 mph,False,71.625,"LINESTRING (-4.9661382 51.8039636, -4.9660742 51.8039829, -4.966022 51.8040118, -4.9659751 51.8040504, -4.9659458 51.8041035, -4.9659458 51.8041662, -4.9660925 51.8044902, -4.9660866 51.8045433)",,,,,
87469966,True,,,,unclassified,20 mph,False,60.715999999999994,"LINESTRING (-4.965854 51.803421, -4.9657937 51.8033476, -4.9656207 51.8031461, -4.9655939 51.8030934, -4.9655939 51.8030507, -4.965612 51.8029999, -4.9656523 51.802918)",,,,,
87469975,True,,,Mill Bank,unclassified,20 mph,False,127.59100000000001,"LINESTRING (-4.965854 51.803421, -4.9656726 51.8033215, -4.9655516 51.8032784, -4.9651222 51.8031482, -4.9650637 51.8031445, -4.9650106 51.8031507, -4.964915 51.8031795, -4.9646813 51.8032771, -4.9643462 51.8035016)",,,,,
32724027,False,2,,Cherry Grove,residential,20 mph,False,118.774,"LINESTRING (-4.9643462 51.8035016, -4.9641748 51.8034774, -4.9638901 51.8034728, -4.9629371 51.8036312, -4.9628682 51.8036664, -4.9628233 51.8036996, -4.9627849 51.8037703)",,,,,
32724034,False,2,,Cherry Grove,residential,20 mph,False,112.627,"LINESTRING (-4.9643462 51.8035016, -4.9647118 51.8035927, -4.9649022 51.803678, -4.9651577 51.8038377, -4.9653505 51.8039989, -4.9654917 51.8041773)",,,,,
32724027,False,2,,Cherry Grove,residential,20 mph,True,118.774,"LINESTRING (-4.9627849 51.8037703, -4.9628233 51.8036996, -4.9628682 51.8036664, -4.9629371 51.8036312, -4.9638901 51.8034728, -4.9641748 51.8034774, -4.9643462 51.8035016)",,,,,
32724028,False,2,,Queensway,residential,20 mph,False,63.873999999999995,"LINESTRING (-4.9627849 51.8037703, -4.9626746 51.803773, -4.9626019 51.8037918, -4.962149 51.8041535)",,,,,
32724030,False,2,,Queensway,residential,20 mph,False,168.163,"LINESTRING (-4.9627849 51.8037703, -4.9628466 51.8038537, -4.9645417 51.8048126)",,,,,
32724028,False,2,,Queensway,residential,20 mph,True,63.873999999999995,"LINESTRING (-4.962149 51.8041535, -4.9626019 51.8037918, -4.9626746 51.803773, -4.9627849 51.8037703)",,,,,
32724030,False,2,,Queensway,residential,20 mph,True,82.689,"LINESTRING (-4.96545 51.8053, -4.9645417 51.8048126)",,,,,
32724030,False,2,,Queensway,residential,20 mph,False,38.15,"LINESTRING (-4.96545 51.8053, -4.9655231 51.8052442, -4.9655821 51.8052345, -4.9656566 51.8052348, -4.9658367 51.8053257, -4.9658633 51.8053662)",,,,,
32724032,False,2,,Queensway,residential,20 mph,True,57.022000000000006,"LINESTRING (-4.96545 51.8053, -4.9653897 51.8053456, -4.9653916 51.8053835, -4.9653991 51.8054076, -4.965588 51.8055132, -4.9656422 51.8055086, -4.9656831 51.8054958, -4.965825 51.8054057, -4.9658633 51.8053662)",,,,,
32724030,False,2,,Queensway,residential,20 mph,False,33.945,"LINESTRING (-4.9658633 51.8053662, -4.966357 51.8053653)",,,,,
32724030,False,2,,Queensway,residential,20 mph,True,38.15,"LINESTRING (-4.9658633 51.8053662, -4.9658367 51.8053257, -4.9656566 51.8052348, -4.9655821 51.8052345, -4.9655231 51.8052442, -4.96545 51.8053)",,,,,
32724032,False,2,,Queensway,residential,20 mph,False,57.022,"LINESTRING (-4.9658633 51.8053662, -4.965825 51.8054057, -4.9656831 51.8054958, -4.9656422 51.8055086, -4.965588 51.8055132, -4.9653991 51.8054076, -4.9653916 51.8053835, -4.9653897 51.8053456, -4.96545 51.8053)",,,,,
32724030,False,2,,Queensway,residential,20 mph,True,33.945,"LINESTRING (-4.966357 51.8053653, -4.9658633 51.8053662)",,,,,
32724033,False,,,Park Road,unclassified,20 mph,True,93.274,"LINESTRING (-4.966357 51.8053653, -4.9660866 51.8045433)",,,,,
52572992,True,,,Park Road,unclassified,20 mph,False,80.71,"LINESTRING (-4.966357 51.8053653, -4.9664251 51.8055228, -4.966422 51.8055711, -4.9664072 51.8056098, -4.9663286 51.8056943, -4.9661146 51.8059129, -4.9660502 51.8060279)",,,,,
32724035,False,2,,The Rise,residential,20 mph,False,96.213,"LINESTRING (-4.9654917 51.8041773, -4.9645417 51.8048126)",,,,,
32724034,False,2,,Cherry Grove,residential,20 mph,False,66.24799999999999,"LINESTRING (-4.9654917 51.8041773, -4.965539 51.8042321, -4.9657761 51.804509, -4.965827 51.8045521, -4.9658699 51.8045654, -4.9659236 51.8045687, -4.9660866 51.8045433)",,,,,
32724034,False,2,,Cherry Grove,residential,20 mph,True,112.627,"LINESTRING (-4.9654917 51.8041773, -4.9653505 51.8039989, -4.9651577 51.8038377, -4.9649022 51.803678, -4.9647118 51.8035927, -4.9643462 51.8035016)",,,,,
32724033,False,,,Park Road,unclassified,20 mph,False,93.274,"LINESTRING (-4.9660866 51.8045433, -4.966357 51.8053653)",,,,,
32724033,False,,,Park Road,unclassified,20 mph,True,71.625,"LINESTRING (-4.9660866 51.8045433, -4.9660925 51.8044902, -4.9659458 51.8041662, -4.9659458 51.8041035, -4.9659751 51.8040504, -4.966022 51.8040118, -4.9660742 51.8039829, -4.9661382 51.8039636)",,,,,
32724034,False,2,,Cherry Grove,residential,20 mph,True,66.248,"LINESTRING (-4.9660866 51.8045433, -4.9659236 51.8045687, -4.9658699 51.8045654, -4.965827 51.8045521, -4.9657761 51.804509, -4.965539 51.8042321, -4.9654917 51.8041773)",,,,,
32724030,False,2,,Queensway,residential,20 mph,False,82.689,"LINESTRING (-4.9645417 51.8048126, -4.96545 51.8053)",,,,,
32724035,False,2,,The Rise,residential,20 mph,False,47.915,"LINESTRING (-4.9645417 51.8048126, -4.9640748 51.8051325)",,,,,
32724035,False,2,,The Rise,residential,20 mph,True,96.213,"LINESTRING (-4.9645417 51.8048126, -4.9654917 51.8041773)",,,,,
32724030,False,2,,Queensway,residential,20 mph,True,168.163,"LINESTRING (-4.9645417 51.8048126, -4.9628466 51.8038537, -4.9627849 51.8037703)",,,,,
32724035,False,2,,The Rise,residential,20 mph,True,47.915,"LINESTRING (-4.9640748 51.8051325, -4.9645417 51.8048126)",,,,,
55220210,False,,,Castle View,residential,20 mph,False,131.187,"LINESTRING (-4.9730285 51.8059184, -4.972913 51.8059253, -4.97287 51.805917, -4.9728486 51.8058905, -4.9727198 51.8056102, -4.9727011 51.8055936, -4.9726313 51.805592, -4.9719822 51.8057296, -4.9719527 51.8057263, -4.9719339 51.8056799, -4.9718803 51.8054775)",,,,,
