osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction
50589886,,Inverallan Road,residential,,False,True,92.135,"LINESTRING (-3.952563 56.1555584, -3.9524593 56.1555624, -3.9522662 56.1555843, -3.9521785 56.1556092, -3.9521481 56.1556401, -3.9521338 56.1556719, -3.9521374 56.1557128, -3.9522418 56.1559208, -3.9522714 56.1559988, -3.952265 56.1560511, -3.9522355 56.1560966, -3.9521474 56.1561845)",,,
84635018,,Inverallan Road,residential,,False,False,122.75,"LINESTRING (-3.952563 56.1555584, -3.9524628 56.1553008, -3.9525108 56.1550346, -3.9525757 56.1548444, -3.9526306 56.1546683, -3.9526891 56.1544705)",,,
84635020,,Station Road,residential,,False,True,56.364,"LINESTRING (-3.952563 56.1555584, -3.9527454 56.1555714, -3.9529474 56.1555893, -3.9530887 56.1556162, -3.953255 56.155653, -3.9534159 56.1557128)",,,
26825686,,Well Road,residential,30 mph,False,False,44.317,"LINESTRING (-3.9480445 56.1550463, -3.9478596 56.1552353, -3.9477969 56.1553222, -3.9477329 56.1553596, -3.9476711 56.1553757)",,2,
"[26948949, 432625301]",A9,Henderson Street,primary,30 mph,False,False,151.54,"LINESTRING (-3.9480445 56.1550463, -3.9473174 56.1548508, -3.9458172 56.1544824)",,2,
432637134,A9,Henderson Street,primary,30 mph,False,True,67.763,"LINESTRING (-3.9480445 56.1550463, -3.9484037 56.1551327, -3.9489543 56.1552689, -3.9490475 56.1552898)",,,
229244590,,Allanvale Road,residential,30 mph,False,True,44.625,"LINESTRING (-3.9503554 56.1555189, -3.9504756 56.1551232)",,,
229244590,,Allanvale Road,residential,30 mph,False,False,44.625,"LINESTRING (-3.9504756 56.1551232, -3.9503554 56.1555189)",,,
229244590,,Allanvale Road,residential,30 mph,False,True,106.60500000000002,"LINESTRING (-3.9504756 56.1551232, -3.9505056 56.1549729, -3.9505029 56.1547552, -3.9504118 56.1545443, -3.9504064 56.1545318, -3.9502158 56.1541878)",,,
23609435,,New Street,residential,30 mph,True,False,66.814,"LINESTRING (-3.949531 56.1554135, -3.9504756 56.1551232)",,1,
432637134,A9,Henderson Street,primary,30 mph,False,False,32.951,"LINESTRING (-3.949531 56.1554135, -3.9490475 56.1552898)",,,
"[5008229, 432637134]",A9,Henderson Street,primary,30 mph,False,True,103.747,"LINESTRING (-3.949531 56.1554135, -3.9497271 56.1554645, -3.950317 56.1556176, -3.950945 56.1558177, -3.9510209 56.1558384)",,,
26948948,,Union Street,residential,30 mph,False,False,29.745,"LINESTRING (-3.9493278 56.1532698, -3.9491927 56.1535265)",,,
229244590,,Allanvale Road,residential,30 mph,False,False,22.267,"LINESTRING (-3.9493278 56.1532698, -3.9495095 56.1534426)",,,
23608497,,Allanvale Road,residential,30 mph,False,True,267.65799999999996,"LINESTRING (-3.9493278 56.1532698, -3.9491767 56.1531311, -3.9491044 56.1530647, -3.9488516 56.1527271, -3.9486707 56.1520898, -3.9486621 56.1515448, -3.9487426 56.1513566, -3.9488038 56.1511822, -3.94879 56.1511269, -3.9487323 56.1510804, -3.9486381 56.1510371, -3.9485328 56.1510264)",,2,
236412421,,Keir Street,residential,30 mph,False,False,104.494,"LINESTRING (-3.9419776 56.1523475, -3.9435049 56.1527468)",,2,
236412421,,Keir Street,residential,30 mph,False,True,83.833,"LINESTRING (-3.9419776 56.1523475, -3.9407475 56.1520329)",,2,
26825679,,Westerton Drive,residential,30 mph,False,True,126.91300000000001,"LINESTRING (-3.9419776 56.1523475, -3.9420988 56.1522961, -3.942771 56.1523256, -3.943357 56.1523043, -3.9439645 56.1522008)",,,
26825680,,Melville Place,residential,30 mph,False,False,67.054,"LINESTRING (-3.9439645 56.1522008, -3.9435049 56.1527468)",,2,
26825679,,Westerton Drive,residential,30 mph,False,False,126.91300000000001,"LINESTRING (-3.9439645 56.1522008, -3.943357 56.1523043, -3.942771 56.1523256, -3.9420988 56.1522961, -3.9419776 56.1523475)",,,
26825679,,Westerton Drive,residential,30 mph,False,True,167.582,"LINESTRING (-3.9439645 56.1522008, -3.9446072 56.1521437, -3.9453435 56.1520842, -3.9458421 56.1520882, -3.9466532 56.1521128)",,,
26825680,,Melville Place,residential,30 mph,False,True,117.04,"LINESTRING (-3.9427445 56.1537104, -3.9435049 56.1527468)",,2,
5008197,A9,Henderson Street,primary,30 mph,False,True,208.767,"LINESTRING (-3.9427445 56.1537104, -3.9440014 56.1540292, -3.9444018 56.1541311, -3.9449759 56.1542772, -3.9451191 56.1543127, -3.9453744 56.1543741, -3.9458172 56.1544824)",,2,
26825680,,Melville Place,residential,30 mph,False,False,117.04,"LINESTRING (-3.9435049 56.1527468, -3.9427445 56.1537104)",,2,
26825680,,Melville Place,residential,30 mph,False,True,67.054,"LINESTRING (-3.9435049 56.1527468, -3.9439645 56.1522008)",,2,
236412421,,Keir Street,residential,30 mph,False,False,92.594,"LINESTRING (-3.9435049 56.1527468, -3.9448784 56.1530757)",,2,
236412421,,Keir Street,residential,30 mph,False,True,104.494,"LINESTRING (-3.9435049 56.1527468, -3.9419776 56.1523475)",,2,
236412421,,Keir Street,residential,30 mph,False,True,118.077,"LINESTRING (-3.9466067 56.153524, -3.9448784 56.1530757)",,2,
5008220,B823,Fountain Road,secondary,30 mph,False,True,157.464,"LINESTRING (-3.9466067 56.153524, -3.946857 56.1531899, -3.9469386 56.1530855, -3.9470742 56.152912, -3.9476608 56.1522358)",,2,
26948947,,Keir Street,residential,30 mph,False,False,101.83500000000001,"LINESTRING (-3.9466067 56.153524, -3.9472016 56.1536871, -3.9480976 56.1539099)",,,
84635017,B823,Fountain Road,secondary,30 mph,False,False,117.25,"LINESTRING (-3.9466067 56.153524, -3.9464671 56.1536935, -3.9462676 56.1539357, -3.9458172 56.1544824)",,2,
286298693,,Keir Street,residential,30 mph,False,True,49.086,"LINESTRING (-3.9488169 56.1540953, -3.9480976 56.1539099)",,,
26948948,,Union Street,residential,30 mph,False,True,67.473,"LINESTRING (-3.9488169 56.1540953, -3.9490889 56.1537239, -3.9491927 56.1535265)",,,
286295385,,Union Street,residential,30 mph,True,False,116.068,"LINESTRING (-3.9488169 56.1540953, -3.9484737 56.1545085, -3.9483755 56.1546267, -3.9480445 56.1550463)",,,
286298693,,Keir Street,residential,30 mph,False,False,49.086,"LINESTRING (-3.9480976 56.1539099, -3.9488169 56.1540953)",,,
26825683,,The Avenue,residential,30 mph,False,False,66.688,"LINESTRING (-3.9480976 56.1539099, -3.9477348 56.1543576, -3.9476607 56.154458)",,,
26948947,,Keir Street,residential,30 mph,False,True,101.83500000000001,"LINESTRING (-3.9480976 56.1539099, -3.9472016 56.1536871, -3.9466067 56.153524)",,,
26825683,,The Avenue,residential,30 mph,False,True,66.688,"LINESTRING (-3.9476607 56.154458, -3.9477348 56.1543576, -3.9480976 56.1539099)",,,
26825686,,Well Road,residential,30 mph,False,True,240.44000000000003,"LINESTRING (-3.9440281 56.1556588, -3.9441916 56.1555072, -3.9443637 56.1554125, -3.944665 56.1553608, -3.9466225 56.1553742, -3.9471465 56.1553614, -3.9474421 56.1553641, -3.9475807 56.1553718, -3.9476711 56.1553757)",,2,
26825688,,Chalton Road,residential,30 mph,False,False,104.67,"LINESTRING (-3.9440281 56.1556588, -3.9438151 56.1556997, -3.9435752 56.1557258, -3.9433307 56.1558085, -3.9430466 56.1560323, -3.942892 56.1561475, -3.9427284 56.1561944)",,,
50316111,,Sunnylaw Road,residential,30 mph,False,False,197.223,"LINESTRING (-3.9440281 56.1556588, -3.9441076 56.1560551, -3.9442367 56.156477, -3.9442304 56.1566617, -3.9442109 56.1568213, -3.9440833 56.1574193)",,1,
301074321,,Kenilworth Road,residential,30 mph,False,True,130.62,"LINESTRING (-3.9440281 56.1556588, -3.9422512 56.1551004, -3.9421912 56.1550815)",,,
26825686,,Well Road,residential,30 mph,False,False,240.44,"LINESTRING (-3.9476711 56.1553757, -3.9475807 56.1553718, -3.9474421 56.1553641, -3.9471465 56.1553614, -3.9466225 56.1553742, -3.944665 56.1553608, -3.9443637 56.1554125, -3.9441916 56.1555072, -3.9440281 56.1556588)",,2,
26825686,,Well Road,residential,30 mph,False,True,44.317,"LINESTRING (-3.9476711 56.1553757, -3.9477329 56.1553596, -3.9477969 56.1553222, -3.9478596 56.1552353, -3.9480445 56.1550463)",,2,
50588158,,Alexander Drive,residential,30 mph,False,False,327.84299999999996,"LINESTRING (-3.9476711 56.1553757, -3.947639 56.1555172, -3.9475318 56.1556307, -3.9473512 56.1557523, -3.9471724 56.1558547, -3.9470096 56.1559111, -3.9468398 56.1559264, -3.9464965 56.1559264, -3.9461746 56.1558965, -3.9458849 56.1558547, -3.9455524 56.1558069, -3.9452412 56.1558069, -3.9448764 56.1558786, -3.9446082 56.1560638, -3.9445546 56.1562491, -3.9445653 56.1562849, -3.9446404 56.1564403, -3.9447799 56.1566375, -3.9449385 56.1568388)",,2,
26825688,,Chalton Road,residential,30 mph,False,False,61.370000000000005,"LINESTRING (-3.9427284 56.1561944, -3.9424072 56.1562077, -3.9417621 56.1561092)",,,
26825688,,Chalton Road,residential,30 mph,False,True,104.67000000000002,"LINESTRING (-3.9427284 56.1561944, -3.942892 56.1561475, -3.9430466 56.1560323, -3.9433307 56.1558085, -3.9435752 56.1557258, -3.9438151 56.1556997, -3.9440281 56.1556588)",,,
50807823,,Allanwater Gardens,residential,30 mph,False,False,98.898,"LINESTRING (-3.9427284 56.1561944, -3.9428483 56.1563252, -3.9431132 56.1563679, -3.9433814 56.1564102, -3.9435797 56.1564942, -3.9436386 56.1566157, -3.9435327 56.1567742)",,,
26825689,,Mine Road,residential,30 mph,False,True,117.324,"LINESTRING (-3.9417621 56.1561092, -3.9421912 56.1550815)",,,
26825688,,Chalton Road,residential,30 mph,False,True,61.370000000000005,"LINESTRING (-3.9417621 56.1561092, -3.9424072 56.1562077, -3.9427284 56.1561944)",,,
26825689,,Mine Road,residential,30 mph,False,False,150.22299999999998,"LINESTRING (-3.9417621 56.1561092, -3.9415046 56.1564558, -3.9413329 56.1565992, -3.9413355 56.1567585, -3.9414243 56.1569589, -3.9414533 56.1570243, -3.9413852 56.1573928)",,,
26825689,,Mine Road,residential,30 mph,False,False,117.324,"LINESTRING (-3.9421912 56.1550815, -3.9417621 56.1561092)",,,
301074321,,Kenilworth Road,residential,30 mph,False,False,130.62,"LINESTRING (-3.9421912 56.1550815, -3.9422512 56.1551004, -3.9440281 56.1556588)",,,
26825684,,Abercromby Drive,residential,30 mph,False,True,66.959,"LINESTRING (-3.9413852 56.1573928, -3.941536 56.1574132, -3.9424358 56.1575352)",,,
26825689,,Mine Road,residential,30 mph,False,True,150.223,"LINESTRING (-3.9413852 56.1573928, -3.9414533 56.1570243, -3.9414243 56.1569589, -3.9413355 56.1567585, -3.9413329 56.1565992, -3.9415046 56.1564558, -3.9417621 56.1561092)",,,
50590554,,Inverallan Drive,residential,,False,False,396.605,"LINESTRING (-3.9553624 56.1524962, -3.9554295 56.1525239, -3.9555542 56.1526128, -3.9558278 56.1528398, -3.955927 56.1529459, -3.9559861 56.1530296, -3.9560142 56.1531058, -3.9560933 56.1535166, -3.9561376 56.1537519, -3.9561966 56.1540357, -3.9562462 56.1543113, -3.9563267 56.1547453, -3.9563227 56.1548252, -3.9562905 56.1549037, -3.9561416 56.1552263, -3.9559915 56.1555679, -3.955919 56.1557208, -3.9558306 56.155909)",,,
84635018,,Inverallan Road,residential,,False,True,77.292,"LINESTRING (-3.9553624 56.1524962, -3.9552404 56.1525635, -3.9548649 56.1528615, -3.954712 56.1529631, -3.9545712 56.1530296)",,,
50588158,,Alexander Drive,residential,30 mph,False,False,92.221,"LINESTRING (-3.9449385 56.1568388, -3.9449866 56.1569147, -3.9450381 56.1569683, -3.9450928 56.1570702, -3.9450941 56.1573281, -3.9450829 56.1575445, -3.9451669 56.1576411)",,2,
50588158,,Alexander Drive,residential,30 mph,False,True,327.84299999999996,"LINESTRING (-3.9449385 56.1568388, -3.9447799 56.1566375, -3.9446404 56.1564403, -3.9445653 56.1562849, -3.9445546 56.1562491, -3.9446082 56.1560638, -3.9448764 56.1558786, -3.9452412 56.1558069, -3.9455524 56.1558069, -3.9458849 56.1558547, -3.9461746 56.1558965, -3.9464965 56.1559264, -3.9468398 56.1559264, -3.9470096 56.1559111, -3.9471724 56.1558547, -3.9473512 56.1557523, -3.9475318 56.1556307, -3.947639 56.1555172, -3.9476711 56.1553757)",,2,
50807060,,Hopetoun Drive,residential,30 mph,False,False,79.507,"LINESTRING (-3.9449385 56.1568388, -3.945198 56.1567712, -3.9454303 56.1567306, -3.9457239 56.1567032, -3.9461057 56.1568423)",,2,
50587607,,Alexander Drive,residential,30 mph,False,False,29.549,"LINESTRING (-3.9451669 56.1576411, -3.9447018 56.1577005)",,,
50588158,,Alexander Drive,residential,30 mph,False,False,130.113,"LINESTRING (-3.9451669 56.1576411, -3.9454184 56.1577866, -3.9456272 56.1578361, -3.945842 56.157934, -3.9461424 56.1580655, -3.9463892 56.1581491, -3.9469047 56.1582752)",,2,
50588158,,Alexander Drive,residential,30 mph,False,True,92.221,"LINESTRING (-3.9451669 56.1576411, -3.9450829 56.1575445, -3.9450941 56.1573281, -3.9450928 56.1570702, -3.9450381 56.1569683, -3.9449866 56.1569147, -3.9449385 56.1568388)",,2,
50588158,,Alexander Drive,residential,30 mph,False,True,130.113,"LINESTRING (-3.9469047 56.1582752, -3.9463892 56.1581491, -3.9461424 56.1580655, -3.945842 56.157934, -3.9456272 56.1578361, -3.9454184 56.1577866, -3.9451669 56.1576411)",,2,
128452323,,Alexander Drive,residential,30 mph,False,False,76.532,"LINESTRING (-3.9469047 56.1582752, -3.9469093 56.158237, -3.9469371 56.1582021, -3.9469949 56.1581705, -3.9470584 56.1581559, -3.947127 56.1581542, -3.9471745 56.1581611, -3.947233 56.1581812, -3.9472751 56.1582108, -3.947297 56.1582471, -3.9472869 56.1583016, -3.9472523 56.1583346, -3.9471995 56.1583591, -3.9471674 56.1583672, -3.9470996 56.1583736, -3.947018 56.1583633, -3.9469617 56.1583414, -3.9469222 56.1583101, -3.9469047 56.1582752)",,,
128452323,,Alexander Drive,residential,30 mph,False,True,76.53200000000001,"LINESTRING (-3.9469047 56.1582752, -3.9469222 56.1583101, -3.9469617 56.1583414, -3.947018 56.1583633, -3.9470996 56.1583736, -3.9471674 56.1583672, -3.9471995 56.1583591, -3.9472523 56.1583346, -3.9472869 56.1583016, -3.947297 56.1582471, -3.9472751 56.1582108, -3.947233 56.1581812, -3.9471745 56.1581611, -3.947127 56.1581542, -3.9470584 56.1581559, -3.9469949 56.1581705, -3.9469371 56.1582021, -3.9469093 56.158237, -3.9469047 56.1582752)",,,
50587607,,Alexander Drive,residential,30 mph,False,True,29.549,"LINESTRING (-3.9447018 56.1577005, -3.9451669 56.1576411)",,,
432637134,A9,Henderson Street,primary,30 mph,False,True,32.951,"LINESTRING (-3.9490475 56.1552898, -3.949531 56.1554135)",,,
50588651,,Queen's Lane,residential,30 mph,False,True,54.435,"LINESTRING (-3.9490475 56.1552898, -3.9492039 56.1550806, -3.9493333 56.1548347, -3.9493378 56.1548285)",,,
432637134,A9,Henderson Street,primary,30 mph,False,False,67.763,"LINESTRING (-3.9490475 56.1552898, -3.9489543 56.1552689, -3.9484037 56.1551327, -3.9480445 56.1550463)",,,
50588651,,Queen's Lane,residential,30 mph,False,False,102.92699999999999,"LINESTRING (-3.9502158 56.1541878, -3.9496488 56.154304, -3.9495771 56.1543187, -3.9495178 56.1543309, -3.9494199 56.1544893, -3.94933 56.1547649, -3.9493378 56.1548285)",,,
229244590,,Allanvale Road,residential,30 mph,False,False,106.605,"LINESTRING (-3.9502158 56.1541878, -3.9504064 56.1545318, -3.9504118 56.1545443, -3.9505029 56.1547552, -3.9505056 56.1549729, -3.9504756 56.1551232)",,,
229244590,,Allanvale Road,residential,30 mph,False,True,93.78299999999999,"LINESTRING (-3.9502158 56.1541878, -3.9501175 56.1540654, -3.9498536 56.1537698, -3.9495095 56.1534426)",,,
50588651,,Queen's Lane,residential,30 mph,False,False,54.435,"LINESTRING (-3.9493378 56.1548285, -3.9493333 56.1548347, -3.9492039 56.1550806, -3.9490475 56.1552898)",,,
50588651,,Queen's Lane,residential,30 mph,False,True,102.927,"LINESTRING (-3.9493378 56.1548285, -3.94933 56.1547649, -3.9494199 56.1544893, -3.9495178 56.1543309, -3.9495771 56.1543187, -3.9496488 56.154304, -3.9502158 56.1541878)",,,
50588974,,Queen's Lane,residential,30 mph,False,False,31.916,"LINESTRING (-3.9493378 56.1548285, -3.9494413 56.1548456, -3.9497138 56.1548408, -3.9498485 56.1548385)",,,
50588974,,Queen's Lane,residential,30 mph,False,True,31.916,"LINESTRING (-3.9498485 56.1548385, -3.9497138 56.1548408, -3.9494413 56.1548456, -3.9493378 56.1548285)",,,
50592374,,,residential,,False,False,18.514,"LINESTRING (-3.9530502 56.1537653, -3.9527774 56.1536972)",,,
84635018,,Inverallan Road,residential,,False,False,38.261,"LINESTRING (-3.9530502 56.1537653, -3.9531447 56.1536219, -3.9531568 56.1536114, -3.9532985 56.1534509)",,,
84635018,,Inverallan Road,residential,,False,True,81.768,"LINESTRING (-3.9530502 56.1537653, -3.9528674 56.1540524, -3.952764 56.1542318, -3.9527235 56.1543637, -3.9526891 56.1544705)",,,
50590280,,Cawder Road,residential,,False,True,122.74,"LINESTRING (-3.9545712 56.1530296, -3.9546852 56.1530908, -3.9547724 56.1531439, -3.954826 56.1531932, -3.9548568 56.1532462, -3.9548622 56.1533074, -3.954834 56.1533777, -3.9545503 56.153844, -3.9544386 56.154039)",,,
84635018,,Inverallan Road,residential,,False,False,77.292,"LINESTRING (-3.9545712 56.1530296, -3.954712 56.1529631, -3.9548649 56.1528615, -3.9552404 56.1525635, -3.9553624 56.1524962)",,,
84635018,,Inverallan Road,residential,,False,True,92.08600000000001,"LINESTRING (-3.9545712 56.1530296, -3.9543231 56.1530908, -3.9537585 56.1532589, -3.9535895 56.1533216, -3.9532985 56.1534509)",,,
50592487,,Steuart Road,unclassified,,False,False,119.828,"LINESTRING (-3.9532985 56.1534509, -3.9530274 56.153295, -3.9528749 56.1531694, -3.9528929 56.1530017, -3.9528858 56.1529327, -3.9528934 56.1528529, -3.952944 56.1525002, -3.9529494 56.1524622)",,,
84635018,,Inverallan Road,residential,,False,False,92.08600000000001,"LINESTRING (-3.9532985 56.1534509, -3.9535895 56.1533216, -3.9537585 56.1532589, -3.9543231 56.1530908, -3.9545712 56.1530296)",,,
84635018,,Inverallan Road,residential,,False,True,38.261,"LINESTRING (-3.9532985 56.1534509, -3.9531568 56.1536114, -3.9531447 56.1536219, -3.9530502 56.1537653)",,,
50590280,,Cawder Road,residential,,False,False,111.775,"LINESTRING (-3.9538677 56.1549926, -3.9544386 56.154039)",,,
1071268279,,Cawder Gardens,residential,,False,False,38.82,"LINESTRING (-3.9538677 56.1549926, -3.9544654 56.1550978)",,,
50590280,,Cawder Road,residential,,False,True,85.00699999999999,"LINESTRING (-3.9538677 56.1549926, -3.9534499 56.1556879, -3.9534159 56.1557128)",,,
50590280,,Cawder Road,residential,,False,True,111.775,"LINESTRING (-3.9544386 56.154039, -3.9538677 56.1549926)",,,
50590308,,,residential,,False,False,34.693,"LINESTRING (-3.9544386 56.154039, -3.9549723 56.1541338)",,,
50590280,,Cawder Road,residential,,False,False,122.74000000000001,"LINESTRING (-3.9544386 56.154039, -3.9545503 56.153844, -3.954834 56.1533777, -3.9548622 56.1533074, -3.9548568 56.1532462, -3.954826 56.1531932, -3.9547724 56.1531439, -3.9546852 56.1530908, -3.9545712 56.1530296)",,,
50590308,,,residential,,False,True,34.693,"LINESTRING (-3.9549723 56.1541338, -3.9544386 56.154039)",,,
1071268279,,Cawder Gardens,residential,,False,True,38.82,"LINESTRING (-3.9544654 56.1550978, -3.9538677 56.1549926)",,,
50590432,,Cawder Gardens,residential,,False,False,243.794,"LINESTRING (-3.9544654 56.1550978, -3.9544987 56.1550413, -3.9545964 56.1548762, -3.9546262 56.1548327, -3.9546827 56.1547963, -3.954763 56.1547782, -3.9548446 56.1547727, -3.9549432 56.154794, -3.9549842 56.1548208, -3.9550196 56.1548547, -3.9550379 56.1548955, -3.9550219 56.1549452, -3.9549152 56.1551163, -3.9547427 56.1554177, -3.9546223 56.1556257, -3.9545792 56.1556558, -3.9545296 56.1556782, -3.9544827 56.1556894, -3.9544183 56.1556924, -3.9543459 56.1556894, -3.9542869 56.155673, -3.954244 56.1556506, -3.9542104 56.1556088, -3.9541997 56.1555774, -3.9542051 56.1555498, -3.9543304 56.1553365, -3.9544654 56.1550978)",,,
50590432,,Cawder Gardens,residential,,False,True,243.79399999999995,"LINESTRING (-3.9544654 56.1550978, -3.9543304 56.1553365, -3.9542051 56.1555498, -3.9541997 56.1555774, -3.9542104 56.1556088, -3.954244 56.1556506, -3.9542869 56.155673, -3.9543459 56.1556894, -3.9544183 56.1556924, -3.9544827 56.1556894, -3.9545296 56.1556782, -3.9545792 56.1556558, -3.9546223 56.1556257, -3.9547427 56.1554177, -3.9549152 56.1551163, -3.9550219 56.1549452, -3.9550379 56.1548955, -3.9550196 56.1548547, -3.9549842 56.1548208, -3.9549432 56.154794, -3.9548446 56.1547727, -3.954763 56.1547782, -3.9546827 56.1547963, -3.9546262 56.1548327, -3.9545964 56.1548762, -3.9544987 56.1550413, -3.9544654 56.1550978)",,,
50590554,,Inverallan Drive,residential,,False,True,396.605,"LINESTRING (-3.9558306 56.155909, -3.955919 56.1557208, -3.9559915 56.1555679, -3.9561416 56.1552263, -3.9562905 56.1549037, -3.9563227 56.1548252, -3.9563267 56.1547453, -3.9562462 56.1543113, -3.9561966 56.1540357, -3.9561376 56.1537519, -3.9560933 56.1535166, -3.9560142 56.1531058, -3.9559861 56.1530296, -3.955927 56.1529459, -3.9558278 56.1528398, -3.9555542 56.1526128, -3.9554295 56.1525239, -3.9553624 56.1524962)",,,
50592288,,Avenue Park,residential,,False,False,17.547,"LINESTRING (-3.9526891 56.1544705, -3.9524104 56.1544421)",,,
84635018,,Inverallan Road,residential,,False,False,81.768,"LINESTRING (-3.9526891 56.1544705, -3.9527235 56.1543637, -3.952764 56.1542318, -3.9528674 56.1540524, -3.9530502 56.1537653)",,,
84635018,,Inverallan Road,residential,,False,True,122.75,"LINESTRING (-3.9526891 56.1544705, -3.9526306 56.1546683, -3.9525757 56.1548444, -3.9525108 56.1550346, -3.9524628 56.1553008, -3.952563 56.1555584)",,,
50592288,,Avenue Park,residential,,False,True,17.547,"LINESTRING (-3.9524104 56.1544421, -3.9526891 56.1544705)",,,
50592288,,Avenue Park,residential,,False,False,62.338,"LINESTRING (-3.9524104 56.1544421, -3.9521956 56.1542076, -3.9521374 56.154144, -3.9521756 56.1541323, -3.9524931 56.1540353)",,,
50592352,,,residential,,False,False,52.008,"LINESTRING (-3.9524104 56.1544421, -3.9520612 56.1545652, -3.9520408 56.1546294, -3.9521801 56.1547833)",,,
50592288,,Avenue Park,residential,,False,True,62.337999999999994,"LINESTRING (-3.9524931 56.1540353, -3.9521756 56.1541323, -3.9521374 56.154144, -3.9521956 56.1542076, -3.9524104 56.1544421)",,,
50592352,,,residential,,False,True,52.008,"LINESTRING (-3.9521801 56.1547833, -3.9520408 56.1546294, -3.9520612 56.1545652, -3.9524104 56.1544421)",,,
50592374,,,residential,,False,False,28.296,"LINESTRING (-3.9527774 56.1536972, -3.9523713 56.1538138)",,,
50592374,,,residential,,False,True,18.514,"LINESTRING (-3.9527774 56.1536972, -3.9530502 56.1537653)",,,
50592486,,,residential,,False,False,49.721999999999994,"LINESTRING (-3.9527774 56.1536972, -3.9525617 56.1534609, -3.9528356 56.1533615)",,,
50592374,,,residential,,False,True,28.296,"LINESTRING (-3.9523713 56.1538138, -3.9527774 56.1536972)",,,
