osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,width,junction,access
"[128082377, 4768545, 32523399]",A638,"['Aldams Road', 'Webster Hill']",trunk,30 mph,True,False,302.015,"LINESTRING (-1.6302453 53.6895399, -1.6312426 53.6893096, -1.6322686 53.6892031, -1.6327568 53.6891524, -1.6330285 53.6891393, -1.6333908 53.6891549, -1.6346979 53.6893378)",2,,,,
"[1103122715, 33720862]",B6409,Wilton Street,secondary,30 mph,False,True,61.790000000000006,"LINESTRING (-1.6302453 53.6895399, -1.6301685 53.689457, -1.6301273 53.6894113, -1.6299757 53.6893144, -1.6298671 53.6892119, -1.6297714 53.6890663)",,,,,
4768498,A638,Wakefield Road,trunk,30 mph,True,False,38.678,"LINESTRING (-1.6245593 53.6915286, -1.6249394 53.6916708, -1.6250429 53.6917247)",,,,,
23230701,A638,Wakefield Road,trunk,30 mph,False,True,39.513000000000005,"LINESTRING (-1.6245593 53.6915286, -1.6243636 53.6914425, -1.6240464 53.6913464)",,,,,
144327430,,,trunk_link,30 mph,True,False,51.018,"LINESTRING (-1.6245593 53.6915286, -1.6250153 53.6916023, -1.6251336 53.6916023, -1.6253069 53.6915659)",1,,,,
98253250,A638,Rishworth Road,trunk,30 mph,True,False,22.028,"LINESTRING (-1.6251211 53.6919948, -1.6249934 53.6918117)",2,,,,
396985620,A638,Dewsbury Ring Road,trunk,30 mph,True,False,28.679,"LINESTRING (-1.6251211 53.6919948, -1.6248509 53.6917925)",2,,,,
23256399,,,primary_link,30 mph,True,False,75.572,"LINESTRING (-1.6261936 53.6929311, -1.6259724 53.6928705, -1.6257607 53.6928033, -1.6256616 53.6927857, -1.6254529 53.6927908, -1.6251151 53.6928484)",,,,,
32320707,A638,Dewsbury Ring Road,trunk,30 mph,True,False,46.008,"LINESTRING (-1.6261936 53.6929311, -1.6257988 53.6926738, -1.6257334 53.6926202)",2,,,,
"[16137395, 18157790, 244627670]",A638,Dewsbury Ring Road,trunk,30 mph,False,False,176.763,"LINESTRING (-1.6261936 53.6929311, -1.6273161 53.6934866, -1.6276012 53.6936545, -1.6282129 53.6939776)",4,yes,,,
24528812,,Church Street,unclassified,30 mph,False,True,26.245,"LINESTRING (-1.6296884 53.6901899, -1.6295588 53.6899667)",2,,,,
"[450019712, 23382834]",,South Street,unclassified,,True,False,133.691,"LINESTRING (-1.6296884 53.6901899, -1.6300343 53.6901953, -1.6302233 53.6901876, -1.6305179 53.6901661, -1.6307562 53.6901511, -1.6317111 53.6901021)",,,,,
4768521,,Church Street,unclassified,30 mph,True,False,19.924,"LINESTRING (-1.629623 53.6909494, -1.629651 53.6909127, -1.6296639 53.690774)",,,,,
15802531,,Halifax Road,unclassified,30 mph,True,False,112.39399999999999,"LINESTRING (-1.6296341 53.6928712, -1.6297882 53.6929678, -1.6301063 53.6931283, -1.6305607 53.6933247, -1.6308755 53.6934575, -1.6309697 53.6934972)",,,,,
21124655,,Northgate,unclassified,30 mph,False,False,54.937,"LINESTRING (-1.6296341 53.6928712, -1.6296189 53.6928453, -1.6295279 53.6926766, -1.629379 53.6924008)",,,,,
493968984,,Branch Road,unclassified,,False,True,51.806,"LINESTRING (-1.6296341 53.6928712, -1.6299792 53.692729, -1.6303339 53.6926746)",,,,,
493968985,,Northgate,unclassified,30 mph,False,True,79.485,"LINESTRING (-1.6296341 53.6928712, -1.6297748 53.6930914, -1.6299097 53.693276, -1.6301167 53.6935258)",,,,,
"[32677557, 32677558]",A638,Dewsbury Ring Road,trunk,30 mph,True,False,53.132999999999996,"LINESTRING (-1.6296705 53.6941052, -1.6301464 53.6939918, -1.6303909 53.6938951)",2,,,,
149665485,,,trunk_link,30 mph,True,False,54.105,"LINESTRING (-1.6296705 53.6941052, -1.6298843 53.6940986, -1.6301129 53.6940655, -1.6302359 53.6940347, -1.630359 53.6939955, -1.6304477 53.6939694)",,,,,
32677560,A638,Dewsbury Ring Road,trunk,30 mph,True,False,30.175,"LINESTRING (-1.6304837 53.6940123, -1.6300978 53.6941587)",2,,,,
32704307,,,trunk_link,30 mph,True,False,5.327,"LINESTRING (-1.6304837 53.6940123, -1.6304477 53.6939694)",,,,,
236015160,,Longcauseway,unclassified,30 mph,False,True,37.002,"LINESTRING (-1.6276573 53.6917201, -1.6277213 53.6913895)",,,,,
21122005,,Wakefield Old Road,unclassified,,False,False,29.842,"LINESTRING (-1.6276573 53.6917201, -1.6275601 53.691714, -1.6272047 53.6917185)",,,,,
22877270,,Crackenedge Lane,unclassified,,True,False,94.13900000000001,"LINESTRING (-1.6276573 53.6917201, -1.6276707 53.6919969, -1.6276401 53.6921118, -1.6275866 53.6923182, -1.6274693 53.6925527)",,,,,
23256307,,Crackenedge Lane,unclassified,30 mph,False,False,23.927,"LINESTRING (-1.6274593 53.6933363, -1.6274597 53.6933447, -1.6274695 53.6935514)",,,,,
"[22877272, 23256307]",,Crackenedge Lane,unclassified,30 mph,False,True,64.27900000000001,"LINESTRING (-1.6274593 53.6933363, -1.6274379 53.69323, -1.6274353 53.693019, -1.6274419 53.6929313, -1.6274474 53.6928309, -1.6274494 53.6927949, -1.6274681 53.6927609)",,,,,
236015165,,Crackenedge Lane,tertiary,30 mph,False,False,94.225,"LINESTRING (-1.6282043 53.6944346, -1.6288765 53.6951827)",,,,,
"[24546563, 8065789]",,Cliffe Street,tertiary,,False,False,41.018,"LINESTRING (-1.6282043 53.6944346, -1.6284201 53.6943788, -1.6285601 53.694272, -1.628609 53.6941823)",,,,,
23256307,,Crackenedge Lane,unclassified,30 mph,False,True,93.378,"LINESTRING (-1.6282043 53.6944346, -1.6277342 53.6939397, -1.6274846 53.6937114)",,,,,
129253023,A653,Leeds Road,primary,30 mph,False,False,74.14200000000001,"LINESTRING (-1.6239032 53.6936386, -1.6239269 53.6936266, -1.6242358 53.6934705, -1.6246303 53.6931969, -1.6246853 53.6931615)",,,,,
49286535,A653,Leeds Road,primary,30 mph,True,False,18.869,"LINESTRING (-1.6251151 53.6928484, -1.6253003 53.6927189)",,,,,
129253023,A653,Leeds Road,primary,30 mph,False,True,44.865,"LINESTRING (-1.6251151 53.6928484, -1.6246853 53.6931615)",,,,,
32704308,A638,Dewsbury Ring Road,trunk,30 mph,True,False,60.573,"LINESTRING (-1.6255561 53.6924748, -1.6251211 53.6919948)",2,,,,
498685084,,Moorlands Road,tertiary,30 mph,False,True,8.409,"LINESTRING (-1.6361042 53.6936191, -1.6359768 53.6936137)",,,,,
17935174,,Moorlands Road,tertiary,,True,False,48.057,"LINESTRING (-1.6361042 53.6936191, -1.6363018 53.6936111, -1.636461 53.6936211, -1.6368254 53.6936647)",1,,,,
149665452,A652,Bradford Road,primary,30 mph,False,True,114.31900000000002,"LINESTRING (-1.6313815 53.6953154, -1.6312444 53.6949577, -1.6311273 53.694717, -1.6310161 53.6946014, -1.6308841 53.6944641, -1.6308357 53.6944134, -1.6307846 53.6943598)",,,,,
21124641,A638,Halifax Road,primary,30 mph,False,True,43.835,"LINESTRING (-1.6347278 53.6953754, -1.6343903 53.6951805, -1.6342555 53.6950976)",,,,,
"[16137395, 244627670, 18157790]",A638,Dewsbury Ring Road,trunk,30 mph,False,True,176.763,"LINESTRING (-1.6282129 53.6939776, -1.6276012 53.6936545, -1.6273161 53.6934866, -1.6261936 53.6929311)",4,yes,,,
1103120188,A638,Dewsbury Ring Road,trunk,30 mph,True,False,31.752000000000002,"LINESTRING (-1.6282129 53.6939776, -1.6284347 53.694019, -1.6285744 53.6940462, -1.6286679 53.6940713)",2,,,,
22494984,,Ashworth Road,tertiary,,False,False,150.45600000000002,"LINESTRING (-1.6350142 53.6920061, -1.6351273 53.6922306, -1.6351727 53.6923202, -1.6352859 53.6925542, -1.6353005 53.6925867, -1.6353216 53.6926337, -1.6354366 53.6928411, -1.6354514 53.6928677, -1.635505 53.6929498, -1.6355356 53.6930067, -1.6355895 53.6930957, -1.63575 53.6932841)",,,,,
22494984,,Ashworth Road,tertiary,,False,True,54.27,"LINESTRING (-1.6350142 53.6920061, -1.6349647 53.6919113, -1.6348544 53.6916987, -1.6347736 53.6915393)",,,,,
"[23344912, 23344913, 23344911]",,Eightlands Road,residential,,False,"[False, True]",166.889,"LINESTRING (-1.6350142 53.6920061, -1.6349091 53.6920263, -1.6347778 53.69203, -1.6342245 53.6919445, -1.634115 53.6919374, -1.6340392 53.6919375, -1.6339696 53.6919465, -1.6338112 53.6920288, -1.6337706 53.6920794, -1.6337681 53.6921378, -1.6339725 53.6924284, -1.6341627 53.6926675, -1.6341552 53.6927157)",,,,,
22494984,,Ashworth Road,tertiary,,False,False,39.619,"LINESTRING (-1.63575 53.6932841, -1.635912 53.6934986, -1.6359768 53.6936137)",,,,,
22494984,,Ashworth Road,tertiary,,False,True,150.456,"LINESTRING (-1.63575 53.6932841, -1.6355895 53.6930957, -1.6355356 53.6930067, -1.635505 53.6929498, -1.6354514 53.6928677, -1.6354366 53.6928411, -1.6353216 53.6926337, -1.6353005 53.6925867, -1.6352859 53.6925542, -1.6351727 53.6923202, -1.6351273 53.6922306, -1.6350142 53.6920061)",,,,,
23342568,,Ashworth Green,residential,,False,True,134.179,"LINESTRING (-1.63575 53.6932841, -1.6366536 53.6931527, -1.6369519 53.693098, -1.6377193 53.6929745)",,,,,
498685086,,Moorlands Road,tertiary,,True,False,12.553,"LINESTRING (-1.6362555 53.6936878, -1.6361042 53.6936191)",1,,,,
109930997,,Springfield Terrace,residential,,False,True,13.181000000000001,"LINESTRING (-1.6362555 53.6936878, -1.6362366 53.6937824, -1.6362415 53.6938055)",,,,,
498685084,,Moorlands Road,tertiary,30 mph,False,False,8.409,"LINESTRING (-1.6359768 53.6936137, -1.6361042 53.6936191)",,,,,
22494984,,Ashworth Road,tertiary,,False,True,39.619,"LINESTRING (-1.6359768 53.6936137, -1.635912 53.6934986, -1.63575 53.6932841)",,,,,
22825850,,Willans Road,tertiary,30 mph,False,True,134.81,"LINESTRING (-1.6359768 53.6936137, -1.635367 53.6937598, -1.6351905 53.6937911, -1.6349237 53.6938385, -1.6347057 53.6938733, -1.6344256 53.6939181, -1.6342295 53.6939494, -1.6341547 53.6939613, -1.6340287 53.6939814)",,,,,
32677559,,Bradford Road,unclassified,30 mph,True,False,44.866,"LINESTRING (-1.6303909 53.6938951, -1.6303232 53.6938098, -1.6302181 53.6936714, -1.6301167 53.6935258)",,,,,
32677561,A638,Dewsbury Ring Road,trunk,30 mph,True,False,51.123,"LINESTRING (-1.6303909 53.6938951, -1.6305104 53.6938393, -1.6307859 53.6936596, -1.6308472 53.6936088, -1.6309022 53.6935531)",3,,,,
21122005,,Wakefield Old Road,unclassified,,False,False,75.592,"LINESTRING (-1.6272047 53.6917185, -1.6270171 53.6917277, -1.6265023 53.6917426, -1.6262876 53.6917694, -1.6260847 53.691827)",,,,,
21122005,,Wakefield Old Road,unclassified,,False,True,29.842,"LINESTRING (-1.6272047 53.6917185, -1.6275601 53.691714, -1.6276573 53.6917201)",,,,,
24522861,,Manor Street,unclassified,,False,True,120.13,"LINESTRING (-1.6272047 53.6917185, -1.6272057 53.6917765, -1.6272094 53.6919989, -1.6269515 53.6921534, -1.6267096 53.692346, -1.6266537 53.6923617, -1.6261509 53.6924326)",,,,,
21124641,A638,Halifax Road,primary,30 mph,False,False,22.937,"LINESTRING (-1.6324468 53.6941415, -1.6326207 53.6942175, -1.6327261 53.6942648)",,,,,
"[22494934, 21124654]",A638,Halifax Road,primary,30 mph,True,False,107.973,"LINESTRING (-1.6324468 53.6941415, -1.6322567 53.6940794, -1.6318638 53.6939345, -1.6312091 53.6936704, -1.6310645 53.69362)",,,,,
149665480,,,primary_link,30 mph,True,False,52.129999999999995,"LINESTRING (-1.6308866 53.6937824, -1.6307615 53.6940082, -1.6307468 53.6940642, -1.6307568 53.6942386)",,,,,
245259894,A638,Dewsbury Ring Road,trunk,30 mph,True,False,29.872999999999998,"LINESTRING (-1.6308866 53.6937824, -1.630674 53.6939141, -1.6305636 53.6939707)",2,,,,
23236465,A638,Dewsbury Ring Road,trunk,30 mph,True,False,9.101,"LINESTRING (-1.6311253 53.6935465, -1.6310645 53.69362)",2,,,,
"[32320713, 22494935]",A638,Halifax Road,primary,30 mph,True,False,72.607,"LINESTRING (-1.6311253 53.6935465, -1.6312727 53.693594, -1.6319366 53.6938752, -1.6320359 53.6939137)",,,,,
21124643,A638,Halifax Road,primary,30 mph,True,False,11.619,"LINESTRING (-1.6309697 53.6934972, -1.6310541 53.6935239, -1.6311253 53.6935465)",,,,,
23236466,A638,Dewsbury Ring Road,trunk,30 mph,True,False,60.271,"LINESTRING (-1.6309697 53.6934972, -1.6311415 53.6932904, -1.6312376 53.6931482, -1.631321 53.6929977)",2,,,,
32320711,A638,Halifax Road,primary,30 mph,True,False,13.02,"LINESTRING (-1.6310645 53.69362, -1.6309853 53.6935874, -1.6309022 53.6935531)",,,,,
245259894,A638,Dewsbury Ring Road,trunk,30 mph,True,False,21.526,"LINESTRING (-1.6310645 53.69362, -1.6310006 53.6936807, -1.6308866 53.6937824)",2,,,,
53129224,A638,Dewsbury Ring Road,trunk,30 mph,True,False,7.642,"LINESTRING (-1.6309022 53.6935531, -1.6309333 53.6935274, -1.6309697 53.6934972)",3,,,,
32677551,,Wakefield Old Road,unclassified,,False,True,57.259,"LINESTRING (-1.6256508 53.6920272, -1.6256545 53.6920913, -1.6258355 53.6921294, -1.6259375 53.6920031, -1.6260141 53.6918949, -1.6260847 53.691827)",,,,,
22494981,,Old Westgate,unclassified,30 mph,False,False,33.525,"LINESTRING (-1.6346639 53.6894321, -1.6342382 53.6895975)",,,,,
22494981,,Old Westgate,unclassified,30 mph,False,True,10.722,"LINESTRING (-1.6346639 53.6894321, -1.6346979 53.6893378)",,,,,
33478307,A638,Webster Hill,trunk,30 mph,True,False,27.008,"LINESTRING (-1.6346639 53.6894321, -1.6342675 53.6893697)",2,,,,
157293678,,Old Westgate,unclassified,30 mph,False,False,15.068,"LINESTRING (-1.6320535 53.6906942, -1.6318637 53.6907699)",,,,,
22494981,,Old Westgate,unclassified,30 mph,False,True,70.544,"LINESTRING (-1.6320535 53.6906942, -1.632641 53.6904753, -1.6327603 53.6904077, -1.632813 53.6903779, -1.6329089 53.6903181)",,,,,
22494982,,Nelson Street,unclassified,,True,False,47.975,"LINESTRING (-1.6320535 53.6906942, -1.6322532 53.6907439, -1.6324747 53.690771, -1.6327515 53.6908132)",,,,,
43268204,,Southgate,unclassified,,True,False,69.723,"LINESTRING (-1.6320535 53.6906942, -1.6320327 53.6906197, -1.6319154 53.6904308, -1.6317992 53.6902437, -1.6317111 53.6901021)",,,,,
22494982,,Nelson Street,unclassified,,True,False,16.615000000000002,"LINESTRING (-1.6327515 53.6908132, -1.6328607 53.6908556, -1.6329171 53.6909195)",,,,,
493846248,,Nelson Street,unclassified,,True,False,23.835,"LINESTRING (-1.6327515 53.6908132, -1.6328924 53.6908363, -1.6329726 53.6908495, -1.6331015 53.6908312)",,,,,
22494981,,Old Westgate,unclassified,30 mph,False,False,10.722,"LINESTRING (-1.6346979 53.6893378, -1.6346639 53.6894321)",,,,,
24303750,,Mill Street West,tertiary,30 mph,False,True,18.981,"LINESTRING (-1.6346979 53.6893378, -1.6348019 53.6891786)",,,,,
450019704,A638,Webster Hill,trunk,30 mph,True,False,20.645,"LINESTRING (-1.6346979 53.6893378, -1.635002 53.689383)",,,,,
22825850,,Willans Road,tertiary,30 mph,False,True,40.872,"LINESTRING (-1.6340287 53.6939814, -1.6334425 53.6941024)",,,,,
23340701,,,residential,,False,False,31.108,"LINESTRING (-1.6340287 53.6939814, -1.634162 53.6942498)",,,,,
22825850,,Willans Road,tertiary,30 mph,False,False,134.81,"LINESTRING (-1.6340287 53.6939814, -1.6341547 53.6939613, -1.6342295 53.6939494, -1.6344256 53.6939181, -1.6347057 53.6938733, -1.6349237 53.6938385, -1.6351905 53.6937911, -1.635367 53.6937598, -1.6359768 53.6936137)",,,,,
22825850,,Willans Road,tertiary,30 mph,False,False,13.08,"LINESTRING (-1.6332546 53.6941406, -1.6334425 53.6941024)",,,,,
22825850,,Willans Road,tertiary,30 mph,False,True,20.303,"LINESTRING (-1.6332546 53.6941406, -1.6329594 53.6941934)",,,,,
23340738,,Spinkwell Road,unclassified,,True,False,87.49400000000001,"LINESTRING (-1.6332546 53.6941406, -1.6333449 53.6942193, -1.6336097 53.6944161, -1.633844 53.6946879, -1.6338622 53.6947224, -1.6338409 53.694763, -1.6337648 53.6947967)",,,,,
22825850,,Willans Road,tertiary,30 mph,False,False,17.291,"LINESTRING (-1.6327261 53.6942648, -1.6329594 53.6941934)",,,,,
21124641,A638,Halifax Road,primary,30 mph,False,False,90.41799999999999,"LINESTRING (-1.6327261 53.6942648, -1.6328848 53.6943453, -1.6335673 53.6946913, -1.6337648 53.6947967)",,,,,
21124641,A638,Halifax Road,primary,30 mph,False,True,22.937,"LINESTRING (-1.6327261 53.6942648, -1.6326207 53.6942175, -1.6324468 53.6941415)",,,,,
"[100266600, 31687801, 450019715]",,Goods Lane,unclassified,,False,True,309.98199999999997,"LINESTRING (-1.625827 53.6884818, -1.6256374 53.6883434, -1.6254197 53.6882291, -1.6253526 53.6881939, -1.6247988 53.6880412, -1.6243738 53.6879414, -1.624217 53.6879223, -1.6240584 53.6879314, -1.6239106 53.68796, -1.6237929 53.6880034, -1.6237122 53.6880549, -1.6236741 53.6881061, -1.6236316 53.688209, -1.6235906 53.6883294, -1.6235612 53.6884831, -1.6234212 53.6886232, -1.6233032 53.6887245, -1.6232566 53.6887645, -1.6229341 53.6890788, -1.6228153 53.6892406)",,,,,
"[450019714, 32732557]",,Railway Street,unclassified,,False,True,269.396,"LINESTRING (-1.625827 53.6884818, -1.6257531 53.6885225, -1.6256279 53.6886105, -1.6255482 53.688737, -1.6255348 53.6888237, -1.625533 53.6890419, -1.62553 53.6891564, -1.6255197 53.6894688, -1.6255465 53.6896253, -1.6255957 53.6897501, -1.6256922 53.6899207, -1.6257873 53.6900345, -1.6259086 53.6901307, -1.6260319 53.6902246, -1.6261374 53.6902954, -1.6262139 53.6903413, -1.6264405 53.6904979, -1.6266697 53.6906224)",,,,,
450019716,,Railway Street,unclassified,,False,False,69.72,"LINESTRING (-1.625827 53.6884818, -1.6260464 53.6883504, -1.6261394 53.6883015, -1.6263987 53.6881889, -1.6266385 53.6880813)",,,,,
"[22877272, 23256307]",,Crackenedge Lane,unclassified,30 mph,False,False,64.279,"LINESTRING (-1.6274681 53.6927609, -1.6274494 53.6927949, -1.6274474 53.6928309, -1.6274419 53.6929313, -1.6274353 53.693019, -1.6274379 53.69323, -1.6274593 53.6933363)",,,,,
22877273,,Corporation Street,unclassified,,True,False,12.634,"LINESTRING (-1.6274681 53.6927609, -1.6275423 53.692727, -1.6276353 53.6927084)",,,,,
1086531798,,Northgate,unclassified,30 mph,True,False,12.364,"LINESTRING (-1.629379 53.6924008, -1.6293357 53.6922926)",,,,,
21124655,,Northgate,unclassified,30 mph,False,True,54.937,"LINESTRING (-1.629379 53.6924008, -1.6295279 53.6926766, -1.6296189 53.6928453, -1.6296341 53.6928712)",,,,,
23283637,A638,Webster Hill,trunk,30 mph,True,False,9.529,"LINESTRING (-1.6358134 53.6896015, -1.6356712 53.6895856)",3,,,,
245256445,A638,Dewsbury Ring Road,trunk,30 mph,True,False,18.799,"LINESTRING (-1.6358134 53.6896015, -1.6357876 53.6896385, -1.6357632 53.6896678, -1.6357288 53.6896953, -1.6356532 53.6897384)",,,,,
21124651,A652,Bradford Road,primary,30 mph,True,False,34.164,"LINESTRING (-1.6307152 53.6942871, -1.6305293 53.6940753, -1.6304837 53.6940123)",,,,,
23070801,A638,,primary_link,30 mph,True,False,45.763,"LINESTRING (-1.6307152 53.6942871, -1.6305184 53.6942005, -1.6304306 53.6941618, -1.6302673 53.6941391, -1.6300978 53.6941587)",,,,,
"[32677560, 1103120189]",A638,Dewsbury Ring Road,trunk,30 mph,True,False,101.06500000000001,"LINESTRING (-1.6300978 53.6941587, -1.6299444 53.6941968, -1.6296851 53.6942434, -1.6294091 53.6942605, -1.6290853 53.6942581, -1.6288 53.6942297, -1.628609 53.6941823)",2,,,,
23256234,,Greaves Road,unclassified,,False,True,67.769,"LINESTRING (-1.6305028 53.695109, -1.6303165 53.6950661, -1.6294938 53.6951287)",,,,,
353639104,,Greaves Road,unclassified,,True,False,29.529,"LINESTRING (-1.6305028 53.695109, -1.6306696 53.6951815, -1.6307152 53.6952254, -1.6308329 53.6952847)",,,,,
23256234,,Greaves Road,unclassified,,False,False,20.963,"LINESTRING (-1.6288765 53.6951827, -1.6291906 53.6951518)",,,,,
236015165,,Crackenedge Lane,tertiary,30 mph,False,False,20.823,"LINESTRING (-1.6288765 53.6951827, -1.6289689 53.6953618)",,,,,
236015165,,Crackenedge Lane,tertiary,30 mph,False,True,94.225,"LINESTRING (-1.6288765 53.6951827, -1.6282043 53.6944346)",,,,,
23256374,,Battye Street,unclassified,,False,True,30.496,"LINESTRING (-1.6227624 53.6943668, -1.6231798 53.6942479)",,,,,
23340701,,,residential,,False,True,31.108,"LINESTRING (-1.634162 53.6942498, -1.6340287 53.6939814)",,,,,
21124641,A638,Halifax Road,primary,30 mph,False,False,46.513999999999996,"LINESTRING (-1.6337648 53.6947967, -1.6338072 53.6948251, -1.6342555 53.6950976)",,,,,
21124641,A638,Halifax Road,primary,30 mph,False,True,90.41799999999999,"LINESTRING (-1.6337648 53.6947967, -1.6335673 53.6946913, -1.6328848 53.6943453, -1.6327261 53.6942648)",,,,,
22825850,,Willans Road,tertiary,30 mph,False,False,40.872,"LINESTRING (-1.6334425 53.6941024, -1.6340287 53.6939814)",,,,,
22825850,,Willans Road,tertiary,30 mph,False,True,13.08,"LINESTRING (-1.6334425 53.6941024, -1.6332546 53.6941406)",,,,,
23340760,,Swindon Road,residential,,False,False,116.63499999999999,"LINESTRING (-1.6334425 53.6941024, -1.6329696 53.6936148, -1.6328761 53.6935053, -1.6325988 53.6931805)",,,,,
23340760,,Swindon Road,residential,,False,True,116.63499999999999,"LINESTRING (-1.6325988 53.6931805, -1.6328761 53.6935053, -1.6329696 53.6936148, -1.6334425 53.6941024)",,,,,
