osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,width,access,bridge
189605583,True,2,,Holt Road Roundabout,primary,20 mph,roundabout,False,23.95,"LINESTRING (-2.9882682 53.0475965, -2.9881937 53.0475708, -2.9880158 53.0474468)",,,
44026117,True,2,A534,Holt Road,primary,20 mph,,False,36.985,"LINESTRING (-2.987714 53.0477146, -2.9879155 53.0475936, -2.9879343 53.0475774, -2.9879885 53.0475254, -2.9880158 53.0474468)",,,
200823915,True,2,A5152,Powell Road,primary,20 mph,,False,27.427999999999997,"LINESTRING (-2.9946124 53.0506101, -2.9942946 53.0505965, -2.9942097 53.0505756)",,,
4229177,False,,,,unclassified,20 mph,,False,43.507,"LINESTRING (-2.9956152 53.0485825, -2.9955403 53.0485453, -2.9954416 53.0484963, -2.9951152 53.048332)",,,
190715416,True,,,King Street,unclassified,20 mph,,False,123.194,"LINESTRING (-2.9956152 53.0485825, -2.9964515 53.0480286, -2.9967222 53.0478493, -2.9967551 53.0478206, -2.9967712 53.0478031, -2.9967882 53.0477846, -2.9968147 53.047746)",,,
45652080,True,,,King Street,unclassified,20 mph,,False,80.123,"LINESTRING (-2.9976241 53.0472206, -2.997282 53.0474616, -2.9971552 53.0475509, -2.9969464 53.047698, -2.9969076 53.0477157, -2.9968675 53.0477312, -2.9968147 53.047746)",,,
"[45652081, 190707307]",False,2,,Regent Street,tertiary,20 mph,,False,116.73,"LINESTRING (-2.9976241 53.0472206, -2.9974033 53.0471355, -2.9972183 53.0470723, -2.996738 53.0469083, -2.9962226 53.0467361, -2.9961079 53.0467004)",,,
145232841,False,,,St Mark's Road,unclassified,20 mph,,True,60.431,"LINESTRING (-2.9976241 53.0472206, -2.9977008 53.0471465, -2.9980934 53.0467561)",,,
219563388,False,,,Regent Street,tertiary,20 mph,,True,49.56699999999999,"LINESTRING (-2.9976241 53.0472206, -2.9978892 53.047366, -2.997899 53.0473714, -2.9980401 53.0474488, -2.9981718 53.0475211)",,,
200826796,True,,,Trinity Street,unclassified,20 mph,,False,20.595,"LINESTRING (-2.9951152 53.048332, -2.9948698 53.048444)",,,
4229177,False,,,,unclassified,20 mph,,True,43.507,"LINESTRING (-2.9951152 53.048332, -2.9954416 53.0484963, -2.9955403 53.0485453, -2.9956152 53.0485825)",,,
4378686,False,,,Watery Road,tertiary,20 mph,,False,56.854,"LINESTRING (-3.0009263 53.0460169, -3.0002861 53.0456803)",,,
4378685,True,1,,,primary,20 mph,roundabout,False,8.033,"LINESTRING (-3.0009263 53.0460169, -3.0009501 53.0460059, -3.0009783 53.0459997, -3.0010083 53.0459986, -3.0010375 53.0460029)",,,
"[4295708, 4295709]",False,,,"['Hill Street', 'Vicarage Hill']",tertiary,20 mph,,False,44.256,"LINESTRING (-2.9954605 53.0456071, -2.9953756 53.0455879, -2.9952553 53.0455206, -2.9951923 53.0454462, -2.9951696 53.0454193, -2.9950884 53.0452977)",,,
"[190707307, 4295708]",False,2,,"['Hill Street', 'Regent Street']",tertiary,20 mph,,True,172.13899999999998,"LINESTRING (-2.9954605 53.0456071, -2.9956993 53.0456398, -2.9959795 53.0456775, -2.9960832 53.0456927, -2.9961617 53.0457192, -2.9961993 53.0457441, -2.9962214 53.0457724, -2.996247 53.0458224, -2.9962428 53.0458766, -2.9962129 53.0459568, -2.9961285 53.0460947, -2.9958558 53.0464901, -2.9958443 53.0465362, -2.9958731 53.0465823, -2.9959424 53.0466301, -2.9960287 53.0466712, -2.9961079 53.0467004)",,,
145260809,False,,,Priory Street,unclassified,20 mph,,False,64.706,"LINESTRING (-2.9954605 53.0456071, -2.9952332 53.0458955, -2.995094 53.0460679, -2.9950423 53.0461319)",,,
4295709,False,,,Vicarage Hill,tertiary,20 mph,,False,69.741,"LINESTRING (-2.9950884 53.0452977, -2.9953548 53.0449413, -2.995516 53.0447256)",,,
"[4295708, 4295709]",False,,,"['Hill Street', 'Vicarage Hill']",tertiary,20 mph,,True,44.256,"LINESTRING (-2.9950884 53.0452977, -2.9951696 53.0454193, -2.9951923 53.0454462, -2.9952553 53.0455206, -2.9953756 53.0455879, -2.9954605 53.0456071)",,,
4295709,False,,,Vicarage Hill,tertiary,20 mph,,True,69.741,"LINESTRING (-2.995516 53.0447256, -2.9953548 53.0449413, -2.9950884 53.0452977)",,,
146519988,False,,,Brook Street,tertiary,20 mph,,False,73.703,"LINESTRING (-2.995516 53.0447256, -2.9950981 53.0446124, -2.9947447 53.0444708, -2.9945712 53.04439)",,,
146519988,False,,,Brook Street,tertiary,20 mph,,True,75.113,"LINESTRING (-2.995516 53.0447256, -2.9957219 53.0447666, -2.9960996 53.0448207, -2.9964473 53.044824, -2.9966158 53.0448076)",,,
4295711,True,,,Abbot Street,residential,20 mph,,False,97.069,"LINESTRING (-2.9938493 53.0449023, -2.9939141 53.0449645, -2.9939765 53.0450243, -2.9941796 53.0451168, -2.994609 53.0452106, -2.994925 53.0452706, -2.9950884 53.0452977)",,,
4378691,False,,,High Street,unclassified,20 mph,,True,112.304,"LINESTRING (-2.9932427 53.0450386, -2.9921809 53.0451177, -2.9920961 53.045124, -2.9916861 53.0451514, -2.9915747 53.0451588)",,,
145232837,False,,,Church Street,unclassified,20 mph,,True,45.8,"LINESTRING (-2.9932427 53.0450386, -2.9932076 53.0449701, -2.993123 53.0448048, -2.9930464 53.044644)",,,
190910978,True,,,Town Hill,unclassified,20 mph,,False,43.337,"LINESTRING (-2.9932427 53.0450386, -2.9935032 53.0449896, -2.9938493 53.0449023)",,,
"[135306000, 147190353]",False,"['2', '3']",A5152,Bridge Street,primary,20 mph,,False,89.80799999999999,"LINESTRING (-2.9945712 53.04439, -2.9947692 53.0442416, -2.9950433 53.0440149, -2.9952417 53.0438273, -2.9953272 53.0437246)",,,
145232842,False,,B5446,St. Giles Way,secondary,20 mph,,True,248.13299999999998,"LINESTRING (-2.9945712 53.04439, -2.9944362 53.044327, -2.9942452 53.0442379, -2.993968 53.0440171, -2.99376 53.0437837, -2.9935677 53.0435976, -2.9935157 53.0435473, -2.993242 53.0433702, -2.9928469 53.0431566, -2.9925645 53.0429973, -2.9924696 53.0429502, -2.992166 53.0428212, -2.9920653 53.0427819)",,,
146519988,False,,,Brook Street,tertiary,20 mph,,True,73.703,"LINESTRING (-2.9945712 53.04439, -2.9947447 53.0444708, -2.9950981 53.0446124, -2.995516 53.0447256)",,,
907298031,True,,,Town Hill,unclassified,20 mph,,False,34.31999999999999,"LINESTRING (-2.9945712 53.04439, -2.994465 53.0444685, -2.994362 53.0445447, -2.99424 53.0446257)",,,
4378721,False,,,Tuttle Street,unclassified,20 mph,,True,162.41800000000003,"LINESTRING (-2.9915576 53.0440969, -2.9916132 53.0440583, -2.9916648 53.0440024, -2.9917083 53.0439553, -2.99193 53.0438246, -2.9919984 53.0437843, -2.9920426 53.0437609, -2.9920519 53.0436736, -2.9919988 53.0434776, -2.991906 53.0430918, -2.9918973 53.0430556, -2.9919003 53.0430048, -2.9919152 53.0429461, -2.9919296 53.0429082, -2.9919564 53.0428765, -2.9920653 53.0427819)",,,
4379115,False,,,Mount Street,unclassified,20 mph,,False,134.385,"LINESTRING (-2.9915576 53.0440969, -2.9914726 53.0440651, -2.9911397 53.0439403, -2.9905857 53.0437613, -2.9905274 53.0437424, -2.9903017 53.0436829, -2.9901407 53.0436404, -2.9900512 53.0436161, -2.9897747 53.0435429)",,,
38901377,False,,,Yorke Street,unclassified,20 mph,,False,42.423,"LINESTRING (-2.9915576 53.0440969, -2.9915899 53.0441453, -2.9916166 53.0441868, -2.9916295 53.0443265, -2.9916128 53.0444711)",,,
4378685,True,1,,,primary,20 mph,roundabout,False,7.866,"LINESTRING (-3.0010375 53.0460029, -3.0010628 53.0460119, -3.0010828 53.0460249, -3.0010958 53.0460407, -3.0011006 53.0460582)",,,
4378686,False,,,Watery Road,tertiary,20 mph,,True,56.854,"LINESTRING (-3.0002861 53.0456803, -3.0009263 53.0460169)",,,
4378686,False,,,Watery Road,tertiary,20 mph,,False,84.916,"LINESTRING (-3.0002861 53.0456803, -3.0000521 53.045524, -2.99966 53.045262, -2.9995155 53.0451519, -2.9994409 53.045111)",,,
4378922,True,,,Jubilee Road,residential,20 mph,,False,142.852,"LINESTRING (-3.00093 53.0445216, -3.001033 53.0447979, -3.0010014 53.0449558, -3.0002861 53.0456803)",,,
28602480,True,,,Bellevue Road,unclassified,20 mph,,False,123.006,"LINESTRING (-2.9993876 53.044977, -2.9994773 53.0449248, -2.9995666 53.0448091, -2.9996667 53.044714, -2.9997319 53.0446839, -2.9997772 53.044663, -2.9999917 53.0446367, -3.00093 53.0445216)",,,
38909239,True,,,,tertiary,20 mph,roundabout,False,18.091,"LINESTRING (-2.9993876 53.044977, -2.999427 53.0449902, -2.9994572 53.0450103, -2.9994748 53.0450353, -2.9994779 53.0450623, -2.9994662 53.0450885, -2.9994409 53.045111)",,,
4378923,False,,,Pierce's Square,unclassified,20 mph,,False,22.738,"LINESTRING (-2.998809 53.0449267, -2.9988674 53.0447725, -2.9988802 53.0447268)",,,
145232836,False,,,Pentrefelin,tertiary,20 mph,,False,123.645,"LINESTRING (-2.998809 53.0449267, -2.9976238 53.0447871, -2.9972727 53.0447747, -2.9971198 53.0447713, -2.9969828 53.0447755)",,,
145232836,False,,,Pentrefelin,tertiary,20 mph,,True,29.587,"LINESTRING (-2.998809 53.0449267, -2.9991191 53.0449785, -2.9992298 53.0450075)",,,
925846162,False,,,Pierce's Square,unclassified,20 mph,,False,20.921,"LINESTRING (-2.9988802 53.0447268, -2.9991876 53.0447621)",,,
4378923,False,,,Pierce's Square,unclassified,20 mph,,False,79.583,"LINESTRING (-2.9988802 53.0447268, -2.9988699 53.0446857, -2.9988283 53.0446435, -2.998746 53.0446124, -2.9981984 53.0445441, -2.9981591 53.0445307, -2.998149 53.0445045, -2.9982017 53.044331)",,,
4378923,False,,,Pierce's Square,unclassified,20 mph,,True,22.738,"LINESTRING (-2.9988802 53.0447268, -2.9988674 53.0447725, -2.998809 53.0449267)",,,
4378923,False,,,Pierce's Square,unclassified,20 mph,,True,79.583,"LINESTRING (-2.9982017 53.044331, -2.998149 53.0445045, -2.9981591 53.0445307, -2.9981984 53.0445441, -2.998746 53.0446124, -2.9988283 53.0446435, -2.9988699 53.0446857, -2.9988802 53.0447268)",,,
146519988,False,,,Brook Street,tertiary,20 mph,,False,24.792,"LINESTRING (-2.9969828 53.0447755, -2.9966158 53.0448076)",,,
4379668,False,,,Lea Road,unclassified,20 mph,,False,154.28799999999998,"LINESTRING (-2.9969828 53.0447755, -2.9969007 53.0446062, -2.9968759 53.0445551, -2.9966889 53.0443713, -2.9966164 53.0442651, -2.9966158 53.0435752, -2.9966138 53.0434725, -2.9966131 53.0434374)",,,
145232836,False,,,Pentrefelin,tertiary,20 mph,,True,123.64500000000001,"LINESTRING (-2.9969828 53.0447755, -2.9971198 53.0447713, -2.9972727 53.0447747, -2.9976238 53.0447871, -2.998809 53.0449267)",,,
4379668,False,,,Lea Road,unclassified,20 mph,,True,154.288,"LINESTRING (-2.9966131 53.0434374, -2.9966138 53.0434725, -2.9966158 53.0435752, -2.9966164 53.0442651, -2.9966889 53.0443713, -2.9968759 53.0445551, -2.9969007 53.0446062, -2.9969828 53.0447755)",,,
34853588,False,2,A525,Salop Road,primary,20 mph,,True,79.723,"LINESTRING (-2.9904204 53.0422465, -2.9901894 53.0425417, -2.9900193 53.0427176, -2.9898628 53.0428795)",,,
145232842,False,,B5446,St. Giles Way,secondary,20 mph,,False,125.412,"LINESTRING (-2.9904204 53.0422465, -2.9907227 53.0423243, -2.9912512 53.0424806, -2.9914294 53.0425306, -2.9918073 53.0426702, -2.9920653 53.0427819)",,,
4378721,False,,,Tuttle Street,unclassified,20 mph,,False,162.418,"LINESTRING (-2.9920653 53.0427819, -2.9919564 53.0428765, -2.9919296 53.0429082, -2.9919152 53.0429461, -2.9919003 53.0430048, -2.9918973 53.0430556, -2.991906 53.0430918, -2.9919988 53.0434776, -2.9920519 53.0436736, -2.9920426 53.0437609, -2.9919984 53.0437843, -2.99193 53.0438246, -2.9917083 53.0439553, -2.9916648 53.0440024, -2.9916132 53.0440583, -2.9915576 53.0440969)",,,
145232842,False,,B5446,St. Giles Way,secondary,20 mph,,False,248.133,"LINESTRING (-2.9920653 53.0427819, -2.992166 53.0428212, -2.9924696 53.0429502, -2.9925645 53.0429973, -2.9928469 53.0431566, -2.993242 53.0433702, -2.9935157 53.0435473, -2.9935677 53.0435976, -2.99376 53.0437837, -2.993968 53.0440171, -2.9942452 53.0442379, -2.9944362 53.044327, -2.9945712 53.04439)",,,
145232842,False,,B5446,St. Giles Way,secondary,20 mph,,True,125.412,"LINESTRING (-2.9920653 53.0427819, -2.9918073 53.0426702, -2.9914294 53.0425306, -2.9912512 53.0424806, -2.9907227 53.0423243, -2.9904204 53.0422465)",,,
4378718,True,,,Yorke Street,unclassified,20 mph,,False,77.12,"LINESTRING (-2.9916128 53.0444711, -2.9915612 53.0446568, -2.9915555 53.0447028, -2.9915302 53.0449082, -2.9915324 53.0449379, -2.9915347 53.0449686, -2.9915439 53.0450886, -2.9915747 53.0451588)",,,
4378720,True,,,Eagles Meadow,unclassified,20 mph,,False,55.851,"LINESTRING (-2.9916128 53.0444711, -2.9915427 53.0444693, -2.9911038 53.0444583, -2.9907818 53.044489)",,,
38901377,False,,,Yorke Street,unclassified,20 mph,,True,42.422999999999995,"LINESTRING (-2.9916128 53.0444711, -2.9916295 53.0443265, -2.9916166 53.0441868, -2.9915899 53.0441453, -2.9915576 53.0440969)",,,
35082331,False,,,Eagles Meadow,unclassified,20 mph,,True,26.877,"LINESTRING (-2.9905539 53.0446803, -2.9906029 53.0446555, -2.9906519 53.0446301, -2.9907205 53.0445722, -2.990769 53.0445313, -2.9907818 53.044489)",,,
34853585,True,1,,,primary,20 mph,roundabout,False,11.538,"LINESTRING (-2.9896784 53.0434673, -2.989711 53.0434742, -2.989739 53.0434863, -2.9897599 53.0435028, -2.9897722 53.0435222, -2.9897747 53.0435429)",,,
34853588,False,2,A525,Salop Road,primary,20 mph,,False,66.85,"LINESTRING (-2.9896784 53.0434673, -2.9897051 53.0432224, -2.9898146 53.0429843, -2.9898628 53.0428795)",,,
101979468,False,2,A5152,Ruabon Road,primary,20 mph,,False,69.495,"LINESTRING (-2.9963765 53.0426769, -2.9968844 53.0421316)",,,
4379667,False,,,Tenters Lane,unclassified,20 mph,,True,37.016000000000005,"LINESTRING (-2.9963765 53.0426769, -2.99651 53.0427563, -2.9967001 53.0428695, -2.99677 53.0429111)",,,
100974799,False,2,A5152,Penybryn,primary,20 mph,,True,83.02199999999999,"LINESTRING (-2.9963765 53.0426769, -2.996339 53.0427139, -2.9960092 53.0430247, -2.9956808 53.0432949)",,,
4379701,False,,,Chapel Street,tertiary,20 mph,,False,27.931,"LINESTRING (-2.9956808 53.0432949, -2.9954037 53.0431069)",,,
147190353,False,2,A5152,Bridge Street,primary,20 mph,,True,9.07,"LINESTRING (-2.9956808 53.0432949, -2.995614 53.0433659)",,,
100974799,False,2,A5152,Penybryn,primary,20 mph,,False,83.022,"LINESTRING (-2.9956808 53.0432949, -2.9960092 53.0430247, -2.996339 53.0427139, -2.9963765 53.0426769)",,,
4379666,False,,,Bellevue Court,unclassified,20 mph,,False,73.262,"LINESTRING (-2.99677 53.0429111, -2.9975402 53.0429725, -2.9976563 53.0431511)",,,
4379667,False,,,Tenters Lane,unclassified,20 mph,,False,37.016,"LINESTRING (-2.99677 53.0429111, -2.9967001 53.0428695, -2.99651 53.0427563, -2.9963765 53.0426769)",,,
4379667,False,,,Tenters Lane,unclassified,20 mph,,True,62.501000000000005,"LINESTRING (-2.99677 53.0429111, -2.9969291 53.0432284, -2.9969393 53.0432431, -2.9970764 53.0434414)",,,
4379666,False,,,Bellevue Court,unclassified,20 mph,,True,73.262,"LINESTRING (-2.9976563 53.0431511, -2.9975402 53.0429725, -2.99677 53.0429111)",,,
4379667,False,,,Tenters Lane,unclassified,20 mph,,False,62.501000000000005,"LINESTRING (-2.9970764 53.0434414, -2.9969393 53.0432431, -2.9969291 53.0432284, -2.99677 53.0429111)",,,
4379701,False,,,Chapel Street,tertiary,20 mph,,True,95.625,"LINESTRING (-2.9950273 53.0423882, -2.9950488 53.0424293, -2.9950488 53.0424839, -2.9950281 53.0425285, -2.9949073 53.0426437, -2.994898 53.0426788, -2.9948881 53.0427158, -2.9949038 53.0427683, -2.9949527 53.0428135, -2.9951946 53.0429685, -2.9953091 53.0430446, -2.9953613 53.0430794, -2.9954037 53.0431069)",,,
38901371,True,,,King Street,unclassified,20 mph,,False,60.905,"LINESTRING (-2.994979 53.0489535, -2.9950867 53.0489403, -2.9951732 53.0489083, -2.9952453 53.0488624, -2.9956152 53.0485825)",,,
189605598,False,,,Rhosddu Road,residential,20 mph,,True,57.457,"LINESTRING (-2.994979 53.0489535, -2.9949547 53.0488961, -2.9948661 53.0486355, -2.9948698 53.048444)",,,
190715407,False,,,Rhosddu Road,residential,20 mph,,False,31.947,"LINESTRING (-2.994979 53.0489535, -2.9949549 53.0490434, -2.9949743 53.0492393)",,,
189605594,True,2,,Rhosddu Road,primary,20 mph,roundabout,False,1.874,"LINESTRING (-2.9953084 53.0503739, -2.9953362 53.0503761)",,,
1172720140,True,2,,Rhosddu Road,primary,20 mph,roundabout,False,3.5060000000000002,"LINESTRING (-2.9951834 53.0504345, -2.9951914 53.0504195, -2.9952044 53.0504058)",,,
4853487,True,2,A5152,Powell Road,primary,20 mph,,False,28.023,"LINESTRING (-2.9920956 53.0501851, -2.9922814 53.0502176, -2.9924991 53.0502535)",,,
1172720137,True,2,A5152,Chester Road,primary,20 mph,roundabout,False,10.207999999999998,"LINESTRING (-2.9920956 53.0501851, -2.9921002 53.0502156, -2.9920926 53.0502459, -2.9920731 53.0502741)",,,
1172720141,True,2,A5152,Chester Road,primary,20 mph,roundabout,False,10.789000000000001,"LINESTRING (-2.9920068 53.0501066, -2.9920474 53.0501279, -2.9920776 53.0501547, -2.9920956 53.0501851)",,,
6069929,True,,,Chester Road,unclassified,20 mph,,False,13.914,"LINESTRING (-2.9918354 53.0500896, -2.9919388 53.049981)",,,
1172720136,True,2,A5152,Chester Road,primary,20 mph,roundabout,False,11.928,"LINESTRING (-2.9918354 53.0500896, -2.9918945 53.0500853, -2.9919532 53.0500912, -2.9920068 53.0501066)",,,
1172720134,True,2,,Holt Road Roundabout,primary,20 mph,roundabout,False,5.742,"LINESTRING (-2.9883525 53.0476064, -2.9882682 53.0475965)",,,
37937737,False,,,Bodhyfryd,unclassified,20 mph,,False,119.666,"LINESTRING (-2.9917209 53.0485533, -2.9915092 53.04856, -2.9913951 53.0485637, -2.9912652 53.0485722, -2.9912111 53.0485946, -2.9910541 53.0487396, -2.9910446 53.0487482, -2.9907798 53.0489881, -2.9905992 53.0491784, -2.9905385 53.0492401)",6.0,,
"[886038755, 100975637]",False,,,"['Chester Road', 'Chester Street']",unclassified,20 mph,,False,183.00300000000001,"LINESTRING (-2.9917209 53.0485533, -2.9917148 53.0484066, -2.9917243 53.048221, -2.9917365 53.0479757, -2.9918034 53.0477, -2.9918429 53.0475372, -2.9918592 53.0474702, -2.9917651 53.0471965, -2.9917019 53.0469215)",,,
"[886038755, 4867319]",False,,,Chester Road,unclassified,20 mph,,True,159.584,"LINESTRING (-2.9917209 53.0485533, -2.9917758 53.0488064, -2.9918025 53.0489296, -2.9918433 53.0491178, -2.9918856 53.0497476, -2.9919388 53.049981)",,,
6069926,True,,,Chester Road,unclassified,20 mph,,False,14.687,"LINESTRING (-2.9919388 53.049981, -2.9920068 53.0501066)",,,
"[886038755, 4867319]",False,,,Chester Road,unclassified,20 mph,,False,159.584,"LINESTRING (-2.9919388 53.049981, -2.9918856 53.0497476, -2.9918433 53.0491178, -2.9918025 53.0489296, -2.9917758 53.0488064, -2.9917209 53.0485533)",,,
189605591,True,2,A5152,Chester Road,primary,20 mph,roundabout,False,13.017999999999997,"LINESTRING (-2.9916943 53.0501648, -2.9917274 53.0501312, -2.991776 53.0501054, -2.9918354 53.0500896)",,,
145260806,True,2,A5152,Powell Road,primary,20 mph,,False,109.837,"LINESTRING (-2.9916906 53.0502529, -2.9908944 53.0502052, -2.9905264 53.0501667, -2.9902986 53.0501251, -2.9900804 53.0500786)",,,
189605591,True,2,A5152,Chester Road,primary,20 mph,roundabout,False,9.986,"LINESTRING (-2.9916906 53.0502529, -2.9916801 53.0502237, -2.9916814 53.0501937, -2.9916943 53.0501648)",,,
36960226,False,,,Lambpit Street,unclassified,20 mph,,True,44.159000000000006,"LINESTRING (-2.99235 53.0468478, -2.992219 53.0468718, -2.9921359 53.0468798, -2.9917019 53.0469215)",,,
145232837,False,,,Church Street,unclassified,20 mph,,False,45.8,"LINESTRING (-2.9930464 53.044644, -2.993123 53.0448048, -2.9932076 53.0449701, -2.9932427 53.0450386)",,,
"[146651000, 38096379]",False,,,"['Rhosddu Road', 'Argyle Street']",unclassified,20 mph,,"[False, True]",177.53899999999996,"LINESTRING (-2.9946295 53.0464586, -2.994578 53.0465537, -2.9944111 53.046893, -2.9943744 53.0469675, -2.9943577 53.04702, -2.9943701 53.047071, -2.9944092 53.0471309, -2.9945408 53.0473324, -2.9946129 53.0474587, -2.9946833 53.0477922, -2.9946906 53.0478465, -2.9947465 53.047936, -2.9948099 53.0479817)",,,
"[399506561, 32015756]",False,,,Gerald Street,residential,20 mph,,False,26.289,"LINESTRING (-2.9983983 53.0494546, -2.9986728 53.0495642, -2.9987204 53.0495897)",,destination,
32015756,False,,,Gerald Street,residential,20 mph,,True,110.43,"LINESTRING (-2.9983983 53.0494546, -2.997697 53.0491538, -2.997052 53.048879)",,,
138233910,False,2,A5152,Grosvenor Road,primary,20 mph,,True,119.953,"LINESTRING (-2.997052 53.048879, -2.9980639 53.0479881)",,,
32015756,False,,,Gerald Street,residential,20 mph,,False,110.43,"LINESTRING (-2.997052 53.048879, -2.997697 53.0491538, -2.9983983 53.0494546)",,,
138233910,False,2,A5152,Grosvenor Road,primary,20 mph,,False,171.853,"LINESTRING (-2.997052 53.048879, -2.996793 53.0491045, -2.9957822 53.0499845, -2.9956531 53.0501711)",,,
32015757,False,,,Grosvenor Gardens,residential,20 mph,,False,88.583,"LINESTRING (-2.9987204 53.0495897, -2.9989734 53.0494439, -2.9991504 53.049429, -2.9993344 53.0494656, -2.9998542 53.0496484)",,destination,
"[399506561, 32015756]",False,,,Gerald Street,residential,20 mph,,True,26.289,"LINESTRING (-2.9987204 53.0495897, -2.9986728 53.0495642, -2.9983983 53.0494546)",,destination,
32015758,False,,,Grosvenor Gardens,residential,20 mph,,False,11.191,"LINESTRING (-2.9998542 53.0496484, -2.9999298 53.0495586)",,destination,
32015757,False,,,Grosvenor Gardens,residential,20 mph,,False,126.813,"LINESTRING (-2.9998542 53.0496484, -2.9997618 53.0497501, -2.9996878 53.0497897, -2.9995757 53.0498066, -2.9995102 53.0498524, -2.9994996 53.0499087, -2.9995987 53.0500204, -2.9996554 53.0501853, -2.9995085 53.0502066, -2.9995368 53.050313, -2.9996854 53.0504385, -2.9999013 53.0504215)",,destination,
32015757,False,,,Grosvenor Gardens,residential,20 mph,,True,88.583,"LINESTRING (-2.9998542 53.0496484, -2.9993344 53.0494656, -2.9991504 53.049429, -2.9989734 53.0494439, -2.9987204 53.0495897)",,destination,
32015758,False,,,Grosvenor Gardens,residential,20 mph,,True,11.191,"LINESTRING (-2.9999298 53.0495586, -2.9998542 53.0496484)",,destination,
32211137,True,,,Grove Road,tertiary,20 mph,,False,18.931,"LINESTRING (-2.9947092 53.0507701, -2.9946124 53.0506101)",,,
32211141,True,,,Grove Road,tertiary,20 mph,,False,24.573999999999998,"LINESTRING (-2.9949211 53.0505895, -2.9948182 53.0506772, -2.9947092 53.0507701)",,,
779053093,True,2,A5152,Powell Road,primary,20 mph,,False,20.759999999999998,"LINESTRING (-2.9949211 53.0505895, -2.9947669 53.0505998, -2.9946124 53.0506101)",,,
145260806,True,2,A5152,Powell Road,primary,20 mph,,False,63.17700000000001,"LINESTRING (-2.989553 53.0498797, -2.9892309 53.049705, -2.9890206 53.0496272, -2.9889761 53.0496107, -2.9887704 53.0495796)",,,
32211149,True,,,Park Avenue,tertiary,20 mph,,False,26.024,"LINESTRING (-2.9896571 53.0501024, -2.9896415 53.0500041, -2.989553 53.0498797)",,,
145260806,True,2,A5152,Powell Road,primary,20 mph,,False,41.616,"LINESTRING (-2.9900804 53.0500786, -2.989553 53.0498797)",,,
32211149,True,,,Park Avenue,tertiary,20 mph,,False,28.703,"LINESTRING (-2.9900804 53.0500786, -2.9898203 53.0500754, -2.9896571 53.0501024)",,,
34853582,True,2,A525,Smithfield Road,primary,20 mph,,False,39.273,"LINESTRING (-2.9883569 53.0456988, -2.9882402 53.0455447, -2.9881385 53.0454755, -2.9880318 53.0454102)",,,
34887077,True,,,,primary,20 mph,circular,False,29.866,"LINESTRING (-2.9883569 53.0456988, -2.9884266 53.0456191, -2.9885605 53.0455763, -2.9887012 53.0455544)",,,
