osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,lanes,ref
97696463,Wallace Street,unclassified,,False,False,43.497,"LINESTRING (-4.4055747 55.8994657, -4.4053839 55.8995987, -4.4051545 55.8997778)",,,,
97696427,Hall Street,residential,30 mph,False,True,84.159,"LINESTRING (-4.4079253 55.9011783, -4.4087542 55.9005809)",,,,
127498970,Dumbarton Road,primary,30 mph,True,False,10.992,"LINESTRING (-4.4079253 55.9011783, -4.4080622 55.9012406)",,,2,A814
"[66974564, 66974565, 157427004]",Kilbowie Road,primary,,False,True,385.776,"LINESTRING (-4.405614 55.9015161, -4.4055929 55.9015898, -4.4054611 55.9020501, -4.4054214 55.9021889, -4.4054044 55.9022483, -4.4053834 55.9025565, -4.4053867 55.902891, -4.4053835 55.9029772, -4.4053572 55.9031279, -4.4053368 55.9032451, -4.4053029 55.9033622, -4.4052709 55.903427, -4.4051791 55.9036127, -4.4051401 55.9036916, -4.4050233 55.9039473, -4.4049349 55.9043014, -4.4048765 55.9045936, -4.4047956 55.9049442)",,yes,,A8014
"[1173669888, 157427003, 206887180, 1173669887]",Kilbowie Road,primary,,False,False,138.53799999999998,"LINESTRING (-4.405614 55.9015161, -4.4056526 55.9013831, -4.4056839 55.9012749, -4.4057136 55.9011785, -4.4058486 55.9007592, -4.4059197 55.9005313, -4.4059553 55.9004217, -4.4059984 55.900289)",,,,A8014
"[511990752, 121391103]","['Chalmers Street', 'Alexander Street']","['unclassified', 'residential']",,False,True,217.483,"LINESTRING (-4.405614 55.9015161, -4.4054638 55.9014873, -4.4054172 55.9014767, -4.4052453 55.9014375, -4.4050617 55.9013888, -4.4048202 55.9012815, -4.404712 55.9012144, -4.404732 55.9010937, -4.4047465 55.9009857, -4.4048202 55.9006825, -4.4048709 55.9004967, -4.4049394 55.900268, -4.4049656 55.9001574, -4.404987 55.9001226, -4.40502 55.9000923, -4.4050636 55.900056, -4.4050567 55.9000247, -4.4048667 55.8999293)",,,,
127498971,,residential,30 mph,False,False,6.888,"LINESTRING (-4.4079915 55.9012882, -4.4080622 55.9012406)",,,,
97696437,Miller Street,residential,,False,False,155.383,"LINESTRING (-4.4079915 55.9012882, -4.4079165 55.9014315, -4.4078262 55.9017326, -4.4077198 55.9020876, -4.4076111 55.902475, -4.407635 55.9026651)",,,,
"[206887181, 127498967]",Dumbarton Road,primary,30 mph,True,False,166.684,"LINESTRING (-4.4079915 55.9012882, -4.4065197 55.9005437, -4.40622 55.9003973, -4.4059984 55.900289)",,,2,A814
48133047,Barns Street,residential,30 mph,False,True,26.423,"LINESTRING (-4.3995521 55.9001699, -4.3991802 55.9000559)",,,2,
48133047,Barns Street,residential,30 mph,False,False,43.486000000000004,"LINESTRING (-4.3995521 55.9001699, -4.3998419 55.9002649, -4.4001512 55.9003702)",,,2,
97696450,Richmond Street,residential,30 mph,False,False,191.577,"LINESTRING (-4.3995521 55.9001699, -4.3990136 55.9006513, -4.3972235 55.9000803)",,,,
48133047,Barns Street,residential,30 mph,False,False,38.08,"LINESTRING (-4.3986391 55.899897, -4.3991802 55.9000559)",,,2,
48133047,Barns Street,residential,30 mph,False,True,65.826,"LINESTRING (-4.3986391 55.899897, -4.3981659 55.899751, -4.3977176 55.899608)",,,2,
97696461,Taylor Street,residential,30 mph,False,True,137.702,"LINESTRING (-4.3986391 55.899897, -4.3995879 55.8989302, -4.3998017 55.8989921)",,,,
97696437,Miller Street,residential,,False,True,120.774,"LINESTRING (-4.4093605 55.9028491, -4.4092425 55.9028249, -4.4090202 55.9028238, -4.4087731 55.902859, -4.4085584 55.9029069, -4.4082411 55.9029197, -4.408034 55.9028909, -4.4078972 55.9028334, -4.4077585 55.9027631, -4.4076663 55.9026899, -4.407635 55.9026651)",,,,
208048457,Miller Street,residential,,False,False,55.56400000000001,"LINESTRING (-4.4093605 55.9028491, -4.409414 55.9028233, -4.409484 55.9028149, -4.4095608 55.9028295, -4.4096033 55.9028558, -4.4096217 55.9029008, -4.409596 55.9029418, -4.4095322 55.9029703, -4.4094371 55.9029729, -4.4093668 55.9029468, -4.4093344 55.9028912, -4.4093605 55.9028491)",,,,
208048457,Miller Street,residential,,False,True,55.56399999999999,"LINESTRING (-4.4093605 55.9028491, -4.4093344 55.9028912, -4.4093668 55.9029468, -4.4094371 55.9029729, -4.4095322 55.9029703, -4.409596 55.9029418, -4.4096217 55.9029008, -4.4096033 55.9028558, -4.4095608 55.9028295, -4.409484 55.9028149, -4.409414 55.9028233, -4.4093605 55.9028491)",,,,
97696437,Miller Street,residential,,False,False,120.774,"LINESTRING (-4.407635 55.9026651, -4.4076663 55.9026899, -4.4077585 55.9027631, -4.4078972 55.9028334, -4.408034 55.9028909, -4.4082411 55.9029197, -4.4085584 55.9029069, -4.4087731 55.902859, -4.4090202 55.9028238, -4.4092425 55.9028249, -4.4093605 55.9028491)",,,,
97696437,Miller Street,residential,,False,True,155.38299999999998,"LINESTRING (-4.407635 55.9026651, -4.4076111 55.902475, -4.4077198 55.9020876, -4.4078262 55.9017326, -4.4079165 55.9014315, -4.4079915 55.9012882)",,,,
"[1150044470, 1150044471]","['Roseberry Street', 'Millerbank Street']",residential,,False,True,140.45499999999998,"LINESTRING (-4.407635 55.9026651, -4.4073831 55.9027188, -4.4070823 55.9027188, -4.4069442 55.9027049, -4.4068062 55.902691, -4.4067 55.9030521, -4.4067566 55.9031096, -4.407376 55.9031811)",,,,
4830193,Glasgow Road,primary,30 mph,True,False,73.06,"LINESTRING (-4.4051545 55.8997778, -4.4058604 55.9001445, -4.4060178 55.9002221)",,,2,A814
97696463,Wallace Street,unclassified,,False,True,43.497,"LINESTRING (-4.4051545 55.8997778, -4.4053839 55.8995987, -4.4055747 55.8994657)",,,,
97696455,Bruce Street,residential,,False,False,34.946,"LINESTRING (-4.4076747 55.9001755, -4.4075115 55.9003001, -4.4074122 55.9003514, -4.407302 55.9004083)",,,,
97696440,Centenary Court,residential,,False,True,106.022,"LINESTRING (-4.4060474 55.8997932, -4.4061637 55.8998496, -4.4062515 55.8999475, -4.4063563 55.9000105, -4.4065863 55.9000563, -4.406824 55.9001538, -4.407302 55.9004083)",,,,
201449156,,tertiary,30 mph,True,False,7.511,"LINESTRING (-4.3997409 55.9032083, -4.3997966 55.9031879, -4.3998497 55.9031825)",roundabout,,,
97696441,Dean Court,residential,30 mph,False,False,47.02,"LINESTRING (-4.3963136 55.8999665, -4.3962116 55.9000761, -4.3959647 55.9003414)",,,,
97696442,Forth Street,residential,30 mph,False,False,58.003,"LINESTRING (-4.3996288 55.8995989, -4.3991802 55.9000559)",,,,
45392371,Cochno Street,residential,30 mph,False,False,63.146,"LINESTRING (-4.3967328 55.9005771, -4.3972235 55.9000803)",,,,
97696445,Dean Street,residential,30 mph,False,False,54.586,"LINESTRING (-4.3967328 55.9005771, -4.3959647 55.9003414)",,,,
"[197572273, 45392371]","['Cochno Street', 'Stanford Street']","['residential', 'unclassified']",30 mph,False,True,405.7379999999999,"LINESTRING (-4.3967328 55.9005771, -4.396461 55.9008596, -4.3956712 55.9016758, -4.3957758 55.9017233, -4.3958925 55.9017762, -4.3968983 55.9016191, -4.3973354 55.9015425, -4.3974423 55.901526, -4.3991185 55.9012668, -4.3997378 55.901169)",,,,
97696427,Hall Street,residential,30 mph,False,False,84.159,"LINESTRING (-4.4087542 55.9005809, -4.4079253 55.9011783)",,,,
97696455,Bruce Street,residential,,False,False,37.655,"LINESTRING (-4.407302 55.9004083, -4.4069558 55.9006858)",,,,
97696440,Centenary Court,residential,,False,False,106.022,"LINESTRING (-4.407302 55.9004083, -4.406824 55.9001538, -4.4065863 55.9000563, -4.4063563 55.9000105, -4.4062515 55.8999475, -4.4061637 55.8998496, -4.4060474 55.8997932)",,,,
97696455,Bruce Street,residential,,False,True,34.946,"LINESTRING (-4.407302 55.9004083, -4.4074122 55.9003514, -4.4075115 55.9003001, -4.4076747 55.9001755)",,,,
97696461,Taylor Street,residential,30 mph,False,False,137.702,"LINESTRING (-4.3998017 55.8989921, -4.3995879 55.8989302, -4.3986391 55.899897)",,,,
97696455,Bruce Street,residential,,False,True,37.655,"LINESTRING (-4.4069558 55.9006858, -4.407302 55.9004083)",,,,
127498970,Dumbarton Road,primary,30 mph,True,False,81.56,"LINESTRING (-4.4069558 55.9006858, -4.4074488 55.9009328, -4.4079253 55.9011783)",,,2,A814
45392371,Cochno Street,residential,30 mph,False,True,63.146,"LINESTRING (-4.3972235 55.9000803, -4.3967328 55.9005771)",,,,
45392371,Cochno Street,residential,30 mph,False,False,60.884,"LINESTRING (-4.3972235 55.9000803, -4.3974544 55.8998593, -4.397459 55.8998549, -4.3977176 55.899608)",,,,
97696450,Richmond Street,residential,30 mph,False,True,191.577,"LINESTRING (-4.3972235 55.9000803, -4.3990136 55.9006513, -4.3995521 55.9001699)",,,,
97696445,Dean Street,residential,30 mph,False,True,54.586,"LINESTRING (-4.3959647 55.9003414, -4.3967328 55.9005771)",,,,
97696441,Dean Court,residential,30 mph,False,True,47.02,"LINESTRING (-4.3959647 55.9003414, -4.3962116 55.9000761, -4.3963136 55.8999665)",,,,
48133047,Barns Street,residential,30 mph,False,False,26.423,"LINESTRING (-4.3991802 55.9000559, -4.3995521 55.9001699)",,,2,
48133047,Barns Street,residential,30 mph,False,True,38.08,"LINESTRING (-4.3991802 55.9000559, -4.3986391 55.899897)",,,2,
97696442,Forth Street,residential,30 mph,False,True,58.003,"LINESTRING (-4.3991802 55.9000559, -4.3996288 55.8995989)",,,,
201449155,,tertiary,30 mph,True,False,11.099999999999998,"LINESTRING (-4.3997105 55.9033011, -4.3996987 55.9032604, -4.3997121 55.9032318, -4.3997229 55.9032182, -4.3997409 55.9032083)",roundabout,,,
102332602,Dumbarton Road,primary,30 mph,False,False,206.09099999999998,"LINESTRING (-4.408943 55.9016832, -4.4091506 55.9017749, -4.4093129 55.9018538, -4.4102135 55.9023071, -4.4110346 55.9027237, -4.4111791 55.9027954, -4.4114292 55.9029039)",,,2,A814
127498966,Dumbarton Road,primary,30 mph,True,False,73.916,"LINESTRING (-4.408943 55.9016832, -4.4086866 55.9015926, -4.4084215 55.9014879, -4.4079915 55.9012882)",,,,A814
97696456,,tertiary,30 mph,False,False,168.156,"LINESTRING (-4.398943 55.9047701, -4.3991347 55.9045877, -4.3992687 55.9043505, -4.399406 55.904044, -4.3995196 55.9037688, -4.3996332 55.9035782, -4.3998002 55.9033439)",,,2,
"[97696456, 4830194, 97696428]",,tertiary,30 mph,False,True,154.73499999999999,"LINESTRING (-4.398943 55.9047701, -4.3985968 55.9050223, -4.3984229 55.9051329, -4.3981578 55.9052731, -4.3977931 55.9054807, -4.3975656 55.9057027, -4.3975219 55.9058752)",,yes,2,
118929623,Seaforth Road,unclassified,,False,True,136.738,"LINESTRING (-4.398943 55.9047701, -4.399021 55.9047949, -4.3992463 55.9048851, -4.4006179 55.9055618)",,,,
118929639,Abbotsford Road,unclassified,,False,True,170.41199999999998,"LINESTRING (-4.4031536 55.9019725, -4.403081 55.9019917, -4.4028916 55.9020418, -4.4026984 55.9020328, -4.4025456 55.9020132, -4.4024356 55.9019651, -4.4023936 55.9019186, -4.402482 55.9015764, -4.4026126 55.9010704, -4.4026576 55.9008859)",,,,
118929632,Abbotsford Road,unclassified,,False,False,102.68299999999999,"LINESTRING (-4.4026576 55.9008859, -4.4025697 55.9008749, -4.4024499 55.9008675, -4.4023471 55.9008569, -4.4021629 55.9008405, -4.4010382 55.9007185)",,,,
118929639,Abbotsford Road,unclassified,,False,False,170.41200000000003,"LINESTRING (-4.4026576 55.9008859, -4.4026126 55.9010704, -4.402482 55.9015764, -4.4023936 55.9019186, -4.4024356 55.9019651, -4.4025456 55.9020132, -4.4026984 55.9020328, -4.4028916 55.9020418, -4.403081 55.9019917, -4.4031536 55.9019725)",,,,
118929639,Abbotsford Road,unclassified,,False,True,66.422,"LINESTRING (-4.4026576 55.9008859, -4.4027155 55.900648, -4.4027423 55.9005818, -4.4028111 55.9004854, -4.4028996 55.9003697, -4.4029542 55.9003185)",,,,
118929632,Abbotsford Road,unclassified,,False,True,102.683,"LINESTRING (-4.4010382 55.9007185, -4.4021629 55.9008405, -4.4023471 55.9008569, -4.4024499 55.9008675, -4.4025697 55.9008749, -4.4026576 55.9008859)",,,,
118929623,Seaforth Road,unclassified,,False,False,94.122,"LINESTRING (-4.4017515 55.906121, -4.4015537 55.9060231, -4.4014835 55.9059883, -4.4007704 55.9056372, -4.4006179 55.9055618)",,,,
45392371,Cochno Street,residential,30 mph,False,True,55.661,"LINESTRING (-4.3986564 55.8986524, -4.3986222 55.898694, -4.398233 55.899093)",,,,
118929635,Coldstream Road,unclassified,30 mph,False,False,109.248,"LINESTRING (-4.4017167 55.9034612, -4.4014708 55.9034303, -4.4013223 55.9034146, -4.4010343 55.9033865, -4.4006793 55.9033552, -4.4001207 55.9033003, -4.400001 55.9032709)",,,,
"[97696432, 121391098]","['Hume Street', 'Chalmers Street']","['unclassified', 'residential']",,False,False,66.57499999999999,"LINESTRING (-4.4029542 55.9003185, -4.4029969 55.9003272, -4.4030449 55.9002943, -4.4030774 55.9002771, -4.4034869 55.9000604, -4.4035803 55.90001, -4.4037322 55.8999293)",,,,
"[97696432, 781158379]",Chalmers Street,unclassified,,False,True,104.699,"LINESTRING (-4.4029542 55.9003185, -4.4027032 55.900262, -4.4024059 55.9001951, -4.4020712 55.9001198, -4.4019185 55.9000894, -4.4015012 55.9000108, -4.4013793 55.8999935)",,,,
