osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,ref,name,geometry,bridge,access,tunnel
"[626293897, 1155140101, 506147149, 10241621]",True,2,trunk,30 mph,,False,67.18799999999999,A232,The Croydon Flyover,"LINESTRING (-0.0968438 51.3707714, -0.0970802 51.370793, -0.0971477 51.3708, -0.0972123 51.3708041, -0.0972953 51.3708048, -0.0973694 51.3708015, -0.0974944 51.3707965, -0.0978071 51.3707871)",,,
143518476,False,,unclassified,,,False,21.017,,Church Street,"LINESTRING (-0.1017174 51.3735422, -0.1020135 51.3735027)",,,
13799746,True,,primary,,,False,91.42,A212,Park Lane,"LINESTRING (-0.0968534 51.3715752, -0.0968547 51.3717199, -0.0968501 51.3717855, -0.0967933 51.3720807, -0.0967839 51.3721263, -0.0967641 51.3722574, -0.0967432 51.3723936)",,,
183995412,True,3,trunk,30 mph,circular,False,46.346,,,"LINESTRING (-0.0968534 51.3715752, -0.0967811 51.3717212, -0.0967465 51.371765, -0.0967157 51.3717919, -0.0966717 51.3718141, -0.0966166 51.3718295, -0.09657 51.3718397, -0.0965112 51.3718429, -0.0964453 51.3718383)",,,
220007298,True,2,trunk,30 mph,,False,57.242000000000004,A232,The Croydon Flyover,"LINESTRING (-0.0977297 51.3709183, -0.0972905 51.370941, -0.0972217 51.37095, -0.0971447 51.370968, -0.0971013 51.3709847, -0.0970427 51.3710181, -0.0969869 51.3710707)",,,
220007295,True,4,trunk,30 mph,circular,False,56.859,,,"LINESTRING (-0.0969869 51.3710707, -0.0968943 51.3714173, -0.0968534 51.3715752)",,,
"[15238827, 10423884]",True,2,trunk,30 mph,,False,193.849,A232,The Croydon Flyover,"LINESTRING (-0.1004971 51.3706917, -0.1002817 51.3707132, -0.1000613 51.3707301, -0.0998485 51.3707443, -0.0996196 51.3707601, -0.0992117 51.3707889, -0.0987038 51.3708241, -0.0982907 51.3708526, -0.0981408 51.3708668, -0.0977297 51.3709183)",yes,,
451696514,True,3,trunk,30 mph,circular,False,40.861999999999995,,,"LINESTRING (-0.0963998 51.3718218, -0.0963614 51.3717908, -0.0963333 51.3717572, -0.0962946 51.3716958, -0.0962642 51.3716345, -0.0962472 51.3715909, -0.096235 51.3715336, -0.0962283 51.3714762)",,,
10378192,True,1,tertiary,,,False,41.173,,Edridge Road,"LINESTRING (-0.0978071 51.3707871, -0.0980468 51.3707332, -0.0981597 51.3707151, -0.0983777 51.3706896)",,,
"[220007300, 10423893]",True,2,trunk,30 mph,,False,197.356,A232,The Croydon Flyover,"LINESTRING (-0.0978071 51.3707871, -0.0980567 51.3707763, -0.0983013 51.3707655, -0.098542 51.3707516, -0.0991451 51.3707131, -0.0996081 51.3706804, -0.0998007 51.3706663, -0.1000157 51.3706514, -0.1002508 51.3706327, -0.1004051 51.370618, -0.1006314 51.370591)",yes,,
"[10423866, 15238829, 10423863]",True,"['1', '2']",trunk,40 mph,,False,556.678,A232,The Croydon Flyover,"LINESTRING (-0.1006314 51.370591, -0.1007666 51.3705732, -0.1009269 51.3705453, -0.101076 51.3705175, -0.1012348 51.3704815, -0.1014023 51.3704377, -0.1015627 51.3703873, -0.1017013 51.3703356, -0.1018349 51.3702809, -0.1019852 51.3702118, -0.1021107 51.3701462, -0.1022448 51.3700689, -0.1023614 51.369992, -0.1024927 51.3699001, -0.1026068 51.3698124, -0.1027271 51.3697107, -0.1028483 51.369602, -0.1030892 51.3693767, -0.1033424 51.3691357, -0.1034862 51.3690003, -0.1035962 51.3689007, -0.1036876 51.3688213, -0.1037984 51.3687369, -0.103985 51.3686117, -0.1041035 51.368538, -0.1042655 51.3684441, -0.1044007 51.3683718, -0.1045276 51.3683092, -0.1046649 51.3682474, -0.1048147 51.3681846, -0.1049056 51.3681514, -0.1049906 51.3681201, -0.1051628 51.3680662, -0.1053344 51.3680185, -0.1055097 51.3679754, -0.1056491 51.3679436, -0.1058039 51.367914, -0.1059848 51.3678859, -0.1061803 51.3678628, -0.1064101 51.3678428, -0.1066278 51.3678322, -0.1068871 51.3678164)",yes,,
"[162153761, 163028351]",True,,primary_link,,,False,274.945,,Pump Pail South,"LINESTRING (-0.1006314 51.370591, -0.1007605 51.3705419, -0.1008367 51.3705205, -0.1009178 51.3705007, -0.1010727 51.3704571, -0.1012586 51.3703962, -0.1016112 51.3702787, -0.1017273 51.3702349, -0.1018227 51.3701943, -0.1019466 51.3701367, -0.1020647 51.3700735, -0.1021673 51.3700124, -0.1022575 51.3699551, -0.1023544 51.3698869, -0.1024812 51.369786, -0.1026189 51.3696715, -0.1029308 51.3693873, -0.1032619 51.3690666, -0.1032897 51.369028, -0.1033076 51.3689845, -0.1033233 51.368895)",yes,,
"[4040803, 1064022981]",False,3,tertiary,,,False,24.641000000000002,,High Street,"LINESTRING (-0.100061 51.3705518, -0.1000719 51.3705791, -0.1000861 51.3706162, -0.1001031 51.3706634, -0.1001294 51.3707363, -0.1001266 51.3707571, -0.1001201 51.3707677)",,,
"[1064022985, 1064022986, 1064022987]",False,2,tertiary,20 mph,,False,88.706,,High Street,"LINESTRING (-0.100061 51.3705518, -0.0999977 51.3703476, -0.0999598 51.3702306, -0.0999108 51.3700605, -0.099853 51.3698151, -0.0998395 51.3697663)",,,
201338107,True,,tertiary,,,False,117.978,,Edridge Road,"LINESTRING (-0.0983777 51.3706896, -0.0997543 51.3705953, -0.0998481 51.3705851, -0.100061 51.3705518)",,,
230546203,True,,primary,30 mph,roundabout,False,23.701999999999998,,,"LINESTRING (-0.1033233 51.368895, -0.1033058 51.3688435, -0.1032958 51.3687774, -0.1032883 51.3686834)",,,
11787056,False,2,primary,30 mph,,False,65.852,A236,Southbridge Road,"LINESTRING (-0.1026752 51.3677528, -0.1021059 51.3672791)",,,
11787056,False,2,primary,30 mph,,True,49.961,A236,Southbridge Road,"LINESTRING (-0.1026752 51.3677528, -0.1027128 51.367796, -0.1027565 51.3678677, -0.1028229 51.3679644, -0.1028425 51.3679981, -0.1028645 51.3680457, -0.1028784 51.3680829, -0.1028776 51.3681026, -0.1028723 51.3681231, -0.102857 51.3681764)",,,
11787056,False,2,primary,30 mph,,False,21.972,A236,Southbridge Road,"LINESTRING (-0.1021059 51.3672791, -0.1019104 51.3671237)",,,
11787056,False,2,primary,30 mph,,True,65.852,A236,Southbridge Road,"LINESTRING (-0.1021059 51.3672791, -0.1026752 51.3677528)",,,
758009145,False,,primary,30 mph,,True,5.535,A212,Coombe Road,"LINESTRING (-0.0972979 51.3673418, -0.0973726 51.3673592)",,,
758009145,False,,primary,30 mph,,False,66.223,A212,Coombe Road,"LINESTRING (-0.0972979 51.3673418, -0.0971357 51.367304, -0.0969561 51.3672707, -0.0967028 51.3672427, -0.0965254 51.3672339, -0.0964722 51.3672351, -0.0963672 51.3672357)",,,
26596791,False,,residential,20 mph,,True,37.304,,Drayton Road,"LINESTRING (-0.1046268 51.3751745, -0.1047702 51.3752462, -0.1048436 51.3752947, -0.1050131 51.3754067)",,,
"[596701405, 708128094]",True,,unclassified,20 mph,,False,48.753,,Tamworth Road,"LINESTRING (-0.1046268 51.3751745, -0.104452 51.375309, -0.1044012 51.3753442, -0.1043562 51.3753702, -0.1042418 51.3754315, -0.1041379 51.3754872)",,,
13799912,True,,unclassified,,,False,21.259,,Park Lane,"LINESTRING (-0.0967367 51.3724284, -0.0967607 51.3724741, -0.0967754 51.3726169)",,,
1064022985,False,2,tertiary,20 mph,,True,48.546,,High Street,"LINESTRING (-0.0997167 51.3693365, -0.0998395 51.3697663)",,,
167402157,False,,residential,20 mph,,True,51.084999999999994,,Meadow Stile,"LINESTRING (-0.0997167 51.3693365, -0.1001638 51.3692552, -0.1003973 51.3691703)",,,
"[1064022984, 1064022985, 1064022983]",False,2,tertiary,20 mph,,False,75.531,,High Street,"LINESTRING (-0.0997167 51.3693365, -0.0996992 51.3692906, -0.0995903 51.3690051, -0.0995808 51.3689802, -0.0995326 51.3688537, -0.0994627 51.368676)",,,
306733793,True,,primary,40 mph,,False,30.702,A236,Roman Way,"LINESTRING (-0.1064742 51.3742009, -0.10653 51.373927)",,,
15238746,True,,tertiary,20 mph,,False,35.863,,,"LINESTRING (-0.1064742 51.3742009, -0.1063915 51.3740007, -0.1063611 51.3739424, -0.106317 51.3738954)",,,
306733793,True,,primary,40 mph,,False,28.784,A236,Roman Way,"LINESTRING (-0.10653 51.373927, -0.1065835 51.3736703)",,,
15238755,True,,tertiary_link,20 mph,,False,15.197,,,"LINESTRING (-0.10653 51.373927, -0.1064378 51.3739133, -0.106317 51.3738954)",,,
"[85419297, 186766207]",True,,primary,40 mph,,False,217.51500000000001,A236,"['Roman Way', 'Old Town']","LINESTRING (-0.1067791 51.3729499, -0.1068465 51.3725771, -0.1068592 51.3724594, -0.1068641 51.372414, -0.1068661 51.3722937, -0.1068617 51.372138, -0.1068392 51.3719857, -0.1067917 51.3718399, -0.1067357 51.3717094, -0.1066007 51.3714624, -0.1062959 51.3710616)",,,
186766207,True,,primary,40 mph,,False,130.05,A236,Old Town,"LINESTRING (-0.1053728 51.36998, -0.1051759 51.3697638, -0.1048926 51.3694959, -0.1046225 51.3692513, -0.104547 51.3691924, -0.1044974 51.369156, -0.1044404 51.3691265, -0.1043611 51.3691002, -0.1042444 51.3690745)",,,
"[708386264, 199810842, 186648309]",False,,residential,20 mph,,True,246.478,,"['Church Road', 'Salem Place']","LINESTRING (-0.1053728 51.36998, -0.1052969 51.3700081, -0.1051784 51.370032, -0.1046574 51.3700074, -0.1044618 51.3699813, -0.1043187 51.369941, -0.1042064 51.3698734, -0.1039057 51.3695331, -0.1038283 51.369437, -0.103751 51.3693783, -0.1036651 51.3693641, -0.1035451 51.3694016, -0.1032425 51.3696654, -0.1031851 51.369744, -0.1031848 51.3698107, -0.1032361 51.3699621, -0.1032704 51.3700532)",,,
4038743,True,,primary,30 mph,roundabout,False,33.101,,,"LINESTRING (-0.1042444 51.3690745, -0.1041907 51.3690863, -0.104132 51.369092, -0.1038521 51.3691078, -0.1037727 51.3691062)",,,
15238946,True,1,tertiary,,,False,48.800999999999995,,Rectory Grove,"LINESTRING (-0.1070298 51.3727483, -0.1071009 51.3728345, -0.1071419 51.3728969, -0.1071834 51.3729421, -0.1073027 51.3730237, -0.1074398 51.3730958)",,,
186766208,True,,primary,40 mph,,False,30.706,A236,Roman Way,"LINESTRING (-0.1070298 51.3727483, -0.1069877 51.3729445, -0.1069699 51.3730219)",,,
25772628,True,2,primary,40 mph,,False,29.076999999999998,A236,Roman Way,"LINESTRING (-0.1069699 51.3730219, -0.1069457 51.3731458, -0.1069375 51.3732039, -0.1069423 51.3732822)",,,
140546671,True,1,tertiary,,,False,15.545,,Rectory Grove,"LINESTRING (-0.1069699 51.3730219, -0.1068833 51.3729968, -0.1067791 51.3729499)",,,
306733793,True,,primary,40 mph,,False,81.27000000000001,A236,Roman Way,"LINESTRING (-0.1065835 51.3736703, -0.1066471 51.3734687, -0.1067084 51.3732551, -0.1067455 51.3731069, -0.1067589 51.3730531, -0.1067791 51.3729499)",,,
199810865,False,,tertiary,20 mph,,False,13.444,,,"LINESTRING (-0.1061915 51.3738516, -0.1059989 51.3738388)",,,
15238763,True,,tertiary,20 mph,,False,34.907,,,"LINESTRING (-0.1061915 51.3738516, -0.1062769 51.3738335, -0.1063424 51.3738196, -0.1064742 51.3737607, -0.1065835 51.3736703)",,,
199810865,False,,tertiary,20 mph,,True,13.444,,,"LINESTRING (-0.1059989 51.3738388, -0.1061915 51.3738516)",,,
25772609,True,2,tertiary,20 mph,,False,18.211,,Reeves Corner,"LINESTRING (-0.1059989 51.3738388, -0.1059177 51.3738581, -0.1058823 51.3738632, -0.1058313 51.3738736, -0.105791 51.373886, -0.105757 51.3738998)",,,
"[157091146, 353947958]",False,,unclassified,,,False,103.12899999999999,,Church Street,"LINESTRING (-0.1055601 51.3735828, -0.1058754 51.3733031, -0.1063028 51.3729073, -0.106417 51.372826)",,,
157600801,True,4,tertiary,20 mph,,False,18.951999999999998,,Reeves Corner,"LINESTRING (-0.1055601 51.3735828, -0.1056123 51.373591, -0.1056567 51.3736178, -0.1057374 51.3737022)",,,
"[271880210, 15238812]",True,,unclassified,20 mph,,False,143.679,,Charles Street,"LINESTRING (-0.1025245 51.3711967, -0.1025126 51.3713269, -0.1024792 51.3715078, -0.1024916 51.3716374, -0.1025501 51.3717361, -0.1026782 51.3718638, -0.1027671 51.3719125, -0.1028439 51.3719149, -0.1029221 51.3719378, -0.1029634 51.3719428, -0.103002 51.3719444, -0.1035103 51.3719083, -0.1035809 51.3719282)",,,
45515018,False,,residential,20 mph,,True,110.02699999999999,,Halstead Close,"LINESTRING (-0.1025245 51.3711967, -0.1028819 51.3712029, -0.1030451 51.3712626, -0.1030616 51.3714735, -0.1031155 51.3716107, -0.1031934 51.3717458, -0.1034367 51.3717358)",,,
186648307,False,,residential,20 mph,,False,55.068,,Scarbrook Road,"LINESTRING (-0.1021715 51.3707965, -0.1026687 51.3704106)",,,
15238812,True,,unclassified,20 mph,,False,53.937,,Charles Street,"LINESTRING (-0.1021715 51.3707965, -0.1023435 51.3708837, -0.1024651 51.370971, -0.1025198 51.371078, -0.1025245 51.3711967)",,,
"[986652218, 15238870]",False,,residential,20 mph,,False,34.543,,Wandle Road,"LINESTRING (-0.1021715 51.3707965, -0.1018525 51.3706079, -0.1018169 51.3705791)",,,
186648308,False,,residential,20 mph,,False,61.148,,Wandle Road,"LINESTRING (-0.1018169 51.3705791, -0.1017053 51.3703783, -0.1015415 51.3700568)",,,
"[986652218, 15238870]",False,,residential,20 mph,,True,34.543,,Wandle Road,"LINESTRING (-0.1018169 51.3705791, -0.1018525 51.3706079, -0.1021715 51.3707965)",,,
167402154,True,,residential,20 mph,,False,96.57,,Laud Street,"LINESTRING (-0.1011593 51.3694936, -0.1007913 51.3695801, -0.1005762 51.3696306, -0.1003284 51.3696765, -0.1002845 51.3696846, -0.0998395 51.3697663)",,,
167402162,True,,residential,20 mph,,False,67.757,,Wandle Road,"LINESTRING (-0.1011593 51.3694936, -0.1009631 51.3692368, -0.1007803 51.3690176, -0.100729 51.3689468)",,,
27571459,True,,residential,20 mph,,False,128.15,,Queen Street,"LINESTRING (-0.100729 51.3689468, -0.1023458 51.3683906)",,,
167402164,True,,residential,20 mph,,False,75.01,,Wandle Road,"LINESTRING (-0.1004438 51.3682962, -0.1005356 51.3684923, -0.1006285 51.3687096, -0.100729 51.3689468)",,,
"[758008179, 167402165]",True,,residential,20 mph,,False,75.841,,West Street,"LINESTRING (-0.1004438 51.3682962, -0.0998004 51.3684138, -0.0995848 51.368455, -0.099544 51.3684718, -0.0994014 51.3684959)",,,
"[15238858, 986652213]",False,,residential,20 mph,,False,56.92400000000001,,Whitgift Street,"LINESTRING (-0.100185 51.3708762, -0.1002664 51.3708642, -0.1004419 51.3708384, -0.1007694 51.3707932, -0.1009828 51.3707581)",,,
987031679,False,,unclassified,20 mph,,False,12.907,,High Street,"LINESTRING (-0.100185 51.3708762, -0.1001739 51.3708486, -0.1001629 51.3708294, -0.1001465 51.3708055, -0.1001201 51.3707677)",,,
15238934,False,,residential,20 mph,,False,13.6,,Scarbrook Road,"LINESTRING (-0.1004211 51.3717486, -0.1005831 51.3717867, -0.1006059 51.3717869)",,,
"[1086561698, 987034276, 742972362, 1155143379, 1167820281, 1167820282, 271880219, 271880221]",True,1,unclassified,20 mph,,False,100.545,,High Street,"LINESTRING (-0.1004211 51.3717486, -0.1004238 51.3717157, -0.1004242 51.3716905, -0.1003996 51.3716537, -0.1003988 51.3715964, -0.1003958 51.3715876, -0.1003908 51.3715625, -0.1003882 51.37154, -0.1004162 51.3714936, -0.1003829 51.3713915, -0.1003481 51.3712911, -0.1003224 51.3712269, -0.1002657 51.3710852, -0.1002511 51.3710486, -0.1001992 51.3710082, -0.1001908 51.3709867, -0.1001847 51.370969, -0.1001752 51.3709313, -0.100185 51.3708762)",,,
186648307,False,,residential,20 mph,,False,41.313,,Scarbrook Road,"LINESTRING (-0.1026687 51.3704106, -0.1030639 51.3701328)",,,
186648307,False,,residential,20 mph,,True,55.068,,Scarbrook Road,"LINESTRING (-0.1026687 51.3704106, -0.1021715 51.3707965)",,,
138839248,False,,residential,20 mph,,True,61.462,,Mann Close,"LINESTRING (-0.1026687 51.3704106, -0.1028037 51.3704908, -0.1028685 51.3705489, -0.1029539 51.3709106)",,,
186648307,False,,residential,20 mph,,True,41.313,,Scarbrook Road,"LINESTRING (-0.1030639 51.3701328, -0.1026687 51.3704106)",,,
