osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction,access
28270637,,Cecil Road,residential,,False,True,224.11399999999998,"LINESTRING (-1.9251893 54.5485925, -1.9250698 54.5480834, -1.9250788 54.5480264, -1.9251142 54.5479668, -1.9251636 54.5479222, -1.9252337 54.5478878, -1.9256611 54.5477705, -1.9257618 54.5477287, -1.9262325 54.5474659, -1.9269014 54.5470759)",,,,
28270638,,Woodside,residential,,False,False,54.925,"LINESTRING (-1.9251893 54.5485925, -1.9253966 54.5485926, -1.9255874 54.5486062, -1.9259925 54.5487226)",,,,
34116280,,Wellington Road,residential,,False,False,57.491,"LINESTRING (-1.9251893 54.5485925, -1.9249434 54.5486445, -1.9246993 54.5487478, -1.9244757 54.5488866)",,,,
28270638,,Woodside,residential,,False,False,34.845,"LINESTRING (-1.9259925 54.5487226, -1.9262806 54.5488573, -1.9263935 54.5489312)",,,,
28270638,,Woodside,residential,,False,True,54.925,"LINESTRING (-1.9259925 54.5487226, -1.9255874 54.5486062, -1.9253966 54.5485926, -1.9251893 54.5485925)",,,,
117869277,,Woodside,living_street,,False,True,34.836,"LINESTRING (-1.9263935 54.5489312, -1.9268104 54.548732)",,,,
28270638,,Woodside,residential,,False,True,34.845,"LINESTRING (-1.9263935 54.5489312, -1.9262806 54.5488573, -1.9259925 54.5487226)",,,,
28270640,,Coronation Street,residential,30 mph,False,True,107.382,"LINESTRING (-1.9186894 54.5486408, -1.9177737 54.5483273, -1.9177353 54.5483183, -1.9174233 54.5482452, -1.9173207 54.5482329, -1.917211 54.5482596)",,,,
28270641,,Baliol Street,residential,,False,False,13.821,"LINESTRING (-1.9221509 54.5459391, -1.9222711 54.546042)",,,,
30667510,A67,Galgate,trunk,30 mph,False,True,55.355,"LINESTRING (-1.9221509 54.5459391, -1.9214371 54.5462155)",2,,,
30667510,A67,Galgate,trunk,30 mph,False,False,53.714,"LINESTRING (-1.9221509 54.5459391, -1.9225199 54.5457951, -1.9228411 54.5456688)",2,,,
28270634,,Vere Road,residential,,False,False,56.111,"LINESTRING (-1.9232317 54.5469267, -1.9225355 54.5472293)",,,,
380588920,,Baliol Street,residential,,False,True,116.259,"LINESTRING (-1.9232317 54.5469267, -1.9222711 54.546042)",,,,
28270634,,Vere Road,residential,,False,True,63.686,"LINESTRING (-1.9232317 54.5469267, -1.9239733 54.5466292, -1.9240438 54.5466009)",,,,
1157782904,,Marshall Street,residential,20 mph,False,True,115.759,"LINESTRING (-1.9240438 54.5466009, -1.9229794 54.5457627)",,,,
28270634,,Vere Road,residential,,False,False,63.686,"LINESTRING (-1.9240438 54.5466009, -1.9239733 54.5466292, -1.9232317 54.5469267)",,,,
28270634,,Vere Road,residential,,False,True,184.24,"LINESTRING (-1.9240438 54.5466009, -1.9250753 54.546193, -1.9254733 54.5460356, -1.9259046 54.5458448, -1.9260969 54.545769, -1.9263813 54.5456492)",,,,
28270643,,Dene Road,residential,,False,True,72.051,"LINESTRING (-1.9270049 54.5477122, -1.9269935 54.5472258, -1.9269606 54.5471318, -1.9269014 54.5470759)",,,,
28270645,,Marwood Cottages,residential,,False,True,37.826,"LINESTRING (-1.9271623 54.5453169, -1.9270854 54.5453302, -1.9269539 54.5454399, -1.9267562 54.5455515)",,,,
26730692,,Queen Street,unclassified,,False,False,48.159,"LINESTRING (-1.9217448 54.543907, -1.9217447 54.5434739)",,,,
"[30650945, 223416545, 30650944]",,"['George Street', 'Hall Street', 'Ware Street']",residential,,False,"[False, True]",138.406,"LINESTRING (-1.9217448 54.543907, -1.9225361 54.5438463, -1.9224985 54.543672, -1.9224851 54.5434962, -1.9217447 54.5434739)",,,,
26730692,,Queen Street,unclassified,,False,True,66.143,"LINESTRING (-1.9217448 54.543907, -1.9217459 54.5439474, -1.9217478 54.544016, -1.9217505 54.5441731, -1.9217612 54.5444796, -1.9217544 54.5445014)",,,,
26730692,,Queen Street,unclassified,,False,True,48.159,"LINESTRING (-1.9217447 54.5434739, -1.9217448 54.543907)",,,,
"[30650944, 30650945, 223416545]",,"['Ware Street', 'Hall Street', 'George Street']",residential,,False,"[False, True]",138.406,"LINESTRING (-1.9217447 54.5434739, -1.9224851 54.5434962, -1.9224985 54.543672, -1.9225361 54.5438463, -1.9217448 54.543907)",,,,
65276906,,Queen Street,unclassified,,False,False,70.341,"LINESTRING (-1.9217447 54.5434739, -1.9218541 54.5429188, -1.9218803 54.5428465)",,,,
380604108,,Victoria Road,unclassified,,False,True,16.333,"LINESTRING (-1.9220076 54.5445034, -1.9217544 54.5445014)",,,,
26730689,,King Street,residential,20 mph,False,False,73.013,"LINESTRING (-1.9221287 54.5451938, -1.9214098 54.5446866)",,,,
26730689,,King Street,residential,20 mph,False,True,70.008,"LINESTRING (-1.9221287 54.5451938, -1.9228411 54.5456688)",,,,
"[225378000, 117907267]",,,unclassified,,False,True,145.78300000000002,"LINESTRING (-1.9221287 54.5451938, -1.9229172 54.5448201, -1.9230159 54.5448708, -1.9231519 54.5449381, -1.9233452 54.5450067, -1.9236578 54.5451656, -1.923845 54.5452934)",,,,
30650956,,Victoria Road,residential,,False,True,95.232,"LINESTRING (-1.920464 54.5463248, -1.9194813 54.5456856)",,,,
26730690,,Victoria Road,unclassified,,False,True,49.022,"LINESTRING (-1.9200229 54.5453763, -1.9194813 54.5456856)",,,,
26730690,,Victoria Road,unclassified,,False,False,76.869,"LINESTRING (-1.9200229 54.5453763, -1.9204435 54.5450975, -1.9208761 54.5448976)",,,,
30650964,,Albert Close,residential,,False,False,69.625,"LINESTRING (-1.9200229 54.5453763, -1.9195049 54.5451437, -1.9191738 54.5452977)",,,,
26730690,,Victoria Road,unclassified,,False,False,41.659,"LINESTRING (-1.9208761 54.5448976, -1.9214098 54.5446866)",,,,
26730690,,Victoria Road,unclassified,,False,True,76.869,"LINESTRING (-1.9208761 54.5448976, -1.9204435 54.5450975, -1.9200229 54.5453763)",,,,
30650966,,Victoria Road,residential,,False,False,66.098,"LINESTRING (-1.9208761 54.5448976, -1.9204933 54.5447984, -1.9199467 54.5446473)",,,,
30650966,,Victoria Road,residential,,False,True,66.098,"LINESTRING (-1.9199467 54.5446473, -1.9204933 54.5447984, -1.9208761 54.5448976)",,,,
30650968,,Victoria Road,residential,,False,True,27.472,"LINESTRING (-1.9213428 54.5444314, -1.9217371 54.5445248)",,,,
26730693,,Birch Road,unclassified,,False,False,18.699,"LINESTRING (-1.9210729 54.5427503, -1.9207932 54.5427061)",,,,
30650973,,Victoria Court,residential,,False,False,16.189,"LINESTRING (-1.9210729 54.5427503, -1.9211182 54.5426071)",,,,
26730693,,Birch Road,unclassified,,False,True,26.099,"LINESTRING (-1.9210729 54.5427503, -1.9212107 54.5427666, -1.9214676 54.5428018)",,,,
30650973,,Victoria Court,residential,,False,True,16.189,"LINESTRING (-1.9211182 54.5426071, -1.9210729 54.5427503)",,,,
4680546,,Newgate,tertiary,30 mph,False,False,32.527,"LINESTRING (-1.9197405 54.5413812, -1.9192537 54.5413049)",2,,,
4680546,,Newgate,tertiary,30 mph,False,True,38.314,"LINESTRING (-1.9197405 54.5413812, -1.9203067 54.5414853)",2,,,
30650978,,Hepworth's Close,residential,,False,False,29.209,"LINESTRING (-1.9197405 54.5413812, -1.9196277 54.5416356)",,,,
30650978,,Hepworth's Close,residential,,False,True,29.209,"LINESTRING (-1.9196277 54.5416356, -1.9197405 54.5413812)",,,,
30650980,,North View,residential,,False,True,60.073,"LINESTRING (-1.9200157 54.5419985, -1.9203067 54.5414853)",,,,
26730690,,Victoria Road,unclassified,,False,False,40.715,"LINESTRING (-1.9171656 54.5463122, -1.9177391 54.5461592)",,,,
28270639,B6278,Harmire Road,secondary,30 mph,False,False,76.83,"LINESTRING (-1.9171267 54.5489403, -1.9171008 54.5488438, -1.9170924 54.548746, -1.917139 54.5485297, -1.9172287 54.5483232, -1.917211 54.5482596)",2,,,
30667510,A67,Galgate,trunk,30 mph,False,False,34.906,"LINESTRING (-1.9184183 54.5473796, -1.9188699 54.5472066)",2,,,
"[26730669, 30667510]",A67,"['Cambridge Terrace', 'Galgate']",trunk,30 mph,False,True,123.71200000000002,"LINESTRING (-1.9184183 54.5473796, -1.9182888 54.5474363, -1.9181129 54.5475134, -1.9179065 54.5476291, -1.9176571 54.5477911, -1.9174687 54.5479515, -1.9173193 54.5480854, -1.9171437 54.5482)",2,,,
380588921,,Galgate,residential,,False,False,47.967,"LINESTRING (-1.9184183 54.5473796, -1.9185857 54.54738, -1.9187005 54.5473684, -1.9190887 54.5472255)",,,,
28270625,,Montalbo Road,residential,,False,True,9.669,"LINESTRING (-1.9190887 54.5472255, -1.9190242 54.547147)",,,,
28270625,,Montalbo Road,residential,,False,False,70.729,"LINESTRING (-1.9190887 54.5472255, -1.9193653 54.5476324, -1.9194867 54.5478182)",,,,
380588921,,Galgate,residential,,False,False,79.054,"LINESTRING (-1.9190887 54.5472255, -1.9196033 54.5470503, -1.9201209 54.546843)",,,,
380588921,,Galgate,residential,,False,True,47.967,"LINESTRING (-1.9190887 54.5472255, -1.9187005 54.5473684, -1.9185857 54.54738, -1.9184183 54.5473796)",,,,
28270641,,Baliol Street,residential,,False,True,13.821,"LINESTRING (-1.9222711 54.546042, -1.9221509 54.5459391)",,,,
380588920,,Baliol Street,residential,,False,False,116.259,"LINESTRING (-1.9222711 54.546042, -1.9232317 54.5469267)",,,,
380588921,,Galgate,residential,,False,False,55.241,"LINESTRING (-1.9222711 54.546042, -1.9229794 54.5457627)",,,,
380588921,,Galgate,residential,,False,True,54.863,"LINESTRING (-1.9222711 54.546042, -1.921607 54.5463503)",,,,
28270642,,Marshall Street,residential,30 mph,False,True,13.733,"LINESTRING (-1.9229794 54.5457627, -1.9228411 54.5456688)",,,,
380588921,,Galgate,residential,,False,True,55.241,"LINESTRING (-1.9229794 54.5457627, -1.9222711 54.546042)",,,,
1157782904,,Marshall Street,residential,20 mph,False,False,115.759,"LINESTRING (-1.9229794 54.5457627, -1.9240438 54.5466009)",,,,
380589938,,Galgate,residential,,False,True,35.995999999999995,"LINESTRING (-1.9229794 54.5457627, -1.9232075 54.5456618, -1.9232542 54.5456089, -1.9232635 54.5455642, -1.9232682 54.5455114)",,,,
