osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,width,access,junction
222439186,South Road,secondary,20 mph,False,True,28.645,"LINESTRING (0.8883294 51.3158436, 0.888023 51.3156713)",2,B2040,,,,
31416192,Albion Place,residential,20 mph,False,False,42.485,"LINESTRING (0.8883294 51.3158436, 0.8885841 51.3157108, 0.8887223 51.3156139, 0.8887708 51.3155807)",,,,,,
222439186,South Road,secondary,20 mph,False,False,34.405,"LINESTRING (0.8883294 51.3158436, 0.8884816 51.3159517, 0.8886263 51.3160902)",2,B2040,,,,
222439186,South Road,secondary,20 mph,False,False,30.777,"LINESTRING (0.8886263 51.3160902, 0.8888574 51.3163263)",2,B2040,,,,
31416197,Leslie Smith Drive,residential,20 mph,False,False,213.68500000000003,"LINESTRING (0.8886263 51.3160902, 0.8889174 51.3160254, 0.8892467 51.31594, 0.8896013 51.3157858, 0.8898346 51.3156719, 0.8899448 51.3156103, 0.8899603 51.3155817, 0.889974 51.3155564, 0.8899912 51.3154998, 0.8900102 51.3154373, 0.8900277 51.315329, 0.8900729 51.3152701, 0.8901418 51.3152368, 0.8902854 51.3152159, 0.8905004 51.3151847, 0.8906466 51.3151578, 0.8906689 51.315134, 0.8906638 51.3150961, 0.8905894 51.3149846, 0.8905755 51.3149458)",,,,,,
222439186,South Road,secondary,20 mph,False,True,34.405,"LINESTRING (0.8886263 51.3160902, 0.8884816 51.3159517, 0.8883294 51.3158436)",2,B2040,,,,
222439186,South Road,secondary,20 mph,False,True,30.777,"LINESTRING (0.8888574 51.3163263, 0.8886263 51.3160902)",2,B2040,,,,
"[222439313, 153402481]","['North Lane', 'South Road']",secondary,20 mph,False,False,33.563,"LINESTRING (0.8888574 51.3163263, 0.8888998 51.3163697, 0.8889413 51.3164308, 0.8890036 51.3165204, 0.8890459 51.3166032)",2,B2040,,,,
6280229,Bramblehill Road,residential,20 mph,False,False,92.63600000000001,"LINESTRING (0.8900453 51.3187058, 0.8899073 51.3188556, 0.8893103 51.3194003)",2,,,,,
"[28053901, 31541215]","['Church Road', 'Bridge Road']",residential,20 mph,False,"[False, True]",94.25,"LINESTRING (0.8900453 51.3187058, 0.8902817 51.3188659, 0.8904588 51.3189907, 0.8904873 51.3190127, 0.8908672 51.3193687, 0.8908736 51.3193741)",2,,,,,
28053901,Bridge Road,residential,20 mph,False,True,37.298,"LINESTRING (0.8900453 51.3187058, 0.8900158 51.3186334, 0.8900196 51.3185245, 0.8900401 51.3184503, 0.8900751 51.318377)",,,,,,
6074063,,residential,20 mph,False,True,58.37,"LINESTRING (0.8915456 51.3190592, 0.8909778 51.3193249, 0.8908736 51.3193741)",2,,,,yes,
6074158,Front Brents,residential,20 mph,False,False,99.91600000000001,"LINESTRING (0.8915456 51.3190592, 0.8916266 51.3191098, 0.8924155 51.3196024, 0.8925627 51.3196943)",2,,,,yes,
6074158,Front Brents,residential,20 mph,False,True,128.371,"LINESTRING (0.8915456 51.3190592, 0.8910111 51.3187254, 0.8904373 51.3183671, 0.8902905 51.3182754, 0.8902389 51.3182432)",2,,,,yes,
31541019,Bridge Road,unclassified,20 mph,False,False,18.733,"LINESTRING (0.8902389 51.3182432, 0.8900751 51.318377)",2,,,,,
"[4427640, 6280232, 6280231]",Bridge Road,unclassified,20 mph,False,True,93.958,"LINESTRING (0.8902389 51.3182432, 0.890299 51.318187, 0.8904235 51.318086, 0.890461 51.3180556, 0.8906148 51.3179443, 0.8906397 51.3179284, 0.8911351 51.3176127)","['1', '2']",,yes,,,
6074158,Front Brents,residential,20 mph,False,False,128.371,"LINESTRING (0.8902389 51.3182432, 0.8902905 51.3182754, 0.8904373 51.3183671, 0.8910111 51.3187254, 0.8915456 51.3190592)",2,,,,yes,
6074158,Front Brents,residential,20 mph,False,True,99.91600000000001,"LINESTRING (0.8925627 51.3196943, 0.8924155 51.3196024, 0.8916266 51.3191098, 0.8915456 51.3190592)",2,,,,yes,
8597788,Newton Road,secondary,20 mph,False,False,333.93800000000005,"LINESTRING (0.8928334 51.3145724, 0.8928019 51.3144371, 0.8927825 51.3143535, 0.8927063 51.314162, 0.8924968 51.3137696, 0.8923428 51.3134609, 0.8917178 51.3121699, 0.891492 51.3116915)",,B2041,,,,
8597788,Newton Road,secondary,20 mph,False,True,58.699000000000005,"LINESTRING (0.8928334 51.3145724, 0.8928937 51.3149846, 0.8929103 51.3150981)",,B2041,,,,
31356416,Institute Road,residential,30 mph,False,True,92.945,"LINESTRING (0.8928334 51.3145724, 0.893515 51.3144397, 0.893581 51.3144268, 0.8936373 51.3144159, 0.8941102 51.3143238)",,,,,,
31417746,Partridge Lane,unclassified,20 mph,False,True,47.806,"LINESTRING (0.8899923 51.3172924, 0.8900957 51.3172011, 0.8902184 51.3170947, 0.8904215 51.3169575)",,,,,,
153402481,North Lane,secondary,20 mph,False,False,87.14500000000001,"LINESTRING (0.8899923 51.3172924, 0.8904956 51.3174383, 0.8908878 51.3175304, 0.8911351 51.3176127)",,B2040,,,,
153402481,North Lane,secondary,20 mph,False,True,104.696,"LINESTRING (0.8899923 51.3172924, 0.8897756 51.3172196, 0.8895847 51.3171375, 0.889418 51.3170415, 0.8892202 51.3168803, 0.889132 51.3167606, 0.8890459 51.3166032)",,B2040,,,,
"[6074537, 31416190]","['Thomas Road', 'Partridge Lane']",unclassified,20 mph,True,False,125.27600000000001,"LINESTRING (0.8904215 51.3169575, 0.8905238 51.3169239, 0.8907719 51.3168635, 0.890889 51.3168713, 0.8910623 51.3168386, 0.8911373 51.3167835, 0.891131 51.3167107, 0.8910506 51.3165868, 0.8909735 51.3164466, 0.8908558 51.3163054, 0.890835 51.3162755, 0.8907466 51.3162146)",,,,,,
31417746,Partridge Lane,unclassified,20 mph,False,False,47.806,"LINESTRING (0.8904215 51.3169575, 0.8902184 51.3170947, 0.8900957 51.3172011, 0.8899923 51.3172924)",,,,,,
4427642,Quay Lane,secondary,20 mph,False,True,57.504,"LINESTRING (0.8920786 51.3178378, 0.8928045 51.3175896)",2,B2040,,,,
4427641,Conduit Street,secondary,20 mph,False,False,78.74000000000001,"LINESTRING (0.8920786 51.3178378, 0.8919618 51.3178926, 0.8918786 51.3179138, 0.8918267 51.3179129, 0.8917727 51.3179029, 0.8914352 51.3177441, 0.8911919 51.3176376, 0.8911351 51.3176127)",2,B2040,,,,
"[1225025104, 6074654]",Belvedere Road,"['unclassified', 'residential']",10 mph,False,False,284.059,"LINESTRING (0.8920786 51.3178378, 0.892219 51.3180211, 0.8923861 51.3182203, 0.8925645 51.3183973, 0.8926973 51.3185063, 0.8929283 51.3187308, 0.893174 51.3189097, 0.8934197 51.3190987, 0.8937751 51.3193552, 0.8938231 51.3193981, 0.8941325 51.3195771, 0.8946209 51.3198016)",,,,,,
6277903,Athelstan Road,residential,30 mph,False,True,62.514,"LINESTRING (0.8868631 51.3116024, 0.8877601 51.3115613)",,,,,,
6277903,Athelstan Road,residential,30 mph,False,False,89.499,"LINESTRING (0.8868631 51.3116024, 0.8863268 51.3116159, 0.8855765 51.3116349)",,,,,,
6277903,Athelstan Road,residential,30 mph,False,True,89.499,"LINESTRING (0.8855765 51.3116349, 0.8863268 51.3116159, 0.8868631 51.3116024)",,,,,,
6073049,Forbes Road,secondary,20 mph,False,False,5.133,"LINESTRING (0.8877601 51.3115613, 0.8877522 51.3116072)",2,B2041,,,,
6277903,Athelstan Road,residential,30 mph,False,False,62.514,"LINESTRING (0.8877601 51.3115613, 0.8868631 51.3116024)",,,,,,
8597788,Newton Road,secondary,20 mph,False,True,333.938,"LINESTRING (0.891492 51.3116915, 0.8917178 51.3121699, 0.8923428 51.3134609, 0.8924968 51.3137696, 0.8927063 51.314162, 0.8927825 51.3143535, 0.8928019 51.3144371, 0.8928334 51.3145724)",,B2041,,,,
"[8597809, 153402485]","[""St. Mary's Road"", 'Station Road']",residential,30 mph,False,False,96.415,"LINESTRING (0.891492 51.3116915, 0.8925367 51.3114126, 0.8925973 51.3114183, 0.8926345 51.3114467, 0.8926758 51.3115245)",,,,,,
153402486,Station Road,secondary,20 mph,False,True,123.02999999999997,"LINESTRING (0.891492 51.3116915, 0.8912178 51.3117791, 0.8904762 51.3120264, 0.8903849 51.3120569, 0.8903139 51.3120676, 0.8900762 51.3121035, 0.8898771 51.3121183)",,B2041,,,,
8597789,Chapel Street,residential,30 mph,False,False,65.208,"LINESTRING (0.8947314 51.3116999, 0.8938206 51.3118405)",,,,,,
30950362,Park Road,residential,30 mph,False,False,36.273,"LINESTRING (0.8947314 51.3116999, 0.8945911 51.3113857)",,,,,,
30950362,Park Road,residential,30 mph,False,True,135.491,"LINESTRING (0.8947314 51.3116999, 0.8952816 51.3128196, 0.8953057 51.3128643)",,,,,,
8597789,Chapel Street,residential,30 mph,False,False,42.355,"LINESTRING (0.892931 51.3119751, 0.8923408 51.3120699)",,,,,,
8597789,Chapel Street,residential,30 mph,False,True,63.618,"LINESTRING (0.892931 51.3119751, 0.8938206 51.3118405)",,,,,,
8597809,St. Mary's Road,residential,30 mph,False,False,53.999,"LINESTRING (0.892931 51.3119751, 0.8931571 51.3124397)",,,,,,
8597809,St. Mary's Road,residential,30 mph,False,True,53.152,"LINESTRING (0.892931 51.3119751, 0.8926758 51.3115245)",,,,,,
31416203,Water Lane,residential,20 mph,False,False,32.208,"LINESTRING (0.8895986 51.3162179, 0.8896134 51.3162453, 0.8897507 51.3164915)",,,,,,
6278754,Stone Street,tertiary,30 mph,False,False,50.359,"LINESTRING (0.8898764 51.3138579, 0.8892043 51.3140271)",2,,,,,
6278738,Union Street,residential,30 mph,False,False,86.535,"LINESTRING (0.8898764 51.3138579, 0.8894986 51.3133691, 0.8893387 51.313156)",2,,,,,
"[6278754, 153402483]","['Stone Street', 'Preston Street']",tertiary,30 mph,False,True,252.112,"LINESTRING (0.8898764 51.3138579, 0.8907482 51.3136226, 0.8908125 51.3136039, 0.8908351 51.313595, 0.8908542 51.3135826, 0.8908594 51.3135705, 0.8908623 51.3135569, 0.8908606 51.3135458, 0.8908566 51.3135346, 0.8907533 51.3133491, 0.8905581 51.3130421, 0.8903311 51.3127373, 0.8900838 51.3124437, 0.8899521 51.3122787, 0.8899133 51.3122133, 0.8898933 51.3121656, 0.8898771 51.3121183)",2,,,,,
6278754,Stone Street,tertiary,30 mph,False,False,134.622,"LINESTRING (0.8887705 51.3141375, 0.8869875 51.3146105)",2,,,,,
6278797,Roman Road,residential,30 mph,False,True,99.615,"LINESTRING (0.8887705 51.3141375, 0.8881525 51.3133292)",,,,,,
6278754,Stone Street,tertiary,30 mph,False,True,32.554,"LINESTRING (0.8887705 51.3141375, 0.8889142 51.3141009, 0.8892043 51.3140271)",2,,,,,
31356424,Victoria Place,residential,30 mph,False,True,24.773,"LINESTRING (0.8893387 51.313156, 0.889013 51.3132465)",,,,,,
6278738,Union Street,residential,30 mph,False,True,86.535,"LINESTRING (0.8893387 51.313156, 0.8894986 51.3133691, 0.8898764 51.3138579)",2,,,,,
31356424,Victoria Place,residential,30 mph,False,False,41.756,"LINESTRING (0.8893387 51.313156, 0.8896109 51.3130782, 0.8896323 51.3130629, 0.8896347 51.3130389, 0.8896379 51.3130164, 0.8896513 51.3129876, 0.8897288 51.31291)",,,,,,
31356424,Victoria Place,residential,30 mph,False,True,41.756,"LINESTRING (0.8897288 51.31291, 0.8896513 51.3129876, 0.8896379 51.3130164, 0.8896347 51.3130389, 0.8896323 51.3130629, 0.8896109 51.3130782, 0.8893387 51.313156)",,,,,,
6278733,Norman Road,residential,30 mph,False,False,128.167,"LINESTRING (0.8881525 51.3133292, 0.8864517 51.3137746)",,,,,,
6278797,Roman Road,residential,30 mph,False,False,99.615,"LINESTRING (0.8881525 51.3133292, 0.8887705 51.3141375)",,,,,,
6278797,Roman Road,residential,30 mph,False,True,95.644,"LINESTRING (0.8881525 51.3133292, 0.8875009 51.3125716)",,,,,,
6280245,Cyprus Road,residential,30 mph,True,False,117.259,"LINESTRING (0.8979654 51.315142, 0.8973428 51.3141619)",,,,,,
30950984,Whitstable Road,secondary,20 mph,False,True,68.353,"LINESTRING (0.8973428 51.3141619, 0.8964019 51.3143408)",2,B2040,,,,
30950985,Whitstable Road,secondary,20 mph,False,False,42.399,"LINESTRING (0.8973428 51.3141619, 0.8976833 51.3140868, 0.8979197 51.314038)",2,B2040,,,,
31416234,Abbey Road,residential,20 mph,False,False,44.02,"LINESTRING (0.8967205 51.3202368, 0.8972999 51.3200768)",,,,,,
6278730,Abbey Street,residential,20 mph,False,True,180.369,"LINESTRING (0.8967205 51.3202368, 0.8964588 51.3199878, 0.8961162 51.3197239, 0.8960905 51.3197014, 0.895897 51.3195321, 0.8954344 51.319246, 0.8950239 51.31902)",,,,,,
"[1255059248, 6074654]",Belvedere Road,residential,10 mph,False,True,63.061,"LINESTRING (0.8953078 51.3201695, 0.8952793 51.3201619, 0.8952337 51.3201463, 0.8951111 51.3200779, 0.8946209 51.3198016)",,,,,,
31416234,Abbey Road,residential,20 mph,False,True,58.879,"LINESTRING (0.8980574 51.3198401, 0.8974315 51.3200292, 0.8972999 51.3200768)",,,,,,
6280228,Broomfield Road,residential,20 mph,False,False,67.007,"LINESTRING (0.8915601 51.3199221, 0.8914197 51.3199972, 0.8911838 51.3201234, 0.8911186 51.3201583, 0.8908275 51.3203139)",2,,,,,
31541215,Church Road,residential,20 mph,False,False,77.412,"LINESTRING (0.8915601 51.3199221, 0.8913511 51.3197641, 0.8912766 51.3197078, 0.8910867 51.3195556, 0.8908736 51.3193741)",2,,,,,
8597789,Chapel Street,residential,30 mph,False,True,42.355,"LINESTRING (0.8923408 51.3120699, 0.892931 51.3119751)",,,,,,
6280228,Broomfield Road,residential,20 mph,False,True,67.007,"LINESTRING (0.8908275 51.3203139, 0.8911186 51.3201583, 0.8911838 51.3201234, 0.8914197 51.3199972, 0.8915601 51.3199221)",2,,,,,
6278754,Stone Street,tertiary,30 mph,False,True,50.359,"LINESTRING (0.8892043 51.3140271, 0.8898764 51.3138579)",2,,,,,
6278754,Stone Street,tertiary,30 mph,False,False,32.554,"LINESTRING (0.8892043 51.3140271, 0.8889142 51.3141009, 0.8887705 51.3141375)",2,,,,,
6280233,Bank Street,residential,20 mph,False,False,87.531,"LINESTRING (0.8892043 51.3140271, 0.8895036 51.3143843, 0.8896871 51.3146032, 0.8897614 51.3146641, 0.8898562 51.314675)",,,,7,,
