osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,area,junction,tunnel,access,bridge,width,est_width
9887840,False,,,Saint Peter's Churchyard,unclassified,30 mph,True,65.522,"LINESTRING (-1.4779433 52.9202967, -1.4779241 52.9203036, -1.4779019 52.920311, -1.4778544 52.9203198, -1.4776517 52.9203331, -1.4774386 52.9203498, -1.4773781 52.9203567, -1.4772427 52.920376, -1.4771042 52.9203958, -1.4769902 52.9204143)",,,,,,,
111713773,False,,,Green Lane,residential,30 mph,False,118.405,"LINESTRING (-1.4779433 52.9202967, -1.4779756 52.920337, -1.4779879 52.9203567, -1.4779948 52.9203758, -1.4779933 52.9204132, -1.4779657 52.9205508, -1.4779251 52.9207497, -1.4778809 52.9209485, -1.4778099 52.9212343, -1.4777891 52.9213471)",,,,,,,
111713773,False,,,Green Lane,residential,30 mph,True,118.40500000000002,"LINESTRING (-1.4777891 52.9213471, -1.4778099 52.9212343, -1.4778809 52.9209485, -1.4779251 52.9207497, -1.4779657 52.9205508, -1.4779933 52.9204132, -1.4779948 52.9203758, -1.4779879 52.9203567, -1.4779756 52.920337, -1.4779433 52.9202967)",,,,,,,
5039158,False,,,Crompton Street,residential,30 mph,True,212.52300000000002,"LINESTRING (-1.4812244 52.9200278, -1.4809564 52.9199943, -1.4789352 52.9197538, -1.4787358 52.9197301, -1.4781148 52.9196567)",,,,,,,
5039163,False,,,Macklin Street,tertiary,30 mph,False,17.646,"LINESTRING (-1.4814824 52.9209261, -1.4817302 52.9209796)",,,,,,,
5039163,False,,,Macklin Street,tertiary,30 mph,True,90.404,"LINESTRING (-1.4814824 52.9209261, -1.4810066 52.9208316, -1.4809017 52.9208108, -1.4802046 52.9206664)",,,,,,,
8102374,False,,,Becket Street,residential,30 mph,True,58.07899999999999,"LINESTRING (-1.4814824 52.9209261, -1.4812503 52.9213457, -1.4811991 52.9214195)",,,,,,,
"[377287786, 843472564, 377287789]",True,,,Corporation Street,tertiary,,False,21.415,"LINESTRING (-1.4746199 52.922466, -1.4746584 52.9224667, -1.4746956 52.9224718, -1.4747214 52.9224768, -1.474755 52.9224894, -1.4747811 52.9225017, -1.4748053 52.9225156, -1.4748287 52.9225384, -1.4748368 52.9225486, -1.4748429 52.922558, -1.4748513 52.9225751)",no,roundabout,,,,,
377287787,True,,,Corporation Street,tertiary,,False,21.552,"LINESTRING (-1.4744016 52.9225869, -1.4744046 52.9225791, -1.4744086 52.9225684, -1.4744139 52.9225579, -1.4744289 52.9225375, -1.4744384 52.9225279, -1.4744493 52.9225188, -1.4744615 52.9225101, -1.4744748 52.9225022, -1.4744892 52.9224948, -1.4745046 52.9224882, -1.4745208 52.9224825, -1.4745378 52.9224775, -1.4745773 52.9224697, -1.4746199 52.922466)",no,roundabout,,,,,
843472567,True,,,Morledge,tertiary,,False,27.878999999999998,"LINESTRING (-1.4744016 52.9225869, -1.4743754 52.9224551, -1.4743285 52.9223717, -1.4743124 52.9223434)",,,,,,,
843472568,True,1,,Morledge,tertiary,,False,87.232,"LINESTRING (-1.472132 52.9214265, -1.4722753 52.9214512, -1.4730424 52.9216962, -1.4732677 52.9218005)",,,,,,,
"[33280848, 843472570, 843472571, 33280852]",False,,,"['Morledge', 'Cock Pitt']",tertiary,30 mph,True,84.488,"LINESTRING (-1.472132 52.9214265, -1.4719534 52.921349, -1.4718089 52.9212768, -1.4717762 52.9212569, -1.4712829 52.9209796, -1.471189 52.920924)",,,building_passage,,,,
"[154535272, 959782690]",True,3,A601,Bradshaw Way,primary,30 mph,False,140.495,"LINESTRING (-1.4716844 52.9174879, -1.4718062 52.9174602, -1.4719306 52.9174069, -1.4719697 52.9173816, -1.4722195 52.9172251, -1.4724596 52.917099, -1.4725461 52.9170638, -1.473203 52.9168348, -1.4732747 52.9168109, -1.473392 52.9167749)",,,,,,,
183551224,True,2,A601,Royal Lancers Island,primary,30 mph,False,24.988999999999997,"LINESTRING (-1.4716844 52.9174879, -1.4717411 52.9174958, -1.4717946 52.9175096, -1.4718708 52.9175455, -1.4718855 52.917553, -1.47192 52.9175813, -1.4719586 52.917625)",,circular,,,,,
"[1103968388, 1103968389, 779611686, 959782695, 959782698, 959782700, 30248023, 30248025]",True,"['4', '3']",A601,Traffic Street,primary,30 mph,False,340.9839999999999,"LINESTRING (-1.4716374 52.917882, -1.4715602 52.9179031, -1.4715204 52.9179152, -1.4714595 52.9179368, -1.4713955 52.9179645, -1.4713521 52.9179908, -1.4713188 52.9180244, -1.471258 52.9180805, -1.4711818 52.9181599, -1.4711095 52.9182441, -1.4710381 52.9183378, -1.4709754 52.9184392, -1.4709133 52.9185504, -1.470887 52.9185966, -1.4708688 52.9186296, -1.4708363 52.9187142, -1.4708123 52.9187718, -1.4707952 52.9188129, -1.4707667 52.9188991, -1.4707567 52.9189359, -1.4707441 52.9189825, -1.4707359 52.919031, -1.4707305 52.9190677, -1.4707214 52.9192005, -1.4707213 52.9192529, -1.470724 52.9193183, -1.4707279 52.919367, -1.4707288 52.9193784, -1.4707459 52.9194688, -1.4707598 52.9195636, -1.4707821 52.9197025, -1.4708084 52.9199283, -1.4708142 52.9199851, -1.4708487 52.9203211, -1.4708698 52.9204863, -1.4708791 52.9206361, -1.4708778 52.920677, -1.4708742 52.9207015, -1.4708382 52.9207703)",,,,,,,
140117418,True,2,A601,Royal Lancers Island,primary,30 mph,False,29.310000000000002,"LINESTRING (-1.4716374 52.917882, -1.4715829 52.9178791, -1.47153 52.9178708, -1.4714801 52.9178572, -1.4714347 52.9178389, -1.4713941 52.9178124, -1.4713619 52.91779, -1.4713366 52.9177608, -1.4713196 52.9177294)",,circular,,,,,
50579359,True,3,A601,Royal Lancers Island,primary,30 mph,False,12.873999999999999,"LINESTRING (-1.4713196 52.9177294, -1.4713111 52.9176912, -1.4713151 52.9176526, -1.4713313 52.9176153)",,circular,,,,,
184169663,True,3,A601,Royal Lancers Island,primary,30 mph,False,12.233,"LINESTRING (-1.4715055 52.9175032, -1.4715931 52.917488, -1.4716844 52.9174879)",,circular,,,,,
24216975,False,,,Hope Street,unclassified,30 mph,True,73.68599999999999,"LINESTRING (-1.4691939 52.9177171, -1.4697648 52.9180431, -1.4697804 52.918052, -1.4699244 52.9181405, -1.4699874 52.9181755)",,,,,,,
33097534,False,,,Liversage Road,unclassified,30 mph,False,35.423,"LINESTRING (-1.4691939 52.9177171, -1.4693272 52.9176293, -1.469466 52.9175358, -1.4695495 52.9174815)",,,,,,,
33097534,False,,,Liversage Road,unclassified,30 mph,True,64.461,"LINESTRING (-1.4703079 52.9169704, -1.4698278 52.9172961, -1.4696692 52.9174037)",,,,,,,
126290368,False,,A5194,London Road,primary,30 mph,True,63.019999999999996,"LINESTRING (-1.4703079 52.9169704, -1.470697 52.9171716, -1.4709001 52.9172769, -1.4710193 52.9173408)",,,,,,,
837095947,True,3,A601,Saint Alkmund's Way,primary,30 mph,False,46.6,"LINESTRING (-1.4703865 52.921066, -1.4701277 52.9212755, -1.4699754 52.9214039)",,,,,,,
959782705,True,2,,,primary_link,30 mph,False,36.352,"LINESTRING (-1.4703865 52.921066, -1.4700668 52.9211883, -1.4699621 52.9212641)",,,,,,,
"[28473010, 959782711]",True,"['2', '3']",,"[""Saint Alkmund's Way"", 'Darwin Place']",primary_link,40 mph,False,109.71499999999999,"LINESTRING (-1.4698184 52.9245995, -1.4699602 52.9247313, -1.4700161 52.9247745, -1.4700625 52.9248085, -1.4701213 52.9248419, -1.4702398 52.924889, -1.4703519 52.9249254, -1.4704775 52.92495, -1.470529 52.9249568, -1.4705786 52.9249613, -1.4706566 52.9249653, -1.4707259 52.9249647, -1.4707845 52.9249622, -1.4708465 52.9249583, -1.470913 52.924949, -1.4709753 52.9249346, -1.4710557 52.9249146, -1.4711215 52.9248952, -1.4711766 52.9248764)",,,,,,,
33276095,True,1,A601,Saint Alkmund's Way,primary,40 mph,False,161.60899999999998,"LINESTRING (-1.4698184 52.9245995, -1.4699023 52.9247478, -1.4699534 52.9248095, -1.4700075 52.9248563, -1.4701004 52.9249339, -1.4702352 52.9250228, -1.4704357 52.9251401, -1.4708189 52.9253134, -1.4711732 52.9254491, -1.4713576 52.925523, -1.4714902 52.9255997)",,,,,,,
8102375,False,,,Curzon Street,tertiary,30 mph,True,96.71600000000001,"LINESTRING (-1.4811315 52.9229254, -1.48131 52.9228233, -1.482141 52.9223326, -1.4821649 52.9223185)",,,,,,,
29465396,False,2,,Friar Gate,tertiary,30 mph,True,13.054,"LINESTRING (-1.4811315 52.9229254, -1.4810557 52.9228909, -1.4809669 52.9228635)",,,,,,,
"[1104879001, 43001818, 1104879002]",False,2,,Friar Gate,tertiary,30 mph,False,156.82399999999998,"LINESTRING (-1.4811315 52.9229254, -1.4812588 52.9229753, -1.481356 52.9230139, -1.4816067 52.923108, -1.4816361 52.9231179, -1.4817323 52.9231502, -1.4817845 52.9231678, -1.4818647 52.9231879, -1.4825462 52.923314, -1.4832834 52.9234531)",,,,,,,
1137017866,False,,,Bold Lane,tertiary,30 mph,True,7.952,"LINESTRING (-1.4801581 52.9233028, -1.4801149 52.9232362)",,,,,,,
8102379,False,2,,Bold Lane,tertiary,30 mph,False,105.003,"LINESTRING (-1.4801581 52.9233028, -1.4802795 52.9234056, -1.4803212 52.9234489, -1.480348 52.9234793, -1.4803831 52.9235107, -1.4804095 52.9235396, -1.4804361 52.9235692, -1.4804635 52.9236111, -1.480488 52.9236562, -1.4805638 52.9237875, -1.4806202 52.9238813, -1.4806659 52.923944, -1.4807005 52.9239888, -1.4807498 52.9240348, -1.4807967 52.9240844, -1.4808594 52.924141)",,,,,,,
27014613,False,,,Sadlergate Bridge,unclassified,30 mph,False,26.038,"LINESTRING (-1.4801581 52.9233028, -1.4798181 52.923218, -1.4798008 52.9232114)",,,,,,,
8102379,False,2,,Bold Lane,tertiary,30 mph,True,105.00299999999997,"LINESTRING (-1.4808594 52.924141, -1.4807967 52.9240844, -1.4807498 52.9240348, -1.4807005 52.9239888, -1.4806659 52.923944, -1.4806202 52.9238813, -1.4805638 52.9237875, -1.480488 52.9236562, -1.4804635 52.9236111, -1.4804361 52.9235692, -1.4804095 52.9235396, -1.4803831 52.9235107, -1.480348 52.9234793, -1.4803212 52.9234489, -1.4802795 52.9234056, -1.4801581 52.9233028)",,,,,,,
27283669,False,,,Jury Street,tertiary,30 mph,False,88.327,"LINESTRING (-1.4808594 52.924141, -1.4809039 52.9241762, -1.4809729 52.9242289, -1.4810299 52.9242731, -1.4811 52.9243283, -1.4811496 52.9243679, -1.4811981 52.924407, -1.4812332 52.924443, -1.4812781 52.9244831, -1.4813327 52.9245613, -1.4813617 52.9246087, -1.4813813 52.9246487, -1.4813919 52.9246796, -1.4814004 52.9247136, -1.4814001 52.9247386, -1.4813934 52.9247625, -1.4813841 52.9247885, -1.4813718 52.9248114, -1.4813568 52.9248357)",,,,,,,
"[8102381, 27283669]",False,,,"['Jury Street', 'Walker Lane']",tertiary,30 mph,False,54.161,"LINESTRING (-1.4813568 52.9248357, -1.4813326 52.9248671, -1.4813042 52.9248976, -1.4812635 52.9249275, -1.4812252 52.9249482, -1.4811911 52.9249614, -1.4811539 52.9249739, -1.4810899 52.9249916, -1.4809972 52.9250135, -1.4808629 52.9250375, -1.4806865 52.9250685)",,,,,,,
27283669,False,,,Jury Street,tertiary,30 mph,True,88.327,"LINESTRING (-1.4813568 52.9248357, -1.4813718 52.9248114, -1.4813841 52.9247885, -1.4813934 52.9247625, -1.4814001 52.9247386, -1.4814004 52.9247136, -1.4813919 52.9246796, -1.4813813 52.9246487, -1.4813617 52.9246087, -1.4813327 52.9245613, -1.4812781 52.9244831, -1.4812332 52.924443, -1.4811981 52.924407, -1.4811496 52.9243679, -1.4811 52.9243283, -1.4810299 52.9242731, -1.4809729 52.9242289, -1.4809039 52.9241762, -1.4808594 52.924141)",,,,,,,
27283701,False,,,Cavendish Court,residential,,False,61.396,"LINESTRING (-1.4813568 52.9248357, -1.4814678 52.9248544, -1.481526 52.9248602, -1.4815586 52.9248606, -1.4815807 52.9248565, -1.4816245 52.9248424, -1.481658 52.9248252, -1.4817019 52.9248008, -1.4817391 52.9247704, -1.481856 52.9246738, -1.4819499 52.9246029, -1.4819861 52.9245837, -1.4820478 52.9245604)",,,,,,,
"[27283669, 8102381]",False,,,"['Jury Street', 'Walker Lane']",tertiary,30 mph,True,54.161,"LINESTRING (-1.4806865 52.9250685, -1.4808629 52.9250375, -1.4809972 52.9250135, -1.4810899 52.9249916, -1.4811539 52.9249739, -1.4811911 52.9249614, -1.4812252 52.9249482, -1.4812635 52.9249275, -1.4813042 52.9248976, -1.4813326 52.9248671, -1.4813568 52.9248357)",,,,,,,
"[33277792, 278713955]",False,,,Cathedral Road,tertiary,30 mph,False,147.863,"LINESTRING (-1.4806865 52.9250685, -1.4805727 52.9250834, -1.4804045 52.9251091, -1.4802278 52.9251342, -1.4801264 52.925148, -1.4800723 52.9251563, -1.4799047 52.9251855, -1.4796729 52.9252246, -1.4795015 52.9252649, -1.4794209 52.9252835, -1.4792551 52.9253219, -1.4791996 52.9253348, -1.4790712 52.9253645, -1.4788999 52.9253967, -1.4787576 52.9254202, -1.4785949 52.9254469, -1.4785767 52.9254499)",,,,,,,
740920361,False,,,Cathedral Road,tertiary,30 mph,True,59.36,"LINESTRING (-1.4806865 52.9250685, -1.4807541 52.9251693, -1.4808254 52.9252613, -1.4810992 52.9255396)",,,,,,,
"[512035009, 8102378]",True,2,,Full Street,tertiary,30 mph,False,56.330999999999996,"LINESTRING (-1.47823 52.9254393, -1.478106 52.9254271, -1.478021 52.9254241, -1.4780072 52.9254251, -1.4779759 52.9254275, -1.4777921 52.9254413, -1.4777285 52.9254461, -1.4776806 52.9254478, -1.4776386 52.9254481, -1.4775875 52.9254465, -1.4775553 52.9254429, -1.4775271 52.9254398, -1.4774522 52.9254304, -1.4773973 52.9254248)",,,,,,,
8102391,False,,,Queen Street,unclassified,30 mph,True,81.42299999999999,"LINESTRING (-1.47823 52.9254393, -1.4781657 52.9252482, -1.4781185 52.925094, -1.4781143 52.9250804, -1.4780908 52.9249905, -1.4780833 52.9249544, -1.4780693 52.9249007, -1.4780603 52.9248313, -1.4780558 52.9247919, -1.4780549 52.9247672, -1.4780588 52.9247464, -1.4780657 52.9247282, -1.4780747 52.9247181)",,,,,,,
377725018,False,,,Cathedral Road,tertiary,30 mph,True,23.278,"LINESTRING (-1.47823 52.9254393, -1.4783762 52.9254463, -1.4784533 52.9254473, -1.4785767 52.9254499)",,,,,,,
377725019,False,,,Queen Street,tertiary,30 mph,True,24.964,"LINESTRING (-1.47823 52.9254393, -1.4782473 52.9254821, -1.4782697 52.9255177, -1.4782843 52.9255457, -1.4783153 52.9255857, -1.4783257 52.9255979, -1.4783674 52.925647)",,,,,,,
512035008,True,2,,Full Street,tertiary,30 mph,False,60.68000000000001,"LINESTRING (-1.4770332 52.9252462, -1.4769757 52.9251666, -1.4768844 52.9250317, -1.476749 52.9248652, -1.476653 52.9247513)",,,,,,,
740920361,False,,,Cathedral Road,tertiary,30 mph,False,59.36,"LINESTRING (-1.4810992 52.9255396, -1.4808254 52.9252613, -1.4807541 52.9251693, -1.4806865 52.9250685)",,,,,,,
8102390,True,,,Saint Mary's Gate,unclassified,30 mph,False,198.79799999999997,"LINESTRING (-1.4780747 52.9247181, -1.4780919 52.9247054, -1.4781088 52.9246998, -1.4781306 52.9246979, -1.4781769 52.9246933, -1.4782716 52.9246839, -1.4784494 52.9246621, -1.4786108 52.9246439, -1.4786606 52.9246382, -1.4787004 52.9246336, -1.4787969 52.9246189, -1.4790249 52.924584, -1.4791645 52.9245596, -1.4795385 52.9244873, -1.4798405 52.9244267, -1.4801413 52.9243604, -1.4803722 52.924298, -1.4805858 52.9242343, -1.4806654 52.9242059, -1.4807687 52.9241737, -1.4808594 52.924141)",,,,,,,
8102391,False,,,Queen Street,unclassified,30 mph,False,81.423,"LINESTRING (-1.4780747 52.9247181, -1.4780657 52.9247282, -1.4780588 52.9247464, -1.4780549 52.9247672, -1.4780558 52.9247919, -1.4780603 52.9248313, -1.4780693 52.9249007, -1.4780833 52.9249544, -1.4780908 52.9249905, -1.4781143 52.9250804, -1.4781185 52.925094, -1.4781657 52.9252482, -1.47823 52.9254393)",,,,,,,
10048623,False,,,Saint James's Street,unclassified,30 mph,True,66.464,"LINESTRING (-1.4787317 52.9221741, -1.4781384 52.9223113, -1.4779713 52.9223573, -1.4778056 52.9223857)",,,,,,,
"[10048624, 8016847]",True,2,,Wardwick,unclassified,30 mph,False,170.426,"LINESTRING (-1.4787317 52.9221741, -1.47889 52.9221748, -1.4791088 52.9222063, -1.4791408 52.9222165, -1.4792834 52.9222622, -1.4796488 52.9223716, -1.4801971 52.92255, -1.4804818 52.9226559, -1.4806787 52.9227291, -1.4809669 52.9228635)",,,,,,,
8102374,False,,,Becket Street,residential,30 mph,False,58.07899999999999,"LINESTRING (-1.4811991 52.9214195, -1.4812503 52.9213457, -1.4814824 52.9209261)",,,,,,,
8102374,False,,,Becket Street,residential,30 mph,True,55.278000000000006,"LINESTRING (-1.4811991 52.9214195, -1.481099 52.9215595, -1.4810105 52.9216757, -1.48099 52.9217026, -1.4809025 52.921803, -1.4808455 52.9218683)",,,,,,,
5039163,False,,,Macklin Street,tertiary,30 mph,False,76.186,"LINESTRING (-1.4791276 52.9204478, -1.4799196 52.9206086, -1.4802046 52.9206664)",,,,,,,
"[1043762211, 28378694, 9887695, 33100404, 1174783231]",False,,,"['Colyear Street', 'Becket Well Lane']",unclassified,30 mph,True,254.141,"LINESTRING (-1.4791276 52.9204478, -1.4791062 52.9204876, -1.4790807 52.9205414, -1.4790697 52.9205847, -1.4790561 52.9206379, -1.4790373 52.9207696, -1.4790368 52.9209848, -1.4790366 52.9211101, -1.4790357 52.9211898, -1.4790354 52.9212124, -1.4790352 52.9212334, -1.4790344 52.9213011, -1.4790214 52.9213624, -1.4790236 52.9213985, -1.4790378 52.9214179, -1.4790689 52.9214394, -1.4791121 52.9214557, -1.479171 52.9214696, -1.4792945 52.9214821, -1.4793566 52.921488, -1.4793763 52.9214899, -1.4794797 52.9214995, -1.4795564 52.9215065, -1.4795984 52.9215088, -1.4796336 52.9215084, -1.4796658 52.9215033, -1.4796917 52.9214948, -1.4797225 52.9214816, -1.4797455 52.9214659, -1.4797615 52.9214483, -1.479775 52.9214286, -1.4798088 52.92137, -1.4798891 52.9212235, -1.4800567 52.9209276, -1.4802046 52.9206664)",,,,"['no', 'yes']",,,
"[5039162, 5039163]",False,,,Macklin Street,tertiary,30 mph,True,76.368,"LINESTRING (-1.4791276 52.9204478, -1.478857 52.9203933, -1.4787874 52.9203818, -1.4782005 52.920285, -1.4781539 52.9202752, -1.4781193 52.920265, -1.4780911 52.9202536, -1.4780722 52.9202425, -1.4780557 52.9202312)",,,,,,,
5039163,False,,,Macklin Street,tertiary,30 mph,False,90.404,"LINESTRING (-1.4802046 52.9206664, -1.4809017 52.9208108, -1.4810066 52.9208316, -1.4814824 52.9209261)",,,,,,,
5039163,False,,,Macklin Street,tertiary,30 mph,True,76.186,"LINESTRING (-1.4802046 52.9206664, -1.4799196 52.9206086, -1.4791276 52.9204478)",,,,,,,
"[1043762211, 28378694, 9887695, 33100404, 1174783231]",False,,,"['Colyear Street', 'Becket Well Lane']",unclassified,30 mph,False,254.14100000000005,"LINESTRING (-1.4802046 52.9206664, -1.4800567 52.9209276, -1.4798891 52.9212235, -1.4798088 52.92137, -1.479775 52.9214286, -1.4797615 52.9214483, -1.4797455 52.9214659, -1.4797225 52.9214816, -1.4796917 52.9214948, -1.4796658 52.9215033, -1.4796336 52.9215084, -1.4795984 52.9215088, -1.4795564 52.9215065, -1.4794797 52.9214995, -1.4793763 52.9214899, -1.4793566 52.921488, -1.4792945 52.9214821, -1.479171 52.9214696, -1.4791121 52.9214557, -1.4790689 52.9214394, -1.4790378 52.9214179, -1.4790236 52.9213985, -1.4790214 52.9213624, -1.4790344 52.9213011, -1.4790352 52.9212334, -1.4790354 52.9212124, -1.4790357 52.9211898, -1.4790366 52.9211101, -1.4790368 52.9209848, -1.4790373 52.9207696, -1.4790561 52.9206379, -1.4790697 52.9205847, -1.4790807 52.9205414, -1.4791062 52.9204876, -1.4791276 52.9204478)",,,,"['no', 'yes']",,,
9887696,False,,,Wilmot Street,residential,30 mph,False,47.912,"LINESTRING (-1.4749296 52.9172797, -1.4755868 52.9171105)",,,,,,,
9887696,False,,,Wilmot Street,residential,30 mph,True,47.387,"LINESTRING (-1.4749296 52.9172797, -1.4742746 52.9174398)",,,,,,,
9887701,False,,,Back Sitwell Street,residential,30 mph,True,55.567,"LINESTRING (-1.4749296 52.9172797, -1.4752712 52.917735)",,,,,,,
"[43339204, 29425693]",False,,,"['London Road', 'The Spot']",tertiary,30 mph,True,217.33100000000002,"LINESTRING (-1.4748613 52.9189374, -1.4748386 52.918952, -1.4748197 52.9189641, -1.4748034 52.9189726, -1.4747845 52.91898, -1.4747589 52.9189868, -1.4747282 52.9189935, -1.4746818 52.9189991, -1.4746494 52.9190021, -1.4746188 52.9190046, -1.4745851 52.9190048, -1.4745552 52.9190037, -1.4745148 52.919, -1.4744827 52.9189956, -1.4744422 52.9189886, -1.4744039 52.9189805, -1.4743675 52.9189713, -1.4743174 52.9189575, -1.4729863 52.9182928, -1.4728468 52.9182266, -1.4727753 52.9181923, -1.4727039 52.918158, -1.472615 52.918116, -1.4723246 52.9179962, -1.4722505 52.9179584)",,,,,,,
"[54201509, 33203710]",False,2,,"['Osmaston Road', 'The Spot']",tertiary,30 mph,False,129.73000000000002,"LINESTRING (-1.4748613 52.9189374, -1.4748919 52.9189034, -1.4749002 52.9188862, -1.4749078 52.9188648, -1.4749099 52.9188533, -1.4749099 52.918834, -1.4749035 52.9188142, -1.4748957 52.9187873, -1.4748653 52.9186868, -1.4748223 52.9185368, -1.4747289 52.9182529, -1.4746863 52.9181423, -1.474652 52.9180457, -1.4746289 52.9179774, -1.4745954 52.9179147, -1.474527 52.917804)",,,,,,,
"[10049961, 830717355]",True,,,Gower Street,tertiary,30 mph,False,120.212,"LINESTRING (-1.4764565 52.9193732, -1.4764644 52.9193869, -1.4764801 52.9194048, -1.4765107 52.9194207, -1.4767773 52.9194827, -1.4772132 52.9195842, -1.478092 52.9197887)",,,,,,,
"[832653634, 832604399, 9887700, 631124244, 33203614]",True,1,,"['Babington Lane', ""Saint Peter's Street""]",unclassified,30 mph,False,194.84,"LINESTRING (-1.4764565 52.9193732, -1.4763618 52.9193964, -1.4763214 52.9194091, -1.4762899 52.9194235, -1.4760934 52.919588, -1.476069 52.9196076, -1.4759887 52.9196706, -1.4759247 52.9197209, -1.4758332 52.9197895, -1.4758047 52.9198078, -1.4757814 52.9198205, -1.4757592 52.91983, -1.4757348 52.9198379, -1.4757144 52.9198428, -1.4756982 52.9198461, -1.4756839 52.9198475, -1.4756666 52.9198481, -1.4756485 52.9198465, -1.4756308 52.9198442, -1.4756108 52.9198388, -1.4755929 52.9198313, -1.4755791 52.9198245, -1.4755664 52.919816, -1.4755474 52.9197996, -1.4755284 52.919781, -1.4754939 52.9197428, -1.4752613 52.9194067, -1.4751194 52.9191625, -1.4750762 52.9190921, -1.4750427 52.9190404, -1.475006 52.9190059, -1.4749541 52.9189792, -1.4748613 52.9189374)",,,,,,,
9887702,False,,,Sitwell Street,residential,30 mph,False,29.956,"LINESTRING (-1.4767763 52.918975, -1.4766048 52.9187475, -1.4765856 52.9187318)",,,,,,,
512040546,True,1,,Babington Lane,tertiary,30 mph,False,49.598,"LINESTRING (-1.4767763 52.918975, -1.4765868 52.9191759, -1.4765162 52.9192538, -1.4764686 52.9193218, -1.4764596 52.9193395, -1.4764563 52.9193542, -1.4764565 52.9193732)",,,,,,,
9887701,False,,,Back Sitwell Street,residential,30 mph,False,167.774,"LINESTRING (-1.4765856 52.9187318, -1.4765636 52.9187214, -1.4765365 52.9187194, -1.4765051 52.9187214, -1.4762794 52.9187792, -1.4762016 52.9187979, -1.4761563 52.918805, -1.4761163 52.9188043, -1.4760792 52.9187975, -1.4760341 52.9187822, -1.4759742 52.9187484, -1.475907 52.9186894, -1.4758696 52.9186509, -1.475845 52.9186256, -1.4758089 52.9185799, -1.4757557 52.9185035, -1.4757461 52.9184858, -1.475612 52.9182369, -1.4755378 52.9181186, -1.4754497 52.9179907, -1.4752712 52.917735)",,,,,,,
9887702,False,,,Sitwell Street,residential,30 mph,False,66.398,"LINESTRING (-1.4765856 52.9187318, -1.476556 52.9186809, -1.4761955 52.9181831)",,,,,,,
9887702,False,,,Sitwell Street,residential,30 mph,True,29.956,"LINESTRING (-1.4765856 52.9187318, -1.4766048 52.9187475, -1.4767763 52.918975)",,,,,,,
