osmid,oneway,name,highway,width,reversed,length,geometry,lanes,ref,maxspeed
1086840049,False,Harford Road,primary,,False,36.798,"LINESTRING (-76.5421745 39.3745413, -76.5419747 39.3747541, -76.541923 39.3748091)",2,MD 147,30 mph
5298652,False,Garnet Road,residential,,False,282.069,"LINESTRING (-76.5434344 39.3807175, -76.54259 39.380583, -76.542517 39.380572, -76.542456 39.380559, -76.542397 39.380535, -76.542324 39.380499, -76.542216 39.380432, -76.54187 39.380177, -76.541295 39.379732, -76.5408 39.379351)",,,
545355213,False,Old Harford Road,tertiary,,False,119.799,"LINESTRING (-76.5434344 39.3807175, -76.5434015 39.380848, -76.5433857 39.3809267, -76.5433739 39.3810085, -76.54337 39.381103, -76.5433695 39.381191, -76.543374 39.3812709, -76.5433825 39.3813509, -76.5433928 39.3814144, -76.5434651 39.3817859)",2,,30 mph
545355213,False,Old Harford Road,tertiary,,True,85.914,"LINESTRING (-76.5434344 39.3807175, -76.5434871 39.380577, -76.5435398 39.3804587, -76.5436147 39.3803152, -76.5436848 39.3802016, -76.5437542 39.3800997, -76.5438254 39.3800097)",2,,30 mph
5311725,False,Opal Road,residential,,False,102.626,"LINESTRING (-76.5408 39.379351, -76.5399423 39.3799931)",,,
5298652,False,Garnet Road,residential,,False,196.867,"LINESTRING (-76.5408 39.379351, -76.53982 39.378611, -76.5394649 39.3783319, -76.539404 39.378284, -76.5391624 39.3781135)",,,
5298652,False,Garnet Road,residential,,True,282.06899999999996,"LINESTRING (-76.5408 39.379351, -76.541295 39.379732, -76.54187 39.380177, -76.542216 39.380432, -76.542324 39.380499, -76.542397 39.380535, -76.542456 39.380559, -76.542517 39.380572, -76.54259 39.380583, -76.5434344 39.3807175)",,,
5298652,False,Garnet Road,residential,,True,196.86700000000002,"LINESTRING (-76.5391624 39.3781135, -76.539404 39.378284, -76.5394649 39.3783319, -76.53982 39.378611, -76.5408 39.379351)",,,
545310158,False,Harford Road,primary,,False,105.871,"LINESTRING (-76.5391624 39.3781135, -76.5389302 39.3783798, -76.5387949 39.3785337, -76.5386504 39.3786981, -76.5384714 39.3789017)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,True,92.846,"LINESTRING (-76.5391624 39.3781135, -76.539394 39.377849, -76.5395097 39.3777149, -76.539764 39.37742)",2,MD 147,30 mph
5298948,False,Onyx Road,residential,,False,189.74,"LINESTRING (-76.5394034 39.3808425, -76.537832 39.379644)",,,25 mph
5311724,False,Opal Road,residential,,True,98.821,"LINESTRING (-76.5394034 39.3808425, -76.5402111 39.38021)",,,
895216019,False,Opal Road,residential,,False,95.632,"LINESTRING (-76.5394034 39.3808425, -76.5386136 39.3814483)",,,
5298948,False,Onyx Road,residential,,True,189.74,"LINESTRING (-76.537832 39.379644, -76.5394034 39.3808425)",,,25 mph
545310158,False,Harford Road,primary,,False,10.629,"LINESTRING (-76.537832 39.379644, -76.537757 39.37972)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,True,99.16300000000001,"LINESTRING (-76.537832 39.379644, -76.537962 39.379496, -76.5379924 39.3794605, -76.5384714 39.3789017)",2,MD 147,30 mph
5299922,False,Jacqueline Lane,residential,,False,111.795,"LINESTRING (-76.540148 39.37504, -76.539222 39.375746)",,,
5299922,False,Jacqueline Lane,residential,,True,111.795,"LINESTRING (-76.539222 39.375746, -76.540148 39.37504)",,,
5315343,False,Dubois Avenue,residential,,False,264.855,"LINESTRING (-76.539222 39.375746, -76.5375033 39.3744156, -76.5372063 39.3741958, -76.5370344 39.3740687)",,,
5315343,False,Dubois Avenue,residential,,True,136.839,"LINESTRING (-76.539222 39.375746, -76.5398172 39.3761896, -76.5398255 39.3761958, -76.5400829 39.3763717, -76.5403857 39.3765855)",,,
5300012,True,Linwood Avenue,residential,"18'4""",False,314.512,"LINESTRING (-76.5454519 39.3781321, -76.5449827 39.377884, -76.5446019 39.3776827, -76.5441073 39.3774212, -76.5439874 39.3773573, -76.543911 39.377309, -76.543822 39.377246, -76.5437226 39.3771689, -76.5426599 39.3763242)",,,
545355213,False,Old Harford Road,tertiary,,False,71.48599999999999,"LINESTRING (-76.5454519 39.3781321, -76.5453475 39.3783063, -76.5452563 39.3784538, -76.5451688 39.3785841, -76.5450788 39.3787063)",2,,30 mph
5300012,True,Linwood Avenue,residential,"18'4""",False,18.924,"LINESTRING (-76.5426599 39.3763242, -76.5425064 39.3762022)",,,
5316736,False,Chestnut Avenue,residential,"20'4""",False,92.336,"LINESTRING (-76.5426599 39.3763242, -76.5422555 39.3766339, -76.5418967 39.3769086)",,,
5300012,True,Linwood Avenue,residential,"18'4""",False,134.675,"LINESTRING (-76.5425064 39.3762022, -76.5415012 39.3754193, -76.5414344 39.3753243)",,,
5316747,False,Chestnut Avenue,residential,"29'4""",True,103.034,"LINESTRING (-76.5425064 39.3762022, -76.5427181 39.3760536, -76.5427905 39.376, -76.5428911 39.3759123, -76.5429215 39.375882, -76.5429865 39.375814, -76.5432592 39.3754883)",,,
545310158,False,Harford Road,primary,,True,71.033,"LINESTRING (-76.5414344 39.3753243, -76.541923 39.3748091)",2,MD 147,30 mph
288106263,False,Linwood Avenue,residential,"25'0""",True,349.224,"LINESTRING (-76.5414344 39.3753243, -76.5413789 39.3752445, -76.5410214 39.3750142, -76.5409835 39.3749891, -76.5383824 39.3732603)",,,
545310158,False,Harford Road,primary,,False,111.763,"LINESTRING (-76.5414344 39.3753243, -76.5410701 39.375718, -76.540851 39.3759738, -76.5407083 39.3761575)",2,MD 147,30 mph
288106263,False,Linwood Avenue,residential,"25'0""",False,349.224,"LINESTRING (-76.5383824 39.3732603, -76.5409835 39.3749891, -76.5410214 39.3750142, -76.5413789 39.3752445, -76.5414344 39.3753243)",,,
545355213,False,Old Harford Road,tertiary,,False,17.232,"LINESTRING (-76.5450788 39.3787063, -76.5449656 39.3788342)",2,,30 mph
545355213,False,Old Harford Road,tertiary,,True,71.486,"LINESTRING (-76.5450788 39.3787063, -76.5451688 39.3785841, -76.5452563 39.3784538, -76.5453475 39.3783063, -76.5454519 39.3781321)",2,,30 mph
545355213,False,Old Harford Road,tertiary,,False,68.15,"LINESTRING (-76.5449656 39.3788342, -76.5444876 39.3793232)",2,,30 mph
545355213,False,Old Harford Road,tertiary,,True,17.232,"LINESTRING (-76.5449656 39.3788342, -76.5450788 39.3787063)",2,,30 mph
540478246,True,Alden Road,residential,"17'8""",False,270.97099999999995,"LINESTRING (-76.5449656 39.3788342, -76.5432371 39.3779199, -76.5431154 39.3778528, -76.5430279 39.3777946, -76.5429212 39.3777155, -76.5424653 39.3773624)",,,25 mph
545355213,False,Old Harford Road,tertiary,,False,6.848,"LINESTRING (-76.5444876 39.3793232, -76.5444395 39.3793723)",2,,30 mph
545355213,False,Old Harford Road,tertiary,,True,68.15,"LINESTRING (-76.5444876 39.3793232, -76.5449656 39.3788342)",2,,30 mph
"[5313482, 121498322]",False,"['John Drive', 'Evergreen Drive']",residential,,"[False, True]",195.517,"LINESTRING (-76.5444876 39.3793232, -76.5447222 39.3794219, -76.5448283 39.3794611, -76.5449258 39.3794895, -76.5454371 39.3796158, -76.5454907 39.3796315, -76.5455512 39.3796545, -76.5455834 39.3796762, -76.545608 39.3797143, -76.545621 39.379751, -76.545625 39.379779, -76.545621 39.379815, -76.5454972 39.3804995)",,,
545355213,False,Old Harford Road,tertiary,,True,6.848,"LINESTRING (-76.5444395 39.3793723, -76.5444876 39.3793232)",2,,30 mph
5311803,False,Maple Avenue,residential,"19'8""",False,250.024,"LINESTRING (-76.5444395 39.3793723, -76.543283 39.378715, -76.542781 39.378436, -76.5420775 39.3780602)",,,
545355213,False,Old Harford Road,tertiary,,False,88.38199999999999,"LINESTRING (-76.5444395 39.3793723, -76.5439152 39.3799086, -76.5438254 39.3800097)",2,,30 mph
5306863,False,Glendale Road,residential,,False,270.66400000000004,"LINESTRING (-76.5438254 39.3800097, -76.5437453 39.3799389, -76.541271 39.3785905)",,,
5309878,False,Ivy Place,residential,,True,56.979,"LINESTRING (-76.5438254 39.3800097, -76.5439109 39.3800891, -76.5439769 39.3801177, -76.5444062 39.380231)",,,
545355213,False,Old Harford Road,tertiary,,False,85.91400000000002,"LINESTRING (-76.5438254 39.3800097, -76.5437542 39.3800997, -76.5436848 39.3802016, -76.5436147 39.3803152, -76.5435398 39.3804587, -76.5434871 39.380577, -76.5434344 39.3807175)",2,,30 mph
545355213,False,Old Harford Road,tertiary,,True,88.38199999999999,"LINESTRING (-76.5438254 39.3800097, -76.5439152 39.3799086, -76.5444395 39.3793723)",2,,30 mph
5306212,True,Emerald Road,residential,,False,161.12199999999999,"LINESTRING (-76.5434651 39.3817859, -76.543361 39.381779, -76.5433073 39.3817669, -76.543227 39.3817532, -76.5420145 39.3814082, -76.5416957 39.3813169)",,,
545355213,False,Old Harford Road,tertiary,,True,119.799,"LINESTRING (-76.5434651 39.3817859, -76.5433928 39.3814144, -76.5433825 39.3813509, -76.543374 39.3812709, -76.5433695 39.381191, -76.54337 39.381103, -76.5433739 39.3810085, -76.5433857 39.3809267, -76.5434015 39.380848, -76.5434344 39.3807175)",2,,30 mph
5311314,False,Oak Avenue,residential,,False,67.163,"LINESTRING (-76.5444202 39.3761716, -76.5439973 39.3766795)",,,
5311314,False,Oak Avenue,residential,,True,133.495,"LINESTRING (-76.5444202 39.3761716, -76.5452608 39.3751621)",,,
5304216,False,Temple Avenue,residential,"20'8""",False,23.689999999999998,"LINESTRING (-76.541271 39.3785905, -76.5411995 39.3786638, -76.5410813 39.3787435)",,,
5304216,False,Temple Avenue,residential,"20'8""",True,95.674,"LINESTRING (-76.541271 39.3785905, -76.541384 39.378454, -76.5415479 39.3782617, -76.5416004 39.3782069, -76.5416327 39.3781868, -76.5416735 39.3781694, -76.5417668 39.3781483, -76.541909 39.3781131, -76.5420039 39.3780908, -76.5420775 39.3780602)",,,
5306863,False,Glendale Road,residential,,True,270.66400000000004,"LINESTRING (-76.541271 39.3785905, -76.5437453 39.3799389, -76.5438254 39.3800097)",,,
5304216,False,Temple Avenue,residential,"20'8""",True,23.689999999999998,"LINESTRING (-76.5410813 39.3787435, -76.5411995 39.3786638, -76.541271 39.3785905)",,,
5306212,True,Emerald Road,residential,,False,177.471,"LINESTRING (-76.5416957 39.3813169, -76.5415714 39.3812505, -76.5402111 39.38021)",,,
5306212,True,Emerald Road,residential,,False,33.398,"LINESTRING (-76.5402111 39.38021, -76.5399423 39.3799931)",,,
5311724,False,Opal Road,residential,,False,98.821,"LINESTRING (-76.5402111 39.38021, -76.5394034 39.3808425)",,,
5311725,False,Opal Road,residential,,True,102.626,"LINESTRING (-76.5399423 39.3799931, -76.5408 39.379351)",,,
5306212,True,Emerald Road,residential,,False,103.005,"LINESTRING (-76.5399423 39.3799931, -76.5392549 39.3794676, -76.5390877 39.3793437)",,,
5307451,False,Manor Road,residential,"17'8""",False,79.36099999999999,"LINESTRING (-76.5424653 39.3773624, -76.5421467 39.3776177, -76.5418243 39.3778761)",,,
540478246,True,Alden Road,residential,"17'8""",False,70.24799999999999,"LINESTRING (-76.5424653 39.3773624, -76.5422477 39.3771896, -76.5418967 39.3769086)",,,25 mph
545310158,False,Harford Road,primary,,True,10.629,"LINESTRING (-76.537757 39.37972, -76.537832 39.379644)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,False,89.175,"LINESTRING (-76.537757 39.37972, -76.5376261 39.3798672, -76.5371693 39.3803809)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,False,71.244,"LINESTRING (-76.536614 39.381048, -76.536154 39.381581)",2,MD 147,30 mph
5321783,False,Acton Road,residential,"23'8""",False,271.601,"LINESTRING (-76.536614 39.381048, -76.535385 39.380131, -76.534799 39.379692, -76.534354 39.379341)",,,
545310158,False,Harford Road,primary,,True,88.205,"LINESTRING (-76.536614 39.381048, -76.5367842 39.3808435, -76.5369383 39.3806584, -76.5370661 39.3805049, -76.5371693 39.3803809)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,True,71.244,"LINESTRING (-76.536154 39.381581, -76.536614 39.381048)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,False,22.988,"LINESTRING (-76.536154 39.381581, -76.5360725 39.3816657, -76.5359944 39.3817469)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,True,22.988,"LINESTRING (-76.5359944 39.3817469, -76.5360725 39.3816657, -76.536154 39.381581)",2,MD 147,30 mph
"[1086840048, 144688804]",False,Harford Road,primary,,False,96.184,"LINESTRING (-76.5428037 39.373826, -76.5426706 39.373977, -76.5424346 39.3742446, -76.5421745 39.3745413)","['4', '2']",MD 147,30 mph
"[546427593, 85012950]",False,Taylor Avenue,secondary,,True,112.106,"LINESTRING (-76.5428037 39.373826, -76.5429165 39.3738968, -76.543187 39.374041, -76.5433329 39.3741127, -76.5435289 39.3742091, -76.5438867 39.3743866)","['3', '2']",,30 mph
545310158,False,Harford Road,primary,,False,71.033,"LINESTRING (-76.541923 39.3748091, -76.5414344 39.3753243)",2,MD 147,30 mph
5320596,True,Park Terrace,residential,"19'4""",False,137.459,"LINESTRING (-76.541923 39.3748091, -76.5425098 39.3751073, -76.5426861 39.375197, -76.5428588 39.3752848, -76.5430296 39.3753716, -76.5432592 39.3754883)",,,
1086840049,False,Harford Road,primary,,True,36.798,"LINESTRING (-76.541923 39.3748091, -76.5419747 39.3747541, -76.5421745 39.3745413)",2,MD 147,30 mph
5322196,True,Alden Road,residential,"18'0""",False,132.664,"LINESTRING (-76.5407083 39.3761575, -76.5409174 39.3762588, -76.5411282 39.3763576, -76.5411411 39.3763656, -76.5413117 39.3764615, -76.541444 39.3765624, -76.5418967 39.3769086)",,,
545310158,False,Harford Road,primary,,False,55.08,"LINESTRING (-76.5407083 39.3761575, -76.540517 39.3764113, -76.5403857 39.3765855)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,True,111.763,"LINESTRING (-76.5407083 39.3761575, -76.540851 39.3759738, -76.5410701 39.375718, -76.5414344 39.3753243)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,False,14.395,"LINESTRING (-76.5403857 39.3765855, -76.5403083 39.3767003)",2,MD 147,30 mph
5315343,False,Dubois Avenue,residential,,False,136.839,"LINESTRING (-76.5403857 39.3765855, -76.5400829 39.3763717, -76.5398255 39.3761958, -76.5398172 39.3761896, -76.539222 39.375746)",,,
545310158,False,Harford Road,primary,,True,55.08,"LINESTRING (-76.5403857 39.3765855, -76.540517 39.3764113, -76.5407083 39.3761575)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,False,5.381,"LINESTRING (-76.5403083 39.3767003, -76.5402801 39.3767435)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,True,14.395,"LINESTRING (-76.5403083 39.3767003, -76.5403857 39.3765855)",2,MD 147,30 mph
5322698,False,Oak Forest Drive,residential,"25'4""",False,482.043,"LINESTRING (-76.539764 39.37742, -76.539318 39.377091, -76.538549 39.376524, -76.538065 39.376164, -76.537256 39.375529, -76.536862 39.375225, -76.536351 39.374836, -76.5357584 39.3743863)",,,25 mph
545310158,False,Harford Road,primary,,False,92.846,"LINESTRING (-76.539764 39.37742, -76.5395097 39.3777149, -76.539394 39.377849, -76.5391624 39.3781135)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,True,87.33,"LINESTRING (-76.539764 39.37742, -76.5398867 39.3772607, -76.540012 39.377098, -76.5400754 39.3770142, -76.5402801 39.3767435)",2,MD 147,30 mph
305658455,False,Emerald Road,residential,,True,72.31,"LINESTRING (-76.5384714 39.3789017, -76.5385767 39.3789651, -76.5390877 39.3793437)",,,
545310158,False,Harford Road,primary,,False,99.163,"LINESTRING (-76.5384714 39.3789017, -76.5379924 39.3794605, -76.537962 39.379496, -76.537832 39.379644)",2,MD 147,30 mph
545310158,False,Harford Road,primary,,True,105.87100000000001,"LINESTRING (-76.5384714 39.3789017, -76.5386504 39.3786981, -76.5387949 39.3785337, -76.5389302 39.3783798, -76.5391624 39.3781135)",2,MD 147,30 mph
1008772621,False,Woodside Avenue,residential,,False,514.7660000000001,"LINESTRING (-76.5384714 39.3789017, -76.538345 39.3788322, -76.5382386 39.3787503, -76.536651 39.377528, -76.535522 39.376668, -76.534912 39.3761973, -76.5341973 39.3756611)",,,
5309878,False,Ivy Place,residential,,False,98.408,"LINESTRING (-76.5454972 39.3804995, -76.5444062 39.380231)",,,
"[121498322, 5313482]",False,"['John Drive', 'Evergreen Drive']",residential,,"[False, True]",195.517,"LINESTRING (-76.5454972 39.3804995, -76.545621 39.379815, -76.545625 39.379779, -76.545621 39.379751, -76.545608 39.3797143, -76.5455834 39.3796762, -76.5455512 39.3796545, -76.5454907 39.3796315, -76.5454371 39.3796158, -76.5449258 39.3794895, -76.5448283 39.3794611, -76.5447222 39.3794219, -76.5444876 39.3793232)",,,
5309878,False,Ivy Place,residential,,True,98.408,"LINESTRING (-76.5444062 39.380231, -76.5454972 39.3804995)",,,
5309878,False,Ivy Place,residential,,False,56.979,"LINESTRING (-76.5444062 39.380231, -76.5439769 39.3801177, -76.5439109 39.3800891, -76.5438254 39.3800097)",,,
5311314,False,Oak Avenue,residential,,True,67.163,"LINESTRING (-76.5439973 39.3766795, -76.5444202 39.3761716)",,,
5315343,False,Dubois Avenue,residential,,True,264.855,"LINESTRING (-76.5370344 39.3740687, -76.5372063 39.3741958, -76.5375033 39.3744156, -76.539222 39.375746)",,,
5316736,False,Chestnut Avenue,residential,"20'4""",True,76.803,"LINESTRING (-76.5412619 39.3773947, -76.5415616 39.3771652, -76.5418967 39.3769086)",,,
123164290,True,Dubois Avenue,residential,"12'0""",False,112.614,"LINESTRING (-76.5412619 39.3773947, -76.5408428 39.3770907, -76.5407433 39.3770185, -76.5406845 39.3769715, -76.5405041 39.3768414, -76.5403083 39.3767003)",,,
5316736,False,Chestnut Avenue,residential,"20'4""",False,76.803,"LINESTRING (-76.5418967 39.3769086, -76.5415616 39.3771652, -76.5412619 39.3773947)",,,
5316736,False,Chestnut Avenue,residential,"20'4""",True,92.336,"LINESTRING (-76.5418967 39.3769086, -76.5422555 39.3766339, -76.5426599 39.3763242)",,,
5316747,False,Chestnut Avenue,residential,"29'4""",False,115.681,"LINESTRING (-76.5448695 39.37355, -76.5441395 39.374424)",,,
5316747,False,Chestnut Avenue,residential,"29'4""",False,103.03399999999999,"LINESTRING (-76.5432592 39.3754883, -76.5429865 39.375814, -76.5429215 39.375882, -76.5428911 39.3759123, -76.5427905 39.376, -76.5427181 39.3760536, -76.5425064 39.3762022)",,,
5316747,False,Chestnut Avenue,residential,"29'4""",True,124.231,"LINESTRING (-76.5432592 39.3754883, -76.5434315 39.3753, -76.5438835 39.374733, -76.5440375 39.3745473)",,,
5321783,False,Acton Road,residential,"23'8""",True,271.601,"LINESTRING (-76.534354 39.379341, -76.534799 39.379692, -76.535385 39.380131, -76.536614 39.381048)",,,
545277269,False,Wilson Avenue,residential,,False,195.19,"LINESTRING (-76.5341973 39.3756611, -76.5347167 39.3752377, -76.5352167 39.3748328, -76.5357584 39.3743863)",,,
1008772621,False,Woodside Avenue,residential,,True,514.7660000000001,"LINESTRING (-76.5341973 39.3756611, -76.534912 39.3761973, -76.535522 39.376668, -76.536651 39.377528, -76.5382386 39.3787503, -76.538345 39.3788322, -76.5384714 39.3789017)",,,
5322698,False,Oak Forest Drive,residential,"25'4""",True,482.04299999999995,"LINESTRING (-76.5357584 39.3743863, -76.536351 39.374836, -76.536862 39.375225, -76.537256 39.375529, -76.538065 39.376164, -76.538549 39.376524, -76.539318 39.377091, -76.539764 39.37742)",,,25 mph
545277269,False,Wilson Avenue,residential,,True,195.19,"LINESTRING (-76.5357584 39.3743863, -76.5352167 39.3748328, -76.5347167 39.3752377, -76.5341973 39.3756611)",,,
"[546427593, 85012950]",False,Taylor Avenue,secondary,,False,112.106,"LINESTRING (-76.5438867 39.3743866, -76.5435289 39.3742091, -76.5433329 39.3741127, -76.543187 39.374041, -76.5429165 39.3738968, -76.5428037 39.373826)","['3', '2']",,30 mph
85012966,True,Taylor Avenue,secondary,"26'8""",False,22.277,"LINESTRING (-76.5438867 39.3743866, -76.5439488 39.374437, -76.5439918 39.3744766, -76.5440375 39.3745473)",1,,30 mph
5311314,False,Oak Avenue,residential,,False,17.656,"LINESTRING (-76.545372 39.3750286, -76.5452608 39.3751621)",,,
85012959,True,Taylor Avenue,secondary,"26'8""",False,130.16099999999997,"LINESTRING (-76.545372 39.3750286, -76.545347 39.3749895, -76.5452971 39.3749279, -76.5452312 39.3748632, -76.5451501 39.3748035, -76.5450716 39.3747594, -76.544585 39.3745194, -76.5444839 39.3744757, -76.5443937 39.3744453, -76.5443191 39.3744308, -76.5442482 39.3744259, -76.5441395 39.374424)",1,,30 mph
5316747,False,Chestnut Avenue,residential,"29'4""",False,124.23100000000001,"LINESTRING (-76.5440375 39.3745473, -76.5438835 39.374733, -76.5434315 39.3753, -76.5432592 39.3754883)",,,
5316747,False,Chestnut Avenue,residential,"29'4""",True,16.284,"LINESTRING (-76.5440375 39.3745473, -76.544079 39.3744923, -76.5441395 39.374424)",,,
85012966,True,Taylor Avenue,secondary,"26'8""",False,130.198,"LINESTRING (-76.5440375 39.3745473, -76.5440801 39.3746143, -76.5441267 39.3746741, -76.544189 39.374731, -76.5442343 39.3747586, -76.5443267 39.374817, -76.544696 39.3749982, -76.5448993 39.375098, -76.5449729 39.3751269, -76.5450634 39.3751507, -76.545171 39.3751575, -76.5452608 39.3751621)",1,,30 mph
5311314,False,Oak Avenue,residential,,False,133.495,"LINESTRING (-76.5452608 39.3751621, -76.5444202 39.3761716)",,,
5311314,False,Oak Avenue,residential,,True,17.656,"LINESTRING (-76.5452608 39.3751621, -76.545372 39.3750286)",,,
545310158,False,Harford Road,primary,,True,5.381,"LINESTRING (-76.5402801 39.3767435, -76.5403083 39.3767003)",2,MD 147,30 mph
123164289,True,Dubois Avenue,residential,"12'0""",False,183.04,"LINESTRING (-76.5402801 39.3767435, -76.5404612 39.3768806, -76.5407882 39.3771281, -76.5412545 39.3774811, -76.5416086 39.3777382, -76.5418243 39.3778761)",,,
545310158,False,Harford Road,primary,,False,87.33,"LINESTRING (-76.5402801 39.3767435, -76.5400754 39.3770142, -76.540012 39.377098, -76.5398867 39.3772607, -76.539764 39.37742)",2,MD 147,30 mph
5316747,False,Chestnut Avenue,residential,"29'4""",True,115.681,"LINESTRING (-76.5441395 39.374424, -76.5448695 39.37355)",,,
5316747,False,Chestnut Avenue,residential,"29'4""",False,16.284,"LINESTRING (-76.5441395 39.374424, -76.544079 39.3744923, -76.5440375 39.3745473)",,,
85012959,True,Taylor Avenue,secondary,"26'8""",False,22.125,"LINESTRING (-76.5441395 39.374424, -76.5440197 39.3744069, -76.5438867 39.3743866)",1,,30 mph
305658455,False,Emerald Road,residential,,False,72.31,"LINESTRING (-76.5390877 39.3793437, -76.5385767 39.3789651, -76.5384714 39.3789017)",,,
