osmid,name,highway,access,oneway,reversed,length,geometry,maxspeed,lanes,ref
8718826,Barden Court,residential,permissive,False,True,227.94500000000002,"LINESTRING (-83.2465707 42.5813744, -83.246725 42.581254, -83.24686 42.581214, -83.246979 42.58121, -83.247289 42.58121, -83.247418 42.5812, -83.24764 42.581139, -83.247853 42.581035, -83.247961 42.580968, -83.24797 42.580909, -83.247969 42.580828, -83.247991 42.58072, -83.248076 42.580644, -83.2481782 42.5805796, -83.24837 42.580502, -83.248575 42.580414, -83.248714 42.580359)",,,
502610506,Woodward Avenue,primary,,True,False,105.81200000000001,"LINESTRING (-83.2430162 42.5811058, -83.242775 42.580846, -83.2422808 42.5803233)",50 mph,4,M 1
39451931,,primary_link,,True,False,188.911,"LINESTRING (-83.2450964 42.583304, -83.244873 42.5831942, -83.2438738 42.5821339, -83.2438528 42.5821184, -83.2438421 42.5821105, -83.2438005 42.5821036, -83.2437512 42.5821107, -83.2437192 42.5821185, -83.2436769 42.5821448, -83.243642 42.58218)",,1,
257528182,Woodward Avenue,primary,,True,False,297.91900000000004,"LINESTRING (-83.2450964 42.583304, -83.2448723 42.5830651, -83.2448334 42.5830236, -83.2447975 42.5829854, -83.244634 42.582811, -83.244121 42.582263, -83.2440257 42.5821637, -83.2439431 42.5820775, -83.2438096 42.5819387, -83.2434899 42.5816048, -83.243166 42.581267, -83.2430484 42.5811407, -83.2430162 42.5811058)",50 mph,4,M 1
39451933,,primary_link,,True,False,32.098,"LINESTRING (-83.2479336 42.5874883, -83.2480868 42.5875387, -83.2481628 42.5874967, -83.2482413 42.5874211)",,1,
"[502610530, 502610579]",Woodward Avenue,primary,,True,False,79.9,"LINESTRING (-83.2479336 42.5874883, -83.2480235 42.5876112, -83.248228 42.587891, -83.248415 42.588113)",50 mph,"['4', '5']",M 1
257707574,Woodward Avenue,primary,,True,False,67.294,"LINESTRING (-83.2482413 42.5874211, -83.248134 42.587287, -83.247858 42.586886)",50 mph,4,M 1
257707574,Woodward Avenue,primary,,True,False,40.052,"LINESTRING (-83.248721 42.5880279, -83.2484763 42.587716)",50 mph,4,M 1
39451934,,primary_link,,True,False,33.36,"LINESTRING (-83.248721 42.5880279, -83.2486308 42.5880049, -83.2485647 42.5879975, -83.2485026 42.5880062, -83.2484476 42.5880327, -83.2484199 42.5880708, -83.248415 42.588113)",,1,
502610530,Woodward Avenue,primary,,True,False,90.031,"LINESTRING (-83.2474195 42.5867726, -83.247578 42.587001, -83.247638 42.587084, -83.2479336 42.5874883)",50 mph,4,M 1
8694462,Barbour Lane,residential,permissive,True,False,106.37200000000001,"LINESTRING (-83.2481097 42.5819294, -83.2480479 42.5818796, -83.2479648 42.5817872, -83.2478752 42.5817212, -83.2477888 42.581696, -83.247704 42.581708, -83.2476568 42.581738, -83.2476226 42.5817956, -83.2476486 42.5818448, -83.2476926 42.5818856, -83.2478621 42.581972, -83.2480488 42.581935, -83.2481097 42.5819294)",,,
"[624215225, 8694463]",Barbour Lane,residential,permissive,False,False,153.59,"LINESTRING (-83.2481097 42.5819294, -83.248136 42.581927, -83.248291 42.58193, -83.248437 42.581903, -83.248646 42.581807, -83.248862 42.581633, -83.248886 42.581606, -83.249057 42.581411, -83.249181 42.581184, -83.249238 42.581089, -83.249304 42.580994)",,,
306687588,Scenic Oaks Drive North,residential,,False,False,126.15599999999998,"LINESTRING (-83.2504213 42.5880974, -83.2504286 42.5880554, -83.2504309 42.5880132, -83.2504269 42.587972, -83.2504222 42.5879515, -83.2504158 42.5879312, -83.2504025 42.587902, -83.2503817 42.5878742, -83.2503496 42.5878463, -83.2503102 42.5878238, -83.2502608 42.5878069, -83.2501986 42.5877898, -83.2500838 42.5877637, -83.2499538 42.5877232, -83.2498344 42.5876714, -83.2497248 42.5876333, -83.2496673 42.5876129, -83.2496232 42.5875926, -83.2495877 42.5875718, -83.249558 42.5875503, -83.2495069 42.587502, -83.2494616 42.5874488, -83.2494054 42.5873743)",,,
39451930,,primary_link,,True,False,122.25999999999999,"LINESTRING (-83.2421005 42.5805531, -83.242306 42.5806376, -83.2428556 42.581223, -83.2429079 42.5812361, -83.242958 42.5812283, -83.2429947 42.5812007, -83.2430135 42.5811651, -83.2430162 42.5811058)",,1,
"[257528179, 502610581, 502610531]",Woodward Avenue,primary,,True,False,220.582,"LINESTRING (-83.2421005 42.5805531, -83.2427463 42.5812329, -83.2431039 42.5816153, -83.2433613 42.5818816, -83.2434243 42.58195, -83.243642 42.58218)",50 mph,"['4', '5']",M 1
"[1211157795, 1211157796, 8675159]",Vaughan Ridge Road,residential,permissive,False,True,137.00900000000001,"LINESTRING (-83.2438029 42.5798753, -83.2437428 42.5799076, -83.2436811 42.5799372, -83.2435883 42.5799776, -83.2434931 42.5800153, -83.2434103 42.5800452, -83.243326 42.5800723, -83.2432282 42.5801001, -83.2431292 42.5801213, -83.243033 42.5801366, -83.2429679 42.5801443, -83.2429019 42.5801457, -83.242806 42.5801421, -83.2427591 42.5801448, -83.2427126 42.5801496, -83.2426613 42.5801588, -83.242611 42.580171, -83.2425425 42.5801924, -83.2424738 42.5802209, -83.2423484 42.5802875, -83.2422808 42.5803233)",,,
1070668362,Vaughan Ridge Road,residential,permissive,True,False,55.862,"LINESTRING (-83.2438029 42.5798753, -83.2438902 42.5798516, -83.2439549 42.5798407, -83.2440188 42.5798256, -83.2440621 42.5798114, -83.2441048 42.5797936, -83.2441578 42.5797608, -83.2442055 42.5797252, -83.244241 42.5796904, -83.2442835 42.5796433, -83.2443153 42.5795843)",,,
8682973,High Oak Road,residential,,False,True,97.295,"LINESTRING (-83.2414838 42.5841532, -83.2414245 42.5839177, -83.2412932 42.5833964, -83.2412772 42.5833486, -83.241252 42.5832957)",,,
1188760738,High Oak Road,residential,,True,False,31.43,"LINESTRING (-83.2414838 42.5841532, -83.2413016 42.5842892, -83.2412912 42.5843805)",,,
8713738,East Long Lake Road,tertiary,,False,False,52.08,"LINESTRING (-83.2419125 42.58428, -83.2412912 42.5843805)",35 mph,,
8713738,East Long Lake Road,tertiary,,False,True,31.06,"LINESTRING (-83.2419125 42.58428, -83.2421464 42.5842453, -83.242285 42.5842271)",35 mph,,
1188760739,High Oak Road,residential,,True,False,38.414,"LINESTRING (-83.2419125 42.58428, -83.2417851 42.5842131, -83.2416666 42.5841896, -83.2415603 42.5841743, -83.2414838 42.5841532)",,,
241112400,Longwood Drive,residential,,True,False,41.983999999999995,"LINESTRING (-83.2475301 42.5852048, -83.2475428 42.5852325, -83.2475643 42.5852591, -83.2476016 42.5852717, -83.2478501 42.5852743, -83.2478949 42.5852645, -83.2479297 42.5852379, -83.2479418 42.5852063)",,,
1209617357,Longwood Drive,residential,,False,True,59.074,"LINESTRING (-83.2475301 42.5852048, -83.2473925 42.5852022, -83.247292 42.5852275, -83.2470027 42.5853428, -83.2468823 42.5854071)",,,
"[8685562, 1209617358]",Longwood Drive,residential,,False,"[False, True]",223.94499999999996,"LINESTRING (-83.2479418 42.5852063, -83.24804 42.5852016, -83.2480831 42.585193, -83.2481322 42.5851717, -83.2481752 42.5851382, -83.2481993 42.5850982, -83.2482075 42.5850547, -83.2482138 42.5847397, -83.2482195 42.5844548, -83.2482261 42.5843946, -83.2482452 42.5843369, -83.2482704 42.5843018, -83.248307 42.584273, -83.248386 42.5842292, -83.2484196 42.5842055, -83.2484543 42.5841716, -83.248484 42.5841267, -83.248497 42.5840977, -83.2485051 42.5840673, -83.2485078 42.5840362, -83.248503 42.5840021, -83.2484588 42.5838219, -83.2483892 42.5835583, -83.2483526 42.5834047)",,,
1209617359,Longwood Drive,residential,,True,False,44.019999999999996,"LINESTRING (-83.2479418 42.5852063, -83.2479264 42.5851619, -83.2478942 42.5851372, -83.247852 42.5851327, -83.2476005 42.5851303, -83.2475603 42.5851426, -83.2475401 42.5851663, -83.2475301 42.5852048)",,,
8711618,Scenic Oaks Drive,residential,,False,False,5.82,"LINESTRING (-83.2500267 42.5867664, -83.2500189 42.5867418, -83.2499995 42.5867188)",,,
400068881,Scenic Oaks Drive,residential,,False,False,79.91300000000001,"LINESTRING (-83.2500267 42.5867664, -83.2500634 42.586759, -83.2501156 42.5867583, -83.2501748 42.5867661, -83.2502367 42.5867715, -83.2502931 42.5867596, -83.2503334 42.5867363, -83.2503638 42.5866956, -83.250368 42.5866507, -83.2503539 42.5866183, -83.2503344 42.5865969, -83.2502963 42.5865741, -83.2502549 42.5865627, -83.2502156 42.5865608, -83.2501783 42.5865665, -83.2501451 42.5865789, -83.2501204 42.5865961, -83.25005 42.5866726, -83.2499995 42.5867188)",,,
8711618,Scenic Oaks Drive,residential,,False,True,85.29700000000001,"LINESTRING (-83.2500267 42.5867664, -83.2500214 42.5867868, -83.2500042 42.586806, -83.2499466 42.5868515, -83.2498894 42.5868928, -83.2498415 42.5869382, -83.2497704 42.5870239, -83.2496901 42.5871134, -83.2496125 42.5872078, -83.2495121 42.5872999, -83.2494619 42.5873406, -83.2494054 42.5873743)",,,
