osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,junction
652525077,True,,SR 261,South High Street,primary,25 mph,False,304.722,,"LINESTRING (-81.5155991 41.0848339, -81.5156532 41.0847144, -81.5157379 41.0845272, -81.5158695 41.0842219, -81.516263 41.083299, -81.516457 41.082846, -81.516638 41.082435, -81.516715 41.082226)",
652525109,False,5,SR 18,East Market Street,primary,25 mph,True,49.1,,"LINESTRING (-81.5155991 41.0848339, -81.5157168 41.0848623, -81.5158628 41.0848976, -81.5160422 41.0849409, -81.516157 41.0849686)",
21391144,True,,SR 261,North Broadway Street,primary,25 mph,False,226.387,,"LINESTRING (-81.5144841 41.0843862, -81.514438 41.084482, -81.514384 41.084594, -81.5142877 41.0848173, -81.514249 41.084907, -81.5141941 41.0850371, -81.5141385 41.0851691, -81.5140794 41.0853092, -81.5139979 41.0855015, -81.5139697 41.0855655, -81.51388 41.0857794, -81.5136532 41.0863197, -81.5136518 41.0863229)",
113836679,False,5,SR 18,East Market Street,primary,25 mph,False,105.956,,"LINESTRING (-81.5144841 41.0843862, -81.5145833 41.0844278, -81.5147298 41.0844892, -81.5150449 41.0846213, -81.5152579 41.0847117, -81.5153778 41.0847597, -81.5154857 41.0847986, -81.5155087 41.0848058, -81.5155991 41.0848339)",
653232437,False,5,SR 18,East Market Street,primary,35 mph,False,82.646,,"LINESTRING (-81.5144841 41.0843862, -81.5143965 41.0843493, -81.5136234 41.0840235)",
21412967,False,,,North Summit Street,unclassified,,False,127.29500000000002,,"LINESTRING (-81.5136234 41.0840235, -81.513574 41.084128, -81.513476 41.084259, -81.51341 41.084352, -81.513276 41.084524, -81.5131989 41.0846325, -81.513036 41.084862, -81.512902 41.085029)",
21423307,False,,,South Summit Street,unclassified,,False,268.767,,"LINESTRING (-81.5136234 41.0840235, -81.513851 41.083491, -81.5138901 41.0834014, -81.514027 41.0830876, -81.5140781 41.0829656, -81.5141112 41.0828907, -81.5142289 41.0826244, -81.5142353 41.08261, -81.5142832 41.0824953, -81.514338 41.082363, -81.5143683 41.0822932, -81.5143832 41.0822583, -81.5145733 41.0818264, -81.5145855 41.0818019, -81.514623 41.081727)",
653232437,False,5,SR 18,East Market Street,primary,35 mph,True,82.646,,"LINESTRING (-81.5136234 41.0840235, -81.5143965 41.0843493, -81.5144841 41.0843862)",
653232644,True,,SR 261,North Broadway Street,primary,25 mph,False,12.045,,"LINESTRING (-81.5135062 41.0866681, -81.5134651 41.0867719)",
21391394,True,,,Water Street,residential,25 mph,False,167.342,,"LINESTRING (-81.52185 41.080999, -81.5219546 41.0808967, -81.5220162 41.0808365, -81.5220872 41.0807681, -81.5221291 41.0807274, -81.5222729 41.0805824, -81.5225058 41.0803476, -81.5229324 41.0798954, -81.522984 41.0798429, -81.5230369 41.0797891)",
21420525,False,,,West Bowery Street,tertiary,,False,132.384,,"LINESTRING (-81.52185 41.080999, -81.5217934 41.0810102, -81.521704 41.0810278, -81.5213673 41.0810947, -81.5212448 41.0811206, -81.5211578 41.0811386, -81.521086 41.0811534, -81.5204622 41.0812817, -81.5203242 41.0813064)",
21420525,False,,,West Bowery Street,tertiary,,True,134.584,,"LINESTRING (-81.52185 41.080999, -81.5223428 41.0809079, -81.5226832 41.0808491, -81.5230438 41.0807832, -81.5232984 41.0807367, -81.523409 41.0807102)",
98280424,False,,,West State Street,tertiary,25 mph,False,79.706,,"LINESTRING (-81.5230369 41.0797891, -81.5231496 41.0798229, -81.5232343 41.0798556, -81.5236132 41.0800069, -81.5237653 41.0800647, -81.5238862 41.0801106)",
"[98280424, 850325922, 652525088, 21436007]",False,2,,West State Street,tertiary,25 mph,True,237.267,yes,"LINESTRING (-81.5230369 41.0797891, -81.5229253 41.0797567, -81.5228793 41.0797398, -81.5220441 41.0794111, -81.5213009 41.079122, -81.5209281 41.0789724, -81.5206636 41.0788668, -81.5205229 41.0788097)",
"[21393090, 21392059, 21395661]",False,,,"['North Cherry Street', 'Wood Street', 'Green Street']",residential,,"[False, True]",254.895,,"LINESTRING (-81.519791 41.0865576, -81.5193855 41.0871642, -81.5198964 41.0873619, -81.520216 41.0874849, -81.5204101 41.0871882, -81.5205453 41.0869822, -81.5206829 41.0867749, -81.5206918 41.0867616, -81.5207526 41.08667)",
"[21393090, 21392059, 21395661]",False,,,"['North Cherry Street', 'Wood Street', 'Green Street']",residential,,"[False, True]",254.89499999999998,,"LINESTRING (-81.5207526 41.08667, -81.5206918 41.0867616, -81.5206829 41.0867749, -81.5205453 41.0869822, -81.5204101 41.0871882, -81.520216 41.0874849, -81.5198964 41.0873619, -81.5193855 41.0871642, -81.519791 41.0865576)",
1061694070,False,,SR 18,West Market Street,primary,25 mph,False,94.287,,"LINESTRING (-81.5207526 41.08667, -81.5212963 41.0869941, -81.521635 41.087196)",
"[113836612, 1061694070]",False,,SR 18,West Market Street,primary,25 mph,True,70.53699999999999,,"LINESTRING (-81.5207526 41.08667, -81.5205783 41.0865658, -81.5205275 41.0865354, -81.520334 41.0864197, -81.5200932 41.0862758)",
21394253,False,,,East Bowery Street,tertiary,,True,111.83600000000001,,"LINESTRING (-81.517567 41.080881, -81.5178534 41.0809512, -81.5180393 41.0809968, -81.5180782 41.0810063, -81.5181651 41.081029, -81.5186851 41.0811649, -81.518831 41.081203)",
271391578,True,3,SR 261,South High Street,primary,25 mph,False,77.262,,"LINESTRING (-81.517567 41.080881, -81.5178557 41.0804671, -81.5179587 41.0803195, -81.517996 41.080266)",
652525078,False,,,East Bowery Street,tertiary,,False,125.06700000000001,,"LINESTRING (-81.517567 41.080881, -81.516737 41.080664, -81.516153 41.080522)",
607955598,True,,,Ash Street,tertiary,,False,66.148,,"LINESTRING (-81.5205626 41.0826906, -81.5199308 41.0830471)",
21396880,False,,,Quaker Street,residential,,False,119.611,,"LINESTRING (-81.5205626 41.0826906, -81.5205256 41.0824903, -81.5204709 41.0821529, -81.5203849 41.0816233)",
21396880,False,,,Quaker Street,residential,,True,35.603,,"LINESTRING (-81.5203242 41.0813064, -81.5203849 41.0816233)",
21420525,False,,,West Bowery Street,tertiary,,False,38.238,,"LINESTRING (-81.5203242 41.0813064, -81.5200369 41.081365, -81.5198804 41.0813843)",
21420525,False,,,West Bowery Street,tertiary,,True,132.38400000000001,,"LINESTRING (-81.5203242 41.0813064, -81.5204622 41.0812817, -81.521086 41.0811534, -81.5211578 41.0811386, -81.5212448 41.0811206, -81.5213673 41.0810947, -81.521704 41.0810278, -81.5217934 41.0810102, -81.52185 41.080999)",
837703397,False,,,Howard Street,secondary,35 mph,True,30.122999999999998,,"LINESTRING (-81.5169319 41.0875127, -81.5169278 41.0873836, -81.516919 41.0873571, -81.516882 41.0872461)",
1046202058,True,1,,South Main Street,secondary,25,False,53.579,,"LINESTRING (-81.5182155 41.0820662, -81.51812 41.0821414, -81.5180321 41.0822924, -81.517995 41.082341, -81.5179534 41.0823845, -81.5178805 41.0824718)",
1086916988,False,,,South Main Street,secondary,25 mph,True,108.96900000000001,,"LINESTRING (-81.5182155 41.0820662, -81.5187619 41.0812999, -81.518831 41.081203)",
21394253,False,,,East Bowery Street,tertiary,,False,111.83600000000001,,"LINESTRING (-81.518831 41.081203, -81.5186851 41.0811649, -81.5181651 41.081029, -81.5180782 41.0810063, -81.5180393 41.0809968, -81.5178534 41.0809512, -81.517567 41.080881)",
1009187221,False,,,West Bowery Street,tertiary,,True,90.901,,"LINESTRING (-81.518831 41.081203, -81.5189865 41.0812361, -81.519589 41.081372, -81.519651 41.081383, -81.519712 41.081389, -81.519836 41.081389, -81.5198804 41.0813843)",
1086916988,False,,,South Main Street,secondary,25 mph,False,108.96900000000001,,"LINESTRING (-81.518831 41.081203, -81.5187619 41.0812999, -81.5182155 41.0820662)",
1086916988,False,,,South Main Street,secondary,25 mph,True,52.804,,"LINESTRING (-81.518831 41.081203, -81.5188915 41.0811201, -81.5191346 41.0807869)",
21401745,False,,,Church Street,residential,,False,111.724,,"LINESTRING (-81.5191346 41.0807869, -81.5185543 41.0804983, -81.5184553 41.0804571, -81.517996 41.080266)",
272716874,False,,,South Main Street,secondary,25 mph,True,164.606,,"LINESTRING (-81.5191346 41.0807869, -81.5193478 41.0804876, -81.5195901 41.0801545, -81.5197873 41.0798854, -81.5200766 41.079488)",
1086916988,False,,,South Main Street,secondary,25 mph,False,52.804,,"LINESTRING (-81.5191346 41.0807869, -81.5188915 41.0811201, -81.518831 41.081203)",
21401745,False,,,Church Street,residential,,True,111.72399999999999,,"LINESTRING (-81.517996 41.080266, -81.5184553 41.0804571, -81.5185543 41.0804983, -81.5191346 41.0807869)",
271391578,True,3,SR 261,South High Street,primary,25 mph,False,158.96999999999997,,"LINESTRING (-81.517996 41.080266, -81.5180486 41.0801887, -81.5181347 41.0800623, -81.5183756 41.0797087, -81.518433 41.0796254, -81.5185239 41.0794966, -81.5185698 41.0794281, -81.5186204 41.079354, -81.5186264 41.0793439, -81.5188681 41.0789965)",
"[90137936, 1059582017, 1222007835, 1222007836]",True,"['3', '2']",SR 261,North High Street,primary,25 mph,False,248.89899999999997,,"LINESTRING (-81.5147024 41.0869671, -81.5147242 41.0869153, -81.5148466 41.0866243, -81.5152008 41.0857978, -81.5152288 41.0857323, -81.5153877 41.0853668, -81.5154119 41.0853087, -81.5155121 41.0850795, -81.5155665 41.0849528, -81.5155991 41.0848339)",
"[1067598128, 98705135]",True,"['3', '2']",SR 59,Martin Luther King Boulevard,primary,35 mph,False,105.622,,"LINESTRING (-81.5147024 41.0869671, -81.5142535 41.0868549, -81.5135062 41.0866681)",
21412967,False,,,North Summit Street,unclassified,,True,127.29500000000002,,"LINESTRING (-81.512902 41.085029, -81.513036 41.084862, -81.5131989 41.0846325, -81.513276 41.084524, -81.51341 41.084352, -81.513476 41.084259, -81.513574 41.084128, -81.5136234 41.0840235)",
653189157,True,,SR 261,South Broadway Street,primary,25 mph,False,285.355,,"LINESTRING (-81.515517 41.081941, -81.515479 41.0820404, -81.515439 41.082145, -81.5154318 41.0821621, -81.5154114 41.0822103, -81.5152469 41.0826017, -81.5152328 41.0826339, -81.5150037 41.0831737, -81.5149835 41.0832212, -81.5148938 41.083433, -81.514782 41.0836877, -81.514747 41.0837715, -81.5145208 41.0842985, -81.5144841 41.0843862)",
653189158,False,,,East Mill Street,tertiary,,False,105.312,,"LINESTRING (-81.515517 41.081941, -81.516121 41.082094, -81.516715 41.082226)",
653232438,False,,,East Mill Street,tertiary,,True,78.625,,"LINESTRING (-81.515517 41.081941, -81.514869 41.08179, -81.5147171 41.0817511, -81.514623 41.081727)",
"[90137986, 90138013, 21417470]",False,,SR 18,West Market Street,primary,25 mph,False,143.318,yes,"LINESTRING (-81.5186534 41.0855887, -81.5187642 41.0856242, -81.5189126 41.0856762, -81.5190428 41.0857264, -81.5191138 41.0857585, -81.5193305 41.0858572, -81.519353 41.0858686, -81.5194323 41.0859087, -81.5195432 41.0859647, -81.5197824 41.0861019, -81.5200932 41.0862758)",
"[21390785, 21417470]",False,,SR 18,"['East Market Street', 'West Market Street']",primary,25 mph,"[False, True]",162.88599999999997,,"LINESTRING (-81.5186534 41.0855887, -81.518561 41.0855604, -81.5185182 41.0855484, -81.5179194 41.0853921, -81.5176495 41.0853244, -81.5172942 41.0852378, -81.516994 41.0851658, -81.5168127 41.0851193)",
179714485,False,,,Dart Avenue,primary,,True,135.917,,"LINESTRING (-81.5186534 41.0855887, -81.5187348 41.0854387, -81.5189726 41.0848648, -81.5190467 41.0846677, -81.5191554 41.0844271)",
"[90137986, 90138013, 21417470]",False,,SR 18,West Market Street,primary,25 mph,True,143.318,yes,"LINESTRING (-81.5200932 41.0862758, -81.5197824 41.0861019, -81.5195432 41.0859647, -81.5194323 41.0859087, -81.519353 41.0858686, -81.5193305 41.0858572, -81.5191138 41.0857585, -81.5190428 41.0857264, -81.5189126 41.0856762, -81.5187642 41.0856242, -81.5186534 41.0855887)",
"[113836612, 1061694070]",False,,SR 18,West Market Street,primary,25 mph,False,70.537,,"LINESTRING (-81.5200932 41.0862758, -81.520334 41.0864197, -81.5205275 41.0865354, -81.5205783 41.0865658, -81.5207526 41.08667)",
878254327,False,,SR 162,Rand Avenue,primary,35 mph,False,98.646,,"LINESTRING (-81.5200932 41.0862758, -81.5201778 41.0861861, -81.5202097 41.0861523, -81.5202784 41.0860185, -81.5204179 41.0857649, -81.5205124 41.0856207, -81.5205635 41.085551, -81.5206188 41.0854861)",
1061694070,False,,SR 18,West Market Street,primary,25 mph,False,13.061,,"LINESTRING (-81.521635 41.087196, -81.5217617 41.0872644)",
1061694070,False,,SR 18,West Market Street,primary,25 mph,True,94.287,,"LINESTRING (-81.521635 41.087196, -81.5212963 41.0869941, -81.5207526 41.08667)",
1061694070,False,,SR 18,West Market Street,primary,25 mph,True,13.061,,"LINESTRING (-81.5217617 41.0872644, -81.521635 41.087196)",
21422152,False,,,South Bates Street,residential,,False,100.618,,"LINESTRING (-81.5217617 41.0872644, -81.5218175 41.0871957, -81.5218475 41.0871587, -81.5218787 41.0871204, -81.5219408 41.0870439, -81.5219648 41.0869993, -81.5219797 41.0869716, -81.5219944 41.0869443, -81.522048 41.086805, -81.5220525 41.0867594, -81.5220525 41.0867459, -81.5220524 41.086712, -81.5220358 41.0866574, -81.5219981 41.0866138, -81.5217929 41.086499)",
21420525,False,,,West Bowery Street,tertiary,,False,134.584,,"LINESTRING (-81.523409 41.0807102, -81.5232984 41.0807367, -81.5230438 41.0807832, -81.5226832 41.0808491, -81.5223428 41.0809079, -81.52185 41.080999)",
21420525,False,,,West Bowery Street,tertiary,,True,78.178,,"LINESTRING (-81.523409 41.0807102, -81.5234673 41.0806728, -81.5235286 41.0806081, -81.523611 41.080489, -81.5238384 41.0801763, -81.5238862 41.0801106)",
21420525,False,,,West Bowery Street,tertiary,,False,78.178,,"LINESTRING (-81.5238862 41.0801106, -81.5238384 41.0801763, -81.523611 41.080489, -81.5235286 41.0806081, -81.5234673 41.0806728, -81.523409 41.0807102)",
98280424,False,,,West State Street,tertiary,25 mph,True,79.706,,"LINESTRING (-81.5238862 41.0801106, -81.5237653 41.0800647, -81.5236132 41.0800069, -81.5232343 41.0798556, -81.5231496 41.0798229, -81.5230369 41.0797891)",
21421582,True,,,Ash Street,tertiary,,False,290.43399999999997,,"LINESTRING (-81.5237453 41.0817076, -81.5233304 41.0817905, -81.5230179 41.0818653, -81.522912 41.081895, -81.5217108 41.0822145, -81.521611 41.082239, -81.521426 41.082282, -81.521399 41.082291, -81.521178 41.08237, -81.5211221 41.0823967, -81.5208807 41.0825126, -81.5206995 41.082611, -81.5205626 41.0826906)",
889929544,True,2,SR 59,Martin Luther King Jr Boulevard,primary,35 mph,False,206.677,,"LINESTRING (-81.5237453 41.0817076, -81.5234256 41.0818481, -81.5232593 41.0819062, -81.5229247 41.0820361, -81.5227363 41.0821185, -81.5224633 41.0822418, -81.5221462 41.0824132, -81.5218323 41.082587, -81.5216546 41.0826852)",
21423307,False,,,South Summit Street,unclassified,,True,268.767,,"LINESTRING (-81.514623 41.081727, -81.5145855 41.0818019, -81.5145733 41.0818264, -81.5143832 41.0822583, -81.5143683 41.0822932, -81.514338 41.082363, -81.5142832 41.0824953, -81.5142353 41.08261, -81.5142289 41.0826244, -81.5141112 41.0828907, -81.5140781 41.0829656, -81.514027 41.0830876, -81.5138901 41.0834014, -81.513851 41.083491, -81.5136234 41.0840235)",
653232438,False,,,East Mill Street,tertiary,,False,78.625,,"LINESTRING (-81.514623 41.081727, -81.5147171 41.0817511, -81.514869 41.08179, -81.515517 41.081941)",
"[653189156, 1061669254]",True,"['4', '3']",SR 261,South High Street,primary,25 mph,False,165.988,,"LINESTRING (-81.516715 41.082226, -81.51684 41.081961, -81.5169015 41.0818499, -81.516912 41.081831, -81.5169782 41.081735, -81.5173534 41.0811908, -81.517567 41.080881)",
653189158,False,,,East Mill Street,tertiary,,True,105.312,,"LINESTRING (-81.516715 41.082226, -81.516121 41.082094, -81.515517 41.081941)",
653189159,False,,,East Mill Street,tertiary,,False,59.896,,"LINESTRING (-81.516715 41.082226, -81.5172794 41.0823692, -81.5173466 41.0823862, -81.5173923 41.0823978)",
21428389,False,,,Christie Street,residential,25 mph,True,46.766000000000005,,"LINESTRING (-81.5219309 41.0860915, -81.5219032 41.0861774, -81.5218701 41.086273, -81.5218094 41.0864497, -81.5217929 41.086499)",
21406840,False,,,North Main Street,secondary,25 mph,False,10.643,,"LINESTRING (-81.5168395 41.0871559, -81.516882 41.0872461)",
"[21406840, 207084884]",False,,,North Main Street,secondary,25 mph,True,240.808,,"LINESTRING (-81.5168395 41.0871559, -81.5167724 41.0870493, -81.5166 41.0867756, -81.5164506 41.0865504, -81.5164132 41.0864749, -81.5163861 41.0863994, -81.5163691 41.0863239, -81.5163639 41.0862694, -81.5163697 41.0861982, -81.5163789 41.0861333, -81.5164 41.086058, -81.516433 41.085964, -81.5164795 41.0858505, -81.5164962 41.0858097, -81.5165209 41.0857495, -81.5165444 41.0856921, -81.5167483 41.0852493, -81.5168127 41.0851193)",
"[272716144, 98705134]",True,"['3', '2']",SR 59,Martin Luther King Boulevard,primary,35 mph,False,183.071,,"LINESTRING (-81.5168395 41.0871559, -81.5166607 41.0871793, -81.5165973 41.0871862, -81.5164819 41.0871988, -81.5162835 41.0872064, -81.5160834 41.0872063, -81.5158963 41.0871979, -81.5157057 41.0871793, -81.5152231 41.0871012, -81.5150324 41.0870542, -81.5147024 41.0869671)",
21420525,False,,,West Bowery Street,tertiary,,True,38.238,,"LINESTRING (-81.5198804 41.0813843, -81.5200369 41.081365, -81.5203242 41.0813064)",
137609952,True,,,,tertiary_link,,False,51.392,,"LINESTRING (-81.5198804 41.0813843, -81.5200138 41.0814081, -81.5201727 41.0814626, -81.5202814 41.081534, -81.5203849 41.0816233)",
1009187221,False,,,West Bowery Street,tertiary,,False,90.90100000000001,,"LINESTRING (-81.5198804 41.0813843, -81.519836 41.081389, -81.519712 41.081389, -81.519651 41.081383, -81.519589 41.081372, -81.5189865 41.0812361, -81.518831 41.081203)",
21396880,False,,,Quaker Street,residential,,False,35.603,,"LINESTRING (-81.5203849 41.0816233, -81.5203242 41.0813064)",
21396880,False,,,Quaker Street,residential,,True,119.61099999999999,,"LINESTRING (-81.5203849 41.0816233, -81.5204709 41.0821529, -81.5205256 41.0824903, -81.5205626 41.0826906)",
"[137609949, 1050664596, 1050664597]",True,,,West Mill Street,tertiary,,False,169.895,,"LINESTRING (-81.5199308 41.0830471, -81.5191226 41.0828329, -81.519094 41.0828263, -81.5190452 41.0828183, -81.5189581 41.0828045, -81.5184385 41.0827438, -81.5181714 41.0826716, -81.5180164 41.0825863)",
"[21380350, 90137983]",True,,,West Mill Street,tertiary,,False,277.063,yes,"LINESTRING (-81.5191314 41.0830495, -81.5192933 41.0830779, -81.5193518 41.083095, -81.519417 41.0831287, -81.5195125 41.0831885, -81.5195804 41.0832483, -81.519629 41.0833151, -81.5196669 41.0833763, -81.519688 41.0834485, -81.5196972 41.0835478, -81.519693 41.0836226, -81.5196815 41.0836891, -81.5196542 41.0837848, -81.519382 41.084435, -81.519371 41.084517, -81.519373 41.084596, -81.519388 41.084674, -81.519424 41.084771, -81.5194744 41.0848627, -81.5195268 41.084931, -81.519599 41.0849952, -81.519659 41.0850415, -81.5197313 41.0850831, -81.5198598 41.085139)",
"[1050662899, 1050662900, 21437605]",True,,,Dart Avenue,tertiary,,False,170.39800000000002,,"LINESTRING (-81.5191314 41.0830495, -81.5192834 41.0831283, -81.5193847 41.083206, -81.5194335 41.0832542, -81.519484 41.0833322, -81.5195066 41.0833971, -81.519517 41.0834674, -81.5195087 41.0835377, -81.519495 41.083586, -81.5192202 41.0842744, -81.5191944 41.084335, -81.5191554 41.0844271)",
653189159,False,,,East Mill Street,tertiary,,True,59.896,,"LINESTRING (-81.5173923 41.0823978, -81.5173466 41.0823862, -81.5172794 41.0823692, -81.516715 41.082226)",
1046207068,True,,,East Mill Street,tertiary,,False,33.352999999999994,,"LINESTRING (-81.5173923 41.0823978, -81.517482 41.0824538, -81.5176182 41.0824984, -81.5177107 41.0825704)",
653232440,True,,,,secondary,,False,4.7379999999999995,,"LINESTRING (-81.5178686 41.0827026, -81.5178966 41.0826998, -81.5179235 41.0826932)",roundabout
1059582018,True,,SR 261,North High Street,primary,25 mph,False,12.89,,"LINESTRING (-81.5146555 41.0870775, -81.5147024 41.0869671)",
"[272716139, 272716140, 1067068702]",True,"['3', '2']",SR 59,Martin Luther King Boulevard,primary,35 mph,False,191.01500000000004,,"LINESTRING (-81.5146555 41.0870775, -81.5148621 41.0871321, -81.5150391 41.0871755, -81.5153028 41.0872417, -81.5155179 41.0872823, -81.5156676 41.0873018, -81.5158172 41.0873123, -81.5160649 41.0873187, -81.516214 41.0873172, -81.5163975 41.0873074, -81.5165827 41.0872873, -81.516621 41.087282, -81.516882 41.0872461)",
272716138,True,3,SR 59,Martin Luther King Boulevard,primary,35 mph,False,105.395,,"LINESTRING (-81.5134651 41.0867719, -81.5146555 41.0870775)",
179714485,False,,,Dart Avenue,primary,,False,135.917,,"LINESTRING (-81.5191554 41.0844271, -81.5190467 41.0846677, -81.5189726 41.0848648, -81.5187348 41.0854387, -81.5186534 41.0855887)",
272717986,True,,SR 261,South Broadway Street,primary,25 mph,False,166.568,,"LINESTRING (-81.516153 41.080522, -81.515625 41.081727, -81.515517 41.081941)",
"[272717987, 290388485]",True,,,East Bowery Street,residential,,False,178.768,,"LINESTRING (-81.516153 41.080522, -81.5160748 41.0804575, -81.5152882 41.0801676, -81.5152464 41.0802979, -81.5160105 41.0805242, -81.516153 41.080522)",
652525078,False,,,East Bowery Street,tertiary,,True,125.06700000000001,,"LINESTRING (-81.516153 41.080522, -81.516737 41.080664, -81.517567 41.080881)",
272716874,False,,,South Main Street,secondary,25 mph,False,84.202,,"LINESTRING (-81.5205229 41.0788097, -81.5204657 41.0788982, -81.5201517 41.0793839, -81.5200766 41.079488)",
"[652525088, 98280424, 850325922, 21436007]",False,2,,West State Street,tertiary,25 mph,False,237.267,yes,"LINESTRING (-81.5205229 41.0788097, -81.5206636 41.0788668, -81.5209281 41.0789724, -81.5213009 41.079122, -81.5220441 41.0794111, -81.5228793 41.0797398, -81.5229253 41.0797567, -81.5230369 41.0797891)",
272716874,False,,,South Main Street,secondary,25 mph,False,164.606,,"LINESTRING (-81.5200766 41.079488, -81.5197873 41.0798854, -81.5195901 41.0801545, -81.5193478 41.0804876, -81.5191346 41.0807869)",
272716874,False,,,South Main Street,secondary,25 mph,True,84.202,,"LINESTRING (-81.5200766 41.079488, -81.5201517 41.0793839, -81.5204657 41.0788982, -81.5205229 41.0788097)",
1053629309,False,,,University Avenue,secondary,25 mph,False,115.102,,"LINESTRING (-81.5200766 41.079488, -81.5194461 41.0792265, -81.5193859 41.0792026, -81.5189805 41.0790413, -81.5188681 41.0789965)",
"[21422152, 543021772, 282447526]",False,,,"['Glendale Avenue', 'South Bates Street']",residential,,True,165.47599999999997,,"LINESTRING (-81.5212551 41.0856785, -81.5212291 41.0858034, -81.520748 41.0859093, -81.5208181 41.0859481, -81.5209953 41.0860462, -81.5212208 41.0861799, -81.5215033 41.0863383, -81.5216662 41.0864296, -81.5216827 41.0864386, -81.5217929 41.086499)",
