osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,width,junction,access
180731284,True,,B4205,Pheasant Street,secondary,,False,23.375,"LINESTRING (-2.2151184 52.1936986, -2.2150867 52.1937028, -2.2150433 52.1936991, -2.2149998 52.1936815, -2.2149735 52.1936511, -2.2149715 52.193628, -2.2149839 52.1936042, -2.2150083 52.1935855, -2.2150437 52.193573)",,,roundabout,
3843636,False,2,B4205,Pheasant Street,secondary,30 mph,False,68.949,"LINESTRING (-2.2150244 52.1929691, -2.2149687 52.1930698, -2.2149502 52.1931769, -2.214959 52.1933014, -2.2149737 52.1934327, -2.2150515 52.1935585, -2.2150437 52.193573)",,,,
8001526,True,,,,secondary,30 mph,False,19.555,"LINESTRING (-2.2150244 52.1929691, -2.2149604 52.1929554, -2.2149079 52.192929, -2.2148683 52.1928841, -2.2148612 52.1928427)",,,roundabout,
362300365,False,,,George Street,tertiary,,True,17.508,"LINESTRING (-2.2148612 52.1928427, -2.2146079 52.1928688)",,,,
8001526,True,,,,secondary,30 mph,False,21.773,"LINESTRING (-2.2148612 52.1928427, -2.2148775 52.1928024, -2.2149154 52.1927679, -2.2149854 52.1927393, -2.2150845 52.1927325)",,,roundabout,
8001523,False,,,St Paul's Street,unclassified,,True,99.63,"LINESTRING (-2.2150845 52.1927325, -2.215135 52.1921981, -2.215169 52.191838)",,,,
8001526,True,,,,secondary,30 mph,False,16.474999999999998,"LINESTRING (-2.2150845 52.1927325, -2.2151489 52.1927456, -2.2152021 52.1927714, -2.2152377 52.1928068, -2.2152482 52.1928293)",,,roundabout,
8001526,True,,,,secondary,30 mph,False,25.384999999999998,"LINESTRING (-2.2152482 52.1928293, -2.2152487 52.1928709, -2.215226 52.1929101, -2.2151827 52.1929421, -2.2151541 52.1929545, -2.2150904 52.1929688, -2.2150244 52.1929691)",,,roundabout,
64361509,False,,,Saint Martin's Gate,secondary,30 mph,True,52.414,"LINESTRING (-2.2152482 52.1928293, -2.2157735 52.192831, -2.2158428 52.1928312, -2.2160166 52.1928229)",,,,
8001523,False,,,St Paul's Street,unclassified,,True,18.696,"LINESTRING (-2.215169 52.191838, -2.2152035 52.1916712)",,,,
8001569,False,,,Spring Gardens,unclassified,,False,54.411,"LINESTRING (-2.215169 52.191838, -2.2159662 52.1918628)",,,,
8001523,False,,,St Paul's Street,unclassified,,False,99.63,"LINESTRING (-2.215169 52.191838, -2.215135 52.1921981, -2.2150845 52.1927325)",,,,
8001523,False,,,St Paul's Street,unclassified,,False,18.696,"LINESTRING (-2.2152035 52.1916712, -2.215169 52.191838)",,,,
8001523,False,,,St Paul's Street,unclassified,,True,46.432,"LINESTRING (-2.2152035 52.1916712, -2.2152886 52.1912569)",,,,
8001557,False,,,Wellington Close,residential,30 mph,True,70.249,"LINESTRING (-2.2152035 52.1916712, -2.2141782 52.1916074)",,,,
8001523,False,,,St Paul's Street,unclassified,,False,46.432,"LINESTRING (-2.2152886 52.1912569, -2.2152035 52.1916712)",,,,
8001522,False,,,Foundry Street,unclassified,,False,44.574999999999996,"LINESTRING (-2.2152886 52.1912569, -2.2153181 52.1909432, -2.2153263 52.1908567)",,,,
8001555,False,,,Providence Street,unclassified,,True,66.89999999999999,"LINESTRING (-2.2152886 52.1912569, -2.2160046 52.1912489, -2.216064 52.1912482, -2.2160549 52.1913743)",,,,
8001522,False,,,Foundry Street,unclassified,,False,59.559,"LINESTRING (-2.2153263 52.1908567, -2.2154094 52.1903235)",,,,
8001522,False,,,Foundry Street,unclassified,,True,44.574999999999996,"LINESTRING (-2.2153263 52.1908567, -2.2153181 52.1909432, -2.2152886 52.1912569)",,,,
"[196029749, 8001518]",False,,,"['Temperance Street', 'Charles Street']",unclassified,,True,183.865,"LINESTRING (-2.2153263 52.1908567, -2.2168565 52.190785, -2.21713 52.1907746, -2.2171583 52.1905074, -2.2171851 52.1902309)",,,,
8001554,False,,,Blockhouse Close,unclassified,,True,105.593,"LINESTRING (-2.2145915 52.1909747, -2.214617 52.1906533, -2.2147043 52.1905955, -2.2150695 52.1903463, -2.2151922 52.1903169, -2.2154094 52.1903235)",,,,
8001557,False,,,Wellington Close,residential,30 mph,False,70.249,"LINESTRING (-2.2141782 52.1916074, -2.2152035 52.1916712)",,,,
8001602,True,2,A38,City Walls Road,primary,30 mph,False,62.623000000000005,"LINESTRING (-2.2176927 52.1926173, -2.2180153 52.1929769, -2.218123 52.1931147)",,,,
38128244,True,2,A38,,primary,30 mph,False,18.255000000000003,"LINESTRING (-2.2176927 52.1926173, -2.217666 52.1926851, -2.2176276 52.1927155, -2.2175495 52.1927445)",,,roundabout,
23083513,True,2,A38,City Walls Road,primary,30 mph,False,262.7710000000001,"LINESTRING (-2.2173001 52.1925557, -2.2173642 52.1923342, -2.2173753 52.1921627, -2.2173743 52.1919437, -2.2173743 52.1917957, -2.217395 52.1916743, -2.2175434 52.1912002, -2.2175805 52.1910817, -2.2176653 52.1908108, -2.2176853 52.1906745, -2.2176927 52.1905582, -2.2176913 52.1903547, -2.2176772 52.1902261, -2.2176761 52.1902135)",,,,
981514747,True,2,A38,,primary,30 mph,False,19.951999999999998,"LINESTRING (-2.2173001 52.1925557, -2.2173504 52.1925204, -2.2174266 52.1924969, -2.2174776 52.1924925, -2.2175559 52.1925007)",,,roundabout,
981514747,True,2,A38,,primary,30 mph,False,9.987,"LINESTRING (-2.2172731 52.1926426, -2.2172746 52.1925962, -2.2173001 52.1925557)",,,roundabout,
156820698,True,,,Saint Martin's Gate,secondary,30 mph,False,94.479,"LINESTRING (-2.2173961 52.1927403, -2.2167312 52.1927801, -2.2165852 52.1927888, -2.2160166 52.1928229)",,,,
981514747,True,2,A38,,primary,30 mph,False,14.229,"LINESTRING (-2.2173961 52.1927403, -2.217324 52.1927081, -2.2172947 52.1926822, -2.2172731 52.1926426)",,,roundabout,
8001569,False,,,Spring Gardens,unclassified,,True,62.660000000000004,"LINESTRING (-2.216852 52.1919567, -2.2166524 52.191884, -2.2164168 52.1918776, -2.2163734 52.1918759, -2.2159662 52.1918628)",,,,
24536557,False,,,Charles St,unclassified,,True,70.76,"LINESTRING (-2.2177906 52.1908166, -2.2188231 52.1908823)",,,,
353626616,True,2,A38,City Walls Road,primary,30 mph,False,190.392,"LINESTRING (-2.2177906 52.1908166, -2.21771 52.191047, -2.2175961 52.1913724, -2.217495 52.1917182, -2.2174792 52.1918241, -2.217477 52.1919975, -2.217506 52.1922059, -2.2174842 52.192318, -2.2174825 52.1923617, -2.2175059 52.1924316, -2.2175559 52.1925007)",,,,
353626616,True,2,A38,City Walls Road,primary,30 mph,False,76.176,"LINESTRING (-2.2177837 52.1901323, -2.2178095 52.1904299, -2.2178118 52.1905672, -2.2177906 52.1908166)",,,,
8001649,False,2,,Cherry Tree Walk,unclassified,30 mph,False,68.06099999999999,"LINESTRING (-2.2234425 52.1947224, -2.2242594 52.1945878, -2.2244068 52.1945635)",,,,
8001652,False,,,Farrier Street,unclassified,30 mph,False,70.27000000000001,"LINESTRING (-2.2234425 52.1947224, -2.2232696 52.194385, -2.2231335 52.1941195)",,,,
8001634,True,2,A38,St Nicholas Street,primary,,False,59.875,"LINESTRING (-2.219393 52.1939722, -2.2202387 52.1938266)",,,,
"[1029385624, 8001553]",True,,,"['Queen Street', 'The Trinity']",unclassified,,False,148.95100000000002,"LINESTRING (-2.219393 52.1939722, -2.2194017 52.1938845, -2.2193573 52.1938086, -2.2192527 52.1937186, -2.2188998 52.193415, -2.2189604 52.1933606, -2.2194928 52.1933105, -2.2199671 52.193287)",,,,
8001634,True,2,A38,St Nicholas Street,primary,,False,3.717,"LINESTRING (-2.2193441 52.193987, -2.2193611 52.1939819, -2.219393 52.1939722)",,,,
8001602,True,2,A38,City Walls Road,primary,30 mph,False,52.172,"LINESTRING (-2.2187379 52.193722, -2.2189594 52.1938775, -2.2190784 52.193928, -2.2191345 52.1939464, -2.2191558 52.1939534, -2.2193441 52.193987)",,,,
64361545,True,,,City Walls Road,unclassified,,False,40.944,"LINESTRING (-2.2187379 52.193722, -2.218885 52.1939241, -2.2189564 52.1939704, -2.2189765 52.194008, -2.2189619 52.1940507)",,,,
64361505,False,,,Lowesmoor,unclassified,,False,3.388,"LINESTRING (-2.2185038 52.1943511, -2.2184594 52.1943648)",,,,
23082331,True,1,,Union St,unclassified,,False,71.404,"LINESTRING (-2.2188173 52.1900281, -2.2177837 52.1901323)",,,,
64361504,True,1,,Friar Street,unclassified,,False,96.37,"LINESTRING (-2.2188173 52.1900281, -2.2189221 52.1905152, -2.2189111 52.1906577, -2.2188712 52.1907857, -2.218849 52.1908564, -2.2188231 52.1908823)",,,,
8001637,True,1,,St Swithin's Street,unclassified,,False,93.798,"LINESTRING (-2.2198578 52.1926594, -2.2199665 52.1927248, -2.2200571 52.1927485, -2.2202853 52.1928179, -2.220599 52.1928646, -2.2209958 52.1928934, -2.2211428 52.1929047)",,3,,
23082512,True,1,,Mealcheapen Street,unclassified,,False,101.73899999999999,"LINESTRING (-2.2198578 52.1926594, -2.2196553 52.1926382, -2.2190268 52.1926398, -2.2186553 52.192694, -2.2184122 52.1927751)",,6,,
"[23082529, 294921286]",False,1,,The Shambles,unclassified,,False,201.77900000000002,"LINESTRING (-2.2198578 52.1926594, -2.2198908 52.1925521, -2.2195366 52.1917857, -2.2194882 52.1916477, -2.2193911 52.1913734, -2.2193302 52.1912121, -2.2192556 52.1909526, -2.2192482 52.1908948)",,"['3', '5']",,
8001632,True,1,,Trinity Street,unclassified,,False,70.212,"LINESTRING (-2.2199671 52.193287, -2.2199579 52.1932655, -2.219913 52.1929935, -2.2198578 52.1926594)",,3,,
1029385630,True,,,Trinity Street,unclassified,,False,62.792,"LINESTRING (-2.2202387 52.1938266, -2.2199671 52.193287)",,,,
8001634,True,2,A38,St Nicholas Street,primary,,False,81.23,"LINESTRING (-2.2202387 52.1938266, -2.2203776 52.1937996, -2.2209153 52.1937411, -2.2212082 52.1937414, -2.2212563 52.1937415, -2.2214152 52.1937416)",,,,
23750030,True,,,Corn Market,unclassified,,False,42.951,"LINESTRING (-2.2184122 52.1927751, -2.2182897 52.1929038, -2.218263 52.1929277, -2.2181757 52.1930056, -2.218123 52.1931147)",,,,
8001550,True,,,King Street,unclassified,,False,82.44399999999999,"LINESTRING (-2.2191597 52.187485, -2.2191058 52.1875078, -2.2190262 52.1875132, -2.218759 52.1874812, -2.2185874 52.1874471, -2.2180194 52.1873088)",,,,
8001550,True,,,King Street,unclassified,,False,5.87,"LINESTRING (-2.2180194 52.1873088, -2.2179412 52.1873309)",,,,
54580068,False,,B4205,Lowesmoor Terrace,secondary,,True,37.891,"LINESTRING (-2.2155687 52.1955441, -2.2157031 52.1954978, -2.2158162 52.1953969, -2.2159397 52.1952989)",,,,
64361520,False,,B4205,Lowesmoor Place,secondary,,False,47.157,"LINESTRING (-2.2155687 52.1955441, -2.2154336 52.195543, -2.215377 52.1955493, -2.2148857 52.1956036)",,,,
64361554,False,,A44,Sidbury,primary,30 mph,True,15.085,"LINESTRING (-2.216265 52.1870695, -2.2163989 52.1871775)",,,,
"[251957164, 64361524]",True,,,"['Foundry Road', 'Foundry Street']",unclassified,,False,61.139,"LINESTRING (-2.2152157 52.1896822, -2.2153525 52.1898501, -2.2154339 52.1899835, -2.2154214 52.1902031)",yes,,,
"[64361536, 121642532]",False,,,"['Little Park Street', 'Lock Street']",unclassified,,False,130.62400000000002,"LINESTRING (-2.2152157 52.1896822, -2.2150767 52.1897536, -2.2148892 52.1898521, -2.2144461 52.1893076, -2.2144233 52.1892796, -2.2148208 52.1891579)",,,,
28135012,False,,,Carden Street,unclassified,,False,33.526,"LINESTRING (-2.2176761 52.1902135, -2.2171851 52.1902309)",,,,
23083513,True,2,A38,City Walls Road,primary,30 mph,False,51.614999999999995,"LINESTRING (-2.2176761 52.1902135, -2.2176648 52.189995, -2.2176459 52.1897497)",,,,
147207391,True,2,A38,City Walls Road,primary,,False,71.91799999999999,"LINESTRING (-2.2174776 52.1885894, -2.2176167 52.188508, -2.2177441 52.1884264, -2.2178591 52.1883686, -2.2179865 52.1883079, -2.2181409 52.1882416, -2.218182 52.1882239, -2.2182903 52.1881802)",,,,
697035051,True,2,A38,City Walls Road,primary,30 mph,False,75.506,"LINESTRING (-2.2174776 52.1885894, -2.2175422 52.1884717, -2.2176148 52.1884217, -2.2176532 52.1883952, -2.2179797 52.1882275, -2.2180594 52.1881777, -2.2180906 52.1881583, -2.21817 52.1880775)",,,,
581368648,True,2,A38,,primary,30 mph,False,16.811,"LINESTRING (-2.2175559 52.1925007, -2.2176214 52.1925249, -2.2176779 52.1925741, -2.2176927 52.1926173)",,,roundabout,
981514747,True,2,A38,,primary,30 mph,False,10.653,"LINESTRING (-2.2175495 52.1927445, -2.2174721 52.1927513, -2.2173961 52.1927403)",,,roundabout,
23083542,True,2,A38,City Walls Road,primary,30 mph,False,115.419,"LINESTRING (-2.2184513 52.1936178, -2.2180369 52.1931859, -2.2179414 52.1930762, -2.2177331 52.1928585, -2.2175495 52.1927445)",,,,
23750039,True,1,,Lowesmoor,unclassified,,False,93.8,"LINESTRING (-2.2197859 52.1944169, -2.2194683 52.1943505, -2.2191113 52.194245, -2.2190765 52.1942427, -2.2189748 52.1942361, -2.2185038 52.1943511)",,,,
64361547,True,,A38,,primary,,False,62.197,"LINESTRING (-2.2197859 52.1944169, -2.2193703 52.1942085, -2.2193277 52.1941615, -2.2193146 52.1941089, -2.2193188 52.1940915, -2.2193441 52.193987)",,,,
"[201486771, 23083542]",True,2,A38,"['City Walls Road', 'Sansome Street']",primary,30 mph,False,70.39299999999999,"LINESTRING (-2.2197859 52.1944169, -2.2191688 52.1941934, -2.2191237 52.1941716, -2.2190496 52.1941358, -2.2190141 52.1941014, -2.2189619 52.1940507)",,,,
196029748,False,,,St Peters Street,unclassified,,False,26.432000000000002,"LINESTRING (-2.2179412 52.1873309, -2.2178547 52.1873823, -2.2178149 52.1874262, -2.217705 52.1875177)",,,,
8001602,True,2,A38,City Walls Road,primary,30 mph,False,79.57900000000001,"LINESTRING (-2.218123 52.1931147, -2.2181503 52.1931535, -2.2185063 52.1935191, -2.2187379 52.193722)",,,,
24536557,False,,,Charles St,unclassified,,False,70.76,"LINESTRING (-2.2188231 52.1908823, -2.2177906 52.1908166)",,,,
294921285,False,1,,Pump Street,unclassified,,True,29.011,"LINESTRING (-2.2188231 52.1908823, -2.2192482 52.1908948)",,,,
23082385,True,,,New Street,unclassified,,False,216.22700000000003,"LINESTRING (-2.2188231 52.1908823, -2.2188109 52.1909466, -2.2187124 52.1914147, -2.2187001 52.1914742, -2.2186289 52.191818, -2.2186114 52.191885, -2.2183001 52.1926472, -2.2183168 52.1926931, -2.2184122 52.1927751)",,,,
28133885,True,,,Park Street,residential,30 mph,False,69.447,"LINESTRING (-2.2143539 52.1886028, -2.2148208 52.1891579)",,,,
79570141,False,,,Wyld's Lane,tertiary,,False,50.066,"LINESTRING (-2.2143539 52.1886028, -2.2137374 52.1888475)",,,,
251955904,False,,,Wyld's Lane,tertiary,,True,78.88499999999999,"LINESTRING (-2.2143539 52.1886028, -2.2146727 52.1884676, -2.21488 52.188356, -2.2151898 52.1881643, -2.2152274 52.188141)",,,,
8001522,False,,,Foundry Street,unclassified,,True,13.413,"LINESTRING (-2.2154214 52.1902031, -2.2154094 52.1903235)",,,,
28135012,False,,,Carden Street,unclassified,,True,40.409,"LINESTRING (-2.2154214 52.1902031, -2.2160138 52.1902162)",,,,
28135012,False,,,Carden Street,unclassified,,False,79.861,"LINESTRING (-2.2171851 52.1902309, -2.2160138 52.1902162)",,,,
28135012,False,,,Carden Street,unclassified,,True,33.526,"LINESTRING (-2.2171851 52.1902309, -2.2176761 52.1902135)",,,,
"[196029749, 8001518]",False,,,"['Temperance Street', 'Charles Street']",unclassified,,False,183.865,"LINESTRING (-2.2171851 52.1902309, -2.2171583 52.1905074, -2.21713 52.1907746, -2.2168565 52.190785, -2.2153263 52.1908567)",,,,
64361554,False,,A44,Sidbury,primary,30 mph,False,15.085,"LINESTRING (-2.2163989 52.1871775, -2.216265 52.1870695)",,,,
28135098,True,,,Wyld's Lane,tertiary,,False,134.71099999999998,"LINESTRING (-2.2163989 52.1871775, -2.2160378 52.187402, -2.2158072 52.1875475, -2.2155529 52.1878291, -2.2153567 52.188043, -2.2152274 52.188141)",,,,
353630337,False,,A44,Sidbury,primary,30 mph,True,27.684,"LINESTRING (-2.2163989 52.1871775, -2.2164967 52.1872319, -2.2166771 52.1873082, -2.2167251 52.1873245)",,,,
8001682,False,,B4205,The Butts,secondary,,True,36.56699999999999,"LINESTRING (-2.2259124 52.1929968, -2.2258376 52.1928844, -2.2258449 52.1928515, -2.2258495 52.1928303, -2.2258829 52.1926788)",,,,
37909670,True,,B4205,The Butts,secondary,,False,34.27,"LINESTRING (-2.2259124 52.1929968, -2.2260624 52.1931655, -2.2261049 52.1932786)",,,,
1106807730,False,,,Infirmary Walk,unclassified,30 mph,True,83.92699999999999,"LINESTRING (-2.2235276 52.1941294, -2.2242412 52.194295, -2.2244068 52.1945635)",,,,
53536107,False,,,The Butts,unclassified,,False,48.37899999999999,"LINESTRING (-2.2267025 52.1930439, -2.2263673 52.1931768, -2.2262658 52.1932154, -2.2261049 52.1932786)",,,,
23083542,True,2,A38,City Walls Road,primary,30 mph,False,59.46,"LINESTRING (-2.2189619 52.1940507, -2.2188543 52.1939754, -2.2185445 52.1937005, -2.2184513 52.1936178)",,,,
64361503,True,,,Silver Street,unclassified,,False,32.181999999999995,"LINESTRING (-2.2189619 52.1940507, -2.2188811 52.1941164, -2.2188743 52.1941219, -2.2187626 52.1941808, -2.2186832 52.19419, -2.2185864 52.1941788)",,,,
28135012,False,,,Carden Street,unclassified,,False,40.409,"LINESTRING (-2.2160138 52.1902162, -2.2154214 52.1902031)",,,,
28135012,False,,,Carden Street,unclassified,,True,79.861,"LINESTRING (-2.2160138 52.1902162, -2.2171851 52.1902309)",,,,
64361508,False,,,Carden Close,unclassified,,False,46.223,"LINESTRING (-2.2160138 52.1902162, -2.2160393 52.1898008)",,,,
64361502,False,,,Spring Gardens,unclassified,,True,46.112,"LINESTRING (-2.2159302 52.1922769, -2.2159578 52.1919593, -2.2159662 52.1918628)",,,,
8001555,False,,,Providence Street,unclassified,,False,66.9,"LINESTRING (-2.2160549 52.1913743, -2.216064 52.1912482, -2.2160046 52.1912489, -2.2152886 52.1912569)",,,,
64361505,False,,,Lowesmoor,unclassified,,True,3.388,"LINESTRING (-2.2184594 52.1943648, -2.2185038 52.1943511)",,,,
64361505,False,,,Lowesmoor,unclassified,,False,174.071,"LINESTRING (-2.2184594 52.1943648, -2.2181705 52.1944399, -2.2177113 52.1945327, -2.2175932 52.1945623, -2.2169481 52.1947088, -2.2167614 52.1947706, -2.2165716 52.1948654, -2.2163508 52.1949815, -2.2162792 52.1950212, -2.2162075 52.1950608)",,,,
64361515,True,,,Silver Street,unclassified,,False,23.251,"LINESTRING (-2.2184594 52.1943648, -2.2185702 52.1942634, -2.2185939 52.1942159, -2.2185864 52.1941788)",,,,
