osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,width,tunnel,bridge,access,service
289275793,True,1,,St Mary's Butts,tertiary,20 mph,False,73.421,"LINESTRING (-0.9743142 51.4544024, -0.9737981 51.4539426, -0.9737685 51.4539192, -0.9737069 51.4538614)",,,,,,
"[43134665, 2986300]",True,,,Friar Street,tertiary,20 mph,False,39.831,"LINESTRING (-0.9762784 51.4565576, -0.9761362 51.4565841, -0.9759475 51.456563, -0.9758575 51.4565664, -0.9757132 51.4565719)",,,,,,
22790110,False,,,Friar Street,tertiary,20 mph,True,63.42999999999999,"LINESTRING (-0.9762784 51.4565576, -0.9763401 51.4565542, -0.9763983 51.4565511, -0.9766782 51.4565358, -0.9769055 51.4565235, -0.9771904 51.456508)",,,,,,
3109892,True,,,Greyfriars Road,tertiary,20 mph,False,53.188,"LINESTRING (-0.9757132 51.4565719, -0.9757286 51.4566368, -0.9757324 51.4566619, -0.9757401 51.4567117, -0.9757476 51.4567607, -0.9757791 51.4570483)",,,,,,
"[1081249948, 874010135]",True,2,,Friar Street,tertiary,20 mph,False,251.82699999999997,"LINESTRING (-0.9757132 51.4565719, -0.975581 51.4565807, -0.9755226 51.4565846, -0.9748724 51.4566273, -0.9742038 51.4566719, -0.973501 51.4567237, -0.9732425 51.4567367, -0.9727341 51.4567426, -0.9723412 51.4567439, -0.9722619 51.4567442, -0.9722072 51.4567434, -0.9720933 51.4567485)",,,,,,
"[3109893, 718714054, 3109894, 239578444, 235308722, 242213207, 636850138]",True,1,,"['Blagrave Street', 'Station Road']",tertiary,20 mph,False,225.671,"LINESTRING (-0.9720933 51.4567485, -0.9720969 51.4568382, -0.9721006 51.4569449, -0.9721205 51.4572938, -0.9721541 51.4576012, -0.9721788 51.4578271, -0.9721767 51.4578559, -0.9721756 51.457871, -0.9721681 51.4578994, -0.9721593 51.457917, -0.9721524 51.4579315, -0.9721309 51.4579531, -0.9721118 51.4579625, -0.9720693 51.457968, -0.9720071 51.457966, -0.971944 51.4579642, -0.9718692 51.4579593, -0.9715029 51.4579363, -0.9711174 51.4579294, -0.9709591 51.4579299, -0.970892 51.4579349, -0.970829 51.4579428)",,,,,,
"[2978568, 564805905, 245098872, 672937049, 672937050]",True,,,"['Minster Street', 'Gun Street']",tertiary,20 mph,False,297.91700000000003,"LINESTRING (-0.9702249 51.455116, -0.9703428 51.4550532, -0.970484 51.4548666, -0.9705944 51.4548077, -0.970686 51.4547937, -0.9709687 51.4547523, -0.971336 51.4546968, -0.9714113 51.4546855, -0.9720104 51.4546242, -0.9721132 51.4546137, -0.9722108 51.4545962, -0.972325 51.4545677, -0.9724347 51.4545322, -0.9725228 51.4545058, -0.9725833 51.45448, -0.9726252 51.4544527, -0.9726517 51.4544219, -0.9726764 51.4543812, -0.9726802 51.454375, -0.9727259 51.4542492, -0.9728366 51.4541335, -0.9729019 51.4540935, -0.9732041 51.4539756, -0.9732141 51.4539733, -0.9735792 51.4538511, -0.9736135 51.4538396, -0.9736708 51.4538206)",,6,building_passage,,,
"[1107009760, 2986575, 1107009759]",False,2,,King Street,tertiary,20 mph,True,81.42999999999999,"LINESTRING (-0.9702249 51.455116, -0.9701407 51.4550939, -0.970018 51.4550584, -0.9699877 51.4550511, -0.9698958 51.4550318, -0.9697876 51.4550142, -0.9696466 51.4550044, -0.9694241 51.4549922, -0.9692943 51.4549882, -0.9690823 51.4549843)",,,,,,
231110191,True,2,,,primary,30 mph,False,13.408000000000001,"LINESTRING (-0.9633093 51.4568194, -0.9633648 51.456876, -0.9633772 51.4569297)",roundabout,,,,,
"[1107009760, 1107009759, 2986575]",False,2,,King Street,tertiary,20 mph,False,81.43,"LINESTRING (-0.9690823 51.4549843, -0.9692943 51.4549882, -0.9694241 51.4549922, -0.9696466 51.4550044, -0.9697876 51.4550142, -0.9698958 51.4550318, -0.9699877 51.4550511, -0.970018 51.4550584, -0.9701407 51.4550939, -0.9702249 51.455116)",,,,,,
"[3013260, 439572453]",False,2,,King's Road,tertiary,"['20 mph', '30 mph']",False,67.31099999999999,"LINESTRING (-0.9690823 51.4549843, -0.9688918 51.4549725, -0.9682209 51.4549164, -0.9681187 51.454908)",,,,,,
"[11136266, 11136268, 50127550, 34582942]",True,2,,"['London Street', 'Duke Street']",tertiary,20 mph,False,149.62900000000002,"LINESTRING (-0.9690823 51.4549843, -0.9690599 51.4549172, -0.9687828 51.4545194, -0.9686712 51.4543639, -0.9686293 51.454289, -0.9686114 51.4542466, -0.9685993 51.4542075, -0.9685571 51.45406, -0.9685501 51.4540382, -0.9685205 51.4539437, -0.9684839 51.4538147, -0.968454 51.4537055)",,,,yes,,
"[675864564, 32943029]",False,2,,Forbury Road,tertiary,20 mph,False,95.842,"LINESTRING (-0.9706285 51.4579186, -0.9705849 51.4579386, -0.9705487 51.4579461, -0.9704964 51.4579491, -0.9701852 51.4579393, -0.9695249 51.4579185, -0.9693106 51.4579093, -0.9692598 51.4579069)",,,,,,
"[636577608, 34582839]",True,,,Blagrave Street,tertiary,20 mph,False,78.73400000000001,"LINESTRING (-0.9706285 51.4579186, -0.9706111 51.4579039, -0.970595 51.4578856, -0.9705701 51.4578396, -0.9704861 51.4576915, -0.9704086 51.457555, -0.9702878 51.4573422, -0.9702586 51.4572512)",,,,,,
242213205,False,,,Blagrave Street,tertiary,20 mph,True,14.668000000000001,"LINESTRING (-0.9706285 51.4579186, -0.9706553 51.4579307, -0.9706815 51.4579382, -0.9707277 51.4579461, -0.970776 51.4579474, -0.970829 51.4579428)",,,,,,
11136269,True,2,,Bridge Street,tertiary,30 mph,False,39.446,"LINESTRING (-0.9721262 51.4522289, -0.9719469 51.4521091, -0.9716724 51.4520243)",,,,,,
"[33678220, 308299891, 872018068]",False,"['2', '3']",,Bridge Street,tertiary,30 mph,True,54.435,"LINESTRING (-0.9721262 51.4522289, -0.9721741 51.4522842, -0.9722863 51.4523973, -0.9725314 51.4526482)",,,,yes,,
675873761,False,2,,London Street,tertiary,20 mph,False,6.796,"LINESTRING (-0.968454 51.4537055, -0.968438 51.4536452)",,,,,,
3127684,False,,,Crane Wharf,residential,30 mph,True,48.00599999999999,"LINESTRING (-0.9663474 51.4547888, -0.9663492 51.4547367, -0.9663798 51.4546674, -0.966565 51.4544682, -0.9666111 51.4543962)",,,,,,
439572453,False,2,,King's Road,tertiary,30 mph,False,27.213,"LINESTRING (-0.9663474 51.4547888, -0.966134 51.4547791, -0.9659554 51.4547743)",,,,,,
439572453,False,2,,King's Road,tertiary,30 mph,True,102.868,"LINESTRING (-0.9663474 51.4547888, -0.9672183 51.4548468, -0.9678234 51.4548883)",,,,,,
131574731,False,,,Duncan Place,residential,30 mph,False,62.381,"LINESTRING (-0.9642036 51.4548367, -0.9642161 51.4548901, -0.9642879 51.4551796, -0.9643403 51.4553912)",,,,,,
"[150370289, 602206405, 455806735]",False,"['2', '3']",,King's Road,tertiary,30 mph,False,87.02600000000001,"LINESTRING (-0.9642036 51.4548367, -0.9635662 51.4548875, -0.9630712 51.4549406, -0.9629621 51.4549537)",,,,,,
"[150370289, 150370290, 439572453]",False,2,,King's Road,tertiary,30 mph,True,121.78,"LINESTRING (-0.9642036 51.4548367, -0.9649893 51.4547855, -0.9652681 51.4547712, -0.9653533 51.4547681, -0.9655059 51.4547643, -0.9659554 51.4547743)",,,,yes,,
"[737117620, 97630959]",True,1,A327,London Street,primary,30 mph,False,105.02900000000001,"LINESTRING (-0.9683784 51.4529338, -0.9683569 51.4528563, -0.9683402 51.4527919, -0.9682806 51.4526237, -0.9682347 51.4524891, -0.9681898 51.4523675, -0.968083 51.4521747, -0.9679982 51.4520215)",,,,,,
3045445,False,,,East Street,residential,30 mph,False,39.939,"LINESTRING (-0.9668314 51.4531083, -0.9667293 51.4527548)",,,,,,
3045467,False,,,Livery Close,residential,30 mph,False,116.54499999999999,"LINESTRING (-0.9658425 51.4526163, -0.9646839 51.4527991, -0.9645422 51.4525089)",,,,,,
3045472,False,,,Bourne-Stevens Close,residential,30 mph,True,47.476,"LINESTRING (-0.9660601 51.4528464, -0.9667293 51.4527548)",,,,,,
"[3045493, 439788279]",True,"['1', '2']",A327,Mill Lane,primary,30 mph,False,182.436,"LINESTRING (-0.970372 51.4521418, -0.9698526 51.4523811, -0.9695015 51.4525664, -0.9693008 51.4526724, -0.9690737 51.4527958, -0.9687988 51.4529453, -0.9686415 51.4530308, -0.968607 51.4530425, -0.9685727 51.4530541, -0.9685203 51.4530591, -0.9684679 51.453046, -0.9683784 51.4529338)",,,,,,
116222390,True,3,,,primary,30 mph,False,11.1,"LINESTRING (-0.9716724 51.4520243, -0.9715765 51.4520198, -0.9715156 51.4520075)",circular,,,,,
3045488,False,,,South Street,residential,30 mph,True,43.212,"LINESTRING (-0.9639346 51.4525964, -0.9645207 51.4525118, -0.9645422 51.4525089)",,,,,,
"[33739797, 1042369366]",True,"['1', '2']",,Sidmouth Street,tertiary,30 mph,False,82.924,"LINESTRING (-0.9639346 51.4525964, -0.9640641 51.4528491, -0.9641256 51.452969, -0.9641434 51.4530043, -0.9642176 51.453151, -0.9642408 51.4531968, -0.9642967 51.4533072)",,,,,,
116222390,True,3,,,primary,30 mph,False,9.673,"LINESTRING (-0.9715156 51.4520075, -0.9714043 51.451955)",circular,,,,,
"[439789760, 97631300, 8125861, 240456502]",True,"['1', '2']",A329,Mill Lane,primary_link,30 mph,False,181.34799999999998,"LINESTRING (-0.9715156 51.4520075, -0.9714174 51.4520333, -0.9712183 51.4521163, -0.9711864 51.45213, -0.9708162 51.4522786, -0.9707726 51.4522969, -0.970598 51.4523755, -0.9705241 51.4524088, -0.9704417 51.4524459, -0.9699182 51.4526795, -0.9695588 51.4528099, -0.9693234 51.452894)",,,,,,
3045445,False,,,East Street,residential,30 mph,True,39.939,"LINESTRING (-0.9667293 51.4527548, -0.9668314 51.4531083)",,,,,,
3045472,False,,,Bourne-Stevens Close,residential,30 mph,False,47.476,"LINESTRING (-0.9667293 51.4527548, -0.9660601 51.4528464)",,,,,,
3045445,False,,,East Street,residential,30 mph,False,64.542,"LINESTRING (-0.9667293 51.4527548, -0.9666797 51.4526152, -0.9665706 51.4522746, -0.966544 51.452186)",,,,,,
3045457,True,,,Sidmouth Street,tertiary,30 mph,False,13.571,"LINESTRING (-0.9642967 51.4533072, -0.964195 51.4534115)",,,,,,
439788280,True,2,A329,Queen's Road,primary,30 mph,False,235.56199999999998,"LINESTRING (-0.9642967 51.4533072, -0.9645352 51.4532876, -0.9650127 51.4532372, -0.9653986 51.4532321, -0.9655372 51.4532426, -0.9656773 51.4532571, -0.9660214 51.4533317, -0.9665374 51.4534741, -0.9666305 51.4534973, -0.9666811 51.4535081, -0.9667291 51.4535181, -0.9668055 51.45353, -0.9668827 51.453537, -0.966955 51.4535423, -0.9670105 51.4535439, -0.9670718 51.453543, -0.9671904 51.4535388, -0.9673007 51.4535324, -0.9673534 51.4535237, -0.9674436 51.4535108, -0.9675888 51.4534851)",,,,,,
3045467,False,,,Livery Close,residential,30 mph,True,116.54499999999999,"LINESTRING (-0.9645422 51.4525089, -0.9646839 51.4527991, -0.9658425 51.4526163)",,,,,,
3045488,False,,,South Street,residential,30 mph,False,43.212,"LINESTRING (-0.9645422 51.4525089, -0.9645207 51.4525118, -0.9639346 51.4525964)",,,,,,
3045488,False,,,South Street,residential,30 mph,True,143.283,"LINESTRING (-0.9645422 51.4525089, -0.964892 51.4524529, -0.9661143 51.452257, -0.966544 51.452186)",,,,,,
3045445,False,,,East Street,residential,30 mph,True,64.542,"LINESTRING (-0.966544 51.452186, -0.9665706 51.4522746, -0.9666797 51.4526152, -0.9667293 51.4527548)",,,,,,
3045488,False,,,South Street,residential,30 mph,False,143.28300000000002,"LINESTRING (-0.966544 51.452186, -0.9661143 51.452257, -0.964892 51.4524529, -0.9645422 51.4525089)",,,,,,
3045488,False,,,South Street,residential,30 mph,True,102.52900000000001,"LINESTRING (-0.966544 51.452186, -0.9669888 51.4521326, -0.9673103 51.4521034, -0.9676474 51.4520746, -0.9677274 51.4520677, -0.9678896 51.4520401, -0.9679982 51.4520215)",,,,,,
376078120,False,2,,Station Hill,unclassified,20 mph,False,13.853,"LINESTRING (-0.9753829 51.4587592, -0.9751876 51.4587325)",,,,,,
36147329,False,2,,Greyfriars Road,tertiary,20 mph,True,70.595,"LINESTRING (-0.9753829 51.4587592, -0.9754265 51.4586479, -0.9756019 51.4581392)",,,,,,
138332043,False,2,,Tudor Road,tertiary,20 mph,True,86.17399999999999,"LINESTRING (-0.9753829 51.4587592, -0.9756537 51.4587984, -0.9761224 51.4589039, -0.976268 51.4589407, -0.9763008 51.4589502, -0.9765571 51.4590108)",,,,,,
32568663,False,2,,Greyfriars Road,tertiary,20 mph,False,28.822,"LINESTRING (-0.9756856 51.4578853, -0.9756019 51.4581392)",,,,,,
676100056,False,2,,Greyfriars Road,tertiary,20 mph,True,44.349,"LINESTRING (-0.9756856 51.4578853, -0.9758211 51.4574955)",,,,,,
"[3109898, 235301879]",False,,,Garrard Street,residential,20 mph,False,158.766,"LINESTRING (-0.9756856 51.4578853, -0.9751082 51.4577889, -0.9748478 51.4577474, -0.9746221 51.4577192, -0.9744013 51.4577179, -0.9743581 51.4577177, -0.973994 51.457743, -0.9738399 51.4577512, -0.9734317 51.4577731)",,,,,no,
"[3109898, 235301879]",False,,,Garrard Street,residential,20 mph,True,158.766,"LINESTRING (-0.9734317 51.4577731, -0.9738399 51.4577512, -0.973994 51.457743, -0.9743581 51.4577177, -0.9744013 51.4577179, -0.9746221 51.4577192, -0.9748478 51.4577474, -0.9751082 51.4577889, -0.9756856 51.4578853)",,,,,no,
"[242229291, 674124701]",False,,,Garrard Street,unclassified,20 mph,False,59.614999999999995,"LINESTRING (-0.9734317 51.4577731, -0.9733761 51.4577784, -0.9731297 51.4577974, -0.972579 51.4578447)",,,,,no,
"[33325538, 691238878]",False,,,Merchants Place,unclassified,20 mph,True,88.243,"LINESTRING (-0.9734317 51.4577731, -0.9733544 51.4573538, -0.9732863 51.4569847)",,,,,,
"[33325538, 691238878]",False,,,Merchants Place,unclassified,20 mph,False,88.243,"LINESTRING (-0.9732863 51.4569847, -0.9733544 51.4573538, -0.9734317 51.4577731)",,,,,,
8126678,False,,,The Forbury,residential,20 mph,False,38.158,"LINESTRING (-0.9680972 51.4563613, -0.9686444 51.4563225)",,,,,,
"[3120082, 3120075]",False,,,"[""Abbot's Walk"", 'The Forbury']",residential,20 mph,"[False, True]",162.725,"LINESTRING (-0.9680972 51.4563613, -0.9680097 51.4563705, -0.9679573 51.4563772, -0.9667864 51.4565197, -0.9666282 51.4565345, -0.9657815 51.4566008)",,,,,,
3120076,False,,,The Forbury,residential,20 mph,False,24.779,"LINESTRING (-0.9680972 51.4563613, -0.9681723 51.4563837, -0.9681984 51.4564017, -0.9682242 51.4564195, -0.9682559 51.4564721, -0.9682663 51.4564887, -0.9682689 51.45651, -0.9682664 51.4565373)",,,,,,
3120076,False,,,The Forbury,residential,20 mph,True,24.779000000000003,"LINESTRING (-0.9682664 51.4565373, -0.9682689 51.45651, -0.9682663 51.4564887, -0.9682559 51.4564721, -0.9682242 51.4564195, -0.9681984 51.4564017, -0.9681723 51.4563837, -0.9680972 51.4563613)",,,,,,
34582898,False,2,,The Forbury,tertiary,20 mph,True,108.20500000000001,"LINESTRING (-0.9682664 51.4565373, -0.9682611 51.4565573, -0.9682428 51.4566094, -0.9682285 51.4566682, -0.9682291 51.4567899, -0.9682389 51.4568824, -0.9682567 51.4569487, -0.9682766 51.4569889, -0.9683401 51.4570908, -0.9683966 51.4571638, -0.9684506 51.4572225, -0.9684817 51.4572562, -0.9685241 51.4573063, -0.9685552 51.4573261, -0.9686236 51.4573575, -0.9686844 51.4573791, -0.9687392 51.457397)",,,,,,
35028563,True,,,The Forbury,tertiary,20 mph,False,59.31400000000001,"LINESTRING (-0.9682664 51.4565373, -0.9683781 51.456503, -0.9684965 51.4564558, -0.969028 51.4562948)",,,,,no,busway
32943035,True,1,,The Forbury,unclassified,20 mph,False,63.192,"LINESTRING (-0.9687392 51.457397, -0.9687424 51.4574273, -0.9687104 51.4574934, -0.9687108 51.4575797, -0.9687233 51.457605, -0.9687281 51.4576148, -0.9687538 51.4576664, -0.9687721 51.4576792, -0.9689021 51.45777, -0.9690444 51.457832, -0.9690669 51.4578534, -0.9690808 51.4578706)",,,,,,
34582898,False,2,,The Forbury,tertiary,20 mph,False,108.205,"LINESTRING (-0.9687392 51.457397, -0.9686844 51.4573791, -0.9686236 51.4573575, -0.9685552 51.4573261, -0.9685241 51.4573063, -0.9684817 51.4572562, -0.9684506 51.4572225, -0.9683966 51.4571638, -0.9683401 51.4570908, -0.9682766 51.4569889, -0.9682567 51.4569487, -0.9682389 51.4568824, -0.9682291 51.4567899, -0.9682285 51.4566682, -0.9682428 51.4566094, -0.9682611 51.4565573, -0.9682664 51.4565373)",,,,,,
3120079,False,,,Abbey Street,unclassified,30 mph,False,134.20399999999998,"LINESTRING (-0.9659554 51.4547743, -0.9659612 51.4548412, -0.9660008 51.4552794, -0.9660101 51.4553795, -0.9660139 51.4554281, -0.966022 51.455506, -0.9660312 51.4555826, -0.9660457 51.4556488, -0.9660551 51.4556643, -0.9661102 51.4557543, -0.9661986 51.4557941, -0.9662905 51.455796, -0.9664367 51.4557813)",,,,,,
"[150370289, 150370290, 439572453]",False,2,,King's Road,tertiary,30 mph,False,121.78,"LINESTRING (-0.9659554 51.4547743, -0.9655059 51.4547643, -0.9653533 51.4547681, -0.9652681 51.4547712, -0.9649893 51.4547855, -0.9642036 51.4548367)",,,,yes,,
439572453,False,2,,King's Road,tertiary,30 mph,True,27.213,"LINESTRING (-0.9659554 51.4547743, -0.966134 51.4547791, -0.9663474 51.4547888)",,,,,,
3120079,False,,,Abbey Street,unclassified,30 mph,True,134.204,"LINESTRING (-0.9664367 51.4557813, -0.9662905 51.455796, -0.9661986 51.4557941, -0.9661102 51.4557543, -0.9660551 51.4556643, -0.9660457 51.4556488, -0.9660312 51.4555826, -0.966022 51.455506, -0.9660139 51.4554281, -0.9660101 51.4553795, -0.9660008 51.4552794, -0.9659612 51.4548412, -0.9659554 51.4547743)",,,,,,
3127688,True,,,Abbey Square,unclassified,30 mph,False,171.42300000000006,"LINESTRING (-0.9664367 51.4557813, -0.9666533 51.4557412, -0.9669559 51.4556637, -0.9670632 51.4556361, -0.9672803 51.4555564, -0.9673872 51.4555091, -0.9675354 51.4554552, -0.967583 51.4554389, -0.9677993 51.4553623, -0.9679266 51.4553165, -0.9680503 51.455275, -0.9681375 51.4552414, -0.9681819 51.4552119, -0.9681763 51.4551494, -0.968129 51.454963, -0.9681187 51.454908)",,,,,,
455806216,False,,,Abbey Street,unclassified,30 mph,False,70.281,"LINESTRING (-0.9664367 51.4557813, -0.9665574 51.4559115, -0.9666944 51.4562819, -0.9666974 51.45629, -0.966731 51.4563809)",,,,,,
455806216,False,,,Abbey Street,unclassified,30 mph,True,70.281,"LINESTRING (-0.966731 51.4563809, -0.9666974 51.45629, -0.9666944 51.4562819, -0.9665574 51.4559115, -0.9664367 51.4557813)",,,,,,
3127685,False,,,Highbridge Wharf,unclassified,30 mph,False,67.65100000000001,"LINESTRING (-0.9675378 51.454355, -0.9675616 51.4543702, -0.9677208 51.4544718, -0.9677903 51.4545452, -0.9678681 51.4546275, -0.9678681 51.4547833, -0.9678511 51.4548244, -0.9678234 51.4548883)",,,,,,
3127686,False,,,Crane Wharf,residential,30 mph,True,11.004,"LINESTRING (-0.9666111 51.4543962, -0.9667699 51.4543975)",,,,,,
3127684,False,,,Crane Wharf,residential,30 mph,False,48.006,"LINESTRING (-0.9666111 51.4543962, -0.966565 51.4544682, -0.9663798 51.4546674, -0.9663492 51.4547367, -0.9663474 51.4547888)",,,,,,
"[455806219, 3127686]",False,,,Crane Wharf,residential,30 mph,False,77.462,"LINESTRING (-0.9666111 51.4543962, -0.9664491 51.4543939, -0.9662586 51.454386, -0.9659857 51.4543856, -0.9656732 51.4543773, -0.9654949 51.454389)",,,,,,
"[455806219, 3127686]",False,,,Crane Wharf,residential,30 mph,True,77.46199999999999,"LINESTRING (-0.9654949 51.454389, -0.9656732 51.4543773, -0.9659857 51.4543856, -0.9662586 51.454386, -0.9664491 51.4543939, -0.9666111 51.4543962)",,,,,,
439572453,False,2,,King's Road,tertiary,30 mph,True,20.578,"LINESTRING (-0.9678234 51.4548883, -0.9681187 51.454908)",,,,,,
3127685,False,,,Highbridge Wharf,unclassified,30 mph,True,67.651,"LINESTRING (-0.9678234 51.4548883, -0.9678511 51.4548244, -0.9678681 51.4547833, -0.9678681 51.4546275, -0.9677903 51.4545452, -0.9677208 51.4544718, -0.9675616 51.4543702, -0.9675378 51.454355)",,,,,,
439572453,False,2,,King's Road,tertiary,30 mph,False,102.868,"LINESTRING (-0.9678234 51.4548883, -0.9672183 51.4548468, -0.9663474 51.4547888)",,,,,,
439572453,False,2,,King's Road,tertiary,30 mph,False,20.578,"LINESTRING (-0.9681187 51.454908, -0.9678234 51.4548883)",,,,,,
"[3013260, 439572453]",False,2,,King's Road,tertiary,"['20 mph', '30 mph']",True,67.311,"LINESTRING (-0.9681187 51.454908, -0.9682209 51.4549164, -0.9688918 51.4549725, -0.9690823 51.4549843)",,,,,,
3127690,False,,,,unclassified,20 mph,True,20.626,"LINESTRING (-0.9657369 51.4564174, -0.9657815 51.4566008)",,,,,,
3127690,False,,,,unclassified,20 mph,False,20.626,"LINESTRING (-0.9657815 51.4566008, -0.9657369 51.4564174)",,,,,,
"[3120082, 1167637781]",False,,,Abbot's Walk,residential,20 mph,False,24.623,"LINESTRING (-0.9657815 51.4566008, -0.9655637 51.4566184, -0.9654289 51.4566284)",,,,,,
"[3120082, 3120075]",False,,,"[""Abbot's Walk"", 'The Forbury']",residential,20 mph,"[False, True]",162.72499999999997,"LINESTRING (-0.9657815 51.4566008, -0.9666282 51.4565345, -0.9667864 51.4565197, -0.9679573 51.4563772, -0.9680097 51.4563705, -0.9680972 51.4563613)",,,,,,
3292459,False,2,,Cheapside,tertiary,30 mph,True,136.428,"LINESTRING (-0.9771904 51.456508, -0.9771454 51.4562448, -0.9770848 51.4552833)",,,,,,
22790110,False,,,Friar Street,tertiary,20 mph,False,63.43000000000001,"LINESTRING (-0.9771904 51.456508, -0.9769055 51.4565235, -0.9766782 51.4565358, -0.9763983 51.4565511, -0.9763401 51.4565542, -0.9762784 51.4565576)",,,,,,
241028973,True,,,London Street,tertiary,20 mph,False,33.769999999999996,"LINESTRING (-0.9684663 51.4533426, -0.9684441 51.4534521, -0.9684434 51.4534628, -0.9684365 51.453506, -0.968438 51.4536452)",,,,,,
