osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,access,tunnel,width
"[993016768, 993016769, 321058547, 321058548, 4437144, 177970395, 993016767]","['Monkgate', 'Goodramgate']",residential,,False,False,88.48299999999999,"LINESTRING (-1.0781637 53.9630359, -1.0782862 53.9629314, -1.0783035 53.9629173, -1.0783238 53.9629013, -1.0783506 53.9628782, -1.0783806 53.9628322, -1.0784334 53.9627429, -1.0784663 53.9627072, -1.0785069 53.9626658, -1.0785366 53.9626398, -1.0785568 53.9626263, -1.0786027 53.9625993, -1.0786527 53.9625471, -1.078675 53.9625255, -1.0787152 53.9624819, -1.0788096 53.9623833, -1.0788162 53.9623723, -1.0788219 53.9623484)","['1', '2']",,,,,
4015241,St Leonard's Place,primary,30 mph,False,True,9.379999999999999,"LINESTRING (-1.0854558 53.9629465, -1.0854092 53.9629141, -1.0853727 53.9628781)",3,A1036,,,,
"[4437056, 4437058, 944668315, 146401411]","['Ogleforth', 'Minster Yard', 'Chapter House Street']",residential,,False,True,222.862,"LINESTRING (-1.0788219 53.9623484, -1.0789447 53.9623825, -1.0790906 53.9624406, -1.0792108 53.9624935, -1.0794453 53.9625967, -1.0796404 53.962696, -1.0797714 53.9627626, -1.0798486 53.9628019, -1.0801209 53.9629587, -1.0801546 53.9629784, -1.0802286 53.9629372, -1.0806567 53.9627341, -1.0809945 53.9625556, -1.0809597 53.962511, -1.0807624 53.9623735, -1.0807117 53.962327, -1.0806307 53.9622915)",,,,,,
"[92158564, 4437055]","['Deangate', 'Goodramgate']",residential,,False,False,88.41900000000001,"LINESTRING (-1.0788219 53.9623484, -1.0788271 53.9623202, -1.0788362 53.9623066, -1.0789958 53.9621933, -1.0790476 53.9621565, -1.0791133 53.9621221, -1.0792144 53.9620857, -1.0794279 53.9620102, -1.0795226 53.9619764, -1.0796053 53.9619521, -1.0796924 53.9619366, -1.0797753 53.961931, -1.0798889 53.9619256)",,,,,,
"[170172417, 72030111]","['Aldwark', 'Saint Andrewgate']",residential,,False,True,184.507,"LINESTRING (-1.0788219 53.9623484, -1.0787434 53.9623073, -1.0784578 53.962163, -1.0782975 53.9620695, -1.0782528 53.9620443, -1.0780961 53.9619152, -1.0779669 53.9617368, -1.0779283 53.9616752, -1.0778487 53.9615496, -1.0778687 53.9615147, -1.0781559 53.9613654, -1.0783045 53.9612554, -1.0784081 53.9611352, -1.0784973 53.9610307)",,,,,,
"[993016768, 993016769, 321058547, 321058548, 4437144, 177970395, 993016767]","['Monkgate', 'Goodramgate']",residential,,False,True,88.48299999999999,"LINESTRING (-1.0788219 53.9623484, -1.0788162 53.9623723, -1.0788096 53.9623833, -1.0787152 53.9624819, -1.078675 53.9625255, -1.0786527 53.9625471, -1.0786027 53.9625993, -1.0785568 53.9626263, -1.0785366 53.9626398, -1.0785069 53.9626658, -1.0784663 53.9627072, -1.0784334 53.9627429, -1.0783806 53.9628322, -1.0783506 53.9628782, -1.0783238 53.9629013, -1.0783035 53.9629173, -1.0782862 53.9629314, -1.0781637 53.9630359)","['1', '2']",,,,,
4430204,,primary,30 mph,True,False,71.86200000000001,"LINESTRING (-1.0745352 53.9620717, -1.0745875 53.9619889, -1.0746171 53.9619238, -1.0746449 53.9618019, -1.0747336 53.9616056, -1.0747636 53.9615501, -1.074788 53.9615273, -1.0748188 53.961506, -1.0748876 53.9614745)",1,A1036,,,,
"[44600177, 4430883, 604249900]",Foss Bank,primary,30 mph,True,False,49.101000000000006,"LINESTRING (-1.0745352 53.9620717, -1.0745405 53.9620441, -1.0745385 53.9620165, -1.0745285 53.9619908, -1.0745108 53.961959, -1.0744487 53.9618827, -1.0744004 53.9618271, -1.0743486 53.9617779, -1.0742155 53.9616851)",2,A1036,yes,,,
"[146633026, 4432510]",,primary_link,30 mph,True,False,37.574,"LINESTRING (-1.0742155 53.9616851, -1.0741504 53.9615661, -1.0741136 53.9615209, -1.0740977 53.961504, -1.0740746 53.9614601, -1.0740644 53.9614113, -1.0740707 53.9613631)",1,,,,,
4015241,St Leonard's Place,primary,30 mph,False,False,9.379999999999999,"LINESTRING (-1.0853727 53.9628781, -1.0854092 53.9629141, -1.0854558 53.9629465)",3,A1036,,,,
989732364,St Leonard's Place,primary,30 mph,True,False,11.366999999999999,"LINESTRING (-1.0853727 53.9628781, -1.0853217 53.9628528, -1.0852814 53.9628228, -1.0852688 53.9627992)",,A1036,,,,
"[192124160, 4474144, 4474149, 4015240, 759476779, 52915437, 260869555]","['Lendal Bridge', 'Museum Street', 'Station Road']",primary,30 mph,False,True,306.3519999999999,"LINESTRING (-1.0851444 53.9613782, -1.0852899 53.9613185, -1.0853416 53.9612973, -1.0853962 53.9612719, -1.0856854 53.9611297, -1.0857266 53.9611098, -1.0857772 53.9610873, -1.0860195 53.9609622, -1.0861784 53.9608619, -1.086255 53.9608118, -1.0863176 53.960763, -1.086352 53.9607368, -1.0865539 53.9605592, -1.0867038 53.9604165, -1.0869445 53.9602081, -1.0869901 53.9601639, -1.0875537 53.9597777, -1.0878882 53.9596135, -1.0879283 53.9595925, -1.0882339 53.9594419, -1.0882775 53.9594209, -1.0883367 53.9593937)",2,A1036,yes,,,
4437059,Duncombe Place,tertiary,30 mph,False,True,117.805,"LINESTRING (-1.0851444 53.9613782, -1.0850517 53.9614166, -1.0850128 53.9614325, -1.0849415 53.9614646, -1.084763 53.9615548, -1.0846314 53.9616135, -1.0843468 53.9617452, -1.0840115 53.9618979, -1.083712 53.9620193)",2,,,,,
"[989732366, 989732367, 677332211, 677332212, 705607541]",St Leonard's Place,primary,30 mph,False,False,145.793,"LINESTRING (-1.0851444 53.9613782, -1.0852641 53.9614812, -1.0852956 53.9615103, -1.0853452 53.9615585, -1.0854778 53.961734, -1.0855428 53.9619037, -1.0855715 53.9621241, -1.0855488 53.9622685, -1.0855168 53.9623419, -1.0854048 53.9625768, -1.0853874 53.9626193)","['2', '3']",A1036,,,,
4015239,Station Road,primary,30 mph,True,False,18.598000000000003,"LINESTRING (-1.0883367 53.9593937, -1.0884062 53.9593437, -1.0884632 53.9593149, -1.08854 53.9592778)",1,A1036,,,,
"[4474144, 192124160, 4474149, 4015240, 759476779, 52915437, 260869555]","['Lendal Bridge', 'Museum Street', 'Station Road']",primary,30 mph,False,False,306.352,"LINESTRING (-1.0883367 53.9593937, -1.0882775 53.9594209, -1.0882339 53.9594419, -1.0879283 53.9595925, -1.0878882 53.9596135, -1.0875537 53.9597777, -1.0869901 53.9601639, -1.0869445 53.9602081, -1.0867038 53.9604165, -1.0865539 53.9605592, -1.086352 53.9607368, -1.0863176 53.960763, -1.086255 53.9608118, -1.0861784 53.9608619, -1.0860195 53.9609622, -1.0857772 53.9610873, -1.0857266 53.9611098, -1.0856854 53.9611297, -1.0853962 53.9612719, -1.0853416 53.9612973, -1.0852899 53.9613185, -1.0851444 53.9613782)",2,A1036,yes,,,
706822398,Clifford Street,secondary,30 mph,False,True,7.25,"LINESTRING (-1.081051 53.9559748, -1.0811217 53.956025)",2,B1227,,,,
"[1029341272, 997382474, 130261787, 4436797]",Tower Street,secondary,30 mph,True,False,160.505,"LINESTRING (-1.081051 53.9559748, -1.0809669 53.955939, -1.0808751 53.9558754, -1.0808179 53.9557926, -1.0806347 53.9555708, -1.0805157 53.9554267, -1.0805021 53.9554102, -1.0804654 53.9553713, -1.0803546 53.9552467, -1.0802973 53.9551857, -1.0800846 53.9549592, -1.0799871 53.9548568, -1.0799646 53.9548344, -1.0799364 53.9548151, -1.0798869 53.9547815, -1.0798139 53.9547433)","['1', '2']",B1227,,,,
4469125,Tower Street,residential,30 mph,False,False,79.00600000000001,"LINESTRING (-1.081051 53.9559748, -1.0809605 53.9560311, -1.080841 53.9561059, -1.0807495 53.956155, -1.0805771 53.9562301, -1.0803953 53.9563063, -1.0803266 53.9563384, -1.0802355 53.9563811, -1.0801941 53.9564004, -1.0801273 53.9564292)",2,,,,,
"[437071176, 706822398]",Clifford Street,secondary,30 mph,False,False,72.366,"LINESTRING (-1.0816645 53.9565836, -1.0815751 53.9564283, -1.0814634 53.9562915, -1.0812807 53.9561263, -1.0811998 53.9560713, -1.0811217 53.956025)",2,B1227,,,,
437071176,Clifford Street,secondary,30 mph,False,True,56.260999999999996,"LINESTRING (-1.0816645 53.9565836, -1.0817447 53.9568238, -1.0817552 53.9570849)",2,B1227,,,,
197862854,,primary,30 mph,True,False,2.717,"LINESTRING (-1.0800562 53.9546653, -1.08004 53.9546878)",1,A1036,,,,
4437059,Duncombe Place,tertiary,30 mph,False,False,117.805,"LINESTRING (-1.083712 53.9620193, -1.0840115 53.9618979, -1.0843468 53.9617452, -1.0846314 53.9616135, -1.084763 53.9615548, -1.0849415 53.9614646, -1.0850128 53.9614325, -1.0850517 53.9614166, -1.0851444 53.9613782)",2,,,,,
"[28750330, 437071179]",Precentor's Court,residential,,False,True,131.894,"LINESTRING (-1.083712 53.9620193, -1.0834899 53.9620848, -1.0835036 53.962304, -1.0845374 53.9626844, -1.0844077 53.962754)",,,,destination,,
52721476,Micklegate,secondary,30 mph,False,False,97.14399999999999,"LINESTRING (-1.0866132 53.9573287, -1.0863457 53.9573039, -1.0862956 53.9572988, -1.086094 53.9572873, -1.0859441 53.9572842, -1.0857974 53.9572851, -1.0856342 53.9572893, -1.0855154 53.9572868, -1.0853884 53.9572811, -1.0853267 53.9572821, -1.0852817 53.957283, -1.0851343 53.9572869)",2,B1227,,,,
140541529,George Hudson Street,secondary,30 mph,False,True,122.925,"LINESTRING (-1.0866132 53.9573287, -1.0866373 53.9573678, -1.0866609 53.9574359, -1.08667 53.9574574, -1.0866821 53.9575013, -1.0867614 53.9577474, -1.0868016 53.9578184, -1.0868741 53.9579036, -1.0872844 53.9582429, -1.087309 53.9582662, -1.087326 53.9582843, -1.0873578 53.9583226)",2,B1227,,,,
"[944668314, 420559295]",Micklegate,tertiary,30 mph,False,True,151.01700000000002,"LINESTRING (-1.0866132 53.9573287, -1.0867897 53.9573346, -1.086842 53.9573429, -1.0869252 53.9573539, -1.0870819 53.9573706, -1.0872354 53.957386, -1.0873096 53.9573904, -1.0874338 53.9573915, -1.0877028 53.9573608, -1.0877574 53.9573523, -1.0880297 53.957299, -1.0882354 53.9572441, -1.0883894 53.957203, -1.0885692 53.9571542, -1.088795 53.9570695)",,,,,,
131832068,Station Road,primary,30 mph,True,False,11.874,"LINESTRING (-1.08854 53.9592778, -1.0886899 53.9592176)",1,A1036,,,,
52722925,Rougier Street,secondary,30 mph,True,False,23.176,"LINESTRING (-1.08854 53.9592778, -1.088453 53.9592261, -1.0884076 53.9591939, -1.0883748 53.9591677, -1.0883271 53.9591132)",1,B1227,,,,
4486154,Rougier Street,secondary,30 mph,True,False,17.999000000000002,"LINESTRING (-1.0887152 53.9594026, -1.0886162 53.9593321, -1.0885789 53.9593055, -1.08854 53.9592778)",1,B1227,,,,
52722926,Station Road,primary,30 mph,True,False,24.115000000000002,"LINESTRING (-1.0887152 53.9594026, -1.0886972 53.9593381, -1.0886979 53.9593089, -1.0887073 53.9592828, -1.0887229 53.9592508, -1.0887642 53.9591934)",1,A1036,,,,
131832061,Station Road,primary,30 mph,True,False,26.435,"LINESTRING (-1.0887152 53.9594026, -1.088653 53.9593811, -1.0885927 53.9593662, -1.0885287 53.9593598, -1.0884652 53.959365, -1.088431 53.9593717, -1.0883367 53.9593937)",1,A1036,,,,
352872160,Deangate,residential,,False,True,14.728,"LINESTRING (-1.0814583 53.9616771, -1.0812391 53.9616469)",,,,,,
"[92158564, 4437055]","['Deangate', 'Goodramgate']",residential,,False,True,88.41899999999998,"LINESTRING (-1.0798889 53.9619256, -1.0797753 53.961931, -1.0796924 53.9619366, -1.0796053 53.9619521, -1.0795226 53.9619764, -1.0794279 53.9620102, -1.0792144 53.9620857, -1.0791133 53.9621221, -1.0790476 53.9621565, -1.0789958 53.9621933, -1.0788362 53.9623066, -1.0788271 53.9623202, -1.0788219 53.9623484)",,,,,,
4437057,College Street,residential,,False,False,68.302,"LINESTRING (-1.0798889 53.9619256, -1.0799128 53.9620112, -1.0799817 53.9620864, -1.0800527 53.9621333, -1.0801348 53.9621708, -1.080354 53.9622439, -1.0804803 53.9622706, -1.0806307 53.9622915)",,,,,,
352872160,Deangate,residential,,False,False,97.795,"LINESTRING (-1.0798889 53.9619256, -1.0800509 53.9618944, -1.0801283 53.961877, -1.0801884 53.9618587, -1.0802462 53.9618372, -1.0804629 53.9617451, -1.0806284 53.9616759, -1.0807916 53.9616306, -1.0809053 53.9616174, -1.0810327 53.9616202, -1.0810615 53.9616239, -1.0812391 53.9616469)",,,,,,
988849607,Peasholme Green,tertiary,30 mph,False,False,14.664,"LINESTRING (-1.0746244 53.9610579, -1.0744536 53.9611433)",3,,,,,
"[40931128, 148192889]",,primary_link,30 mph,True,False,44.449999999999996,"LINESTRING (-1.0746244 53.9610579, -1.074522 53.9612065, -1.07452 53.9612609, -1.0745405 53.9613194, -1.0745798 53.961371, -1.0746458 53.9614277)",1,,,,,
"[4470554, 988849603, 988849604, 52721966]",Peasholme Green,tertiary,,False,True,136.844,"LINESTRING (-1.0746244 53.9610579, -1.0748479 53.9609171, -1.07501 53.9608124, -1.0751506 53.9607085, -1.0753183 53.9605807, -1.0754269 53.9605028, -1.0755408 53.9604123, -1.075591 53.9603737, -1.0757025 53.9602781, -1.0759193 53.9600937)","['2', '4', '3']",,,,,
988849606,Peasholme Green,tertiary,,True,False,6.989,"LINESTRING (-1.0740707 53.9613631, -1.0740978 53.9613023)",2,,yes,,,
4436598,Cloisters Walk,residential,,False,False,5.769,"LINESTRING (-1.076674 53.9626497, -1.076756 53.9626306)",,,,,,
4436598,Cloisters Walk,residential,,False,True,18.818,"LINESTRING (-1.076674 53.9626497, -1.0764876 53.9627786)",,,,,,
4436597,Cloisters Walk,residential,,False,True,60.31099999999999,"LINESTRING (-1.076674 53.9626497, -1.0764139 53.9625211, -1.0764376 53.962504, -1.0767817 53.9622556)",,,,,,
4436598,Cloisters Walk,residential,,False,True,5.769,"LINESTRING (-1.076756 53.9626306, -1.076674 53.9626497)",,,,,,
4436598,Cloisters Walk,residential,,False,False,18.818,"LINESTRING (-1.0764876 53.9627786, -1.076674 53.9626497)",,,,,,
"[4436605, 4436606, 4436607]","['Foss Bridge', 'Fossgate', 'Walmgate']",residential,,True,False,197.533,"LINESTRING (-1.0776241 53.9574803, -1.077704 53.9575386, -1.0777363 53.9575622, -1.0779222 53.9576978, -1.0780634 53.9578125, -1.0781783 53.957915, -1.0783143 53.9580364, -1.0784768 53.9581815, -1.0785328 53.9582324, -1.078731 53.9584252, -1.0788185 53.9585104, -1.078886 53.9585823, -1.0790543 53.9587615, -1.0791385 53.9588512, -1.0792525 53.9589725)",,,yes,,,
98969309,Walmgate,tertiary,,True,False,102.58299999999998,"LINESTRING (-1.0776241 53.9574803, -1.0774473 53.9573769, -1.0773927 53.9573461, -1.07729 53.9573095, -1.0770598 53.9572536, -1.0769924 53.9572361, -1.0769362 53.9572227, -1.0767894 53.9571832, -1.0766815 53.9571464, -1.0765902 53.9571153, -1.0765343 53.9570958, -1.0762922 53.9570096)",,,,,,
4430206,Pavement,residential,,False,False,93.732,"LINESTRING (-1.0802386 53.9583742, -1.0801759 53.9584311, -1.0801063 53.9584834, -1.0800672 53.9585112, -1.0800262 53.9585421, -1.079887 53.9586538, -1.0796996 53.9587872, -1.0793811 53.9589235, -1.0792525 53.9589725)",,,,,,
"[4436608, 1239483627, 4436612, 4436613]","['Piccadilly Bridge', 'Piccadilly']",residential,30 mph,False,False,185.69899999999996,"LINESTRING (-1.0802386 53.9583742, -1.080063 53.9582685, -1.0800149 53.9582386, -1.0799794 53.9582168, -1.0795536 53.9579826, -1.0794184 53.9578965, -1.0790959 53.9576802, -1.0788297 53.9575158, -1.0787385 53.957454, -1.0786792 53.9574139, -1.0786482 53.9573929, -1.0786141 53.9573708, -1.0784769 53.9572812, -1.0782805 53.9571668)",2,,yes,,,
"[260876322, 997382477]",Coppergate,residential,,True,False,139.993,"LINESTRING (-1.0802386 53.9583742, -1.0803816 53.9582115, -1.080424 53.9581636, -1.0804518 53.958133, -1.08066 53.9579442, -1.0807166 53.9579, -1.0807921 53.9578606, -1.0809409 53.9578185, -1.0810563 53.957792, -1.0811839 53.9577606, -1.0812997 53.9577261, -1.0814041 53.9576852, -1.0815116 53.9576432, -1.0815783 53.9575793, -1.0816379 53.9575347, -1.0816778 53.9575047)",2,,,,,
"[4436608, 1239483627, 4436612, 4436613]","['Piccadilly Bridge', 'Piccadilly']",residential,30 mph,False,True,185.699,"LINESTRING (-1.0782805 53.9571668, -1.0784769 53.9572812, -1.0786141 53.9573708, -1.0786482 53.9573929, -1.0786792 53.9574139, -1.0787385 53.957454, -1.0788297 53.9575158, -1.0790959 53.9576802, -1.0794184 53.9578965, -1.0795536 53.9579826, -1.0799794 53.9582168, -1.0800149 53.9582386, -1.080063 53.9582685, -1.0802386 53.9583742)",2,,yes,,,
4486183,Merchantgate,tertiary,30 mph,True,False,55.312999999999995,"LINESTRING (-1.0782805 53.9571668, -1.0781296 53.9572395, -1.0776784 53.9574544, -1.0776241 53.9574803)",,,,,,
181142625,Piccadilly,tertiary,30 mph,False,False,100.81600000000002,"LINESTRING (-1.0782805 53.9571668, -1.0781478 53.9570612, -1.078069 53.9570044, -1.0778975 53.9568795, -1.0777035 53.9567424, -1.0775154 53.9566076, -1.0774642 53.9565711, -1.0773114 53.9564621)",,,,,,
4430206,Pavement,residential,,False,True,8.749,"LINESTRING (-1.0791421 53.9590169, -1.0792525 53.9589725)",,,,,,
4437145,The Stonebow,residential,,False,False,102.357,"LINESTRING (-1.0791421 53.9590169, -1.078931 53.9590679, -1.0787259 53.9590961, -1.0785291 53.9590971, -1.0784376 53.9590914, -1.0782104 53.9590644, -1.0779386 53.9590321, -1.0777326 53.959017, -1.0776128 53.9590111)",,,,,,
69693516,Saint Andrewgate,residential,,False,False,14.578,"LINESTRING (-1.0787329 53.9607918, -1.0786101 53.9609012)",,,,,,
69693516,Saint Andrewgate,residential,,False,True,16.923,"LINESTRING (-1.0787329 53.9607918, -1.078927 53.9606912)",,,,,,
"[4437066, 964820015]",Spen Lane,residential,,False,True,135.008,"LINESTRING (-1.0787329 53.9607918, -1.0785221 53.9606848, -1.078432 53.9606502, -1.0784139 53.9606433, -1.078367 53.9606396, -1.0783136 53.9606516, -1.0781575 53.9607537, -1.078109 53.9607674, -1.0780638 53.9607673, -1.0780107 53.9607563, -1.0778402 53.9606814, -1.0776767 53.9606105, -1.077565 53.9605621, -1.0774654 53.9605255, -1.0772735 53.9604574, -1.0770334 53.960389)",,,,,,
"[4437061, 4437062]","['St Saviourgate', 'Whip-Ma-Whop-Ma-Gate']",residential,10 mph,True,False,224.344,"LINESTRING (-1.0770334 53.960389, -1.0771627 53.9602899, -1.0773015 53.9601978, -1.0774534 53.9600904, -1.0777299 53.9599116, -1.0778929 53.9598048, -1.0780154 53.9597325, -1.0783621 53.9595215, -1.078391 53.9595059, -1.0784892 53.959453, -1.0785339 53.959429, -1.0785953 53.9594066, -1.0788877 53.9593001, -1.0792862 53.9592188, -1.079256 53.9591765, -1.0791421 53.9590169)",2,,,,,
92158567,St Saviours Place,residential,,False,True,62.898,"LINESTRING (-1.0770334 53.960389, -1.0769561 53.9603726, -1.0766171 53.960275, -1.0763268 53.9602126, -1.0762194 53.9601864, -1.0761487 53.9601692)",,,,,,
"[4437066, 964820015]",Spen Lane,residential,,False,False,135.00799999999998,"LINESTRING (-1.0770334 53.960389, -1.0772735 53.9604574, -1.0774654 53.9605255, -1.077565 53.9605621, -1.0776767 53.9606105, -1.0778402 53.9606814, -1.0780107 53.9607563, -1.0780638 53.9607673, -1.078109 53.9607674, -1.0781575 53.9607537, -1.0783136 53.9606516, -1.078367 53.9606396, -1.0784139 53.9606433, -1.078432 53.9606502, -1.0785221 53.9606848, -1.0787329 53.9607918)",,,,,,
4437067,Saint Saviours Place,residential,,False,True,17.392,"LINESTRING (-1.0761487 53.9601692, -1.0759934 53.960131, -1.0759193 53.9600937)",2,,,,,
40989615,Aldwark,residential,,False,False,73.04100000000001,"LINESTRING (-1.0761487 53.9601692, -1.0760746 53.9602509, -1.0760769 53.9602785, -1.0761453 53.9603828, -1.0761802 53.9604347, -1.0762451 53.960485, -1.0762864 53.9605113, -1.0764459 53.9605944, -1.076512 53.9606273, -1.0766269 53.9606923)",,,,,,
92158567,St Saviours Place,residential,,False,False,62.898,"LINESTRING (-1.0761487 53.9601692, -1.0762194 53.9601864, -1.0763268 53.9602126, -1.0766171 53.960275, -1.0769561 53.9603726, -1.0770334 53.960389)",,,,,,
4437069,Hunt Court,residential,,False,False,69.777,"LINESTRING (-1.0774493 53.9612184, -1.0772056 53.9613303, -1.0770983 53.9613481, -1.0769143 53.9614304, -1.0768986 53.9614735, -1.0769656 53.9615548, -1.0769384 53.9616295, -1.0769114 53.9616587)",,,,destination,,
40989615,Aldwark,residential,,False,False,34.833,"LINESTRING (-1.0774493 53.9612184, -1.0776037 53.9613343, -1.0777638 53.961471)",,,,,,
40989615,Aldwark,residential,,False,True,79.501,"LINESTRING (-1.0774493 53.9612184, -1.0771479 53.9610147, -1.0769774 53.9609048, -1.076817 53.9608063, -1.0766269 53.9606923)",,,,,,
4437069,Hunt Court,residential,,False,True,69.777,"LINESTRING (-1.0769114 53.9616587, -1.0769384 53.9616295, -1.0769656 53.9615548, -1.0768986 53.9614735, -1.0769143 53.9614304, -1.0770983 53.9613481, -1.0772056 53.9613303, -1.0774493 53.9612184)",,,,destination,,
4437067,Saint Saviours Place,residential,,False,False,17.392,"LINESTRING (-1.0759193 53.9600937, -1.0759934 53.960131, -1.0761487 53.9601692)",2,,,,,
"[4470554, 988849603, 988849604, 52721966]",Peasholme Green,tertiary,,False,False,136.844,"LINESTRING (-1.0759193 53.9600937, -1.0757025 53.9602781, -1.075591 53.9603737, -1.0755408 53.9604123, -1.0754269 53.9605028, -1.0753183 53.9605807, -1.0751506 53.9607085, -1.07501 53.9608124, -1.0748479 53.9609171, -1.0746244 53.9610579)","['2', '3', '4']",,,,,
"[396800553, 131929918]",The Stonebow,tertiary,,False,True,42.996,"LINESTRING (-1.0759193 53.9600937, -1.0759952 53.9600225, -1.0762714 53.9597672)",2,,,,,
4437072,Bartle Garth,residential,,False,False,25.791,"LINESTRING (-1.0784973 53.9610307, -1.0786115 53.961079, -1.0787969 53.9611808)",,,,,,
"[170172417, 72030111]","['Aldwark', 'Saint Andrewgate']",residential,,False,False,184.50699999999998,"LINESTRING (-1.0784973 53.9610307, -1.0784081 53.9611352, -1.0783045 53.9612554, -1.0781559 53.9613654, -1.0778687 53.9615147, -1.0778487 53.9615496, -1.0779283 53.9616752, -1.0779669 53.9617368, -1.0780961 53.9619152, -1.0782528 53.9620443, -1.0782975 53.9620695, -1.0784578 53.962163, -1.0787434 53.9623073, -1.0788219 53.9623484)",,,,,,
72030112,Saint Andrewgate,residential,,False,False,11.061,"LINESTRING (-1.0784973 53.9610307, -1.0785307 53.9609854, -1.078572 53.9609416)",,,,,,
"[4437072, 28750729]","['Bedern', 'Bartle Garth']",residential,,False,True,106.02000000000001,"LINESTRING (-1.0791989 53.961854, -1.0788934 53.9617475, -1.0790332 53.9616487, -1.0791323 53.9615786, -1.0792219 53.9615091, -1.0792445 53.9614722, -1.0792306 53.9614366, -1.0789503 53.9612584, -1.0787969 53.9611808)",,,,,,
69693516,Saint Andrewgate,residential,,False,False,25.829,"LINESTRING (-1.079238 53.9605481, -1.078927 53.9606912)",,,,,,
69693516,Saint Andrewgate,residential,,False,True,16.46,"LINESTRING (-1.079238 53.9605481, -1.0794318 53.9604537)",,,,,,
"[4437070, 354323224, 354323225, 354323226, 354323228]",St Andrew Place,residential,,False,True,58.204,"LINESTRING (-1.079238 53.9605481, -1.0791892 53.9605173, -1.0791512 53.9604905, -1.0788869 53.9603085, -1.0788359 53.9602723, -1.0788093 53.9602542, -1.0786577 53.9601514)",,,,destination,building_passage,
