osmid,oneway,highway,reversed,length,geometry,lanes,name,maxspeed,junction,bridge,ref,tunnel
5067427,True,unclassified,False,30.496000000000002,"LINESTRING (-3.3478839 51.5975571, -3.3478949 51.5975969, -3.3478895 51.5976241, -3.3478633 51.5976611, -3.3478183 51.5976902, -3.3477628 51.5977075, -3.3476984 51.5977124, -3.3476254 51.5977007)",,Factory Lane,,roundabout,,,
42419221,False,unclassified,True,55.532999999999994,"LINESTRING (-3.3478839 51.5975571, -3.3481103 51.5975222, -3.3482952 51.5974821, -3.3484463 51.5974373, -3.3486079 51.5973565)",,Factory Lane,,,,,
5067435,False,tertiary,False,99.47099999999999,"LINESTRING (-3.3444747 51.5971136, -3.3438727 51.5974196, -3.3437508 51.5974607, -3.3434348 51.5975552, -3.3432823 51.5976057)",,High Street,,,,,
5067435,False,tertiary,True,95.81,"LINESTRING (-3.3444747 51.5971136, -3.3447026 51.5970459, -3.3452627 51.596893, -3.3457324 51.5967506)",,High Street,,,,,
57399242,False,residential,True,101.076,"LINESTRING (-3.3444747 51.5971136, -3.3443331 51.5970375, -3.3441833 51.5969974, -3.3439922 51.5969685, -3.343077 51.5969407)",2,Graig Street,30 mph,,,,
"[1262176709, 42298031]",False,primary,False,207.63500000000002,"LINESTRING (-3.3412881 51.5996432, -3.3411784 51.5995553, -3.341075 51.5994747, -3.3407044 51.5992221, -3.3404958 51.5991085, -3.3402554 51.5990068, -3.3399464 51.5989153, -3.339696 51.5988581, -3.3394522 51.5988315, -3.3391318 51.5988171, -3.338767 51.5988152)",,,"['20 mph', '30 mph']",,,A4058,
42298031,False,primary,True,136.302,"LINESTRING (-3.3412881 51.5996432, -3.3414474 51.5997748, -3.341565 51.5998911, -3.3416786 51.6000077, -3.3417791 51.6001523, -3.3418647 51.6003081, -3.3419477 51.6004388, -3.3420604 51.6005711, -3.3421722 51.6006733, -3.3422173 51.6007167)",,,20 mph,,,A4058,
"[5067435, 68245910, 68245911]",False,tertiary,True,71.784,"LINESTRING (-3.3412881 51.5996432, -3.3414297 51.5994384, -3.3415585 51.5992685, -3.3417301 51.5990952, -3.3417568 51.5990685)",,High Street,,,,,yes
196836346,False,unclassified,True,13.894,"LINESTRING (-3.351878 51.5976295, -3.3518274 51.5976521, -3.3517135 51.5977014)",2,Gelliwion Road,,,,,
104640161,False,primary,False,202.642,"LINESTRING (-3.3408113 51.6044793, -3.3409169 51.6043995, -3.3410353 51.604277, -3.3410976 51.6041694, -3.3411565 51.6040205, -3.3413251 51.6036153, -3.3416838 51.6027536)",2,Gelliwastad Road,20 mph,,,A4223,
23862704,True,primary,False,79.28000000000002,"LINESTRING (-3.3463441 51.6025037, -3.3460081 51.6023249, -3.3458866 51.6022814, -3.3457497 51.6022509, -3.345509 51.6022225, -3.3454639 51.6022181, -3.3453364 51.6022055)",,Rhondda Road,20 mph,,,A4058,
23862705,False,primary,False,16.292,"LINESTRING (-3.3463441 51.6025037, -3.3464105 51.6025728, -3.3464661 51.6026291)",2,Rhondda Road,20 mph,,,A4058,
42458774,False,residential,False,98.781,"LINESTRING (-3.3503241 51.60283, -3.350317 51.6029033, -3.3502722 51.602949, -3.350193 51.6029815, -3.3499003 51.6030565, -3.349197 51.6033115)",2,Pwllgwaun Road,30 mph,,,,
214391938,False,residential,True,87.263,"LINESTRING (-3.3503241 51.60283, -3.3502959 51.6028027, -3.3501612 51.6026956, -3.3500943 51.602609, -3.3500295 51.6024835, -3.3499486 51.602347, -3.349814 51.6021187)",2,Maesycoed Road,30 mph,,,,
26688300,False,residential,True,158.222,"LINESTRING (-3.3517234 51.6019068, -3.3513405 51.6017595, -3.3509158 51.6015761, -3.3503953 51.6013507, -3.3500985 51.6012126, -3.3499952 51.6011797, -3.3498916 51.6011728, -3.3497971 51.6011879)",2,Lanelay Crescent,30 mph,,,,
26688317,False,residential,False,276.47700000000003,"LINESTRING (-3.3517234 51.6019068, -3.3514126 51.6014683, -3.3509838 51.6008944, -3.3505718 51.6003455, -3.3505127 51.6002658, -3.3502526 51.5999147, -3.3501678 51.5998003, -3.3500422 51.5996506)",2,Lanelay Terrace,30 mph,,,,
29555271,False,residential,False,182.595,"LINESTRING (-3.3481033 51.5982898, -3.3477937 51.5990127, -3.347602 51.5994899, -3.3475801 51.5995797, -3.3475698 51.5996831, -3.3475788 51.5998191, -3.3476243 51.599885)",2,Woodland Terrace,30 mph,,,,
29555271,False,residential,True,79.015,"LINESTRING (-3.3481033 51.5982898, -3.3482266 51.5979568, -3.3482544 51.5978768, -3.3484385 51.5976135)",2,Woodland Terrace,30 mph,,,,
47275650,False,residential,True,39.833,"LINESTRING (-3.3481033 51.5982898, -3.3484843 51.5983396, -3.3485073 51.5983538, -3.3486171 51.5984217)",2,Rosser Street,30 mph,,,,
26688349,False,residential,False,74.084,"LINESTRING (-3.3476243 51.599885, -3.3476731 51.5998606, -3.3477393 51.5998491, -3.3480075 51.5998273, -3.3486726 51.5997734)",2,Mound Road,30 mph,,,,
29555271,False,residential,True,182.595,"LINESTRING (-3.3476243 51.599885, -3.3475788 51.5998191, -3.3475698 51.5996831, -3.3475801 51.5995797, -3.347602 51.5994899, -3.3477937 51.5990127, -3.3481033 51.5982898)",2,Woodland Terrace,30 mph,,,,
42458763,False,residential,False,29.445999999999998,"LINESTRING (-3.3476243 51.599885, -3.3476083 51.5999461, -3.3476183 51.5999891, -3.3476403 51.6000215, -3.3477271 51.6001335)",2,Maesycoed Road,30 mph,,,,
26688349,False,residential,True,95.577,"LINESTRING (-3.3500422 51.5996506, -3.3486726 51.5997734)",2,Mound Road,30 mph,,,,
26688317,False,residential,True,276.47700000000003,"LINESTRING (-3.3500422 51.5996506, -3.3501678 51.5998003, -3.3502526 51.5999147, -3.3505127 51.6002658, -3.3505718 51.6003455, -3.3509838 51.6008944, -3.3514126 51.6014683, -3.3517234 51.6019068)",2,Lanelay Terrace,30 mph,,,,
26688349,False,residential,False,79.78999999999999,"LINESTRING (-3.3500422 51.5996506, -3.3506249 51.599612, -3.3511848 51.5995483)",2,Mound Road,30 mph,,,,
47275650,False,residential,False,172.372,"LINESTRING (-3.3500422 51.5996506, -3.349996 51.5994358, -3.3499784 51.5994043, -3.3499475 51.5993603, -3.3498905 51.5992985, -3.3498221 51.5992489, -3.3486171 51.5984217)",2,Rosser Street,30 mph,,,,
26688349,False,residential,True,79.78999999999999,"LINESTRING (-3.3511848 51.5995483, -3.3506249 51.599612, -3.3500422 51.5996506)",2,Mound Road,30 mph,,,,
26688388,False,residential,True,167.351,"LINESTRING (-3.3511848 51.5995483, -3.3511168 51.5993687, -3.3511054 51.5993491, -3.3510499 51.5992534, -3.3510185 51.5991994, -3.3507864 51.5989164, -3.3504002 51.5984313, -3.3502015 51.598178)",2,Lanwern Road,30 mph,,,,
26688406,False,residential,False,43.908,"LINESTRING (-3.3517614 51.5988566, -3.3514601 51.5985089)",2,Gellideg Road,30 mph,,,,
26688406,False,residential,True,63.831,"LINESTRING (-3.350589 51.5974023, -3.3510021 51.5979158)",2,Gellideg Road,30 mph,,,,
26688422,False,residential,False,54.663,"LINESTRING (-3.3517135 51.5977014, -3.3514015 51.5978068, -3.3510021 51.5979158)",2,Llanfair Road,30 mph,,,,
196836346,False,unclassified,False,13.894,"LINESTRING (-3.3517135 51.5977014, -3.3518274 51.5976521, -3.351878 51.5976295)",2,Gelliwion Road,,,,,
196836346,False,unclassified,True,194.987,"LINESTRING (-3.3517135 51.5977014, -3.3515111 51.5976508, -3.3513491 51.5976115, -3.3507925 51.5971462, -3.3506367 51.5970677, -3.3504196 51.5970728, -3.3498878 51.5972569, -3.3495009 51.5974237)",2,Gelliwion Road,,,,,
26688388,False,residential,False,167.35100000000006,"LINESTRING (-3.3502015 51.598178, -3.3504002 51.5984313, -3.3507864 51.5989164, -3.3510185 51.5991994, -3.3510499 51.5992534, -3.3511054 51.5993491, -3.3511168 51.5993687, -3.3511848 51.5995483)",2,Lanwern Road,30 mph,,,,
26688388,False,residential,True,97.76400000000001,"LINESTRING (-3.3502015 51.598178, -3.3500225 51.5979621, -3.3497221 51.5976102, -3.3496978 51.5975784, -3.3496254 51.5974833, -3.3495009 51.5974237)",2,Lanwern Road,30 mph,,,,
26688422,False,residential,True,62.513999999999996,"LINESTRING (-3.3502015 51.598178, -3.3505995 51.5980476, -3.3510021 51.5979158)",2,Llanfair Road,30 mph,,,,
26688300,False,residential,False,158.222,"LINESTRING (-3.3497971 51.6011879, -3.3498916 51.6011728, -3.3499952 51.6011797, -3.3500985 51.6012126, -3.3503953 51.6013507, -3.3509158 51.6015761, -3.3513405 51.6017595, -3.3517234 51.6019068)",2,Lanelay Crescent,30 mph,,,,
757973764,False,residential,False,61.26500000000001,"LINESTRING (-3.3497971 51.6011879, -3.3498074 51.6012908, -3.3497998 51.6013848, -3.3497602 51.6015211, -3.349728 51.6016635, -3.3497207 51.6017348)",2,Maesycoed Road,30 mph,,,,
"[42458763, 757973764]",False,residential,True,186.761,"LINESTRING (-3.3497971 51.6011879, -3.3497342 51.6011243, -3.3496144 51.6010638, -3.3489191 51.6007884, -3.3487773 51.6007322, -3.3484634 51.6006013, -3.348168 51.6004378, -3.3480479 51.6003689, -3.3479916 51.6003367, -3.3478791 51.6002465, -3.3478321 51.6002247, -3.3477271 51.6001335)",2,Maesycoed Road,30 mph,,,,
26688451,False,residential,False,10.552,"LINESTRING (-3.3512757 51.6042103, -3.3512111 51.6041243)",2,,30 mph,,,,
26688451,False,residential,True,16.912,"LINESTRING (-3.3503629 51.6032538, -3.350518 51.6033715)",2,,30 mph,,,,
28047988,False,residential,False,47.638999999999996,"LINESTRING (-3.3416838 51.6027536, -3.3421759 51.6028466, -3.3422571 51.6028619, -3.3423413 51.6028826)",,Gelliwastad Grove,,,,,
104640161,False,primary,False,64.472,"LINESTRING (-3.3416838 51.6027536, -3.3416992 51.6027028, -3.3419218 51.6021931)",2,Gelliwastad Road,20 mph,,,A4223,
104640161,False,primary,True,202.642,"LINESTRING (-3.3416838 51.6027536, -3.3413251 51.6036153, -3.3411565 51.6040205, -3.3410976 51.6041694, -3.3410353 51.604277, -3.3409169 51.6043995, -3.3408113 51.6044793)",2,Gelliwastad Road,20 mph,,,A4223,
42458765,False,residential,True,9.401,"LINESTRING (-3.3439836 51.6040127, -3.343996 51.6040408, -3.3439928 51.6040683, -3.3440049 51.6040951)",,Thomas Street,,,,,
47342651,False,residential,True,44.487,"LINESTRING (-3.3439836 51.6040127, -3.3439374 51.6039855, -3.3433882 51.6038687)",2,Gelliwastad Grove,30 mph,,,,
42458765,False,residential,False,51.053,"LINESTRING (-3.3446926 51.6042443, -3.3440622 51.6041332, -3.3440049 51.6040951)",,Thomas Street,,,,,
42740905,False,residential,False,117.089,"LINESTRING (-3.3446926 51.6042443, -3.3449021 51.6039752, -3.3450955 51.6038001, -3.3453491 51.6036156, -3.3456852 51.6034013)",2,Graigwen Place,30 mph,,,,
28047990,False,residential,False,44.156,"LINESTRING (-3.3456852 51.6034013, -3.3453053 51.6030819)",,Graigwen Road,,,,,
42419302,False,residential,False,38.673,"LINESTRING (-3.3456852 51.6034013, -3.3458746 51.6037286)",2,Graigwen Road,30 mph,,,,
42740905,False,residential,True,117.089,"LINESTRING (-3.3456852 51.6034013, -3.3453491 51.6036156, -3.3450955 51.6038001, -3.3449021 51.6039752, -3.3446926 51.6042443)",2,Graigwen Place,30 mph,,,,
342288388,False,residential,False,61.492,"LINESTRING (-3.3449707 51.602818, -3.3447422 51.6026893, -3.3446369 51.6026547, -3.3444586 51.6025961, -3.3443651 51.6025546, -3.3442912 51.6024763)",,Graigwen Road,,,,,
128619651,False,residential,True,8.421,"LINESTRING (-3.3469689 51.5957888, -3.3468514 51.5957686)",2,Walters Road,30 mph,,,,
1210584507,False,tertiary,False,99.125,"LINESTRING (-3.3469689 51.5957888, -3.3466683 51.5961953, -3.3464653 51.5963987, -3.3463037 51.5965772)",2,Llantrisant Road,30 mph,,,,
5067433,False,unclassified,True,141.75,"LINESTRING (-3.3463037 51.5965772, -3.3464126 51.5966086, -3.3465513 51.5966641, -3.3466329 51.5966921, -3.3467324 51.5967355, -3.3469846 51.5968349, -3.3472452 51.5969925, -3.3473739 51.5971525, -3.3476365 51.597489)",,Factory Lane,,,,,
5067435,False,tertiary,False,44.331,"LINESTRING (-3.3463037 51.5965772, -3.3460449 51.596626, -3.3457324 51.5967506)",,High Street,,,,,
1210584507,False,tertiary,True,99.125,"LINESTRING (-3.3463037 51.5965772, -3.3464653 51.5963987, -3.3466683 51.5961953, -3.3469689 51.5957888)",2,Llantrisant Road,30 mph,,,,
28501858,False,residential,False,11.873,"LINESTRING (-3.3457324 51.5967506, -3.3457003 51.5968555)",2,Albert Road,30 mph,,,,
5067435,False,tertiary,False,95.80999999999999,"LINESTRING (-3.3457324 51.5967506, -3.3452627 51.596893, -3.3447026 51.5970459, -3.3444747 51.5971136)",,High Street,,,,,
5067435,False,tertiary,True,44.331,"LINESTRING (-3.3457324 51.5967506, -3.3460449 51.596626, -3.3463037 51.5965772)",,High Street,,,,,
28501857,False,residential,False,42.281,"LINESTRING (-3.343029 51.5992821, -3.3431256 51.5993726, -3.3433673 51.599599)",,Court House Street,,,,,
28501857,False,residential,True,108.72899999999998,"LINESTRING (-3.343029 51.5992821, -3.3428151 51.5990858, -3.342531 51.5988251, -3.3424975 51.5987093, -3.3425054 51.5985824, -3.3425576 51.598404)",,Court House Street,,,,,
28501858,False,residential,True,102.55499999999999,"LINESTRING (-3.343029 51.5992821, -3.3434686 51.598896, -3.3435546 51.5988233, -3.343632 51.5987578, -3.343695 51.5987046, -3.3438837 51.5985281)",2,Albert Road,30 mph,,,,
26688406,False,residential,False,63.831,"LINESTRING (-3.3510021 51.5979158, -3.350589 51.5974023)",2,Gellideg Road,30 mph,,,,
26688406,False,residential,True,73.145,"LINESTRING (-3.3510021 51.5979158, -3.3514601 51.5985089)",2,Gellideg Road,30 mph,,,,
26688422,False,residential,False,62.513999999999996,"LINESTRING (-3.3510021 51.5979158, -3.3505995 51.5980476, -3.3502015 51.598178)",2,Llanfair Road,30 mph,,,,
26688422,False,residential,True,54.663,"LINESTRING (-3.3510021 51.5979158, -3.3514015 51.5978068, -3.3517135 51.5977014)",2,Llanfair Road,30 mph,,,,
1254061216,False,unclassified,True,5.987,"LINESTRING (-3.3427951 51.6010289, -3.3428533 51.6010688)",,,,,,,
29555145,False,unclassified,False,146.22,"LINESTRING (-3.3477271 51.6001335, -3.3473921 51.6001675, -3.3471689 51.6001515, -3.3466196 51.6001088, -3.3464994 51.6000448, -3.3464393 51.5999702, -3.3463793 51.5998796, -3.3462591 51.5997889, -3.3461561 51.5997569, -3.3460635 51.599726, -3.3459405 51.599685)",,Sardis Road,,,,,
"[42458763, 757973764]",False,residential,False,186.761,"LINESTRING (-3.3477271 51.6001335, -3.3478321 51.6002247, -3.3478791 51.6002465, -3.3479916 51.6003367, -3.3480479 51.6003689, -3.348168 51.6004378, -3.3484634 51.6006013, -3.3487773 51.6007322, -3.3489191 51.6007884, -3.3496144 51.6010638, -3.3497342 51.6011243, -3.3497971 51.6011879)",2,Maesycoed Road,30 mph,,,,
42458763,False,residential,True,29.445999999999998,"LINESTRING (-3.3477271 51.6001335, -3.3476403 51.6000215, -3.3476183 51.5999891, -3.3476083 51.5999461, -3.3476243 51.599885)",2,Maesycoed Road,30 mph,,,,
29555271,False,residential,False,79.015,"LINESTRING (-3.3484385 51.5976135, -3.3482544 51.5978768, -3.3482266 51.5979568, -3.3481033 51.5982898)",2,Woodland Terrace,30 mph,,,,
42459175,False,residential,False,186.063,"LINESTRING (-3.3399289 51.5982447, -3.3408084 51.5981667, -3.3414926 51.5982071, -3.3416365 51.5982343, -3.3417428 51.5983062, -3.3418142 51.5983938, -3.3420371 51.5986675, -3.3421101 51.598755)",,Union Street,,,,,
57399318,False,residential,True,64.032,"LINESTRING (-3.3399289 51.5982447, -3.3400893 51.5981454, -3.3407394 51.5979832)",,Rickards Street,,,,,
5067435,False,tertiary,False,42.562,"LINESTRING (-3.3421101 51.598755, -3.3419814 51.5988664, -3.3418753 51.5989568, -3.3417568 51.5990685)",,High Street,,,,,
5067435,False,tertiary,True,49.787,"LINESTRING (-3.3421101 51.598755, -3.3422832 51.5986167, -3.3424718 51.5984705, -3.3425576 51.598404)",,High Street,,,,,
42459175,False,residential,True,186.063,"LINESTRING (-3.3421101 51.598755, -3.3420371 51.5986675, -3.3418142 51.5983938, -3.3417428 51.5983062, -3.3416365 51.5982343, -3.3414926 51.5982071, -3.3408084 51.5981667, -3.3399289 51.5982447)",,Union Street,,,,,
26688461,False,residential,False,50.275,"LINESTRING (-3.3495655 51.6037206, -3.349926 51.6041134)",2,,30 mph,,,,
26688473,False,residential,True,76.382,"LINESTRING (-3.3495655 51.6037206, -3.350518 51.6033715)",,Upper Vaughan Street,,,,,
26688461,False,residential,True,52.125,"LINESTRING (-3.3495655 51.6037206, -3.349388 51.6035235, -3.349197 51.6033115)",2,,30 mph,,,,
42458773,False,residential,False,124.05,"LINESTRING (-3.3495655 51.6037206, -3.3486442 51.6040347, -3.3486003 51.6040329, -3.3485406 51.603999, -3.3484731 51.6039445, -3.3484164 51.6038905, -3.3484081 51.6038826, -3.3483376 51.6038181, -3.3482583 51.6037177, -3.3482613 51.6036649)",2,Vaughan Street,30 mph,,,,
26688461,False,residential,False,14.065,"LINESTRING (-3.349926 51.6041134, -3.3500569 51.6042103)",2,,30 mph,,,,
26688461,False,residential,True,50.275,"LINESTRING (-3.349926 51.6041134, -3.3495655 51.6037206)",2,,30 mph,,,,
42152015,False,residential,True,76.287,"LINESTRING (-3.349926 51.6041134, -3.3508897 51.6037781)",2,Sheppard Street,30 mph,,,,
432689148,False,residential,False,30.427,"LINESTRING (-3.349926 51.6041134, -3.3495489 51.6042549)",2,Rose Cottages,30 mph,,,,
26688451,False,residential,False,51.991,"LINESTRING (-3.3508897 51.6037781, -3.350518 51.6033715)",2,,30 mph,,,,
42152015,False,residential,False,76.287,"LINESTRING (-3.3508897 51.6037781, -3.349926 51.6041134)",2,Sheppard Street,30 mph,,,,
26688451,False,residential,True,44.442,"LINESTRING (-3.3508897 51.6037781, -3.3510791 51.6039756, -3.3512111 51.6041243)",2,,30 mph,,,,
42152015,False,residential,True,66.224,"LINESTRING (-3.3508897 51.6037781, -3.3514529 51.6035612, -3.3517079 51.6034676)",2,Sheppard Street,30 mph,,,,
26688451,False,residential,False,16.912,"LINESTRING (-3.350518 51.6033715, -3.3503629 51.6032538)",2,,30 mph,,,,
26688451,False,residential,True,51.991,"LINESTRING (-3.350518 51.6033715, -3.3508897 51.6037781)",2,,30 mph,,,,
26688473,False,residential,False,76.382,"LINESTRING (-3.350518 51.6033715, -3.3495655 51.6037206)",,Upper Vaughan Street,,,,,
"[42151992, 26688473]",False,residential,"[False, True]",91.888,"LINESTRING (-3.350518 51.6033715, -3.3509041 51.6032357, -3.3510289 51.603279, -3.351275 51.603349, -3.3517079 51.6034676)",2,Upper Vaughan Street,30 mph,,,,
836650577,False,primary,True,306.88599999999997,"LINESTRING (-3.3517216 51.6045987, -3.3501118 51.6045676, -3.3493493 51.6045387, -3.3490154 51.6045152, -3.3488085 51.604486, -3.3486391 51.6044492, -3.3485013 51.6044087, -3.3483594 51.6043469, -3.3482002 51.6042667, -3.3480245 51.6041401, -3.3477843 51.6039741, -3.3476626 51.6038898)",2,Rhondda Road,30 mph,,,A4058,
"[42151992, 26688473]",False,residential,"[False, True]",91.88799999999999,"LINESTRING (-3.3517079 51.6034676, -3.351275 51.603349, -3.3510289 51.603279, -3.3509041 51.6032357, -3.350518 51.6033715)",2,Upper Vaughan Street,30 mph,,,,
42152015,False,residential,False,66.224,"LINESTRING (-3.3517079 51.6034676, -3.3514529 51.6035612, -3.3508897 51.6037781)",2,Sheppard Street,30 mph,,,,
"[42321532, 42458774, 42321543]",False,residential,"[False, True]",48.45,"LINESTRING (-3.3476626 51.6038898, -3.3477422 51.6038606, -3.3479789 51.6037542, -3.3482613 51.6036649)",2,Pwllgwaun Road,30 mph,,yes,,
47312343,False,primary,True,144.67499999999998,"LINESTRING (-3.3476626 51.6038898, -3.34753 51.603782, -3.3474469 51.6037014, -3.3473611 51.6036001, -3.3472568 51.6034219, -3.3471496 51.603277, -3.3469529 51.6030824, -3.3466141 51.6027703)",2,Rhondda Road,30 mph,,,A4058,
