osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge,access,est_width
279650445,King Street,residential,20 mph,False,False,112.036,"LINESTRING (-3.7766307 51.5963536, -3.7765941 51.5963715, -3.7760204 51.5966522, -3.7759989 51.5966635, -3.7759433 51.5966912, -3.7758289 51.5968388, -3.77562 51.5971086)",2,,,,,
279650445,King Street,residential,20 mph,False,True,112.03600000000002,"LINESTRING (-3.77562 51.5971086, -3.7758289 51.5968388, -3.7759433 51.5966912, -3.7759989 51.5966635, -3.7760204 51.5966522, -3.7765941 51.5963715, -3.7766307 51.5963536)",2,,,,,
34132604,Broad Street,residential,20 mph,False,False,52.399,"LINESTRING (-3.7769511 51.5909071, -3.7766191 51.5913308)",,,,,,
13764799,Beverley Street,tertiary,20 mph,False,False,50.2,"LINESTRING (-3.777321 51.592054, -3.777657 51.5916537)",,,,,,
13764799,Beverley Street,tertiary,20 mph,False,True,82.517,"LINESTRING (-3.777321 51.592054, -3.7769863 51.5924272, -3.7767631 51.5927099)",,,,,,
34132174,Grange Street,residential,20 mph,False,True,82.616,"LINESTRING (-3.777321 51.592054, -3.7767382 51.5919818, -3.7761502 51.5919026)",,,,,,
13764799,Beverley Street,tertiary,20 mph,False,True,56.419,"LINESTRING (-3.7780401 51.5912056, -3.777657 51.5916537)",,,,,,
280444303,,tertiary,,False,True,3.814,"LINESTRING (-3.7780401 51.5912056, -3.7780039 51.5911797)",,,,,,
34161048,,unclassified,20 mph,True,False,81.46199999999999,"LINESTRING (-3.7780401 51.5912056, -3.7784356 51.5914812, -3.7788258 51.5917519)",,,,,,
27625126,Stryd Eryr / Eagle Street,tertiary,20 mph,True,False,34.227,"LINESTRING (-3.7788258 51.5917519, -3.778596 51.5920246)",1,,,,,
34132604,Broad Street,residential,20 mph,False,False,71.357,"LINESTRING (-3.7766191 51.5913308, -3.7761502 51.5919026)",,,,,,
34132604,Broad Street,residential,20 mph,False,True,52.399,"LINESTRING (-3.7766191 51.5913308, -3.7769511 51.5909071)",,,,,,
34132229,,unclassified,20 mph,False,False,80.255,"LINESTRING (-3.7766191 51.5913308, -3.776734 51.5913567, -3.7771554 51.5914964, -3.777657 51.5916537)",,,,,,
13764799,Beverley Street,tertiary,20 mph,False,False,56.419,"LINESTRING (-3.777657 51.5916537, -3.7780401 51.5912056)",,,,,,
13764799,Beverley Street,tertiary,20 mph,False,True,50.2,"LINESTRING (-3.777657 51.5916537, -3.777321 51.592054)",,,,,,
34132229,,unclassified,20 mph,False,True,80.25500000000001,"LINESTRING (-3.777657 51.5916537, -3.7771554 51.5914964, -3.776734 51.5913567, -3.7766191 51.5913308)",,,,,,
34126316,Manor Street,residential,20 mph,False,False,16.272,"LINESTRING (-3.7780723 51.5935998, -3.7778468 51.5935575)",2,,,,,
34126372,Eveline Terrace,residential,20 mph,False,True,14.277,"LINESTRING (-3.7780723 51.5935998, -3.7781781 51.5934895)",2,,,,,
34126372,Eveline Terrace,residential,20 mph,False,False,91.694,"LINESTRING (-3.7780723 51.5935998, -3.7774947 51.5942814, -3.7774776 51.5943347)",2,,,,,
34126372,Eveline Terrace,residential,20 mph,False,False,14.277,"LINESTRING (-3.7781781 51.5934895, -3.7780723 51.5935998)",2,,,,,
34126372,Eveline Terrace,residential,20 mph,False,True,91.694,"LINESTRING (-3.7774776 51.5943347, -3.7774947 51.5942814, -3.7780723 51.5935998)",2,,,,,
34201331,,unclassified,20 mph,False,False,65.581,"LINESTRING (-3.7811652 51.596543, -3.7813598 51.5964811, -3.7816136 51.5964556, -3.7820842 51.596422)",,,,,,
"[34201317, 34699725]","['Prior Street', 'Forge Road']",tertiary,"['20 mph', '30 mph']",False,False,113.68400000000003,"LINESTRING (-3.7811652 51.596543, -3.7811285 51.596477, -3.7811111 51.5963617, -3.7810824 51.5963058, -3.7810321 51.5962649, -3.7809639 51.5962319, -3.7809089 51.5962172, -3.7808444 51.59621, -3.7806771 51.5962188, -3.7800634 51.5962593, -3.7798916 51.5962708)",,,,,,
34699725,Prior Street,tertiary,20 mph,False,True,37.755,"LINESTRING (-3.7811652 51.596543, -3.7812149 51.5966132, -3.7813853 51.5968538)",,,,,,
34133922,Tudor Street,residential,20 mph,False,False,67.07,"LINESTRING (-3.7796242 51.597349, -3.7800539 51.5978899)",,,,,,
34133926,Edward Street,residential,20 mph,False,False,35.189,"LINESTRING (-3.7796242 51.597349, -3.7796673 51.5973373, -3.7800911 51.5972224)",2,,,,,
"[34133920, 34133926]","['Glyndwr Street', 'Edward Street']",residential,20 mph,False,True,217.292,"LINESTRING (-3.7796242 51.597349, -3.7791192 51.5974941, -3.7788281 51.5975777, -3.7784735 51.59768, -3.7783985 51.5976937, -3.7783551 51.5976908, -3.7782746 51.5976786, -3.7775962 51.5971304, -3.7772872 51.5968831, -3.7772529 51.5968556)",2,,,,,
34133921,Carlos Street,residential,20 mph,False,False,71.581,"LINESTRING (-3.7805502 51.5970986, -3.7810136 51.5976744)",,,,,,
34133926,Edward Street,residential,20 mph,False,False,63.789,"LINESTRING (-3.7805502 51.5970986, -3.7809685 51.5969714, -3.7813853 51.5968538)",2,,,,,
34133926,Edward Street,residential,20 mph,False,True,34.579,"LINESTRING (-3.7805502 51.5970986, -3.78014 51.5972068, -3.7800911 51.5972224)",2,,,,,
34133921,Carlos Street,residential,20 mph,False,True,71.581,"LINESTRING (-3.7810136 51.5976744, -3.7805502 51.5970986)",,,,,,
34133922,Tudor Street,residential,20 mph,False,True,67.07,"LINESTRING (-3.7800539 51.5978899, -3.7796242 51.597349)",,,,,,
33775611,Danybryn Road,tertiary,20 mph,False,True,84.472,"LINESTRING (-3.7752505 51.5952298, -3.7756293 51.5955287, -3.7759952 51.5958323)",,,,,,
34161248,Pont Street,residential,20 mph,False,True,67.003,"LINESTRING (-3.7752505 51.5952298, -3.7752811 51.5951936, -3.7756937 51.5946938)",2,,,,,
34161248,Pont Street,residential,20 mph,False,False,67.003,"LINESTRING (-3.7756937 51.5946938, -3.7752811 51.5951936, -3.7752505 51.5952298)",2,,,,,
33775611,Danybryn Road,tertiary,20 mph,False,False,84.472,"LINESTRING (-3.7759952 51.5958323, -3.7756293 51.5955287, -3.7752505 51.5952298)",,,,,,
33775611,Danybryn Road,tertiary,20 mph,False,True,72.72,"LINESTRING (-3.7759952 51.5958323, -3.7763013 51.5960779, -3.7763147 51.5960903, -3.7764251 51.5961797, -3.7766307 51.5963536)",,,,,,
34161251,Evans Street,residential,20 mph,False,True,58.68,"LINESTRING (-3.7759952 51.5958323, -3.7759718 51.5958619, -3.7756211 51.5963061)",2,,,,,
34163491,James Street,residential,20 mph,False,False,61.831,"LINESTRING (-3.7759952 51.5958323, -3.7760281 51.5957926, -3.7764052 51.595338)",2,,,,,
34161251,Evans Street,residential,20 mph,False,False,58.68,"LINESTRING (-3.7756211 51.5963061, -3.7759718 51.5958619, -3.7759952 51.5958323)",2,,,,,
34163491,James Street,residential,20 mph,False,False,61.38,"LINESTRING (-3.7764052 51.595338, -3.776815 51.5948482)",2,,,,,
"[34161281, 34161276, 34161277]",Oakwood Place,"['unclassified', 'residential']",20 mph,False,False,83.07,"LINESTRING (-3.7764052 51.595338, -3.7768236 51.5954669, -3.7770019 51.5955221, -3.7771478 51.5956698, -3.7773589 51.5957613)",,,,,,
34163491,James Street,residential,20 mph,False,True,61.831,"LINESTRING (-3.7764052 51.595338, -3.7760281 51.5957926, -3.7759952 51.5958323)",2,,,,,
34161259,Holland Street,residential,20 mph,False,False,38.758,"LINESTRING (-3.776815 51.5948482, -3.7763241 51.5946794)",2,,,,,
34163491,James Street,residential,20 mph,False,True,61.38,"LINESTRING (-3.776815 51.5948482, -3.7764052 51.595338)",2,,,,,
34161259,Holland Street,residential,20 mph,False,True,47.434,"LINESTRING (-3.776815 51.5948482, -3.7772294 51.5949696, -3.7774299 51.5950377)",2,,,,,
34161259,Holland Street,residential,20 mph,False,True,38.758,"LINESTRING (-3.7763241 51.5946794, -3.776815 51.5948482)",2,,,,,
"[34161281, 34161276, 34161277]",Oakwood Place,"['unclassified', 'residential']",20 mph,False,True,83.07,"LINESTRING (-3.7773589 51.5957613, -3.7771478 51.5956698, -3.7770019 51.5955221, -3.7768236 51.5954669, -3.7764052 51.595338)",,,,,,
34204553,Oakwood Street,residential,20 mph,True,False,23.457,"LINESTRING (-3.7773589 51.5957613, -3.7773485 51.5957861, -3.7773547 51.5958057, -3.7773686 51.5958168, -3.7775675 51.5959041)",2,,,,,
34204553,Oakwood Street,residential,20 mph,True,False,32.45,"LINESTRING (-3.7775675 51.5959041, -3.7779498 51.5960737)",2,,,,,
33775613,King Street,residential,20 mph,False,False,81.76400000000001,"LINESTRING (-3.7775675 51.5959041, -3.7766801 51.5963299, -3.7766307 51.5963536)",2,,,,,
34204553,Oakwood Street,residential,20 mph,True,False,48.488,"LINESTRING (-3.7779498 51.5960737, -3.7784092 51.5963171, -3.7784672 51.5963663)",2,,,,,
956174294,,residential,20 mph,False,True,57.882999999999996,"LINESTRING (-3.7779498 51.5960737, -3.7780094 51.5960394, -3.7782321 51.5960166, -3.7787598 51.5959797)",,,,,,
34201331,,unclassified,20 mph,False,True,65.581,"LINESTRING (-3.7820842 51.596422, -3.7816136 51.5964556, -3.7813598 51.5964811, -3.7811652 51.596543)",,,,,,
34161259,Holland Street,residential,20 mph,False,False,47.434,"LINESTRING (-3.7774299 51.5950377, -3.7772294 51.5949696, -3.776815 51.5948482)",2,,,,,
"[34161452, 524771310]",Grove Place,residential,30 mph,False,"[False, True]",97.47099999999999,"LINESTRING (-3.7793999 51.5932701, -3.7794975 51.5932269, -3.7799148 51.5930659, -3.7800869 51.5929913, -3.7803824 51.5928714, -3.7804625 51.592854, -3.7805119 51.5928542, -3.7806148 51.5928546)",2,,,,,
34204553,Oakwood Street,residential,20 mph,True,False,215.584,"LINESTRING (-3.7793999 51.5932701, -3.7791812 51.5935471, -3.7788874 51.5939068, -3.7785957 51.594276, -3.7785541 51.5943283, -3.7783082 51.5946399, -3.7780014 51.5950032)",2,,,,,
28152213,Station Road,unclassified,20 mph,False,False,10.416,"LINESTRING (-3.7812949 51.593659, -3.7813712 51.5937398)",,,,,,
34226903,,residential,20 mph,False,False,37.353,"LINESTRING (-3.7812949 51.593659, -3.7817793 51.5935097)",,,,,,
28152213,Station Road,unclassified,20 mph,False,True,102.84400000000001,"LINESTRING (-3.7812949 51.593659, -3.7806135 51.5929689, -3.7806025 51.5928969, -3.7806148 51.5928546)",,,,,,
"[492649709, 492649710]",Courtland Place,residential,20 mph,False,"[False, True]",106.45,"LINESTRING (-3.7800201 51.5941986, -3.7802012 51.5941436, -3.7808262 51.5939462, -3.7813712 51.5937398)",2,,,,,
34204702,,unclassified,20 mph,False,False,27.173,"LINESTRING (-3.7822938 51.5957495, -3.7821384 51.595525)",,,,,,
34204702,,unclassified,20 mph,False,True,24.645,"LINESTRING (-3.7822938 51.5957495, -3.7824669 51.5959433)",,,,,,
"[956174292, 34204638]",,residential,20 mph,False,False,88.58699999999999,"LINESTRING (-3.7822938 51.5957495, -3.7818918 51.5957761, -3.7814904 51.5958027, -3.7810187 51.5958348)",2,,,,,
34204671,Tydraw Street,residential,20 mph,False,False,193.806,"LINESTRING (-3.7810187 51.5958348, -3.7797873 51.5942687)",2,,,,,
