osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel
25079483,,,Rumford,residential,20 mph,False,False,19.885,"LINESTRING (-2.6242016 56.260066, -2.6244589 56.2599585)",,,
25079482,,,Tolbooth Wynd,residential,20 mph,False,True,157.746,"LINESTRING (-2.6242016 56.260066, -2.6246835 56.2602031, -2.6260406 56.2605892, -2.6262862 56.2607234, -2.6263714 56.2607875)",,,
33719132,,,Nethergate,residential,20 mph,False,False,211.642,"LINESTRING (-2.6242016 56.260066, -2.6241367 56.2601024, -2.6223897 56.26168)",,,
40952082,,,,residential,20 mph,False,False,20.073,"LINESTRING (-2.6250326 56.2594684, -2.6252657 56.2595942)",,,
25079483,,,Rumford,residential,20 mph,False,False,41.150999999999996,"LINESTRING (-2.6250326 56.2594684, -2.625373 56.2592426, -2.62547 56.2591896)",,,
25079483,,,Rumford,residential,20 mph,False,True,68.475,"LINESTRING (-2.6250326 56.2594684, -2.6247078 56.2596538, -2.6244193 56.259892, -2.6244589 56.2599585)",,,
121674633,,,Rumford,residential,20 mph,False,False,21.587,"LINESTRING (-2.62547 56.2591896, -2.6258193 56.2591827)",,,
25079483,,,Rumford,residential,20 mph,False,True,41.150999999999996,"LINESTRING (-2.62547 56.2591896, -2.625373 56.2592426, -2.6250326 56.2594684)",,,
"[763241258, 40952083]",,,,residential,20 mph,False,False,92.91399999999999,"LINESTRING (-2.62547 56.2591896, -2.6253824 56.2591194, -2.6256022 56.2589334, -2.6256976 56.258837, -2.6257517 56.2587822, -2.626341 56.2589201)",,,
121674633,,,Rumford,residential,20 mph,False,False,29.924,"LINESTRING (-2.626341 56.2589201, -2.6267047 56.2588936, -2.6268214 56.2588851)",,,
121674633,,,Rumford,residential,20 mph,False,True,44.188,"LINESTRING (-2.626341 56.2589201, -2.6261519 56.2589785, -2.6260088 56.2590456, -2.6259185 56.2591201, -2.6258193 56.2591827)",,,
"[763241258, 40952083]",,,,residential,20 mph,False,True,92.914,"LINESTRING (-2.626341 56.2589201, -2.6257517 56.2587822, -2.6256976 56.258837, -2.6256022 56.2589334, -2.6253824 56.2591194, -2.62547 56.2591896)",,,
77205139,,,Castle Street,residential,20 mph,False,True,21.506,"LINESTRING (-2.6268214 56.2588851, -2.6268176 56.2590785)",,,
77205139,,,Castle Street,residential,20 mph,False,False,65.319,"LINESTRING (-2.6268214 56.2588851, -2.6268646 56.2588481, -2.6269588 56.2587676, -2.6273345 56.2584128, -2.6273704 56.2583832)",,,
121674633,,,Rumford,residential,20 mph,False,True,29.924,"LINESTRING (-2.6268214 56.2588851, -2.6267047 56.2588936, -2.626341 56.2589201)",,,
77205139,,,Castle Street,residential,20 mph,False,True,65.319,"LINESTRING (-2.6273704 56.2583832, -2.6273345 56.2584128, -2.6269588 56.2587676, -2.6268646 56.2588481, -2.6268214 56.2588851)",,,
131302570,1,,Shoregate,residential,20 mph,False,False,81.554,"LINESTRING (-2.6273704 56.2583832, -2.627471 56.2584274, -2.6277463 56.2585482, -2.6278237 56.2585822, -2.627949 56.2586372, -2.6284145 56.2588321)",,,
"[131302569, 131302570]",1,,Shoregate,residential,20 mph,False,True,73.93700000000001,"LINESTRING (-2.6273704 56.2583832, -2.6272619 56.2583208, -2.6270596 56.2581835, -2.6270351 56.2581584, -2.627023 56.2581281, -2.6270336 56.2580941, -2.6270689 56.2580591, -2.6271177 56.2580241, -2.6271951 56.2579806, -2.6273144 56.2579251, -2.6274192 56.2578783)",,,
29171628,,,Pinkerton Road,residential,20 mph,False,False,73.978,"LINESTRING (-2.6214529 56.2647616, -2.6209098 56.2645877, -2.6206405 56.2644632, -2.6204484 56.2644029)",,,
219114295,,,Balcomie Road,tertiary,20 mph,False,False,122.00200000000001,"LINESTRING (-2.6214529 56.2647616, -2.6216187 56.2645793, -2.6217017 56.2644881, -2.6218147 56.2643639, -2.6223438 56.2637823)",,,
29171628,,,Pinkerton Road,residential,20 mph,False,True,73.97800000000001,"LINESTRING (-2.6204484 56.2644029, -2.6206405 56.2644632, -2.6209098 56.2645877, -2.6214529 56.2647616)",,,
29171631,,,Langhouse Green,residential,20 mph,False,False,55.08200000000001,"LINESTRING (-2.6204484 56.2644029, -2.620545 56.2642123, -2.6207596 56.264105, -2.6208885 56.2639882)",,,
29171631,,,Langhouse Green,residential,20 mph,False,True,211.683,"LINESTRING (-2.6191832 56.263156, -2.6199911 56.263016, -2.6201336 56.2630073, -2.6202996 56.2630497, -2.6210005 56.2632647, -2.621178 56.2633781, -2.6212317 56.2635092, -2.6211995 56.2636641, -2.6208885 56.2639882)",,,
33718986,1,,Kirk Wynd,residential,20 mph,True,False,134.865,"LINESTRING (-2.6242322 56.2623307, -2.6237641 56.2621594, -2.6233023 56.2619897, -2.6226475 56.2617675, -2.6223897 56.26168)",,4,
360184231,,,Marketgate,tertiary,20 mph,False,False,216.718,"LINESTRING (-2.6242322 56.2623307, -2.6245746 56.2620964, -2.6246148 56.262066, -2.6250506 56.2617373, -2.6253752 56.2614924, -2.6256785 56.2612636, -2.6260141 56.2610105, -2.6263232 56.2608117, -2.6263714 56.2607875)",,,
360184231,,,Marketgate,tertiary,20 mph,False,True,114.047,"LINESTRING (-2.6242322 56.2623307, -2.6238567 56.262613, -2.6236858 56.2627066, -2.6230553 56.2630298, -2.6229823 56.2630804)",,,
33719132,,,Nethergate,residential,20 mph,False,True,211.642,"LINESTRING (-2.6223897 56.26168, -2.6241367 56.2601024, -2.6242016 56.260066)",,,
33718987,,,Nethergate,residential,20 mph,False,True,34.907,"LINESTRING (-2.6252657 56.2595942, -2.6257523 56.2594345)",,,
40952082,,,,residential,20 mph,False,True,20.073,"LINESTRING (-2.6252657 56.2595942, -2.6250326 56.2594684)",,,
33718987,,,Nethergate,residential,20 mph,False,False,64.217,"LINESTRING (-2.6252657 56.2595942, -2.6249224 56.2597492, -2.6244589 56.2599585)",,,
33718987,,,Nethergate,residential,20 mph,False,False,34.907,"LINESTRING (-2.6257523 56.2594345, -2.6252657 56.2595942)",,,
33718987,,,Nethergate,residential,20 mph,False,True,36.972,"LINESTRING (-2.6257523 56.2594345, -2.6262423 56.2592435)",,,
40952081,,,,residential,20 mph,False,True,29.562,"LINESTRING (-2.6257523 56.2594345, -2.6257402 56.2593442, -2.6258207 56.2592787, -2.6258193 56.2591827)",,,
33718987,,,Nethergate,residential,20 mph,False,False,36.972,"LINESTRING (-2.6262423 56.2592435, -2.6257523 56.2594345)",,,
33718987,,,Nethergate,residential,20 mph,False,True,39.989,"LINESTRING (-2.6262423 56.2592435, -2.6268176 56.2590785)",,,
123889701,,,Rose Wynd,residential,20 mph,False,True,80.54599999999999,"LINESTRING (-2.6262423 56.2592435, -2.6264091 56.2594056, -2.6267542 56.2598625, -2.6268083 56.2598921)",,,
33718987,,,Nethergate,residential,20 mph,False,False,39.989,"LINESTRING (-2.6268176 56.2590785, -2.6262423 56.2592435)",,,
77205139,,,Castle Street,residential,20 mph,False,False,21.506,"LINESTRING (-2.6268176 56.2590785, -2.6268214 56.2588851)",,,
77205139,,,Castle Street,residential,20 mph,False,True,92.521,"LINESTRING (-2.6268176 56.2590785, -2.6269179 56.2594035, -2.6269571 56.2596138, -2.6269429 56.2596589, -2.6269332 56.259687, -2.6268083 56.2598921)",,,
121674633,,,Rumford,residential,20 mph,False,True,21.587,"LINESTRING (-2.6258193 56.2591827, -2.62547 56.2591896)",,,
40952081,,,,residential,20 mph,False,False,29.562000000000005,"LINESTRING (-2.6258193 56.2591827, -2.6258207 56.2592787, -2.6257402 56.2593442, -2.6257523 56.2594345)",,,
121674633,,,Rumford,residential,20 mph,False,False,44.188,"LINESTRING (-2.6258193 56.2591827, -2.6259185 56.2591201, -2.6260088 56.2590456, -2.6261519 56.2589785, -2.626341 56.2589201)",,,
40952087,,,King Street,residential,20 mph,False,True,26.648,"LINESTRING (-2.6274192 56.2578783, -2.6272046 56.2576704)",,5,
33718992,1,,Shoregate,residential,20 mph,False,True,31.761999999999997,"LINESTRING (-2.6274192 56.2578783, -2.6276368 56.2577963, -2.627674 56.2577823, -2.6277299 56.2577547, -2.6277871 56.2577182, -2.6278002 56.2576946)",,4,
"[131302569, 131302570]",1,,Shoregate,residential,20 mph,False,False,73.937,"LINESTRING (-2.6274192 56.2578783, -2.6273144 56.2579251, -2.6271951 56.2579806, -2.6271177 56.2580241, -2.6270689 56.2580591, -2.6270336 56.2580941, -2.627023 56.2581281, -2.6270351 56.2581584, -2.6270596 56.2581835, -2.6272619 56.2583208, -2.6273704 56.2583832)",,,
33718992,1,,Shoregate,residential,20 mph,False,False,31.762,"LINESTRING (-2.6278002 56.2576946, -2.6277871 56.2577182, -2.6277299 56.2577547, -2.627674 56.2577823, -2.6276368 56.2577963, -2.6274192 56.2578783)",,4,
131302587,,,Shoregate,residential,20 mph,False,False,42.302,"LINESTRING (-2.6278002 56.2576946, -2.6277341 56.2576986, -2.6276761 56.2576923, -2.6276281 56.2576776, -2.6274699 56.2576003, -2.6272046 56.2576704)",,,
"[131302587, 635792333]",,,Shoregate,residential,20 mph,False,True,48.062999999999995,"LINESTRING (-2.6278002 56.2576946, -2.627926 56.2576578, -2.6279957 56.2576406, -2.628083 56.25763, -2.6281953 56.257635, -2.6285125 56.2576217, -2.628552 56.2576201)",,5,
"[131302587, 635792333]",,,Shoregate,residential,20 mph,False,False,48.063,"LINESTRING (-2.628552 56.2576201, -2.6285125 56.2576217, -2.6281953 56.257635, -2.628083 56.25763, -2.6279957 56.2576406, -2.627926 56.2576578, -2.6278002 56.2576946)",,5,
40952087,,,King Street,residential,20 mph,False,False,26.648,"LINESTRING (-2.6272046 56.2576704, -2.6274192 56.2578783)",,5,
131302583,,,,residential,20 mph,False,False,6.937,"LINESTRING (-2.6272046 56.2576704, -2.6271021 56.2576959)",,,
131302587,,,Shoregate,residential,20 mph,False,True,42.302,"LINESTRING (-2.6272046 56.2576704, -2.6274699 56.2576003, -2.6276281 56.2576776, -2.6276761 56.2576923, -2.6277341 56.2576986, -2.6278002 56.2576946)",,,
131302583,,,,residential,20 mph,False,True,6.937,"LINESTRING (-2.6271021 56.2576959, -2.6272046 56.2576704)",,,
360184234,2,A917,High Street,primary,30 mph,False,True,30.068,"LINESTRING (-2.6270823 56.2601654, -2.6273269 56.2599316)",,,
77206041,,,Castle Street,residential,20 mph,False,False,35.372,"LINESTRING (-2.6270823 56.2601654, -2.6268601 56.259991, -2.6268179 56.2599415, -2.6268083 56.2598921)",,,
360184234,2,A917,High Street,primary,30 mph,False,False,65.221,"LINESTRING (-2.6270823 56.2601654, -2.6269721 56.2602723, -2.6269169 56.2603259, -2.6268424 56.2604043, -2.6267736 56.2604849, -2.6267315 56.2605415, -2.6266492 56.2606521, -2.6266498 56.260675, -2.6266618 56.2606938)",,,
40952092,,,West Lane,residential,30 mph,False,False,36.561,"LINESTRING (-2.6285472 56.2587159, -2.6280851 56.2585104)",,,
360184228,2,A917,Westgate,primary,30 mph,False,False,5.882,"LINESTRING (-2.6285472 56.2587159, -2.628496 56.2587605)",,,
360184228,2,A917,Westgate,primary,30 mph,False,True,27.511,"LINESTRING (-2.6285472 56.2587159, -2.6287867 56.2585073)",,,
40952092,,,West Lane,residential,30 mph,False,True,36.561,"LINESTRING (-2.6280851 56.2585104, -2.6285472 56.2587159)",,,
77204693,,,West Braes Crescent,residential,20 mph,False,False,32.008,"LINESTRING (-2.6325561 56.2564768, -2.6323263 56.2562188)",,6,
121674628,2,A917,Anstruther Road,primary,30 mph,False,True,6.372,"LINESTRING (-2.6325561 56.2564768, -2.6326469 56.2564496)",,,
738887884,2,A917,Anstruther Road,primary,30 mph,False,False,49.427,"LINESTRING (-2.6325561 56.2564768, -2.6321003 56.2566159, -2.6320036 56.2566546, -2.6318817 56.256713)",,,
33719135,2,A917,Anstruther Road,primary,30 mph,False,False,42.803,"LINESTRING (-2.6302941 56.257687, -2.6297889 56.2579505)",,,
"[763241257, 33719135]",2,A917,Anstruther Road,primary,30 mph,False,True,146.293,"LINESTRING (-2.6302941 56.257687, -2.6306589 56.2574903, -2.6311207 56.2571922, -2.631401 56.2570005, -2.6316598 56.2568294, -2.6318817 56.256713)",,,
77207425,,,Temple Crescent,residential,30 mph,False,False,133.29000000000002,"LINESTRING (-2.6302941 56.257687, -2.6303753 56.257694, -2.630791 56.2576038, -2.6309574 56.2575704, -2.6312524 56.2575323, -2.6316598 56.2575362, -2.6318486 56.2575433, -2.6321158 56.2575533, -2.6321813 56.2575601, -2.6323962 56.2575824)",,6,
360184228,2,A917,Westgate,primary,30 mph,False,False,27.511,"LINESTRING (-2.6287867 56.2585073, -2.6285472 56.2587159)",,,
77207634,,,,residential,30 mph,False,False,55.013999999999996,"LINESTRING (-2.6287867 56.2585073, -2.6289779 56.2585752, -2.6290852 56.2586944, -2.629053 56.2587838, -2.628892 56.258897)",,,
360184228,2,A917,Westgate,primary,30 mph,False,True,35.183,"LINESTRING (-2.6287867 56.2585073, -2.6289846 56.2583509, -2.6290609 56.2583062, -2.6291473 56.2582644)",,,
77204693,,,West Braes Crescent,residential,20 mph,False,True,32.008,"LINESTRING (-2.6323263 56.2562188, -2.6325561 56.2564768)",,6,
25079483,,,Rumford,residential,20 mph,False,True,19.885,"LINESTRING (-2.6244589 56.2599585, -2.6242016 56.260066)",,,
25079483,,,Rumford,residential,20 mph,False,False,68.475,"LINESTRING (-2.6244589 56.2599585, -2.6244193 56.259892, -2.6247078 56.2596538, -2.6250326 56.2594684)",,,
33718987,,,Nethergate,residential,20 mph,False,True,64.217,"LINESTRING (-2.6244589 56.2599585, -2.6249224 56.2597492, -2.6252657 56.2595942)",,,
25079482,,,Tolbooth Wynd,residential,20 mph,False,False,157.746,"LINESTRING (-2.6263714 56.2607875, -2.6262862 56.2607234, -2.6260406 56.2605892, -2.6246835 56.2602031, -2.6242016 56.260066)",,,
360184231,,,Marketgate,tertiary,20 mph,False,False,20.741,"LINESTRING (-2.6263714 56.2607875, -2.6265213 56.2607391, -2.6266618 56.2606938)",,,
360184231,,,Marketgate,tertiary,20 mph,False,True,216.71799999999996,"LINESTRING (-2.6263714 56.2607875, -2.6263232 56.2608117, -2.6260141 56.2610105, -2.6256785 56.2612636, -2.6253752 56.2614924, -2.6250506 56.2617373, -2.6246148 56.262066, -2.6245746 56.2620964, -2.6242322 56.2623307)",,,
77208659,,,Balcomie Green,residential,20 mph,False,False,59.257,"LINESTRING (-2.6223438 56.2637823, -2.6231892 56.2640344)",,,
219114295,,,Balcomie Road,tertiary,20 mph,False,False,87.443,"LINESTRING (-2.6223438 56.2637823, -2.6228217 56.263257, -2.6229823 56.2630804)",,,
219114295,,,Balcomie Road,tertiary,20 mph,False,True,122.00200000000001,"LINESTRING (-2.6223438 56.2637823, -2.6218147 56.2643639, -2.6217017 56.2644881, -2.6216187 56.2645793, -2.6214529 56.2647616)",,,
29171631,,,Langhouse Green,residential,20 mph,False,False,211.683,"LINESTRING (-2.6208885 56.2639882, -2.6211995 56.2636641, -2.6212317 56.2635092, -2.621178 56.2633781, -2.6210005 56.2632647, -2.6202996 56.2630497, -2.6201336 56.2630073, -2.6199911 56.263016, -2.6191832 56.263156)",,,
29171631,,,Langhouse Green,residential,20 mph,False,True,55.081999999999994,"LINESTRING (-2.6208885 56.2639882, -2.6207596 56.264105, -2.620545 56.2642123, -2.6204484 56.2644029)",,,
77207213,,,Middlefield Road,residential,20 mph,False,False,92.567,"LINESTRING (-2.6208885 56.2639882, -2.6203304 56.2637773, -2.619912 56.2636641, -2.6196331 56.263539)",,,
77207213,,,Middlefield Road,residential,20 mph,False,True,92.567,"LINESTRING (-2.6196331 56.263539, -2.619912 56.2636641, -2.6203304 56.2637773, -2.6208885 56.2639882)",,,
77207425,,,Temple Crescent,residential,30 mph,False,True,133.29,"LINESTRING (-2.6323962 56.2575824, -2.6321813 56.2575601, -2.6321158 56.2575533, -2.6318486 56.2575433, -2.6316598 56.2575362, -2.6312524 56.2575323, -2.6309574 56.2575704, -2.630791 56.2576038, -2.6303753 56.257694, -2.6302941 56.257687)",,6,
33719135,2,A917,Anstruther Road,primary,30 mph,False,True,42.803,"LINESTRING (-2.6297889 56.2579505, -2.6302941 56.257687)",,,
77207519,,,Lamont Terrace,residential,20 mph,False,False,150.89600000000002,"LINESTRING (-2.6297889 56.2579505, -2.6298362 56.2579815, -2.629952 56.2580418, -2.630177 56.2581114, -2.6305031 56.2581805, -2.6305342 56.2581871, -2.630985 56.2582627, -2.6317598 56.2584394, -2.6318413 56.25846, -2.6319176 56.2584903, -2.6319382 56.258533)",,3.5,
"[121674634, 360184228]",2,A917,Westgate,primary,30 mph,False,False,52.812,"LINESTRING (-2.6297889 56.2579505, -2.6297032 56.2579953, -2.6291473 56.2582644)",,,
77207554,,,Felkington Avenue,residential,20 mph,False,False,111.06,"LINESTRING (-2.633087 56.2582296, -2.6345783 56.2580627, -2.6348036 56.2579733)",,,
"[77207585, 77207612]",,,Carr Crescent,residential,20 mph,False,False,229.46900000000002,"LINESTRING (-2.633087 56.2582296, -2.6330334 56.258021, -2.6330441 56.2578362, -2.6331621 56.2576157, -2.6334625 56.2572522, -2.6339775 56.2575621, -2.6343423 56.2577528, -2.6348036 56.2579733)",,,
77207554,,,Felkington Avenue,residential,20 mph,False,True,78.742,"LINESTRING (-2.633087 56.2582296, -2.6325828 56.2583368, -2.6320442 56.2585013, -2.6319382 56.258533)",,,
77207554,,,Felkington Avenue,residential,20 mph,False,True,111.06,"LINESTRING (-2.6348036 56.2579733, -2.6345783 56.2580627, -2.633087 56.2582296)",,,
"[77207585, 77207612]",,,Carr Crescent,residential,20 mph,False,True,229.46900000000002,"LINESTRING (-2.6348036 56.2579733, -2.6343423 56.2577528, -2.6339775 56.2575621, -2.6334625 56.2572522, -2.6331621 56.2576157, -2.6330441 56.2578362, -2.6330334 56.258021, -2.633087 56.2582296)",,,
77207753,,,West Green,residential,30 mph,False,False,8.331,"LINESTRING (-2.628892 56.258897, -2.6289857 56.2589509)",,,
77207753,,,West Green,residential,30 mph,False,True,28.785,"LINESTRING (-2.628892 56.258897, -2.628496 56.2587605)",,,
77207634,,,,residential,30 mph,False,True,55.014,"LINESTRING (-2.628892 56.258897, -2.629053 56.2587838, -2.6290852 56.2586944, -2.6289779 56.2585752, -2.6287867 56.2585073)",,,
77207753,,,West Green,residential,30 mph,False,False,28.785,"LINESTRING (-2.628496 56.2587605, -2.628892 56.258897)",,,
360184228,2,A917,Westgate,primary,30 mph,False,False,9.419,"LINESTRING (-2.628496 56.2587605, -2.6284145 56.2588321)",,,
360184228,2,A917,Westgate,primary,30 mph,False,True,5.882,"LINESTRING (-2.628496 56.2587605, -2.6285472 56.2587159)",,,
77207753,,,West Green,residential,30 mph,False,True,8.331,"LINESTRING (-2.6289857 56.2589509, -2.628892 56.258897)",,,
77207753,,,West Green,residential,30 mph,False,False,96.21799999999999,"LINESTRING (-2.6289857 56.2589509, -2.6290094 56.2590205, -2.6289364 56.2591498, -2.6287671 56.2592698, -2.6287589 56.2592756, -2.6283127 56.2595346, -2.628117 56.2596239)",,,
77207774,,,West Green,residential,30 mph,False,True,89.50699999999999,"LINESTRING (-2.6289857 56.2589509, -2.6288394 56.2590427, -2.6286502 56.2591436, -2.6281317 56.2594601, -2.6280652 56.259477, -2.6279557 56.2595077)",,,
360184234,2,A917,High Street,primary,30 mph,False,False,30.068,"LINESTRING (-2.6273269 56.2599316, -2.6270823 56.2601654)",,,
77207753,,,West Green,residential,30 mph,False,True,61.414,"LINESTRING (-2.6273269 56.2599316, -2.6274019 56.2599412, -2.6274371 56.2599343, -2.628117 56.2596239)",,,
360184234,2,A917,High Street,primary,30 mph,False,True,62.968,"LINESTRING (-2.6273269 56.2599316, -2.6274532 56.2597988, -2.6278079 56.2594323)",,,
77207774,,,West Green,residential,30 mph,False,True,12.394,"LINESTRING (-2.6279557 56.2595077, -2.6278079 56.2594323)",,,
1058189901,,,,residential,,False,False,16.315,"LINESTRING (-2.6279557 56.2595077, -2.628117 56.2596239)",,,
77207774,,,West Green,residential,30 mph,False,False,89.507,"LINESTRING (-2.6279557 56.2595077, -2.6280652 56.259477, -2.6281317 56.2594601, -2.6286502 56.2591436, -2.6288394 56.2590427, -2.6289857 56.2589509)",,,
77207774,,,West Green,residential,30 mph,False,False,12.394,"LINESTRING (-2.6278079 56.2594323, -2.6279557 56.2595077)",,,
360184234,2,A917,High Street,primary,30 mph,False,False,62.968,"LINESTRING (-2.6278079 56.2594323, -2.6274532 56.2597988, -2.6273269 56.2599316)",,,
360184234,2,A917,High Street,primary,30 mph,False,True,76.536,"LINESTRING (-2.6278079 56.2594323, -2.6281498 56.2590908, -2.6283748 56.2588713, -2.6284145 56.2588321)",,,
738887885,2,A917,St Andrews Road,primary,30 mph,False,False,9.524,"LINESTRING (-2.6280619 56.2611603, -2.6281962 56.2612024)",,,
77208260,,,Beech Walk,residential,30 mph,False,False,88.576,"LINESTRING (-2.6280619 56.2611603, -2.6273465 56.2617676, -2.6272767 56.2618269)",,,
738887886,2,A917,St Andrews Road,primary,30 mph,False,True,101.275,"LINESTRING (-2.6280619 56.2611603, -2.6276207 56.2610208, -2.6273506 56.2609354, -2.6267677 56.2607511, -2.6266922 56.2607211, -2.6266618 56.2606938)",,,
"[77207792, 33719133, 515018390, 738887887]",2,A917,St Andrews Road,primary,"['60 mph', '30 mph']",False,False,321.525,"LINESTRING (-2.6312887 56.2623111, -2.6314063 56.2623672, -2.6317364 56.2625893, -2.6324657 56.2630656, -2.6326122 56.2631666, -2.6328525 56.2633402, -2.6335703 56.2640963, -2.6341487 56.2647056)",,,
33719133,2,A917,St Andrews Road,primary,30 mph,False,True,58.549,"LINESTRING (-2.6312887 56.2623111, -2.6307637 56.2621507, -2.6304517 56.262064)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,False,160.689,"LINESTRING (-2.6312887 56.2623111, -2.6312396 56.2619391, -2.6311236 56.2617454, -2.6308712 56.2611373, -2.6307726 56.2608996)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,False,34.953,"LINESTRING (-2.6307726 56.2608996, -2.6306113 56.2605983)",,,
77207926,,,Tod's Green,residential,20 mph,False,False,30.364,"LINESTRING (-2.6307726 56.2608996, -2.6312403 56.2608154)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,True,160.68900000000002,"LINESTRING (-2.6307726 56.2608996, -2.6308712 56.2611373, -2.6311236 56.2617454, -2.6312396 56.2619391, -2.6312887 56.2623111)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,True,34.953,"LINESTRING (-2.6306113 56.2605983, -2.6307726 56.2608996)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,False,64.908,"LINESTRING (-2.6306113 56.2605983, -2.6306534 56.2604166, -2.6308274 56.2600279)",,,
77208209,,,Milne Gardens,residential,20 mph,False,False,96.636,"LINESTRING (-2.6306113 56.2605983, -2.6302117 56.2605775, -2.6297718 56.2605358, -2.6294178 56.2604702, -2.6291179 56.2603767)",,,
