osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction,bridge,name,tunnel
"[250006744, 210616258]",False,2,A472,primary,20 mph,True,56.184,"LINESTRING (-3.2411739 51.6420935, -3.2410737 51.6420106, -3.2406188 51.6417249)",,,,
40671824,False,,,residential,,False,87.028,"LINESTRING (-3.2445566 51.643185, -3.2444381 51.6424058)",,,Brynmynach Avenue,
250006744,False,2,A472,primary,20 mph,True,284.394,"LINESTRING (-3.2445566 51.643185, -3.244385 51.643214, -3.2439746 51.6432557, -3.2436487 51.6432449, -3.2434623 51.6432274, -3.2433912 51.6432207, -3.2428655 51.6431225, -3.2426723 51.6430759, -3.2424172 51.6429539, -3.242038 51.6427005, -3.2415499 51.6423677, -3.2411739 51.6420935)",,,,
19100588,True,2,,primary,20 mph,False,33.169,"LINESTRING (-3.2324641 51.6383023, -3.2324105 51.6383366, -3.2323569 51.6383592, -3.2322964 51.6383755, -3.2322346 51.6383861, -3.2321611 51.6383895, -3.2321003 51.6383882, -3.2320278 51.6383783)",roundabout,,,
401925874,True,2,A469,primary,20 mph,False,55.905,"LINESTRING (-3.2324641 51.6383023, -3.2323552 51.6384414, -3.2322398 51.6385828, -3.2320821 51.6387452)",,,,
401925875,True,2,A469,primary,20 mph,False,41.870999999999995,"LINESTRING (-3.2320821 51.6387452, -3.2320975 51.6386569, -3.2321071 51.6385875, -3.2321073 51.6385326, -3.2320934 51.6384747, -3.2320278 51.6383783)",,,,
19100588,True,2,,primary,20 mph,False,7.311,"LINESTRING (-3.2320278 51.6383783, -3.2319735 51.6383657, -3.2319317 51.6383511)",roundabout,,,
19100588,True,2,,primary,20 mph,False,33.095,"LINESTRING (-3.2319317 51.6383511, -3.2318696 51.6383191, -3.2318308 51.638287, -3.2317821 51.6382248, -3.2317637 51.6381566, -3.2317771 51.638088)",roundabout,,,
19100591,True,1,A472,primary,20 mph,False,54.883,"LINESTRING (-3.2319317 51.6383511, -3.2317784 51.638352, -3.2316531 51.6383615, -3.2315707 51.6383747, -3.2314833 51.6384007, -3.2313929 51.6384355, -3.2312138 51.6385224)",,,,
37937178,False,,,tertiary,20 mph,True,116.227,"LINESTRING (-3.2351552 51.6423961, -3.2348951 51.642234, -3.2347056 51.6421781, -3.2346242 51.6421541, -3.2343614 51.6421192, -3.2342326 51.6421125, -3.2340931 51.6421175, -3.2338678 51.6421641, -3.2336452 51.6422207)",,,Pengam Road,
37949964,True,,,tertiary,20 mph,False,72.852,"LINESTRING (-3.2351552 51.6423961, -3.2353055 51.6423472, -3.2354316 51.6423089, -3.2356327 51.6421991, -3.2357695 51.6421042, -3.235901 51.641956)",,,Bedwlwyn Road,
131600332,False,,,tertiary,,False,72.876,"LINESTRING (-3.2351552 51.6423961, -3.2346859 51.6426135, -3.2343614 51.6428249)",,,Bedwlwyn Road,
37937178,False,,,tertiary,20 mph,False,116.22699999999999,"LINESTRING (-3.2336452 51.6422207, -3.2338678 51.6421641, -3.2340931 51.6421175, -3.2342326 51.6421125, -3.2343614 51.6421192, -3.2346242 51.6421541, -3.2347056 51.6421781, -3.2348951 51.642234, -3.2351552 51.6423961)",,,Pengam Road,
37937178,False,,,tertiary,20 mph,True,164.495,"LINESTRING (-3.2336452 51.6422207, -3.2326287 51.6425469, -3.2323712 51.6426285, -3.2317712 51.6428259, -3.2315316 51.6429048)",,,Pengam Road,
383440789,False,,,unclassified,,False,110.91599999999998,"LINESTRING (-3.2336452 51.6422207, -3.2333824 51.6419144, -3.233723 51.6417962, -3.2339 51.6417247, -3.2339939 51.6416298, -3.2340128 51.6416106, -3.2341334 51.6414883)",,,,
210616249,False,,,tertiary,20 mph,True,36.732,"LINESTRING (-3.2362952 51.6412103, -3.2362199 51.6410716, -3.2361408 51.6408943)",,,Commercial Street,
248491721,True,,,tertiary,20 mph,False,31.835,"LINESTRING (-3.2362952 51.6412103, -3.2364064 51.6412532, -3.2364675 51.6412918, -3.236612 51.6414132)",,,,
40671833,False,,,residential,,True,41.624,"LINESTRING (-3.2442246 51.6420701, -3.2437139 51.6422693)",,,Fferm y Bryn,
40671824,False,,,residential,,False,98.776,"LINESTRING (-3.2442246 51.6420701, -3.2439991 51.6418644, -3.2434193 51.6413357)",,,Brynmynach Avenue,
40671824,False,,,residential,,True,40.844,"LINESTRING (-3.2442246 51.6420701, -3.24437 51.6422062, -3.2444381 51.6424058)",,,Brynmynach Avenue,
40671824,False,,,residential,,True,87.028,"LINESTRING (-3.2444381 51.6424058, -3.2445566 51.643185)",,,Brynmynach Avenue,
40671824,False,,,residential,,False,40.844,"LINESTRING (-3.2444381 51.6424058, -3.24437 51.6422062, -3.2442246 51.6420701)",,,Brynmynach Avenue,
40671824,False,,,residential,,True,17.767,"LINESTRING (-3.2432784 51.6391733, -3.2431699 51.6393182)",,,Brynmynach Avenue,
40671814,False,,,residential,,False,36.737,"LINESTRING (-3.2431699 51.6393182, -3.2436972 51.6393636)",,,Derwen Close,
40671824,False,,,residential,,False,17.767,"LINESTRING (-3.2431699 51.6393182, -3.2432784 51.6391733)",,,Brynmynach Avenue,
40671824,False,,,residential,,True,233.373,"LINESTRING (-3.2431699 51.6393182, -3.2430948 51.6395979, -3.2430909 51.6396136, -3.2429983 51.6399907, -3.2429378 51.6402641, -3.2429232 51.6403303, -3.2429446 51.6406299, -3.2431152 51.6410467, -3.2434193 51.6413357)",,,Brynmynach Avenue,
"[40671816, 248273312]",False,,,residential,,"[False, True]",159.893,"LINESTRING (-3.2439205 51.6398963, -3.2443589 51.6409297, -3.2438644 51.6411352)",,,"['Tyn y Coed', 'Tyn-y-Coed']",
40671833,False,,,residential,,False,41.624,"LINESTRING (-3.2437139 51.6422693, -3.2442246 51.6420701)",,,Fferm y Bryn,
40671825,False,,,residential,,True,65.21099999999998,"LINESTRING (-3.2437139 51.6422693, -3.2438435 51.6423986, -3.2438925 51.6427276, -3.2437258 51.6427359)",,,Fferm y Bryn,
40671833,False,,,residential,,True,29.770000000000003,"LINESTRING (-3.2437139 51.6422693, -3.2434969 51.6423443, -3.2433925 51.642251)",,,Fferm y Bryn,
40671825,False,,,residential,,False,65.211,"LINESTRING (-3.2437258 51.6427359, -3.2438925 51.6427276, -3.2438435 51.6423986, -3.2437139 51.6422693)",,,Fferm y Bryn,
40671832,False,,,residential,,False,87.494,"LINESTRING (-3.242399 51.6418024, -3.2429722 51.6415528, -3.2434193 51.6413357)",,,Brynview Avenue,
210616258,False,2,A472,primary,20 mph,True,80.521,"LINESTRING (-3.23848 51.6404646, -3.2378497 51.6398552)",,,,
40671821,False,,,residential,,True,234.68199999999996,"LINESTRING (-3.23848 51.6404646, -3.2389452 51.6401363, -3.2395382 51.6397177, -3.2395632 51.6396982, -3.2399539 51.6393931, -3.2400167 51.6393323, -3.2400607 51.639272, -3.2401036 51.6391627, -3.2401202 51.6390436, -3.2401023 51.6390021, -3.2399821 51.638724)",,,Cedar Way,
210616258,False,2,A472,primary,20 mph,False,203.707,"LINESTRING (-3.23848 51.6404646, -3.2392181 51.6409106, -3.2398232 51.6412309, -3.2399409 51.6412933, -3.2400177 51.6413339, -3.2401299 51.6414069, -3.2405674 51.6416914, -3.2406188 51.6417249)",,,,
40671821,False,,,residential,,True,32.356,"LINESTRING (-3.2399821 51.638724, -3.2398574 51.6384435)",,,Cedar Way,
40671821,False,,,residential,,False,234.68200000000002,"LINESTRING (-3.2399821 51.638724, -3.2401023 51.6390021, -3.2401202 51.6390436, -3.2401036 51.6391627, -3.2400607 51.639272, -3.2400167 51.6393323, -3.2399539 51.6393931, -3.2395632 51.6396982, -3.2395382 51.6397177, -3.2389452 51.6401363, -3.23848 51.6404646)",,,Cedar Way,
40671829,False,,,residential,,True,120.298,"LINESTRING (-3.2399821 51.638724, -3.241694 51.638728, -3.2417253 51.6387281)",,,Pine Grove,
40671829,False,,,residential,,False,120.298,"LINESTRING (-3.2417253 51.6387281, -3.241694 51.638728, -3.2399821 51.638724)",,,Pine Grove,
40671821,False,,,residential,,False,132.41100000000003,"LINESTRING (-3.2413671 51.6381651, -3.2406192 51.6381488, -3.2400156 51.6381484, -3.2399397 51.6381712, -3.2398554 51.6382162, -3.2398319 51.6382716, -3.2398352 51.6383644, -3.2398574 51.6384435)",,,Cedar Way,
40671815,False,,,residential,,True,72.287,"LINESTRING (-3.2390501 51.6378667, -3.2389749 51.6382462, -3.2390179 51.6385126)",,,Trinity Close,
40671815,False,,,residential,,False,49.245,"LINESTRING (-3.2391616 51.6389464, -3.2391152 51.6388065, -3.2390179 51.6385126)",,,Trinity Close,
40671820,False,,,residential,,False,58.441,"LINESTRING (-3.2398574 51.6384435, -3.2390179 51.6385126)",,,Trinity Street,
40671821,False,,,residential,,False,32.356,"LINESTRING (-3.2398574 51.6384435, -3.2399821 51.638724)",,,Cedar Way,
40671821,False,,,residential,,True,132.411,"LINESTRING (-3.2398574 51.6384435, -3.2398352 51.6383644, -3.2398319 51.6382716, -3.2398554 51.6382162, -3.2399397 51.6381712, -3.2400156 51.6381484, -3.2406192 51.6381488, -3.2413671 51.6381651)",,,Cedar Way,
40671820,False,,,residential,,True,58.441,"LINESTRING (-3.2390179 51.6385126, -3.2398574 51.6384435)",,,Trinity Street,
40671815,False,,,residential,,False,72.287,"LINESTRING (-3.2390179 51.6385126, -3.2389749 51.6382462, -3.2390501 51.6378667)",,,Trinity Close,
40671815,False,,,residential,,True,49.245,"LINESTRING (-3.2390179 51.6385126, -3.2391152 51.6388065, -3.2391616 51.6389464)",,,Trinity Close,
45070429,True,1,A472,primary,20 mph,False,8.252,"LINESTRING (-3.2354484 51.6384125, -3.2353332 51.6383926)",roundabout,,,
67869541,False,,,residential,,True,32.808,"LINESTRING (-3.2405521 51.6443051, -3.2406617 51.644018)",,,Station Road,
67567694,False,,,residential,,False,117.858,"LINESTRING (-3.2405521 51.6443051, -3.2414121 51.644332, -3.242258 51.6443584)",,,Griffiths Street,
124902044,False,,,residential,,False,115.273,"LINESTRING (-3.2405521 51.6443051, -3.24045 51.6446429, -3.240359 51.6449442, -3.2402512 51.6453248)",,,Hill Street,
42957331,False,,,residential,,False,28.866,"LINESTRING (-3.242258 51.6443584, -3.242258 51.644618)",,,,
67567694,False,,,residential,,False,23.853,"LINESTRING (-3.242258 51.6443584, -3.2426035 51.6443655)",,,Griffiths Street,
67567694,False,,,residential,,True,117.858,"LINESTRING (-3.242258 51.6443584, -3.2414121 51.644332, -3.2405521 51.6443051)",,,Griffiths Street,
42957331,False,,,residential,,True,28.866,"LINESTRING (-3.242258 51.644618, -3.242258 51.6443584)",,,,
19100588,True,2,,primary,20 mph,False,13.203999999999999,"LINESTRING (-3.2325363 51.6381935, -3.2325194 51.6382369, -3.2324978 51.6382688, -3.2324641 51.6383023)",roundabout,,,
19100588,True,2,,primary,20 mph,False,40.763,"LINESTRING (-3.2318151 51.638031, -3.2318887 51.6379738, -3.2319329 51.6379504, -3.2319865 51.6379328, -3.2320996 51.6379119, -3.2322176 51.6379129, -3.2323296 51.6379359)",roundabout,,,
131600328,False,,,residential,,False,103.859,"LINESTRING (-3.23584 51.6427801, -3.2358059 51.6428348, -3.2357605 51.6428679, -3.2355764 51.6429764, -3.234812 51.6434557)",,,Bedwlwyn Street,
137875161,True,,,tertiary,20 mph,False,64.738,"LINESTRING (-3.23584 51.6427801, -3.2356958 51.6427431, -3.2355971 51.6426918, -3.235559 51.6426703, -3.2352946 51.6425147, -3.2352505 51.6424825, -3.2352029 51.6424477, -3.2351552 51.6423961)",,,High Street,
56640841,False,,,residential,20 mph,True,63.96600000000001,"LINESTRING (-3.2353618 51.6395329, -3.2357865 51.639422, -3.2358913 51.6393946, -3.2362161 51.6393097)",,,Central Street,
210616249,False,,,tertiary,20 mph,False,162.935,"LINESTRING (-3.2353618 51.6395329, -3.2355957 51.6397092, -3.2356722 51.6397853, -3.2357451 51.6399108, -3.2358185 51.6400821, -3.2358662 51.6402119, -3.235966 51.640482, -3.2361408 51.6408943)",,,Commercial Street,
210616249,False,,,tertiary,20 mph,True,130.308,"LINESTRING (-3.2353618 51.6395329, -3.2350664 51.6393616, -3.234934 51.6392848, -3.2348599 51.6392346, -3.2348284 51.6391946, -3.2348021 51.6391504, -3.2348113 51.6390937, -3.234922 51.6388956, -3.2351343 51.6385369)",,,Commercial Street,
124651172,False,,,residential,,False,125.178,"LINESTRING (-3.2376195 51.6446858, -3.2381669 51.6446573, -3.2394273 51.6445917)",,,George Street,
131600331,False,,,tertiary,,False,77.378,"LINESTRING (-3.2376195 51.6446858, -3.2379105 51.6450171, -3.2381562 51.6452968)",,,Penallta Road,
131600331,False,,,tertiary,,True,79.07199999999999,"LINESTRING (-3.2376195 51.6446858, -3.2373496 51.6443837, -3.237292 51.6443192, -3.237214 51.6441929, -3.2371603 51.6440398)",,,Penallta Road,
"[90882795, 90882798, 90882271]",False,,,tertiary,,False,103.35799999999999,"LINESTRING (-3.2322708 51.6444748, -3.231778 51.6449225, -3.2317395 51.6449575, -3.2316723 51.6451243, -3.2316484 51.645162, -3.2315701 51.6452853)",,yes,Bedwlwyn Road,
"[154934231, 90882274, 90882271]",False,,,tertiary,,True,60.773,"LINESTRING (-3.2322708 51.6444748, -3.2323352 51.6444032, -3.2324291 51.6442467, -3.2324666 51.644072, -3.2325015 51.6440104, -3.2325563 51.6439659)",,yes,Bedwlwyn Road,
124907401,False,,,residential,,False,40.739999999999995,"LINESTRING (-3.2322708 51.6444748, -3.2323223 51.6444872, -3.2323808 51.6445014, -3.2325096 51.6445031, -3.2328503 51.6444757)",,,Dilwyn Avenue,
124907404,False,,,tertiary,,False,6.877,"LINESTRING (-3.2315701 51.6452853, -3.2315595 51.6453468)",,,,
67091768,False,2,,residential,30 mph,True,234.596,"LINESTRING (-3.2315701 51.6452853, -3.2322256 51.6453504, -3.2328319 51.6454195, -3.233442 51.6455044, -3.2338604 51.6456642, -3.2343111 51.6459504, -3.2345236 51.6461294)",,,Graig Road,
"[90882795, 90882798, 90882271]",False,,,tertiary,,True,103.358,"LINESTRING (-3.2315701 51.6452853, -3.2316484 51.645162, -3.2316723 51.6451243, -3.2317395 51.6449575, -3.231778 51.6449225, -3.2322708 51.6444748)",,yes,Bedwlwyn Road,
90882532,False,,,residential,,False,43.669,"LINESTRING (-3.2325563 51.6439659, -3.2324739 51.6439342, -3.2322198 51.6436414)",,,Davies Street,
"[90882274, 90882271, 154934231]",False,,,tertiary,,False,60.773,"LINESTRING (-3.2325563 51.6439659, -3.2325015 51.6440104, -3.2324666 51.644072, -3.2324291 51.6442467, -3.2323352 51.6444032, -3.2322708 51.6444748)",,yes,Bedwlwyn Road,
"[131600332, 154934231]",False,,,tertiary,,True,178.113,"LINESTRING (-3.2325563 51.6439659, -3.232685 51.6439006, -3.2327681 51.6438585, -3.2330095 51.6437204, -3.2334364 51.64341, -3.2338839 51.6431045, -3.2341305 51.6429601, -3.2343614 51.6428249)",,,Bedwlwyn Road,
37949964,True,,,tertiary,20 mph,False,87.62299999999999,"LINESTRING (-3.235901 51.641956, -3.2360056 51.6418179, -3.2361021 51.6416598, -3.2361773 51.6414563, -3.2362362 51.6412969, -3.2362952 51.6412103)",,,Bedwlwyn Road,
56640846,False,,,unclassified,,False,86.181,"LINESTRING (-3.235901 51.641956, -3.2355603 51.6418412, -3.2353416 51.6417616, -3.2353308 51.6417577, -3.2351714 51.6416997, -3.2350739 51.6416718, -3.2347986 51.6415932)",,,Oakfield Street,
56471957,True,,,tertiary,20 mph,False,155.65200000000002,"LINESTRING (-3.236612 51.6414132, -3.236744 51.641589, -3.236764 51.6416157, -3.236806 51.6416735, -3.2368399 51.6417201, -3.2369054 51.6418499, -3.2369086 51.6418918, -3.2369263 51.6421251, -3.2369377 51.6422002, -3.2369664 51.6423892, -3.2369779 51.6426081, -3.2369759 51.642647, -3.236972 51.6427234, -3.2369645 51.6427739)",,,Penallta Road,
56640842,False,,,residential,20 mph,True,66.189,"LINESTRING (-3.236612 51.6414132, -3.2370981 51.6413398, -3.237544 51.6412725)",,,Lisburn Road,
56640841,False,,,residential,20 mph,False,137.423,"LINESTRING (-3.2383283 51.6424085, -3.2383069 51.6423776, -3.237981 51.6419055, -3.237544 51.6412725)",,,Central Street,
124907400,True,,,residential,20 mph,False,102.583,"LINESTRING (-3.2383283 51.6424085, -3.237966 51.6425094, -3.2375684 51.642619, -3.2372955 51.6426964, -3.2371029 51.6427484, -3.2369645 51.6427739)",,,Lewis Street,
56640841,False,,,residential,20 mph,False,30.903,"LINESTRING (-3.237544 51.6412725, -3.2373716 51.641016)",,,Central Street,
56640842,False,,,residential,20 mph,True,52.615,"LINESTRING (-3.237544 51.6412725, -3.2382895 51.6411732)",,,Lisburn Road,
56640841,False,,,residential,20 mph,True,137.423,"LINESTRING (-3.237544 51.6412725, -3.237981 51.6419055, -3.2383069 51.6423776, -3.2383283 51.6424085)",,,Central Street,
56640842,False,,,residential,20 mph,False,66.189,"LINESTRING (-3.237544 51.6412725, -3.2370981 51.6413398, -3.236612 51.6414132)",,,Lisburn Road,
56640841,False,,,residential,20 mph,False,31.985,"LINESTRING (-3.2373716 51.641016, -3.2371956 51.6407499)",,,Central Street,
56640843,False,,,residential,20 mph,False,155.869,"LINESTRING (-3.2373716 51.641016, -3.2382754 51.6409011, -3.2379951 51.6406331, -3.2371956 51.6407499)",,,Church Street,
56640841,False,,,residential,20 mph,True,30.903,"LINESTRING (-3.2373716 51.641016, -3.237544 51.6412725)",,,Central Street,
56640841,False,,,residential,20 mph,False,34.102,"LINESTRING (-3.2371956 51.6407499, -3.2369936 51.64047)",,,Central Street,
56640841,False,,,residential,20 mph,True,31.985,"LINESTRING (-3.2371956 51.6407499, -3.2373716 51.641016)",,,Central Street,
56640843,False,,,residential,20 mph,True,155.869,"LINESTRING (-3.2371956 51.6407499, -3.2379951 51.6406331, -3.2382754 51.6409011, -3.2373716 51.641016)",,,Church Street,
56640843,False,,,residential,20 mph,False,74.53800000000001,"LINESTRING (-3.2371956 51.6407499, -3.2367275 51.640814, -3.2361408 51.6408943)",,,Church Street,
56640841,False,,,residential,20 mph,True,34.102,"LINESTRING (-3.2369936 51.64047, -3.2371956 51.6407499)",,,Central Street,
56640845,False,,,residential,20 mph,False,32.961,"LINESTRING (-3.2369936 51.64047, -3.2374372 51.6403601)",,,,
56640841,False,,,residential,20 mph,False,139.73000000000002,"LINESTRING (-3.2369936 51.64047, -3.2369801 51.6404499, -3.2365044 51.6397399, -3.2362161 51.6393097)",,,Central Street,
56640841,False,,,residential,20 mph,False,63.96600000000001,"LINESTRING (-3.2362161 51.6393097, -3.2358913 51.6393946, -3.2357865 51.639422, -3.2353618 51.6395329)",,,Central Street,
56640841,False,,,residential,20 mph,True,139.73,"LINESTRING (-3.2362161 51.6393097, -3.2365044 51.6397399, -3.2369801 51.6404499, -3.2369936 51.64047)",,,Central Street,
56640844,False,,,residential,20 mph,False,171.467,"LINESTRING (-3.2362161 51.6393097, -3.2366681 51.6392107, -3.2369484 51.6396296, -3.2374372 51.6403601)",,,,
56640842,False,,,residential,20 mph,False,52.615,"LINESTRING (-3.2382895 51.6411732, -3.237544 51.6412725)",,,Lisburn Road,
56640843,False,,,residential,20 mph,True,74.53800000000001,"LINESTRING (-3.2361408 51.6408943, -3.2367275 51.640814, -3.2371956 51.6407499)",,,Church Street,
210616249,False,,,tertiary,20 mph,False,36.732,"LINESTRING (-3.2361408 51.6408943, -3.2362199 51.6410716, -3.2362952 51.6412103)",,,Commercial Street,
210616249,False,,,tertiary,20 mph,True,162.935,"LINESTRING (-3.2361408 51.6408943, -3.235966 51.640482, -3.2358662 51.6402119, -3.2358185 51.6400821, -3.2357451 51.6399108, -3.2356722 51.6397853, -3.2355957 51.6397092, -3.2353618 51.6395329)",,,Commercial Street,
56640845,False,,,residential,20 mph,False,23.279,"LINESTRING (-3.2374372 51.6403601, -3.237749 51.6402802)",,,,
56640845,False,,,residential,20 mph,True,32.961,"LINESTRING (-3.2374372 51.6403601, -3.2369936 51.64047)",,,,
56640844,False,,,residential,20 mph,True,171.467,"LINESTRING (-3.2374372 51.6403601, -3.2369484 51.6396296, -3.2366681 51.6392107, -3.2362161 51.6393097)",,,,
56640845,False,,,residential,20 mph,True,23.279,"LINESTRING (-3.237749 51.6402802, -3.2374372 51.6403601)",,,,
131600331,False,,,tertiary,,True,37.716,"LINESTRING (-3.2371603 51.6440398, -3.2370388 51.6437091)",,,Penallta Road,
124651173,False,,,residential,,False,242.95100000000002,"LINESTRING (-3.2371603 51.6440398, -3.2395877 51.6439261, -3.2397406 51.6439244, -3.2400577 51.6439492, -3.2403978 51.6439894, -3.2406617 51.644018)",,,Pantycelyn Street,
131600331,False,,,tertiary,,False,79.072,"LINESTRING (-3.2371603 51.6440398, -3.237214 51.6441929, -3.237292 51.6443192, -3.2373496 51.6443837, -3.2376195 51.6446858)",,,Penallta Road,
67091768,False,2,,residential,30 mph,False,234.596,"LINESTRING (-3.2345236 51.6461294, -3.2343111 51.6459504, -3.2338604 51.6456642, -3.233442 51.6455044, -3.2328319 51.6454195, -3.2322256 51.6453504, -3.2315701 51.6452853)",,,Graig Road,
67091765,False,2,,residential,30 mph,False,65.642,"LINESTRING (-3.2330021 51.6459571, -3.2320595 51.6458772)",,,Old School Grange,
67091765,False,2,,residential,30 mph,False,38.649,"LINESTRING (-3.2320595 51.6458772, -3.2315045 51.6458302)",,,Old School Grange,
67091765,False,2,,residential,30 mph,True,65.642,"LINESTRING (-3.2320595 51.6458772, -3.2330021 51.6459571)",,,Old School Grange,
67091766,False,2,,residential,30 mph,True,27.65,"LINESTRING (-3.2320595 51.6458772, -3.2320044 51.6461235)",,,,
67091765,False,2,,residential,30 mph,True,38.649,"LINESTRING (-3.2315045 51.6458302, -3.2320595 51.6458772)",,,Old School Grange,
124907404,False,,,tertiary,,False,37.823,"LINESTRING (-3.2315045 51.6458302, -3.2314951 51.6461703)",,,,
124907404,False,,,tertiary,,True,53.886,"LINESTRING (-3.2315045 51.6458302, -3.2315595 51.6453468)",,,,
67091766,False,2,,residential,30 mph,False,27.65,"LINESTRING (-3.2320044 51.6461235, -3.2320595 51.6458772)",,,,
124907404,False,,,tertiary,,True,37.823,"LINESTRING (-3.2314951 51.6461703, -3.2315045 51.6458302)",,,,
210616258,False,2,A472,primary,20 mph,False,80.521,"LINESTRING (-3.2378497 51.6398552, -3.23848 51.6404646)",,,,
67567156,False,,,unclassified,,True,188.00199999999998,"LINESTRING (-3.2378497 51.6398552, -3.2379217 51.6398269, -3.2379641 51.6397972, -3.2379759 51.6397718, -3.2379611 51.6397405, -3.2379289 51.6397028, -3.2378823 51.6396653, -3.2377834 51.6395858, -3.2372301 51.6392682, -3.2368399 51.6390386, -3.2368268 51.6389771, -3.2367758 51.6389031, -3.2366967 51.6388298, -3.2362447 51.6386833)",,,,
210616258,False,2,A472,primary,20 mph,True,192.252,"LINESTRING (-3.2378497 51.6398552, -3.2377407 51.6397631, -3.2371423 51.6393304, -3.2364551 51.6389782, -3.2361475 51.6388355, -3.2358314 51.6386757)",,,,
124902044,False,,,residential,,True,115.273,"LINESTRING (-3.2402512 51.6453248, -3.240359 51.6449442, -3.24045 51.6446429, -3.2405521 51.6443051)",,,Hill Street,
124902048,False,,,residential,,False,456.30299999999994,"LINESTRING (-3.2402512 51.6453248, -3.2402195 51.6454369, -3.2401122 51.6458097, -3.24008 51.6460294, -3.2402195 51.6461293, -3.2404448 51.6461226, -3.2414104 51.6456766, -3.2421936 51.6452838, -3.2422687 51.6451706, -3.2422365 51.6450707, -3.2420756 51.6449442, -3.2418181 51.6448444, -3.2415928 51.644871, -3.2411422 51.6450508, -3.2408418 51.6452838, -3.2406272 51.6453703, -3.2404126 51.6453637, -3.2402512 51.6453248)",,,Heathlands,
124902048,False,,,residential,,True,456.30299999999994,"LINESTRING (-3.2402512 51.6453248, -3.2404126 51.6453637, -3.2406272 51.6453703, -3.2408418 51.6452838, -3.2411422 51.6450508, -3.2415928 51.644871, -3.2418181 51.6448444, -3.2420756 51.6449442, -3.2422365 51.6450707, -3.2422687 51.6451706, -3.2421936 51.6452838, -3.2414104 51.6456766, -3.2404448 51.6461226, -3.2402195 51.6461293, -3.24008 51.6460294, -3.2401122 51.6458097, -3.2402195 51.6454369, -3.2402512 51.6453248)",,,Heathlands,
124907406,True,,,tertiary,20 mph,False,77.712,"LINESTRING (-3.2369645 51.6427739, -3.2367411 51.6427893, -3.2366279 51.6427883, -3.2364165 51.6427864, -3.236299 51.6427854, -3.2360701 51.6427869, -3.23584 51.6427801)",,,Bedwlwyn Street,
