osmid,oneway,ref,name,highway,maxspeed,reversed,length,bridge,lanes,geometry
"[1010634000, 159240658, 1010633999]",True,,,motorway_link,,False,486.63500000000005,,"['1', '3', '2']","LINESTRING (-118.766364 34.146597, -118.7659388 34.1464545, -118.7652637 34.146364, -118.7638218 34.1460731, -118.7634619 34.1459666, -118.7633452 34.1459191, -118.7631959 34.1458574, -118.7629222 34.1457063, -118.7624137 34.1453635, -118.7622544 34.1452893, -118.7621103 34.1452396, -118.7618956 34.1451919, -118.7616219 34.1451583, -118.7615961 34.1451563, -118.7614627 34.1451539)"
55468514,True,US 101,Ventura Freeway,motorway,65 mph,False,354.685,,4,"LINESTRING (-118.7621566 34.1462778, -118.7659626 34.1467807)"
"[694439140, 1042823212]",True,,Kanan Road,secondary,35 mph,False,246.729,,,"LINESTRING (-118.7603435 34.1490999, -118.7605368 34.1487867, -118.7606218 34.1486257, -118.7607196 34.1483978, -118.7607349 34.1483568, -118.7608009 34.1481801, -118.7608832 34.1478858, -118.7610417 34.1470934, -118.7610659 34.1469786)"
26509839,False,,Canwood Street,primary,,True,11.597,,,"LINESTRING (-118.7610659 34.1469786, -118.7609402 34.1469712)"
178085531,True,N9,Kanan Road,primary,35 mph,False,15.058,,3,"LINESTRING (-118.7610659 34.1469786, -118.7610849 34.1468441)"
178085443,False,,Canwood Street,tertiary,40 mph,True,890.9249999999998,,,"LINESTRING (-118.7610659 34.1469786, -118.761223 34.1469956, -118.7613987 34.147008, -118.761551 34.1470103, -118.7617201 34.1470072, -118.7619066 34.1469957, -118.7619569 34.146989, -118.7633787 34.1467949, -118.7635281 34.1467854, -118.7636949 34.146779, -118.7638869 34.1467858, -118.7640984 34.1468021, -118.7648099 34.1468784, -118.7655632 34.1469738, -118.7665033 34.1470927, -118.7674106 34.1472201, -118.7682517 34.1473271, -118.7692841 34.1474584, -118.7695996 34.1474984, -118.769697 34.1475108, -118.7698454 34.1475378, -118.7706086 34.1477593)"
"[1026310497, 1026310498, 159240707]",True,,,motorway_link,,False,461.155,,"['1', '2']","LINESTRING (-118.7610849 34.1468441, -118.7611478 34.146785, -118.761184 34.1467223, -118.7612237 34.1466779, -118.7612652 34.146649, -118.761285 34.1466456, -118.7613414 34.1466429, -118.7616374 34.1466554, -118.7619196 34.1466532, -118.7622156 34.146643, -118.7633399 34.1466154, -118.7636279 34.1466169, -118.7640475 34.146643, -118.7645252 34.1466837, -118.7654625 34.1467867, -118.7659626 34.1467807)"
"[39045698, 1036538192, 1040536346, 1040537211, 606514877]",True,N9,Kanan Road,primary,35 mph,False,129.579,yes,"['4', '3', '2']","LINESTRING (-118.7610849 34.1468441, -118.7611806 34.1464046, -118.7612002 34.1463166, -118.7612493 34.146078, -118.7613114 34.1457791, -118.7613308 34.1456967)"
607788497,True,N9,Kanan Road,primary,35 mph,False,61.590999999999994,,,"LINESTRING (-118.7613308 34.1456967, -118.7614033 34.1453592, -118.7614627 34.1451539)"
186220953,False,,Roadside Drive,primary,,False,12.626,,,"LINESTRING (-118.7614627 34.1451539, -118.7613257 34.1451478)"
"[1067529664, 39045697, 1155694082, 1067529663]",True,N9,Kanan Road,primary,35 mph,False,186.899,,"['4', '5', '2']","LINESTRING (-118.7614627 34.1451539, -118.7614876 34.1450407, -118.7615244 34.1448909, -118.7615792 34.1446483, -118.7616168 34.1444854, -118.7616297 34.144408, -118.7616642 34.1442187, -118.7616788 34.1441446, -118.7617007 34.1440355, -118.7617096 34.1439941, -118.7617809 34.1436588, -118.7618138 34.1434986)"
694439143,False,,Agoura Road,secondary,35 mph,False,11.942,,,"LINESTRING (-118.7618138 34.1434986, -118.7616844 34.1435066)"
637039709,False,,Agoura Road,secondary,45 mph,True,238.773,,,"LINESTRING (-118.7618138 34.1434986, -118.761929 34.1434919, -118.7624101 34.1434738, -118.7627789 34.1434648, -118.763067 34.1434741, -118.763191 34.1434774, -118.7638481 34.1435001, -118.764406 34.1435206)"
13348596,False,,Strawberry Hill Drive,residential,,False,107.249,,,"LINESTRING (-118.7706086 34.1477593, -118.770506 34.1480357, -118.7704926 34.1481279, -118.7704908 34.1487104)"
178085443,False,,Canwood Street,tertiary,40 mph,False,890.9250000000001,,,"LINESTRING (-118.7706086 34.1477593, -118.7698454 34.1475378, -118.769697 34.1475108, -118.7695996 34.1474984, -118.7692841 34.1474584, -118.7682517 34.1473271, -118.7674106 34.1472201, -118.7665033 34.1470927, -118.7655632 34.1469738, -118.7648099 34.1468784, -118.7640984 34.1468021, -118.7638869 34.1467858, -118.7636949 34.146779, -118.7635281 34.1467854, -118.7633787 34.1467949, -118.7619569 34.146989, -118.7619066 34.1469957, -118.7617201 34.1470072, -118.761551 34.1470103, -118.7613987 34.147008, -118.761223 34.1469956, -118.7610659 34.1469786)"
"[1081413169, 172832823]",True,,Agoura Road,secondary,45 mph,False,261.382,,,"LINESTRING (-118.764406 34.1435206, -118.764477 34.1435727, -118.7648004 34.1436212, -118.7651026 34.1436854, -118.7653417 34.1437539, -118.7655618 34.1438403, -118.7656967 34.1439068, -118.7658341 34.1439746, -118.7662511 34.1441718, -118.7663933 34.1442326, -118.766445 34.1442509, -118.7665285 34.1442805, -118.7668154 34.1443688, -118.7670047 34.1444156)"
637039709,False,,Agoura Road,secondary,45 mph,False,238.77300000000002,,,"LINESTRING (-118.764406 34.1435206, -118.7638481 34.1435001, -118.763191 34.1434774, -118.763067 34.1434741, -118.7627789 34.1434648, -118.7624101 34.1434738, -118.761929 34.1434919, -118.7618138 34.1434986)"
301799454,False,,Roadside Drive,tertiary,,True,9.488,,,"LINESTRING (-118.7670332 34.1443336, -118.7670047 34.1444156)"
"[1081413172, 1105792991]",True,,Agoura Road,secondary,45 mph,False,263.658,,,"LINESTRING (-118.7670332 34.1443336, -118.766774 34.144263, -118.7665734 34.1441958, -118.766416 34.144135, -118.7662237 34.1440554, -118.7657574 34.1438188, -118.7655934 34.143745, -118.7653846 34.1436693, -118.7651376 34.1435907, -118.7648414 34.1435248, -118.7644983 34.1434772, -118.764406 34.1435206)"
