osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,width,tunnel
2599185,,Church Row,unclassified,20 mph,False,False,41.618,"LINESTRING (-0.1813626 51.5555059, -0.1812921 51.5555074, -0.180761 51.5555189)",,,,
2599185,,Church Row,unclassified,20 mph,False,True,106.649,"LINESTRING (-0.1813626 51.5555059, -0.1815194 51.5554827, -0.1816163 51.5554376, -0.1816965 51.5554031, -0.1820326 51.5553427, -0.1823824 51.5553091, -0.1828401 51.5552873)",,,,
4271882,,Frognal Gardens,residential,20 mph,False,True,189.136,"LINESTRING (-0.1813626 51.5555059, -0.181423 51.5555954, -0.1814527 51.5556435, -0.181438 51.5559267, -0.1813849 51.5564889, -0.1814154 51.5565284, -0.1817321 51.5565827, -0.1821581 51.5566524, -0.1824453 51.5566963)",,,,
2599185,,Church Row,unclassified,20 mph,False,False,30.053,"LINESTRING (-0.180761 51.5555189, -0.1803266 51.555509)",,,,
2599185,,Church Row,unclassified,20 mph,False,True,41.618,"LINESTRING (-0.180761 51.5555189, -0.1812921 51.5555074, -0.1813626 51.5555059)",,,,
"[29622614, 7789734]",,"['Mount Vernon', 'Holly Walk']",residential,20 mph,False,"[False, True]",331.66600000000005,"LINESTRING (-0.180761 51.5555189, -0.1807127 51.556029, -0.1806801 51.5563782, -0.1806765 51.556445, -0.180669 51.5565089, -0.1806658 51.556589, -0.18064 51.5567701, -0.1806251 51.5569009, -0.1806218 51.5569456, -0.1805993 51.5570836, -0.1805895 51.5571733, -0.1805849 51.5572065, -0.1805911 51.5573473, -0.1806025 51.557392, -0.1799472 51.5575146, -0.1798478 51.5575181, -0.1797566 51.5575544, -0.1797375 51.5576176, -0.1797561 51.5576715, -0.179788 51.5577242, -0.1799168 51.5578545, -0.1800419 51.5579683, -0.1800516 51.5579921, -0.1800452 51.5580079, -0.1800188 51.5580478)",,,,
8351470,,Well Road,residential,20 mph,False,False,18.467,"LINESTRING (-0.1760711 51.5586217, -0.1759827 51.5586461, -0.1758648 51.5587226)",,,,
23294378,,New End Square,residential,20 mph,False,False,47.571,"LINESTRING (-0.1760711 51.5586217, -0.1759524 51.5585255, -0.1757987 51.5584442, -0.1757192 51.5583971, -0.1755961 51.5583142)",,,,
29217402,,,residential,20 mph,False,False,10.497,"LINESTRING (-0.1760711 51.5586217, -0.176151 51.5586236, -0.1762222 51.5586297)",,,,
657654914,,Lower Terrace,tertiary,20 mph,False,False,19.615000000000002,"LINESTRING (-0.180247 51.5606988, -0.1803527 51.5606054, -0.1804197 51.5605592)",,,,
4269545,,Frognal Close,residential,20 mph,False,True,46.565,"LINESTRING (-0.1819549 51.5535832, -0.1825373 51.5534014, -0.1825568 51.5533953)",,,,
154540871,,Frognal,tertiary,20 mph,False,False,113.42000000000002,"LINESTRING (-0.1819549 51.5535832, -0.1820885 51.5536771, -0.1821549 51.5537763, -0.1826703 51.5544953)",,,,
18769864,,Langland Gardens,residential,20 mph,False,False,78.654,"LINESTRING (-0.1846219 51.5533554, -0.1844756 51.5539977, -0.1844704 51.5540204, -0.1844846 51.554055)",,,,
4255575,,Carlingford Road,residential,20 mph,False,True,158.18699999999998,"LINESTRING (-0.1713005 51.5561981, -0.1713337 51.5562138, -0.1713785 51.5562277, -0.1714283 51.5562358, -0.1723049 51.556339, -0.1729909 51.5564195, -0.1731845 51.5564441, -0.1735349 51.5564864)",,,,
77238757,,Pilgrim's Lane,residential,20 mph,False,False,67.19200000000001,"LINESTRING (-0.1713005 51.5561981, -0.1718855 51.5557742, -0.1719205 51.555734)",,,,
4255577,,Willoughby Road,residential,20 mph,False,False,14.635,"LINESTRING (-0.1735349 51.5564864, -0.1734644 51.5566105)",,,,
4255577,,Willoughby Road,residential,20 mph,False,True,43.537,"LINESTRING (-0.1735349 51.5564864, -0.1737486 51.5561181)",,,,
4255575,,Carlingford Road,residential,20 mph,False,False,158.187,"LINESTRING (-0.1735349 51.5564864, -0.1731845 51.5564441, -0.1729909 51.5564195, -0.1723049 51.556339, -0.1714283 51.5562358, -0.1713785 51.5562277, -0.1713337 51.5562138, -0.1713005 51.5561981)",,,,
4255577,,Willoughby Road,residential,20 mph,False,False,53.127,"LINESTRING (-0.1734644 51.5566105, -0.1731943 51.5570578)",,,,
4255577,,Willoughby Road,residential,20 mph,False,True,14.635,"LINESTRING (-0.1734644 51.5566105, -0.1735349 51.5564864)",,,,
4255580,,Rudall Crescent,residential,20 mph,False,True,158.615,"LINESTRING (-0.1734644 51.5566105, -0.1735103 51.556619, -0.1735432 51.5566244, -0.1735745 51.5566263, -0.1737724 51.5566019, -0.1742121 51.5565411, -0.1744528 51.5565037, -0.1745025 51.5564937, -0.1745807 51.5564594, -0.1746051 51.5564274, -0.1746178 51.5563773, -0.174606 51.5563434, -0.1745736 51.5563202, -0.1745224 51.5562973, -0.1744378 51.556275, -0.1740167 51.5561763, -0.1737486 51.5561181)",,,,
4255577,,Willoughby Road,residential,20 mph,False,False,69.142,"LINESTRING (-0.1731943 51.5570578, -0.1728589 51.5576436)",,,,
4255577,,Willoughby Road,residential,20 mph,False,True,53.127,"LINESTRING (-0.1731943 51.5570578, -0.1734644 51.5566105)",,,,
4255577,,Willoughby Road,residential,20 mph,False,True,69.142,"LINESTRING (-0.1728589 51.5576436, -0.1731943 51.5570578)",,,,
7744534,,Willow Road,residential,20 mph,False,False,70.152,"LINESTRING (-0.1728589 51.5576436, -0.1729934 51.5576395, -0.1732571 51.557636, -0.1735606 51.5576427, -0.1736801 51.5576501, -0.1738434 51.5576555, -0.1738724 51.5576555)",2,yes,,
7744534,,Willow Road,residential,20 mph,False,True,78.729,"LINESTRING (-0.1728589 51.5576436, -0.1723578 51.5576736, -0.1722222 51.557677, -0.1720885 51.5576693, -0.1717379 51.5576053)",2,yes,,
4255582,,Gayton Crescent,residential,20 mph,False,True,132.904,"LINESTRING (-0.1738724 51.5576555, -0.1738785 51.5576193, -0.1739594 51.5574416, -0.1740723 51.5571835, -0.1741226 51.5571349, -0.1751312 51.5569681)",,,,
7744534,,Willow Road,residential,20 mph,False,False,48.274,"LINESTRING (-0.1738724 51.5576555, -0.1744611 51.5576923, -0.1745578 51.5577202)",2,yes,,
7744534,,Willow Road,residential,20 mph,False,True,70.152,"LINESTRING (-0.1738724 51.5576555, -0.1738434 51.5576555, -0.1736801 51.5576501, -0.1735606 51.5576427, -0.1732571 51.557636, -0.1729934 51.5576395, -0.1728589 51.5576436)",2,yes,,
4255581,,Gayton Road,residential,20 mph,False,False,92.549,"LINESTRING (-0.1751312 51.5569681, -0.1745578 51.5577202)",,,,
4255581,,Gayton Road,residential,20 mph,False,True,165.542,"LINESTRING (-0.1751312 51.5569681, -0.1758607 51.5561009, -0.1761867 51.5556328)",,,,
4255582,,Gayton Crescent,residential,20 mph,False,False,132.90400000000002,"LINESTRING (-0.1751312 51.5569681, -0.1741226 51.5571349, -0.1740723 51.5571835, -0.1739594 51.5574416, -0.1738785 51.5576193, -0.1738724 51.5576555)",,,,
5043295,A502,Hampstead High Street,primary,20 mph,False,True,9.948,"LINESTRING (-0.1742221 51.555223, -0.1740873 51.5551917)",2,,,
4255577,,Willoughby Road,residential,20 mph,False,False,87.282,"LINESTRING (-0.1742221 51.555223, -0.1741355 51.5553848, -0.1739734 51.5557264, -0.1738296 51.5559687)",,,,
5043295,A502,Hampstead High Street,primary,20 mph,False,False,130.959,"LINESTRING (-0.1742221 51.555223, -0.1745642 51.5553143, -0.1752992 51.5554711, -0.1754749 51.5555014, -0.1759345 51.5555928, -0.1760114 51.5556065)",2,,,
4255540,,Pilgrim's Lane,residential,20 mph,True,False,122.61500000000001,"LINESTRING (-0.1719205 51.555734, -0.1719238 51.555662, -0.1718529 51.5554425, -0.1718667 51.5554126, -0.1719291 51.5553621, -0.1726086 51.554789)",,,,
4255576,,Kemplay Road,residential,20 mph,False,False,134.556,"LINESTRING (-0.1719205 51.555734, -0.1723527 51.5557864, -0.172846 51.5558409, -0.1729381 51.5558515, -0.1733362 51.5559025, -0.1738296 51.5559687)",,,,
77238757,,Pilgrim's Lane,residential,20 mph,False,True,67.19200000000001,"LINESTRING (-0.1719205 51.555734, -0.1718855 51.5557742, -0.1713005 51.5561981)",,,,
46102058,A502,Rosslyn Hill,primary,20 mph,False,False,7.946,"LINESTRING (-0.1726086 51.554789, -0.1727075 51.5548254)",2,,,
46102058,A502,Rosslyn Hill,primary,20 mph,False,True,55.025999999999996,"LINESTRING (-0.1726086 51.554789, -0.1724996 51.5547471, -0.172485 51.5547409, -0.1723855 51.5546986, -0.1722155 51.5546184, -0.1719546 51.5545074)",2,,,
4350149,,Redington Road,residential,20 mph,False,False,182.38000000000002,"LINESTRING (-0.1854028 51.5561883, -0.1851538 51.556116, -0.1848186 51.5560567, -0.1844906 51.556059, -0.1839921 51.5560603, -0.18333 51.556071, -0.1829227 51.5560777, -0.1828837 51.5560753, -0.1828052 51.5560687)",,,,
4350150,,Chesterford Gardens,residential,20 mph,False,False,260.242,"LINESTRING (-0.1854028 51.5561883, -0.1854895 51.5560213, -0.1855214 51.5559326, -0.185492 51.5558326, -0.1854581 51.5557528, -0.1853841 51.5556765, -0.1852808 51.5555904, -0.1850138 51.5554432, -0.1847775 51.5553235, -0.184679 51.5552354, -0.1845986 51.5551472, -0.1843886 51.5547966, -0.1842319 51.5544945, -0.1840702 51.5542048, -0.1840306 51.5541339)",,,,
4276775,,Holly Bush Hill,residential,20 mph,False,True,5.767,"LINESTRING (-0.1800771 51.5580849, -0.1800188 51.5580478)",,,,
154540874,,Frognal Rise,residential,20 mph,False,False,22.18,"LINESTRING (-0.1800771 51.5580849, -0.1803241 51.5582122)",,,,
8138387,,,residential,20 mph,True,False,35.592,"LINESTRING (-0.1800771 51.5580849, -0.1798868 51.5581513, -0.1796891 51.5582045, -0.179611 51.5582183)",,,,
4276755,,Holly Bush Hill,residential,20 mph,False,True,18.131,"LINESTRING (-0.1797858 51.5579191, -0.1797395 51.5578735, -0.1796971 51.5578243, -0.1796665 51.5577745)",,,,
4276775,,Holly Bush Hill,residential,20 mph,False,False,21.569000000000003,"LINESTRING (-0.1797858 51.5579191, -0.1798555 51.5579523, -0.1798984 51.5579766, -0.1800188 51.5580478)",,,,
109997791,,Holly Bush Hill,residential,20 mph,False,False,35.501,"LINESTRING (-0.1797858 51.5579191, -0.1797413 51.5579708, -0.1797193 51.5580266, -0.179611 51.5582183)",,,,
"[29155504, 67601588]",,Hampstead Grove,residential,20 mph,True,False,145.61199999999997,"LINESTRING (-0.179611 51.5582183, -0.1795428 51.5583602, -0.1794945 51.5584748, -0.1794484 51.5587291, -0.1794462 51.5588874, -0.1794339 51.5591931, -0.1793938 51.5594374, -0.1793718 51.5594833, -0.1793475 51.5595086)",,,,
109997791,,Holly Bush Hill,residential,20 mph,False,True,35.501000000000005,"LINESTRING (-0.179611 51.5582183, -0.1797193 51.5580266, -0.1797413 51.5579708, -0.1797858 51.5579191)",,,,
4276755,,Holly Bush Hill,residential,20 mph,False,False,18.131,"LINESTRING (-0.1796665 51.5577745, -0.1796971 51.5578243, -0.1797395 51.5578735, -0.1797858 51.5579191)",,,,
4276756,,Holly Mount,residential,20 mph,False,False,82.497,"LINESTRING (-0.1796665 51.5577745, -0.1795026 51.5577655, -0.1793504 51.5577646, -0.1792568 51.5577648, -0.1792185 51.5577511, -0.1791958 51.5577359, -0.179116 51.5576206, -0.1791035 51.5575988, -0.1790599 51.5575164, -0.1789708 51.5573718, -0.1789983 51.5573266)",,,,
67602209,B511,Heath Street,secondary,20 mph,False,True,42.287,"LINESTRING (-0.1785429 51.5566605, -0.1786213 51.5564868, -0.1786344 51.5564481, -0.1786442 51.5564138, -0.1786695 51.5562987, -0.1786719 51.5562895)",2,,,
77250993,,Holly Hill,residential,20 mph,True,False,147.712,"LINESTRING (-0.1785429 51.5566605, -0.1786276 51.5567262, -0.1789955 51.556992, -0.1792646 51.5572099, -0.1793633 51.5573096, -0.1796386 51.5577253, -0.1796665 51.5577745)",,,,
670847701,A502,Heath Street,primary,20 mph,False,True,67.216,"LINESTRING (-0.1785429 51.5566605, -0.1784744 51.5567648, -0.1784517 51.556797, -0.1784275 51.5568314, -0.1783711 51.5569118, -0.1783358 51.5569877, -0.1783098 51.5570564, -0.1782861 51.5571332, -0.1782664 51.5572361)",,,,
684277780,A502,Hampstead High Street,primary,20 mph,False,True,113.99600000000001,"LINESTRING (-0.1785429 51.5566605, -0.178387 51.5565423, -0.1783525 51.5565161, -0.1783148 51.5564879, -0.1782507 51.5564415, -0.1781136 51.556352, -0.1779705 51.5562782, -0.177808 51.5562017, -0.1777618 51.5561799, -0.1777189 51.556163, -0.1774276 51.5560609, -0.1773726 51.556039, -0.1772933 51.5560074)",2,,,
4276779,,The Mount Square,residential,20 mph,False,True,45.043,"LINESTRING (-0.1788153 51.5593511, -0.1790369 51.5593308, -0.1790767 51.5593385, -0.1791141 51.5593612, -0.1792689 51.559469, -0.1793475 51.5595086)",,,,
200082635,,The Mount,residential,20 mph,False,True,100.245,"LINESTRING (-0.1788153 51.5593511, -0.1788063 51.5592735, -0.1788004 51.5590565, -0.1788026 51.5588953, -0.1788029 51.558872, -0.1788084 51.5587654, -0.1788141 51.5587448, -0.1788134 51.5587205, -0.1788345 51.5584737, -0.178811 51.5584557)",,,,
657654911,A502,Heath Street,primary,20 mph,False,True,11.069,"LINESTRING (-0.1784299 51.5594335, -0.1784571 51.5595316)",,,,
657654911,A502,Heath Street,primary,20 mph,False,False,41.032,"LINESTRING (-0.1784299 51.5594335, -0.1784121 51.5593589, -0.1784009 51.559269, -0.1784056 51.5591738, -0.1784124 51.5590657)",,,,
970136994,,The Mount Square,residential,20 mph,True,False,28.174,"LINESTRING (-0.1784299 51.5594335, -0.1784881 51.5594212, -0.1788153 51.5593511)",,,,
4276801,,Cannon Place,residential,20 mph,False,False,59.991,"LINESTRING (-0.1772616 51.5597864, -0.1772055 51.5597554, -0.1771397 51.559751, -0.1770828 51.5597565, -0.1770243 51.559767, -0.176556 51.5599419, -0.1765205 51.5599416, -0.1764945 51.5599392)",,,,
4276801,,Cannon Place,residential,20 mph,False,True,109.288,"LINESTRING (-0.1751017 51.5603626, -0.175113 51.5603486, -0.1751275 51.5603362, -0.1751504 51.560319, -0.1752948 51.5602831, -0.1757335 51.5601739, -0.1762752 51.560048, -0.1763572 51.5600215, -0.1764235 51.5599962, -0.1764659 51.5599746, -0.1764945 51.5599392)",,,,
4276803,,Squire's Mount,residential,20 mph,False,True,61.925,"LINESTRING (-0.1751017 51.5603626, -0.175091 51.5604003, -0.1750957 51.5604495, -0.1751591 51.5605238, -0.1754058 51.5608223, -0.1754388 51.5608675)",,,,
8370288,,Squire's Mount,residential,20 mph,True,False,40.579,"LINESTRING (-0.1751017 51.5603626, -0.1750488 51.5603427, -0.175007 51.5603194, -0.1749218 51.5602373, -0.1748793 51.5601946, -0.174852 51.5601791, -0.1748153 51.5601704, -0.1747444 51.560161, -0.174666 51.5601453)",,,,
23294433,,Flask Walk,residential,20 mph,False,False,70.06,"LINESTRING (-0.1747812 51.5578109, -0.1756823 51.5575226)",,,,
23294378,,New End Square,residential,20 mph,False,True,47.576,"LINESTRING (-0.1747812 51.5578109, -0.1748023 51.5578355, -0.1748354 51.5578686, -0.1749648 51.5579459, -0.1751209 51.5580353, -0.1752625 51.5581131)",,,,
553133868,,Well Walk,residential,,True,False,29.604,"LINESTRING (-0.1747812 51.5578109, -0.1747091 51.5578404, -0.1745735 51.5579448, -0.1744832 51.5579995)",,,,
4258240,,East Heath Road,tertiary,20 mph,False,True,60.588,"LINESTRING (-0.1723721 51.5600654, -0.1724642 51.560141, -0.1725082 51.5601763, -0.1727058 51.5603042, -0.1728547 51.5603729, -0.1730026 51.5604382)",,,,
105574435,,Well Walk,residential,20 mph,False,False,114.579,"LINESTRING (-0.1723721 51.5600654, -0.1724203 51.5600263, -0.1726979 51.5597627, -0.1732954 51.5592098)",,,,
4350151,,Branch Hill,tertiary,20 mph,False,True,165.74400000000003,"LINESTRING (-0.1816748 51.5590853, -0.1818397 51.5592515, -0.1822528 51.5596042, -0.1823922 51.5597478, -0.1825797 51.559964, -0.1827709 51.5603935)",,,,
198659059,,Frognal Rise,tertiary,20 mph,False,True,19.306,"LINESTRING (-0.1816748 51.5590853, -0.1816562 51.5590601, -0.1816368 51.5590337, -0.1816035 51.5589983, -0.1815226 51.5589415)",,,,
657654915,,Lower Terrace,tertiary,20 mph,False,True,38.851,"LINESTRING (-0.1816748 51.5590853, -0.1816245 51.5591139, -0.1814945 51.5591981, -0.1813151 51.5593523)",,,,
"[962292947, 29155717]",,"[""Judges' Walk"", 'Windmill Hill']",residential,20 mph,False,"[False, True]",140.824,"LINESTRING (-0.1804197 51.5605592, -0.1805294 51.5605511, -0.1807783 51.5605327, -0.1809602 51.5605495, -0.1810094 51.5605541, -0.1811636 51.5605423, -0.1813039 51.5605163, -0.1815214 51.5604392, -0.1814633 51.560288, -0.1814103 51.5601888, -0.1812857 51.5599604, -0.1812622 51.5599102)",,,,
657654914,,Lower Terrace,tertiary,20 mph,False,True,19.615000000000002,"LINESTRING (-0.1804197 51.5605592, -0.1803527 51.5606054, -0.180247 51.5606988)",,,,
657654915,,Lower Terrace,tertiary,20 mph,False,False,51.519,"LINESTRING (-0.1804197 51.5605592, -0.1804837 51.5604091, -0.1805785 51.560187, -0.1806133 51.5601118)",,,,
10623956,,Upper Terrace,residential,20 mph,False,False,82.308,"LINESTRING (-0.1806133 51.5601118, -0.1805102 51.560104, -0.1795536 51.5601998, -0.1794394 51.5602179)",,,,
657654915,,Lower Terrace,tertiary,20 mph,False,False,27.948999999999998,"LINESTRING (-0.1806133 51.5601118, -0.1806998 51.5600454, -0.1808437 51.5599482, -0.1808732 51.5599198)",,,,
657654915,,Lower Terrace,tertiary,20 mph,False,True,51.51899999999999,"LINESTRING (-0.1806133 51.5601118, -0.1805785 51.560187, -0.1804837 51.5604091, -0.1804197 51.5605592)",,,,
10623956,,Upper Terrace,residential,20 mph,False,True,40.447,"LINESTRING (-0.178862 51.5602767, -0.1794394 51.5602179)",,,,
657654911,A502,Heath Street,primary,20 mph,False,False,87.52799999999999,"LINESTRING (-0.178862 51.5602767, -0.1786037 51.5598521, -0.1784571 51.5595316)",,,,
962292947,,Windmill Hill,residential,20 mph,False,True,21.039,"LINESTRING (-0.1810578 51.5596383, -0.1809242 51.5594683)",,,,
657654915,,Lower Terrace,tertiary,20 mph,False,False,36.447,"LINESTRING (-0.1810578 51.5596383, -0.1813045 51.5593614, -0.1813151 51.5593523)",,,,
657654915,,Lower Terrace,tertiary,20 mph,False,True,33.855999999999995,"LINESTRING (-0.1810578 51.5596383, -0.1809561 51.5597708, -0.1808732 51.5599198)",,,,
962292947,,Windmill Hill,residential,20 mph,False,False,33.944,"LINESTRING (-0.1810578 51.5596383, -0.1810789 51.5597156, -0.1810925 51.5597417, -0.1811577 51.5598211, -0.1812622 51.5599102)",,,,
29155794,,Upper Terrace,residential,20 mph,False,True,26.913,"LINESTRING (-0.1808732 51.5599198, -0.1812622 51.5599102)",,,,
657654915,,Lower Terrace,tertiary,20 mph,False,False,33.855999999999995,"LINESTRING (-0.1808732 51.5599198, -0.1809561 51.5597708, -0.1810578 51.5596383)",,,,
657654915,,Lower Terrace,tertiary,20 mph,False,True,27.948999999999998,"LINESTRING (-0.1808732 51.5599198, -0.1808437 51.5599482, -0.1806998 51.5600454, -0.1806133 51.5601118)",,,,
8351470,,Well Road,residential,20 mph,False,False,69.517,"LINESTRING (-0.1758648 51.5587226, -0.175556 51.5589161, -0.1751794 51.559137, -0.1751365 51.5591522)",,,,
8351470,,Well Road,residential,20 mph,False,True,18.467,"LINESTRING (-0.1758648 51.5587226, -0.1759827 51.5586461, -0.1760711 51.5586217)",,,,
23279391,,Christchurch Hill,residential,20 mph,False,False,42.268,"LINESTRING (-0.1755709 51.5594197, -0.1751365 51.5591522)",,,,
23279391,,Christchurch Hill,residential,20 mph,False,True,87.24900000000001,"LINESTRING (-0.1755709 51.5594197, -0.1756716 51.5594873, -0.1758291 51.5595822, -0.1760629 51.559693, -0.1764291 51.559859, -0.1764506 51.5598771, -0.1764773 51.5599015, -0.1764888 51.5599163, -0.1764945 51.5599392)",,,,
23279394,,Grove Place,residential,20 mph,True,False,80.163,"LINESTRING (-0.1755709 51.5594197, -0.1758262 51.5588435, -0.1758648 51.5587226)",,,,
4276774,,East Heath Road,tertiary,20 mph,False,False,59.134,"LINESTRING (-0.1776971 51.5608907, -0.1779958 51.5609095, -0.1785417 51.5609724)",,,,
"[4258240, 4276774]",,East Heath Road,tertiary,20 mph,False,"[False, True]",151.31199999999998,"LINESTRING (-0.1776971 51.5608907, -0.1771702 51.5608569, -0.1770506 51.5608679, -0.1768461 51.5608867, -0.1761431 51.5609618, -0.1761286 51.5609617, -0.1760979 51.5609615, -0.1760025 51.5609522, -0.1755395 51.5608822)",,,,
4276802,,Holford Road,residential,20 mph,False,False,24.775999999999996,"LINESTRING (-0.1776971 51.5608907, -0.1776889 51.5608021, -0.177683 51.560743, -0.1776648 51.560669)",,,,
657654911,A502,Heath Street,primary,20 mph,False,False,39.681000000000004,"LINESTRING (-0.1784124 51.5590657, -0.1784226 51.5590285, -0.1784477 51.5589696, -0.1784793 51.5589022, -0.178545 51.5587983, -0.1785815 51.5587254)",,,,
657654911,A502,Heath Street,primary,20 mph,False,True,41.032,"LINESTRING (-0.1784124 51.5590657, -0.1784056 51.5591738, -0.1784009 51.559269, -0.1784121 51.5593589, -0.1784299 51.5594335)",,,,
200082625,A502,Heath Street,primary,20 mph,False,True,68.889,"LINESTRING (-0.1782664 51.5572361, -0.1782665 51.5572951, -0.1782704 51.5573328, -0.1782978 51.5574444, -0.1783299 51.5575211, -0.1784179 51.5576665, -0.178455 51.5577213, -0.1784626 51.5577288, -0.1784994 51.5577941, -0.1785221 51.5578291)",,,,
670847701,A502,Heath Street,primary,20 mph,False,False,67.216,"LINESTRING (-0.1782664 51.5572361, -0.1782861 51.5571332, -0.1783098 51.5570564, -0.1783358 51.5569877, -0.1783711 51.5569118, -0.1784275 51.5568314, -0.1784517 51.556797, -0.1784744 51.5567648, -0.1785429 51.5566605)",,,,
8351470,,Well Road,residential,20 mph,False,False,124.81800000000001,"LINESTRING (-0.1742061 51.5596017, -0.173954 51.5597892, -0.1735592 51.5600646, -0.1730026 51.5604382)",,,,
