osmid,highway,oneway,reversed,length,geometry,name,ref,lanes,maxspeed
8842201,tertiary,False,True,83.328,"LINESTRING (-85.9553309 33.5302199, -85.9554749 33.5303806, -85.9556511 33.5305579, -85.9556909 33.5306282, -85.9557046 33.5307078, -85.9557117 33.5308681)",Main Street,,,35 mph
8846917,residential,False,False,281.36400000000003,"LINESTRING (-85.9553309 33.5302199, -85.955164 33.530306, -85.954666 33.530624, -85.9542582 33.5309068, -85.95417 33.530968, -85.953646 33.531321, -85.9529756 33.5318127)",Railroad Street,,,
"[8842209, 1120349082]",tertiary,False,"[False, True]",197.63299999999998,"LINESTRING (-85.9553309 33.5302199, -85.9552186 33.5301378, -85.9551086 33.5300626, -85.9546466 33.5297533, -85.9544119 33.5295366, -85.9538525 33.5289513)",Main Street,,,35 mph
202957328,trunk,False,False,13.234,"LINESTRING (-85.952208 33.527245, -85.952337 33.527194)",,AL 21,2,45 mph
8842209,tertiary,False,False,120.83800000000001,"LINESTRING (-85.952208 33.527245, -85.952378 33.527479, -85.952551 33.527659, -85.952746 33.527862, -85.952978 33.52812)",Main Street,,,35 mph
202957328,trunk,False,True,311.024,"LINESTRING (-85.952208 33.527245, -85.951665 33.527471, -85.951438 33.527561, -85.950667 33.527893, -85.949569 33.528365, -85.949225 33.528525)",,AL 21,2,45 mph
8845572,residential,False,False,157.696,"LINESTRING (-85.946351 33.529752, -85.946221 33.529556, -85.946183 33.529446, -85.946178 33.529175, -85.946188 33.528861, -85.946173 33.528647, -85.946121 33.52848, -85.946073 33.52838)",Cedar Lane,,,
202957328,trunk,False,False,299.35,"LINESTRING (-85.946351 33.529752, -85.948866 33.528661, -85.949225 33.528525)",,AL 21,2,45 mph
202957328,trunk,False,False,84.183,"LINESTRING (-85.953121 33.526851, -85.95393 33.526507)",,AL 21,2,45 mph
202957328,trunk,False,True,82.077,"LINESTRING (-85.953121 33.526851, -85.952983 33.526911, -85.952534 33.527104, -85.952337 33.527194)",,AL 21,2,45 mph
8844276,residential,False,False,183.599,"LINESTRING (-85.951216 33.534031, -85.951183 33.534343, -85.95112 33.534392, -85.951041 33.534452, -85.950849 33.534523, -85.950553 33.53452, -85.950155 33.534352, -85.950105 33.534322, -85.94985 33.534067)",Valley Road,,,
8846411,residential,False,False,169.378,"LINESTRING (-85.951216 33.534031, -85.951284 33.53409, -85.951355 33.534121, -85.951434 33.534131, -85.951599 33.534132, -85.95173 33.534129, -85.952064 33.534131, -85.952442 33.534122, -85.952606 33.534101, -85.952753 33.534033, -85.952801 33.533991, -85.952892 33.533884)",Jones Street,,,
8846411,residential,False,True,83.189,"LINESTRING (-85.951216 33.534031, -85.951183 33.534002, -85.950699 33.53342)",Jones Street,,,
8844276,residential,False,True,183.599,"LINESTRING (-85.94985 33.534067, -85.950105 33.534322, -85.950155 33.534352, -85.950553 33.53452, -85.950849 33.534523, -85.951041 33.534452, -85.95112 33.534392, -85.951183 33.534343, -85.951216 33.534031)",Valley Road,,,
8846914,residential,False,True,106.625,"LINESTRING (-85.94985 33.534067, -85.950056 33.533914, -85.950213 33.533793, -85.950699 33.53342)",Railroad Street,,,
8839739,tertiary,False,False,124.21100000000001,"LINESTRING (-85.9548811 33.5320207, -85.9544436 33.5325152, -85.9543424 33.5326885, -85.9542046 33.5329763)",Jennifer Road,CR 47,,
8839739,tertiary,False,True,26.677,"LINESTRING (-85.9548811 33.5320207, -85.9549698 33.5318988, -85.9550286 33.5318147)",Jennifer Road,CR 47,,
8844768,residential,False,False,18.895,"LINESTRING (-85.9548811 33.5320207, -85.954985 33.531951, -85.955054 33.531939)",Cemetery Circle,,,
8844771,residential,False,True,14.021,"LINESTRING (-85.955054 33.531939, -85.9550286 33.5318147)",Cemetery Circle,,,
8844768,residential,False,True,18.895,"LINESTRING (-85.955054 33.531939, -85.954985 33.531951, -85.9548811 33.5320207)",Cemetery Circle,,,
8844771,residential,False,False,164.5,"LINESTRING (-85.955054 33.531939, -85.955099 33.532024, -85.955126 33.532154, -85.955136 33.532292, -85.95514 33.532432, -85.955132 33.532643, -85.955133 33.532859, -85.9551667 33.5331758, -85.9551666 33.5334069)",Cemetery Circle,,,
8845572,residential,False,True,157.69599999999997,"LINESTRING (-85.946073 33.52838, -85.946121 33.52848, -85.946173 33.528647, -85.946188 33.528861, -85.946178 33.529175, -85.946183 33.529446, -85.946221 33.529556, -85.946351 33.529752)",Cedar Lane,,,
8846411,residential,False,True,169.37800000000001,"LINESTRING (-85.952892 33.533884, -85.952801 33.533991, -85.952753 33.534033, -85.952606 33.534101, -85.952442 33.534122, -85.952064 33.534131, -85.95173 33.534129, -85.951599 33.534132, -85.951434 33.534131, -85.951355 33.534121, -85.951284 33.53409, -85.951216 33.534031)",Jones Street,,,
8846416,residential,False,True,177.58100000000002,"LINESTRING (-85.952892 33.533884, -85.952725 33.53378, -85.952349 33.533507, -85.952163 33.533358, -85.952048 33.533256, -85.951736 33.532952, -85.951545 33.532756)",Jones Street,,,
