osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,bridge
864711001,Crow Hill Drive,residential,False,False,10.307,,"LINESTRING (-1.2005477 53.148626, -1.2003992 53.1486517)",,,
864711063,,unclassified,False,True,11.384,,"LINESTRING (-1.1985382 53.1468458, -1.1986954 53.1468059)",,,
113819283,West Hill Way,residential,False,False,31.08,,"LINESTRING (-1.1985382 53.1468458, -1.1984311 53.1469167, -1.1983949 53.146936, -1.1983237 53.1469819, -1.1982178 53.1470486)",,3,
"[864711054, 864711055]",Chesterfield Road South,trunk,True,False,118.26800000000001,30 mph,"LINESTRING (-1.1985382 53.1468458, -1.198424 53.1467863, -1.1982716 53.1467085, -1.198077 53.1466312, -1.1978729 53.146563, -1.1976532 53.1465153, -1.1974092 53.1464809, -1.1971936 53.1464826, -1.1969785 53.1464932, -1.1969394 53.1464943)",A6009,"['2', '3']",
864711063,,unclassified,False,False,11.384,,"LINESTRING (-1.1986954 53.1468059, -1.1985382 53.1468458)",,,
860419793,Chesterfield Road South,trunk,True,False,19.989,30 mph,"LINESTRING (-1.1986954 53.1468059, -1.1987822 53.1468568, -1.1989095 53.1469317)",A6009,2,
864711020,St Peter's Way,trunk,True,False,17.983,30 mph,"LINESTRING (-1.1943645 53.1467382, -1.1946222 53.1467858)",A6009,2,
864711038,,trunk_link,True,False,11.49,30 mph,"LINESTRING (-1.1943645 53.1467382, -1.1944181 53.1468364)",,,
864711029,St Peter's Way,trunk,True,False,43.49099999999999,30 mph,"LINESTRING (-1.1940079 53.1468341, -1.193532 53.1467211, -1.1934944 53.1467086, -1.1934094 53.1466802)",A6009,3,
227508332,Mount Pleasant,residential,False,True,119.655,,"LINESTRING (-1.2006968 53.1476778, -1.2024488 53.1474458)",,,
160675153,Westfield Lane,tertiary,False,False,48.15,,"LINESTRING (-1.2006968 53.1476778, -1.2004067 53.1475188, -1.2002366 53.1474332, -1.2001462 53.1473989)",,,
"[160675153, 160675150]",Westfield Lane,tertiary,False,True,77.24699999999999,30 mph,"LINESTRING (-1.2006968 53.1476778, -1.2009939 53.1477833, -1.2011401 53.1478179, -1.2012922 53.1478538, -1.2017661 53.147934)",,,
27207890,Wood Street,tertiary,True,False,193.913,,"LINESTRING (-1.2001462 53.1473989, -1.2001681 53.1473493, -1.2001791 53.1473243, -1.2002264 53.1472799, -1.2002894 53.1472425, -1.2003746 53.1472214, -1.2005207 53.1471998, -1.200689 53.1471753, -1.2011596 53.1470824, -1.2011881 53.1470775, -1.2014736 53.1470283, -1.2017598 53.1469857, -1.2017749 53.1469834, -1.2019273 53.1469607, -1.2023652 53.1469016, -1.2028023 53.1468422)",,,
160675153,Westfield Lane,tertiary,False,True,48.15,,"LINESTRING (-1.2001462 53.1473989, -1.2002366 53.1474332, -1.2004067 53.1475188, -1.2006968 53.1476778)",,,
27207890,Wood Street,tertiary,True,False,23.964000000000002,,"LINESTRING (-1.1998932 53.1475485, -1.2000091 53.1474921, -1.2000437 53.1474772, -1.2001154 53.147433, -1.2001462 53.1473989)",,,
"[864711067, 44014751]",Chesterfield Road South,trunk,True,False,47.742,30 mph,"LINESTRING (-1.1998932 53.1475485, -1.2000498 53.1476921, -1.2001048 53.1477725, -1.2001485 53.1478484, -1.2001753 53.1478923, -1.2002006 53.1479334)",A6009,"['2', '3']",
27207896,Grove Street,unclassified,False,False,101.678,,"LINESTRING (-1.195788 53.1400105, -1.1964106 53.1403489, -1.1964864 53.1403751, -1.196642 53.1404678, -1.196925 53.1406176)",,,
27369284,Nottingham Road,trunk,False,False,69.62,30 mph,"LINESTRING (-1.195788 53.1400105, -1.1956892 53.1402567, -1.1955422 53.140619)",A60,,
27207896,Grove Street,unclassified,False,True,101.678,,"LINESTRING (-1.196925 53.1406176, -1.196642 53.1404678, -1.1964864 53.1403751, -1.1964106 53.1403489, -1.195788 53.1400105)",,,
27369287,Commercial Gate,unclassified,False,False,45.813,,"LINESTRING (-1.196925 53.1406176, -1.19695 53.1406039, -1.1974083 53.1403249)",,,
27369287,Commercial Gate,unclassified,False,True,115.043,,"LINESTRING (-1.196925 53.1406176, -1.1965904 53.1408427, -1.1964834 53.140887, -1.1963792 53.1409086, -1.1962695 53.1409134, -1.1961637 53.1408965, -1.1957582 53.140705, -1.1955241 53.1406593)",,,
27369318,Nottingham Road,trunk,False,False,129.46699999999998,30 mph,"LINESTRING (-1.1952218 53.1418044, -1.1952181 53.1417348, -1.1952193 53.1416949, -1.1952205 53.1416621, -1.1952353 53.1414785, -1.1952721 53.1413289, -1.1953859 53.1409678, -1.1955241 53.1406593)",A60,2,
27369319,,trunk,False,False,13.199,40 mph,"LINESTRING (-1.1952218 53.1418044, -1.1952245 53.1418691, -1.1952447 53.1419217)",,2,
"[73554264, 864181168]",St Peter's Way,trunk,True,False,341.6960000000001,40 mph,"LINESTRING (-1.1952218 53.1418044, -1.1954798 53.1417327, -1.1955264 53.1417209, -1.1958315 53.1416246, -1.1960704 53.1415402, -1.1962972 53.1414375, -1.1963212 53.1414267, -1.1965734 53.1413067, -1.1973608 53.1407926, -1.1978881 53.1404874, -1.198199 53.140323, -1.1985031 53.1402057, -1.1990324 53.1400669, -1.1990723 53.1400558, -1.1992855 53.1399957)",A6009,2,
27369318,Nottingham Road,trunk,False,True,4.641,30 mph,"LINESTRING (-1.1955422 53.140619, -1.1955241 53.1406593)",A60,2,
27369284,Nottingham Road,trunk,False,True,69.62,30 mph,"LINESTRING (-1.1955422 53.140619, -1.1956892 53.1402567, -1.195788 53.1400105)",A60,,
73554260,Bath Street,unclassified,False,True,181.368,,"LINESTRING (-1.1955422 53.140619, -1.1954073 53.1406158, -1.1946535 53.1405827, -1.1935542 53.140522, -1.1931789 53.1405025, -1.192835 53.140533)",,,
27369287,Commercial Gate,unclassified,False,True,45.813,,"LINESTRING (-1.1974083 53.1403249, -1.19695 53.1406039, -1.196925 53.1406176)",,,
27369301,Albert Street,unclassified,False,False,36.082,30 mph,"LINESTRING (-1.1952447 53.1419217, -1.1953238 53.1420429, -1.19543 53.1422265)",,3,
27369319,,trunk,False,True,13.199,40 mph,"LINESTRING (-1.1952447 53.1419217, -1.1952245 53.1418691, -1.1952218 53.1418044)",,2,
"[864711017, 864711018, 73554262, 864181167]",St Peter's Way,trunk,True,False,319.46,40 mph,"LINESTRING (-1.1952447 53.1419217, -1.1949601 53.1419966, -1.1947645 53.1420373, -1.194216 53.1422062, -1.193495 53.1424316, -1.1932761 53.1425053, -1.1932278 53.1425221, -1.1929916 53.1426036, -1.1926327 53.1427671, -1.1923381 53.1429457, -1.192062 53.1431527, -1.1917833 53.1434241, -1.191736 53.1434683, -1.1915567 53.1436362)",A6009,"['1', '2']",
27369317,Albert Street,unclassified,True,False,55.318,30 mph,"LINESTRING (-1.1955417 53.1423291, -1.1956245 53.1423976, -1.1957859 53.1424897, -1.1959462 53.1425837, -1.1961427 53.1426678)",,,
55728309,Quaker Way,unclassified,True,False,6.798,,"LINESTRING (-1.1961427 53.1426678, -1.1962372 53.1426907)",,,
27369296,Albert Street,unclassified,True,False,51.76899999999999,,"LINESTRING (-1.1961427 53.1426678, -1.1962348 53.1427311, -1.1964708 53.1429806, -1.1964923 53.1430319, -1.1964917 53.1430737)",,,
28039488,Station Street,unclassified,True,False,21.971,,"LINESTRING (-1.1962372 53.1426907, -1.1962933 53.1426289, -1.1963948 53.1425172)",,,
55728309,Quaker Way,unclassified,True,False,18.436,,"LINESTRING (-1.1962372 53.1426907, -1.1963672 53.1427166, -1.1964995 53.142743)",,,
27369304,Union Street,unclassified,True,False,196.341,,"LINESTRING (-1.200476 53.1455322, -1.2006335 53.1456105, -1.2007679 53.1456451, -1.2008991 53.1456451, -1.2009464 53.1456451, -1.2020567 53.1454366, -1.202904 53.1452854, -1.2029773 53.1452665, -1.2030313 53.1452424, -1.2030575 53.1452202, -1.2030866 53.1451956, -1.2031275 53.1451251)",,,
44014689,,unclassified,True,False,84.26400000000001,,"LINESTRING (-1.200476 53.1455322, -1.2005613 53.1456357, -1.2006598 53.1457552, -1.2007274 53.1458869, -1.2007687 53.1459986, -1.2007881 53.1460802, -1.2007963 53.146138, -1.2007799 53.1461928, -1.2007553 53.1462517)",,,
"[860419794, 44014690, 864711012, 864711013]",St John Street,unclassified,True,False,126.37300000000002,,"LINESTRING (-1.2007553 53.1462517, -1.2006908 53.1463197, -1.2005903 53.1463745, -1.2004473 53.1464138, -1.1997601 53.1465371, -1.1995578 53.1465899, -1.1994854 53.1466149, -1.1994446 53.1466299, -1.1994043 53.1466428, -1.1993462 53.1466583, -1.1992074 53.1466856, -1.1990711 53.1467181)",,"['2', '3', '4']",
28039481,Clumber Street,unclassified,True,False,166.205,,"LINESTRING (-1.1990711 53.1467181, -1.1988693 53.146698, -1.1988011 53.146683, -1.1986466 53.1466291, -1.1982384 53.1464603, -1.1979988 53.1463676, -1.1976754 53.1462629, -1.1975782 53.1462367, -1.1973453 53.1461764, -1.197032 53.1461153, -1.1968426 53.1460806)",,,
113819279,St John Street,unclassified,True,False,26.896,,"LINESTRING (-1.1990711 53.1467181, -1.1989112 53.1467534, -1.198814 53.1467784, -1.1986954 53.1468059)",,2,
722351846,St John Street,unclassified,True,False,27.632,,"LINESTRING (-1.1990711 53.1467181, -1.198955 53.1467947, -1.1989179 53.1468323, -1.1989001 53.1468659, -1.1989095 53.1469317)",,1,
28039481,Clumber Street,unclassified,True,False,83.519,,"LINESTRING (-1.1968426 53.1460806, -1.1966696 53.146038, -1.1963491 53.1459728, -1.1962739 53.1459468, -1.1961151 53.145892, -1.1957891 53.1457731, -1.1957248 53.1457496)",,,
27369297,Toothill Lane,unclassified,True,False,63.078,,"LINESTRING (-1.1950784 53.1455445, -1.1949614 53.1455251, -1.1948082 53.1454743, -1.1946746 53.1454192, -1.1946224 53.1453977, -1.1944318 53.1453057, -1.1943117 53.1452259)",,,
27369305,Leeming Street,unclassified,False,False,101.72999999999999,,"LINESTRING (-1.1950784 53.1455445, -1.1950193 53.1456157, -1.1948633 53.1457739, -1.1946561 53.1459739, -1.1945763 53.1461135, -1.1945079 53.1462561, -1.1944501 53.1463711)",,,
27369297,Toothill Lane,unclassified,True,False,65.377,,"LINESTRING (-1.1943117 53.1452259, -1.1942187 53.1451482, -1.1941522 53.1450922, -1.1941176 53.145069, -1.1940172 53.145008, -1.1937406 53.1448654, -1.1936328 53.1448058)",,,
230260417,Toothill Road,residential,False,True,73.167,,"LINESTRING (-1.1943117 53.1452259, -1.1944395 53.1451841, -1.1945729 53.1451015, -1.1946215 53.1450496, -1.1946337 53.1450329, -1.194804 53.1447993, -1.1948861 53.1446866)",,,
279192423,Bridge Street,unclassified,True,False,23.86,,"LINESTRING (-1.1932794 53.1437672, -1.1933843 53.1437334, -1.1934653 53.1436883, -1.1935399 53.1436258)",,,
27369298,Church Street,unclassified,True,False,74.158,,"LINESTRING (-1.1935399 53.1436258, -1.1935074 53.1435529, -1.1934138 53.1434086, -1.193343 53.1433264, -1.193207 53.1431994, -1.1931697 53.143129, -1.1931957 53.1430716, -1.1932608 53.1430263)",,,
64935284,White Hart Street,unclassified,True,False,37.85,,"LINESTRING (-1.1964917 53.1430737, -1.1960772 53.1433062)",,,
28039494,Queen Street,unclassified,False,False,102.88199999999999,,"LINESTRING (-1.1964917 53.1430737, -1.196671 53.1431355, -1.1971608 53.1433202, -1.1973205 53.1434002, -1.197434 53.1434543, -1.1974694 53.1434804, -1.1974852 53.1435025, -1.1975071 53.1435597, -1.1975421 53.1435973, -1.197587 53.1436217, -1.1976112 53.1436305, -1.1976605 53.1436328)",,,
27369299,Dame Flogan Street,unclassified,True,False,104.425,,"LINESTRING (-1.1960772 53.1433062, -1.1950503 53.1425973)",,,
"[64935284, 27369300]","['White Hart Street', 'Church Street']",unclassified,True,False,215.54599999999996,,"LINESTRING (-1.1960772 53.1433062, -1.1956981 53.1435268, -1.1956421 53.1435614, -1.1956154 53.143578, -1.194827 53.1440503, -1.194693 53.1440177, -1.1939765 53.1437863, -1.1937288 53.1436978, -1.1935399 53.1436258)",,,
73554265,Midworth Street,unclassified,True,False,137.10899999999998,,"LINESTRING (-1.1932608 53.1430263, -1.193344 53.1430287, -1.193581 53.1430363, -1.1937927 53.1430311, -1.1939842 53.1430172, -1.194167 53.1429969, -1.1942871 53.1429853, -1.1944324 53.1429598, -1.1945765 53.1429079, -1.1947169 53.1428332, -1.1950503 53.1425973)",,,
73554267,Church Side,unclassified,False,True,87.434,,"LINESTRING (-1.1932608 53.1430263, -1.1932479 53.1430049, -1.1932478 53.1429662, -1.1932651 53.142928, -1.1933647 53.1427449, -1.1934241 53.1426733, -1.1935141 53.1426273, -1.1938851 53.1424689, -1.1939783 53.1424291)",,,
73554265,Midworth Street,unclassified,True,False,29.753,,"LINESTRING (-1.1950503 53.1425973, -1.195336 53.1423918)",,,
27583752,Midworth,unclassified,True,False,19.42,,"LINESTRING (-1.195336 53.1423918, -1.1953695 53.1423329, -1.19543 53.1422265)",,,
73554265,Midworth Street,unclassified,True,False,15.389,,"LINESTRING (-1.195336 53.1423918, -1.1954245 53.1423648, -1.1955417 53.1423291)",,,
27369302,Walkden Street,unclassified,True,False,21.770000000000003,,"LINESTRING (-1.202031 53.1441891, -1.2020849 53.1442864, -1.202109 53.1443113, -1.2021205 53.1443395, -1.2021178 53.1443749)",,,
27583978,Rosemary Street,trunk,True,False,149.16899999999998,30 mph,"LINESTRING (-1.202031 53.1441891, -1.20226 53.1443632, -1.2023127 53.1443976, -1.2027583 53.1447187, -1.203455 53.1452234)",A6009,2,
44014689,,unclassified,True,False,40.26,,"LINESTRING (-1.2001743 53.1452186, -1.200476 53.1455322)",,,
609011375,Rosemary Street,trunk,True,False,107.21599999999998,30 mph,"LINESTRING (-1.2031275 53.1451251, -1.2025526 53.1447065, -1.2023746 53.144574, -1.2023301 53.1445394, -1.2022508 53.1444775, -1.2021178 53.1443749)",A6009,2,
27583849,Regent Street,unclassified,False,True,32.549,,"LINESTRING (-1.1957248 53.1457496, -1.195938 53.1455196, -1.1959643 53.1454946)",,,
28039481,Clumber Street,unclassified,True,False,49.383,,"LINESTRING (-1.1957248 53.1457496, -1.1953996 53.1456237, -1.1952695 53.1455718, -1.1952198 53.1455602, -1.1950784 53.1455445)",,,
"[864711003, 864711004, 44014751]",Chesterfield Road South,trunk,True,False,95.23399999999998,30 mph,"LINESTRING (-1.1989095 53.1469317, -1.1993056 53.1471437, -1.1994866 53.147247, -1.1996465 53.1473528, -1.1997567 53.1474379, -1.1997943 53.1474656, -1.1998932 53.1475485)",A6009,2,
864711026,,trunk_link,True,False,7.277,30 mph,"LINESTRING (-1.1932789 53.1466367, -1.1933543 53.1465894)",,,
864711011,St Peter's Way,trunk,True,False,16.788,30 mph,"LINESTRING (-1.1932789 53.1466367, -1.1931989 53.1466068, -1.1930652 53.1465569)",A6009,2,
761305693,Ratcliffe Gate,primary,False,False,10.612,30 mph,"LINESTRING (-1.1914173 53.1435902, -1.1915567 53.1436362)",A6191,,
"[864181155, 864181166, 73554270, 761305695]",St Peter's Way,trunk,True,False,329.403,40 mph,"LINESTRING (-1.1914173 53.1435902, -1.1915616 53.1434575, -1.1919923 53.1430612, -1.192294 53.1428494, -1.1926081 53.1426756, -1.1930198 53.1425038, -1.1934518 53.1423524, -1.1938265 53.1422284, -1.1940684 53.1421564, -1.194912 53.1418949, -1.1949561 53.1418798, -1.1952218 53.1418044)",A6009,"['2', '3']",
864711014,Ratcliffe Gate,primary,False,True,32.319,30 mph,"LINESTRING (-1.1914173 53.1435902, -1.1912228 53.1435303, -1.1911851 53.1435166, -1.1909776 53.1434695)",A6191,5,
761305693,Ratcliffe Gate,primary,False,True,10.612,30 mph,"LINESTRING (-1.1915567 53.1436362, -1.1914173 53.1435902)",A6191,,
"[864711010, 27583101]",Bridge Street,unclassified,True,False,47.644000000000005,,"LINESTRING (-1.1915567 53.1436362, -1.1916157 53.1436601, -1.1917403 53.1437105, -1.1917886 53.1437378, -1.1919763 53.1438298, -1.1920565 53.1438568, -1.1921134 53.1438759, -1.1921369 53.1438838)",,,
"[864711016, 27583047, 27583046, 73554263]",St Peter's Way,trunk,True,False,352.675,40 mph,"LINESTRING (-1.1915567 53.1436362, -1.191466 53.1437317, -1.1912431 53.1439815, -1.1911476 53.1441175, -1.1910183 53.1443549, -1.1909866 53.1444859, -1.1909731 53.1446054, -1.1909725 53.1448131, -1.1910195 53.1450194, -1.1911075 53.1451944, -1.1912651 53.1453998, -1.19148 53.1456168, -1.1918473 53.1458609, -1.1920984 53.1459998, -1.1923563 53.1461182, -1.1927973 53.1463041)",A6009,"['1', '2']",yes
"[27583043, 196584620]",Rock Valley,unclassified,False,False,239.186,30 mph,"LINESTRING (-1.1920311 53.1471434, -1.1918335 53.1466905, -1.191636 53.1462833, -1.1915506 53.1461733, -1.1912784 53.145952, -1.1911938 53.1458441, -1.1911521 53.1457324, -1.1911688 53.1456191, -1.191438 53.145216, -1.1914928 53.1451904, -1.1915509 53.1451726)",,,
"[148524611, 285711582]",Bath Lane,secondary,False,False,148.025,30 mph,"LINESTRING (-1.1920311 53.1471434, -1.1919259 53.1471743, -1.1918968 53.1471828, -1.1912055 53.1473859, -1.1908237 53.1475224, -1.1904755 53.1476306, -1.1900555 53.1477484)",B6033,,
"[864711032, 285711582]",Bath Lane,secondary,False,True,54.862,30 mph,"LINESTRING (-1.1920311 53.1471434, -1.192258 53.1470824, -1.1927747 53.1469325)",B6033,3,
27369297,Toothill Lane,unclassified,True,False,63.952000000000005,,"LINESTRING (-1.1936328 53.1448058, -1.1935235 53.1447232, -1.1933736 53.1445835, -1.1933141 53.1445298, -1.1932899 53.1445045, -1.1932414 53.1444538, -1.1932051 53.1443734, -1.1931954 53.1443055)",,,
196584620,Rock Valley,unclassified,False,True,173.629,,"LINESTRING (-1.1936328 53.1448058, -1.1934813 53.1449802, -1.1933788 53.1451069, -1.1932908 53.1451759, -1.1932024 53.1452309, -1.1930922 53.1452847, -1.1929779 53.1453253, -1.1929493 53.1453355, -1.1929253 53.1453396, -1.19286 53.1453509, -1.1928187 53.1453581, -1.1926704 53.1453606, -1.1925122 53.1453481, -1.1924179 53.1453278, -1.1922082 53.1452828, -1.1920202 53.145241, -1.1916974 53.1451693, -1.1916116 53.1451637, -1.1915509 53.1451726)",,,
279317744,Albert Street,unclassified,True,False,13.626,30 mph,"LINESTRING (-1.19543 53.1422265, -1.1955417 53.1423291)",,,
27369301,Albert Street,unclassified,False,True,36.082,30 mph,"LINESTRING (-1.19543 53.1422265, -1.1953238 53.1420429, -1.1952447 53.1419217)",,3,
28039494,Queen Street,unclassified,False,True,102.882,,"LINESTRING (-1.1976605 53.1436328, -1.1976112 53.1436305, -1.197587 53.1436217, -1.1975421 53.1435973, -1.1975071 53.1435597, -1.1974852 53.1435025, -1.1974694 53.1434804, -1.197434 53.1434543, -1.1973205 53.1434002, -1.1971608 53.1433202, -1.196671 53.1431355, -1.1964917 53.1430737)",,,
27583849,Regent Street,unclassified,False,False,32.549,,"LINESTRING (-1.1959643 53.1454946, -1.195938 53.1455196, -1.1957248 53.1457496)",,,
28039487,Station Street,unclassified,False,False,93.186,,"LINESTRING (-1.1973185 53.1418957, -1.1972458 53.1419689, -1.196866 53.1421745, -1.1965194 53.1424075, -1.1964392 53.1424643, -1.1964244 53.142484, -1.1963948 53.1425172)",,,
28039487,Station Street,unclassified,False,True,93.18599999999999,,"LINESTRING (-1.1963948 53.1425172, -1.1964244 53.142484, -1.1964392 53.1424643, -1.1965194 53.1424075, -1.196866 53.1421745, -1.1972458 53.1419689, -1.1973185 53.1418957)",,,
279317745,Station Street,unclassified,True,False,26.192,,"LINESTRING (-1.1963948 53.1425172, -1.1964267 53.1426148, -1.1964456 53.1426629, -1.1964533 53.1426825, -1.1964995 53.142743)",,,
"[608084809, 709490737, 709490738, 474257717, 262141431]",Quaker Way,unclassified,True,False,393.07099999999997,,"LINESTRING (-1.1964995 53.142743, -1.1966097 53.1427743, -1.1967697 53.1428269, -1.1970456 53.1429854, -1.197196 53.1430601, -1.1973727 53.1431204, -1.1975559 53.1431703, -1.1977994 53.1432106, -1.1979249 53.1432336, -1.1982492 53.1433173, -1.1983381 53.1433428, -1.1985683 53.1434241, -1.1987838 53.1435137, -1.1988856 53.143604, -1.1989728 53.1437024, -1.1990875 53.1438678, -1.1991421 53.1440044, -1.1991509 53.1440778, -1.1991533 53.1441577, -1.1991608 53.1442582, -1.1991973 53.1443442, -1.1992257 53.1444081, -1.1992544 53.1444584, -1.1993411 53.1445652, -1.199469 53.1446863, -1.1995959 53.1448004, -1.199725 53.1448898, -1.2001743 53.1452186)",,,yes
"[864181164, 140189359]",St Peter's Way,trunk,True,False,320.644,40 mph,"LINESTRING (-1.1990045 53.1401711, -1.1987787 53.1402325, -1.1984465 53.1403425, -1.198162 53.140471, -1.1978715 53.1406219, -1.197413 53.1409119, -1.1972187 53.1410583, -1.1970484 53.1411612, -1.1968187 53.1413013, -1.1964673 53.1414889, -1.1964097 53.1415124, -1.1962471 53.1415785, -1.1960327 53.1416653, -1.195706 53.141777, -1.1956365 53.141796, -1.1955924 53.1418106, -1.1952447 53.1419217)",A6009,"['2', '3']",
864650647,Rosemary Street,trunk,True,False,8.683,30 mph,"LINESTRING (-1.2010733 53.1436216, -1.2009948 53.1435593)",A6009,3,
29274667,Stockwell Gate,trunk,True,False,42.687,30 mph,"LINESTRING (-1.2008725 53.1432989, -1.2010999 53.1433645, -1.2011503 53.1433751, -1.2011911 53.1433806, -1.2013115 53.1433986, -1.2014769 53.1434175)",A38,1,
245391976,Rosemary Street,trunk,True,False,30.029,30 mph,"LINESTRING (-1.2008725 53.1432989, -1.2009618 53.1433721, -1.2009937 53.1434024, -1.2011505 53.1435108)",A6009,2,
864650656,Stockwell Gate,trunk,True,False,10.931,30 mph,"LINESTRING (-1.2016868 53.1434066, -1.2015664 53.1434733)",A38,3,
"[864650648, 864650649, 866648932]",Stockwell Gate,trunk,False,True,84.2,30 mph,"LINESTRING (-1.2016868 53.1434066, -1.2019678 53.1433399, -1.2021044 53.1433075, -1.2024812 53.1432101, -1.2028466 53.1431081)",A38,"['2', '4', '3']",
864650642,Peacock Street,unclassified,False,True,21.332,,"LINESTRING (-1.2018042 53.1422534, -1.2015117 53.142331)",,,
29506583,Dallas Street,unclassified,False,False,167.829,,"LINESTRING (-1.2018042 53.1422534, -1.2018944 53.142136, -1.2022519 53.1417786, -1.2023411 53.1417448, -1.2023654 53.1417356, -1.2032136 53.1414147, -1.2035772 53.1412372)",,,
29506583,Dallas Street,unclassified,False,True,38.132999999999996,,"LINESTRING (-1.2018042 53.1422534, -1.2018601 53.1422641, -1.2018983 53.1422868, -1.2021645 53.1425113)",,,
29506578,Radford Street,unclassified,False,False,96.435,,"LINESTRING (-1.2018074 53.1432093, -1.2012471 53.142728, -1.2009797 53.1424982)",,,
