osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,ref,bridge
4842762,Cowper Road,tertiary,30 mph,True,False,59.248,"LINESTRING (0.9438636 52.6823026, 0.9438435 52.6821602, 0.9438568 52.6820394, 0.9438791 52.681827, 0.9438871 52.6817712)",,,,
8137093,London Road,tertiary,30 mph,False,True,95.111,"LINESTRING (0.9433924 52.6767236, 0.9434625 52.6766327, 0.9435038 52.6765793, 0.94363 52.6764815, 0.9436774 52.6764448, 0.9438299 52.6763246, 0.9440142 52.6762003, 0.9442476 52.67605)",,,,
55895710,London Road,tertiary,30 mph,False,False,14.073,"LINESTRING (0.9433924 52.6767236, 0.9432574 52.6767918, 0.9432343 52.6768061)",,,,
32526662,Commercial Road,tertiary,30 mph,True,False,405.87399999999997,"LINESTRING (0.9439683 52.6803112, 0.9439511 52.6802563, 0.9439421 52.6798041, 0.9439482 52.6797332, 0.9439618 52.6793752, 0.9439846 52.6791344, 0.9439867 52.6790101, 0.9439893 52.6788015, 0.9439906 52.6786977, 0.9439946 52.6783649, 0.9439779 52.6781896, 0.9439518 52.677959, 0.9439112 52.6778077, 0.9439046 52.6777356, 0.9438978 52.6776613, 0.9438484 52.677535, 0.9435924 52.6769362, 0.9435233 52.6768313, 0.9434601 52.6767737, 0.9434346 52.6767505, 0.9433924 52.6767236)",,,,
158454566,Cowper Road,tertiary,30 mph,False,True,106.41300000000001,"LINESTRING (0.9439683 52.6803112, 0.9439742 52.680371, 0.9439643 52.6806045, 0.9439534 52.6808622, 0.9439363 52.6812678)",,,,
122552985,Neatherd Road,tertiary,30 mph,False,True,46.953,"LINESTRING (0.9445601 52.6822992, 0.9438636 52.6823026)",,,,
18468278,Kings Road,residential,30 mph,False,False,140.022,"LINESTRING (0.9445601 52.6822992, 0.9445699 52.6824838, 0.9444875 52.6831444, 0.944441 52.6835555)",,,,
55689077,Market Place,tertiary,30 mph,True,False,28.018,"LINESTRING (0.9404898 52.6819904, 0.9404241 52.6820433, 0.940375 52.6820957, 0.9403444 52.682135, 0.9402964 52.6822117)",1,,,
55689078,Market Place,tertiary,30 mph,False,False,30.959,"LINESTRING (0.9404898 52.6819904, 0.9405601 52.6818608, 0.9406252 52.6817244)",,,,
"[728796925, 728796926]",Ruthen Place,unclassified,30 mph,False,"[False, True]",33.423,"LINESTRING (0.9404898 52.6819904, 0.9404274 52.6819834, 0.9403983 52.6819801, 0.940001 52.6819401)",,,,
33524690,Littlefields,residential,30 mph,False,False,33.756,"LINESTRING (0.9398634 52.6777031, 0.9398684 52.6775643, 0.939887 52.6775129, 0.9399267 52.6774034)",1,,,
113814531,Mary Unwin Road,residential,30 mph,False,False,73.951,"LINESTRING (0.9398634 52.6777031, 0.9399369 52.6776847, 0.9400723 52.6776797, 0.9405397 52.6776797, 0.940954 52.6776762)",,,,
366782896,Littlefields,residential,30 mph,False,True,41.951,"LINESTRING (0.9398634 52.6777031, 0.9398028 52.677753, 0.9397373 52.6778874, 0.939615 52.6780461)",,,,
"[375803338, 374728398, 374728399, 58534864, 58534841]",St Withburga Lane,residential,"['20 mph', '30 mph']",False,False,149.954,"LINESTRING (0.9384246 52.680512, 0.9384484 52.6804781, 0.938449 52.6804508, 0.93845 52.6804254, 0.9384461 52.6803393, 0.938448 52.6802288, 0.9384503 52.6801069, 0.938452 52.6799443, 0.9384768 52.6797776, 0.9385882 52.6793951, 0.9386588 52.6791772)",,,,
"[375803344, 375803345, 375803346, 375803343]",Washbridge,residential,20 mph,False,True,60.482,"LINESTRING (0.9384246 52.680512, 0.9383608 52.6805372, 0.9382218 52.6805522, 0.9380758 52.6805606, 0.9378191 52.6805658, 0.9377247 52.6805668, 0.937674 52.6805673, 0.9375428 52.6805687)",,,,
122552988,Quebec Street,unclassified,30 mph,False,False,51.477,"LINESTRING (0.940001 52.6819401, 0.9399854 52.6820005, 0.9399548 52.6820792, 0.9399088 52.6821975, 0.9398874 52.6822401, 0.939839 52.6823668, 0.9398563 52.6823893)",,,,
"[728796925, 728796926]",Ruthen Place,unclassified,30 mph,False,"[False, True]",33.423,"LINESTRING (0.940001 52.6819401, 0.9403983 52.6819801, 0.9404274 52.6819834, 0.9404898 52.6819904)",,,,
55689076,Market Place,tertiary,30 mph,True,False,16.51,"LINESTRING (0.9407388 52.6824706, 0.9406133 52.6823431)",1,,,
55689082,Market Place,tertiary,30 mph,False,False,11.793,"LINESTRING (0.9407388 52.6824706, 0.9407788 52.6824854, 0.9408243 52.6824889, 0.9409064 52.6824862)",,,,
32526999,Theatre Street,tertiary,30 mph,False,False,10.338999999999999,"LINESTRING (0.9409064 52.6824862, 0.9409149 52.6825232, 0.9409369 52.6825772)",,,,
32527154,Wellington Road,tertiary,30 mph,False,False,106.18700000000001,"LINESTRING (0.9409064 52.6824862, 0.9415443 52.6823818, 0.941667 52.6823783, 0.9418766 52.6823723, 0.9424583 52.6823644)",,,,
55689082,Market Place,tertiary,30 mph,False,True,11.793,"LINESTRING (0.9409064 52.6824862, 0.9408243 52.6824889, 0.9407788 52.6824854, 0.9407388 52.6824706)",,,,
4099320,Market Place,tertiary,30 mph,True,False,12.457,"LINESTRING (0.9402315 52.6823986, 0.9404094 52.6824289)",2,circular,,
"[4252356, 243778901, 243778902, 243778903, 243778904, 243778906, 243778908]",High Street,tertiary,30 mph,True,False,210.558,"LINESTRING (0.9411993 52.6784471, 0.9411485 52.6786199, 0.9411301 52.6787018, 0.9411271 52.678715, 0.9411145 52.6788713, 0.9411111 52.6789094, 0.9411226 52.6790053, 0.941137 52.6790469, 0.941142 52.6791026, 0.9411641 52.6793505, 0.941166 52.6793877, 0.941168 52.6794445, 0.9411685 52.6795938, 0.9411689 52.6796986, 0.9411697 52.6798986, 0.9411698 52.6799489, 0.9411707 52.6799929, 0.9411558 52.6803351)",,,,
55895710,London Road,tertiary,30 mph,False,True,117.436,"LINESTRING (0.9411993 52.6784471, 0.9412558 52.6783797, 0.9415108 52.6781691, 0.9420735 52.67773, 0.9422405 52.677602)",,,,
58534851,Baxter Row,tertiary,30 mph,False,True,90.106,"LINESTRING (0.9411993 52.6784471, 0.9411208 52.6784071, 0.9410665 52.678368, 0.9410232 52.678279, 0.9410061 52.6781302, 0.940954 52.6776762)",,,,
"[374728394, 4349463]",Market Place,tertiary,30 mph,False,"[False, True]",57.419999999999995,"LINESTRING (0.9408719 52.6809962, 0.9408885 52.6810179, 0.9408979 52.681065, 0.9408891 52.6811172, 0.9408591 52.6811981, 0.940823 52.6812956, 0.9407845 52.6813978, 0.9407367 52.6814986)",,,,
30972463,Church Street,residential,30 mph,True,False,61.464,"LINESTRING (0.9408719 52.6809962, 0.9408485 52.6809854, 0.9408039 52.6809762, 0.9407177 52.6809709, 0.940647 52.6809677, 0.9405178 52.6809648, 0.940288 52.6809542, 0.9399708 52.6809411)",,,,
4374280,Norwich Street,tertiary,30 mph,True,False,189.67799999999997,"LINESTRING (0.9411558 52.6803351, 0.9415949 52.6803303, 0.9420481 52.6803183, 0.9420999 52.6803174, 0.9423139 52.6803148, 0.9425406 52.680316, 0.9428568 52.6803208, 0.9431339 52.680323, 0.9433349 52.6803246, 0.9437837 52.6803126, 0.9439683 52.6803112)",,,,
"[243778905, 243778907, 243778908]",High Street,tertiary,30 mph,True,False,79.018,"LINESTRING (0.9411558 52.6803351, 0.9411512 52.6804234, 0.9411305 52.6806589, 0.9411042 52.6807467, 0.9410903 52.680783, 0.9410683 52.6808364, 0.9410434 52.6808891, 0.9410034 52.6809241, 0.9409324 52.6809631, 0.9408719 52.6809962)",,,,
26745075,Quebec Road,secondary,30 mph,True,False,38.098,"LINESTRING (0.9397393 52.6830252, 0.9397865 52.6828951, 0.9397998 52.68279, 0.9398106 52.6826862)",,,B1146,
242948449,Quebec Road,secondary,30 mph,False,False,74.267,"LINESTRING (0.9397393 52.6830252, 0.9397215 52.6831247, 0.9396205 52.6836892)",,,B1146,
55689080,Quebec Road,secondary_link,30 mph,True,False,18.229,"LINESTRING (0.9399699 52.6824359, 0.9400629 52.6824161, 0.94013 52.6824041, 0.9402315 52.6823986)",,,B1146,
728796923,Quebec Road,secondary,30 mph,False,False,29.981,"LINESTRING (0.9399699 52.6824359, 0.9399232 52.6824812, 0.9398677 52.6825946, 0.9398106 52.6826862)",,,B1146,
30974051,Swaffham Road,secondary,30 mph,False,False,18.535,"LINESTRING (0.9398106 52.6826862, 0.9397211 52.6827499, 0.9396057 52.6827946)",,,B1146,
728796923,Quebec Road,secondary,30 mph,False,True,29.981,"LINESTRING (0.9398106 52.6826862, 0.9398677 52.6825946, 0.9399232 52.6824812, 0.9399699 52.6824359)",,,B1146,
156492358,Market Place,tertiary,30 mph,True,False,25.209000000000003,"LINESTRING (0.9405014 52.6822158, 0.9404921 52.682177, 0.9404784 52.6821304, 0.9404898 52.6819904)",1,,,
320296508,Market Place,tertiary,30 mph,True,False,14.258000000000001,"LINESTRING (0.9405014 52.6822158, 0.9404237 52.6822028, 0.9403652 52.6821988, 0.9402964 52.6822117)",1,circular,,
156492360,Market Place,tertiary,30 mph,True,False,16.063,"LINESTRING (0.9406133 52.6823431, 0.9405788 52.6822981, 0.9405336 52.6822458, 0.9405014 52.6822158)",2,circular,,
30974051,Swaffham Road,secondary,30 mph,False,False,25.616,"LINESTRING (0.9359667 52.6828892, 0.9357785 52.6828916, 0.935587 52.6828855)",,,B1146,
30974051,Swaffham Road,secondary,30 mph,False,True,52.958,"LINESTRING (0.9359667 52.6828892, 0.9361508 52.6828832, 0.9367512 52.6828638)",,,B1146,
32526592,Old Becclesgate,residential,30 mph,False,False,61.840999999999994,"LINESTRING (0.9359667 52.6828892, 0.9359734 52.6827856, 0.9361747 52.6823499)",,,,
32526331,Sandy Lane,unclassified,30 mph,False,False,21.289,"LINESTRING (0.935587 52.6828855, 0.9355468 52.6830754)",,,,
30974051,Swaffham Road,secondary,30 mph,False,False,97.938,"LINESTRING (0.935587 52.6828855, 0.9352763 52.6828612, 0.9350783 52.6828423, 0.9348424 52.6828082, 0.934612 52.6827671, 0.9343666 52.6827095, 0.9341947 52.6826559)",,,B1146,
30974051,Swaffham Road,secondary,30 mph,False,True,25.616,"LINESTRING (0.935587 52.6828855, 0.9357785 52.6828916, 0.9359667 52.6828892)",,,B1146,
32526592,Old Becclesgate,residential,30 mph,False,True,69.064,"LINESTRING (0.9365676 52.6817774, 0.9364303 52.6819711, 0.9363014 52.6821262, 0.9362342 52.6822348, 0.9361956 52.6823095, 0.9361747 52.6823499)",,,,
156492354,Market Place,tertiary,30 mph,True,False,22.774,"LINESTRING (0.9404094 52.6824289, 0.9406309 52.6824656, 0.9407388 52.6824706)",1,,,
156492357,Market Place,tertiary,30 mph,True,False,18.768,"LINESTRING (0.9404094 52.6824289, 0.9405277 52.6824159, 0.9405886 52.6823938, 0.9406133 52.6823431)",1,circular,,
32549846,Becclesgate,residential,30 mph,False,False,145.08599999999998,"LINESTRING (0.9377137 52.6817448, 0.9377293 52.6817809, 0.937732 52.6818388, 0.9377019 52.6819945, 0.9376141 52.682116, 0.9374906 52.6822777, 0.9372016 52.6824866, 0.9368245 52.6827601, 0.9367512 52.6828638)",,,,
30974051,Swaffham Road,secondary,30 mph,False,False,52.958,"LINESTRING (0.9367512 52.6828638, 0.9361508 52.6828832, 0.9359667 52.6828892)",,,B1146,
30974051,Swaffham Road,secondary,30 mph,False,True,192.92100000000002,"LINESTRING (0.9367512 52.6828638, 0.9372929 52.6828563, 0.9384022 52.6828426, 0.9391317 52.6828312, 0.9393802 52.6828275, 0.9395132 52.6828117, 0.9396057 52.6827946)",,,B1146,
32549846,Becclesgate,residential,30 mph,False,True,145.08599999999998,"LINESTRING (0.9367512 52.6828638, 0.9368245 52.6827601, 0.9372016 52.6824866, 0.9374906 52.6822777, 0.9376141 52.682116, 0.9377019 52.6819945, 0.937732 52.6818388, 0.9377293 52.6817809, 0.9377137 52.6817448)",,,,
32526331,Sandy Lane,unclassified,30 mph,False,True,26.570999999999998,"LINESTRING (0.9353029 52.6838236, 0.9353228 52.6836863, 0.9353398 52.6835857)",,,,
32573110,Saint Hilda Road,residential,30 mph,False,True,197.42299999999997,"LINESTRING (0.9353029 52.6838236, 0.9350511 52.6838237, 0.9345661 52.683822, 0.9341666 52.6837816, 0.9338865 52.6837709, 0.9336007 52.6837882, 0.933453 52.6838135, 0.9333192 52.683882, 0.9332519 52.6839482, 0.9332331 52.6840315, 0.9331604 52.6844069)",,,,
32674780,Elvin Road,residential,30 mph,False,True,284.39300000000003,"LINESTRING (0.9396205 52.6836892, 0.9385521 52.6836153, 0.9376221 52.6835383, 0.9373178 52.6835031, 0.9369962 52.6834343, 0.9357515 52.6831488, 0.9355351 52.6831153)",,,,
242948449,Quebec Road,secondary,30 mph,False,True,74.267,"LINESTRING (0.9396205 52.6836892, 0.9397215 52.6831247, 0.9397393 52.6830252)",,,B1146,
32526331,Sandy Lane,unclassified,30 mph,False,True,4.506,"LINESTRING (0.9355351 52.6831153, 0.9355468 52.6830754)",,,,
32526331,Sandy Lane,unclassified,30 mph,False,False,53.93899999999999,"LINESTRING (0.9355351 52.6831153, 0.9354711 52.6832749, 0.9353914 52.6834635, 0.9353398 52.6835857)",,,,
32674780,Elvin Road,residential,30 mph,False,False,284.39300000000003,"LINESTRING (0.9355351 52.6831153, 0.9357515 52.6831488, 0.9369962 52.6834343, 0.9373178 52.6835031, 0.9376221 52.6835383, 0.9385521 52.6836153, 0.9396205 52.6836892)",,,,
32706321,Saint Hilda Close,residential,30 mph,False,False,115.215,"LINESTRING (0.9331604 52.6844069, 0.9348627 52.6845002)",,,,
32573110,Saint Hilda Road,residential,30 mph,False,False,197.423,"LINESTRING (0.9331604 52.6844069, 0.9332331 52.6840315, 0.9332519 52.6839482, 0.9333192 52.683882, 0.933453 52.6838135, 0.9336007 52.6837882, 0.9338865 52.6837709, 0.9341666 52.6837816, 0.9345661 52.683822, 0.9350511 52.6838237, 0.9353029 52.6838236)",,,,
32526999,Theatre Street,tertiary,30 mph,False,True,10.338999999999999,"LINESTRING (0.9409369 52.6825772, 0.9409149 52.6825232, 0.9409064 52.6824862)",,,,
158454561,Theatre Street,tertiary,30 mph,True,False,127.812,"LINESTRING (0.9409369 52.6825772, 0.9411108 52.6826916, 0.9421909 52.6834393)",,,,
32892252,Becclesgate,residential,30 mph,False,False,73.32900000000001,"LINESTRING (0.9367012 52.681822, 0.9367108 52.6819392, 0.9366953 52.6820021, 0.936661 52.6820542, 0.9366009 52.6821166, 0.9365151 52.682179, 0.9363439 52.6822798, 0.9361747 52.6823499)",,,,
32526592,Old Becclesgate,residential,30 mph,False,False,69.06400000000001,"LINESTRING (0.9361747 52.6823499, 0.9361956 52.6823095, 0.9362342 52.6822348, 0.9363014 52.6821262, 0.9364303 52.6819711, 0.9365676 52.6817774)",,,,
32526592,Old Becclesgate,residential,30 mph,False,True,61.840999999999994,"LINESTRING (0.9361747 52.6823499, 0.9359734 52.6827856, 0.9359667 52.6828892)",,,,
32892252,Becclesgate,residential,30 mph,False,True,73.32900000000001,"LINESTRING (0.9361747 52.6823499, 0.9363439 52.6822798, 0.9365151 52.682179, 0.9366009 52.6821166, 0.936661 52.6820542, 0.9366953 52.6820021, 0.9367108 52.6819392, 0.9367012 52.681822)",,,,
32706321,Saint Hilda Close,residential,30 mph,False,False,6.625,"LINESTRING (0.9348627 52.6845002, 0.9348532 52.6845595)",,,,
32706321,Saint Hilda Close,residential,30 mph,False,True,115.215,"LINESTRING (0.9348627 52.6845002, 0.9331604 52.6844069)",,,,
375803337,Saint Hilda Close,residential,30 mph,False,False,6.747,"LINESTRING (0.9348627 52.6845002, 0.9348723 52.6844398)",,,,
33142259,Dairy Crescent,residential,30 mph,False,False,12.018,"LINESTRING (0.9360553 52.6836747, 0.9360989 52.6835699)",,,,
156492342,Dairy Crescent,residential,30 mph,False,False,11.781,"LINESTRING (0.9360553 52.6836747, 0.9360411 52.6837803)",,,,
33142259,Dairy Crescent,residential,30 mph,False,True,49.239000000000004,"LINESTRING (0.9360553 52.6836747, 0.9357432 52.683633, 0.9353398 52.6835857)",,,,
32526331,Sandy Lane,unclassified,30 mph,False,False,26.570999999999998,"LINESTRING (0.9353398 52.6835857, 0.9353228 52.6836863, 0.9353029 52.6838236)",,,,
32526331,Sandy Lane,unclassified,30 mph,False,True,53.93899999999999,"LINESTRING (0.9353398 52.6835857, 0.9353914 52.6834635, 0.9354711 52.6832749, 0.9355351 52.6831153)",,,,
33142259,Dairy Crescent,residential,30 mph,False,False,49.239000000000004,"LINESTRING (0.9353398 52.6835857, 0.9357432 52.683633, 0.9360553 52.6836747)",,,,
33142536,Riverside Close,residential,30 mph,False,False,12.572,"LINESTRING (0.935664 52.6816316, 0.9355616 52.6817261)",,,,
"[380636617, 116200594, 30974051, 223604919]","['Swaffham Road', 'Dereham Road']",secondary,"['40 mph', '30 mph']",False,False,146.03199999999998,"LINESTRING (0.9341947 52.6826559, 0.9340463 52.6826081, 0.9339474 52.6825687, 0.9338665 52.682534, 0.9338222 52.6825129, 0.9337531 52.6824799, 0.9334483 52.6823202, 0.9330203 52.6820577, 0.9325766 52.681791)",,,B1146,yes
30974051,Swaffham Road,secondary,30 mph,False,True,97.938,"LINESTRING (0.9341947 52.6826559, 0.9343666 52.6827095, 0.934612 52.6827671, 0.9348424 52.6828082, 0.9350783 52.6828423, 0.9352763 52.6828612, 0.935587 52.6828855)",,,B1146,
"[33142536, 233086945]",Riverside Close,residential,30 mph,False,True,138.621,"LINESTRING (0.9341947 52.6826559, 0.9345088 52.6824428, 0.9346461 52.6823464, 0.9349844 52.6821337, 0.9352823 52.6819464, 0.9353061 52.6819277, 0.9355616 52.6817261)",,,,
33142536,Riverside Close,residential,30 mph,False,True,12.572,"LINESTRING (0.9355616 52.6817261, 0.935664 52.6816316)",,,,
233086944,Riverside Close,residential,30 mph,False,True,12.129,"LINESTRING (0.9355616 52.6817261, 0.9357123 52.6817857)",,,,
"[33142536, 233086945]",Riverside Close,residential,30 mph,False,False,138.62099999999998,"LINESTRING (0.9355616 52.6817261, 0.9353061 52.6819277, 0.9352823 52.6819464, 0.9349844 52.6821337, 0.9346461 52.6823464, 0.9345088 52.6824428, 0.9341947 52.6826559)",,,,
233086944,Riverside Close,residential,30 mph,False,False,12.129,"LINESTRING (0.9357123 52.6817857, 0.9355616 52.6817261)",,,,
33144410,Dereham Road,residential,30 mph,False,False,61.43299999999999,"LINESTRING (0.9343806 52.6823391, 0.9342981 52.6822531, 0.9340993 52.682092, 0.9339021 52.6819959, 0.93377 52.6819387)",,,,
33144410,Dereham Road,residential,30 mph,False,False,24.812,"LINESTRING (0.9327662 52.6816795, 0.9324492 52.6815661)",,,,
33144422,Dereham Road,residential,30 mph,False,False,17.807,"LINESTRING (0.9327662 52.6816795, 0.9325766 52.681791)",,,,
33144410,Dereham Road,residential,30 mph,False,True,73.841,"LINESTRING (0.9327662 52.6816795, 0.9328499 52.6817047, 0.9331671 52.68176, 0.9334998 52.6818477, 0.93377 52.6819387)",,,,
33144410,Dereham Road,residential,30 mph,False,False,18.79,"LINESTRING (0.9324492 52.6815661, 0.9322178 52.6814719)",,,,
33144410,Dereham Road,residential,30 mph,False,True,24.812,"LINESTRING (0.9324492 52.6815661, 0.9327662 52.6816795)",,,,
33144472,Dereham Road,residential,30 mph,False,True,105.011,"LINESTRING (0.9324492 52.6815661, 0.932742 52.6815895, 0.9329792 52.6816153, 0.9333227 52.6816771, 0.9335615 52.6817519, 0.9336887 52.6818083, 0.9337488 52.6818604, 0.9337707 52.6819128, 0.93377 52.6819387)",,,,
33144422,Dereham Road,residential,30 mph,False,True,17.807,"LINESTRING (0.9325766 52.681791, 0.9327662 52.6816795)",,,,
223604919,Dereham Road,secondary,40 mph,False,False,59.928,"LINESTRING (0.9325766 52.681791, 0.9322499 52.6816041, 0.9320303 52.6814691, 0.9319417 52.6814139)",,,B1146,
"[380636617, 116200594, 30974051, 223604919]","['Swaffham Road', 'Dereham Road']",secondary,"['40 mph', '30 mph']",False,True,146.032,"LINESTRING (0.9325766 52.681791, 0.9330203 52.6820577, 0.9334483 52.6823202, 0.9337531 52.6824799, 0.9338222 52.6825129, 0.9338665 52.682534, 0.9339474 52.6825687, 0.9340463 52.6826081, 0.9341947 52.6826559)",,,B1146,yes
33144410,Dereham Road,residential,30 mph,False,False,73.841,"LINESTRING (0.93377 52.6819387, 0.9334998 52.6818477, 0.9331671 52.68176, 0.9328499 52.6817047, 0.9327662 52.6816795)",,,,
33144410,Dereham Road,residential,30 mph,False,True,61.433,"LINESTRING (0.93377 52.6819387, 0.9339021 52.6819959, 0.9340993 52.682092, 0.9342981 52.6822531, 0.9343806 52.6823391)",,,,
33144472,Dereham Road,residential,30 mph,False,False,105.011,"LINESTRING (0.93377 52.6819387, 0.9337707 52.6819128, 0.9337488 52.6818604, 0.9336887 52.6818083, 0.9335615 52.6817519, 0.9333227 52.6816771, 0.9329792 52.6816153, 0.932742 52.6815895, 0.9324492 52.6815661)",,,,
33149355,Swaffham Road,residential,30 mph,False,False,41.595,"LINESTRING (0.9350021 52.6829051, 0.9351136 52.6829525, 0.9353036 52.6830182, 0.9354326 52.6830569, 0.9355468 52.6830754)",,,,
32526331,Sandy Lane,unclassified,30 mph,False,False,4.506,"LINESTRING (0.9355468 52.6830754, 0.9355351 52.6831153)",,,,
32526331,Sandy Lane,unclassified,30 mph,False,True,21.289,"LINESTRING (0.9355468 52.6830754, 0.935587 52.6828855)",,,,
33149355,Swaffham Road,residential,30 mph,False,True,41.595,"LINESTRING (0.9355468 52.6830754, 0.9354326 52.6830569, 0.9353036 52.6830182, 0.9351136 52.6829525, 0.9350021 52.6829051)",,,,
33515577,Howard Crescent,residential,30 mph,False,False,29.718,"LINESTRING (0.9414207 52.6768118, 0.9412034 52.6768158, 0.9409802 52.6768215)",,,,
33515577,Howard Crescent,residential,30 mph,False,True,29.718,"LINESTRING (0.9409802 52.6768215, 0.9412034 52.6768158, 0.9414207 52.6768118)",,,,
112825321,Baxter Row,residential,30 mph,False,False,95.14,"LINESTRING (0.9409802 52.6768215, 0.9409477 52.6772121, 0.9409373 52.6773375, 0.9409376 52.6774853, 0.940954 52.6776762)",,,,
33515609,Courtenay Close,residential,30 mph,False,True,7.503,"LINESTRING (0.9405343 52.6781319, 0.940423 52.6781319)",,,,
33515609,Courtenay Close,residential,30 mph,False,False,56.269999999999996,"LINESTRING (0.939615 52.6780461, 0.9398108 52.6781006, 0.9399667 52.6781292, 0.9403212 52.6781319, 0.940423 52.6781319)",,,,
366782896,Littlefields,residential,30 mph,False,False,41.951,"LINESTRING (0.939615 52.6780461, 0.9397373 52.6778874, 0.9398028 52.677753, 0.9398634 52.6777031)",,,,
"[366782896, 58534850]",Littlefields,residential,30 mph,False,True,141.642,"LINESTRING (0.939615 52.6780461, 0.9393493 52.6783547, 0.9391012 52.678638, 0.9387865 52.6789591, 0.9387488 52.6790234, 0.9386588 52.6791772)",,,,
33524690,Littlefields,residential,30 mph,False,False,140.774,"LINESTRING (0.9399267 52.6774034, 0.9400324 52.6771217, 0.9400552 52.6769861, 0.9400434 52.6768085, 0.9399986 52.6766357, 0.9399707 52.6763989, 0.939969 52.6763846, 0.9399604 52.6762828, 0.9399585 52.6762603, 0.9399577 52.676251, 0.939949 52.6761485)",1,,,
33524690,Littlefields,residential,30 mph,False,True,33.756,"LINESTRING (0.9399267 52.6774034, 0.939887 52.6775129, 0.9398684 52.6775643, 0.9398634 52.6777031)",1,,,
113814532,The Home Close,residential,30 mph,False,False,58.803999999999995,"LINESTRING (0.9399267 52.6774034, 0.9398784 52.6773962, 0.9395355 52.6773402, 0.9393597 52.6773334, 0.9392509 52.6773672, 0.9391644 52.6774552)",,,,
33515692,The Grove,residential,30 mph,False,True,93.343,"LINESTRING (0.939949 52.6761485, 0.9396046 52.6761481, 0.9393423 52.6761538, 0.9385648 52.6761624)",,,,
33524690,Littlefields,residential,30 mph,False,True,140.774,"LINESTRING (0.939949 52.6761485, 0.9399577 52.676251, 0.9399585 52.6762603, 0.9399604 52.6762828, 0.939969 52.6763846, 0.9399707 52.6763989, 0.9399986 52.6766357, 0.9400434 52.6768085, 0.9400552 52.6769861, 0.9400324 52.6771217, 0.9399267 52.6774034)",1,,,
33515639,Sardis Way,residential,30 mph,False,True,15.559,"LINESTRING (0.9372523 52.6757984, 0.9370222 52.6758091)",,,,
33515639,Sardis Way,residential,30 mph,False,False,32.884,"LINESTRING (0.9372523 52.6757984, 0.9376871 52.6757814, 0.937738 52.6757748)",,,,
233085903,Sardis Way,residential,30 mph,False,False,9.376999999999999,"LINESTRING (0.9372523 52.6757984, 0.9372507 52.675761, 0.9372486 52.6757141)",,,,
120539637,Carlton Close,residential,30 mph,False,True,75.933,"LINESTRING (0.9382311 52.6775649, 0.9383061 52.6773764, 0.938383 52.6771831, 0.9384211 52.6769912, 0.9384952 52.6769054)",,,,
33515641,Carlton Close,residential,30 mph,False,False,50.66799999999999,"LINESTRING (0.9377986 52.6768378, 0.937833 52.6768847, 0.9379531 52.6769003, 0.9381763 52.6769159, 0.9383651 52.6769107, 0.9384952 52.6769054)",,,,
120539637,Carlton Close,residential,30 mph,False,True,12.006,"LINESTRING (0.9384952 52.6769054, 0.9385018 52.6767975)",,,,
33515641,Carlton Close,residential,30 mph,False,True,50.668,"LINESTRING (0.9384952 52.6769054, 0.9383651 52.6769107, 0.9381763 52.6769159, 0.9379531 52.6769003, 0.937833 52.6768847, 0.9377986 52.6768378)",,,,
