osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,tunnel,junction,access
"[1019487240, 175048155, 1019487239]",False,2,Radlett Road,tertiary,30 mph,True,136.23499999999999,"LINESTRING (-0.3905983 51.6588389, -0.3910536 51.6587742, -0.3912084 51.6587507, -0.3913042 51.6587491, -0.3913739 51.6587762, -0.3914464 51.65884, -0.3916556 51.65911, -0.391797 51.6591806, -0.3919522 51.6591998, -0.3921672 51.6591656)",,,,,
144831328,False,,Queens Road,residential,20 mph,False,53.248000000000005,"LINESTRING (-0.3921672 51.6591656, -0.3921511 51.6589082, -0.3921863 51.658688)",,,,,
"[1019487240, 175048155, 1019487239]",False,2,Radlett Road,tertiary,30 mph,False,136.235,"LINESTRING (-0.3921672 51.6591656, -0.3919522 51.6591998, -0.391797 51.6591806, -0.3916556 51.65911, -0.3914464 51.65884, -0.3913739 51.6587762, -0.3913042 51.6587491, -0.3912084 51.6587507, -0.3910536 51.6587742, -0.3905983 51.6588389)",,,,,
225922139,False,2,Clarendon Road,tertiary,20 mph,True,130.72299999999998,"LINESTRING (-0.396976 51.6579012, -0.3969759 51.6579171, -0.3969741 51.6581944, -0.3969721 51.6587722, -0.3969719 51.6588462, -0.3969717 51.6588865, -0.396971 51.6589269, -0.3969683 51.6590768)",,,,,
533799143,False,2,Clarendon Road,tertiary,20 mph,False,28.043999999999997,"LINESTRING (-0.396976 51.6579012, -0.3970123 51.6577993, -0.3970307 51.6577705, -0.3971003 51.6576619)",,,,,
487852484,False,,Whippendell Road,tertiary,30 mph,True,19.928,"LINESTRING (-0.4019416 51.6554546, -0.4019998 51.6554095, -0.4020266 51.6554022, -0.4021792 51.6553609)",,,,,
487852486,False,,Marlborough Road,tertiary,30 mph,False,59.008,"LINESTRING (-0.4019416 51.6554546, -0.4017946 51.6555118, -0.4015912 51.6555454, -0.401121 51.6555247)",,,,,
487852487,False,,Cassio Road,primary,30 mph,False,116.831,"LINESTRING (-0.4019416 51.6554546, -0.4020471 51.6555652, -0.402332 51.655864, -0.4023469 51.6558782, -0.4024646 51.6559902, -0.4028556 51.6563384)",A4178,,,,
487908537,False,,Cassio Road,primary,30 mph,True,20.415,"LINESTRING (-0.4019416 51.6554546, -0.4018877 51.655365, -0.4018381 51.6552826)",A4178,,,,
"[752867001, 7914943]",False,,"['Addiscombe Road', 'Fearnley Street']",residential,20 mph,True,272.416,"LINESTRING (-0.4026295 51.654562, -0.4025272 51.6543953, -0.4023516 51.65414, -0.4020096 51.6536285, -0.4019003 51.6535306, -0.4016878 51.6533462, -0.4011576 51.6528862, -0.4006978 51.6525048, -0.4006729 51.6524545)",,,,,
"[864640968, 668885355]",True,,St. James Road,residential,30 mph,False,67.669,"LINESTRING (-0.3999134 51.6519856, -0.3999386 51.6518639, -0.3998759 51.6517803, -0.3994283 51.6515013)",,,,,
1241360024,True,2,Farraline Road,primary,30 mph,False,18.655,"LINESTRING (-0.3999134 51.6519856, -0.4000609 51.6519935, -0.4001135 51.6520068, -0.400168 51.6520294)",A4145,,,,
7915089,False,,St. James Road,residential,30 mph,False,78.895,"LINESTRING (-0.3994283 51.6515013, -0.3986482 51.6509825)",,,,,
7915089,False,,St. James Road,residential,30 mph,True,78.895,"LINESTRING (-0.3986482 51.6509825, -0.3994283 51.6515013)",,,,,
144336465,True,1,Wiggenhall Road,primary,30 mph,False,36.992,"LINESTRING (-0.3985667 51.6521529, -0.3982434 51.6518875)",A4178,,,,
7989171,True,2,Farraline Road,primary,30 mph,False,28.303,"LINESTRING (-0.3985667 51.6521529, -0.3985441 51.6520649, -0.398565 51.6519925, -0.398668 51.6519265)",A4145,,,,
207797237,True,2,Farraline Road,primary,30 mph,False,86.171,"LINESTRING (-0.398668 51.6519265, -0.3999134 51.6519856)",A4145,,,,
7989225,True,1,Merton Road,primary,30 mph,False,21.807,"LINESTRING (-0.3999052 51.6526755, -0.3998424 51.6527433, -0.3998229 51.652773, -0.3998473 51.6528575)",A4178,,,,
207797238,True,1,Merton Road,primary,30 mph,False,25.46,"LINESTRING (-0.3999052 51.6526755, -0.3997524 51.6526708, -0.3995468 51.6526296)",A4145,,,,
207797240,False,2,Merton Road,primary,30 mph,False,24.783,"LINESTRING (-0.3998473 51.6528575, -0.400043 51.6530444)",A4178,,,,
207797239,True,1,Merton Road,primary,30 mph,False,32.815,"LINESTRING (-0.3998473 51.6528575, -0.3997468 51.6527956, -0.3995468 51.6526296)",A4178,,,,
7989236,True,,Lady's Close,residential,20 mph,False,100.298,"LINESTRING (-0.3973855 51.6534337, -0.3971267 51.6532189, -0.3970461 51.6530861, -0.3969687 51.6529036, -0.3968585 51.6527045, -0.3968173 51.6526154)",,,,,
82805190,False,2,Vicarage Road,primary,30 mph,False,41.857000000000006,"LINESTRING (-0.3973855 51.6534337, -0.3970741 51.6535869, -0.3969742 51.6536274, -0.3969026 51.6536612)",A4145,,,,
82805190,False,2,Vicarage Road,primary,30 mph,True,150.911,"LINESTRING (-0.3973855 51.6534337, -0.398347 51.6530007, -0.3987709 51.6527978, -0.3989738 51.6526964, -0.3991173 51.6526069)",A4145,,,,
23276569,True,3,Exchange Road,primary,30 mph,False,209.20299999999997,"LINESTRING (-0.3922717 51.6528095, -0.3930334 51.6524027, -0.3934969 51.652211, -0.3937195 51.6521237, -0.3939861 51.6520672, -0.3941966 51.6520386, -0.3944238 51.6520352, -0.3946574 51.652059, -0.394891 51.6521064)",A411,,,,
52301428,True,3,Exchange Road,primary,30 mph,False,79.39,"LINESTRING (-0.3961867 51.6531022, -0.3969026 51.6536612)",A411,,,,
7989240,False,,Kings Close,residential,20 mph,False,50.497,"LINESTRING (-0.3968173 51.6526154, -0.3961424 51.6527912)",,,,,
7989236,True,,Lady's Close,residential,20 mph,False,179.728,"LINESTRING (-0.3968173 51.6526154, -0.3967347 51.6525356, -0.396528 51.6523361, -0.3963611 51.6522195, -0.3960045 51.6520459, -0.3956524 51.6519635, -0.395051 51.6519184, -0.3949798 51.6519278, -0.3949273 51.6519648, -0.394891 51.6521064)",,,,,
7989240,False,,Kings Close,residential,20 mph,True,50.497,"LINESTRING (-0.3961424 51.6527912, -0.3968173 51.6526154)",,,,,
7989247,False,,Smith Street,residential,20 mph,False,119.083,"LINESTRING (-0.3945737 51.6536254, -0.3935867 51.6527468)",,,,,
88693877,True,,King Street,unclassified,20 mph,False,52.793000000000006,"LINESTRING (-0.3945737 51.6536254, -0.3947791 51.6535113, -0.39523 51.653393)",,,,,
7989249,False,,Granville Road,residential,20 mph,False,77.594,"LINESTRING (-0.39523 51.653393, -0.3946609 51.6527911)",,,,,
864490603,True,,King Street,unclassified,20 mph,False,37.266,"LINESTRING (-0.39523 51.653393, -0.3957193 51.653251)",,,,,
7989247,False,,Smith Street,residential,20 mph,True,119.083,"LINESTRING (-0.3935867 51.6527468, -0.3945737 51.6536254)",,,,,
"[7989249, 145265046]",False,,"['The Crescent', 'Granville Road']",residential,20 mph,"[False, True]",137.487,"LINESTRING (-0.3935867 51.6527468, -0.3938748 51.652397, -0.3939953 51.6522925, -0.3940889 51.6522604, -0.3941559 51.6522732, -0.3946609 51.6527911)",,,,,
145265046,False,,The Crescent,residential,20 mph,True,90.22399999999999,"LINESTRING (-0.3935867 51.6527468, -0.3933952 51.6529578, -0.3931761 51.6530485, -0.3930945 51.6530588, -0.3930565 51.6530544, -0.3930004 51.6530479, -0.3929516 51.6530188, -0.3928283 51.6529246, -0.3926969 51.6528215)",,,,,
7989249,False,,Granville Road,residential,20 mph,True,77.594,"LINESTRING (-0.3946609 51.6527911, -0.39523 51.653393)",,,,,
"[7989249, 145265046]",False,,"['The Crescent', 'Granville Road']",residential,20 mph,"[False, True]",137.487,"LINESTRING (-0.3946609 51.6527911, -0.3941559 51.6522732, -0.3940889 51.6522604, -0.3939953 51.6522925, -0.3938748 51.652397, -0.3935867 51.6527468)",,,,,
"[28288816, 7989252]",True,,"['Church Street', 'George Street']",residential,20 mph,False,128.93900000000002,"LINESTRING (-0.3957193 51.653251, -0.3958478 51.6533465, -0.3961776 51.6536689, -0.3963838 51.6538705, -0.3964103 51.6539017, -0.3966591 51.6541893, -0.3966828 51.6542401)",,,,,
864490603,True,,King Street,unclassified,20 mph,False,36.66,"LINESTRING (-0.3957193 51.653251, -0.3958794 51.6531932, -0.396097 51.653149, -0.3961867 51.6531022)",,,,,
316508411,False,,St. Mary's Close,residential,20 mph,True,13.162,"LINESTRING (-0.3966828 51.6542401, -0.396852 51.6541854)",,,,,
"[102555686, 102555687, 28288816, 187422261, 187422263]",True,,"['Church Street', 'New Street']","['residential', 'unclassified']",20 mph,False,237.66399999999996,"LINESTRING (-0.3966828 51.6542401, -0.3966515 51.654305, -0.3963574 51.6546041, -0.3961881 51.6547517, -0.3961644 51.6547955, -0.396187 51.6548312, -0.3964424 51.6550806, -0.3965579 51.6551584, -0.3966447 51.6551128, -0.3970121 51.6549264, -0.3975678 51.6546559, -0.3977015 51.6546123, -0.3978142 51.6546224, -0.3979484 51.6546381)",,,yes,,
7989254,False,,Lower Derby Road,residential,20 mph,False,68.147,"LINESTRING (-0.3908162 51.6536938, -0.3905674 51.6542869)",,,,,
847570019,False,,Water Lane,tertiary,20 mph,False,17.679,"LINESTRING (-0.3908162 51.6536938, -0.391071 51.6536768)",,,,,
7989254,False,,Lower Derby Road,residential,20 mph,True,68.147,"LINESTRING (-0.3905674 51.6542869, -0.3908162 51.6536938)",,,,,
491327485,True,2,Exchange Road,primary,30 mph,False,25.586,"LINESTRING (-0.3988811 51.6554469, -0.3991177 51.6556241)",A411,,,,
487423428,True,1,Marlborough Road,tertiary,30 mph,False,32.367999999999995,"LINESTRING (-0.3988811 51.6554469, -0.3990562 51.6554508, -0.3993499 51.6554427)",,,,,
88853615,True,,Upton Road,residential,30 mph,False,20.93,"LINESTRING (-0.399928 51.6566128, -0.4000006 51.6566331, -0.4000785 51.6566549, -0.4002167 51.6566585)",,,,,
1241360023,True,2,Exchange Road,primary,30 mph,False,19.596,"LINESTRING (-0.399928 51.6566128, -0.3999083 51.6567062, -0.3998618 51.656783)",A411,,,,
751778114,False,2,Lower High Street,tertiary,30 mph,False,124.023,"LINESTRING (-0.3892966 51.6511172, -0.389626 51.6513318, -0.3899673 51.6515302, -0.3901264 51.6516352, -0.3904083 51.6518582, -0.3905285 51.6519268)",,,,,
224148012,True,3,Beechen Grove,primary,30 mph,False,71.458,"LINESTRING (-0.3924099 51.655576, -0.3918971 51.6552453, -0.3916917 51.6551129)",A411,,,,
22561512,True,1,,tertiary_link,30 mph,False,61.215,"LINESTRING (-0.3916068 51.6534335, -0.3916933 51.6531635, -0.3916761 51.6530986, -0.3916596 51.6530365, -0.3915528 51.6529058)",,,,,
"[251996854, 52301430]",True,"['4', '3']",Beechen Grove,primary,30 mph,False,48.456,"LINESTRING (-0.3916068 51.6534335, -0.3918348 51.653146, -0.3918387 51.6531416, -0.3918799 51.6531065, -0.3919317 51.6530478)",A411,,,,
224148020,True,,Lower High Street,tertiary,30 mph,False,14.434999999999999,"LINESTRING (-0.3905285 51.6519268, -0.3905663 51.6519155, -0.3906205 51.6519138, -0.3906598 51.6519228, -0.3906918 51.6519395, -0.3907076 51.6519548)",,,,roundabout,
751778114,False,2,Lower High Street,tertiary,30 mph,True,124.023,"LINESTRING (-0.3905285 51.6519268, -0.3904083 51.6518582, -0.3901264 51.6516352, -0.3899673 51.6515302, -0.389626 51.6513318, -0.3892966 51.6511172)",,,,,
"[88696740, 22561535]",False,,Lower High Street,tertiary,30 mph,True,107.26599999999999,"LINESTRING (-0.3906926 51.6520348, -0.3908656 51.6522821, -0.391268 51.652655, -0.3914945 51.6528573)",,yes,,,
224148018,True,,Lower High Street,tertiary,30 mph,False,15.398,"LINESTRING (-0.3906926 51.6520348, -0.3906608 51.6520518, -0.390603 51.6520623, -0.3905615 51.6520586, -0.3905246 51.6520463, -0.3904993 51.6520294)",,,,roundabout,
22561536,True,,Lower High Street,tertiary,30 mph,False,12.757000000000001,"LINESTRING (-0.3904993 51.6520294, -0.3904822 51.6520057, -0.3904792 51.6519798, -0.3904832 51.6519669, -0.3905015 51.6519435, -0.3905285 51.6519268)",,,,roundabout,
22561537,False,,New Road,unclassified,30 mph,False,149.378,"LINESTRING (-0.3904993 51.6520294, -0.3904077 51.652072, -0.3903197 51.6521078, -0.3902509 51.6521605, -0.3902376 51.6522347, -0.3903212 51.65238, -0.3903903 51.6524611, -0.3906188 51.6526953, -0.3906488 51.6527698, -0.390628 51.6528458, -0.3905105 51.6528953, -0.3900429 51.6529821)",,,,,
224148020,True,,Lower High Street,tertiary,30 mph,False,9.421,"LINESTRING (-0.3907076 51.6519548, -0.3907191 51.6519798, -0.390719 51.651996, -0.3907071 51.6520209, -0.3906926 51.6520348)",,,,roundabout,
"[1010278026, 792848412, 239048022]",False,,"['Wellspring Way', 'Pump House Crescent']",residential,30 mph,"[False, True]",195.856,"LINESTRING (-0.3907076 51.6519548, -0.3907488 51.6519389, -0.3911573 51.6517811, -0.3915658 51.6515585, -0.3917416 51.6516767, -0.3921698 51.6519947, -0.3928261 51.651671)",,,,,
22561537,False,,New Road,unclassified,30 mph,True,149.378,"LINESTRING (-0.3900429 51.6529821, -0.3905105 51.6528953, -0.390628 51.6528458, -0.3906488 51.6527698, -0.3906188 51.6526953, -0.3903903 51.6524611, -0.3903212 51.65238, -0.3902376 51.6522347, -0.3902509 51.6521605, -0.3903197 51.6521078, -0.3904077 51.652072, -0.3904993 51.6520294)",,,,,
24274555,False,,Shaftesbury Road,residential,20 mph,True,144.622,"LINESTRING (-0.3897543 51.6569589, -0.3899445 51.6573771, -0.3900361 51.6575785, -0.3899826 51.6578931, -0.3899281 51.6582319)",,,,,
144831328,False,,Queens Road,residential,20 mph,True,17.825,"LINESTRING (-0.3924004 51.6582722, -0.3922909 51.6584174)",,,,,
24906010,True,,Loates Lane,residential,20 mph,False,53.428,"LINESTRING (-0.3924004 51.6582722, -0.3924628 51.6582803, -0.3925513 51.6582649, -0.3926762 51.65823, -0.3928065 51.6581691, -0.3930138 51.6580189)",,,,,
24274544,False,,Ebury Road,residential,20 mph,True,75.166,"LINESTRING (-0.3899281 51.6582319, -0.3900775 51.6583652, -0.3904996 51.6587419, -0.3905511 51.6587865)",,,,,
24274555,False,,Shaftesbury Road,residential,20 mph,False,144.622,"LINESTRING (-0.3899281 51.6582319, -0.3899826 51.6578931, -0.3900361 51.6575785, -0.3899445 51.6573771, -0.3897543 51.6569589)",,,,,
175048154,False,,Ebury Road,residential,20 mph,False,117.04,"LINESTRING (-0.3899281 51.6582319, -0.3896749 51.6579948, -0.3895475 51.6578755, -0.3893606 51.6576039, -0.3892258 51.6575337, -0.3890907 51.6574633, -0.3889937 51.6573699)",,,,,
175048154,False,,Ebury Road,residential,20 mph,True,117.04,"LINESTRING (-0.3889937 51.6573699, -0.3890907 51.6574633, -0.3892258 51.6575337, -0.3893606 51.6576039, -0.3895475 51.6578755, -0.3896749 51.6579948, -0.3899281 51.6582319)",,,,,
144831328,False,,Queens Road,residential,20 mph,False,30.942,"LINESTRING (-0.3921863 51.658688, -0.3922909 51.6584174)",,,,,
24906012,False,,Prince Street,residential,20 mph,False,118.013,"LINESTRING (-0.3921863 51.658688, -0.3931994 51.6588643, -0.3933547 51.6588913, -0.3938297 51.6589828)",,,,,
144831328,False,,Queens Road,residential,20 mph,True,53.248000000000005,"LINESTRING (-0.3921863 51.658688, -0.3921511 51.6589082, -0.3921672 51.6591656)",,,,,
"[102555688, 24906009]",True,,"['Lord Street', ""Queen's Road""]","['unclassified', 'residential']",20 mph,False,229.54,"LINESTRING (-0.3938958 51.6569019, -0.3935552 51.6568486, -0.3932615 51.6567965, -0.3931234 51.6567814, -0.3930335 51.6568329, -0.3927597 51.6574233, -0.3925182 51.6579316, -0.3924124 51.6581707, -0.3924004 51.6582722)",,,,,yes
56143043,False,,Duke Street,residential,20 mph,False,59.572,"LINESTRING (-0.3930138 51.6580189, -0.393765 51.6582832)",,,,,
24906010,True,,Loates Lane,residential,20 mph,False,77.149,"LINESTRING (-0.3930138 51.6580189, -0.3932288 51.6577149, -0.3935074 51.657397)",,,,,
24906011,True,,Loates Lane,unclassified,20 mph,False,52.636,"LINESTRING (-0.39444 51.6566144, -0.3942773 51.6566389, -0.3942163 51.656678, -0.3940729 51.6568224, -0.3939835 51.6568939, -0.3938958 51.6569019)",,,,,
"[884216416, 224148012]",True,3,Beechen Grove,primary,30 mph,False,182.522,"LINESTRING (-0.39444 51.6566144, -0.3941264 51.6563948, -0.3938785 51.6562543, -0.3934305 51.6560449, -0.3932844 51.6559848, -0.3931582 51.6559428, -0.392784 51.6557942, -0.3924099 51.655576)",A411,,,,
24906012,False,,Prince Street,residential,20 mph,True,118.013,"LINESTRING (-0.3938297 51.6589828, -0.3933547 51.6588913, -0.3931994 51.6588643, -0.3921863 51.658688)",,,,,
"[24906014, 46984727]",False,,"['Cross Street', 'Sutton Road']",residential,20 mph,True,197.86700000000002,"LINESTRING (-0.3952745 51.6587873, -0.3941574 51.6585911, -0.3942579 51.6584532, -0.3944407 51.6582425, -0.3949263 51.6576456)",,,,,
24906017,False,,Estcourt Road,residential,20 mph,False,38.328,"LINESTRING (-0.3952745 51.6587873, -0.3953637 51.6585822, -0.3954221 51.6585256, -0.3955008 51.6584826)",,,,,
24906017,False,,Estcourt Road,residential,20 mph,True,38.328,"LINESTRING (-0.3955008 51.6584826, -0.3954221 51.6585256, -0.3953637 51.6585822, -0.3952745 51.6587873)",,,,,
26557744,True,,Estcourt Road,residential,20 mph,False,128.518,"LINESTRING (-0.3955008 51.6584826, -0.3954736 51.6584174, -0.3954735 51.65835, -0.3955358 51.6581533, -0.3956031 51.6579743, -0.3956223 51.6579233, -0.395755 51.6575537, -0.3957548 51.6574438, -0.3957332 51.6573489)",,,,,
26557743,True,,Gartlet Road,residential,20 mph,False,135.112,"LINESTRING (-0.3969683 51.6590768, -0.3969027 51.6590768, -0.3963914 51.6590772, -0.3961953 51.6590586, -0.3961075 51.6590291, -0.3960279 51.6590023, -0.3958552 51.6588736, -0.395669 51.6586695, -0.3955717 51.6585614, -0.3955008 51.6584826)",,,,,
