osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,access
"[91413180, 121717773]",False,,Coulson Lane,residential,,False,134.64000000000001,"LINESTRING (0.6217954 52.4480867, 0.6217533 52.4480046, 0.6216963 52.447937, 0.6216019 52.4478723, 0.621354 52.4477078, 0.6213137 52.4476642, 0.6213046 52.4476163, 0.621346 52.4475429, 0.6215832 52.4473409, 0.6217106 52.4472503, 0.6218088 52.4471453, 0.6218633 52.4470787)",,,yes
91413180,False,,Coulson Lane,residential,,True,29.264,"LINESTRING (0.6217954 52.4480867, 0.6217966 52.4481722, 0.6217725 52.4482727, 0.6217455 52.448347)",,,yes
91413185,False,,Suffolk Court,residential,,True,34.733000000000004,"LINESTRING (0.6217954 52.4480867, 0.6221248 52.4481477, 0.6222929 52.4481438)",,,
"[91413180, 121717773]",False,,Coulson Lane,residential,,True,134.64,"LINESTRING (0.6218633 52.4470787, 0.6218088 52.4471453, 0.6217106 52.4472503, 0.6215832 52.4473409, 0.621346 52.4475429, 0.6213046 52.4476163, 0.6213137 52.4476642, 0.621354 52.4477078, 0.6216019 52.4478723, 0.6216963 52.447937, 0.6217533 52.4480046, 0.6217954 52.4480867)",,,yes
521060919,False,A1065,London Road,trunk,30 mph,False,131.66,"LINESTRING (0.6218633 52.4470787, 0.6215496 52.4469671, 0.6214015 52.4468994, 0.6210239 52.4466752, 0.6204284 52.446291)",2,,
521060919,False,A1065,London Road,trunk,30 mph,True,142.336,"LINESTRING (0.6218633 52.4470787, 0.6219063 52.4470942, 0.6221384 52.4471765, 0.6222516 52.4472167, 0.6229912 52.4474553, 0.6235372 52.4476288, 0.6236034 52.4476498, 0.6236353 52.4476589, 0.6237145 52.4476827)",2,,
91413185,False,,Suffolk Court,residential,,False,32.632,"LINESTRING (0.6227669 52.4481954, 0.6222929 52.4481438)",,,
91413185,False,,Suffolk Court,residential,,True,8.302,"LINESTRING (0.6227669 52.4481954, 0.6227494 52.4482693)",,,
179939659,False,,Suffolk Court,residential,,False,6.625,"LINESTRING (0.6227669 52.4481954, 0.6227816 52.4481365)",,,
"[820117631, 91423839]",True,,White Hart Lane,residential,,False,103.936,"LINESTRING (0.6250753 52.4490204, 0.6246757 52.4490493, 0.6242541 52.4490605, 0.6240031 52.4490621, 0.6238293 52.4490581, 0.623627 52.4490432, 0.6235469 52.4490381)",,,
188075984,False,,Lode Street,residential,,True,124.71300000000001,"LINESTRING (0.6250753 52.4490204, 0.6249939 52.4487296, 0.6249779 52.4486725, 0.6249572 52.4485982, 0.6249547 52.4485894, 0.6249462 52.4485251, 0.6249348 52.4484812, 0.624871 52.4482654, 0.6248499 52.4481908, 0.6248287 52.4481223, 0.6247928 52.4479815, 0.6247843 52.4479462, 0.6247814 52.4479137)",,,
126421294,False,A1065,High Street,trunk,30 mph,False,151.282,"LINESTRING (0.6235469 52.4490381, 0.6235468 52.4489387, 0.6235717 52.4486129, 0.6235812 52.4485388, 0.6235887 52.4484316, 0.6236428 52.4479986, 0.6236692 52.4478603, 0.6236765 52.4478143, 0.6237145 52.4476827)",2,,
"[53141665, 53141666, 103528898, 127169973]",False,A1065,High Street,trunk,30 mph,True,295.799,"LINESTRING (0.6235469 52.4490381, 0.6235431 52.4491231, 0.6235414 52.4492051, 0.6235407 52.4493316, 0.6235412 52.4494007, 0.6235402 52.4494981, 0.6235162 52.4498057, 0.6234802 52.4501091, 0.6234724 52.4501475, 0.6234689 52.450201, 0.6234327 52.4504221, 0.6233839 52.4506545, 0.6233557 52.450756, 0.6233183 52.4508908, 0.6232833 52.4509886, 0.6232626 52.4510281, 0.6231297 52.4513741, 0.6230116 52.4516681)",2,yes,
91413193,False,,The Orchard,residential,,True,37.319,"LINESTRING (0.6206839 52.4450231, 0.6206836 52.4449033, 0.6208151 52.4447693, 0.6207379 52.4447326)",,,
91413209,False,,The Orchard,residential,,False,81.717,"LINESTRING (0.6206839 52.4450231, 0.6203403 52.4450145, 0.6197617 52.4446252)",,,
91413209,False,,The Orchard,residential,,True,96.274,"LINESTRING (0.6206839 52.4450231, 0.620866 52.4450276, 0.6212952 52.4452369, 0.6216492 52.445008, 0.6215211 52.4449376)",,,
91413195,False,,Towlers Court,residential,,False,141.621,"LINESTRING (0.6218298 52.4457491, 0.6214668 52.4455638, 0.6213161 52.445584, 0.6210363 52.445786, 0.6209098 52.4458789, 0.6204665 52.4462584, 0.6204284 52.446291)",,,
91413198,False,,Bury Road,residential,,False,74.133,"LINESTRING (0.6238221 52.4460542, 0.6238961 52.4460633, 0.6240159 52.4460923, 0.6243228 52.4461664, 0.6245287 52.4462168, 0.624592 52.4462203, 0.6246449 52.4462105, 0.6247884 52.4461713, 0.6248487 52.4461644)",,,
4233463,False,B1106,Bury Road,secondary,30 mph,False,275.778,"LINESTRING (0.6248487 52.4461644, 0.6248176 52.4460878, 0.6247997 52.4460167, 0.6247851 52.4459232, 0.6247804 52.4458255, 0.6247874 52.4457679, 0.6248414 52.4456297, 0.6251704 52.4448909, 0.6252065 52.444815, 0.6255556 52.4440718, 0.625556 52.4440709, 0.6256956 52.4437632)",,,
4233463,False,B1106,Bury Road,secondary,30 mph,True,40.628,"LINESTRING (0.6248487 52.4461644, 0.6248632 52.4461941, 0.6249065 52.4463005, 0.6249922 52.4465191)",,,
91413198,False,,Bury Road,residential,,True,74.133,"LINESTRING (0.6248487 52.4461644, 0.6247884 52.4461713, 0.6246449 52.4462105, 0.624592 52.4462203, 0.6245287 52.4462168, 0.6243228 52.4461664, 0.6240159 52.4460923, 0.6238961 52.4460633, 0.6238221 52.4460542)",,,
91413204,False,,Elizabeth Road,residential,,False,219.51,"LINESTRING (0.6249429 52.4448101, 0.6225807 52.4440633, 0.6224431 52.4440499, 0.6221963 52.4442707)",,,
91413204,False,,Elizabeth Road,residential,,False,77.912,"LINESTRING (0.6221963 52.4442707, 0.6220233 52.4442079, 0.6220047 52.4442012, 0.6217229 52.444099, 0.6213115 52.4438339)",,,
91413204,False,,Elizabeth Road,residential,,True,219.51,"LINESTRING (0.6221963 52.4442707, 0.6224431 52.4440499, 0.6225807 52.4440633, 0.6249429 52.4448101)",,,
91413208,False,,Elizabeth Road,residential,,True,65.341,"LINESTRING (0.6221963 52.4442707, 0.6220703 52.4444913, 0.6221049 52.4445407, 0.622537 52.444685)",,,
42768947,False,,Rattlers Road,unclassified,30 mph,True,78.106,"LINESTRING (0.6213115 52.4438339, 0.620756 52.4441091, 0.6204172 52.4442769)",,,
91413204,False,,Elizabeth Road,residential,,True,77.912,"LINESTRING (0.6213115 52.4438339, 0.6217229 52.444099, 0.6220047 52.4442012, 0.6220233 52.4442079, 0.6221963 52.4442707)",,,
455780331,False,,Elizabeth Road,residential,,False,3.601,"LINESTRING (0.622537 52.444685, 0.6225137 52.4447141)",,,
455780331,False,,Elizabeth Road,residential,,True,3.92,"LINESTRING (0.622537 52.444685, 0.6225633 52.4446536)",,,
91413208,False,,Elizabeth Road,residential,,False,65.341,"LINESTRING (0.622537 52.444685, 0.6221049 52.4445407, 0.6220703 52.4444913, 0.6221963 52.4442707)",,,
42768947,False,,Rattlers Road,unclassified,30 mph,False,58.939,"LINESTRING (0.6197617 52.4446252, 0.6204172 52.4442769)",,,
42768947,False,,Rattlers Road,unclassified,30 mph,True,92.494,"LINESTRING (0.6197617 52.4446252, 0.6192529 52.4448748, 0.6188261 52.4450913, 0.6187059 52.4451522)",,,
91413209,False,,The Orchard,residential,,True,81.717,"LINESTRING (0.6197617 52.4446252, 0.6203403 52.4450145, 0.6206839 52.4450231)",,,
152301629,False,,Rowan Drive,residential,,True,53.6,"LINESTRING (0.6198145 52.4438701, 0.6190541 52.4437377)",,,
152301629,False,,Rowan Drive,residential,,False,60.949,"LINESTRING (0.6198145 52.4438701, 0.6200022 52.4439968, 0.6204172 52.4442769)",,,
152301629,False,,Rowan Drive,residential,,False,53.6,"LINESTRING (0.6190541 52.4437377, 0.6198145 52.4438701)",,,
456396455,False,,Rowan Drive,residential,,False,5.177,"LINESTRING (0.6190541 52.4437377, 0.6190142 52.4437774)",,,
42768947,False,,Rattlers Road,unclassified,30 mph,True,58.939,"LINESTRING (0.6204172 52.4442769, 0.6197617 52.4446252)",,,
42768947,False,,Rattlers Road,unclassified,30 mph,False,78.106,"LINESTRING (0.6204172 52.4442769, 0.620756 52.4441091, 0.6213115 52.4438339)",,,
152301629,False,,Rowan Drive,residential,,True,60.949,"LINESTRING (0.6204172 52.4442769, 0.6200022 52.4439968, 0.6198145 52.4438701)",,,
91413810,False,,Beavor Lane,residential,,False,44.709,"LINESTRING (0.6256508 52.4465232, 0.6254978 52.4465127, 0.6250745 52.4465172, 0.625047 52.4465179, 0.6249922 52.4465191)",,,
4233463,False,B1106,Bury Road,secondary,30 mph,False,40.628,"LINESTRING (0.6249922 52.4465191, 0.6249065 52.4463005, 0.6248632 52.4461941, 0.6248487 52.4461644)",,,
4233463,False,B1106,Bury Road,secondary,30 mph,True,66.16499999999999,"LINESTRING (0.6249922 52.4465191, 0.625004 52.4466383, 0.6250048 52.4467364, 0.6249884 52.4468192, 0.624924 52.4469491, 0.6248409 52.4470992)",,,
91413810,False,,Beavor Lane,residential,,True,44.709,"LINESTRING (0.6249922 52.4465191, 0.625047 52.4465179, 0.6250745 52.4465172, 0.6254978 52.4465127, 0.6256508 52.4465232)",,,
91413897,False,,Riverside Way,residential,,False,15.222,"LINESTRING (0.6248464 52.4520177, 0.6246333 52.4519744)",,,
91413925,False,,Riverside Way,residential,,True,29.903,"LINESTRING (0.6240284 52.4520196, 0.6242107 52.4522645)",,,
91413897,False,,Riverside Way,residential,,True,44.596000000000004,"LINESTRING (0.6240284 52.4520196, 0.6242449 52.4519364, 0.6243958 52.4519262, 0.6246333 52.4519744)",,,
"[103528905, 91413925]",False,,Riverside Way,residential,,False,84.17,"LINESTRING (0.6240284 52.4520196, 0.6239257 52.4518883, 0.6237544 52.4518026, 0.6236096 52.4517501, 0.6231969 52.4516994, 0.6231049 52.4516839, 0.6230544 52.4516753, 0.6230116 52.4516681)",,,
91413925,False,,Riverside Way,residential,,False,29.903,"LINESTRING (0.6242107 52.4522645, 0.6240284 52.4520196)",,,
91413900,False,,Riverside Way,residential,,True,60.037000000000006,"LINESTRING (0.6242107 52.4522645, 0.6238003 52.4525147, 0.623666 52.4526819)",,,
91413925,False,,Riverside Way,residential,,True,46.822,"LINESTRING (0.6242107 52.4522645, 0.6243048 52.4523228, 0.6244821 52.4523998, 0.6247999 52.4524718)",,,
91413925,False,,Riverside Way,residential,,False,46.822,"LINESTRING (0.6247999 52.4524718, 0.6244821 52.4523998, 0.6243048 52.4523228, 0.6242107 52.4522645)",,,
91413925,False,,Riverside Way,residential,,True,51.916,"LINESTRING (0.6247999 52.4524718, 0.6254585 52.4525767, 0.6255411 52.4525899)",,,
91413907,False,,,residential,,False,50.396,"LINESTRING (0.6220734 52.4526209, 0.6221323 52.4525464, 0.6222503 52.4525333, 0.622686 52.45256, 0.6227359 52.4525631)",,,
"[103528904, 3999535]",False,A1065,High Street,trunk,30 mph,False,101.33800000000001,"LINESTRING (0.6227359 52.4525631, 0.6227758 52.4523523, 0.6227906 52.452304, 0.623001 52.4517017, 0.6230116 52.4516681)",2,,
91413907,False,,,residential,,True,50.396,"LINESTRING (0.6227359 52.4525631, 0.622686 52.45256, 0.6222503 52.4525333, 0.6221323 52.4525464, 0.6220734 52.4526209)",,,
91413925,False,,Riverside Way,residential,,False,9.07,"LINESTRING (0.6258978 52.4522008, 0.6258325 52.452272)",,,
91413925,False,,Riverside Way,residential,,False,51.916,"LINESTRING (0.6255411 52.4525899, 0.6254585 52.4525767, 0.6247999 52.4524718)",,,
91413925,False,,Riverside Way,residential,,True,40.906,"LINESTRING (0.6255411 52.4525899, 0.6257761 52.4523833, 0.6258325 52.452272)",,,
127071291,False,B1107,Thetford Road,secondary,30 mph,True,33.195,"LINESTRING (0.6303005 52.4462802, 0.6307343 52.4461416)",2,,
127071291,False,B1107,Thetford Road,secondary,30 mph,False,105.24499999999999,"LINESTRING (0.6303005 52.4462802, 0.6295281 52.4465374, 0.6293819 52.44658, 0.6292838 52.4466103, 0.6289284 52.4467231)",2,,
5118037,True,B1106,George Street,secondary,30 mph,False,57.835,"LINESTRING (0.626732 52.4471949, 0.6266753 52.4471661, 0.6265931 52.4471552, 0.6263017 52.4471648, 0.6259669 52.4471769, 0.6258988 52.4471794)",,,
92053150,False,,Wellington Close,residential,,True,40.27199999999999,"LINESTRING (0.626732 52.4471949, 0.6268416 52.447144, 0.6269125 52.4471188, 0.6271716 52.4470267, 0.6271353 52.4469871)",,,
91413185,False,,Suffolk Court,residential,,True,32.632,"LINESTRING (0.6222929 52.4481438, 0.6227669 52.4481954)",,,
179939660,False,,Suffolk Court,residential,,False,8.999,"LINESTRING (0.6222929 52.4481438, 0.622316 52.4480641)",,,
91413185,False,,Suffolk Court,residential,,False,34.733000000000004,"LINESTRING (0.6222929 52.4481438, 0.6221248 52.4481477, 0.6217954 52.4480867)",,,
115640999,True,B1107,Thetford Road,secondary,30 mph,False,10.404,"LINESTRING (0.6246988 52.4477965, 0.624852 52.4478025)",,,
188075991,True,,Lode Street,residential,,False,14.252,"LINESTRING (0.6246988 52.4477965, 0.6247596 52.4478674, 0.6247814 52.4479137)",,,
5118037,True,B1106,George Street,secondary,30 mph,False,4.851,"LINESTRING (0.626781 52.4472267, 0.626732 52.4471949)",,,
115640999,True,B1107,Thetford Road,secondary,30 mph,False,35.06,"LINESTRING (0.6265836 52.4474856, 0.6267531 52.4474383, 0.6269832 52.447357, 0.6270323 52.4473311)",,,
115642191,True,B1106,George Street,secondary,30 mph,False,33.466,"LINESTRING (0.6265836 52.4474856, 0.6267115 52.4474064, 0.6267558 52.447359, 0.6267773 52.4473206, 0.6267893 52.4472674, 0.626781 52.4472267)",,,
126421294,False,A1065,High Street,trunk,30 mph,True,151.28199999999998,"LINESTRING (0.6237145 52.4476827, 0.6236765 52.4478143, 0.6236692 52.4478603, 0.6236428 52.4479986, 0.6235887 52.4484316, 0.6235812 52.4485388, 0.6235717 52.4486129, 0.6235468 52.4489387, 0.6235469 52.4490381)",2,,
126427406,False,B1107,Thetford Road,secondary,30 mph,True,63.839000000000006,"LINESTRING (0.6237145 52.4476827, 0.6237612 52.4476951, 0.6237935 52.4477024, 0.6238416 52.4477116, 0.6238957 52.4477193, 0.6243153 52.4477618, 0.6246364 52.4477934)",,,
521060919,False,A1065,London Road,trunk,30 mph,False,142.336,"LINESTRING (0.6237145 52.4476827, 0.6236353 52.4476589, 0.6236034 52.4476498, 0.6235372 52.4476288, 0.6229912 52.4474553, 0.6222516 52.4472167, 0.6221384 52.4471765, 0.6219063 52.4470942, 0.6218633 52.4470787)",2,,
179939660,False,,Suffolk Court,residential,,True,8.999,"LINESTRING (0.622316 52.4480641, 0.6222929 52.4481438)",,,
179939659,False,,Suffolk Court,residential,,True,6.625,"LINESTRING (0.6227816 52.4481365, 0.6227669 52.4481954)",,,
91413185,False,,Suffolk Court,residential,,False,8.302,"LINESTRING (0.6227494 52.4482693, 0.6227669 52.4481954)",,,
179939658,False,,Gentle Court,residential,,False,8.994,"LINESTRING (0.6224701 52.448493, 0.622435 52.448571)",,,
91413183,False,,Gentle Court,residential,,False,51.858000000000004,"LINESTRING (0.6224701 52.448493, 0.6222486 52.4484647, 0.6217455 52.448347)",,,
91413183,False,,Gentle Court,residential,,True,20.399,"LINESTRING (0.6224701 52.448493, 0.6226769 52.4485295, 0.6226521 52.4485795)",,,
179939658,False,,Gentle Court,residential,,True,8.994,"LINESTRING (0.622435 52.448571, 0.6224701 52.448493)",,,
91413183,False,,Gentle Court,residential,,False,20.399,"LINESTRING (0.6226521 52.4485795, 0.6226769 52.4485295, 0.6224701 52.448493)",,,
91413190,True,,Lode Street,residential,,False,13.446000000000002,"LINESTRING (0.6247814 52.4479137, 0.6247964 52.4478637, 0.62483 52.4478224, 0.624852 52.4478025)",,,
188075984,False,,Lode Street,residential,,False,124.713,"LINESTRING (0.6247814 52.4479137, 0.6247843 52.4479462, 0.6247928 52.4479815, 0.6248287 52.4481223, 0.6248499 52.4481908, 0.624871 52.4482654, 0.6249348 52.4484812, 0.6249462 52.4485251, 0.6249547 52.4485894, 0.6249572 52.4485982, 0.6249779 52.4486725, 0.6249939 52.4487296, 0.6250753 52.4490204)",,,
115640999,True,B1107,Thetford Road,secondary,30 mph,False,97.239,"LINESTRING (0.624852 52.4478025, 0.6249805 52.4478049, 0.6252576 52.447818, 0.6253256 52.4478203, 0.6253984 52.4478168, 0.6254891 52.4478022, 0.6259825 52.4476891, 0.6260153 52.447681, 0.6262201 52.4476161)",,,
455780331,False,,Elizabeth Road,residential,,True,3.601,"LINESTRING (0.6225137 52.4447141, 0.622537 52.444685)",,,
455780331,False,,Elizabeth Road,residential,,False,3.92,"LINESTRING (0.6225633 52.4446536, 0.622537 52.444685)",,,
91413209,False,,The Orchard,residential,,False,96.274,"LINESTRING (0.6215211 52.4449376, 0.6216492 52.445008, 0.6212952 52.4452369, 0.620866 52.4450276, 0.6206839 52.4450231)",,,
91413193,False,,The Orchard,residential,,False,37.318999999999996,"LINESTRING (0.6207379 52.4447326, 0.6208151 52.4447693, 0.6206836 52.4449033, 0.6206839 52.4450231)",,,
456396455,False,,Rowan Drive,residential,,True,5.177,"LINESTRING (0.6190142 52.4437774, 0.6190541 52.4437377)",,,
491913071,False,,Knappers Way,residential,,False,182.03400000000002,"LINESTRING (0.6282555 52.4451499, 0.6282763 52.4452097, 0.6284443 52.4455403, 0.6285028 52.4456496, 0.6286938 52.4460065, 0.6287107 52.446038, 0.6287675 52.4461394, 0.6287943 52.4462302, 0.6288157 52.4465261, 0.6288292 52.4465915, 0.6289027 52.446689, 0.6289284 52.4467231)",,,
5118037,True,B1106,George Street,secondary,30 mph,False,72.374,"LINESTRING (0.6258988 52.4471794, 0.6258191 52.4471754, 0.6256652 52.4471664, 0.6254759 52.4471467, 0.6252847 52.4471284, 0.6251594 52.4471265, 0.6250297 52.4471215, 0.624899 52.447108, 0.6248409 52.4470992)",,,
521461636,False,,,residential,,True,24.271,"LINESTRING (0.6258988 52.4471794, 0.625901 52.4472176, 0.6259167 52.4473974)",,,
521461636,False,,,residential,,False,24.271,"LINESTRING (0.6259167 52.4473974, 0.625901 52.4472176, 0.6258988 52.4471794)",,,
91413897,False,,Riverside Way,residential,,True,15.222,"LINESTRING (0.6246333 52.4519744, 0.6248464 52.4520177)",,,
551965280,False,,Riverside Way,residential,,True,5.234,"LINESTRING (0.6246333 52.4519744, 0.624657 52.4519296)",,,
91413897,False,,Riverside Way,residential,,False,44.596000000000004,"LINESTRING (0.6246333 52.4519744, 0.6243958 52.4519262, 0.6242449 52.4519364, 0.6240284 52.4520196)",,,
551965280,False,,Riverside Way,residential,,False,5.234,"LINESTRING (0.624657 52.4519296, 0.6246333 52.4519744)",,,
91413925,False,,Riverside Way,residential,,True,9.07,"LINESTRING (0.6258325 52.452272, 0.6258978 52.4522008)",,,
551965281,False,,Riverside Way,residential,,True,5.232,"LINESTRING (0.6258325 52.452272, 0.6257674 52.4522467)",,,
91413925,False,,Riverside Way,residential,,False,40.906,"LINESTRING (0.6258325 52.452272, 0.6257761 52.4523833, 0.6255411 52.4525899)",,,
551965281,False,,Riverside Way,residential,,False,5.232,"LINESTRING (0.6257674 52.4522467, 0.6258325 52.452272)",,,
551965283,False,,Riverside Way,residential,,True,5.053,"LINESTRING (0.623666 52.4526819, 0.6235948 52.4526684)",,,
91413900,False,,Riverside Way,residential,,False,60.037000000000006,"LINESTRING (0.623666 52.4526819, 0.6238003 52.4525147, 0.6242107 52.4522645)",,,
551965283,False,,Riverside Way,residential,,False,5.053,"LINESTRING (0.6235948 52.4526684, 0.623666 52.4526819)",,,
