osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access,tunnel,service,width
"[1203094564, 690532262, 4874222, 4874223, 197034780]",False,2,,"['Clarence Street', 'Wood Street']",unclassified,20 mph,False,174.05800000000002,"LINESTRING (-0.3067191 51.4110784, -0.3066888 51.4110757, -0.3058921 51.4110047, -0.3057987 51.4110102, -0.3057576 51.4110252, -0.3057213 51.4110454, -0.3056989 51.4110817, -0.3056441 51.4114916, -0.3056402 51.411567, -0.3056336 51.4116933, -0.3056426 51.4117932, -0.3056445 51.411814, -0.3056483 51.411861, -0.3056566 51.4118897, -0.3056805 51.4119648)",,,no,,,
"[550911877, 314788591]",False,,,Clarence Street,unclassified,20 mph,True,34.608999999999995,"LINESTRING (-0.3067191 51.4110784, -0.3068994 51.4110971, -0.3070321 51.4111112, -0.3070863 51.411117, -0.3071532 51.4111264, -0.3072088 51.4111368)",,,,,,
"[550911877, 314788591]",False,,,Clarence Street,unclassified,20 mph,False,34.609,"LINESTRING (-0.3072088 51.4111368, -0.3071532 51.4111264, -0.3070863 51.411117, -0.3070321 51.4111112, -0.3068994 51.4110971, -0.3067191 51.4110784)",,,,,,
550911869,True,,,Clarence Street,unclassified,20 mph,False,27.511,"LINESTRING (-0.3072088 51.4111368, -0.3073572 51.4111465, -0.3075012 51.4111527, -0.3076043 51.4111518)",,,,,,
2449424,False,,,Lady Booth Road,unclassified,20 mph,True,122.86599999999999,"LINESTRING (-0.3013478 51.4092278, -0.3015135 51.4092454, -0.3015509 51.4092466, -0.3021489 51.4092759, -0.3024199 51.4092828, -0.3026989 51.4093087, -0.3028818 51.409356, -0.3030776 51.4094111)",,,,,,
103014765,True,,,Lady Booth Road,unclassified,20 mph,False,18.043,"LINESTRING (-0.3013478 51.4092278, -0.3012958 51.4092001, -0.3012382 51.4091806, -0.3011789 51.4091675, -0.3011159 51.4091636)",,,,,,
679143882,True,2,A307,Wheatfield Way,primary,20 mph,False,65.34899999999999,"LINESTRING (-0.3011159 51.4091636, -0.3009023 51.4093743, -0.3008597 51.4094212, -0.3007389 51.4095786, -0.3006792 51.4096821)",,,,,,
2449428,False,,,Eden Street,unclassified,,True,19.897,"LINESTRING (-0.3037559 51.4089384, -0.3035235 51.4090433)",,,,,,
4874225,False,,,Eden Street,unclassified,20 mph,True,94.869,"LINESTRING (-0.3037559 51.4089384, -0.3038938 51.4089237, -0.3043254 51.4089076, -0.3043911 51.4089088, -0.3044543 51.408911, -0.3045299 51.4089134, -0.3045927 51.408914, -0.3047937 51.4089283, -0.3051135 51.4089668)",,,,,,
"[632550234, 632550236, 131646029]",False,2,,Brook Street,unclassified,20 mph,False,96.531,"LINESTRING (-0.3037559 51.4089384, -0.3037412 51.4088626, -0.303737 51.4085366, -0.3037419 51.4083964, -0.3037428 51.4083466, -0.3037108 51.4080716)",,,,,bus,
"[632550234, 632550236, 131646029]",False,2,,Brook Street,unclassified,20 mph,True,96.53099999999999,"LINESTRING (-0.3037108 51.4080716, -0.3037428 51.4083466, -0.3037419 51.4083964, -0.303737 51.4085366, -0.3037412 51.4088626, -0.3037559 51.4089384)",,,,,bus,
26844573,False,,,Palmer Crescent,residential,20 mph,True,106.744,"LINESTRING (-0.3022353 51.4070699, -0.3025266 51.4071034, -0.3027306 51.4071537, -0.3029079 51.4072242, -0.3030167 51.40731, -0.3031011 51.4074112, -0.3033089 51.4076636)",,,,,,
27406542,False,,,Grange Road,residential,20 mph,True,208.339,"LINESTRING (-0.3022353 51.4070699, -0.3023294 51.4064154, -0.3023183 51.4063511, -0.3022712 51.4063137, -0.3022329 51.406284, -0.3016835 51.4060525, -0.3014689 51.4059689, -0.3013839 51.4059439, -0.3010287 51.4058391, -0.3007518 51.4057575)",,,,,,
27406543,False,,,Grange Road,residential,20 mph,False,83.28399999999999,"LINESTRING (-0.3022353 51.4070699, -0.3022248 51.4071177, -0.3021185 51.4078153)",,,,,,
26567171,False,,,The Bittoms,unclassified,,True,10.709,"LINESTRING (-0.3070919 51.4071219, -0.3070846 51.4070257)",,,,,,
87534421,True,,,The Bittoms,unclassified,,False,61.566,"LINESTRING (-0.3070919 51.4071219, -0.3071077 51.4072647, -0.3071075 51.407389, -0.3070858 51.4075208, -0.3070753 51.4076744)",,,,,,
189503607,False,,,Kent Road,unclassified,,False,76.542,"LINESTRING (-0.3070919 51.4071219, -0.3066279 51.4071564, -0.3062882 51.4071694, -0.3059956 51.4071969)",,,,,,
189503607,False,,,Kent Road,unclassified,,True,76.542,"LINESTRING (-0.3059956 51.4071969, -0.3062882 51.4071694, -0.3066279 51.4071564, -0.3070919 51.4071219)",,,,,,
26567171,False,,,The Bittoms,unclassified,,True,16.308,"LINESTRING (-0.3069434 51.4067872, -0.306845 51.406654)",,,,,,
23913241,False,2,,South Lane,unclassified,,False,186.49200000000005,"LINESTRING (-0.3069434 51.4067872, -0.3071009 51.4067378, -0.3072945 51.4064113, -0.3075795 51.4060361, -0.3078296 51.4053703, -0.3079426 51.4053325, -0.307961 51.4053245, -0.3079953 51.4053096)",,,,,,
26567171,False,,,The Bittoms,unclassified,,False,28.271,"LINESTRING (-0.3069434 51.4067872, -0.3070056 51.4068931, -0.3070846 51.4070257)",,,,,,
"[26567216, 23086725]",False,2,,"['The Bittoms', 'Milner Road']","['unclassified', 'residential']",20 mph,True,111.69800000000001,"LINESTRING (-0.3066724 51.4064473, -0.3061079 51.4056735, -0.3060266 51.4055277)",,,,,,4
"[978596289, 742727097, 175870716]",True,2,A307,Wheatfield Way,primary,"['20 mph', '30 mph']",False,61.307,"LINESTRING (-0.3035891 51.4076842, -0.303643 51.4076414, -0.3036747 51.4075951, -0.3037302 51.4074268, -0.3037397 51.4073972, -0.3037996 51.4071989, -0.3038141 51.4071571)",,,,,,
"[556631698, 663853294]",False,2,,Orchard Road,tertiary,20 mph,False,108.44,"LINESTRING (-0.3019746 51.4080378, -0.3019068 51.4079985, -0.3018703 51.4079764, -0.3017829 51.4079418, -0.3017011 51.4079263, -0.3015952 51.4079193, -0.3012274 51.4079104, -0.30099 51.4078935, -0.3007225 51.4078728, -0.3004772 51.4078503)",,,,,,
556631701,True,2,A307,Wheatfield Way,primary,20 mph,False,26.432000000000002,"LINESTRING (-0.3019746 51.4080378, -0.3020183 51.408018, -0.3020682 51.4080051, -0.3021524 51.4079881, -0.3022259 51.4079778, -0.3023333 51.4079654)",,,,,,
23913241,False,2,,South Lane,unclassified,,True,186.49200000000002,"LINESTRING (-0.3079953 51.4053096, -0.307961 51.4053245, -0.3079426 51.4053325, -0.3078296 51.4053703, -0.3075795 51.4060361, -0.3072945 51.4064113, -0.3071009 51.4067378, -0.3069434 51.4067872)",,,,,,
190438860,False,2,,,unclassified,,True,11.655999999999999,"LINESTRING (-0.3079953 51.4053096, -0.3080198 51.4053158, -0.308069 51.4053242, -0.3080778 51.4053233, -0.3081063 51.4053206, -0.3081586 51.4053159)",,,,,,
4882875,False,,,Grange Road,residential,20 mph,True,78.399,"LINESTRING (-0.3007518 51.4057575, -0.2997777 51.4053999)",,,,,,
9705869,False,,,Knight's Park,residential,20 mph,False,233.67700000000002,"LINESTRING (-0.3007518 51.4057575, -0.3007235 51.4058279, -0.3006411 51.406356, -0.3006149 51.4065241, -0.3005598 51.4069595, -0.300551 51.407159, -0.3004998 51.4077428, -0.3004772 51.4078503)",,,,,,
27406542,False,,,Grange Road,residential,20 mph,False,208.339,"LINESTRING (-0.3007518 51.4057575, -0.3010287 51.4058391, -0.3013839 51.4059439, -0.3014689 51.4059689, -0.3016835 51.4060525, -0.3022329 51.406284, -0.3022712 51.4063137, -0.3023183 51.4063511, -0.3023294 51.4064154, -0.3022353 51.4070699)",,,,,,
27406543,False,,,Grange Road,residential,20 mph,True,83.28399999999999,"LINESTRING (-0.3021185 51.4078153, -0.3022248 51.4071177, -0.3022353 51.4070699)",,,,,,
26567171,False,,,The Bittoms,unclassified,,False,16.308,"LINESTRING (-0.306845 51.406654, -0.3069434 51.4067872)",,,,,,
175398455,False,,,School Lane,residential,20 mph,True,45.351,"LINESTRING (-0.3124176 51.4133241, -0.3125471 51.4133954, -0.312921 51.4135843)",,,,,,
175398457,False,,,School Road,residential,20 mph,False,29.909999999999997,"LINESTRING (-0.3124176 51.4133241, -0.3125054 51.4132733, -0.3126051 51.4131785, -0.3126211 51.4131629, -0.3126371 51.4131427, -0.3126579 51.413105)",,,,,,
175398457,False,,,School Road,residential,20 mph,True,48.051,"LINESTRING (-0.3124176 51.4133241, -0.3119027 51.4135051, -0.3118686 51.4135157, -0.3118088 51.4135294)",,,,,,
43061604,True,,,Clarence Street,unclassified,,False,14.206,"LINESTRING (-0.3075715 51.411248, -0.3075061 51.4112508, -0.3074237 51.4112495, -0.3073734 51.411233)",,,,,,
"[833174851, 1000828582, 1176633576, 23249084, 23249086, 156254622]",True,"['1', '2']",A308,Horse Fair,primary,30 mph,False,131.483,"LINESTRING (-0.3075715 51.411248, -0.3075112 51.4112877, -0.3074414 51.4113211, -0.3073704 51.4113521, -0.3073518 51.411359, -0.3073195 51.4113709, -0.3072558 51.4113945, -0.3063637 51.4117763, -0.3061498 51.4118822, -0.3060363 51.4119387)",,,,building_passage,,
"[964551008, 168943045, 964551007]",False,,,Fairfield Road,residential,,True,21.938,"LINESTRING (-0.3008484 51.4092852, -0.3007938 51.4092698, -0.3007106 51.4092457, -0.3007008 51.4092429, -0.3006785 51.4092365, -0.3006225 51.4092205, -0.3005658 51.4091974)",,,,,,
"[556631704, 1221540455]",True,"['2', '3']",A307,Wheatfield Way,primary,20 mph,False,50.444,"LINESTRING (-0.3008484 51.4092852, -0.3010718 51.409069, -0.3011414 51.4090192, -0.3012787 51.4089209)",,,,,,
4882875,False,,,Grange Road,residential,20 mph,False,78.399,"LINESTRING (-0.2997777 51.4053999, -0.3007518 51.4057575)",,,,,,
190438862,False,4,A240,Penrhyn Road,primary,30 mph,True,4.79,"LINESTRING (-0.3039423 51.4060656, -0.3039332 51.4061083)",,,,,,
680079068,False,4,A240,Penrhyn Road,primary,30 mph,False,14.331,"LINESTRING (-0.3039423 51.4060656, -0.3039635 51.4059374)",,,,,,
"[556792841, 724175267, 556792839]",False,,,Denmark Road,residential,20 mph,False,71.487,"LINESTRING (-0.3039423 51.4060656, -0.3038427 51.4060555, -0.3037945 51.4060463, -0.3037778 51.4060418, -0.3037252 51.4060161, -0.3036483 51.4059748, -0.303555 51.4059229, -0.303131 51.4056873)",,,,,,
9934621,False,,,Littlefield Close,residential,20 mph,False,50.757,"LINESTRING (-0.3012503 51.4086028, -0.3005185 51.4086042)",,,,,,
9934621,False,,,Littlefield Close,residential,20 mph,True,50.757,"LINESTRING (-0.3005185 51.4086042, -0.3012503 51.4086028)",,,,,,
"[742722832, 626307909, 837951389]",True,,,Fairfield West,residential,20 mph,False,66.058,"LINESTRING (-0.3005185 51.4086042, -0.300566 51.4091072, -0.3005664 51.4091594, -0.3005665 51.4091683, -0.3005658 51.4091974)",,,,,,
108281719,True,,,Steadfast Road,unclassified,,False,28.915,"LINESTRING (-0.3070416 51.4124019, -0.3070402 51.4123607, -0.3070368 51.4122546, -0.3070392 51.4121419)",,,,,,
22794638,False,,,Watersplash Close,residential,,False,24.243000000000002,"LINESTRING (-0.3030022 51.4061167, -0.3028258 51.4062265, -0.3027449 51.4062635)",,,,,,
