osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,access,bridge
4989251,,Victoria Street,unclassified,30 mph,False,False,10.188,"LINESTRING (-2.4825274 53.7515156, -2.4824717 53.7516011)",,,,
34096269,A6078,Barbara Castle Way,trunk,30 mph,True,False,76.372,"LINESTRING (-2.4825274 53.7515156, -2.4827734 53.7515156, -2.4835735 53.7515267, -2.4836887 53.7515246)",2,,,
4989175,A6078,Barbara Castle Way,trunk,30 mph,True,False,67.679,"LINESTRING (-2.483477 53.7516916, -2.4827572 53.7516791, -2.4824483 53.7516703)",2,,,
1217190637,,Richmond Hill,unclassified,,False,True,23.487000000000002,"LINESTRING (-2.483477 53.7516916, -2.4835485 53.7516481, -2.4836424 53.7515862, -2.4836887 53.7515246)",1,,,
4989277,B6233,Limbrick,secondary,30 mph,False,False,42.928,"LINESTRING (-2.4863309 53.7514315, -2.486312 53.7518174)",,,,
4989175,A6078,Barbara Castle Way,trunk,30 mph,True,False,190.59,"LINESTRING (-2.4863309 53.7514315, -2.485376 53.7515838, -2.4843782 53.7516663, -2.4837485 53.7516821, -2.483477 53.7516916)",2,,,
4989177,A677,Preston New Road,primary,30 mph,False,True,16.212,"LINESTRING (-2.4874865 53.7511836, -2.4873149 53.7510789)",,,,
1189614846,A6078,Barbara Castle Way,trunk,30 mph,True,False,80.825,"LINESTRING (-2.4874865 53.7511836, -2.4863309 53.7514315)",2,,,
721871753,A677,Preston New Road,primary,30 mph,False,False,134.604,"LINESTRING (-2.4874865 53.7511836, -2.4877171 53.7512986, -2.4878222 53.7513427, -2.4885839 53.7516663, -2.4891316 53.7519034)",2,,,
4989251,,Victoria Street,unclassified,30 mph,False,True,7.847,"LINESTRING (-2.4824483 53.7516703, -2.4824717 53.7516011)",,,,
1092320468,,Victoria Street,unclassified,20 mph,False,False,30.945,"LINESTRING (-2.4824483 53.7516703, -2.4823772 53.7519454)",,,,
4989175,A6078,Barbara Castle Way,trunk,30 mph,True,False,38.249,"LINESTRING (-2.4824483 53.7516703, -2.4820723 53.7516559, -2.4818675 53.7516511)",2,,,
"[563407640, 4989175]",A6078,Barbara Castle Way,trunk,30 mph,True,False,173.94099999999997,"LINESTRING (-2.4818675 53.7516511, -2.4804936 53.751542, -2.4802998 53.7515308, -2.4800494 53.7514993, -2.479636 53.7514474, -2.4792622 53.7513905)",2,,,
5216535,,Ainsworth Street,trunk_link,30 mph,True,False,99.09400000000001,"LINESTRING (-2.4818675 53.7516511, -2.4815436 53.7515688, -2.480539 53.7514713, -2.4804755 53.7513998)",1,,,
34096269,A6078,Barbara Castle Way,trunk,30 mph,True,False,71.089,"LINESTRING (-2.4794163 53.7512718, -2.4802935 53.7513818, -2.4804755 53.7513998)",2,,,
968410963,,Barbara Castle Way,unclassified,30 mph,True,False,72.506,"LINESTRING (-2.4794163 53.7512718, -2.4802601 53.7512793, -2.4805024 53.7512254)",,,,
34096269,A6078,Barbara Castle Way,trunk,30 mph,True,False,67.019,"LINESTRING (-2.4804755 53.7513998, -2.481481 53.7514987)",2,,,
5107510,,Ainsworth Street,unclassified,30 mph,True,False,19.536,"LINESTRING (-2.4804755 53.7513998, -2.4804762 53.7513179, -2.4805024 53.7512254)",,,,
4989177,A677,Preston New Road,primary,30 mph,False,False,16.212,"LINESTRING (-2.4873149 53.7510789, -2.4874865 53.7511836)",,,,
5107531,,Preston New Road,unclassified,30 mph,False,True,31.113999999999997,"LINESTRING (-2.4873149 53.7510789, -2.4870054 53.7509234, -2.4869543 53.7508977)",2,,,
34096269,A6078,Barbara Castle Way,trunk,30 mph,True,False,104.30199999999999,"LINESTRING (-2.4873149 53.7510789, -2.4885192 53.7507727, -2.4887892 53.7507405)",2,,,
1217063655,,Darwen Street,unclassified,30 mph,True,False,35.024,"LINESTRING (-2.4823937 53.7448947, -2.482481 53.7450278, -2.4826352 53.7451739)",1,,,
4992417,,Mincing Lane,unclassified,30 mph,True,False,100.256,"LINESTRING (-2.4826352 53.7451739, -2.483366 53.7459652)",1,,,
4992419,,Weir Street,unclassified,30 mph,True,False,49.912,"LINESTRING (-2.4826352 53.7451739, -2.4831417 53.7450769, -2.4833596 53.7450401)",,,,
34851194,,Vernon Street,unclassified,30 mph,False,True,84.11,"LINESTRING (-2.4833596 53.7450401, -2.4839494 53.7457113)",,,,
4575655,,King Street,unclassified,30 mph,True,False,16.756,"LINESTRING (-2.4846145 53.7476464, -2.4846121 53.7476018, -2.4846252 53.7475371, -2.484637 53.7474968)",1,,,
"[4597736, 4500257, 4886098, 4532590]",,"['Darwen Street', 'Astley Gate', 'Higher Church Street']",unclassified,30 mph,True,False,153.821,"LINESTRING (-2.4846145 53.7476464, -2.484503 53.7477077, -2.4844457 53.7477267, -2.484376 53.7477366, -2.48422 53.7477337, -2.4841723 53.7477328, -2.4840383 53.7477235, -2.4834111 53.7477135, -2.4833659 53.747709, -2.4832071 53.7476825, -2.4831379 53.7476179, -2.4831042 53.7475331, -2.4830978 53.7475195, -2.4830795 53.7474809, -2.4829285 53.7471963)",,,,
"[5107491, 5107492]",,"['Lord Street West', 'Corporation Street']",unclassified,30 mph,True,False,104.944,"LINESTRING (-2.4846145 53.7476464, -2.4847498 53.7478477, -2.4848416 53.7479841, -2.4851119 53.7479298, -2.4857633 53.7477849)",1,,,
33818565,,Barton Street,unclassified,30 mph,False,False,11.462,"LINESTRING (-2.4857633 53.7477849, -2.4857119 53.7476864)",,,,
33818565,,Barton Street,unclassified,30 mph,False,True,26.196,"LINESTRING (-2.4857633 53.7477849, -2.4859415 53.7479956)",,,,
5107494,,Barton Street,unclassified,30 mph,False,True,10.471,"LINESTRING (-2.4859415 53.7479956, -2.4860138 53.7480795)",,,,
33818565,,Barton Street,unclassified,30 mph,False,False,26.196,"LINESTRING (-2.4859415 53.7479956, -2.4857633 53.7477849)",,,,
7982355,,Lower Cockcroft,unclassified,30 mph,False,False,33.79,"LINESTRING (-2.4859415 53.7479956, -2.4857686 53.748044, -2.4856372 53.7480714, -2.4854621 53.7481034)",,,,
957658153,,Feilden Street,unclassified,30 mph,False,False,39.551,"LINESTRING (-2.4865547 53.7479239, -2.4860138 53.7480795)",,,,
5107493,,Cardwell Place,unclassified,30 mph,True,False,61.388000000000005,"LINESTRING (-2.4865547 53.7479239, -2.4858692 53.7477307, -2.4857119 53.7476864)",,,,
5216526,,Feilden Street,unclassified,30 mph,False,True,58.701,"LINESTRING (-2.4865547 53.7479239, -2.4867823 53.7478561, -2.4868536 53.7478349, -2.4873568 53.7476922)",,,,
5216528,,Northgate,unclassified,,False,True,50.146,"LINESTRING (-2.4860491 53.7504496, -2.4859396 53.7500033)",2,,,
1217359137,,King William Street,unclassified,30 mph,False,False,17.446,"LINESTRING (-2.4860491 53.7504496, -2.4862801 53.7505268)",2,,,
5107531,,Preston New Road,unclassified,30 mph,False,False,7.619,"LINESTRING (-2.4862801 53.7505268, -2.4863685 53.7505711)",2,,,
1217359137,,King William Street,unclassified,30 mph,False,True,17.446,"LINESTRING (-2.4862801 53.7505268, -2.4860491 53.7504496)",2,,,
5107502,,Simmons Street,unclassified,30 mph,True,False,30.521,"LINESTRING (-2.4862801 53.7505268, -2.4864813 53.7504976, -2.4867377 53.7504871)",1,,,
437004903,,Alma Street,unclassified,30 mph,False,False,34.368,"LINESTRING (-2.4887438 53.7498511, -2.4884596 53.7495917)",2,,,
5107503,,Alma Street,unclassified,30 mph,False,True,90.174,"LINESTRING (-2.4887438 53.7498511, -2.4891292 53.7502696, -2.4893997 53.7505633)",2,,,
33808210,,Simmons Street,unclassified,30 mph,False,True,164.601,"LINESTRING (-2.4887438 53.7498511, -2.4883966 53.7499886, -2.4882875 53.7500989, -2.4882597 53.7501627, -2.4882419 53.7502036, -2.4881885 53.7502719, -2.4881161 53.7503418, -2.4879313 53.7504045, -2.4877171 53.750447, -2.4874373 53.7504585, -2.4867377 53.7504871)",2,,,
437004903,,Alma Street,unclassified,30 mph,False,True,34.368,"LINESTRING (-2.4884596 53.7495917, -2.4887438 53.7498511)",2,,,
5107501,,Blakey Moor,unclassified,30 mph,False,False,26.804000000000002,"LINESTRING (-2.4884596 53.7495917, -2.4883197 53.749468, -2.4881995 53.7494092)",2,,,
"[5107505, 1217104406, 1217104407]",,St Paul's Street,unclassified,30 mph,False,False,135.33,"LINESTRING (-2.4884596 53.7495917, -2.4888929 53.7494035, -2.4890823 53.7493088, -2.4891355 53.7492822, -2.4893995 53.7491452, -2.4897988 53.7489379, -2.4900368 53.7488112)",2,,no,
5216529,,Duke Street,unclassified,30 mph,False,True,21.944,"LINESTRING (-2.4876842 53.7492594, -2.4874936 53.7494214)",2,,,
5107501,,Blakey Moor,unclassified,30 mph,False,False,78.054,"LINESTRING (-2.4876842 53.7492594, -2.4871494 53.7490548, -2.4866609 53.7489052)",2,,,
5107501,,Blakey Moor,unclassified,30 mph,False,True,38.099000000000004,"LINESTRING (-2.4876842 53.7492594, -2.4878545 53.7493092, -2.4879041 53.7493237, -2.4881062 53.7493636, -2.4881995 53.7494092)",2,,,
5107501,,Blakey Moor,unclassified,30 mph,False,True,78.054,"LINESTRING (-2.4866609 53.7489052, -2.4871494 53.7490548, -2.4876842 53.7492594)",2,,,
5216527,,Barton Street,unclassified,30 mph,False,True,102.27300000000001,"LINESTRING (-2.4866609 53.7489052, -2.4866506 53.7488296, -2.4866027 53.7487037, -2.4865931 53.7486899, -2.4865337 53.7486273, -2.4863416 53.7484249, -2.4861158 53.748187, -2.4860138 53.7480795)",2,,,
"[41430489, 5107499]",,"['Northgate', 'Blakey Moor']",unclassified,30 mph,True,False,206.58200000000002,"LINESTRING (-2.4866609 53.7489052, -2.4864097 53.7488273, -2.4858575 53.7487719, -2.485738 53.7487771, -2.4856663 53.7487968, -2.4856208 53.7488249, -2.4855888 53.7488707, -2.4855921 53.7489339, -2.4856841 53.7491455, -2.4858048 53.7495383, -2.4858123 53.7495794, -2.4858805 53.7497957, -2.4859396 53.7500033)",1,,,
34096271,,Ainsworth Street,unclassified,30 mph,True,False,50.067,"LINESTRING (-2.4805024 53.7512254, -2.4807277 53.7507953)",,,,
"[4989170, 5107509]",,"['Penny Street', 'Brown Street']",unclassified,30 mph,False,"[False, True]",208.13299999999998,"LINESTRING (-2.4808277 53.7505483, -2.4805597 53.7504845, -2.4804546 53.750468, -2.4798213 53.7503684, -2.4797129 53.7503514, -2.4793384 53.750335, -2.4791801 53.750328, -2.4790661 53.7503173, -2.4789679 53.750298, -2.4787355 53.7502176, -2.4785953 53.7501691, -2.4781474 53.7505721)",,,,
436862798,,Ainsworth Street,unclassified,30 mph,True,False,78.97999999999999,"LINESTRING (-2.4808277 53.7505483, -2.4810013 53.7502342, -2.4812121 53.7498754)",,,,
460762907,,Brown Street,unclassified,30 mph,False,True,9.864,"LINESTRING (-2.4812121 53.7498754, -2.4810661 53.749855)",,,,
5107514,,Ainsworth Street,unclassified,30 mph,True,False,36.833,"LINESTRING (-2.4812121 53.7498754, -2.4813284 53.74986, -2.4814299 53.749868, -2.4815118 53.7498945, -2.4815305 53.7500391)",,,,
5107512,,,unclassified,30 mph,True,False,82.762,"LINESTRING (-2.481504 53.7502361, -2.481674 53.7503573, -2.4817877 53.7503968, -2.4819729 53.7504296, -2.482136 53.7504355, -2.4826392 53.7504504)",2,,,
436563835,,Ainsworth Street,unclassified,30 mph,True,False,71.324,"LINESTRING (-2.481504 53.7502361, -2.4814765 53.7504419, -2.4814176 53.7508755)",,,,
5107512,,,unclassified,30 mph,True,False,10.937,"LINESTRING (-2.4826392 53.7504504, -2.4827841 53.7504021)",2,,,
"[9810220, 5216533]",,Victoria Street,unclassified,30 mph,True,False,53.272,"LINESTRING (-2.4826392 53.7504504, -2.4825796 53.7505194, -2.482553 53.7509207)",,,,
5107512,,,unclassified,30 mph,True,False,16.421,"LINESTRING (-2.4827841 53.7504021, -2.4829107 53.750359, -2.483007 53.7503363)",2,,,
1217089051,,,unclassified,,True,False,16.547,"LINESTRING (-2.4827841 53.7504021, -2.4829531 53.7504491, -2.4829892 53.750481)",1,,,
"[5107513, 5107500]",,"['Exchange Street', 'King William Street']",unclassified,30 mph,True,False,90.86999999999999,"LINESTRING (-2.4833994 53.7501833, -2.4842852 53.7500223, -2.4844507 53.7499997, -2.4845271 53.7499946, -2.4847242 53.750035)",,,,
234941828,A6078,Montague Street,trunk,30 mph,False,False,14.398,"LINESTRING (-2.4908853 53.7483816, -2.4909972 53.7484929)",,,,
5107505,,St Paul's Street,unclassified,30 mph,False,True,73.544,"LINESTRING (-2.4908853 53.7483816, -2.4904384 53.7485857, -2.4900368 53.7488112)",2,,,
"[843350091, 5216524]",A6078,Montague Street,trunk,30 mph,False,True,82.65299999999999,"LINESTRING (-2.4908853 53.7483816, -2.4905637 53.7480331, -2.4902851 53.7477285)",,,,
5107494,,Barton Street,unclassified,30 mph,False,False,10.471,"LINESTRING (-2.4860138 53.7480795, -2.4859415 53.7479956)",,,,
957658153,,Feilden Street,unclassified,30 mph,False,True,39.551,"LINESTRING (-2.4860138 53.7480795, -2.4865547 53.7479239)",,,,
5216527,,Barton Street,unclassified,30 mph,False,False,102.273,"LINESTRING (-2.4860138 53.7480795, -2.4861158 53.748187, -2.4863416 53.7484249, -2.4865337 53.7486273, -2.4865931 53.7486899, -2.4866027 53.7487037, -2.4866506 53.7488296, -2.4866609 53.7489052)",2,,,
5216531,,Richmond Terrace,unclassified,30 mph,True,False,109.321,"LINESTRING (-2.486108 53.7507364, -2.4844612 53.7506008)",,,,
5216530,,Limbrick,unclassified,30 mph,False,False,50.197,"LINESTRING (-2.486108 53.7507364, -2.4861624 53.7509126, -2.4861868 53.7509775, -2.4862202 53.7510998, -2.4861628 53.7511744)",2,,,
275817505,,,unclassified,,False,True,25.179000000000002,"LINESTRING (-2.486108 53.7507364, -2.4861793 53.750689, -2.4862523 53.7506516, -2.4863171 53.7506092, -2.4863685 53.7505711)",2,,,
5107506,,Museum Street,unclassified,30 mph,True,False,68.839,"LINESTRING (-2.4844612 53.7506008, -2.484501 53.7503328, -2.4845069 53.7502936, -2.4845839 53.7500843, -2.4847242 53.750035)",,,,
198103331,,Richmond Terrace,unclassified,30 mph,False,False,77.19,"LINESTRING (-2.4844612 53.7506008, -2.4838569 53.7505567, -2.4832954 53.750519)",,,,
325829369,,Montague Close,residential,,False,False,122.14,"LINESTRING (-2.4896514 53.7468204, -2.4904073 53.7465687, -2.4906217 53.7464927, -2.4912649 53.7462763)",,,,
5216533,,Victoria Street,unclassified,30 mph,True,False,66.178,"LINESTRING (-2.482553 53.7509207, -2.4825481 53.7509867, -2.482537 53.7513746, -2.4825319 53.7514312, -2.4825274 53.7515156)",,,,
7982353,,James Street,unclassified,30 mph,False,True,62.766,"LINESTRING (-2.482553 53.7509207, -2.4833747 53.7509502, -2.4835051 53.7509598)",1,,,
5216530,,Limbrick,unclassified,30 mph,False,True,50.197,"LINESTRING (-2.4861628 53.7511744, -2.4862202 53.7510998, -2.4861868 53.7509775, -2.4861624 53.7509126, -2.486108 53.7507364)",2,,,
1217190636,,Richmond Hill,unclassified,,False,False,15.881,"LINESTRING (-2.4836513 53.7513835, -2.4836887 53.7515246)",2,,,
7982352,,Regent Street,unclassified,,False,False,63.669000000000004,"LINESTRING (-2.4836513 53.7513835, -2.4827361 53.7513824, -2.482683 53.7513808)",,,,
7982355,,Lower Cockcroft,unclassified,30 mph,False,True,33.79,"LINESTRING (-2.4854621 53.7481034, -2.4856372 53.7480714, -2.4857686 53.748044, -2.4859415 53.7479956)",,,,
146276267,,Barton Street,unclassified,,True,False,58.458,"LINESTRING (-2.4850769 53.7470748, -2.4852681 53.7471906, -2.485556 53.7475122)",,,,
"[4500253, 4500255]",,Railway Road,unclassified,20 mph,False,False,33.308,"LINESTRING (-2.479995 53.7474974, -2.4801126 53.7475962, -2.4802129 53.7476824, -2.4802845 53.7477432)",,,,
4500255,,Railway Road,unclassified,20 mph,False,True,43.242000000000004,"LINESTRING (-2.479995 53.7474974, -2.4798199 53.7473339, -2.4796095 53.7471833)",,,,
7982363,,High Street,unclassified,30 mph,False,False,78.58099999999999,"LINESTRING (-2.479995 53.7474974, -2.4794634 53.74773, -2.4791534 53.7478471, -2.479016 53.7479021)",,,,
7982363,,High Street,unclassified,30 mph,False,True,78.58099999999999,"LINESTRING (-2.479016 53.7479021, -2.4791534 53.7478471, -2.4794634 53.74773, -2.479995 53.7474974)",,,,
5107514,,Ainsworth Street,unclassified,30 mph,True,False,21.975,"LINESTRING (-2.4815305 53.7500391, -2.481504 53.7502361)",,,,
"[7975576, 7975572]",,Tackett Street,unclassified,30 mph,True,False,188.419,"LINESTRING (-2.4815305 53.7500391, -2.4816405 53.7500962, -2.4817961 53.7500914, -2.4819731 53.7500645, -2.4821394 53.750055, -2.4823084 53.7500835, -2.4824837 53.7500903, -2.4826141 53.7500629, -2.4826597 53.7500121, -2.4826678 53.7499455, -2.4827053 53.7498472, -2.482826 53.7497949, -2.4828671 53.7497817, -2.4829694 53.7497489, -2.4831663 53.7497151, -2.4832114 53.7498, -2.4833994 53.7501833)",,,,
4989242,B6233,Shear Brow,secondary,30 mph,False,True,49.842,"LINESTRING (-2.4865342 53.7529059, -2.4863819 53.7524668)",,,,
935445587,,Altom Street,residential,,False,True,49.796,"LINESTRING (-2.4865342 53.7529059, -2.4858079 53.7530329)",,,,
4989242,B6233,Shear Brow,secondary,30 mph,False,False,48.501000000000005,"LINESTRING (-2.4865342 53.7529059, -2.486696 53.753118, -2.4868375 53.7533035)",,,,
234941828,A6078,Montague Street,trunk,30 mph,False,False,60.012,"LINESTRING (-2.4913914 53.7489355, -2.4914311 53.7489968, -2.491484 53.7490687, -2.4915215 53.7491432, -2.4915403 53.7493129, -2.4915242 53.749397, -2.4914858 53.749456)",,,,
234941828,A6078,Montague Street,trunk,30 mph,False,True,55.685,"LINESTRING (-2.4913914 53.7489355, -2.4912938 53.7488158, -2.4912117 53.7487087, -2.4909972 53.7484929)",,,,
8662612,A6078,Barbara Castle Way,trunk,30 mph,False,True,44.715,"LINESTRING (-2.4893997 53.7505633, -2.4887892 53.7507405)",,,,
5107503,,Alma Street,unclassified,30 mph,False,False,90.174,"LINESTRING (-2.4893997 53.7505633, -2.4891292 53.7502696, -2.4887438 53.7498511)",2,,,
8662612,A6078,Barbara Castle Way,trunk,30 mph,False,False,180.759,"LINESTRING (-2.4893997 53.7505633, -2.4897426 53.7504482, -2.4897884 53.7504214, -2.4899465 53.7503213, -2.4904607 53.7498887, -2.4906144 53.749799, -2.4907987 53.7497364, -2.4911889 53.7496381, -2.4913472 53.7495794, -2.4914285 53.7495232)",,,,
9810219,,,unclassified,,False,False,21.723,"LINESTRING (-2.4832954 53.750519, -2.4833328 53.7503249)",,,,
5216532,,Richmond Terrace,unclassified,,True,False,22.278,"LINESTRING (-2.4832954 53.750519, -2.4831432 53.7505183, -2.4830738 53.7505316, -2.483004 53.7505538, -2.4829781 53.7505672)",1,,,
198103331,,Richmond Terrace,unclassified,30 mph,False,True,77.19,"LINESTRING (-2.4832954 53.750519, -2.4838569 53.7505567, -2.4844612 53.7506008)",,,,
9810219,,,unclassified,,False,True,21.723,"LINESTRING (-2.4833328 53.7503249, -2.4832954 53.750519)",,,,
34096271,,Ainsworth Street,unclassified,30 mph,True,False,28.241,"LINESTRING (-2.4807277 53.7507953, -2.4808277 53.7505483)",,,,
34174009,,Regent Street,unclassified,,False,False,107.85299999999998,"LINESTRING (-2.4823477 53.7513665, -2.4822719 53.7513618, -2.4820005 53.7513516, -2.4813488 53.7513271, -2.481356 53.7512807, -2.4814068 53.7509507)",,,,
34174012,,Morton Street,unclassified,,False,False,53.312,"LINESTRING (-2.4845922 53.7514032, -2.4844995 53.7509269)",,,,
7982350,,Tontine Street,unclassified,30 mph,True,False,109.387,"LINESTRING (-2.4845922 53.7514032, -2.4852096 53.7513549, -2.4856818 53.7513185, -2.4859959 53.7512774, -2.4860915 53.751231, -2.4861628 53.7511744)",,,,
34174012,,Morton Street,unclassified,,False,True,53.312,"LINESTRING (-2.4844995 53.7509269, -2.4845922 53.7514032)",,,,
55839576,,Stonyhurst Road,residential,,False,True,2.0,"LINESTRING (-2.4912517 53.7462601, -2.4912649 53.7462763)",,,,
55839576,,Stonyhurst Road,residential,,False,False,93.82400000000001,"LINESTRING (-2.4912517 53.7462601, -2.4907196 53.7457216, -2.4905318 53.7455316)",,,,
55839576,,Stonyhurst Road,residential,,False,False,22.221,"LINESTRING (-2.4905318 53.7455316, -2.4903289 53.7453718)",,,,
