osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,bridge,geometry,name,access,tunnel
28592700,,,residential,30 mph,False,True,131.99,,"LINESTRING (-1.7254166 51.4201405, -1.7249634 51.420336, -1.7247171 51.4204422, -1.7246104 51.4204912, -1.7245587 51.4205253, -1.7245302 51.4205483, -1.7245182 51.4205657, -1.7245186 51.4205836, -1.7245223 51.4205958, -1.724555 51.4206499, -1.724617 51.4207253, -1.7246489 51.4207779, -1.7246662 51.4208741, -1.7246761 51.4209268, -1.7246911 51.4209658, -1.7246959 51.4209783, -1.7247194 51.4210231)",Kelham Gardens,,
"[1098285192, 833531340, 833531341, 1098285190]",2,A346,trunk,"['20 mph', '30 mph']",False,False,100.39500000000001,yes,"LINESTRING (-1.7254166 51.4201405, -1.725284 51.4200315, -1.7251745 51.4199157, -1.7251386 51.4198754, -1.7250218 51.4197442, -1.7249406 51.419653, -1.7248026 51.4195315, -1.7246803 51.4194565, -1.7245733 51.4194216)",,,
"[24533016, 1222299346]",,,tertiary,"['20 mph', '30 mph']",False,True,168.839,,"LINESTRING (-1.7319578 51.4239862, -1.7319515 51.4239547, -1.7319351 51.4239173, -1.731906 51.423881, -1.7318733 51.4238526, -1.7318041 51.4238046, -1.7316444 51.4237222, -1.7315477 51.4236666, -1.7314969 51.423635, -1.7314495 51.4236054, -1.7311712 51.4234171, -1.7310988 51.4233681, -1.7310121 51.4233117, -1.730916 51.4232444, -1.7308787 51.4232183, -1.7307674 51.4231291, -1.7306747 51.4230519, -1.7306347 51.4230202, -1.7306255 51.4230114, -1.7305892 51.4229771, -1.7305406 51.422916, -1.7304619 51.4228126)",Kingsbury Street,,
22932213,,,residential,20 mph,False,False,65.44200000000001,,"LINESTRING (-1.7289667 51.421529, -1.7289479 51.4215903, -1.7288859 51.4216246, -1.7287917 51.4216609, -1.7287817 51.4216642, -1.7284754 51.4217659, -1.728244 51.4218767)",Oxford Street,,
142389350,,A4,primary,20 mph,False,False,37.796,,"LINESTRING (-1.7289667 51.421529, -1.7291657 51.4215208, -1.7295043 51.4214775)",Oxford Street,,
156348594,2,A4,primary,20 mph,False,True,114.90100000000001,,"LINESTRING (-1.7289667 51.421529, -1.7286649 51.4215283, -1.7283273 51.4214918, -1.7278852 51.421351, -1.7278303 51.4213335, -1.7276158 51.4212763, -1.7274 51.4212458)",New Road,,
18809364,,,residential,20 mph,False,False,31.275,,"LINESTRING (-1.7284683 51.4221141, -1.7283833 51.4220714, -1.728244 51.4218767)",The Green,,
22932213,,,residential,20 mph,False,False,39.736,,"LINESTRING (-1.728244 51.4218767, -1.7277727 51.42208)",Oxford Street,,
18809364,,,residential,20 mph,False,True,31.275,,"LINESTRING (-1.728244 51.4218767, -1.7283833 51.4220714, -1.7284683 51.4221141)",The Green,,
22932213,,,residential,20 mph,False,True,65.442,,"LINESTRING (-1.728244 51.4218767, -1.7284754 51.4217659, -1.7287817 51.4216642, -1.7287917 51.4216609, -1.7288859 51.4216246, -1.7289479 51.4215903, -1.7289667 51.421529)",Oxford Street,,
18809366,,,residential,20 mph,False,True,51.167,,"LINESTRING (-1.7277484 51.4226757, -1.7276141 51.4225447, -1.7275667 51.4224945, -1.727484 51.4223952, -1.7273945 51.4222728)",The Green,,
28590614,2,,tertiary,20 mph,False,False,110.81,,"LINESTRING (-1.7277484 51.4226757, -1.7274642 51.4227644, -1.7269099 51.4229661, -1.7263465 51.4231535)",St Martins,,
28590614,2,,tertiary,20 mph,False,True,32.378,,"LINESTRING (-1.7277484 51.4226757, -1.7279066 51.4226201, -1.7281547 51.4225322)",St Martins,,
18809368,,,residential,20 mph,False,False,44.474000000000004,,"LINESTRING (-1.7283794 51.4209722, -1.7281677 51.420945, -1.7279481 51.4209228, -1.7277459 51.4209133)",The Parade,,
18809368,,,residential,20 mph,False,True,97.487,,"LINESTRING (-1.7283794 51.4209722, -1.7287865 51.4211043, -1.728918 51.4211544, -1.7290803 51.4212163, -1.729442 51.4214072, -1.7295043 51.4214775)",The Parade,,
18809369,,,residential,20 mph,False,False,43.806000000000004,,"LINESTRING (-1.7283794 51.4209722, -1.7282512 51.4208302, -1.7281444 51.420692, -1.7280904 51.4206221)",,,
18809368,,,residential,20 mph,False,False,43.883,,"LINESTRING (-1.7277459 51.4209133, -1.727282 51.4209746, -1.7271284 51.4209994)",The Parade,,
18809368,,,residential,20 mph,False,True,44.474000000000004,,"LINESTRING (-1.7277459 51.4209133, -1.7279481 51.4209228, -1.7281677 51.420945, -1.7283794 51.4209722)",The Parade,,
18809369,,,residential,20 mph,False,True,40.623000000000005,,"LINESTRING (-1.7277459 51.4209133, -1.7278323 51.4208698, -1.7278893 51.4208263, -1.7279791 51.420746, -1.7280904 51.4206221)",,,
18809369,,,residential,20 mph,False,False,40.623000000000005,,"LINESTRING (-1.7280904 51.4206221, -1.7279791 51.420746, -1.7278893 51.4208263, -1.7278323 51.4208698, -1.7277459 51.4209133)",,,
18809369,,,residential,20 mph,False,True,43.806,,"LINESTRING (-1.7280904 51.4206221, -1.7281444 51.420692, -1.7282512 51.4208302, -1.7283794 51.4209722)",,,
18809370,,,residential,20 mph,False,False,79.24699999999999,,"LINESTRING (-1.7280904 51.4206221, -1.7280205 51.4205053, -1.7279058 51.4203386, -1.7279041 51.4203165, -1.7279027 51.4202977, -1.727914 51.4202622, -1.7279412 51.4202386, -1.7279817 51.420218, -1.7280542 51.420183, -1.728256 51.4200919, -1.7283283 51.4200599)",Kennet Place,,
18809370,,,residential,20 mph,False,True,44.58,,"LINESTRING (-1.7289117 51.4199103, -1.7287588 51.4199152, -1.7285277 51.4199833, -1.7283283 51.4200599)",Kennet Place,,
18809368,,,residential,20 mph,False,False,97.487,,"LINESTRING (-1.7295043 51.4214775, -1.729442 51.4214072, -1.7290803 51.4212163, -1.728918 51.4211544, -1.7287865 51.4211043, -1.7283794 51.4209722)",The Parade,,
142389350,,A4,primary,20 mph,False,False,60.006,,"LINESTRING (-1.7295043 51.4214775, -1.7296224 51.4214587, -1.7297257 51.4214048, -1.729874 51.4213219, -1.7300196 51.4212517, -1.7302294 51.4212)",Oxford Street,,
142389350,,A4,primary,20 mph,False,True,37.796,,"LINESTRING (-1.7295043 51.4214775, -1.7291657 51.4215208, -1.7289667 51.421529)",Oxford Street,,
5006086,2,A346,trunk,20 mph,False,False,79.293,,"LINESTRING (-1.7271284 51.4209994, -1.7267993 51.4208944, -1.7267391 51.4208711, -1.7266073 51.4208178, -1.7264801 51.4207566, -1.7261739 51.4206108)",,,
5006086,2,A346,trunk,20 mph,False,True,7.2509999999999994,,"LINESTRING (-1.7271284 51.4209994, -1.7271719 51.4210226, -1.7272038 51.4210444)",,,
18809368,,,residential,20 mph,False,True,43.883,,"LINESTRING (-1.7271284 51.4209994, -1.727282 51.4209746, -1.7277459 51.4209133)",The Parade,,
447436016,,,primary_link,20 mph,False,True,17.417,,"LINESTRING (-1.7321016 51.4198239, -1.7322978 51.4199217)",,,
23090639,,,residential,30 mph,False,False,83.715,,"LINESTRING (-1.7266967 51.4195619, -1.7264757 51.4193906, -1.726338 51.4192786, -1.7262993 51.4192256, -1.7262751 51.4191723, -1.7262607 51.4190619, -1.7262398 51.4189991, -1.7261706 51.4189052)",Culvermead Close,,
4064154,2,B3052,secondary,30 mph,False,False,266.651,,"LINESTRING (-1.7261706 51.4189052, -1.726438 51.4188253, -1.726512 51.4188032, -1.7266045 51.4187756, -1.7270419 51.4186504, -1.7272859 51.4185805, -1.7273962 51.4185433, -1.7276181 51.4184685, -1.7278848 51.4183536, -1.7282738 51.4181471, -1.7287721 51.4178692, -1.7288423 51.4178276, -1.7288978 51.4177947, -1.7293179 51.4175639)",George Lane,,
4064154,2,B3052,secondary,30 mph,False,True,110.057,,"LINESTRING (-1.7261706 51.4189052, -1.7261466 51.4189148, -1.7258033 51.4190038, -1.7252247 51.4191215, -1.7247665 51.4192176, -1.7246723 51.4192243)",George Lane,,
23090639,,,residential,30 mph,False,True,83.715,,"LINESTRING (-1.7261706 51.4189052, -1.7262398 51.4189991, -1.7262607 51.4190619, -1.7262751 51.4191723, -1.7262993 51.4192256, -1.726338 51.4192786, -1.7264757 51.4193906, -1.7266967 51.4195619)",Culvermead Close,,
"[27675060, 23090837]",,,residential,30 mph,False,False,129.332,,"LINESTRING (-1.7286805 51.4165846, -1.728589 51.4166378, -1.728513 51.4167095, -1.7285089 51.4167348, -1.7285155 51.416764, -1.7285269 51.4167928, -1.7285452 51.4168185, -1.7285837 51.4168531, -1.7286487 51.4169117, -1.728764 51.4170036, -1.7288378 51.4170638, -1.7288833 51.4171009, -1.7289527 51.417146, -1.729026 51.4171935, -1.7291742 51.4172623, -1.7295474 51.4174357)",Ducks Meadow,,
4064154,2,B3052,secondary,30 mph,False,True,21.366,,"LINESTRING (-1.7295474 51.4174357, -1.7294123 51.4175112, -1.7293179 51.4175639)",George Lane,,
"[27675060, 23090837]",,,residential,30 mph,False,True,129.33200000000002,,"LINESTRING (-1.7295474 51.4174357, -1.7291742 51.4172623, -1.729026 51.4171935, -1.7289527 51.417146, -1.7288833 51.4171009, -1.7288378 51.4170638, -1.728764 51.4170036, -1.7286487 51.4169117, -1.7285837 51.4168531, -1.7285452 51.4168185, -1.7285269 51.4167928, -1.7285155 51.416764, -1.7285089 51.4167348, -1.728513 51.4167095, -1.728589 51.4166378, -1.7286805 51.4165846)",Ducks Meadow,,
23090857,,,residential,30 mph,False,False,247.72,,"LINESTRING (-1.7283511 51.4165809, -1.7282899 51.4165951, -1.7255577 51.4174239, -1.7251422 51.4175591)",Isbury Road,,
23090861,,,residential,30 mph,False,False,161.23799999999997,,"LINESTRING (-1.7271056 51.4164992, -1.7270049 51.4165362, -1.7261338 51.4168215, -1.7256405 51.4169761, -1.7253786 51.4170571, -1.7252616 51.4170865, -1.7252031 51.4170985, -1.7251485 51.4171, -1.7250191 51.417071)",Upper Isbury,,
57961401,2,A346,trunk,30 mph,False,False,76.565,,"LINESTRING (-1.7240181 51.4179695, -1.7236631 51.4173175)",Salisbury Road,,
27394511,,,residential,30 mph,False,True,33.961999999999996,,"LINESTRING (-1.7240181 51.4179695, -1.7242359 51.4178332, -1.7243521 51.4177465)",Cherry Orchard,,
"[57961402, 23104693]",2,A346,trunk,30 mph,False,True,98.66300000000001,,"LINESTRING (-1.7240181 51.4179695, -1.7240623 51.418061, -1.7241008 51.4181264, -1.7243377 51.4185713, -1.724375 51.4186412, -1.7244087 51.4187044, -1.724456 51.4187993, -1.7244643 51.4188119)",Salisbury Road,,
23090858,,,residential,30 mph,False,False,9.887,,"LINESTRING (-1.7256082 51.418167, -1.7255369 51.41809)",Van Diemen's Close,,
23090858,,,residential,30 mph,False,True,65.07,,"LINESTRING (-1.7251422 51.4175591, -1.7255369 51.41809)",Van Diemen's Close,,
23090857,,,residential,30 mph,False,False,58.987999999999985,,"LINESTRING (-1.7251422 51.4175591, -1.7250583 51.4175837, -1.7248807 51.4176374, -1.7247083 51.417687, -1.7245564 51.4177231, -1.72446 51.4177383, -1.7243521 51.4177465)",Isbury Road,,
23090857,,,residential,30 mph,False,True,247.72,,"LINESTRING (-1.7251422 51.4175591, -1.7255577 51.4174239, -1.7282899 51.4165951, -1.7283511 51.4165809)",Isbury Road,,
23090859,,,residential,30 mph,False,False,8.089,,"LINESTRING (-1.7254302 51.4181194, -1.7255369 51.41809)",Van Diemen's Close,,
23090858,,,residential,30 mph,False,False,65.07,,"LINESTRING (-1.7255369 51.41809, -1.7251422 51.4175591)",Van Diemen's Close,,
23090858,,,residential,30 mph,False,True,9.887,,"LINESTRING (-1.7255369 51.41809, -1.7256082 51.418167)",Van Diemen's Close,,
23090859,,,residential,30 mph,False,True,8.089,,"LINESTRING (-1.7255369 51.41809, -1.7254302 51.4181194)",Van Diemen's Close,,
23090845,,,residential,30 mph,False,False,88.26,,"LINESTRING (-1.7250191 51.417071, -1.7248078 51.4173013, -1.7245941 51.4175246, -1.7243521 51.4177465)",Cherry Orchard,,
23090861,,,residential,30 mph,False,True,161.23799999999997,,"LINESTRING (-1.7250191 51.417071, -1.7251485 51.4171, -1.7252031 51.4170985, -1.7252616 51.4170865, -1.7253786 51.4170571, -1.7256405 51.4169761, -1.7261338 51.4168215, -1.7270049 51.4165362, -1.7271056 51.4164992)",Upper Isbury,,
23091021,,,residential,30 mph,False,True,80.357,,"LINESTRING (-1.7300571 51.4181088, -1.7300413 51.4180609, -1.7300263 51.4180358, -1.7299978 51.4180112, -1.729745 51.4178517, -1.7296637 51.4177994, -1.7294656 51.4176564, -1.7293179 51.4175639)",Figgins Lane,,
4064154,2,B3052,secondary,30 mph,False,False,21.366,,"LINESTRING (-1.7293179 51.4175639, -1.7294123 51.4175112, -1.7295474 51.4174357)",George Lane,,
4064154,2,B3052,secondary,30 mph,False,True,266.65099999999995,,"LINESTRING (-1.7293179 51.4175639, -1.7288978 51.4177947, -1.7288423 51.4178276, -1.7287721 51.4178692, -1.7282738 51.4181471, -1.7278848 51.4183536, -1.7276181 51.4184685, -1.7273962 51.4185433, -1.7272859 51.4185805, -1.7270419 51.4186504, -1.7266045 51.4187756, -1.726512 51.4188032, -1.726438 51.4188253, -1.7261706 51.4189052)",George Lane,,
23091021,,,residential,30 mph,False,False,80.35700000000001,,"LINESTRING (-1.7293179 51.4175639, -1.7294656 51.4176564, -1.7296637 51.4177994, -1.729745 51.4178517, -1.7299978 51.4180112, -1.7300263 51.4180358, -1.7300413 51.4180609, -1.7300571 51.4181088)",Figgins Lane,,
141953588,,A4,primary,20 mph,True,False,24.242,,"LINESTRING (-1.7315018 51.4202648, -1.731729 51.4200991)",High Street,,
447436014,2,,primary_link,20 mph,False,True,19.491,,"LINESTRING (-1.7315018 51.4202648, -1.7317149 51.4203791)",,,
142389350,,A4,primary,20 mph,False,True,60.006,,"LINESTRING (-1.7302294 51.4212, -1.7300196 51.4212517, -1.729874 51.4213219, -1.7297257 51.4214048, -1.7296224 51.4214587, -1.7295043 51.4214775)",Oxford Street,,
826426123,,,tertiary,20 mph,False,False,102.076,,"LINESTRING (-1.7302294 51.4212, -1.7302553 51.4212657, -1.7302571 51.4213199, -1.7302409 51.421393, -1.7301994 51.4214371, -1.7299731 51.4215916, -1.7299132 51.4216479, -1.7298985 51.4216839, -1.7299055 51.4217233, -1.7300026 51.4218675, -1.7300418 51.4219377, -1.7300833 51.4220206)",Kingsbury Street,,
1209646356,,A4,primary,20 mph,True,False,136.517,,"LINESTRING (-1.7302294 51.4212, -1.7303392 51.4210963, -1.7304882 51.4209769, -1.7306988 51.4208306, -1.7311407 51.4205192, -1.7315018 51.4202648)",High Street,,
6536496,2,A4,primary,30 mph,False,False,53.831,,"LINESTRING (-1.7205823 51.42009, -1.7201396 51.4201554, -1.7198216 51.4201843)",London Road,,
27394496,,,residential,30 mph,False,False,191.56799999999998,,"LINESTRING (-1.7205823 51.42009, -1.7203229 51.4195955, -1.7199117 51.4188612, -1.7196804 51.4184617)",St Margaret's Mead,,
1222024427,2,A4,primary,30 mph,False,True,287.871,,"LINESTRING (-1.7205823 51.42009, -1.7207383 51.4200612, -1.721026 51.420008, -1.7212881 51.4199568, -1.7213652 51.4199383, -1.722559 51.4196928, -1.7225769 51.4196891, -1.7227907 51.4196459, -1.7235733 51.4194915, -1.7239684 51.419439, -1.7244058 51.41942, -1.7245733 51.4194216)",London Road,,
27394496,,,residential,30 mph,False,True,191.568,,"LINESTRING (-1.7196804 51.4184617, -1.7199117 51.4188612, -1.7203229 51.4195955, -1.7205823 51.42009)",St Margaret's Mead,,
27394497,,,residential,30 mph,False,False,91.28,,"LINESTRING (-1.7196804 51.4184617, -1.7189288 51.4186438, -1.718809 51.4186663, -1.718687 51.4186809, -1.7185569 51.4186934, -1.7184279 51.4186914)",St Margaret's Mead,,
27394498,,,residential,30 mph,False,False,217.72299999999996,,"LINESTRING (-1.7196804 51.4184617, -1.7195521 51.4182379, -1.7193707 51.4178995, -1.719196 51.4176477, -1.7190941 51.4175176, -1.7189936 51.4174015, -1.7188836 51.4173, -1.7184178 51.4169639, -1.7182648 51.4168745, -1.7181142 51.4168082)",Five Stiles Road,,
"[27394504, 961367599]",,,residential,30 mph,False,"[False, True]",76.195,,"LINESTRING (-1.7196804 51.4184617, -1.7206149 51.4182423, -1.7207095 51.4182216)",St Margaret's Mead,,
27394498,,,residential,30 mph,False,True,217.723,,"LINESTRING (-1.7181142 51.4168082, -1.7182648 51.4168745, -1.7184178 51.4169639, -1.7188836 51.4173, -1.7189936 51.4174015, -1.7190941 51.4175176, -1.719196 51.4176477, -1.7193707 51.4178995, -1.7195521 51.4182379, -1.7196804 51.4184617)",Five Stiles Road,,
23090845,,,residential,30 mph,False,True,88.26,,"LINESTRING (-1.7243521 51.4177465, -1.7245941 51.4175246, -1.7248078 51.4173013, -1.7250191 51.417071)",Cherry Orchard,,
23090857,,,residential,30 mph,False,True,58.988,,"LINESTRING (-1.7243521 51.4177465, -1.72446 51.4177383, -1.7245564 51.4177231, -1.7247083 51.417687, -1.7248807 51.4176374, -1.7250583 51.4175837, -1.7251422 51.4175591)",Isbury Road,,
27394511,,,residential,30 mph,False,False,33.961999999999996,,"LINESTRING (-1.7243521 51.4177465, -1.7242359 51.4178332, -1.7240181 51.4179695)",Cherry Orchard,,
27394521,,,residential,30 mph,False,False,33.475,,"LINESTRING (-1.7185862 51.4189758, -1.7184279 51.4186914)",Murray Court,,
27394521,,,residential,30 mph,False,True,33.475,,"LINESTRING (-1.7184279 51.4186914, -1.7185862 51.4189758)",Murray Court,,
27394497,,,residential,30 mph,False,True,91.28,,"LINESTRING (-1.7184279 51.4186914, -1.7185569 51.4186934, -1.718687 51.4186809, -1.718809 51.4186663, -1.7189288 51.4186438, -1.7196804 51.4184617)",St Margaret's Mead,,
6536496,2,A4,primary,30 mph,False,False,5.478,,"LINESTRING (-1.7193737 51.4202075, -1.7192947 51.4202079)",London Road,,
6536496,2,A4,primary,30 mph,False,True,31.165,,"LINESTRING (-1.7193737 51.4202075, -1.7198216 51.4201843)",London Road,,
27394525,,,residential,30 mph,False,False,16.549,,"LINESTRING (-1.7193737 51.4202075, -1.7193787 51.4200587)",Reeds Ground,,
"[27394525, 27394526]",,,residential,30 mph,False,"[False, True]",49.678,,"LINESTRING (-1.7187793 51.4194536, -1.7184841 51.4194949, -1.7183737 51.4195081, -1.7183077 51.4195093, -1.7182656 51.4194969, -1.7182461 51.4194798, -1.7182322 51.41946, -1.718193 51.4193889)","['Reeds Corner', 'Reeds Ground']",,
27394525,,,residential,30 mph,False,True,83.076,,"LINESTRING (-1.7187793 51.4194536, -1.7190091 51.4198529, -1.7190327 51.4198832, -1.719062 51.41991, -1.7190898 51.4199281, -1.7191278 51.4199393, -1.7191837 51.4199506, -1.7192505 51.4199667, -1.7193054 51.4199912, -1.7193518 51.4200254, -1.7193787 51.4200587)",Reeds Ground,,
"[27394528, 27394527]",,,residential,30 mph,False,True,43.625,,"LINESTRING (-1.7187793 51.4194536, -1.719247 51.4193791, -1.7193864 51.4193512)","['Gales Ground', 'Reeds Ground']",,
"[27394525, 27394526]",,,residential,30 mph,False,"[False, True]",49.678,,"LINESTRING (-1.718193 51.4193889, -1.7182322 51.41946, -1.7182461 51.4194798, -1.7182656 51.4194969, -1.7183077 51.4195093, -1.7183737 51.4195081, -1.7184841 51.4194949, -1.7187793 51.4194536)","['Reeds Corner', 'Reeds Ground']",,
27394528,,,residential,30 mph,False,False,6.605,,"LINESTRING (-1.7194762 51.4193314, -1.7193864 51.4193512)",Gales Ground,,
27394529,,,residential,30 mph,False,False,9.965,,"LINESTRING (-1.7194398 51.4194344, -1.7193864 51.4193512)",Gales Ground,,
27394528,,,residential,30 mph,False,True,6.605,,"LINESTRING (-1.7193864 51.4193512, -1.7194762 51.4193314)",Gales Ground,,
27394529,,,residential,30 mph,False,True,9.965,,"LINESTRING (-1.7193864 51.4193512, -1.7194398 51.4194344)",Gales Ground,,
"[27394528, 27394527]",,,residential,30 mph,False,False,43.625,,"LINESTRING (-1.7193864 51.4193512, -1.719247 51.4193791, -1.7187793 51.4194536)","['Gales Ground', 'Reeds Ground']",,
27394530,,,residential,30 mph,False,False,7.15,,"LINESTRING (-1.7197307 51.419978, -1.719631 51.4199944)",Gales Ground,,
27394525,,,residential,30 mph,False,True,16.549,,"LINESTRING (-1.7193787 51.4200587, -1.7193737 51.4202075)",Reeds Ground,,
27394525,,,residential,30 mph,False,False,83.07600000000001,,"LINESTRING (-1.7193787 51.4200587, -1.7193518 51.4200254, -1.7193054 51.4199912, -1.7192505 51.4199667, -1.7191837 51.4199506, -1.7191278 51.4199393, -1.7190898 51.4199281, -1.719062 51.41991, -1.7190327 51.4198832, -1.7190091 51.4198529, -1.7187793 51.4194536)",Reeds Ground,,
27394530,,,residential,30 mph,False,True,18.9,,"LINESTRING (-1.7193787 51.4200587, -1.7194917 51.4200306, -1.719631 51.4199944)",Gales Ground,,
27394531,,,residential,30 mph,False,False,8.486,,"LINESTRING (-1.7195909 51.4199223, -1.719631 51.4199944)",Gales Ground,,
27394530,,,residential,30 mph,False,True,7.15,,"LINESTRING (-1.719631 51.4199944, -1.7197307 51.419978)",Gales Ground,,
27394531,,,residential,30 mph,False,True,8.486,,"LINESTRING (-1.719631 51.4199944, -1.7195909 51.4199223)",Gales Ground,,
27394530,,,residential,30 mph,False,False,18.9,,"LINESTRING (-1.719631 51.4199944, -1.7194917 51.4200306, -1.7193787 51.4200587)",Gales Ground,,
6536496,2,A4,primary,30 mph,False,False,31.165,,"LINESTRING (-1.7198216 51.4201843, -1.7193737 51.4202075)",London Road,,
6536496,2,A4,primary,30 mph,False,True,53.831,,"LINESTRING (-1.7198216 51.4201843, -1.7201396 51.4201554, -1.7205823 51.42009)",London Road,,
27394719,,,residential,30 mph,True,False,45.784000000000006,,"LINESTRING (-1.7198216 51.4201843, -1.719592 51.4202757, -1.7192583 51.420399)",Elcot Lane,,
27394720,,,residential,30 mph,True,False,21.512999999999998,,"LINESTRING (-1.7192583 51.420399, -1.7192846 51.4203394, -1.7192947 51.4202079)",Elcot Lane,,
32148446,,,residential,30 mph,False,False,25.421,,"LINESTRING (-1.7192583 51.420399, -1.7190913 51.4204424, -1.7189135 51.4204758)",Elcot Lane,,
6536496,2,A4,primary,30 mph,False,True,5.478,,"LINESTRING (-1.7192947 51.4202079, -1.7193737 51.4202075)",London Road,,
27394790,,,residential,30 mph,False,False,17.322,,"LINESTRING (-1.7195958 51.4212546, -1.7194859 51.4211147)",Stonebridge Close,,
27394790,,,residential,30 mph,False,True,81.384,,"LINESTRING (-1.7189135 51.4204758, -1.7193616 51.420983, -1.7194859 51.4211147)",Stonebridge Close,,
32148446,,,residential,30 mph,False,True,25.421,,"LINESTRING (-1.7189135 51.4204758, -1.7190913 51.4204424, -1.7192583 51.420399)",Elcot Lane,,
27394791,,,residential,30 mph,False,False,30.982,,"LINESTRING (-1.7206365 51.4207588, -1.7202325 51.4208778)",Stonebridge Close,,
27394790,,,residential,30 mph,False,True,17.322,,"LINESTRING (-1.7194859 51.4211147, -1.7195958 51.4212546)",Stonebridge Close,,
27394791,,,residential,30 mph,False,True,58.086,,"LINESTRING (-1.7194859 51.4211147, -1.7202325 51.4208778)",Stonebridge Close,,
27394790,,,residential,30 mph,False,False,81.384,,"LINESTRING (-1.7194859 51.4211147, -1.7193616 51.420983, -1.7189135 51.4204758)",Stonebridge Close,,
