osmid,highway,maxspeed,width,junction,oneway,reversed,length,geometry,lanes,name
25722572,residential,30 mph,,,False,False,139.748,"LINESTRING (-1.0772176 54.0159241, -1.0772411 54.015215, -1.077227 54.0151906, -1.0772009 54.0151627, -1.0771614 54.0151437, -1.0771082 54.0151305, -1.0764841 54.0151345, -1.0763832 54.0151358)",,Kennedy Drive
25722548,residential,30 mph,,,False,False,105.424,"LINESTRING (-1.0756084 54.015855, -1.0758798 54.0158693, -1.0764428 54.0158941, -1.0767075 54.0159074, -1.0770135 54.0159173, -1.0772176 54.0159241)",2,South Lane
25722548,residential,30 mph,,,False,True,68.644,"LINESTRING (-1.0756084 54.015855, -1.075177 54.0158331, -1.0750701 54.0158276, -1.0746853 54.0158079, -1.0745617 54.0158015)",2,South Lane
"[1038321971, 25722573]",residential,30 mph,4,,False,False,142.525,"LINESTRING (-1.0756084 54.015855, -1.0756834 54.0153873, -1.0758131 54.0145789)",2,Abelton Grove
25722548,residential,30 mph,,,False,False,68.644,"LINESTRING (-1.0745617 54.0158015, -1.0746853 54.0158079, -1.0750701 54.0158276, -1.075177 54.0158331, -1.0756084 54.015855)",2,South Lane
25722548,residential,30 mph,,,False,True,72.097,"LINESTRING (-1.0745617 54.0158015, -1.074242 54.0157772, -1.0741273 54.0157652, -1.073782 54.015714, -1.0736107 54.0156853, -1.0734814 54.0156754)",2,South Lane
25722574,residential,30 mph,4,,False,False,228.87399999999997,"LINESTRING (-1.0745617 54.0158015, -1.0746666 54.0151655, -1.0747438 54.0143827, -1.0747985 54.0137483)",,Old Orchard
25722548,residential,30 mph,,,False,False,72.09700000000001,"LINESTRING (-1.0734814 54.0156754, -1.0736107 54.0156853, -1.073782 54.015714, -1.0741273 54.0157652, -1.074242 54.0157772, -1.0745617 54.0158015)",2,South Lane
25722580,residential,30 mph,4,,False,False,153.85899999999998,"LINESTRING (-1.0734814 54.0156754, -1.0736697 54.0143997, -1.0737049 54.0142986)",,Orchard Paddock
"[499707481, 1005867105, 25722549]",residential,30 mph,3,,True,False,95.791,"LINESTRING (-1.0720319 54.0155462, -1.0724517 54.0155806, -1.0729314 54.0156221, -1.0734814 54.0156754)",,South Lane
25744663,tertiary,30 mph,,,False,False,167.221,"LINESTRING (-1.0720319 54.0155462, -1.072044 54.0155114, -1.072216 54.0149882, -1.0725315 54.0140713)",2,York Road
25744663,tertiary,30 mph,,,False,True,53.379999999999995,"LINESTRING (-1.0720319 54.0155462, -1.0719674 54.0158611, -1.0719265 54.0160222)",2,York Road
437580105,residential,30 mph,4,,False,False,8.553,"LINESTRING (-1.0758131 54.0145789, -1.0759433 54.0145869)",,Abelton Grove
437580105,residential,30 mph,4,,False,True,7.284,"LINESTRING (-1.0758131 54.0145789, -1.0757027 54.0145698)",,Abelton Grove
"[1038321971, 25722573]",residential,30 mph,4,,False,True,142.525,"LINESTRING (-1.0758131 54.0145789, -1.0756834 54.0153873, -1.0756084 54.015855)",2,Abelton Grove
25722574,residential,30 mph,4,,False,True,46.961999999999996,"LINESTRING (-1.07481 54.0133269, -1.0748237 54.0133768, -1.0747985 54.0137483)",,Old Orchard
25722575,residential,30 mph,4,,False,False,19.979,"LINESTRING (-1.07481 54.0133269, -1.074738 54.0132525, -1.0746896 54.0132213, -1.0746208 54.0131888)",,Old Orchard
25722580,residential,30 mph,4,,False,False,29.096000000000004,"LINESTRING (-1.0737049 54.0142986, -1.073705 54.0142528, -1.0736891 54.0142334, -1.0736718 54.0142238, -1.0735563 54.014206, -1.0733732 54.0141822)",,Orchard Paddock
25722580,residential,30 mph,4,,False,True,153.85899999999998,"LINESTRING (-1.0737049 54.0142986, -1.0736697 54.0143997, -1.0734814 54.0156754)",,Orchard Paddock
25722581,residential,30 mph,,,False,True,50.028000000000006,"LINESTRING (-1.0737049 54.0142986, -1.0741721 54.0143415, -1.0743062 54.0143785, -1.0744505 54.0143847)",,Orchard Paddock
25722574,residential,30 mph,4,,False,False,46.961999999999996,"LINESTRING (-1.0747985 54.0137483, -1.0748237 54.0133768, -1.07481 54.0133269)",,Old Orchard
25722574,residential,30 mph,4,,False,True,228.87399999999997,"LINESTRING (-1.0747985 54.0137483, -1.0747438 54.0143827, -1.0746666 54.0151655, -1.0745617 54.0158015)",,Old Orchard
"[1063347729, 25722582]",residential,30 mph,3.5,,False,False,64.34700000000001,"LINESTRING (-1.0747985 54.0137483, -1.0746481 54.013744, -1.0745091 54.0137308, -1.0744103 54.0137151, -1.0741729 54.0136773, -1.073847 54.0136105)",2,Old Orchard
378718330,residential,30 mph,,,False,False,4.072,"LINESTRING (-1.073847 54.0136105, -1.0738276 54.0136453)",,Old Orchard
378718330,residential,30 mph,,,False,True,4.038,"LINESTRING (-1.073847 54.0136105, -1.0738652 54.0135758)",,Old Orchard
"[1063347729, 25722582]",residential,30 mph,3.5,,False,True,64.347,"LINESTRING (-1.073847 54.0136105, -1.0741729 54.0136773, -1.0744103 54.0137151, -1.0745091 54.0137308, -1.0746481 54.013744, -1.0747985 54.0137483)",2,Old Orchard
1124518746,residential,30 mph,4,,False,False,153.483,"LINESTRING (-1.0714054 54.0139192, -1.0707878 54.0138358, -1.069116 54.01361)",,Calf Close
"[1124518746, 25744627]",residential,30 mph,4,,False,True,75.494,"LINESTRING (-1.0714054 54.0139192, -1.0717427 54.0139647, -1.0718261 54.013976, -1.0719519 54.013993, -1.0725315 54.0140713)",,Calf Close
25744630,residential,30 mph,4,,False,False,49.483000000000004,"LINESTRING (-1.069116 54.01361, -1.0691292 54.013496, -1.0691188 54.0134163, -1.0690748 54.0133204, -1.0690164 54.0132566, -1.068929 54.0131965)",,Calf Close
"[1124518746, 424389495]",residential,30 mph,4,,False,False,78.79599999999999,"LINESTRING (-1.069116 54.01361, -1.0686093 54.0135416, -1.0681642 54.0134926, -1.0680055 54.0134819, -1.0679323 54.0134858)",2,Calf Close
1124518746,residential,30 mph,4,,False,True,153.483,"LINESTRING (-1.069116 54.01361, -1.0707878 54.0138358, -1.0714054 54.0139192)",,Calf Close
"[1124518746, 424389495]",residential,30 mph,4,,False,True,78.79599999999999,"LINESTRING (-1.0679323 54.0134858, -1.0680055 54.0134819, -1.0681642 54.0134926, -1.0686093 54.0135416, -1.069116 54.01361)",2,Calf Close
424389497,residential,30 mph,,,False,False,227.932,"LINESTRING (-1.0679323 54.0134858, -1.0678706 54.0135067, -1.0678271 54.0135512, -1.0677146 54.013691, -1.0675861 54.0138972, -1.0674472 54.0141902, -1.0674279 54.0142683, -1.0674 54.0143867, -1.0673807 54.0145263, -1.0673691 54.0147271, -1.0673846 54.0149363, -1.0674419 54.0154647)",2,Calf Close
25744631,residential,30 mph,,,False,False,82.047,"LINESTRING (-1.0674419 54.0154647, -1.0686955 54.015421)",,Calf Close
424389497,residential,30 mph,,,False,False,72.172,"LINESTRING (-1.0674419 54.0154647, -1.0674622 54.0158058, -1.0674628 54.0158925, -1.0674552 54.0161135)",2,Calf Close
424389497,residential,30 mph,,,False,True,227.932,"LINESTRING (-1.0674419 54.0154647, -1.0673846 54.0149363, -1.0673691 54.0147271, -1.0673807 54.0145263, -1.0674 54.0143867, -1.0674279 54.0142683, -1.0674472 54.0141902, -1.0675861 54.0138972, -1.0677146 54.013691, -1.0678271 54.0135512, -1.0678706 54.0135067, -1.0679323 54.0134858)",2,Calf Close
"[185520370, 185520374]",tertiary,"['20 mph', '30 mph']",,,False,True,151.685,"LINESTRING (-1.0674552 54.0161135, -1.0675559 54.0161166, -1.0677118 54.0161271, -1.0681793 54.016148, -1.0684512 54.0161657, -1.0689556 54.0162006, -1.0697582 54.0162791)",2,Station Road
424389497,residential,30 mph,,,False,True,72.172,"LINESTRING (-1.0674552 54.0161135, -1.0674628 54.0158925, -1.0674622 54.0158058, -1.0674419 54.0154647)",2,Calf Close
25744630,residential,30 mph,4,,False,True,49.483000000000004,"LINESTRING (-1.068929 54.0131965, -1.0690164 54.0132566, -1.0690748 54.0133204, -1.0691188 54.0134163, -1.0691292 54.013496, -1.069116 54.01361)",,Calf Close
25744631,residential,30 mph,,,False,True,82.047,"LINESTRING (-1.0686955 54.015421, -1.0674419 54.0154647)",,Calf Close
4085979,tertiary,30 mph,3,roundabout,True,False,24.252000000000002,"LINESTRING (-1.0720541 54.0161248, -1.0720343 54.0161512, -1.0719821 54.0161785, -1.0719354 54.0161871, -1.0719025 54.0161874, -1.0718554 54.0161794, -1.071813 54.0161608, -1.0717868 54.0161364, -1.0717827 54.0161253)",,
185545724,tertiary,20 mph,,,False,True,196.962,"LINESTRING (-1.0720541 54.0161248, -1.0721016 54.0161309, -1.072523 54.0161961, -1.0725977 54.0162118, -1.0729001 54.01627, -1.0733776 54.0163722, -1.0734659 54.0163914, -1.0737557 54.0164486, -1.0738414 54.0164657, -1.0742353 54.0165387, -1.0744282 54.0165689, -1.0746993 54.0165975, -1.0749448 54.0166081)",2,The Village
185520369,tertiary,30 mph,,,False,True,51.777,"LINESTRING (-1.0707022 54.0162951, -1.0714683 54.0161759)",2,Station Road
25744682,residential,30 mph,4,,False,False,188.35000000000002,"LINESTRING (-1.0707022 54.0162951, -1.0706805 54.0166344, -1.070617 54.0171702, -1.070564 54.0173857, -1.0703372 54.0179702)",,Usher Lane
"[185520369, 185520374]",tertiary,"['20 mph', '30 mph']",,,False,False,61.803,"LINESTRING (-1.0707022 54.0162951, -1.0705059 54.0163036, -1.070058 54.0162947, -1.0697582 54.0162791)",2,Station Road
25744697,residential,20 mph,3,,False,False,89.803,"LINESTRING (-1.0697582 54.0162791, -1.0697503 54.0154715)",,Hall Rise
"[185520370, 185520374]",tertiary,"['20 mph', '30 mph']",,,False,False,151.685,"LINESTRING (-1.0697582 54.0162791, -1.0689556 54.0162006, -1.0684512 54.0161657, -1.0681793 54.016148, -1.0677118 54.0161271, -1.0675559 54.0161166, -1.0674552 54.0161135)",2,Station Road
"[185520369, 185520374]",tertiary,"['20 mph', '30 mph']",,,False,True,61.803,"LINESTRING (-1.0697582 54.0162791, -1.070058 54.0162947, -1.0705059 54.0163036, -1.0707022 54.0162951)",2,Station Road
25744681,residential,30 mph,,,False,False,54.345,"LINESTRING (-1.065485 54.0170893, -1.0654744 54.017578)",,Mallard Way
25744681,residential,30 mph,,,False,True,54.345,"LINESTRING (-1.0654744 54.017578, -1.065485 54.0170893)",,Mallard Way
25744691,residential,30 mph,4,,False,True,68.651,"LINESTRING (-1.0654744 54.017578, -1.0664889 54.0177389)",,Windmill Way
25744682,residential,30 mph,4,,False,False,36.337,"LINESTRING (-1.0703372 54.0179702, -1.0701814 54.0182839)",,Usher Lane
25744682,residential,30 mph,4,,False,True,188.35,"LINESTRING (-1.0703372 54.0179702, -1.070564 54.0173857, -1.070617 54.0171702, -1.0706805 54.0166344, -1.0707022 54.0162951)",,Usher Lane
25744691,residential,30 mph,4,,False,False,105.382,"LINESTRING (-1.0703372 54.0179702, -1.0697955 54.0178993, -1.0696658 54.0178904, -1.0687438 54.0178312)",,Windmill Way
25744682,residential,30 mph,4,,False,True,36.337,"LINESTRING (-1.0701814 54.0182839, -1.0703372 54.0179702)",,Usher Lane
25744682,residential,30 mph,4,,False,False,142.845,"LINESTRING (-1.0701814 54.0182839, -1.0700213 54.0186403, -1.0699514 54.0188104, -1.0698995 54.0189943, -1.0698343 54.0193105, -1.0697692 54.0195435)",,Usher Lane
25745139,residential,30 mph,,,False,False,88.168,"LINESTRING (-1.0701814 54.0182839, -1.0706747 54.0183525, -1.0707649 54.0183595, -1.0715138 54.0183973)",2,Oaken Grove
25744682,residential,30 mph,4,,False,False,37.783,"LINESTRING (-1.0697692 54.0195435, -1.0696965 54.0197334, -1.06964 54.0198747)",,Usher Lane
25744682,residential,30 mph,4,,False,True,142.845,"LINESTRING (-1.0697692 54.0195435, -1.0698343 54.0193105, -1.0698995 54.0189943, -1.0699514 54.0188104, -1.0700213 54.0186403, -1.0701814 54.0182839)",,Usher Lane
25744736,residential,,,,False,False,133.98,"LINESTRING (-1.0697692 54.0195435, -1.0704246 54.0196591, -1.0705475 54.0196953, -1.0711111 54.0199295, -1.071409 54.0200368, -1.0715778 54.0200872)",,Crookland Lane
25744682,residential,30 mph,4,,False,False,72.794,"LINESTRING (-1.06964 54.0198747, -1.0695913 54.0200052, -1.0693783 54.020511)",,Usher Lane
25744682,residential,30 mph,4,,False,True,37.783,"LINESTRING (-1.06964 54.0198747, -1.0696965 54.0197334, -1.0697692 54.0195435)",,Usher Lane
25744689,residential,30 mph,,,False,True,96.499,"LINESTRING (-1.06964 54.0198747, -1.0693645 54.01983, -1.0682045 54.0196705)",2,Whitelands Cottages
"[25744682, 110610230]",residential,30 mph,4,,False,False,87.42599999999999,"LINESTRING (-1.0693783 54.020511, -1.0692634 54.0208015, -1.0690673 54.0212757)",,Usher Lane
25744682,residential,30 mph,4,,False,True,72.794,"LINESTRING (-1.0693783 54.020511, -1.0695913 54.0200052, -1.06964 54.0198747)",,Usher Lane
25744690,residential,30 mph,4,,False,False,41.852,"LINESTRING (-1.0693783 54.020511, -1.0689113 54.0204455, -1.0688497 54.0204136, -1.0688108 54.0203736)",,Farndale Close
25744683,residential,30 mph,,,False,False,107.08200000000001,"LINESTRING (-1.0690673 54.0212757, -1.0687453 54.0212161, -1.0684801 54.0211479, -1.0682674 54.0210818, -1.0675973 54.0208572)",,Usher Park Road
"[25744682, 110610230]",residential,30 mph,4,,False,True,87.42599999999999,"LINESTRING (-1.0690673 54.0212757, -1.0692634 54.0208015, -1.0693783 54.020511)",,Usher Lane
25744683,residential,30 mph,,,False,False,145.08499999999998,"LINESTRING (-1.0675973 54.0208572, -1.066531 54.0204667, -1.0658453 54.0202158, -1.0657764 54.0201953, -1.0657029 54.0201777)",,Usher Park Road
25744683,residential,30 mph,,,False,True,107.08200000000001,"LINESTRING (-1.0675973 54.0208572, -1.0682674 54.0210818, -1.0684801 54.0211479, -1.0687453 54.0212161, -1.0690673 54.0212757)",,Usher Park Road
25744684,residential,,,,False,True,90.02000000000001,"LINESTRING (-1.0675973 54.0208572, -1.0677699 54.0207116, -1.0678071 54.0206648, -1.0680367 54.0201002)",,Swarthdale
25744688,residential,,,,False,False,58.443,"LINESTRING (-1.0657029 54.0201777, -1.0659285 54.0196691)",,Newdale
25744683,residential,30 mph,,,False,True,145.08499999999998,"LINESTRING (-1.0657029 54.0201777, -1.0657764 54.0201953, -1.0658453 54.0202158, -1.066531 54.0204667, -1.0675973 54.0208572)",,Usher Park Road
25744684,residential,,,,False,False,49.022,"LINESTRING (-1.0682045 54.0196705, -1.0680367 54.0201002)",,Swarthdale
25744689,residential,30 mph,,,False,False,96.499,"LINESTRING (-1.0682045 54.0196705, -1.0693645 54.01983, -1.06964 54.0198747)",2,Whitelands Cottages
25744684,residential,,,,False,True,49.022,"LINESTRING (-1.0680367 54.0201002, -1.0682045 54.0196705)",,Swarthdale
25744684,residential,,,,False,False,90.02,"LINESTRING (-1.0680367 54.0201002, -1.0678071 54.0206648, -1.0677699 54.0207116, -1.0675973 54.0208572)",,Swarthdale
25744687,residential,,,,False,False,79.106,"LINESTRING (-1.0680367 54.0201002, -1.0677464 54.0200723, -1.0676899 54.020062, -1.0669577 54.0197997)",,Sandholme
25744687,residential,,,,False,True,79.106,"LINESTRING (-1.0669577 54.0197997, -1.0676899 54.020062, -1.0677464 54.0200723, -1.0680367 54.0201002)",,Sandholme
25744688,residential,,,,False,True,58.443,"LINESTRING (-1.0659285 54.0196691, -1.0657029 54.0201777)",,Newdale
25744691,residential,30 mph,4,,False,False,147.782,"LINESTRING (-1.0687438 54.0178312, -1.0677239 54.0177812, -1.0671333 54.0177483, -1.0669765 54.0177459, -1.0666207 54.0177479, -1.0664889 54.0177389)",,Windmill Way
25744691,residential,30 mph,4,,False,True,105.382,"LINESTRING (-1.0687438 54.0178312, -1.0696658 54.0178904, -1.0697955 54.0178993, -1.0703372 54.0179702)",,Windmill Way
25744997,residential,30 mph,,,False,False,73.487,"LINESTRING (-1.0687438 54.0178312, -1.0687396 54.0178561, -1.0686407 54.0184893)",,Carmires Avenue
468570676,residential,30 mph,,,False,True,31.041,"LINESTRING (-1.0687438 54.0178312, -1.0687492 54.0178037, -1.0687985 54.0175539)",,Windmill Way
25744692,residential,30 mph,,,False,False,23.531,"LINESTRING (-1.0684401 54.0175329, -1.0687985 54.0175539)",,Windmill Way
25744692,residential,30 mph,,,False,False,9.097,"LINESTRING (-1.0687985 54.0175539, -1.0689376 54.0175577)",,Windmill Way
25744692,residential,30 mph,,,False,True,23.531,"LINESTRING (-1.0687985 54.0175539, -1.0684401 54.0175329)",,Windmill Way
468570676,residential,30 mph,,,False,False,31.041,"LINESTRING (-1.0687985 54.0175539, -1.0687492 54.0178037, -1.0687438 54.0178312)",,Windmill Way
25744693,residential,,,,False,False,100.855,"LINESTRING (-1.0686407 54.0184893, -1.067097 54.0184801)",,Scriven Grove
25744997,residential,30 mph,,,False,False,50.963,"LINESTRING (-1.0686407 54.0184893, -1.068614 54.0186525, -1.0686263 54.0186976, -1.0686728 54.0187505, -1.0687435 54.0187835, -1.068958 54.0188349)",,Carmires Avenue
25744997,residential,30 mph,,,False,True,73.487,"LINESTRING (-1.0686407 54.0184893, -1.0687396 54.0178561, -1.0687438 54.0178312)",,Carmires Avenue
25744997,residential,30 mph,,,False,True,50.963,"LINESTRING (-1.068958 54.0188349, -1.0687435 54.0187835, -1.0686728 54.0187505, -1.0686263 54.0186976, -1.068614 54.0186525, -1.0686407 54.0184893)",,Carmires Avenue
25744693,residential,,,,False,True,100.855,"LINESTRING (-1.067097 54.0184801, -1.0686407 54.0184893)",,Scriven Grove
813516042,residential,,,,False,False,9.419,"LINESTRING (-1.067097 54.0184801, -1.0670897 54.0185647)",,Scriven Grove
813516042,residential,,,,False,True,9.175,"LINESTRING (-1.067097 54.0184801, -1.067095 54.0183976)",,Scriven Grove
25744691,residential,30 mph,4,,False,False,68.651,"LINESTRING (-1.0664889 54.0177389, -1.0654744 54.017578)",,Windmill Way
25744696,residential,30 mph,,,False,False,88.422,"LINESTRING (-1.0664889 54.0177389, -1.0664461 54.0169441)",,Falcon Close
25744691,residential,30 mph,4,,False,True,147.78199999999998,"LINESTRING (-1.0664889 54.0177389, -1.0666207 54.0177479, -1.0669765 54.0177459, -1.0671333 54.0177483, -1.0677239 54.0177812, -1.0687438 54.0178312)",,Windmill Way
25744696,residential,30 mph,,,False,True,88.422,"LINESTRING (-1.0664461 54.0169441, -1.0664889 54.0177389)",,Falcon Close
25744697,residential,20 mph,3,,False,True,89.803,"LINESTRING (-1.0697503 54.0154715, -1.0697582 54.0162791)",,Hall Rise
25744698,residential,20 mph,,,False,True,67.807,"LINESTRING (-1.0697503 54.0154715, -1.0707874 54.0154945)",,Hall Rise
25744698,residential,20 mph,,,False,False,26.721000000000004,"LINESTRING (-1.0697503 54.0154715, -1.0696533 54.0154594, -1.0695269 54.0154138, -1.0694045 54.0153519)",,Hall Rise
25744698,residential,20 mph,,,False,False,67.807,"LINESTRING (-1.0707874 54.0154945, -1.0697503 54.0154715)",,Hall Rise
25744736,residential,,,,False,True,133.98,"LINESTRING (-1.0715778 54.0200872, -1.071409 54.0200368, -1.0711111 54.0199295, -1.0705475 54.0196953, -1.0704246 54.0196591, -1.0697692 54.0195435)",,Crookland Lane
25745139,residential,30 mph,,,False,False,86.137,"LINESTRING (-1.0715138 54.0183973, -1.0715714 54.0184015, -1.0718866 54.0184266, -1.0720848 54.0184531, -1.0722395 54.0184769, -1.0723957 54.0185175, -1.0725792 54.0185803, -1.0727424 54.0186441)",2,Oaken Grove
25745139,residential,30 mph,,,False,True,88.168,"LINESTRING (-1.0715138 54.0183973, -1.0707649 54.0183595, -1.0706747 54.0183525, -1.0701814 54.0182839)",2,Oaken Grove
25745144,residential,,,,False,False,54.265,"LINESTRING (-1.0715138 54.0183973, -1.0715415 54.0182932, -1.0715442 54.0182057, -1.0715988 54.0179631, -1.0715891 54.017913)",,Reid Park
25745139,residential,30 mph,,,False,False,146.069,"LINESTRING (-1.0727424 54.0186441, -1.073151 54.0188064, -1.0737751 54.0190553, -1.0739706 54.0191227, -1.0741463 54.0191766, -1.0743832 54.0192345, -1.0746787 54.0192832)",2,Oaken Grove
25745139,residential,30 mph,,,False,True,86.137,"LINESTRING (-1.0727424 54.0186441, -1.0725792 54.0185803, -1.0723957 54.0185175, -1.0722395 54.0184769, -1.0720848 54.0184531, -1.0718866 54.0184266, -1.0715714 54.0184015, -1.0715138 54.0183973)",2,Oaken Grove
25745141,residential,,,,False,False,58.434,"LINESTRING (-1.0727424 54.0186441, -1.07256 54.0187927, -1.0724974 54.0188745, -1.0724548 54.0189588, -1.0724314 54.0191229)",,Lowfield Drive
25745139,residential,30 mph,,,False,False,32.999,"LINESTRING (-1.0746787 54.0192832, -1.0749482 54.0193129, -1.0751771 54.0193308)",2,Oaken Grove
25745139,residential,30 mph,,,False,True,146.069,"LINESTRING (-1.0746787 54.0192832, -1.0743832 54.0192345, -1.0741463 54.0191766, -1.0739706 54.0191227, -1.0737751 54.0190553, -1.073151 54.0188064, -1.0727424 54.0186441)",2,Oaken Grove
25745156,residential,,,,False,False,60.079,"LINESTRING (-1.0746787 54.0192832, -1.074618 54.0194781, -1.0746028 54.0195379, -1.0746025 54.0198196)",,Larch Way
25745152,residential,,,,False,False,68.703,"LINESTRING (-1.0751771 54.0193308, -1.0752219 54.0187135)",,Hawthorne Avenue
25745139,residential,30 mph,,,False,False,63.85,"LINESTRING (-1.0751771 54.0193308, -1.0752071 54.0193325, -1.076153 54.0193619)",2,Oaken Grove
25745139,residential,30 mph,,,False,True,32.999,"LINESTRING (-1.0751771 54.0193308, -1.0749482 54.0193129, -1.0746787 54.0192832)",2,Oaken Grove
25745142,residential,,,,False,False,63.434,"LINESTRING (-1.0724314 54.0191229, -1.071462 54.0190902)",,Little Lane
25745141,residential,,,,False,False,163.98700000000002,"LINESTRING (-1.0724314 54.0191229, -1.0724064 54.0195539, -1.0724002 54.0197436, -1.0724196 54.0199595, -1.0724991 54.0205291, -1.0725351 54.0205917)",,Lowfield Drive
25745141,residential,,,,False,True,58.434,"LINESTRING (-1.0724314 54.0191229, -1.0724548 54.0189588, -1.0724974 54.0188745, -1.07256 54.0187927, -1.0727424 54.0186441)",,Lowfield Drive
25745141,residential,,,,False,True,163.98700000000002,"LINESTRING (-1.0725351 54.0205917, -1.0724991 54.0205291, -1.0724196 54.0199595, -1.0724002 54.0197436, -1.0724064 54.0195539, -1.0724314 54.0191229)",,Lowfield Drive
25745142,residential,,,,False,True,63.434,"LINESTRING (-1.071462 54.0190902, -1.0724314 54.0191229)",,Little Lane
25745143,residential,,,,False,False,36.255,"LINESTRING (-1.071462 54.0190902, -1.0714942 54.0187647)",,Little Lane
25745143,residential,,,,False,True,56.944,"LINESTRING (-1.071462 54.0190902, -1.071419 54.0195095, -1.0713886 54.0195998)",,Little Lane
25745143,residential,,,,False,False,56.944,"LINESTRING (-1.0713886 54.0195998, -1.071419 54.0195095, -1.071462 54.0190902)",,Little Lane
25745143,residential,,,,False,True,36.255,"LINESTRING (-1.0714942 54.0187647, -1.071462 54.0190902)",,Little Lane
25745145,residential,,,,False,False,31.664,"LINESTRING (-1.0715891 54.017913, -1.0720693 54.0179516)",,Reid Park
25745144,residential,,,,False,False,29.455,"LINESTRING (-1.0715891 54.017913, -1.0715635 54.0178278, -1.0716119 54.0176517)",,Reid Park
25745144,residential,,,,False,True,54.265,"LINESTRING (-1.0715891 54.017913, -1.0715988 54.0179631, -1.0715442 54.0182057, -1.0715415 54.0182932, -1.0715138 54.0183973)",,Reid Park
25745145,residential,,,,False,True,31.664,"LINESTRING (-1.0720693 54.0179516, -1.0715891 54.017913)",,Reid Park
25745139,residential,30 mph,,,False,False,31.596,"LINESTRING (-1.076153 54.0193619, -1.0766363 54.0193727)",2,Oaken Grove
25745139,residential,30 mph,,,False,True,63.85,"LINESTRING (-1.076153 54.0193619, -1.0752071 54.0193325, -1.0751771 54.0193308)",2,Oaken Grove
25745161,residential,,,,False,False,133.72699999999998,"LINESTRING (-1.076153 54.0193619, -1.0761329 54.019601, -1.0761284 54.0199531, -1.0761347 54.0200005, -1.0761695 54.020053, -1.0762247 54.0200994, -1.076299 54.0201358, -1.0763963 54.020155, -1.0764955 54.0201617, -1.0768268 54.0201449, -1.0769594 54.0201292)",,Mulberry Drive
25745139,residential,30 mph,,,False,True,31.596,"LINESTRING (-1.0766363 54.0193727, -1.076153 54.0193619)",2,Oaken Grove
