osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width
33291263,2,Castle Gate,secondary,20 mph,False,True,37.669,"LINESTRING (-2.5567658 55.4765508, -2.5564551 55.4768402)",B6358,,
65728269,,Athol Court,residential,20 mph,False,False,27.287,"LINESTRING (-2.5567658 55.4765508, -2.5570847 55.4767168)",,,
"[1087564131, 33291263]",2,Castle Gate,secondary,20 mph,False,False,185.179,"LINESTRING (-2.5567658 55.4765508, -2.5572667 55.4760922, -2.5580133 55.4754087, -2.5580673 55.4753592, -2.5582811 55.4751635, -2.5583124 55.4751348)",B6358,,
1087564133,2,Castle Gate,secondary,20 mph,False,True,21.063,"LINESTRING (-2.5589411 55.4747519, -2.5586928 55.4748787)",B6358,,
65728273,2,Castle Terrace,residential,20 mph,False,False,75.884,"LINESTRING (-2.5589411 55.4747519, -2.5590074 55.4747853, -2.5592914 55.4749284, -2.5596002 55.475084, -2.5598372 55.4752077)",,,
"[103397321, 211849573, 103397255]",2,,trunk,"['20 mph', '30 mph']",False,True,86.794,"LINESTRING (-2.5509152 55.4804423, -2.5509905 55.4803594, -2.5512653 55.4800394, -2.5513202 55.4799758, -2.5513661 55.4799234, -2.5514883 55.4797335)",A68,yes,
1058532861,2,Waterside Road,tertiary,20 mph,False,False,18.387999999999998,"LINESTRING (-2.5509152 55.4804423, -2.5508624 55.480426, -2.5507927 55.4804003, -2.5507801 55.4803957, -2.5507207 55.4803687, -2.5506927 55.4803403)",,,
34208241,2,Waterside Road,tertiary,20 mph,False,False,145.588,"LINESTRING (-2.5506927 55.4803403, -2.5506873 55.4802838, -2.5506758 55.4802089, -2.5506645 55.480141, -2.5505921 55.4797676, -2.5505513 55.4794715, -2.5505014 55.4792398, -2.5504489 55.4791636, -2.5502772 55.4790909)",,,
238011059,,Forthill Terrace,residential,20 mph,False,False,237.72599999999997,"LINESTRING (-2.5506927 55.4803403, -2.5506393 55.4803565, -2.5505872 55.4803718, -2.5503759 55.480452, -2.5502168 55.4805298, -2.5500975 55.4805906, -2.5499282 55.4806967, -2.5498048 55.4807906, -2.5495402 55.4810112, -2.54932 55.4812224, -2.5492716 55.4812702, -2.5490793 55.4814837, -2.548836 55.4817825, -2.5486059 55.4820749)",,,
1058532861,2,Waterside Road,tertiary,20 mph,False,True,18.387999999999998,"LINESTRING (-2.5506927 55.4803403, -2.5507207 55.4803687, -2.5507801 55.4803957, -2.5507927 55.4804003, -2.5508624 55.480426, -2.5509152 55.4804423)",,,
34208241,2,Waterside Road,tertiary,20 mph,False,True,145.588,"LINESTRING (-2.5502772 55.4790909, -2.5504489 55.4791636, -2.5505014 55.4792398, -2.5505513 55.4794715, -2.5505921 55.4797676, -2.5506645 55.480141, -2.5506758 55.4802089, -2.5506873 55.4802838, -2.5506927 55.4803403)",,,
723223065,,Waterside Road,tertiary,20 mph,False,False,89.94200000000001,"LINESTRING (-2.5502772 55.4790909, -2.5503203 55.4789887, -2.5503678 55.4788397, -2.550373 55.4784938, -2.5503551 55.4783963, -2.5502774 55.4782972)",,,
"[1104896705, 1104896706, 103402004]",,Prior's Road,residential,20 mph,False,False,150.356,"LINESTRING (-2.5502772 55.4790909, -2.5502169 55.4790997, -2.5501062 55.4791344, -2.5496135 55.4792963, -2.5492025 55.4794609, -2.5489917 55.479555, -2.548958 55.4795783, -2.5488809 55.4796307, -2.5485581 55.4798926, -2.5484913 55.4799483)",,,
103402028,,Oakieknowe Road,residential,20 mph,False,False,73.93900000000001,"LINESTRING (-2.5502774 55.4782972, -2.5500163 55.4783308, -2.5496279 55.4783857, -2.5492291 55.4784531, -2.5491829 55.4784596, -2.5491422 55.4784643)",,,
723223065,,Waterside Road,tertiary,20 mph,False,True,89.942,"LINESTRING (-2.5502774 55.4782972, -2.5503551 55.4783963, -2.550373 55.4784938, -2.5503678 55.4788397, -2.5503203 55.4789887, -2.5502772 55.4790909)",,,
"[34208244, 1264626620, 1262613574]",,Old Bridge End,residential,20 mph,False,True,55.672,"LINESTRING (-2.5502774 55.4782972, -2.5504737 55.4782106, -2.5505373 55.4781755, -2.5506234 55.478128, -2.5507983 55.4779816, -2.5508345 55.4779513, -2.5508816 55.4779432)",,,
1104155385,2,High Street,tertiary,20 mph,False,True,16.849,"LINESTRING (-2.5526279 55.4796478, -2.5528018 55.4795327)",,,
"[1112507432, 34603446, 1112506783]",,Queen Street,residential,20 mph,True,False,112.273,"LINESTRING (-2.5526279 55.4796478, -2.5525809 55.4796177, -2.5525267 55.4795844, -2.5524603 55.4795395, -2.5524411 55.4795183, -2.552432 55.4794972, -2.552428 55.4794713, -2.5524321 55.4794455, -2.5524361 55.4794138, -2.5524421 55.4793797, -2.5525162 55.4792227, -2.5526644 55.4789811, -2.5527715 55.4788219, -2.5528546 55.4787187)",,,4.9
941365357,2,High Street,tertiary,20 mph,False,False,24.414,"LINESTRING (-2.5526279 55.4796478, -2.5525248 55.4796988, -2.5524236 55.4797396, -2.5523108 55.4797719)",,,
118198082,,Crown Lane Close,residential,20 mph,False,False,63.39500000000001,"LINESTRING (-2.5531908 55.4781322, -2.553258 55.4781297, -2.5532976 55.4781289, -2.553336 55.4781328, -2.5533854 55.4781432, -2.5534292 55.4781566, -2.5534612 55.478175, -2.553483 55.4781917, -2.5535119 55.4782171, -2.5535408 55.4782426, -2.5535602 55.4782644, -2.5535877 55.4782831, -2.5536373 55.4782986, -2.5536812 55.478304, -2.553725 55.4783064, -2.5537776 55.478306, -2.5538305 55.4783034, -2.553871 55.4782987, -2.5539106 55.4782938, -2.5539546 55.478286, -2.5540023 55.478274, -2.5540425 55.4782562)",,,
1112506132,,Queen Street,residential,20 mph,True,False,57.70900000000001,"LINESTRING (-2.5531908 55.4781322, -2.5531635 55.4778861, -2.5531507 55.477794, -2.5531429 55.4777004, -2.553144 55.4776637, -2.5531499 55.4776142)",,,4.9
33117352,2,Canongate,secondary,20 mph,False,True,45.247,"LINESTRING (-2.5531499 55.4776142, -2.5528016 55.4776078, -2.5524322 55.4776021)",B6358,,
"[103402009, 71338084]",2,Canongate,secondary,20 mph,False,False,144.536,"LINESTRING (-2.5531499 55.4776142, -2.5534863 55.4776181, -2.5535858 55.4776199, -2.553938 55.4776253, -2.5544229 55.4776388, -2.5545951 55.4776489, -2.554732 55.4776579, -2.5550362 55.4776747, -2.5550985 55.477678, -2.555152 55.4776815, -2.5552112 55.4776911, -2.5553585 55.4777258, -2.5554192 55.47774)",B6358,,
"[1054242771, 130469462, 36950071]",2,Queen Street,tertiary,20 mph,False,False,57.751000000000005,"LINESTRING (-2.5523108 55.4797719, -2.5523267 55.4798146, -2.5523329 55.4798315, -2.5523662 55.4799225, -2.552381 55.4799977, -2.5523791 55.4800982, -2.5523576 55.4801383, -2.5523184 55.4801825, -2.5522568 55.4802157, -2.5521855 55.4802448)",,,
386757695,2,High Street,tertiary,20 mph,False,False,53.22400000000001,"LINESTRING (-2.5523108 55.4797719, -2.5521583 55.4797935, -2.5520138 55.4797962, -2.5519969 55.479796, -2.5518655 55.4797946, -2.5516895 55.4797784, -2.5515664 55.4797516, -2.5514883 55.4797335)",,,
941365357,2,High Street,tertiary,20 mph,False,True,24.414,"LINESTRING (-2.5523108 55.4797719, -2.5524236 55.4797396, -2.5525248 55.4796988, -2.5526279 55.4796478)",,,
"[965710281, 55811151]",,Pleasance,tertiary,20 mph,False,False,175.27999999999997,"LINESTRING (-2.5521855 55.4802448, -2.552237 55.4802837, -2.5524637 55.4803906, -2.5527179 55.4805062, -2.5528246 55.4805614, -2.5534911 55.4809062, -2.5535465 55.480932, -2.5537502 55.4810269, -2.5542029 55.4812377, -2.5542517 55.4812915)",,,
"[1058533568, 130469420, 36950072, 55811162, 947879004, 1058532862]",,"['Bridge Street', 'Old Bongate']","['unclassified', 'residential']",20 mph,False,"[False, True]",243.363,"LINESTRING (-2.5521855 55.4802448, -2.5520973 55.4802652, -2.5519672 55.4802912, -2.5516263 55.4803648, -2.5510591 55.4804839, -2.5510221 55.4804949, -2.5510088 55.4805037, -2.5510003 55.4805163, -2.5509996 55.4805278, -2.5510015 55.4805427, -2.551007 55.4805552, -2.5510161 55.4805677, -2.5510253 55.4805777, -2.5512127 55.4807718, -2.5512958 55.4809055, -2.5513398 55.4810065, -2.5513522 55.4810697, -2.5513436 55.4811078, -2.551321 55.4811391, -2.5512874 55.4811669, -2.5512489 55.4811968, -2.5511669 55.4812555, -2.5510828 55.4813165, -2.5510096 55.4813729, -2.5507719 55.4815882, -2.5506931 55.4816754, -2.5505805 55.481807)",,yes,5.6
"[1054242771, 130469462, 36950071]",2,Queen Street,tertiary,20 mph,False,True,57.751,"LINESTRING (-2.5521855 55.4802448, -2.5522568 55.4802157, -2.5523184 55.4801825, -2.5523576 55.4801383, -2.5523791 55.4800982, -2.552381 55.4799977, -2.5523662 55.4799225, -2.5523329 55.4798315, -2.5523267 55.4798146, -2.5523108 55.4797719)",,,
33291263,2,Castle Gate,secondary,20 mph,False,False,37.669,"LINESTRING (-2.5564551 55.4768402, -2.5567658 55.4765508)",B6358,,
33291263,2,Castle Gate,secondary,20 mph,False,True,98.28899999999999,"LINESTRING (-2.5564551 55.4768402, -2.5563037 55.4769749, -2.5561829 55.4770846, -2.5560748 55.4771839, -2.555976 55.4772719, -2.5559093 55.4773343, -2.555814 55.4774219, -2.5557037 55.4775318, -2.5556336 55.4775914)",B6358,,
42726055,,Abbey Close,residential,20 mph,False,False,86.6,"LINESTRING (-2.5564551 55.4768402, -2.5564244 55.4768312, -2.5556845 55.4766143, -2.5556267 55.4765959, -2.5555892 55.4765716, -2.5555015 55.4763601)",,,
33117353,2,Exchange Street,tertiary,20 mph,False,False,21.822,"LINESTRING (-2.5563222 55.4781413, -2.5565865 55.4782681)",,,
33117353,2,Exchange Street,tertiary,20 mph,False,True,39.358000000000004,"LINESTRING (-2.5563222 55.4781413, -2.5560749 55.4780351, -2.5558654 55.4779535, -2.5558159 55.4779342)",,,
55811156,,Friarsgate,residential,20 mph,False,True,379.8070000000001,"LINESTRING (-2.5563222 55.4781413, -2.5563053 55.4781577, -2.556088 55.4783686, -2.5559789 55.4784793, -2.5558708 55.4785852, -2.5557667 55.4786926, -2.5557126 55.4787523, -2.5556445 55.4788275, -2.5554409 55.479067, -2.555333 55.4792334, -2.5551314 55.4795655, -2.5550467 55.4797112, -2.5549889 55.4797903, -2.5549397 55.4798544, -2.554911 55.4798864, -2.5547686 55.4800449, -2.5546356 55.480239, -2.5545994 55.4803003, -2.5545573 55.480378, -2.5545028 55.4805294, -2.5544428 55.4807301, -2.5544372 55.4808049, -2.5544403 55.480904, -2.5544554 55.4811234, -2.5544456 55.4811412, -2.5544036 55.481188, -2.5543588 55.4812281, -2.5542517 55.4812915)",,,
1100647266,2,The Silk Road,trunk,30 mph,False,False,31.654,"LINESTRING (-2.551933 55.477312, -2.551874 55.4775947)",A68,,
55814772,,Duck Row,residential,20 mph,False,False,82.92200000000001,"LINESTRING (-2.551933 55.477312, -2.5518144 55.4773049, -2.5517758 55.4773057, -2.5517371 55.4773126, -2.5517144 55.4773215, -2.5516962 55.4773336, -2.5516779 55.4773565, -2.5516667 55.4773814, -2.5516325 55.4774713, -2.5516129 55.4775358, -2.5515995 55.4777092, -2.5515927 55.4777737, -2.5515603 55.4777973, -2.5515438 55.4778155, -2.5515116 55.4778638, -2.5514759 55.4779131)",,,
"[1100647265, 1100647266, 103397317, 103397286, 125618203]",2,The Silk Road,trunk,"['20 mph', '30 mph']",False,True,261.12600000000003,"LINESTRING (-2.551933 55.477312, -2.5519811 55.4771411, -2.5520446 55.4770168, -2.5520757 55.4769542, -2.5521535 55.4768447, -2.5522379 55.4767261, -2.5523775 55.4765648, -2.5525015 55.4764539, -2.5527548 55.4762538, -2.5529308 55.4761295, -2.5530984 55.4760218, -2.5532354 55.4759288, -2.5532939 55.47589, -2.5533959 55.4758245, -2.5534727 55.4757756, -2.5535367 55.4757202, -2.5538489 55.4754266, -2.5539378 55.4752952)",A68,yes,
55814772,,Duck Row,residential,20 mph,False,True,82.92200000000001,"LINESTRING (-2.5514759 55.4779131, -2.5515116 55.4778638, -2.5515438 55.4778155, -2.5515603 55.4777973, -2.5515927 55.4777737, -2.5515995 55.4777092, -2.5516129 55.4775358, -2.5516325 55.4774713, -2.5516667 55.4773814, -2.5516779 55.4773565, -2.5516962 55.4773336, -2.5517144 55.4773215, -2.5517371 55.4773126, -2.5517758 55.4773057, -2.5518144 55.4773049, -2.551933 55.477312)",,,
"[1264626620, 34208244, 1262613574]",,Old Bridge End,residential,20 mph,False,False,55.672000000000004,"LINESTRING (-2.5508816 55.4779432, -2.5508345 55.4779513, -2.5507983 55.4779816, -2.5506234 55.478128, -2.5505373 55.4781755, -2.5504737 55.4782106, -2.5502774 55.4782972)",,,
65728264,,Wildcat Cleuch,residential,20 mph,False,False,192.39600000000002,"LINESTRING (-2.5599468 55.4777009, -2.5601493 55.4773638, -2.5601899 55.4773149, -2.5602512 55.4772506, -2.5603406 55.4771736, -2.5604361 55.4770903, -2.56055 55.4770069, -2.5606824 55.4769197, -2.5608303 55.4768378, -2.5609276 55.4767921, -2.5610433 55.4767534, -2.5612416 55.4766931, -2.5614514 55.4766246, -2.5618955 55.4764518)",,,
65728264,,Wildcat Cleuch,residential,20 mph,False,True,24.872,"LINESTRING (-2.5599468 55.4777009, -2.5598967 55.4778006, -2.5598621 55.4778809, -2.5598465 55.4779172)",,,
65728265,,Larkhall Burn,residential,20 mph,False,False,59.664,"LINESTRING (-2.5599468 55.4777009, -2.5599129 55.4776941, -2.5598789 55.4776873, -2.5598408 55.4776697, -2.5595977 55.4775395, -2.5595628 55.4775305, -2.5595333 55.4775395, -2.5594116 55.4777669)",,,
65728264,,Wildcat Cleuch,residential,20 mph,False,True,192.39600000000004,"LINESTRING (-2.5618955 55.4764518, -2.5614514 55.4766246, -2.5612416 55.4766931, -2.5610433 55.4767534, -2.5609276 55.4767921, -2.5608303 55.4768378, -2.5606824 55.4769197, -2.56055 55.4770069, -2.5604361 55.4770903, -2.5603406 55.4771736, -2.5602512 55.4772506, -2.5601899 55.4773149, -2.5601493 55.4773638, -2.5599468 55.4777009)",,,
65728265,,Larkhall Burn,residential,20 mph,False,True,59.663999999999994,"LINESTRING (-2.5594116 55.4777669, -2.5595333 55.4775395, -2.5595628 55.4775305, -2.5595977 55.4775395, -2.5598408 55.4776697, -2.5598789 55.4776873, -2.5599129 55.4776941, -2.5599468 55.4777009)",,,
65728269,,Athol Court,residential,20 mph,False,False,39.267,"LINESTRING (-2.5570847 55.4767168, -2.5575813 55.4769301)",,,
65728269,,Athol Court,residential,20 mph,False,True,27.287,"LINESTRING (-2.5570847 55.4767168, -2.5567658 55.4765508)",,,
65728270,,Athol Court,residential,20 mph,False,False,29.828,"LINESTRING (-2.5570847 55.4767168, -2.557063 55.4767379, -2.5568462 55.4769485)",,,
65728269,,Athol Court,residential,20 mph,False,True,39.267,"LINESTRING (-2.5575813 55.4769301, -2.5570847 55.4767168)",,,
65728270,,Athol Court,residential,20 mph,False,True,29.828,"LINESTRING (-2.5568462 55.4769485, -2.557063 55.4767379, -2.5570847 55.4767168)",,,
65728273,2,Castle Terrace,residential,20 mph,False,True,75.884,"LINESTRING (-2.5598372 55.4752077, -2.5596002 55.475084, -2.5592914 55.4749284, -2.5590074 55.4747853, -2.5589411 55.4747519)",,,
65728274,,Galahill,residential,20 mph,False,False,37.261,"LINESTRING (-2.5583124 55.4751348, -2.5583879 55.4749957, -2.5584002 55.4749535, -2.5584059 55.47489, -2.5583933 55.4748071)",,,
"[1087564131, 33291263]",2,Castle Gate,secondary,20 mph,False,True,185.179,"LINESTRING (-2.5583124 55.4751348, -2.5582811 55.4751635, -2.5580673 55.4753592, -2.5580133 55.4754087, -2.5572667 55.4760922, -2.5567658 55.4765508)",B6358,,
1087564133,2,Castle Gate,secondary,20 mph,False,False,37.261,"LINESTRING (-2.5583124 55.4751348, -2.5584399 55.4750379, -2.5586928 55.4748787)",B6358,,
65728274,,Galahill,residential,20 mph,False,True,37.261,"LINESTRING (-2.5583933 55.4748071, -2.5584059 55.47489, -2.5584002 55.4749535, -2.5583879 55.4749957, -2.5583124 55.4751348)",,,
65728275,,Galahill,residential,20 mph,False,True,20.496,"LINESTRING (-2.5583933 55.4748071, -2.5584949 55.4748345, -2.5586928 55.4748787)",,,
1087564133,2,Castle Gate,secondary,20 mph,False,False,21.063,"LINESTRING (-2.5586928 55.4748787, -2.5589411 55.4747519)",B6358,,
65728275,,Galahill,residential,20 mph,False,False,20.496,"LINESTRING (-2.5586928 55.4748787, -2.5584949 55.4748345, -2.5583933 55.4748071)",,,
1087564133,2,Castle Gate,secondary,20 mph,False,True,37.261,"LINESTRING (-2.5586928 55.4748787, -2.5584399 55.4750379, -2.5583124 55.4751348)",B6358,,
