osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,width
4320610,True,,A85,trunk,30 mph,False,15.652000000000001,"LINESTRING (-5.4755364 56.4183411, -5.4755538 56.4183016, -5.4755927 56.4182732, -5.4756512 56.4182543, -5.4756992 56.4182494)",,roundabout,
"[26223139, 120533500]",False,2,,unclassified,,True,177.67199999999994,"LINESTRING (-5.4725814 56.4121497, -5.473009 56.4123702, -5.4730468 56.4124072, -5.4730637 56.4124427, -5.4730635 56.4124741, -5.473053 56.4125109, -5.4730262 56.4125457, -5.4729768 56.4125842, -5.4728832 56.4126645, -5.4727125 56.4128056, -5.4726399 56.4128707, -5.4726051 56.4129271, -5.4725836 56.4129913, -5.4725222 56.4132685, -5.4725031 56.4133162, -5.4724575 56.4133607, -5.4724001 56.413391, -5.4723207 56.413417, -5.4722633 56.4134291, -5.4721508 56.4134529)","[""Queen's Park Place"", 'Station Road']",,
1212903541,True,2,A85,trunk,30 mph,False,10.027000000000001,"LINESTRING (-5.4725814 56.4121497, -5.4725221 56.4121814, -5.4724473 56.4121979)",Argyll Square,circular,
4321098,True,2,A85,trunk,30 mph,False,10.434000000000001,"LINESTRING (-5.4725251 56.4119713, -5.4725727 56.4120117, -5.4725997 56.4120548)",Argyll Square,circular,
4321181,True,,,tertiary,30 mph,False,74.939,"LINESTRING (-5.4725251 56.4119713, -5.472731 56.4119094, -5.4734405 56.4115323)",Albany Street,,10.4
4321098,True,2,A85,trunk,30 mph,False,25.700000000000003,"LINESTRING (-5.4721281 56.4119004, -5.4724256 56.4119478, -5.4725251 56.4119713)",Argyll Square,circular,
4321102,True,,A816,primary,30 mph,False,53.251999999999995,"LINESTRING (-5.4720318 56.4120975, -5.4718874 56.4120304, -5.4716139 56.4119172, -5.4713487 56.4118035)",Argyll Square,,
415121204,True,2,A85,trunk,30 mph,False,25.683999999999997,"LINESTRING (-5.4720318 56.4120975, -5.4719917 56.4120386, -5.4719948 56.4120012, -5.4720057 56.4119688, -5.4720401 56.4119383, -5.4721281 56.4119004)",Argyll Square,circular,
"[26223139, 120533500]",False,2,,unclassified,,False,177.67199999999997,"LINESTRING (-5.4721508 56.4134529, -5.4722633 56.4134291, -5.4723207 56.413417, -5.4724001 56.413391, -5.4724575 56.4133607, -5.4725031 56.4133162, -5.4725222 56.4132685, -5.4725836 56.4129913, -5.4726051 56.4129271, -5.4726399 56.4128707, -5.4727125 56.4128056, -5.4728832 56.4126645, -5.4729768 56.4125842, -5.4730262 56.4125457, -5.473053 56.4125109, -5.4730635 56.4124741, -5.4730637 56.4124427, -5.4730468 56.4124072, -5.473009 56.4123702, -5.4725814 56.4121497)","[""Queen's Park Place"", 'Station Road']",,
40976010,False,2,A85,trunk,30 mph,False,77.688,"LINESTRING (-5.4721508 56.4134529, -5.4722447 56.4137351, -5.4723279 56.4139752, -5.4723873 56.4141392)",George Street,,
846729266,False,2,A85,trunk,30 mph,True,44.586,"LINESTRING (-5.4721508 56.4134529, -5.472096 56.4132875, -5.4720201 56.4130585)",George Street,,
4321185,False,,,unclassified,,False,46.091,"LINESTRING (-5.4728658 56.4155724, -5.4722607 56.415642, -5.4721474 56.4156787)",Craigard Road,,
26224100,True,,A85,trunk,30 mph,False,66.699,"LINESTRING (-5.4728658 56.4155724, -5.4728567 56.4155443, -5.4727087 56.4150665, -5.4726835 56.4149811)",George Street,,
39300155,False,2,A816,primary,30 mph,True,21.544,"LINESTRING (-5.47089 56.4116629, -5.4711841 56.4117681)",,,
4321098,True,2,A85,trunk,30 mph,False,10.778,"LINESTRING (-5.4725997 56.4120548, -5.4726067 56.4120978, -5.4725814 56.4121497)",Argyll Square,circular,
39300155,False,2,A816,primary,30 mph,False,10.864,"LINESTRING (-5.4713487 56.4118035, -5.4711841 56.4117681)",,,
39300157,True,,A816,primary,30 mph,False,10.332,"LINESTRING (-5.4713487 56.4118035, -5.4714348 56.4118151, -5.4715117 56.4118259)",Argyll Square,,
25548966,True,,,residential,,False,55.151,"LINESTRING (-5.4740732 56.4164146, -5.4731946 56.4165136)",William Street,,
4320606,True,1,A85,trunk,30 mph,False,187.31499999999997,"LINESTRING (-5.4740732 56.4164146, -5.4741033 56.416466, -5.4742304 56.4167464, -5.4743068 56.4169049, -5.4744488 56.417084, -5.4746017 56.4172724, -5.4748772 56.4175593, -5.4749984 56.4176629, -5.4751353 56.4177777, -5.475244 56.4178593, -5.4753398 56.4179298)",Corran Esplanade,,
26224100,True,,A85,trunk,30 mph,False,106.597,"LINESTRING (-5.4731946 56.4165136, -5.4729517 56.4158368, -5.4728658 56.4155724)",George Street,,
26198535,True,,,unclassified,,False,90.90100000000001,"LINESTRING (-5.4752588 56.4186489, -5.4751611 56.4185569, -5.475062 56.4184441, -5.4749988 56.4183341, -5.4750036 56.4182078, -5.4750585 56.4181025, -5.4751529 56.4180247, -5.4752746 56.4179616, -5.4753398 56.4179298)",Victoria Crescent,,
1185571621,True,1,A85,trunk,30 mph,False,38.42,"LINESTRING (-5.4752588 56.4186489, -5.4753352 56.4185898, -5.4753927 56.4185226, -5.4754438 56.4184431, -5.4755364 56.4183411)",,,
4320606,True,1,A85,trunk,30 mph,False,41.979,"LINESTRING (-5.4753398 56.4179298, -5.4756219 56.4181559, -5.4756992 56.4182494)",Corran Esplanade,,
26198538,True,,,residential,20 mph,False,31.734,"LINESTRING (-5.4721474 56.4156787, -5.4719988 56.415952)",Albert Road,,
4321185,False,,,unclassified,,False,47.169000000000004,"LINESTRING (-5.4721474 56.4156787, -5.4719446 56.4157503, -5.4717638 56.4160237)",Craigard Road,,
4321185,False,,,unclassified,,True,46.091,"LINESTRING (-5.4721474 56.4156787, -5.4722607 56.415642, -5.4728658 56.4155724)",Craigard Road,,
4321185,False,,,unclassified,,True,47.169000000000004,"LINESTRING (-5.4717638 56.4160237, -5.4719446 56.4157503, -5.4721474 56.4156787)",Craigard Road,,
26224098,False,,,residential,20 mph,False,14.876,"LINESTRING (-5.4708419 56.4175015, -5.4708085 56.417634)",Dalriach Road,,
26223117,False,,,residential,20 mph,False,161.209,"LINESTRING (-5.4708419 56.4175015, -5.4713776 56.4161254, -5.471398 56.4160848)",Dalriach Road,,
26223117,False,,,residential,20 mph,True,161.209,"LINESTRING (-5.471398 56.4160848, -5.4713776 56.4161254, -5.4708419 56.4175015)",Dalriach Road,,
26223128,False,,,residential,,False,20.048,"LINESTRING (-5.469884 56.4176058, -5.469716 56.4177603)",,,
272497497,False,,,residential,20 mph,True,60.04900000000001,"LINESTRING (-5.469884 56.4176058, -5.46992 56.4176257, -5.4699762 56.4176315, -5.4703314 56.4176161, -5.4707382 56.417598, -5.4707676 56.4176032, -5.4707998 56.4176165, -5.4708085 56.417634)",Dalriach Park Terrace,,
357258387,False,,,residential,20 mph,True,223.433,"LINESTRING (-5.469884 56.4176058, -5.4698692 56.4175727, -5.4699577 56.4173366, -5.4699974 56.4172783, -5.4700497 56.4172129, -5.4702954 56.4169297, -5.470417 56.4167532, -5.4704508 56.4166865, -5.4704802 56.4166146, -5.4705462 56.416431, -5.470579 56.4162975, -5.4706159 56.4156654)",Ardconnel Road,,
104384558,False,,,residential,20 mph,True,29.748,"LINESTRING (-5.4681178 56.4167011, -5.4677245 56.4168568)",Laurel Road,,
26223120,False,,,residential,20 mph,False,196.172,"LINESTRING (-5.4681178 56.4167011, -5.4683918 56.4166525, -5.4685925 56.4165726, -5.4686674 56.4165349, -5.4687396 56.4164986, -5.4689221 56.4163731, -5.4690914 56.4162717, -5.4692774 56.4161921, -5.4695188 56.4161014, -5.4696868 56.4160308, -5.469831 56.4159387, -5.4699292 56.415871, -5.4700074 56.4158248, -5.4700505 56.4157994, -5.4702152 56.4157359, -5.470368 56.4157006, -5.4706159 56.4156654)",Laurel Road,,
26223122,False,,,residential,20 mph,True,214.649,"LINESTRING (-5.4681178 56.4167011, -5.4681231 56.4166039, -5.468162 56.4164674, -5.4681975 56.416382, -5.468221 56.4163257, -5.4682519 56.416233, -5.4684396 56.4157522, -5.4684879 56.4155868, -5.4685452 56.4153835, -5.4686247 56.4151884, -5.4687736 56.4148071)",Duncraggan Road,,
104384488,False,,,residential,20 mph,True,93.055,"LINESTRING (-5.4681178 56.4167011, -5.4682776 56.416749, -5.4683894 56.4167908, -5.4685097 56.4168323, -5.4686184 56.4168921, -5.4686971 56.4169644, -5.4687321 56.41704, -5.4687746 56.4173752)",Duncraggan Road,,
26223120,False,,,residential,20 mph,True,196.17200000000003,"LINESTRING (-5.4706159 56.4156654, -5.470368 56.4157006, -5.4702152 56.4157359, -5.4700505 56.4157994, -5.4700074 56.4158248, -5.4699292 56.415871, -5.469831 56.4159387, -5.4696868 56.4160308, -5.4695188 56.4161014, -5.4692774 56.4161921, -5.4690914 56.4162717, -5.4689221 56.4163731, -5.4687396 56.4164986, -5.4686674 56.4165349, -5.4685925 56.4165726, -5.4683918 56.4166525, -5.4681178 56.4167011)",Laurel Road,,
26223121,False,,,residential,20 mph,True,3.2030000000000003,"LINESTRING (-5.4706159 56.4156654, -5.4706114 56.4156523, -5.4706062 56.4156371)",Ardconnel Road,,
357258387,False,,,residential,20 mph,False,223.433,"LINESTRING (-5.4706159 56.4156654, -5.470579 56.4162975, -5.4705462 56.416431, -5.4704802 56.4166146, -5.4704508 56.4166865, -5.470417 56.4167532, -5.4702954 56.4169297, -5.4700497 56.4172129, -5.4699974 56.4172783, -5.4699577 56.4173366, -5.4698692 56.4175727, -5.469884 56.4176058)",Ardconnel Road,,
26223121,False,,,residential,20 mph,False,117.487,"LINESTRING (-5.4668706 56.4148001, -5.4671049 56.4148286, -5.467467 56.4148286, -5.4679712 56.4148108, -5.4684514 56.4148019, -5.4687736 56.4148071)",Ardconnel Road,,
26223143,False,,,residential,20 mph,True,120.343,"LINESTRING (-5.4668706 56.4148001, -5.4674026 56.4146179, -5.4680848 56.4143351, -5.4684812 56.4141871)",Rockfield Road,,
26223121,False,,,residential,20 mph,False,153.97000000000003,"LINESTRING (-5.4687736 56.4148071, -5.4691751 56.4148469, -5.4694518 56.4148954, -5.4695967 56.414928, -5.4696744 56.4149681, -5.4699239 56.4151447, -5.470235 56.4153361, -5.4705328 56.415526, -5.4705842 56.4155725, -5.4706062 56.4156371)",Ardconnel Road,,
26223121,False,,,residential,20 mph,True,117.487,"LINESTRING (-5.4687736 56.4148071, -5.4684514 56.4148019, -5.4679712 56.4148108, -5.467467 56.4148286, -5.4671049 56.4148286, -5.4668706 56.4148001)",Ardconnel Road,,
26223122,False,,,residential,20 mph,False,214.649,"LINESTRING (-5.4687736 56.4148071, -5.4686247 56.4151884, -5.4685452 56.4153835, -5.4684879 56.4155868, -5.4684396 56.4157522, -5.4682519 56.416233, -5.468221 56.4163257, -5.4681975 56.416382, -5.468162 56.4164674, -5.4681231 56.4166039, -5.4681178 56.4167011)",Duncraggan Road,,
26223125,False,,,residential,20 mph,True,252.18900000000002,"LINESTRING (-5.4684812 56.4141871, -5.4687571 56.4143049, -5.4689771 56.414388, -5.4692051 56.4144399, -5.4694545 56.4144651, -5.4697549 56.414474, -5.4699212 56.4144918, -5.4700607 56.4145126, -5.4701814 56.4145675, -5.4703121 56.4147118, -5.4703235 56.4147263, -5.4707661 56.4153138, -5.4708278 56.4154325, -5.4708305 56.4155082, -5.4708305 56.415566, -5.4707724 56.4156123, -5.4707634 56.4156195, -5.4706695 56.4156328, -5.4706062 56.4156371)",Ardconnel Terrace,,
26223143,False,,,residential,20 mph,False,120.343,"LINESTRING (-5.4684812 56.4141871, -5.4680848 56.4143351, -5.4674026 56.4146179, -5.4668706 56.4148001)",Rockfield Road,,
26223143,False,,,residential,20 mph,True,216.385,"LINESTRING (-5.4684812 56.4141871, -5.4683556 56.4139981, -5.4683481 56.4137581, -5.4685692 56.4133351, -5.4688391 56.4130685, -5.4689633 56.4129457, -5.4692501 56.4127612, -5.4695798 56.4126029, -5.4697171 56.412558, -5.4697964 56.4125676)",Rockfield Road,,
26223126,True,,,unclassified,,False,83.506,"LINESTRING (-5.4723873 56.4141392, -5.471627 56.4142272, -5.4710585 56.414293)",Argyll Street,,
40976010,False,2,A85,trunk,30 mph,False,58.77,"LINESTRING (-5.4723873 56.4141392, -5.4724193 56.4142277, -5.472474 56.4143568, -5.4726002 56.4146544)",George Street,,
40976010,False,2,A85,trunk,30 mph,True,77.68799999999999,"LINESTRING (-5.4723873 56.4141392, -5.4723279 56.4139752, -5.4722447 56.4137351, -5.4721508 56.4134529)",George Street,,
26223127,False,,,unclassified,,True,24.659999999999997,"LINESTRING (-5.4710585 56.414293, -5.4711105 56.4144077, -5.4711265 56.414443, -5.4711561 56.4145081)",Tweedale Street,,
180788820,True,,,unclassified,20 mph,False,100.733,"LINESTRING (-5.4710585 56.414293, -5.4709924 56.4140999, -5.4707538 56.4134029)",Tweedale Street,,
26223128,False,,,residential,,True,125.32499999999999,"LINESTRING (-5.4689674 56.4187723, -5.4693046 56.4185726, -5.469369 56.4185385, -5.4694731 56.4184078, -5.4696018 56.4181213, -5.469716 56.4177603)",,,
354130658,False,,,unclassified,,True,51.004,"LINESTRING (-5.471885 56.4150849, -5.4723775 56.4150376, -5.4725304 56.4149901, -5.4726835 56.4149811)",Stafford Street,,
26223135,False,,,residential,20 mph,False,172.559,"LINESTRING (-5.4707538 56.4134029, -5.469903 56.4135125, -5.4697882 56.41351, -5.4697144 56.4134904, -5.4695887 56.4132291, -5.4695532 56.4130827, -5.4695584 56.4129922, -5.4696454 56.4128961, -5.4697806 56.4126706, -5.4698113 56.4126035, -5.4697964 56.4125676)",Hill Street,,
567195867,False,,,unclassified,20 mph,False,46.214,"LINESTRING (-5.4707538 56.4134029, -5.4709045 56.4133205, -5.4710239 56.413212, -5.4711016 56.4130461)",Hill Street,,
26223134,False,,,unclassified,20 mph,True,57.99000000000001,"LINESTRING (-5.4711016 56.4130461, -5.4712264 56.4130773, -5.4713541 56.4130954, -5.4715319 56.4131045, -5.471706 56.4130913, -5.4720201 56.4130585)",Stevenson Street,,
180788819,False,,,unclassified,20 mph,False,16.741999999999997,"LINESTRING (-5.4711016 56.4130461, -5.4709858 56.4130101, -5.4708914 56.4129534)",Stevenson Street,,
567195867,False,,,unclassified,20 mph,True,46.214,"LINESTRING (-5.4711016 56.4130461, -5.4710239 56.413212, -5.4709045 56.4133205, -5.4707538 56.4134029)",Hill Street,,
120533464,False,2,A85,trunk,30 mph,True,44.07,"LINESTRING (-5.4720201 56.4130585, -5.4718793 56.4126699)",George Street,,
26223134,False,,,unclassified,20 mph,False,57.99,"LINESTRING (-5.4720201 56.4130585, -5.471706 56.4130913, -5.4715319 56.4131045, -5.4713541 56.4130954, -5.4712264 56.4130773, -5.4711016 56.4130461)",Stevenson Street,,
846729266,False,2,A85,trunk,30 mph,False,44.586,"LINESTRING (-5.4720201 56.4130585, -5.472096 56.4132875, -5.4721508 56.4134529)",George Street,,
26223137,False,,,unclassified,,False,76.07900000000001,"LINESTRING (-5.4708914 56.4129534, -5.4707884 56.4129878, -5.4707073 56.4129972, -5.470579 56.4129905, -5.4700269 56.4129305, -5.4699698 56.4129182, -5.4699476 56.4128867, -5.4699116 56.4127668)",,,
180788819,False,,,unclassified,20 mph,True,16.741999999999997,"LINESTRING (-5.4708914 56.4129534, -5.4709858 56.4130101, -5.4711016 56.4130461)",Stevenson Street,,
846728275,True,,,unclassified,20 mph,False,147.918,"LINESTRING (-5.4708914 56.4129534, -5.4707935 56.4128389, -5.47072 56.4127383, -5.4706586 56.4126126, -5.470631 56.4124379, -5.4706569 56.4122514, -5.47089 56.4116629)",Stevenson Street,,
39300155,False,2,A816,primary,30 mph,False,21.544,"LINESTRING (-5.4711841 56.4117681, -5.47089 56.4116629)",,,
39300155,False,2,A816,primary,30 mph,True,10.864,"LINESTRING (-5.4711841 56.4117681, -5.4713487 56.4118035)",,,
1107913254,True,,,residential,,False,18.416,"LINESTRING (-5.4740381 56.4119206, -5.4738468 56.4117932)",Campbell Street,,
4321182,True,,,tertiary,30 mph,False,97.027,"LINESTRING (-5.4740381 56.4119206, -5.4738979 56.4119866, -5.4736962 56.4120763, -5.4736005 56.4120893, -5.4735237 56.4120865, -5.4733869 56.4120636, -5.4728649 56.4120064, -5.4727667 56.4120104, -5.4726499 56.4120401, -5.4725997 56.4120548)",Shore Street,,
26223140,False,,,residential,,True,38.292,"LINESTRING (-5.4734405 56.4115323, -5.4738468 56.4117932)",Campbell Street,,
39300157,True,,A816,primary,30 mph,False,38.812,"LINESTRING (-5.4715117 56.4118259, -5.4721281 56.4119004)",Argyll Square,,
26224098,False,,,residential,20 mph,True,14.876,"LINESTRING (-5.4708085 56.417634, -5.4708419 56.4175015)",Dalriach Road,,
26224098,False,,,residential,20 mph,False,265.017,"LINESTRING (-5.4708085 56.417634, -5.4707661 56.4180716, -5.470709 56.418721, -5.4706445 56.4192333, -5.4706237 56.419399, -5.4705698 56.4200136)",Dalriach Road,,
272497497,False,,,residential,20 mph,False,60.049,"LINESTRING (-5.4708085 56.417634, -5.4707998 56.4176165, -5.4707676 56.4176032, -5.4707382 56.417598, -5.4703314 56.4176161, -5.4699762 56.4176315, -5.46992 56.4176257, -5.469884 56.4176058)",Dalriach Park Terrace,,
1115543327,True,,,residential,30 mph,False,12.484,"LINESTRING (-5.4730291 56.417522, -5.473065 56.4174115)",Breadalbane Street,,
"[26224102, 26224103]",False,,,"['unclassified', 'residential']",,False,237.95700000000005,"LINESTRING (-5.4723858 56.4189713, -5.4719713 56.4186199, -5.4716574 56.4182342, -5.471547 56.4179833, -5.47237 56.4175816, -5.4729829 56.4173991, -5.473065 56.4174115)","['Albert Lane', 'Nursery Lane']",,
282109047,False,,,residential,,True,98.932,"LINESTRING (-5.4723858 56.4189713, -5.4728788 56.4190282, -5.4727826 56.419226, -5.4724639 56.4195921)",Breadalbane Mews,,
1115543327,True,,,residential,30 mph,False,165.953,"LINESTRING (-5.4723858 56.4189713, -5.4729602 56.4177024, -5.4730291 56.417522)",Breadalbane Street,,
593166465,False,,,unclassified,,True,9.874,"LINESTRING (-5.4719988 56.415952, -5.4721538 56.4159289)",John Street,,
26198538,True,,,residential,20 mph,False,203.95200000000006,"LINESTRING (-5.4719988 56.415952, -5.4720482 56.4161165, -5.4720643 56.4161877, -5.4720536 56.416256, -5.4718714 56.4165273, -5.4718279 56.4168332, -5.4717847 56.4169783, -5.4717383 56.4170944, -5.471697 56.4171719, -5.4716358 56.4172285, -5.4715535 56.417269, -5.4713624 56.4173328, -5.4710965 56.4174153, -5.4708419 56.4175015)",Albert Road,,
26223137,False,,,unclassified,,True,76.079,"LINESTRING (-5.4699116 56.4127668, -5.4699476 56.4128867, -5.4699698 56.4129182, -5.4700269 56.4129305, -5.470579 56.4129905, -5.4707073 56.4129972, -5.4707884 56.4129878, -5.4708914 56.4129534)",,,
104384488,False,,,residential,20 mph,False,201.373,"LINESTRING (-5.4678093 56.419086, -5.4677901 56.4190239, -5.4678048 56.4189461, -5.4678484 56.4188398, -5.4679284 56.4187157, -5.468274 56.4182777, -5.4684951 56.4180098, -5.4686086 56.4178429, -5.468718 56.417619, -5.4687649 56.4174826, -5.4687746 56.4173752)",Duncraggan Road,,
104384516,False,,,residential,20 mph,False,139.938,"LINESTRING (-5.4678093 56.419086, -5.4675808 56.4193448, -5.4673921 56.4195237, -5.4670147 56.4196494, -5.4667028 56.4197474, -5.4664063 56.4197431, -5.466156 56.4196686)",Benvoulin Road,,
104384516,False,,,residential,20 mph,True,197.635,"LINESTRING (-5.4678093 56.419086, -5.468039 56.4189082, -5.468247 56.4188357, -5.4683433 56.4187797, -5.468416 56.4187138, -5.4684825 56.418647, -5.4685952 56.4185389, -5.4686889 56.4185001, -5.4687695 56.4184875, -5.4689224 56.4184835, -5.4690283 56.4184648, -5.4691182 56.4184263, -5.4691584 56.4183916, -5.469228 56.4182897, -5.4693994 56.4180402, -5.4695232 56.4179299, -5.469716 56.4177603)",Benvoulin Road,,
104384484,False,,,residential,20 mph,True,145.77400000000003,"LINESTRING (-5.46718 56.4175058, -5.4672032 56.4174001, -5.4672519 56.4173282, -5.46732 56.4172573, -5.467452 56.4171564, -5.4675734 56.4170945, -5.4677521 56.4170507, -5.4678966 56.4170295, -5.468093 56.4170359, -5.468229 56.417053, -5.4683744 56.4170898, -5.4684963 56.4171406, -5.4686059 56.4172106, -5.4686864 56.4172831, -5.4687746 56.4173752)",Benvoulin Lane,,
104384521,False,,,residential,20 mph,False,308.34099999999995,"LINESTRING (-5.4676771 56.4175279, -5.4674961 56.4176387, -5.4672342 56.4177175, -5.46693 56.418037, -5.4667567 56.4182138, -5.4667644 56.4183821, -5.4667081 56.4185107, -5.4666106 56.4185782, -5.4665565 56.4185929, -5.4663793 56.4185482, -5.4661637 56.4184587, -5.466102 56.4183586, -5.4661429 56.4182908, -5.4661945 56.4182053, -5.4663909 56.4178921, -5.4665911 56.4174576, -5.466672 56.4172915)",Benvoullin Gardens,,
26223128,False,,,residential,,True,20.048,"LINESTRING (-5.469716 56.4177603, -5.469884 56.4176058)",,,
26223128,False,,,residential,,False,125.325,"LINESTRING (-5.469716 56.4177603, -5.4696018 56.4181213, -5.4694731 56.4184078, -5.469369 56.4185385, -5.4693046 56.4185726, -5.4689674 56.4187723)",,,
104384516,False,,,residential,20 mph,False,197.635,"LINESTRING (-5.469716 56.4177603, -5.4695232 56.4179299, -5.4693994 56.4180402, -5.469228 56.4182897, -5.4691584 56.4183916, -5.4691182 56.4184263, -5.4690283 56.4184648, -5.4689224 56.4184835, -5.4687695 56.4184875, -5.4686889 56.4185001, -5.4685952 56.4185389, -5.4684825 56.418647, -5.468416 56.4187138, -5.4683433 56.4187797, -5.468247 56.4188357, -5.468039 56.4189082, -5.4678093 56.419086)",Benvoulin Road,,
36073407,False,,,residential,20 mph,False,21.352,"LINESTRING (-5.4708779 56.4201021, -5.4705698 56.4200136)",Deanery Brae,,
415133680,True,,,residential,,False,11.094000000000001,"LINESTRING (-5.4708779 56.4201021, -5.4708601 56.420078, -5.4708601 56.4200558, -5.4708816 56.420035, -5.4709114 56.4200129)",,,
104384490,False,,,residential,20 mph,True,121.475,"LINESTRING (-5.4657645 56.4167231, -5.465948 56.4166737, -5.4661178 56.4166254, -5.4661983 56.4165898, -5.4662761 56.416526, -5.4663338 56.4164607, -5.4664638 56.4162767, -5.4665604 56.4161922, -5.4666409 56.4161595, -5.466724 56.4161491, -5.4668018 56.4161565, -5.4668608 56.4161803, -5.4669166 56.4162188, -5.4669869 56.4162738, -5.4670562 56.4163283)",Laurel Crescent,,
104384521,False,,,residential,20 mph,True,87.757,"LINESTRING (-5.4657645 56.4167231, -5.4660635 56.4168143, -5.466337 56.4169379, -5.4665757 56.4171168, -5.466672 56.4172915)",Benvoullin Gardens,,
180788821,False,,,unclassified,,False,48.160000000000004,"LINESTRING (-5.4701605 56.4121957, -5.4701423 56.4122544, -5.4699064 56.4125213, -5.4697964 56.4125676)",,,
104384558,False,,,residential,20 mph,False,29.748,"LINESTRING (-5.4677245 56.4168568, -5.4681178 56.4167011)",Laurel Road,,
104384558,False,,,residential,20 mph,True,80.791,"LINESTRING (-5.4677245 56.4168568, -5.466672 56.4172915)",Laurel Road,,
104384490,False,,,residential,20 mph,False,71.451,"LINESTRING (-5.4677245 56.4168568, -5.4676252 56.4165616, -5.4675923 56.4164352, -5.4675555 56.4163836, -5.4674906 56.4163586, -5.4672886 56.4163298)",Laurel Crescent,,
4320610,True,,A85,trunk,30 mph,False,9.893,"LINESTRING (-5.4758338 56.4184047, -5.4757577 56.4184324, -5.4756883 56.4184363)",,roundabout,
37006456,False,,,residential,20 mph,True,12.438,"LINESTRING (-5.470369 56.4200003, -5.4705698 56.4200136)",Longsdale Road,,
104384541,False,,,residential,20 mph,True,11.789,"LINESTRING (-5.470369 56.4200003, -5.4702912 56.4200972)",Croft Road,,
104384494,False,,,residential,,False,28.363,"LINESTRING (-5.4674114 56.416088, -5.4673112 56.416203, -5.4672886 56.4163298)",Laurel Crescent,,
104384541,False,,,residential,20 mph,False,11.789,"LINESTRING (-5.4702912 56.4200972, -5.470369 56.4200003)",Croft Road,,
