osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,tunnel,junction,est_width,access
2786012,2,Upper Brook Street,secondary,20 mph,True,False,110.09200000000001,,"LINESTRING (-1.3126822 51.0636137, -1.3127284 51.0636042, -1.3127886 51.0635702, -1.3128305 51.0635378, -1.312864 51.0634826, -1.3128954 51.0634061, -1.3129632 51.0631103, -1.3129702 51.0629997, -1.3129882 51.0628675, -1.312992 51.0628482, -1.3129944 51.0628358, -1.313013 51.0628037, -1.3130611 51.0627702, -1.3131206 51.0627485, -1.3131698 51.0627397)",B3331,,,,
9344238,1,Upper Brook Street,residential,20 mph,True,False,93.426,,"LINESTRING (-1.3126822 51.0636137, -1.3127194 51.0636858, -1.3126323 51.0639051, -1.3123719 51.064418)",,,,,
145127584,2,Friarsgate,secondary,20 mph,True,False,78.778,,"LINESTRING (-1.3116353 51.0633614, -1.3125037 51.0635917, -1.3126111 51.063615, -1.3126822 51.0636137)",B3331,,,,
"[1177107243, 243726866, 243726867, 41766741, 96303933]",1,"['St Swithun Street', 'Dome Alley']",residential,"['20 mph', '5 mph']",False,"[False, True]",418.339,,"LINESTRING (-1.3164952 51.05989, -1.3164462 51.0598645, -1.3143381 51.0592505, -1.3140572 51.0591755, -1.314043 51.0591714, -1.3140268 51.0591672, -1.3139403 51.0591421, -1.3138452 51.0591992, -1.313769 51.0592808, -1.313705 51.0593639, -1.3136485 51.0594373, -1.3137082 51.0596115, -1.3138296 51.0596802, -1.3139063 51.0596576, -1.3140122 51.0596525, -1.3143299 51.0597283, -1.3147419 51.059817, -1.3158287 51.0601269)",,building_passage,,,
96306247,1,St Swithun Street,residential,20 mph,False,True,64.169,,"LINESTRING (-1.3164952 51.05989, -1.3165713 51.0598806, -1.3166376 51.0598884, -1.3166908 51.0598983, -1.3173467 51.0600814)",,,,,
"[9544624, 1181407523]",,Symond's Street,residential,20 mph,True,False,150.176,,"LINESTRING (-1.3164952 51.05989, -1.3158163 51.0610433, -1.315782 51.0611016, -1.3157829 51.0611603)",,,,,
19843463,,St Cross Road,secondary,30 mph,False,False,4.415,,"LINESTRING (-1.3185785 51.0599482, -1.3185849 51.0599087)",B3335,,,,
3062492,,Canon Street,residential,30 mph,False,False,190.86599999999999,,"LINESTRING (-1.3185785 51.0599482, -1.3185186 51.0599354, -1.3181402 51.0598547, -1.3179644 51.059794, -1.3175256 51.0596427, -1.3171808 51.0594994, -1.3161131 51.0592246)",,,,,
19843463,,St Cross Road,secondary,30 mph,False,True,27.378999999999998,,"LINESTRING (-1.3185785 51.0599482, -1.3185383 51.0600859, -1.3184939 51.0601884)",B3335,,,,
24974830,2,Bridge Street,secondary,20 mph,False,False,34.835,,"LINESTRING (-1.3067394 51.060973, -1.3069517 51.0609291, -1.3070492 51.0609059, -1.3071194 51.0608937, -1.3072157 51.0608827)",B3404,,,,
4349696,,Eastgate Street,secondary,20 mph,True,False,30.5,,"LINESTRING (-1.3086374 51.0613232, -1.3084485 51.0614013, -1.3083058 51.0614984)",B3330,,,,
167903044,2,,secondary,20 mph,True,False,17.508,,"LINESTRING (-1.3086374 51.0613232, -1.3086074 51.0613176, -1.3085795 51.0613087, -1.3085545 51.0612968, -1.3085334 51.0612823, -1.3085168 51.0612656, -1.3085053 51.0612473, -1.3084992 51.061228, -1.3084988 51.0612083)",,,roundabout,,
8365211,1,Friarsgate,secondary,20 mph,True,False,27.131999999999998,,"LINESTRING (-1.3081676 51.0628936, -1.3082742 51.0628213, -1.3083499 51.0627968, -1.3084097 51.0627882, -1.3084946 51.0627895)",B3331,,,,
145127585,1,Eastgate Street,secondary,20 mph,True,False,36.939,,"LINESTRING (-1.3081676 51.0628936, -1.3081786 51.0627727, -1.3081815 51.0625616)",B3330,,,,
"[88087983, 88087986, 878231942, 4261479]",2,Friarsgate,secondary,20 mph,True,False,135.86200000000002,yes,"LINESTRING (-1.3084946 51.0627895, -1.3086171 51.0627924, -1.3090139 51.0628019, -1.3092987 51.0628087, -1.3093273 51.0628094, -1.3095042 51.0628208, -1.3096637 51.062831, -1.3097803 51.0628385, -1.3098864 51.0628492, -1.3100047 51.0628689, -1.310177 51.0628976, -1.3104106 51.0629488)",B3331,,,,
38324250,,Parchment Street,unclassified,,False,False,34.984,,"LINESTRING (-1.3142389 51.0630249, -1.3144292 51.0627339)",,,,,
2786006,2,Saint George's Street,secondary,20 mph,True,False,79.76,,"LINESTRING (-1.3142389 51.0630249, -1.3143936 51.0630674, -1.3145886 51.0631118, -1.3146922 51.0631311, -1.3148067 51.0631361, -1.3149583 51.0631374, -1.3150398 51.0631431, -1.3151727 51.0631565, -1.3153424 51.0631808)",B3331,,,,
"[302920299, 9344532]",1,Parchment Street,residential,20 mph,True,False,290.71599999999995,,"LINESTRING (-1.3142389 51.0630249, -1.314225 51.063045, -1.3142024 51.0630782, -1.3141862 51.0631021, -1.3139927 51.0633737, -1.3139542 51.0634411, -1.3139228 51.0634882, -1.3137362 51.0637577, -1.3135045 51.0640924, -1.3133866 51.0642671, -1.3131133 51.0646722, -1.3130558 51.0647575, -1.3128922 51.0649925, -1.3126266 51.0654344)",,,,,
157399406,2,High Street,secondary,20 mph,False,False,39.037,,"LINESTRING (-1.3189918 51.0635928, -1.3193598 51.0636665, -1.3195321 51.0636699)",B3040,,,,
505662900,1,Tower Street,unclassified,20 mph,True,False,11.294,,"LINESTRING (-1.3189918 51.0635928, -1.3189118 51.063609, -1.3188387 51.0636253)",,,,,
9349861,1,,secondary,20 mph,True,False,17.363,,"LINESTRING (-1.3196511 51.0641024, -1.3197414 51.0640881, -1.3198094 51.064087, -1.3198956 51.0640958)",B3420,,,,
505662901,1,Sussex Street,secondary,20 mph,True,False,50.047,,"LINESTRING (-1.3196511 51.0641024, -1.3196799 51.0639957, -1.3196744 51.0639442, -1.3196426 51.0638895, -1.3196066 51.063841, -1.3195737 51.0637972, -1.3195563 51.0637557, -1.3195321 51.0636699)",B3420,,,,
156185308,2,Sussex Street,secondary,20 mph,True,False,13.033,,"LINESTRING (-1.3186884 51.06576, -1.3187464 51.0656486)",B3420,,,,
"[9544644, 374193172]",2,Chesil Street,secondary,"['20 mph', '30 mph']",False,False,182.61599999999999,,"LINESTRING (-1.306528 51.0593182, -1.3065263 51.0593854, -1.3065297 51.0594569, -1.3065382 51.0595277, -1.3065524 51.0595861, -1.3065791 51.0596615, -1.306636 51.0597795, -1.3067647 51.0599817, -1.3067729 51.0600239, -1.3067801 51.0601185, -1.3068153 51.0602143, -1.3068581 51.0602629, -1.3069353 51.0603319, -1.306987 51.0604029, -1.3070886 51.0606041, -1.3070931 51.0606152, -1.3071082 51.0606512, -1.3071216 51.060683, -1.3071901 51.0607991, -1.3072157 51.0608827)",B3330,,,,
9544644,2,Chesil Street,secondary,30 mph,False,True,161.132,,"LINESTRING (-1.306528 51.0593182, -1.306559 51.0591639, -1.3066381 51.0589394, -1.3066983 51.058765, -1.3067406 51.0586156, -1.3067508 51.0585247, -1.3067482 51.0584578, -1.3067376 51.0581872, -1.3067383 51.0581407, -1.3067398 51.0581052, -1.3067417 51.0580207, -1.3067397 51.0579838, -1.306729 51.0579334, -1.3067051 51.0578853)",B3330,,,,
1153505639,2,,secondary,20 mph,True,False,6.9670000000000005,,"LINESTRING (-1.3084988 51.0612083, -1.3085092 51.0611787, -1.3085341 51.0611504)",,,roundabout,,
9620761,2,Eastgate Street,secondary,20 mph,True,False,34.984,,"LINESTRING (-1.3083058 51.0614984, -1.3083209 51.0614732, -1.3083924 51.0613543, -1.3084988 51.0612083)",B3330,,,,
88059856,2,Eastgate Street,secondary,20 mph,False,True,118.96100000000001,,"LINESTRING (-1.3083058 51.0614984, -1.3082705 51.0615532, -1.3082548 51.0615951, -1.308241 51.0617029, -1.3082041 51.062229, -1.3081815 51.0625616)",B3330,,,,
9344969,1,Friarsgate,secondary,20 mph,True,False,36.891,,"LINESTRING (-1.3081815 51.0625616, -1.308225 51.0626569, -1.3082522 51.0626907, -1.3082738 51.0627186, -1.3082957 51.0627439, -1.3083611 51.0627703, -1.3084132 51.0627778, -1.3084946 51.0627895)",B3331,,,,
88059856,2,Eastgate Street,secondary,20 mph,False,False,118.96100000000001,,"LINESTRING (-1.3081815 51.0625616, -1.3082041 51.062229, -1.308241 51.0617029, -1.3082548 51.0615951, -1.3082705 51.0615532, -1.3083058 51.0614984)",B3330,,,,
91001423,,High Street,secondary,20 mph,False,True,16.11,,"LINESTRING (-1.3170137 51.0630848, -1.3167938 51.0630413)",B3040,,,,
4349697,2,Southgate Street,secondary,20 mph,False,False,49.63099999999999,,"LINESTRING (-1.3170137 51.0630848, -1.3170475 51.0630095, -1.3170838 51.0629285, -1.3171883 51.0626955, -1.3172064 51.0626552)",B3335,,,,
90028434,1,High Street,secondary,20 mph,True,False,55.778000000000006,,"LINESTRING (-1.3170137 51.0630848, -1.3171611 51.0631173, -1.3177647 51.0632547)",B3040,,,,
184686026,2,North Walls,secondary,20 mph,True,False,103.607,,"LINESTRING (-1.3119572 51.0653056, -1.3107157 51.0650595, -1.3106691 51.0650495, -1.3106333 51.065043, -1.3105423 51.0650273)",B3330,,,,
"[184686025, 184686026]",2,North Walls,secondary,20 mph,True,False,48.92,,"LINESTRING (-1.3126266 51.0654344, -1.3121851 51.06535, -1.3121325 51.0653401, -1.3119572 51.0653056)",B3330,,,,
38324275,,St Peter Street,unclassified,20 mph,False,False,36.256,,"LINESTRING (-1.3153424 51.0631808, -1.3154861 51.0628675)",,,,2.5,
2786006,2,Saint George's Street,secondary,20 mph,True,False,65.733,,"LINESTRING (-1.3153424 51.0631808, -1.3156134 51.0632321, -1.3161384 51.0633333, -1.3162147 51.0633478, -1.3162422 51.0633531)",B3331,,,,
9344594,1,St Peter Street,residential,20 mph,True,False,153.55700000000002,,"LINESTRING (-1.3153424 51.0631808, -1.3149029 51.0639554, -1.3147985 51.0641582, -1.3146328 51.0644597, -1.3146147 51.0644836)",,,,,
9344594,1,St Peter Street,residential,20 mph,True,False,46.931,,"LINESTRING (-1.3146147 51.0644836, -1.3143976 51.064883)",,,,,
9344662,,Sutton Gardens,residential,,False,False,33.958,,"LINESTRING (-1.3146147 51.0644836, -1.3142966 51.0644074, -1.3142176 51.0644842)",,,,,
156186009,2,North Walls,secondary,20 mph,True,False,43.62199999999999,,"LINESTRING (-1.3139995 51.0656898, -1.3135789 51.0656086, -1.3134618 51.0655875, -1.3134018 51.0655766)",B3330,,,,
9344662,,Sutton Gardens,residential,,False,True,33.958,,"LINESTRING (-1.3142176 51.0644842, -1.3142966 51.0644074, -1.3146147 51.0644836)",,,,,
"[9346384, 340529186]",,Middle Brook Street,unclassified,20 mph,True,False,53.625,,"LINESTRING (-1.3112586 51.0637568, -1.3113008 51.0636796, -1.3113573 51.0635701, -1.3114195 51.0634639, -1.3114763 51.0634222, -1.3115183 51.0634021, -1.3115549 51.0633859, -1.3116353 51.0633614)",,,,,
705820050,,Middle Brook Street,residential,20 mph,False,True,49.706,,"LINESTRING (-1.3112586 51.0637568, -1.3112177 51.0638376, -1.3111946 51.06388, -1.3111 51.0640323, -1.3110131 51.0641762)",,,,,
705820050,,Middle Brook Street,residential,20 mph,False,False,77.97999999999999,,"LINESTRING (-1.3106428 51.0648369, -1.3107879 51.064542, -1.310794 51.0645279, -1.3108809 51.0643678, -1.3110131 51.0641762)",,,,,
"[705820048, 9346841]",,Middle Brook Street,residential,20 mph,True,False,22.498,,"LINESTRING (-1.3105423 51.0650273, -1.3105547 51.0649738, -1.3105648 51.064947, -1.3105953 51.0648953, -1.3106428 51.0648369)",,,,,
112064618,2,North Walls,secondary,20 mph,True,False,79.68,,"LINESTRING (-1.3105423 51.0650273, -1.31025 51.0649688, -1.309705 51.0648427, -1.3095608 51.0648096, -1.3094702 51.0647842)",B3330,,,,
9346387,,Lower Brook Street,residential,20 mph,False,False,68.445,,"LINESTRING (-1.3104106 51.0629488, -1.3103638 51.0630203, -1.3103262 51.0631784, -1.3101948 51.0634293, -1.3101425 51.0635387)",,,,,
145127584,2,Friarsgate,secondary,20 mph,True,False,97.179,,"LINESTRING (-1.3104106 51.0629488, -1.3108187 51.0630791, -1.3113028 51.0632605, -1.3113616 51.0632785, -1.3114997 51.0633198, -1.3115899 51.063347, -1.3116353 51.0633614)",B3331,,,,
705820049,,Tanner Street,unclassified,20 mph,False,True,86.987,,"LINESTRING (-1.3104106 51.0629488, -1.3104261 51.0628958, -1.3105487 51.0627135, -1.3107289 51.0624497, -1.3108704 51.0622976, -1.3108993 51.0622792, -1.3109238 51.0622673, -1.3109544 51.0622568)",,,,,
9346387,,Lower Brook Street,residential,20 mph,False,True,68.445,,"LINESTRING (-1.3101425 51.0635387, -1.3101948 51.0634293, -1.3103262 51.0631784, -1.3103638 51.0630203, -1.3104106 51.0629488)",,,,,
9346388,,Cossack Lane,unclassified,20 mph,True,False,82.49699999999999,,"LINESTRING (-1.3101425 51.0635387, -1.3102904 51.063581, -1.3103291 51.0635929, -1.3106223 51.0636776, -1.3107466 51.063708, -1.310909 51.063732, -1.3110609 51.0637469, -1.3112586 51.0637568)",,,,,
96314294,,Lower Brook Street,residential,20 mph,False,False,26.655,,"LINESTRING (-1.3101425 51.0635387, -1.3100773 51.0636468, -1.3099967 51.0637601)",,,,,
9346390,,Garden Lane,residential,20 mph,False,False,60.989000000000004,,"LINESTRING (-1.3099967 51.0637601, -1.3094567 51.0636154, -1.3092073 51.0635278)",,,,,
96314294,,Lower Brook Street,residential,20 mph,False,False,100.40800000000002,,"LINESTRING (-1.3099967 51.0637601, -1.3096281 51.0641211, -1.3093873 51.064325, -1.3091786 51.0645018)",,,,,
96314294,,Lower Brook Street,residential,20 mph,False,True,26.655,,"LINESTRING (-1.3099967 51.0637601, -1.3100773 51.0636468, -1.3101425 51.0635387)",,,,,
9346392,,Lawn Street,residential,20 mph,False,True,41.238,,"LINESTRING (-1.3092073 51.0635278, -1.3087935 51.0637922)",,,,,
9346390,,Garden Lane,residential,20 mph,False,True,60.989000000000004,,"LINESTRING (-1.3092073 51.0635278, -1.3094567 51.0636154, -1.3099967 51.0637601)",,,,,
9346392,,Lawn Street,residential,20 mph,False,False,49.719,,"LINESTRING (-1.3092073 51.0635278, -1.3093585 51.0633382, -1.3095153 51.0631248)",,,,,
9346392,,Lawn Street,residential,20 mph,False,True,49.719,,"LINESTRING (-1.3095153 51.0631248, -1.3093585 51.0633382, -1.3092073 51.0635278)",,,,,
9346392,,Lawn Street,residential,20 mph,False,False,41.238,,"LINESTRING (-1.3087935 51.0637922, -1.3092073 51.0635278)",,,,,
90028434,1,High Street,secondary,20 mph,True,False,19.379,,"LINESTRING (-1.3177647 51.0632547, -1.3180311 51.0633031)",B3040,,,,
227711827,1,Staple Gardens,residential,20 mph,False,True,66.249,,"LINESTRING (-1.3165072 51.0656076, -1.3166546 51.065293, -1.3167696 51.0650351)",,,,,
"[779414436, 779414437, 9347326]",1,,unclassified,20 mph,False,False,44.38,,"LINESTRING (-1.3165072 51.0656076, -1.3163921 51.0656089, -1.3161029 51.0655776, -1.316041 51.0655727, -1.3158775 51.0655636)",,,,,
"[227711827, 9347324]",1,Staple Gardens,residential,20 mph,False,"[False, True]",24.398,,"LINESTRING (-1.317092 51.0643199, -1.3170675 51.0643754, -1.3169909 51.0645299)",,,,,
315937490,,Staple Gardens,residential,20 mph,True,False,127.463,,"LINESTRING (-1.317092 51.0643199, -1.3171957 51.0641508, -1.3172695 51.0640305, -1.3173257 51.0639388, -1.3173559 51.0638895, -1.3174058 51.0638082, -1.3175004 51.0636538, -1.3175158 51.0636288, -1.3175747 51.0635328, -1.3177487 51.0632849, -1.3177647 51.0632547)",,,,,
"[9348290, 324309151]",,Cross Street,residential,20 mph,False,True,99.515,,"LINESTRING (-1.317092 51.0643199, -1.3179609 51.0641556, -1.3180098 51.0641436, -1.3181908 51.0641095, -1.3182631 51.0641046, -1.3183739 51.0641293, -1.3184561 51.0641428)",,,,,
"[660255152, 9354220, 660255158, 660255183]",,Tower Road,unclassified,20 mph,True,False,73.92899999999999,,"LINESTRING (-1.3177552 51.0654167, -1.317834 51.0654393, -1.3179366 51.0654636, -1.3181673 51.0655182, -1.3182627 51.0655401, -1.3184316 51.0655787, -1.3185946 51.0656161, -1.3187464 51.0656486)",,,,,
988779436,1,Tower Street,residential,20 mph,False,False,34.474999999999994,,"LINESTRING (-1.3177552 51.0654167, -1.3177117 51.0654377, -1.3177043 51.0654433, -1.3176666 51.0654717, -1.3176574 51.065484, -1.3175317 51.0656514, -1.317512 51.0656622, -1.3174887 51.0656691)",,,,,
156185308,2,Sussex Street,secondary,20 mph,True,False,66.862,,"LINESTRING (-1.3187464 51.0656486, -1.3189947 51.065189, -1.319058 51.0650801)",B3420,,,,
"[9348289, 227711836]",1,Tower Street,unclassified,20 mph,True,False,149.901,,"LINESTRING (-1.3184561 51.0641428, -1.3184043 51.064241, -1.3183327 51.0643527, -1.3181576 51.0646753, -1.3178965 51.0651484, -1.3177552 51.0654167)",,,,,
"[9348290, 324309151]",,Cross Street,residential,20 mph,False,False,99.515,,"LINESTRING (-1.3184561 51.0641428, -1.3183739 51.0641293, -1.3182631 51.0641046, -1.3181908 51.0641095, -1.3180098 51.0641436, -1.3179609 51.0641556, -1.317092 51.0643199)",,,,,
1165278377,2,North Walls,secondary,20 mph,True,False,56.43,,"LINESTRING (-1.3134018 51.0655766, -1.3126266 51.0654344)",B3330,,,,
9421010,,Beaufort Road,residential,30 mph,False,True,52.385,,"LINESTRING (-1.3192942 51.0576615, -1.3200217 51.0577749)",,,,,
101176364,,St Cross Road,secondary,30 mph,False,False,21.387,,"LINESTRING (-1.3192942 51.0576615, -1.3193999 51.057481)",B3335,,,,
101176360,,St Cross Road,secondary,30 mph,False,True,82.786,,"LINESTRING (-1.3192942 51.0576615, -1.3190057 51.0583009, -1.318967 51.058377)",B3335,,,,
265308978,2,Saint James' Lane,residential,30 mph,False,True,57.283,,"LINESTRING (-1.3192596 51.0600439, -1.3200155 51.0602431)",,,,,
"[9676800, 101243282, 9512109]","['1', '2']",Edgar Road,residential,30 mph,False,False,163.969,,"LINESTRING (-1.3192596 51.0600439, -1.319294 51.0598784, -1.3193234 51.0597023, -1.3193896 51.0593005, -1.3195763 51.0587641, -1.3196473 51.0585922)",,,,,
265308978,2,Saint James' Lane,residential,30 mph,False,False,49.49200000000001,,"LINESTRING (-1.3192596 51.0600439, -1.318767 51.0599454, -1.3187021 51.0599323, -1.3186362 51.059919, -1.3185849 51.0599087)",,,,,
9544637,,Colebrook Place,residential,,False,True,63.326,,"LINESTRING (-1.3084314 51.0600196, -1.3085731 51.0594571)",,,,,
"[227231384, 227231388, 946583789, 227231383]",1,Colebrook Street,residential,20 mph,False,False,131.81600000000003,,"LINESTRING (-1.3084314 51.0600196, -1.3083046 51.0600231, -1.3082351 51.0600291, -1.3081759 51.0600406, -1.3081331 51.0600519, -1.3081166 51.0600614, -1.3081071 51.0601513, -1.3081264 51.0602012, -1.3081763 51.0603586, -1.3081795 51.0603687, -1.3082082 51.0604755, -1.3082274 51.0606154, -1.3082346 51.0606598, -1.3082435 51.0607148, -1.3082511 51.060825, -1.3082511 51.060905, -1.3082437 51.06096, -1.3082414 51.0609859, -1.3082333 51.0610327)",,,,,
"[227231384, 227231385, 9544626, 227231389]","['1', '2']",Colebrook Street,residential,20 mph,False,True,337.007,,"LINESTRING (-1.3084314 51.0600196, -1.3086596 51.0600152, -1.308757 51.0600136, -1.3089894 51.0600136, -1.30923 51.0600278, -1.30945 51.0600493, -1.3098302 51.0601041, -1.3101209 51.0601574, -1.3104316 51.0602223, -1.3106132 51.0602721, -1.3108246 51.0603291, -1.3109255 51.0603555, -1.3110777 51.0604013, -1.3117815 51.0606175, -1.3118486 51.060648, -1.3118412 51.0606849, -1.3116688 51.0609699, -1.3116561 51.0609947, -1.3115168 51.061158, -1.3114597 51.0612285, -1.3113442 51.0613316)",,,,,
9544637,,Colebrook Place,residential,,False,False,63.326,,"LINESTRING (-1.3085731 51.0594571, -1.3084314 51.0600196)",,,,,
"[88038531, 227990613, 87872422]",1,"['Great Minster Street', 'The Square']","['unclassified', 'residential']",20 mph,False,True,126.15500000000002,,"LINESTRING (-1.3152149 51.0621211, -1.315275 51.0620593, -1.3153686 51.0618544, -1.3154585 51.061613, -1.3154616 51.0615349, -1.3154737 51.0613704, -1.3155484 51.0611718, -1.3155746 51.0611599, -1.3156883 51.0611729, -1.315732 51.0611707, -1.3157829 51.0611603)",,,,,
227990614,,The Square,unclassified,20 mph,False,False,11.306000000000001,,"LINESTRING (-1.3152149 51.0621211, -1.3152029 51.0621686, -1.3151851 51.062221)",,,,,
"[988781477, 38324106, 9544632, 9544633, 9544634]","['1', '2']","['Market Street', 'Market Lane', 'The Square']",unclassified,20 mph,False,"[False, True]",304.27299999999997,,"LINESTRING (-1.3152149 51.0621211, -1.31469 51.0620112, -1.3141316 51.0618823, -1.3138868 51.0618247, -1.3138254 51.0618102, -1.3137944 51.0618041, -1.3137634 51.0618088, -1.3137388 51.0618187, -1.3137228 51.0618364, -1.3135956 51.0619861, -1.313378 51.0619205, -1.3131682 51.0618668, -1.3127682 51.0617457, -1.3127139 51.0617284, -1.3123494 51.0616384, -1.3118213 51.0614935, -1.3117123 51.0614551, -1.3113442 51.0613316)",,,,,
227990614,,The Square,unclassified,20 mph,False,True,11.306000000000001,,"LINESTRING (-1.3151851 51.062221, -1.3152029 51.0621686, -1.3152149 51.0621211)",,,,,
"[88059875, 1153506005]",2,The Broadway,unclassified,20 mph,True,False,113.375,,"LINESTRING (-1.3087835 51.0611343, -1.3088583 51.0611479, -1.3090543 51.0611949, -1.3092987 51.061252, -1.3098219 51.0613986, -1.3100136 51.0614519, -1.3100518 51.0614609, -1.3101735 51.0615207, -1.3102493 51.0615579)",,,,,
1153505640,2,,secondary,20 mph,True,False,19.993,,"LINESTRING (-1.3087835 51.0611343, -1.3088207 51.0611625, -1.3088371 51.0611869, -1.3088429 51.061206, -1.3088432 51.0612255, -1.3088379 51.0612447, -1.3088273 51.0612629, -1.3088117 51.0612797, -1.3087915 51.0612944)",,,roundabout,,
