osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,bridge,tunnel,access,est_width
351187402,False,,A548,Watergate Street,primary,30 mph,,False,10.662,"LINESTRING (-2.8951866 53.1896799, -2.8950287 53.1896955)",,,,
537761609,False,,A548,Watergate Street,primary,30 mph,,True,17.162,"LINESTRING (-2.8951866 53.1896799, -2.8954387 53.1896482)",,,,
1175456489,True,2,A5268,Nicholas Street,trunk,30 mph,,False,13.507,"LINESTRING (-2.8951866 53.1896799, -2.8952597 53.1897932)",,,,
"[1175456489, 380229268]",True,"['3', '2']",A5268,Nicholas Street,trunk,30 mph,,False,175.697,"LINESTRING (-2.8952597 53.1897932, -2.8953821 53.1900621, -2.8955341 53.19048, -2.8956385 53.1908208, -2.895661 53.1908943, -2.8957196 53.1911015, -2.8957398 53.1911906, -2.8957739 53.1913416)",,,,
6001426,False,,,Princess Street,unclassified,30 mph,,False,11.345,"LINESTRING (-2.8957739 53.1913416, -2.8956059 53.1913583)",,,,
112392156,True,2,A5268,Nicholas Street,trunk,30 mph,,False,10.492,"LINESTRING (-2.8957739 53.1913416, -2.895805 53.1914341)",,,,
1818922,False,,,City Walls Road,residential,,,False,34.582,"LINESTRING (-2.896368 53.19304, -2.8968829 53.1930005)",,,,
680370402,True,3,A5268,Hoole Way Roundabout,trunk,30 mph,circular,False,36.539,"LINESTRING (-2.88761 53.194706, -2.8874458 53.1947043, -2.8873424 53.1946809, -2.8872427 53.1946339, -2.8871648 53.1945593)",,,,
2336259,True,,A5268,St. Oswalds Way,trunk,30 mph,,False,108.226,"LINESTRING (-2.8871022 53.1944609, -2.8870174 53.1943487, -2.8869506 53.1942894, -2.8869172 53.1942628, -2.8868629 53.1942338, -2.8868004 53.1942122, -2.886697 53.1941846, -2.8863833 53.1941154, -2.8862272 53.1940837, -2.8860676 53.1940474, -2.8859375 53.1940181, -2.8857792 53.1939705)",,,,
680370404,True,2,A5268,Hoole Way Roundabout,trunk,30 mph,circular,False,36.349000000000004,"LINESTRING (-2.8871022 53.1944609, -2.8870901 53.1943865, -2.8870934 53.1943202, -2.8871332 53.1942511, -2.8871765 53.1942084, -2.8872534 53.1941658)",,,,
"[2336259, 34214877, 34214878]",True,,A5268,St. Oswalds Way,trunk,30 mph,,False,126.862,"LINESTRING (-2.8857792 53.1939705, -2.8856739 53.1939305, -2.8855527 53.1938821, -2.88543 53.1938292, -2.8853196 53.1937775, -2.8851432 53.1936879, -2.8850739 53.193648, -2.884927 53.1935632, -2.88476 53.1934542, -2.8846367 53.1933701, -2.8844983 53.1932625, -2.8844008 53.1931936)",yes,,,
1067588404,True,2,A5268,St Oswalds Way,trunk,30 mph,,False,105.48100000000001,"LINESTRING (-2.8893285 53.1950681, -2.8889775 53.1949369, -2.8885767 53.1947913, -2.8882269 53.1946484, -2.8881213 53.1946323, -2.8879527 53.194634)",,,,
200830717,True,3,A5268,Hoole Way Roundabout,trunk,30 mph,circular,False,31.869,"LINESTRING (-2.887937 53.1941296, -2.8880033 53.1941791, -2.88807 53.1942267, -2.8881272 53.1943015, -2.8881715 53.1943756)",,,,
224676,True,2,A5268,St Oswalds Way,trunk,30 mph,,False,67.039,"LINESTRING (-2.8895464 53.1949889, -2.8899022 53.1951133, -2.8900593 53.1951682, -2.8904212 53.1952868)",,,,
954772826,True,1,,,tertiary_link,30 mph,,False,58.50900000000001,"LINESTRING (-2.8895464 53.1949889, -2.8896699 53.1950864, -2.889921 53.1951769, -2.8900242 53.1952212, -2.8900735 53.1952507, -2.8901197 53.1952886, -2.8901382 53.1953209, -2.8901412 53.1953502)",,,,
1172571360,True,2,A5268,Fountains Roundabout,trunk,30 mph,circular,False,16.942,"LINESTRING (-2.8935096 53.1952406, -2.8935784 53.1951765, -2.8936737 53.1951261)",,,,
1065742001,True,2,A5268,Fountains Roundabout,trunk,30 mph,circular,False,24.691000000000003,"LINESTRING (-2.8936737 53.1951261, -2.8937849 53.1950938, -2.8939064 53.1950805, -2.8940295 53.1950869)",,,,
"[1153073817, 535759002, 1221738459, 6004660]",True,1,,"['Upper Northgate Street', 'Delamere Street']",tertiary,20 mph,,False,189.48000000000002,"LINESTRING (-2.8936737 53.1951261, -2.8937194 53.1950682, -2.8937308 53.195018, -2.8937285 53.1949622, -2.8936984 53.1949078, -2.8936655 53.1948769, -2.8936365 53.1948602, -2.8936145 53.1948538, -2.8935924 53.1948473, -2.8935528 53.1948409, -2.8935046 53.1948383, -2.8933451 53.1948466, -2.8923954 53.1951054, -2.8920189 53.1951836, -2.8918608 53.1952192, -2.8918134 53.1952298, -2.8917518 53.1952537, -2.8916871 53.1952373, -2.8915494 53.1951058)",,,,
1818869,False,,,Saint Anne Street,residential,,,False,42.503,"LINESTRING (-2.8915494 53.1951058, -2.8914488 53.1951337, -2.8909705 53.1952665)",,,,
535759002,True,,,Delamere Street,tertiary,20 mph,,False,46.771,"LINESTRING (-2.8915494 53.1951058, -2.8914516 53.1949437, -2.8914172 53.1948729, -2.8914166 53.1948523, -2.8913806 53.1946999)",,,,
1818861,False,,,Bold Place,residential,,,True,107.32900000000001,"LINESTRING (-2.8848026 53.1919908, -2.884821 53.1920684, -2.8849586 53.1921425, -2.8849987 53.1922715, -2.8850734 53.1925122, -2.8851179 53.1925322, -2.8852144 53.1925609, -2.8853417 53.1928532)",,,,
1818861,False,,,Bold Place,residential,,,False,107.32900000000001,"LINESTRING (-2.8853417 53.1928532, -2.8852144 53.1925609, -2.8851179 53.1925322, -2.8850734 53.1925122, -2.8849987 53.1922715, -2.8849586 53.1921425, -2.884821 53.1920684, -2.8848026 53.1919908)",,,,
483125099,False,,,York Street,residential,,,False,35.229,"LINESTRING (-2.8853417 53.1928532, -2.8848763 53.1928888, -2.8848172 53.1928936)",,,,
483125099,False,,,York Street,residential,,,True,34.118,"LINESTRING (-2.8853417 53.1928532, -2.8855506 53.1928226, -2.8858392 53.1927804)",,,,
279709296,True,,,,unclassified,30 mph,,False,41.798,"LINESTRING (-2.8848172 53.1928936, -2.8846617 53.1929261, -2.8846027 53.1929566, -2.8845598 53.1929952, -2.8845437 53.1930337, -2.884533 53.1930948, -2.8845411 53.1931777)",,,,
483125099,False,,,York Street,residential,,,True,35.229,"LINESTRING (-2.8848172 53.1928936, -2.8848763 53.1928888, -2.8853417 53.1928532)",,,,
31238678,False,,,Queen Street,unclassified,,,False,133.876,"LINESTRING (-2.8859064 53.1915164, -2.8862777 53.1921134, -2.8863422 53.1922522, -2.8864146 53.192376, -2.886479 53.1924403, -2.8865446 53.192493, -2.8865856 53.1925341, -2.8865943 53.1925718, -2.8865817 53.192609, -2.8865568 53.1926315)",,,,
483125098,False,,,Queen Street,unclassified,,,False,14.969,"LINESTRING (-2.8865568 53.1926315, -2.8866802 53.192744)",,,,
1818908,False,,,York Street,residential,,,False,50.80500000000001,"LINESTRING (-2.8865568 53.1926315, -2.8865132 53.1926518, -2.8864355 53.192668, -2.8858392 53.1927804)",,,,
31238678,False,,,Queen Street,unclassified,,,True,133.876,"LINESTRING (-2.8865568 53.1926315, -2.8865817 53.192609, -2.8865943 53.1925718, -2.8865856 53.1925341, -2.8865446 53.192493, -2.886479 53.1924403, -2.8864146 53.192376, -2.8863422 53.1922522, -2.8862777 53.1921134, -2.8859064 53.1915164)",,,,
483125098,False,,,Queen Street,unclassified,,,True,14.969,"LINESTRING (-2.8866802 53.192744, -2.8865568 53.1926315)",,,,
1818862,False,,,Back Queen Street,residential,,,True,93.031,"LINESTRING (-2.8858392 53.1927804, -2.8859026 53.1928883, -2.8859567 53.1929173, -2.886036 53.19292, -2.8861969 53.1929037, -2.8862903 53.1929352, -2.8863248 53.1929997, -2.8864925 53.1933884)",,,,
1818908,False,,,York Street,residential,,,True,50.80500000000001,"LINESTRING (-2.8858392 53.1927804, -2.8864355 53.192668, -2.8865132 53.1926518, -2.8865568 53.1926315)",,,,
483125099,False,,,York Street,residential,,,False,34.118,"LINESTRING (-2.8858392 53.1927804, -2.8855506 53.1928226, -2.8853417 53.1928532)",,,,
34214881,False,,,Canalside,residential,,,True,30.019,"LINESTRING (-2.8864925 53.1933884, -2.8869429 53.1933803)",,,,
1818862,False,,,Back Queen Street,residential,,,False,93.03099999999999,"LINESTRING (-2.8864925 53.1933884, -2.8863248 53.1929997, -2.8862903 53.1929352, -2.8861969 53.1929037, -2.886036 53.19292, -2.8859567 53.1929173, -2.8859026 53.1928883, -2.8858392 53.1927804)",,,,
34214881,False,,,Canalside,residential,,,False,189.11599999999999,"LINESTRING (-2.8864925 53.1933884, -2.8861985 53.1933934, -2.8851781 53.1934108, -2.8845505 53.1934317, -2.8838832 53.193456, -2.8836568 53.1934636)",,,,
1821211,False,,,Queens Place,residential,,,False,24.449,"LINESTRING (-2.8869429 53.1933803, -2.8868331 53.1931705)",,,,
34214881,False,,,Canalside,residential,,,False,30.019,"LINESTRING (-2.8869429 53.1933803, -2.8864925 53.1933884)",,,,
34214881,False,,,Canalside,residential,,,True,34.197,"LINESTRING (-2.8869429 53.1933803, -2.8872997 53.1933735, -2.8873648 53.1933555, -2.8874279 53.1933217)",,,,
1821211,False,,,Queens Place,residential,,,True,24.449,"LINESTRING (-2.8868331 53.1931705, -2.8869429 53.1933803)",,,,
34214881,False,,,Canalside,residential,,,False,34.197,"LINESTRING (-2.8874279 53.1933217, -2.8873648 53.1933555, -2.8872997 53.1933735, -2.8869429 53.1933803)",,,,
483331165,True,,,George Street,tertiary,20 mph,,False,124.24000000000001,"LINESTRING (-2.8915534 53.194526, -2.8921042 53.194456, -2.8930927 53.1942961, -2.8933614 53.1942533)",,,,
"[1221738460, 6004663]",True,,,"['George Street', 'Delamere Street']",tertiary,20 mph,,False,23.292,"LINESTRING (-2.8913806 53.1946999, -2.8913368 53.1946423, -2.8913037 53.1946129, -2.8912688 53.1945819, -2.8911601 53.1945482)",,,,
"[1221738461, 6004662]",True,,,"['George Street', 'Delamere Street']",tertiary,20 mph,,False,23.1,"LINESTRING (-2.8913806 53.1946999, -2.8914336 53.1946113, -2.8914894 53.1945547, -2.8915534 53.194526)",,,,
1818868,True,,,George Street,tertiary,20 mph,,False,26.316,"LINESTRING (-2.8911601 53.1945482, -2.8915534 53.194526)",,,,
680370406,False,,,Gorse Stacks,tertiary,20 mph,,False,84.30100000000002,"LINESTRING (-2.8911601 53.1945482, -2.8906555 53.1945547, -2.890438 53.1945434, -2.8900947 53.1944966, -2.8899091 53.1944713)",,,,
"[1818866, 813969484]",True,,,Gorse Stacks,tertiary,,,False,152.46399999999997,"LINESTRING (-2.8899091 53.1944713, -2.8897703 53.1944467, -2.8896001 53.1943972, -2.8893998 53.194296, -2.8893645 53.1942714, -2.8891735 53.1941268, -2.8889217 53.19397, -2.8886135 53.1938221, -2.8883882 53.1937168, -2.8883372 53.193693, -2.8881614 53.1936115)",,,,
680370406,False,,,Gorse Stacks,tertiary,20 mph,,True,84.30099999999999,"LINESTRING (-2.8899091 53.1944713, -2.8900947 53.1944966, -2.890438 53.1945434, -2.8906555 53.1945547, -2.8911601 53.1945482)",,,,
"[680370411, 680370407]",False,,,Oulton Place,unclassified,,,True,39.766,"LINESTRING (-2.8899091 53.1944713, -2.8899005 53.1946037, -2.8898936 53.1947092, -2.8898551 53.1948265)",,,,
"[680370411, 680370407]",False,,,Oulton Place,unclassified,,,False,39.766000000000005,"LINESTRING (-2.8898551 53.1948265, -2.8898936 53.1947092, -2.8899005 53.1946037, -2.8899091 53.1944713)",,,,
1818869,False,,,Saint Anne Street,residential,,,True,42.503,"LINESTRING (-2.8909705 53.1952665, -2.8914488 53.1951337, -2.8915494 53.1951058)",,,,
"[1153374353, 123525966]",False,2,,Canal Street,tertiary,20 mph,,False,66.055,"LINESTRING (-2.8945003 53.1941919, -2.8940134 53.194253, -2.8936513 53.1942876, -2.8935255 53.1942997)",,,,
123525966,False,2,,Canal Street,tertiary,20 mph,,True,42.275,"LINESTRING (-2.8945003 53.1941919, -2.8947246 53.1941401, -2.8950936 53.194057)",,,,
73259644,False,,,Garden Court,residential,,,False,23.326,"LINESTRING (-2.8950936 53.194057, -2.8950543 53.1939772, -2.8948482 53.194005)",,,,
123525966,False,2,,Canal Street,tertiary,20 mph,,False,42.275,"LINESTRING (-2.8950936 53.194057, -2.8947246 53.1941401, -2.8945003 53.1941919)",,,,
"[123525965, 123525966, 1818871]",False,2,,Canal Street,tertiary,20 mph,,True,155.60600000000002,"LINESTRING (-2.8950936 53.194057, -2.8954391 53.1939919, -2.895637 53.1939546, -2.8961453 53.1938676, -2.8966071 53.1938019, -2.8966868 53.1938017, -2.8968099 53.1938128, -2.8969902 53.1938666, -2.897225 53.1939715, -2.8972725 53.1939975)",yes,,,
"[123525965, 123525966, 1818871]",False,2,,Canal Street,tertiary,20 mph,,False,155.606,"LINESTRING (-2.8972725 53.1939975, -2.897225 53.1939715, -2.8969902 53.1938666, -2.8968099 53.1938128, -2.8966868 53.1938017, -2.8966071 53.1938019, -2.8961453 53.1938676, -2.895637 53.1939546, -2.8954391 53.1939919, -2.8950936 53.194057)",yes,,,
1818980,False,,,Raymond Street,residential,20 mph,,True,94.388,"LINESTRING (-2.8972725 53.1939975, -2.8972173 53.1940737, -2.8971384 53.1941591, -2.8970652 53.1942479, -2.8970314 53.194322, -2.8970219 53.1943784, -2.8970246 53.1944274, -2.8970398 53.1945016, -2.8971662 53.1948041)",,,,
119440744,False,2,,Raymond Street,tertiary,30 mph,,True,38.078,"LINESTRING (-2.8972725 53.1939975, -2.8973769 53.1939491, -2.8974349 53.1939089, -2.8976303 53.1937343)",,,,
1818980,False,,,Raymond Street,residential,20 mph,,False,94.38799999999999,"LINESTRING (-2.8971662 53.1948041, -2.8970398 53.1945016, -2.8970246 53.1944274, -2.8970219 53.1943784, -2.8970314 53.194322, -2.8970652 53.1942479, -2.8971384 53.1941591, -2.8972173 53.1940737, -2.8972725 53.1939975)",,,,
1821216,False,,,Wharf View,unclassified,,,True,52.480000000000004,"LINESTRING (-2.8971662 53.1948041, -2.8976139 53.1947182, -2.8979198 53.1946668)",,,,
"[1821218, 105610605]",False,,,"['Pierpoint Court', 'Feathers Lane']",residential,,,True,82.676,"LINESTRING (-2.8919004 53.1888961, -2.8921493 53.1888439, -2.8922545 53.1890348, -2.8924669 53.1893976)",,,,
1818892,False,,,Commonhall Street,residential,,,False,27.509999999999998,"LINESTRING (-2.8924669 53.1893976, -2.8922562 53.1894417, -2.8920771 53.1894792)",,,,
1818892,False,,,Commonhall Street,residential,,,True,76.04599999999999,"LINESTRING (-2.8924669 53.1893976, -2.8927522 53.1893382, -2.8929373 53.1893003, -2.8935617 53.1892064)",,,,
"[1821218, 105610605]",False,,,"['Feathers Lane', 'Pierpoint Court']",residential,,,False,82.67599999999999,"LINESTRING (-2.8924669 53.1893976, -2.8922545 53.1890348, -2.8921493 53.1888439, -2.8919004 53.1888961)",,,,
1818892,False,,,Commonhall Street,residential,,,True,27.509999999999998,"LINESTRING (-2.8920771 53.1894792, -2.8922562 53.1894417, -2.8924669 53.1893976)",,,,
1818892,False,,,Commonhall Street,residential,,,True,37.382,"LINESTRING (-2.8935617 53.1892064, -2.8941089 53.1891321)",,,,
1821217,False,,,,residential,,,False,47.287,"LINESTRING (-2.8935617 53.1892064, -2.8937225 53.1896206)",,,,
1818892,False,,,Commonhall Street,residential,,,False,76.046,"LINESTRING (-2.8935617 53.1892064, -2.8929373 53.1893003, -2.8927522 53.1893382, -2.8924669 53.1893976)",,,,
1818914,False,,,Michael Street,residential,,,True,38.054,"LINESTRING (-2.8937225 53.1896206, -2.894278 53.189541)",,,,
1821217,False,,,,residential,,,True,47.287,"LINESTRING (-2.8937225 53.1896206, -2.8935617 53.1892064)",,,,
1818914,False,,,Michael Street,residential,,,False,38.798,"LINESTRING (-2.8937225 53.1896206, -2.8934646 53.1896592, -2.8932253 53.1896606, -2.8931515 53.1896742)",,,,
1818914,False,,,Michael Street,residential,,,True,35.387,"LINESTRING (-2.8926572 53.1897905, -2.892943 53.1897217, -2.8930776 53.1896893, -2.8931515 53.1896742)",,,,
1818914,False,,,Michael Street,residential,,,False,38.054,"LINESTRING (-2.894278 53.189541, -2.8937225 53.1896206)",,,,
1818916,False,,,Weaver Street,residential,,,True,46.843,"LINESTRING (-2.894278 53.189541, -2.8941089 53.1891321)",,,,
71540628,False,,,Weaver Street,residential,,,False,4.703,"LINESTRING (-2.894278 53.189541, -2.8943347 53.1895662)",,,,
1818892,False,,,Commonhall Street,residential,,,False,37.382,"LINESTRING (-2.8941089 53.1891321, -2.8935617 53.1892064)",,,,
1818916,False,,,Weaver Street,residential,,,False,46.843,"LINESTRING (-2.8941089 53.1891321, -2.894278 53.189541)",,,,
1818916,False,,,Weaver Street,residential,,,True,83.682,"LINESTRING (-2.8941089 53.1891321, -2.8939631 53.1887583, -2.8938068 53.1884017)",,,,
1818920,False,,,Stanley Street,residential,,,False,62.996,"LINESTRING (-2.896699 53.1903035, -2.8969251 53.1908536)",,,,
1818920,False,,,Stanley Street,residential,,,True,52.085,"LINESTRING (-2.896699 53.1903035, -2.8965119 53.1898487)",,,,
1818921,False,,,Stanley Place,residential,,,False,69.379,"LINESTRING (-2.896699 53.1903035, -2.8977094 53.1901525)",,,,
2587715,False,,,Bedward Row,residential,,,False,67.883,"LINESTRING (-2.8980673 53.1911536, -2.8971239 53.1912621, -2.8970662 53.1912671)",,,,
587558853,False,,,City Walls Road,residential,,,False,113.883,"LINESTRING (-2.8980673 53.1911536, -2.8979425 53.1908459, -2.8979333 53.1908233, -2.8977471 53.1902388, -2.8977094 53.1901525)",,,,
587558853,False,,,City Walls Road,residential,,,True,66.705,"LINESTRING (-2.8980673 53.1911536, -2.8981672 53.1915188, -2.8982292 53.1917456)",,,,
1818864,False,,,White Friars,residential,,,False,76.043,"LINESTRING (-2.8938068 53.1884017, -2.8931833 53.1884463, -2.8930102 53.1884678, -2.8926806 53.1885088)",,,,
1818916,False,,,Weaver Street,residential,,,False,83.682,"LINESTRING (-2.8938068 53.1884017, -2.8939631 53.1887583, -2.8941089 53.1891321)",,,,
71540663,False,,,Weaver Street,residential,,,True,13.57,"LINESTRING (-2.8938068 53.1884017, -2.8937978 53.1883539, -2.8938059 53.1883201, -2.8938449 53.1882879)",,,,
