osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,tunnel,width
"[46582008, 11813258]",False,,"['South Hanover Street', 'West Hill Street']",residential,25 mph,"[False, True]",205.91799999999998,"LINESTRING (-76.6174634 39.2809079, -76.6171215 39.2809221, -76.6167504 39.2809375, -76.6158193 39.2809761, -76.615777 39.2804511, -76.6157729 39.2803998)",,,
98166082,False,2,South Sharp Street,residential,25 mph,True,125.908,"LINESTRING (-76.6174634 39.2809079, -76.6174595 39.281004, -76.6174909 39.2814636, -76.6175159 39.2819649, -76.6175193 39.2820391)",,,
525070242,False,,South Sharp Street,residential,25 mph,False,58.567,"LINESTRING (-76.6174634 39.2809079, -76.617544 39.2807528, -76.6177009 39.2804144)",,,
107263469,True,3,South Charles Street,secondary,30 mph,False,82.602,"LINESTRING (-76.6146911 39.2842884, -76.6146997 39.284378, -76.614755 39.2850296)",,,
452936715,True,3,West Conway Street,primary,30 mph,False,27.798000000000002,"LINESTRING (-76.6146911 39.2842884, -76.6147963 39.2842835, -76.6150135 39.2842735)",,,
98166058,False,2,South Charles Street,tertiary,25 mph,False,20.585,"LINESTRING (-76.6144343 39.2779137, -76.6144461 39.2780986)",,,
422216750,False,2,West Hamburg Street,tertiary,25 mph,False,102.72800000000001,"LINESTRING (-76.6144343 39.2779137, -76.6145183 39.2779046, -76.6150268 39.2778501, -76.6150931 39.2778425, -76.6156163 39.2777859)",,,
47987687,False,2,South Hanover Street,secondary,25 mph,True,126.495,"LINESTRING (-76.6156163 39.2777859, -76.6156622 39.27848, -76.6156915 39.278922)",MD 2,,
422216750,False,2,West Hamburg Street,tertiary,25 mph,False,157.29000000000002,"LINESTRING (-76.6156163 39.2777859, -76.6158766 39.2777578, -76.6162728 39.277715, -76.61641 39.2777002, -76.6166935 39.2777788, -76.6172817 39.2779421, -76.6173758 39.2779682)",,,
422216750,False,2,West Hamburg Street,tertiary,25 mph,True,102.728,"LINESTRING (-76.6156163 39.2777859, -76.6150931 39.2778425, -76.6150268 39.2778501, -76.6145183 39.2779046, -76.6144343 39.2779137)",,,
395319551,False,,Leadenhall Street,residential,25 mph,True,39.95,"LINESTRING (-76.6173758 39.2779682, -76.6173438 39.2780376, -76.6172188 39.2783063)",,,
422216750,False,2,West Hamburg Street,tertiary,25 mph,True,157.29000000000002,"LINESTRING (-76.6173758 39.2779682, -76.6172817 39.2779421, -76.6166935 39.2777788, -76.61641 39.2777002, -76.6162728 39.277715, -76.6158766 39.2777578, -76.6156163 39.2777859)",,,
6004698,False,,East Henrietta Street,residential,25 mph,False,162.375,"LINESTRING (-76.6145013 39.2789687, -76.6143989 39.2789729, -76.6135736 39.2790065, -76.6130652 39.2790271, -76.6127305 39.2790406, -76.6126174 39.2790452)",,,
98166058,False,2,South Charles Street,tertiary,25 mph,False,101.42099999999999,"LINESTRING (-76.6145013 39.2789687, -76.6145289 39.2794029, -76.6145532 39.279785, -76.6145592 39.2798797)",,,
98166058,False,2,South Charles Street,tertiary,25 mph,True,96.867,"LINESTRING (-76.6145013 39.2789687, -76.6144965 39.2788925, -76.6144733 39.2785274, -76.6144461 39.2780986)",,,
952662000,False,,West Henrietta Street,residential,25 mph,True,102.576,"LINESTRING (-76.6145013 39.2789687, -76.6145861 39.2789654, -76.6156915 39.278922)",,,
47987660,False,4,Light Street,tertiary,25 mph,False,16.283,"LINESTRING (-76.6126174 39.2790452, -76.6126066 39.278899)",,,
6004698,False,,East Henrietta Street,residential,25 mph,True,162.37499999999997,"LINESTRING (-76.6126174 39.2790452, -76.6127305 39.2790406, -76.6130652 39.2790271, -76.6135736 39.2790065, -76.6143989 39.2789729, -76.6145013 39.2789687)",,,
132521448,False,2,Light Street,tertiary,25 mph,True,101.54599999999999,"LINESTRING (-76.6126174 39.2790452, -76.6126421 39.2794216, -76.6126468 39.2794788, -76.6126706 39.2798001, -76.6126729 39.2798308, -76.6126766 39.2798696, -76.6126849 39.2799569)",,,
47987660,False,4,Light Street,tertiary,25 mph,True,16.283,"LINESTRING (-76.6126066 39.278899, -76.6126174 39.2790452)",,,
6005114,False,,Warren Avenue,residential,25 mph,False,125.355,"LINESTRING (-76.6126066 39.278899, -76.6124988 39.2789019, -76.6116131 39.2789254, -76.6112616 39.2789351, -76.6111511 39.2789381)",,,
452789386,False,4,Light Street,tertiary,25 mph,False,73.99799999999999,"LINESTRING (-76.6126066 39.278899, -76.6125891 39.2785921, -76.6125651 39.2782343)",,,
6005114,False,,Warren Avenue,residential,25 mph,True,125.355,"LINESTRING (-76.6111511 39.2789381, -76.6112616 39.2789351, -76.6116131 39.2789254, -76.6124988 39.2789019, -76.6126066 39.278899)",,,
"[6006126, 938697486]",True,1,William Street,residential,25 mph,False,119.999,"LINESTRING (-76.6111511 39.2789381, -76.6111811 39.279474, -76.6112105 39.2800163)",,,
985855952,True,4,West Pratt Street,primary,30 mph,False,82.137,"LINESTRING (-76.6161845 39.286431, -76.6152314 39.2864691)",,,
"[70990317, 554578067, 6007476, 452936684]",True,2,South Sharp Street,secondary,25 mph,False,225.549,"LINESTRING (-76.6175479 39.2863766, -76.6174964 39.2862888, -76.6174845 39.2862522, -76.6174538 39.2861477, -76.6174524 39.2861279, -76.6174163 39.2856319, -76.6174101 39.2855546, -76.6174047 39.2854236, -76.6174044 39.2853257, -76.6174103 39.2852282, -76.6174344 39.2851139, -76.6174733 39.285015, -76.6175276 39.2849206, -76.6175819 39.2848453, -76.6176208 39.2847877, -76.6176563 39.2847093, -76.6176751 39.2846577, -76.6176909 39.2846126, -76.6177038 39.2844962, -76.6176844 39.284405)",,building_passage,
236058191,True,4,West Pratt Street,primary,30 mph,False,117.49600000000001,"LINESTRING (-76.6175479 39.2863766, -76.617439 39.2863809, -76.6163181 39.2864257, -76.6161845 39.286431)",,,
422243513,True,,William Street,residential,25 mph,False,36.512,"LINESTRING (-76.6110045 39.2780232, -76.6110862 39.2781654, -76.6111114 39.2782094, -76.6111179 39.2783339)",,,
6005732,True,3,East Montgomery Street,secondary,25 mph,False,161.554,"LINESTRING (-76.6145592 39.2798797, -76.6144806 39.2798829, -76.6141489 39.2798966, -76.6128036 39.2799516, -76.6126849 39.2799569)",MD 2,,
98166058,False,2,South Charles Street,tertiary,25 mph,True,101.42099999999999,"LINESTRING (-76.6145592 39.2798797, -76.6145532 39.279785, -76.6145289 39.2794029, -76.6145013 39.2789687)",,,
188969445,False,2,South Charles Street,tertiary,25 mph,False,64.107,"LINESTRING (-76.6145592 39.2798797, -76.6145675 39.2799673, -76.6146133 39.2804547)",,,
11878252,False,5,Light Street,secondary,25 mph,False,59.64,"LINESTRING (-76.6126849 39.2799569, -76.6126975 39.280089, -76.6127304 39.2804345, -76.6127359 39.2804918)",MD 2,,
47987649,True,1,East Montgomery Street,residential,25 mph,False,127.077,"LINESTRING (-76.6126849 39.2799569, -76.6125691 39.2799612, -76.6112105 39.2800163)",,,
132521448,False,2,Light Street,tertiary,25 mph,False,101.54599999999999,"LINESTRING (-76.6126849 39.2799569, -76.6126766 39.2798696, -76.6126729 39.2798308, -76.6126706 39.2798001, -76.6126468 39.2794788, -76.6126421 39.2794216, -76.6126174 39.2790452)",,,
"[834330210, 452789373]",True,1,William Street,residential,25 mph,False,73.376,"LINESTRING (-76.6112105 39.2800163, -76.611215 39.2800995, -76.6112405 39.280565, -76.6112462 39.2806756)",,,
6006049,True,,Poultney Street,residential,15 mph,False,118.81299999999999,"LINESTRING (-76.6124659 39.2776774, -76.6134245 39.2775533, -76.6138282 39.2775053)",,,
947732352,False,2,Light Street,tertiary,25 mph,True,62.522,"LINESTRING (-76.6124659 39.2776774, -76.612539 39.2780589, -76.612551 39.2781243, -76.6125651 39.2782343)",,,
422243513,True,,William Street,residential,25 mph,False,49.41,"LINESTRING (-76.6107712 39.2776172, -76.6110045 39.2780232)",,,
402053896,True,1,East Hamburg Street,residential,20 mph,False,125.059,"LINESTRING (-76.6125651 39.2782343, -76.6124644 39.2782412, -76.6121429 39.2782633, -76.6120217 39.2782716, -76.6112232 39.2783266, -76.6111179 39.2783339)",,,
452789386,False,4,Light Street,tertiary,25 mph,True,73.99799999999999,"LINESTRING (-76.6125651 39.2782343, -76.6125891 39.2785921, -76.6126066 39.278899)",,,
947732352,False,2,Light Street,tertiary,25 mph,False,62.522,"LINESTRING (-76.6125651 39.2782343, -76.612551 39.2781243, -76.612539 39.2780589, -76.6124659 39.2776774)",,,
"[195059450, 506270092]",False,2,South Eutaw Street,residential,25 mph,True,117.40200000000002,"LINESTRING (-76.6206604 39.2852212, -76.6206662 39.2853071, -76.6206753 39.2854425, -76.6207182 39.2860773, -76.6207208 39.2861148, -76.6207254 39.2861835, -76.620726 39.2862257, -76.6207268 39.2862757)",,,
"[874034763, 495069084, 6006765]",False,"['4', '3']",West Camden Street,tertiary,25 mph,True,128.218,"LINESTRING (-76.6206604 39.2852212, -76.6205169 39.2852252, -76.6195664 39.2852519, -76.6194341 39.2852572, -76.6193777 39.2852586, -76.619336 39.2852596, -76.6191717 39.2852644)",,,
6007152,True,1,West Lee Street,residential,25 mph,False,99.913,"LINESTRING (-76.6147336 39.282152, -76.6148375 39.2821483, -76.6158932 39.2821104)",,,
46582175,True,3,South Charles Street,tertiary,25 mph,False,123.436,"LINESTRING (-76.6147336 39.282152, -76.614737 39.2822392, -76.6147485 39.2825374, -76.6147366 39.2827035, -76.6146492 39.2831104, -76.6146311 39.2832554)",,,
"[546224032, 546224033, 47988301, 950289959]",False,"['4', '2']",South Charles Street,secondary,25 mph,False,189.016,"LINESTRING (-76.6147336 39.282152, -76.6147274 39.2820638, -76.6146925 39.281568, -76.6146567 39.2810602, -76.6146529 39.2810061, -76.6146276 39.2806467, -76.6146219 39.2805662, -76.6146133 39.2804547)",MD 2,,
98117545,False,2,South Sharp Street,residential,25 mph,True,124.488,"LINESTRING (-76.6175193 39.2820391, -76.6175536 39.2826056, -76.6175675 39.2828354, -76.6175845 39.2831575)",,,
98117553,False,2,West Lee Street,residential,25 mph,True,140.182,"LINESTRING (-76.6175193 39.2820391, -76.617427 39.2820431, -76.6159779 39.2821067, -76.6158932 39.2821104)",,,
98166082,False,2,South Sharp Street,residential,25 mph,False,125.90799999999999,"LINESTRING (-76.6175193 39.2820391, -76.6175159 39.2819649, -76.6174909 39.2814636, -76.6174595 39.281004, -76.6174634 39.2809079)",,,
55347888,False,4,South Sharp Street,secondary,25 mph,False,28.878,"LINESTRING (-76.6176844 39.284405, -76.6176526 39.2842275, -76.6176617 39.2841473)",,,
98117539,False,3,South Sharp Street,secondary,25 mph,False,17.773,"LINESTRING (-76.6176617 39.2841473, -76.6176659 39.2839875)",,,
55347888,False,4,South Sharp Street,secondary,25 mph,True,28.878,"LINESTRING (-76.6176617 39.2841473, -76.6176526 39.2842275, -76.6176844 39.284405)",,,
"[425002432, 452937357, 236058559]",True,3,West Conway Street,primary,30 mph,False,119.078,"LINESTRING (-76.6176617 39.2841473, -76.6177997 39.2841443, -76.6181464 39.2841282, -76.6190431 39.2840883)",,,
98117539,False,3,South Sharp Street,secondary,25 mph,True,17.773,"LINESTRING (-76.6176659 39.2839875, -76.6176617 39.2841473)",,,
"[424998873, 424998874, 130599683]",True,"['4', '3']",West Conway Street,primary,30 mph,False,257.788,"LINESTRING (-76.6176659 39.2839875, -76.6175037 39.283993, -76.6162967 39.2840457, -76.6156297 39.2840793, -76.6147781 39.2841223, -76.6146762 39.2841274)",,,
"[452936681, 98117545]",False,"['3', '2']",South Sharp Street,residential,25 mph,False,92.572,"LINESTRING (-76.6176659 39.2839875, -76.6176575 39.283921, -76.6176257 39.2836373, -76.6176172 39.283556, -76.6176116 39.2834428, -76.6175845 39.2831575)",,,
47987644,True,,West Montgomery Street,residential,25 mph,False,119.852,"LINESTRING (-76.6177009 39.2804144, -76.6175004 39.2803507, -76.6173754 39.2802899, -76.6171754 39.280222, -76.617071 39.2801912, -76.6164188 39.2799987)",,,
"[525070242, 6012660, 301595695]",False,,"['West Henrietta Street', 'South Sharp Street']",residential,25 mph,False,242.67499999999995,"LINESTRING (-76.6177009 39.2804144, -76.618181 39.2793991, -76.6181703 39.279368, -76.6181555 39.2793472, -76.6181252 39.2793264, -76.6175509 39.2791693, -76.6169676 39.2790098, -76.6168901 39.2789886)",,,
525070242,False,,South Sharp Street,residential,25 mph,True,58.567,"LINESTRING (-76.6177009 39.2804144, -76.617544 39.2807528, -76.6174634 39.2809079)",,,
6021323,False,2,East Lee Street,secondary,25 mph,False,22.734,"LINESTRING (-76.6128521 39.2821997, -76.6131161 39.282193)",,,
"[452936688, 452868883, 452868884, 188969433, 1081932637]",True,"['4', '5', '6']",Light Street,primary,30 mph,False,224.28,"LINESTRING (-76.6128521 39.2821997, -76.612858 39.2823006, -76.6128619 39.2823639, -76.6129145 39.2832213, -76.6129191 39.283297, -76.6129801 39.2837902, -76.6130267 39.2841372, -76.6130393 39.2842107)",MD 2,,
6012660,False,,West Henrietta Street,residential,25 mph,True,105.176,"LINESTRING (-76.6156915 39.278922, -76.6163665 39.2788957, -76.6165239 39.2788884, -76.6166489 39.2789226, -76.6168901 39.2789886)",,,
47987687,False,2,South Hanover Street,secondary,25 mph,False,126.495,"LINESTRING (-76.6156915 39.278922, -76.6156622 39.27848, -76.6156163 39.2777859)",MD 2,,
952662000,False,,West Henrietta Street,residential,25 mph,False,102.576,"LINESTRING (-76.6156915 39.278922, -76.6145861 39.2789654, -76.6145013 39.2789687)",,,
952662001,False,2,South Hanover Street,secondary,25 mph,True,100.934,"LINESTRING (-76.6156915 39.278922, -76.6157168 39.2793556, -76.6157397 39.2797486, -76.6157444 39.2798288)",MD 2,,
6012660,False,,West Henrietta Street,residential,25 mph,False,105.176,"LINESTRING (-76.6168901 39.2789886, -76.6166489 39.2789226, -76.6165239 39.2788884, -76.6163665 39.2788957, -76.6156915 39.278922)",,,
"[525070242, 6012660, 301595695]",False,,"['West Henrietta Street', 'South Sharp Street']",residential,25 mph,True,242.675,"LINESTRING (-76.6168901 39.2789886, -76.6169676 39.2790098, -76.6175509 39.2791693, -76.6181252 39.2793264, -76.6181555 39.2793472, -76.6181703 39.279368, -76.618181 39.2793991, -76.6177009 39.2804144)",,,
6019419,False,,Leadenhall Street,residential,25 mph,True,119.42,"LINESTRING (-76.6168901 39.2789886, -76.6166163 39.2795754, -76.6164188 39.2799987)",,,
"[46582008, 11813258]",False,,"['South Hanover Street', 'West Hill Street']",residential,25 mph,"[False, True]",205.918,"LINESTRING (-76.6157729 39.2803998, -76.615777 39.2804511, -76.6158193 39.2809761, -76.6167504 39.2809375, -76.6171215 39.2809221, -76.6174634 39.2809079)",,,
47988302,True,1,South Hanover Street,secondary,25 mph,False,63.54,"LINESTRING (-76.6157729 39.2803998, -76.6157489 39.2799186, -76.6157444 39.2798288)",MD 2,,
6019064,True,3,West Montgomery Street,secondary,25 mph,False,102.169,"LINESTRING (-76.6157444 39.2798288, -76.6156534 39.279833, -76.614679 39.2798746, -76.6145592 39.2798797)",MD 2,,
952662001,False,2,South Hanover Street,secondary,25 mph,False,100.934,"LINESTRING (-76.6157444 39.2798288, -76.6157397 39.2797486, -76.6157168 39.2793556, -76.6156915 39.278922)",MD 2,,
"[1080253184, 512494812, 6021695]",True,3,West Conway Street,primary,30 mph,False,228.35700000000003,"LINESTRING (-76.6150135 39.2842735, -76.6154324 39.284254, -76.6158298 39.2842356, -76.6163058 39.2842135, -76.6167371 39.2841935, -76.6175118 39.2841576, -76.6176617 39.2841473)",,,
6015115,True,1,West Hughes Street,secondary,25 mph,False,100.598,"LINESTRING (-76.6146133 39.2804547, -76.6147146 39.2804717, -76.6150693 39.280455, -76.6153096 39.2804437, -76.6156469 39.2804278, -76.6156842 39.2804195, -76.6157729 39.2803998)",MD 2,,
188969445,False,2,South Charles Street,tertiary,25 mph,True,64.107,"LINESTRING (-76.6146133 39.2804547, -76.6145675 39.2799673, -76.6145592 39.2798797)",,,
"[546224032, 546224033, 47988301, 950289959]",False,"['4', '2']",South Charles Street,secondary,25 mph,True,189.01600000000002,"LINESTRING (-76.6146133 39.2804547, -76.6146219 39.2805662, -76.6146276 39.2806467, -76.6146529 39.2810061, -76.6146567 39.2810602, -76.6146925 39.281568, -76.6147274 39.2820638, -76.6147336 39.282152)",MD 2,,
6019419,False,,Leadenhall Street,residential,25 mph,False,119.42,"LINESTRING (-76.6164188 39.2799987, -76.6166163 39.2795754, -76.6168901 39.2789886)",,,
47987644,True,,West Montgomery Street,residential,25 mph,False,61.39300000000001,"LINESTRING (-76.6164188 39.2799987, -76.6161108 39.2799077, -76.615872 39.2798373, -76.6158306 39.2798344, -76.6157444 39.2798288)",,,
10426248,True,3,South Charles Street,tertiary,30 mph,False,17.948,"LINESTRING (-76.6146762 39.2841274, -76.6146911 39.2842884)",,,
"[452936672, 130599680, 1081932640, 944017511, 452936671]",True,"['3', '2']",East Conway Street,primary,30 mph,False,120.892,"LINESTRING (-76.6146762 39.2841274, -76.6145906 39.2841317, -76.6144789 39.2841373, -76.614335 39.2841445, -76.6140483 39.2841588, -76.6139677 39.2841629, -76.6134618 39.2841882, -76.6132745 39.2841975)",,,
"[188466265, 107263469]",True,3,South Charles Street,secondary,30 mph,False,161.982,"LINESTRING (-76.614755 39.2850296, -76.6147962 39.2854914, -76.6148578 39.2862032, -76.6148752 39.2864015, -76.6148823 39.286483)",,,
972308874,False,,,residential,25 mph,False,20.547,"LINESTRING (-76.614755 39.2850296, -76.6148165 39.2850275, -76.6149264 39.2850237, -76.6149935 39.2850214)",,,
98166058,False,2,South Charles Street,tertiary,25 mph,True,20.585,"LINESTRING (-76.6144461 39.2780986, -76.6144343 39.2779137)",,,
98166058,False,2,South Charles Street,tertiary,25 mph,False,96.867,"LINESTRING (-76.6144461 39.2780986, -76.6144733 39.2785274, -76.6144965 39.2788925, -76.6145013 39.2789687)",,,
"[6022770, 402053895]",True,1,East Hamburg Street,residential,20 mph,False,162.608,"LINESTRING (-76.6144461 39.2780986, -76.6143459 39.2781059, -76.6138846 39.27814, -76.6135191 39.2781661, -76.6130105 39.2782024, -76.61269 39.2782254, -76.6125651 39.2782343)",,,
"[98289514, 130599669]",False,"['5', '6']",South Howard Street,primary,25 mph,False,116.569,"LINESTRING (-76.6192244 39.2863119, -76.6192191 39.2862228, -76.6191911 39.2857558, -76.6191748 39.2853496, -76.6191717 39.2852644)",,,
"[542158154, 501285996, 512494813]",True,"['4', '5']",West Pratt Street,primary,30 mph,False,144.46500000000003,"LINESTRING (-76.6192244 39.2863119, -76.6190879 39.2863174, -76.6188684 39.2863256, -76.617918 39.2863623, -76.6178538 39.2863648, -76.6176244 39.2863736, -76.6175479 39.2863766)",,,
"[425002424, 452936677, 5993192]",True,"['3', '2']",South Howard Street,primary,25 mph,False,132.058,"LINESTRING (-76.6190431 39.2840883, -76.6190483 39.2842061, -76.6190451 39.2842694, -76.6190548 39.2843872, -76.6190645 39.2845283, -76.6190793 39.2848161, -76.6191 39.2850991, -76.6191159 39.2851675, -76.6191717 39.2852644)",I 395,,
553925456,False,3,West Conway Street,primary,30 mph,False,17.502,"LINESTRING (-76.6190431 39.2840883, -76.6191619 39.2840859, -76.6192463 39.2840824)",,,
53143330,True,1,South Charles Street,residential,25 mph,False,164.255,"LINESTRING (-76.6152314 39.2864691, -76.6151592 39.2863862, -76.6151432 39.2863596, -76.6151187 39.2863187, -76.615082 39.286205, -76.6149935 39.2850214)",,,
973984523,True,4,West Pratt Street,primary,30 mph,False,30.083999999999996,"LINESTRING (-76.6152314 39.2864691, -76.6149824 39.286479, -76.6148823 39.286483)",,,
"[452789372, 452789391]",True,3,Light Street,primary,25 mph,False,36.693,"LINESTRING (-76.6127513 39.2806535, -76.6127648 39.280796, -76.6127826 39.2809826)",MD 2,,
"[452789368, 452789371, 452789383]",True,2,Key Highway,primary,30 mph,False,48.135,"LINESTRING (-76.6127513 39.2806535, -76.6127147 39.2806276, -76.6126564 39.280599, -76.612605 39.2805819, -76.6125389 39.2805787, -76.6124747 39.2805829, -76.6122306 39.2806374)",,,
"[452789393, 452789396, 452789398]",True,2,Light Street,primary,30 mph,False,113.945,"LINESTRING (-76.6130752 39.2816116, -76.6130174 39.2815073, -76.6130067 39.2812893, -76.6129953 39.2810723, -76.6129919 39.280995, -76.6129785 39.2809374, -76.6129517 39.2808673, -76.6129128 39.2808019, -76.612909 39.2807976, -76.6128907 39.280777, -76.6128516 39.2807334, -76.6127975 39.2806851, -76.6127513 39.2806535)",,,
"[1051524994, 452789397, 1087560670, 452789399]",True,"['1', '2']",Light Street,primary,"['25 mph', '30 mph']",False,77.05900000000001,"LINESTRING (-76.6130752 39.2816116, -76.6130999 39.2815078, -76.6130939 39.281405, -76.6130878 39.2813007, -76.6130838 39.281185, -76.6130784 39.2810957, -76.6130778 39.2810829, -76.6130751 39.2810251, -76.6130684 39.2809779, -76.6130609 39.2809432, -76.6130563 39.2809218)",,,
11878252,False,5,Light Street,secondary,25 mph,True,59.64,"LINESTRING (-76.6127359 39.2804918, -76.6127304 39.2804345, -76.6126975 39.280089, -76.6126849 39.2799569)",MD 2,,
"[947732353, 6006939, 452789359]",True,3,Light Street,secondary,25 mph,False,18.028,"LINESTRING (-76.6127359 39.2804918, -76.6127395 39.2805302, -76.6127409 39.2805443, -76.6127513 39.2806535)",MD 2,,
972308873,True,1,South Charles Street,residential,25 mph,False,84.688,"LINESTRING (-76.6149935 39.2850214, -76.614987 39.2849327, -76.614964 39.2846454, -76.6149457 39.2844158, -76.6149498 39.2843676, -76.6149744 39.2843221, -76.6150135 39.2842735)",,,
972308874,False,,,residential,25 mph,True,20.546999999999997,"LINESTRING (-76.6149935 39.2850214, -76.6149264 39.2850237, -76.6148165 39.2850275, -76.614755 39.2850296)",,,
46582008,False,,West Hill Street,residential,25 mph,True,97.366,"LINESTRING (-76.618593 39.280861, -76.6175926 39.2809025, -76.6174634 39.2809079)",,,
93172469,False,,Peach Street,residential,25 mph,False,193.464,"LINESTRING (-76.6172188 39.2783063, -76.6172901 39.2783254, -76.617713 39.2784387, -76.6178182 39.2784669, -76.6177774 39.278554, -76.6176817 39.2787579, -76.617651 39.2788234, -76.6175459 39.278795, -76.6171277 39.2786818, -76.6170514 39.2786612, -76.617112 39.278546, -76.6171328 39.2784994, -76.6172188 39.2783063)",,,
