osmid,oneway,lanes,highway,reversed,length,ref,name,maxspeed,geometry
18716819,False,,residential,True,150.662,,Brookville Drive,,"LINESTRING (-90.3174394 38.5085618, -90.3174847 38.5086959, -90.3176164 38.5087974, -90.317831 38.5088982, -90.3180509 38.5089737, -90.3183031 38.5090577, -90.3185177 38.5091122, -90.318893 38.5091551)"
985369834,False,5,secondary,False,108.37899999999999,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3174062 38.5125607, -90.3175977 38.512444, -90.3178588 38.5122871, -90.3180547 38.5121665, -90.318391 38.5119639)"
18703898,False,,residential,False,266.021,,Anita Lane,,"LINESTRING (-90.3229374 38.5085606, -90.3253484 38.5100317)"
653133614,False,5,secondary,False,29.243,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3229374 38.5085606, -90.3231657 38.5083676)"
653133614,False,5,secondary,True,83.28999999999999,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3229374 38.5085606, -90.3226886 38.508774, -90.3225728 38.5088729, -90.3224525 38.5089787, -90.3222933 38.5091147)"
18703898,False,,residential,True,266.021,,Anita Lane,,"LINESTRING (-90.3253484 38.5100317, -90.3229374 38.5085606)"
18706379,False,,residential,False,301.32,,Lemay Village Lane,,"LINESTRING (-90.3203455 38.510763, -90.3204858 38.5108301, -90.3209245 38.511097, -90.3211029 38.5112024, -90.3217037 38.5115574, -90.322077 38.5117781, -90.322438 38.5119914, -90.3228237 38.5122194, -90.3231134 38.5123905)"
653133614,False,5,secondary,False,85.31700000000001,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3203455 38.510763, -90.320483 38.5106558, -90.3206088 38.5105552, -90.3207457 38.5104363, -90.3210157 38.5102032)"
653133614,False,5,secondary,True,52.571,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3203455 38.510763, -90.3202593 38.5108231, -90.3201712 38.5108802, -90.3200265 38.5109716, -90.3198779 38.5110622)"
18706379,False,,residential,True,301.32,,Lemay Village Lane,,"LINESTRING (-90.3231134 38.5123905, -90.3228237 38.5122194, -90.322438 38.5119914, -90.322077 38.5117781, -90.3217037 38.5115574, -90.3211029 38.5112024, -90.3209245 38.511097, -90.3204858 38.5108301, -90.3203455 38.510763)"
18707470,False,,residential,False,282.809,,Cordes Drive,,"LINESTRING (-90.3237943 38.5124364, -90.3241173 38.5120172, -90.3245901 38.5115309, -90.3254311 38.5106413, -90.325609 38.5104713, -90.325708 38.5103842)"
18707470,False,,residential,True,44.81,,Cordes Drive,,"LINESTRING (-90.3237943 38.5124364, -90.3236117 38.5125884, -90.323415 38.5127071)"
18714942,False,,residential,True,35.746,,Victory Drive,,"LINESTRING (-90.323415 38.5127071, -90.3230873 38.5125132)"
18707470,False,,residential,False,44.81,,Cordes Drive,,"LINESTRING (-90.323415 38.5127071, -90.3236117 38.5125884, -90.3237943 38.5124364)"
18718112,False,,residential,False,82.354,,Zermatt Court,,"LINESTRING (-90.325708 38.5103842, -90.3264703 38.5108232)"
18707470,False,,residential,False,402.87000000000006,,Cordes Drive,,"LINESTRING (-90.325708 38.5103842, -90.3258835 38.510292, -90.3260606 38.5101649, -90.3284636 38.5075824, -90.3285208 38.5075221)"
18707470,False,,residential,True,282.80899999999997,,Cordes Drive,,"LINESTRING (-90.325708 38.5103842, -90.325609 38.5104713, -90.3254311 38.5106413, -90.3245901 38.5115309, -90.3241173 38.5120172, -90.3237943 38.5124364)"
18708483,False,,residential,False,286.81399999999996,,El Char Lane,,"LINESTRING (-90.3210157 38.5102032, -90.3216053 38.5105991, -90.3217628 38.510695, -90.3225058 38.5111474, -90.3233309 38.5116498, -90.323417 38.5117004, -90.3235971 38.5118063)"
653133614,False,5,secondary,False,164.34000000000003,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3210157 38.5102032, -90.3211627 38.5100765, -90.321441 38.5098417, -90.3215596 38.5097402, -90.3218001 38.5095337, -90.3220423 38.5093277, -90.3222933 38.5091147)"
653133614,False,5,secondary,True,85.31700000000001,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3210157 38.5102032, -90.3207457 38.5104363, -90.3206088 38.5105552, -90.320483 38.5106558, -90.3203455 38.510763)"
18708483,False,,residential,True,286.81399999999996,,El Char Lane,,"LINESTRING (-90.3235971 38.5118063, -90.323417 38.5117004, -90.3233309 38.5116498, -90.3225058 38.5111474, -90.3217628 38.510695, -90.3216053 38.5105991, -90.3210157 38.5102032)"
18710083,False,,residential,False,44.169,,Broken Hill Drive,,"LINESTRING (-90.3208054 38.5082382, -90.321103 38.5079164)"
18713503,False,,residential,True,77.55,,Covington Manor Lane,,"LINESTRING (-90.3208054 38.5082382, -90.3199144 38.5082216)"
18713503,False,,residential,False,162.05200000000002,,Covington Manor Lane,,"LINESTRING (-90.3208054 38.5082382, -90.321026 38.5083703, -90.3213652 38.5085735, -90.3220361 38.5089644, -90.3222933 38.5091147)"
18710083,False,,residential,True,68.01,,Broken Hill Drive,,"LINESTRING (-90.3215614 38.507421, -90.321103 38.5079164)"
"[18710083, 18715613]",False,,residential,False,674.839,,"['Evergreen Lane', 'Broken Hill Drive']",,"LINESTRING (-90.3215614 38.507421, -90.3220043 38.5069085, -90.3219878 38.5068117, -90.31988 38.5056044, -90.3196407 38.5054979, -90.3195293 38.5055172, -90.3194015 38.5056367, -90.3190733 38.5059648, -90.3200945 38.5065625, -90.3215614 38.507421)"
"[18710083, 18715613]",False,,residential,True,674.8389999999999,,"['Evergreen Lane', 'Broken Hill Drive']",,"LINESTRING (-90.3215614 38.507421, -90.3200945 38.5065625, -90.3190733 38.5059648, -90.3194015 38.5056367, -90.3195293 38.5055172, -90.3196407 38.5054979, -90.31988 38.5056044, -90.3219878 38.5068117, -90.3220043 38.5069085, -90.3215614 38.507421)"
18715613,False,,residential,False,174.838,,Evergreen Lane,,"LINESTRING (-90.3215614 38.507421, -90.3217182 38.5075138, -90.3218533 38.5075937, -90.3230564 38.5082981, -90.3231657 38.5083676)"
18712579,False,,residential,True,119.73599999999999,,Ritz Center,,"LINESTRING (-90.3239577 38.5061155, -90.3240612 38.5060074, -90.3243482 38.5057077, -90.3244342 38.5056179, -90.3245776 38.5054682, -90.3245944 38.5054507, -90.324607 38.5054375, -90.3248081 38.5052704)"
352839472,True,,residential,False,104.405,,Ritz Center,,"LINESTRING (-90.3239577 38.5061155, -90.3239633 38.5061395, -90.324834 38.5066533, -90.3248982 38.5066882)"
18718112,False,,residential,True,82.354,,Zermatt Court,,"LINESTRING (-90.3264703 38.5108232, -90.325708 38.5103842)"
18713503,False,,residential,False,160.993,,Covington Manor Lane,,"LINESTRING (-90.3177429 38.5081342, -90.3195903 38.5082143)"
18716818,False,,residential,False,70.664,,Brookville Drive,,"LINESTRING (-90.3177429 38.5081342, -90.3177515 38.5079193, -90.317803 38.5077178, -90.3179746 38.5075499)"
18716819,False,,residential,True,57.35,,Brookville Drive,,"LINESTRING (-90.3177429 38.5081342, -90.3175864 38.5082279, -90.3174768 38.508359, -90.3174394 38.5085618)"
18713503,False,,residential,False,77.55,,Covington Manor Lane,,"LINESTRING (-90.3199144 38.5082216, -90.3208054 38.5082382)"
18713503,False,,residential,True,28.212,,Covington Manor Lane,,"LINESTRING (-90.3199144 38.5082216, -90.3195903 38.5082143)"
18716106,False,,residential,True,107.471,,Selkirk Lane,,"LINESTRING (-90.3199144 38.5082216, -90.3199341 38.5079128, -90.3197782 38.5077318, -90.3193222 38.507476)"
18713503,False,,residential,True,162.05200000000002,,Covington Manor Lane,,"LINESTRING (-90.3222933 38.5091147, -90.3220361 38.5089644, -90.3213652 38.5085735, -90.321026 38.5083703, -90.3208054 38.5082382)"
653133614,False,5,secondary,False,83.28999999999999,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3222933 38.5091147, -90.3224525 38.5089787, -90.3225728 38.5088729, -90.3226886 38.508774, -90.3229374 38.5085606)"
653133614,False,5,secondary,True,164.34,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3222933 38.5091147, -90.3220423 38.5093277, -90.3218001 38.5095337, -90.3215596 38.5097402, -90.321441 38.5098417, -90.3211627 38.5100765, -90.3210157 38.5102032)"
18714940,False,,tertiary,False,84.537,,Victory Drive,25 mph,"LINESTRING (-90.3187634 38.5104024, -90.3195412 38.510858)"
653133614,False,5,secondary,False,52.571,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3198779 38.5110622, -90.3200265 38.5109716, -90.3201712 38.5108802, -90.3202593 38.5108231, -90.3203455 38.510763)"
653133614,False,5,secondary,True,33.708,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3198779 38.5110622, -90.319727 38.5111538, -90.3195707 38.5112469)"
985369833,False,2,tertiary,True,37.078,,Victory Drive,25 mph,"LINESTRING (-90.3198779 38.5110622, -90.3196702 38.5109307, -90.3195412 38.510858)"
18714942,False,,residential,False,35.746,,Victory Drive,,"LINESTRING (-90.3230873 38.5125132, -90.323415 38.5127071)"
653133614,False,5,secondary,True,29.243,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3231657 38.5083676, -90.3229374 38.5085606)"
18715613,False,,residential,True,174.83799999999997,,Evergreen Lane,,"LINESTRING (-90.3231657 38.5083676, -90.3230564 38.5082981, -90.3218533 38.5075937, -90.3217182 38.5075138, -90.3215614 38.507421)"
653133614,False,5,secondary,False,240.179,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3231657 38.5083676, -90.3232473 38.5082982, -90.3233889 38.5081781, -90.3235687 38.5080239, -90.3236967 38.5079141, -90.3238838 38.5077529, -90.3243597 38.5073439, -90.3247851 38.5069689, -90.3250205 38.506768)"
985369834,False,5,secondary,False,119.14000000000001,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.318391 38.5119639, -90.3188096 38.5117109, -90.3189705 38.5116128, -90.3192144 38.5114679, -90.3193027 38.5114153, -90.3194716 38.511306)"
985369834,False,5,secondary,True,108.37899999999999,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.318391 38.5119639, -90.3180547 38.5121665, -90.3178588 38.5122871, -90.3175977 38.512444, -90.3174062 38.5125607)"
18718737,False,,residential,False,80.15299999999999,,Hawkstone Lane,,"LINESTRING (-90.3188759 38.50982, -90.3189924 38.5097271, -90.3190293 38.5096475, -90.3190046 38.5095312, -90.318922 38.5093398, -90.318893 38.5091551)"
18716818,False,,residential,True,70.664,,Brookville Drive,,"LINESTRING (-90.3179746 38.5075499, -90.317803 38.5077178, -90.3177515 38.5079193, -90.3177429 38.5081342)"
18716106,False,,residential,False,107.471,,Selkirk Lane,,"LINESTRING (-90.3193222 38.507476, -90.3197782 38.5077318, -90.3199341 38.5079128, -90.3199144 38.5082216)"
182170171,False,2,motorway_link,True,10.987,,,,"LINESTRING (-90.3231168 38.5040412, -90.323052 38.504126)"
182170188,True,,motorway_link,False,13.107,,,60 mph,"LINESTRING (-90.3231168 38.5040412, -90.3231371 38.503995, -90.3231395 38.503926)"
235543551,False,,residential,True,59.418,,,,"LINESTRING (-90.3205565 38.507596, -90.321103 38.5079164)"
18710083,False,,residential,False,68.01,,Broken Hill Drive,,"LINESTRING (-90.321103 38.5079164, -90.3215614 38.507421)"
18710083,False,,residential,True,44.169,,Broken Hill Drive,,"LINESTRING (-90.321103 38.5079164, -90.3208054 38.5082382)"
235543551,False,,residential,False,59.418,,,,"LINESTRING (-90.321103 38.5079164, -90.3205565 38.507596)"
18692216,True,1,motorway_link,False,48.653999999999996,US 50,,60 mph,"LINESTRING (-90.3234926 38.504265, -90.3233289 38.5041131, -90.3232578 38.5040496, -90.3231395 38.503926)"
604221560,True,2,primary,False,41.104,,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3234926 38.504265, -90.3232934 38.5041519, -90.3231168 38.5040412)"
18712579,False,,residential,False,119.736,,Ritz Center,,"LINESTRING (-90.3248081 38.5052704, -90.324607 38.5054375, -90.3245944 38.5054507, -90.3245776 38.5054682, -90.3244342 38.5056179, -90.3243482 38.5057077, -90.3240612 38.5060074, -90.3239577 38.5061155)"
604242045,True,4,primary,False,90.056,US 50,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3248081 38.5052704, -90.3248973 38.5053281, -90.3251119 38.5054674, -90.3253285 38.505608, -90.3256043 38.5057878)"
"[604221561, 604221572]",True,"['3', '2']",primary,False,135.055,US 50,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3246915 38.5050363, -90.3241906 38.5047175, -90.3239204 38.5045455, -90.3234926 38.504265)"
1226870604,False,,primary_link,False,63.0,,,,"LINESTRING (-90.3246915 38.5050363, -90.3245927 38.5050199, -90.3244748 38.5049795, -90.3243584 38.5049112, -90.324255 38.5048429, -90.3241823 38.504805, -90.3240593 38.5047831)"
604242044,True,2,trunk,False,19.403,US 50;US 61;US 67,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3260149 38.506048, -90.3261879 38.5061581)"
624156040,True,,primary,False,16.618,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3260149 38.506048, -90.3261425 38.5059368)"
"[624156025, 624156038]",True,3,trunk,False,204.43200000000002,US 61;US 67,Lemay Ferry Road,40 mph,"LINESTRING (-90.3263817 38.505738, -90.3267998 38.505374, -90.3269765 38.5052245, -90.3271405 38.5050858, -90.3273246 38.5049359, -90.3277209 38.5046244, -90.3279988 38.5044049)"
604229129,True,,primary_link,False,44.211,,,40 mph,"LINESTRING (-90.3286041 38.5043657, -90.3285599 38.5042295, -90.3285491 38.5041656, -90.3285512 38.504101, -90.3285612 38.5040574, -90.3285876 38.5039763)"
604229136,True,,primary_link,False,41.230000000000004,,,,"LINESTRING (-90.3279988 38.5044049, -90.3281602 38.5043639, -90.3282253 38.5043492, -90.3282903 38.504346, -90.3283641 38.5043497, -90.3284599 38.504363)"
"[918088435, 604229159]",True,3,trunk,False,43.102000000000004,US 61;US 67,Lemay Ferry Road,40 mph,"LINESTRING (-90.3279988 38.5044049, -90.3282058 38.5042464, -90.328269 38.5042005, -90.3283566 38.5041369)"
"[918340136, 604235104, 604229109, 604235100]",True,"['4', '3', '2']",trunk,False,254.93599999999998,US 61;US 67,Lemay Ferry Road,40 mph,"LINESTRING (-90.3282323 38.5040242, -90.328149 38.5040867, -90.3280381 38.504167, -90.3279222 38.5042582, -90.3277903 38.5043592, -90.32769 38.5044417, -90.3275775 38.5045315, -90.3275145 38.5045809, -90.3272667 38.5047757, -90.3271439 38.5048758, -90.3269765 38.5050068, -90.326864 38.5050952, -90.3266381 38.5052909, -90.3261937 38.5056698)"
604229197,True,,secondary,False,92.726,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3256718 38.5061193, -90.3252081 38.5065144, -90.3251053 38.5066033, -90.3250205 38.506768)"
604229190,True,1,primary_link,False,38.104,,,40 mph,"LINESTRING (-90.3256043 38.5057878, -90.3256654 38.5059184, -90.3256842 38.5059699, -90.3256852 38.5060323, -90.3256718 38.5061193)"
604242045,True,4,primary,False,28.993,US 50,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3256043 38.5057878, -90.325766 38.5058919, -90.3258625 38.5059526)"
604229197,True,,secondary,False,24.879,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3258625 38.5059526, -90.3256718 38.5061193)"
624156035,True,4,trunk,False,16.982,US 50;US 61;US 67,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3258625 38.5059526, -90.3260149 38.506048)"
1107877204,False,,residential,True,13.856,,Ritz Center,,"LINESTRING (-90.3250205 38.506768, -90.3248982 38.5066882)"
604229205,True,,secondary,False,92.79899999999999,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3250205 38.506768, -90.3252517 38.5067052, -90.3253389 38.5066321, -90.3254954 38.506497, -90.3255956 38.5064129, -90.3258077 38.5062317)"
653133614,False,5,secondary,True,240.17900000000003,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3250205 38.506768, -90.3247851 38.5069689, -90.3243597 38.5073439, -90.3238838 38.5077529, -90.3236967 38.5079141, -90.3235687 38.5080239, -90.3233889 38.5081781, -90.3232473 38.5082982, -90.3231657 38.5083676)"
18698793,True,2,primary,False,21.007,US 50,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3259914 38.5058391, -90.3258042 38.5057198)"
624156039,True,,trunk,False,16.884,US 61;US 67;MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3259914 38.5058391, -90.3258625 38.5059526)"
624156034,True,2,primary_link,False,105.495,US 50,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3258042 38.5057198, -90.3256768 38.5056356, -90.3254646 38.5054973, -90.32539 38.5054492, -90.325249 38.5053583, -90.3250344 38.5052184, -90.3248608 38.5051248)"
604235099,True,,primary_link,False,34.644,,,35 mph,"LINESTRING (-90.3261937 38.5056698, -90.3260567 38.5057001, -90.3259585 38.5057201, -90.3258042 38.5057198)"
624156033,True,4,trunk,False,25.774,US 61;US 67,Lemay Ferry Road,40 mph,"LINESTRING (-90.3261937 38.5056698, -90.3260668 38.5057765, -90.3259914 38.5058391)"
604229205,True,,secondary,False,27.245,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3258077 38.5062317, -90.3259268 38.506125, -90.3260149 38.506048)"
604242046,True,,primary_link,False,34.465,,,35 mph,"LINESTRING (-90.3258077 38.5062317, -90.325991 38.5061742, -90.3260822 38.5061606, -90.3261879 38.5061581)"
"[604242043, 604242044]",True,"['3', '2']",trunk,False,253.427,US 50;US 61;US 67,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3261879 38.5061581, -90.326611 38.5064096, -90.3269931 38.5066363, -90.3273367 38.5068277, -90.3275272 38.5069419, -90.3276701 38.5070206, -90.3279513 38.5071875, -90.3283959 38.5074533, -90.3285208 38.5075221)"
18707470,False,,residential,False,12.31,,Cordes Drive,,"LINESTRING (-90.3285208 38.5075221, -90.3286046 38.5074329)"
18707470,False,,residential,True,402.87,,Cordes Drive,,"LINESTRING (-90.3285208 38.5075221, -90.3284636 38.5075824, -90.3260606 38.5101649, -90.3258835 38.510292, -90.325708 38.5103842)"
624156036,True,4,primary,False,32.92,US 50;US 61;US 67,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3264404 38.5061193, -90.326237 38.5059957, -90.3261425 38.5059368)"
624156037,True,1,trunk_link,False,43.523,,,40 mph,"LINESTRING (-90.3264404 38.5061193, -90.3263719 38.5059706, -90.3263652 38.5058772, -90.3263817 38.505738)"
1107877204,False,,residential,False,13.856,,Ritz Center,,"LINESTRING (-90.3248982 38.5066882, -90.3250205 38.506768)"
18714940,False,,tertiary,True,84.537,,Victory Drive,25 mph,"LINESTRING (-90.3195412 38.510858, -90.3187634 38.5104024)"
985369833,False,2,tertiary,False,37.078,,Victory Drive,25 mph,"LINESTRING (-90.3195412 38.510858, -90.3196702 38.5109307, -90.3198779 38.5110622)"
985369835,True,1,secondary_link,False,43.851,,,40 mph,"LINESTRING (-90.3195412 38.510858, -90.3195873 38.5109965, -90.3195906 38.5110993, -90.3195707 38.5112469)"
985369834,False,5,secondary,True,10.841,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3195707 38.5112469, -90.3194716 38.511306)"
653133614,False,5,secondary,False,33.708,MO 267,Lemay Ferry Road,40 mph,"LINESTRING (-90.3195707 38.5112469, -90.319727 38.5111538, -90.3198779 38.5110622)"
683857202,True,2,primary,False,84.744,US 50,South Lindbergh Boulevard,35 mph,"LINESTRING (-90.3240593 38.5047831, -90.3242878 38.5049311, -90.3245744 38.5051187, -90.3248081 38.5052704)"
1226870604,False,,primary_link,True,63.0,,,,"LINESTRING (-90.3240593 38.5047831, -90.3241823 38.504805, -90.324255 38.5048429, -90.3243584 38.5049112, -90.3244748 38.5049795, -90.3245927 38.5050199, -90.3246915 38.5050363)"
