osmid,name,highway,oneway,reversed,length,lanes,maxspeed,width,geometry,ref,access
9497943,Baker Avenue,residential,True,False,61.184,1,5 mph,,"LINESTRING (-70.1844673 42.0548115, -70.1843852 42.0547801, -70.184275 42.054749, -70.1842001 42.054724, -70.184115 42.0547005, -70.18404 42.0546914, -70.183944 42.054693, -70.183759 42.0547065)",,
235710753,Commercial Street,living_street,True,False,70.723,1,20 mph,6,"LINESTRING (-70.182576 42.054339, -70.1828875 42.0541463, -70.1829324 42.0541185, -70.1829847 42.0540862, -70.183174 42.053969, -70.1832314 42.0539296)",,
580512154,Bradford Street,secondary,False,False,73.895,2,20 mph,10.7,"LINESTRING (-70.191297 42.0485481, -70.1907654 42.0490827)",MA 6A,
9497589,Winthrop Street,residential,False,False,58.574,1,10 mph,4.3,"LINESTRING (-70.191297 42.0485481, -70.1912586 42.0485284, -70.190714 42.048248)",,
580512154,Bradford Street,secondary,False,True,50.809,2,20 mph,10.7,"LINESTRING (-70.191297 42.0485481, -70.191321 42.0485265, -70.1916352 42.0482122, -70.1916653 42.0481821)",MA 6A,
9497944,Lovetts Court,residential,False,True,68.95400000000001,1,5 mph,,"LINESTRING (-70.1813188 42.0558526, -70.1810482 42.0556286, -70.1807626 42.05539)",,
9497616,Off Cemetery Road,residential,False,False,134.162,1,,6.1,"LINESTRING (-70.18739 42.056031, -70.187513 42.056452, -70.18761 42.056628, -70.187625 42.056659, -70.18767 42.056699, -70.187717 42.056722, -70.187812 42.056737, -70.187894 42.056765, -70.188002 42.056818, -70.188267 42.056924)",,
596597033,Cemetery Road,residential,False,True,91.563,2,15 mph,4.9,"LINESTRING (-70.18739 42.056031, -70.187513 42.055796, -70.187574 42.055679, -70.187828 42.055275)",,
9498055,Gosnold Street,residential,True,False,63.43500000000001,1,10 mph,4.3,"LINESTRING (-70.1876189 42.0506897, -70.1879099 42.0508858, -70.188117 42.0510403, -70.1881919 42.0510646)",,
295175180,Commercial Street,living_street,True,False,233.79,1,15 mph,6,"LINESTRING (-70.1876189 42.0506897, -70.1878088 42.0504961, -70.1878455 42.0504588, -70.1879176 42.0503857, -70.1879852 42.0503171, -70.1879978 42.0503062, -70.1880284 42.0502693, -70.188055 42.0502347, -70.1881192 42.0501497, -70.1882186 42.0500172, -70.188305 42.049902, -70.1883697 42.0498281, -70.1884215 42.049767, -70.188441 42.049744, -70.1885968 42.0495638, -70.188624 42.049528, -70.1886451 42.0494981, -70.1888335 42.0492313, -70.188886 42.049157, -70.1890676 42.0488879)",,yes
416808933,Standish Street,residential,True,False,127.726,1,10 mph,5.5,"LINESTRING (-70.1872607 42.053575, -70.1876974 42.0538991, -70.1882074 42.0542428, -70.188327 42.054321, -70.1883829 42.054365)",,
295175180,Commercial Street,living_street,True,False,49.787000000000006,1,15 mph,6,"LINESTRING (-70.1890676 42.0488879, -70.1891919 42.0486714, -70.1892435 42.0485814, -70.189304 42.048476)",,yes
"[9497507, 9497949]",Ryder Street Extension,"['unclassified', 'residential']",False,"[False, True]",175.003,2,10 mph,10.7,"LINESTRING (-70.1854061 42.0514174, -70.1854396 42.0513968, -70.1855031 42.0513577, -70.1856744 42.0512543, -70.1860908 42.0509268, -70.1861575 42.0508782, -70.1861801 42.050858, -70.186269 42.0507826, -70.1864384 42.0508762, -70.1866248 42.050992, -70.1868398 42.0511959, -70.1868674 42.0512183, -70.1869137 42.051245)",,
"[1165113514, 1165113515, 633904941, 170529470]",Lopes Square,living_street,True,False,75.509,2,10 mph,"['7.9', '26.2']","LINESTRING (-70.1854061 42.0514174, -70.1853574 42.0514106, -70.1853333 42.0514128, -70.1853037 42.0514164, -70.1852761 42.0514264, -70.1852417 42.0514414, -70.1852332 42.0514591, -70.1852364 42.0514754, -70.1852541 42.0514946, -70.1854286 42.0516729, -70.1856185 42.0518601, -70.1856352 42.0518703, -70.1856561 42.0518832)",,
9497435,Standish Street,residential,False,True,112.654,2,15 mph,12.8,"LINESTRING (-70.1862428 42.0528161, -70.186195 42.052719, -70.1861009 42.0525677, -70.185944 42.0523533, -70.1856501 42.0519798, -70.1856342 42.0519596, -70.1856066 42.0519217)",,
9497508,Standish Street,residential,True,False,29.889000000000003,1,10 mph,5.5,"LINESTRING (-70.1862428 42.0528161, -70.1862432 42.0528657, -70.1862544 42.0529173, -70.1863075 42.0530188, -70.1863358 42.0530729)",,
9497489,Holway Avenue,residential,False,True,68.83699999999999,1,10 mph,6.1,"LINESTRING (-70.191785 42.050399, -70.191809 42.050372, -70.191826 42.050099, -70.191911 42.049792)",,
9497583,Prince Street,residential,False,False,96.667,2,10 mph,7.6,"LINESTRING (-70.191785 42.050399, -70.1916691 42.0504127, -70.191557 42.050426, -70.191131 42.050438, -70.190618 42.050456)",,
1213677667,Bradford Street,secondary,False,False,15.726,2,25 mph,10.7,"LINESTRING (-70.1845971 42.054708, -70.1844673 42.0548115)",MA 6A,
9497467,Conwell Street,tertiary,False,False,48.034,2,20 mph,5.5,"LINESTRING (-70.1845971 42.054708, -70.1846447 42.0547531, -70.1846621 42.0547696, -70.184956 42.055048)",,
9497497,Arch Street,living_street,True,False,140.203,1,5 mph,2.5,"LINESTRING (-70.1845971 42.054708, -70.184249 42.054385, -70.1835645 42.0537072)",,
1227182873,Bradford Street,secondary,False,True,31.692,2,25 mph,10.7,"LINESTRING (-70.1845971 42.054708, -70.1846397 42.0546762, -70.1848625 42.0545021)",MA 6A,
9497570,Pearl Street,residential,True,False,51.971,1,10 mph,4.9,"LINESTRING (-70.1839102 42.0551602, -70.183759 42.0547065)",,
1213677667,Bradford Street,secondary,False,False,30.161,2,25 mph,10.7,"LINESTRING (-70.1839102 42.0551602, -70.1835946 42.0552968)",MA 6A,
1213677667,Bradford Street,secondary,False,True,53.137,2,25 mph,10.7,"LINESTRING (-70.1839102 42.0551602, -70.1840045 42.0551192, -70.1840989 42.055073, -70.1841888 42.0550175, -70.1842793 42.054955, -70.1844067 42.0548598)",MA 6A,
48968039,Commercial Street,living_street,True,False,5.919,1,15 mph,9.1,"LINESTRING (-70.1856066 42.0519217, -70.1856561 42.0518832)",,yes
9497435,Standish Street,residential,False,False,112.65399999999998,2,15 mph,12.8,"LINESTRING (-70.1856066 42.0519217, -70.1856342 42.0519596, -70.1856501 42.0519798, -70.185944 42.0523533, -70.1861009 42.0525677, -70.186195 42.052719, -70.1862428 42.0528161)",,
9497490,Standish Street,residential,True,False,23.411,1,15 mph,5.5,"LINESTRING (-70.1864239 42.0529781, -70.1862428 42.0528161)",,
9497607,Bradford Street,secondary,False,False,12.807,2,20 mph,13.7,"LINESTRING (-70.1864239 42.0529781, -70.1863358 42.0530729)",MA 6A,
416808933,Standish Street,residential,True,False,96.89500000000001,1,10 mph,5.5,"LINESTRING (-70.1864239 42.0529781, -70.1864748 42.0529813, -70.1865274 42.0530212, -70.1866715 42.0531121, -70.1868097 42.0532172, -70.1869547 42.053321, -70.1872607 42.053575)",,
596597028,Bradford Street,secondary,False,True,68.829,2,20 mph,10.7,"LINESTRING (-70.1864239 42.0529781, -70.1864741 42.0529301, -70.1865525 42.0528504, -70.1866549 42.0527564, -70.1868324 42.0526199, -70.1868862 42.0525684, -70.1869645 42.0525082)",MA 6A,
9497570,Pearl Street,residential,True,False,97.548,1,10 mph,4.9,"LINESTRING (-70.183759 42.0547065, -70.183609 42.054378, -70.18344 42.054139, -70.1832314 42.0539296)",,
9497604,Dyer Street,residential,True,False,128.843,1,5 mph,3.7,"LINESTRING (-70.1829621 42.055567, -70.1824403 42.0551285, -70.1819758 42.0547156, -70.1819446 42.0546886)",,
1213677667,Bradford Street,secondary,False,False,51.759,2,25 mph,10.7,"LINESTRING (-70.1829621 42.055567, -70.1826905 42.0556865, -70.1824262 42.0558085)",MA 6A,
1213677667,Bradford Street,secondary,False,True,38.642,2,25 mph,10.7,"LINESTRING (-70.1829621 42.055567, -70.1829971 42.0555522, -70.1833688 42.055395)",MA 6A,
892180048,Bradford Street,secondary,False,False,11.59,2,20 mph,10.7,"LINESTRING (-70.1917473 42.0480975, -70.1916653 42.0481821)",MA 6A,
9498030,Washington Avenue,residential,True,False,132.809,1,5 mph,2.4,"LINESTRING (-70.1823064 42.0545017, -70.1823286 42.0545266, -70.1824206 42.0546298, -70.1826458 42.054788, -70.1830885 42.0551452, -70.1833688 42.055395)",,
235710753,Commercial Street,living_street,True,False,28.7,1,20 mph,6,"LINESTRING (-70.1823064 42.0545017, -70.182349 42.05448, -70.182576 42.054339)",,
9497616,Off Cemetery Road,residential,False,True,134.16199999999998,1,,6.1,"LINESTRING (-70.188267 42.056924, -70.188002 42.056818, -70.187894 42.056765, -70.187812 42.056737, -70.187717 42.056722, -70.18767 42.056699, -70.187625 42.056659, -70.18761 42.056628, -70.187513 42.056452, -70.18739 42.056031)",,
9497694,Tinys Way,residential,False,True,64.09,,,,"LINESTRING (-70.188267 42.056924, -70.188556 42.056702, -70.188602 42.056652, -70.188642 42.056592, -70.188709 42.056461)",,
1213677667,Bradford Street,secondary,False,False,21.605,2,25 mph,10.7,"LINESTRING (-70.1835946 42.0552968, -70.1833688 42.055395)",MA 6A,
1213677667,Bradford Street,secondary,False,True,30.161,2,25 mph,10.7,"LINESTRING (-70.1835946 42.0552968, -70.1839102 42.0551602)",MA 6A,
9497609,Law Street,residential,True,False,135.952,1,5 mph,3.0,"LINESTRING (-70.1835946 42.0552968, -70.1834453 42.0551118, -70.183192 42.0548864, -70.1828485 42.0545732, -70.182576 42.054339)",,
9497474,Conwell Street,tertiary,False,False,19.471,2,20 mph,4.9,"LINESTRING (-70.1857119 42.0557074, -70.185869 42.055838)",,
9497475,Harry Kemp Way,residential,True,False,27.497,1,10 mph,,"LINESTRING (-70.1857119 42.0557074, -70.185538 42.0559183)",,
9497467,Conwell Street,tertiary,False,True,96.288,2,20 mph,5.5,"LINESTRING (-70.1857119 42.0557074, -70.185649 42.0556527, -70.185337 42.055377, -70.184956 42.055048)",,
9497577,Johnson Street,residential,False,True,60.636,1,10 mph,6.7,"LINESTRING (-70.1848625 42.0545021, -70.185255 42.054963)",,
9497577,Johnson Street,residential,False,False,137.869,1,10 mph,6.7,"LINESTRING (-70.1848625 42.0545021, -70.184162 42.053982, -70.1839639 42.0538241, -70.183699 42.053613)",,
1227182873,Bradford Street,secondary,False,False,31.692,2,25 mph,10.7,"LINESTRING (-70.1848625 42.0545021, -70.1846397 42.0546762, -70.1845971 42.054708)",MA 6A,
1227182873,Bradford Street,secondary,False,True,62.43599999999999,2,25 mph,10.7,"LINESTRING (-70.1848625 42.0545021, -70.185091 42.0543143, -70.1852268 42.0542002, -70.1853631 42.0540813)",MA 6A,
9497566,Youngs Court,residential,False,True,84.688,1,5 mph,3.7,"LINESTRING (-70.1822581 42.0554742, -70.1816 42.05489)",,
9497457,Cudworth Street,residential,False,True,50.057,1,10,4.3,"LINESTRING (-70.1907784 42.0496739, -70.190842 42.0495555, -70.1909717 42.0492475)",,
9498047,Watsons Court,residential,False,True,97.694,1,10 mph,2.4,"LINESTRING (-70.1907784 42.0496739, -70.191321 42.049773, -70.191485 42.04981, -70.191798 42.049848, -70.191911 42.049792)",,
416809807,Cudworth Street,residential,False,False,88.791,1,10,4.3,"LINESTRING (-70.1907784 42.0496739, -70.1906524 42.0499439, -70.190635 42.050146, -70.190618 42.050456)",,
235710753,Commercial Street,living_street,True,False,36.986,1,20 mph,6,"LINESTRING (-70.1832314 42.0539296, -70.1835645 42.0537072)",,
9497607,Bradford Street,secondary,False,True,12.807,2,20 mph,13.7,"LINESTRING (-70.1863358 42.0530729, -70.1864239 42.0529781)",MA 6A,
48968041,Bradford Street,secondary,False,False,137.941,2,20 mph,13.7,"LINESTRING (-70.1863358 42.0530729, -70.1862881 42.053127, -70.1862165 42.0531991, -70.1861412 42.0532748, -70.1860781 42.0533414, -70.1860528 42.0533677, -70.1860273 42.0533943, -70.185988 42.0534351, -70.1859097 42.0535131, -70.1858118 42.0536108, -70.185642 42.053784, -70.1854826 42.0539539, -70.1853631 42.0540813)",MA 6A,
9498018,Standish Avenue,residential,False,True,167.703,2,10 mph,6.1,"LINESTRING (-70.187828 42.055275, -70.187536 42.055188, -70.187193 42.055088, -70.186851 42.054991, -70.186566 42.054918, -70.186412 42.054868, -70.1866952 42.0545509)",,
596597033,Cemetery Road,residential,False,False,91.563,2,15 mph,4.9,"LINESTRING (-70.187828 42.055275, -70.187574 42.055679, -70.187513 42.055796, -70.18739 42.056031)",,
596597033,Cemetery Road,residential,False,True,59.694,2,15 mph,4.9,"LINESTRING (-70.187828 42.055275, -70.187928 42.055116, -70.1881281 42.0547866)",,
9497577,Johnson Street,residential,False,True,137.869,1,10 mph,6.7,"LINESTRING (-70.183699 42.053613, -70.1839639 42.0538241, -70.184162 42.053982, -70.1848625 42.0545021)",,
235710753,Commercial Street,living_street,True,False,69.42699999999999,1,20 mph,6,"LINESTRING (-70.183699 42.053613, -70.1837243 42.0535911, -70.1838247 42.0535042, -70.183996 42.053356, -70.1841168 42.0532534, -70.184241 42.0531358)",,
170529470,Lopes Square,living_street,True,False,52.796,2,10 mph,7.9,"LINESTRING (-70.185769 42.051808, -70.185733 42.0517662, -70.185695 42.051722, -70.185654 42.0516854, -70.1855894 42.0516155, -70.1855614 42.0515841, -70.1854061 42.0514174)",,
295175180,Commercial Street,living_street,True,False,113.619,1,15 mph,6,"LINESTRING (-70.185769 42.051808, -70.1858299 42.0517662, -70.1859336 42.0517085, -70.1859815 42.0516839, -70.1862342 42.0515735, -70.1863545 42.0515211, -70.1864296 42.0514897, -70.1866852 42.0513748, -70.1869137 42.051245)",,yes
9497532,Standish Avenue,residential,True,False,118.46,1,5 mph,6.1,"LINESTRING (-70.1866952 42.0545509, -70.1867658 42.05442, -70.1868831 42.0542192, -70.187083 42.053896, -70.1872166 42.0536144, -70.1872607 42.053575)",,
