osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,junction,bridge,tunnel
"[406014219, 4753945, 4758395]",False,A780,Annan Road,primary,"[False, True]",170.279,"LINESTRING (-3.6041068 55.0702192, -3.6039019 55.0702246, -3.6035901 55.0702329, -3.6032979 55.0702407, -3.6021745 55.0702771, -3.6015081 55.0702958, -3.6014373 55.0703043)",30 mph,,,yes,
4753948,False,,Leafield Road,residential,False,94.11500000000001,"LINESTRING (-3.6041068 55.0702192, -3.6040967 55.0700755, -3.6040917 55.0700047, -3.6040463 55.0696645, -3.6040084 55.0696015, -3.6039279 55.0693824)",30 mph,,,,
5123694,True,A756,,primary,False,25.395000000000003,"LINESTRING (-3.602481 55.0676959, -3.6024511 55.0677176, -3.6024104 55.0677325, -3.6023633 55.0677388, -3.6023153 55.0677358, -3.6022691 55.0677228, -3.602234 55.0677014, -3.6022142 55.0676742, -3.6022124 55.0676448)",30 mph,,roundabout,,
341614301,False,,Leafield Road,residential,True,201.935,"LINESTRING (-3.602481 55.0676959, -3.6025741 55.0676971, -3.602681 55.0677334, -3.6029108 55.0678474, -3.6030874 55.0680654, -3.6035356 55.0686749, -3.6037887 55.0690238, -3.603884 55.069143, -3.6039025 55.0692494)",30 mph,,,,
333480738,False,A780,Buccleuch Street,primary,True,12.683,"LINESTRING (-3.616507 55.0692912, -3.616678 55.0692327)",30 mph,,,,
333480738,False,A780,Buccleuch Street,primary,False,68.95,"LINESTRING (-3.616507 55.0692912, -3.6164031 55.0693254, -3.6162762 55.069362, -3.6161508 55.0693981, -3.6155427 55.0695732)",30 mph,,,,
4822993,True,,Irish Street,residential,False,155.883,"LINESTRING (-3.6140522 55.0700078, -3.6131959 55.0693746, -3.6125595 55.0688966)",20 mph,,,,
"[333480738, 4757269]",False,A780,"['Buccleuch Street', 'Church Crescent']",primary,False,71.47000000000001,"LINESTRING (-3.6140522 55.0700078, -3.6138203 55.0700772, -3.6133258 55.0702345, -3.6132372 55.0702627, -3.6131452 55.0702878, -3.6130534 55.0702904)",30 mph,,,,
333480738,False,A780,Buccleuch Street,primary,True,106.493,"LINESTRING (-3.6140522 55.0700078, -3.6145679 55.0698574, -3.6155427 55.0695732)",30 mph,,,,
"[4821840, 4757269]",False,A780,"['Academy Street', 'Church Crescent']",primary,False,138.61,"LINESTRING (-3.6130534 55.0702904, -3.6129595 55.0702696, -3.6128614 55.0702191, -3.6127829 55.0701788, -3.6126789 55.0701416, -3.6125789 55.0701347, -3.6124571 55.0701414, -3.6123665 55.0701752, -3.6123052 55.0702267, -3.6122871 55.0702624, -3.6122712 55.0703399, -3.6122585 55.0704445, -3.6122018 55.0705833, -3.6118319 55.0708845)",30 mph,,,,
"[333480738, 4757269]",False,A780,"['Buccleuch Street', 'Church Crescent']",primary,True,71.47,"LINESTRING (-3.6130534 55.0702904, -3.6131452 55.0702878, -3.6132372 55.0702627, -3.6133258 55.0702345, -3.6138203 55.0700772, -3.6140522 55.0700078)",30 mph,,,,
4702447,False,A701,Edinburgh Road,primary,False,85.553,"LINESTRING (-3.6101305 55.0719786, -3.6096015 55.0725287, -3.6095841 55.0725521, -3.6094738 55.0726494)",30 mph,2,,,
"[4821910, 4702447]",False,A701,"['Edinburgh Road', 'Academy Street']",primary,True,82.194,"LINESTRING (-3.6101305 55.0719786, -3.6103143 55.0718694, -3.6106394 55.0716683, -3.6106893 55.0716377, -3.6108743 55.0715159, -3.6110129 55.0714394)",30 mph,2,,,
"[896467856, 42111402]",False,,Catherine Street,residential,True,121.78,"LINESTRING (-3.6101305 55.0719786, -3.6095493 55.0718147, -3.6094117 55.0717759, -3.6089198 55.0715247, -3.6087632 55.0714448, -3.6085898 55.0713476)",,,,,
333480738,False,A780,Buccleuch Street,primary,False,12.683,"LINESTRING (-3.616678 55.0692327, -3.616507 55.0692912)",30 mph,,,,
4757268,False,A781,Whitesands,primary,False,126.45,"LINESTRING (-3.616678 55.0692327, -3.6165688 55.0691702, -3.6162601 55.0689973, -3.6158189 55.06877, -3.6155707 55.0686211, -3.6153044 55.0684949, -3.6152273 55.0684574)",30 mph,2,,,
4757268,False,A781,Whitesands,primary,False,94.181,"LINESTRING (-3.6128344 55.0674727, -3.6125757 55.0673079, -3.6124312 55.0672023, -3.6120968 55.0669581, -3.6119019 55.0668157)",30 mph,2,,,
4757268,False,A781,Whitesands,primary,True,139.737,"LINESTRING (-3.6128344 55.0674727, -3.6132161 55.0676434, -3.6135591 55.067772, -3.6142897 55.0680459, -3.6146506 55.0681767)",30 mph,2,,,
"[341614299, 303742701]",False,,Bank Street,residential,True,97.74600000000001,"LINESTRING (-3.6128344 55.0674727, -3.6127009 55.0675805, -3.6126416 55.0676284, -3.612408 55.0677297, -3.6116817 55.0680425)","['20 mph', '30 mph']",,,,
4757268,False,A781,Whitesands,primary,True,26.574,"LINESTRING (-3.6102012 55.065699, -3.6104954 55.0658685)",30 mph,2,,,
135697608,False,A781,Nith Street,primary,False,29.299,"LINESTRING (-3.6099687 55.0661888, -3.6100722 55.0660536, -3.6101519 55.0659471)",30 mph,,,,
"[150883610, 4858139, 406017159]",False,A709,St Mary's Street,primary,"[False, True]",68.912,"LINESTRING (-3.6032803 55.0717324, -3.6034916 55.0716582, -3.6037829 55.0715033, -3.6039 55.0714131, -3.6040436 55.0713025)",30 mph,,,yes,
427169386,True,A709,St Mary's Street,primary,False,25.484,"LINESTRING (-3.6032803 55.0717324, -3.6032126 55.0717848, -3.6029699 55.0718719)",30 mph,,,,
4858138,False,C204n,Lovers Walk,tertiary,False,90.259,"LINESTRING (-3.6040436 55.0713025, -3.604105 55.0713194, -3.6042367 55.0713556, -3.6044141 55.071416, -3.6048644 55.071641, -3.6050042 55.0717386, -3.6051034 55.0718239)",,,,,
"[150883610, 4858139, 406017159]",False,A709,St Mary's Street,primary,"[False, True]",68.912,"LINESTRING (-3.6040436 55.0713025, -3.6039 55.0714131, -3.6037829 55.0715033, -3.6034916 55.0716582, -3.6032803 55.0717324)",30 mph,,,yes,
4858139,False,A709,St Mary's Street,primary,True,60.122,"LINESTRING (-3.6040436 55.0713025, -3.6041455 55.0712095, -3.6042167 55.0711445, -3.6042621 55.0711031, -3.6045381 55.0708419)",30 mph,,,,
4858137,False,C203n,Newall Terrace,tertiary,True,133.756,"LINESTRING (-3.6087841 55.0698485, -3.6082296 55.070156, -3.6079317 55.0703211, -3.6075442 55.0705752, -3.6073345 55.0707175)",,,,,
4858136,True,,,primary,False,17.802,"LINESTRING (-3.6029699 55.0718719, -3.6029681 55.0718995, -3.6029511 55.0719254, -3.6029206 55.0719469, -3.6028798 55.0719618, -3.6028328 55.0719685, -3.602795 55.0719675)",30 mph,,roundabout,,
4858136,True,,,primary,False,12.323,"LINESTRING (-3.6028439 55.0717974, -3.6028899 55.071806, -3.6029287 55.0718226, -3.6029563 55.0718453, -3.6029699 55.0718719)",30 mph,,roundabout,,
4858142,True,A709,St Mary's Street,primary,False,29.184,"LINESTRING (-3.6028439 55.0717974, -3.6031787 55.0717274, -3.6032803 55.0717324)",30 mph,,,,
4821646,True,A781,Shakespeare Street,primary,False,28.595,"LINESTRING (-3.6069487 55.0692669, -3.6071657 55.0691383, -3.6071831 55.0690606)",30 mph,,,,
4858140,False,A780,English Street,primary,False,42.464,"LINESTRING (-3.6069487 55.0692669, -3.6067173 55.0693434, -3.6065325 55.0694135, -3.606382 55.069468)",,,,,
5123694,True,A756,,primary,False,15.498,"LINESTRING (-3.6022124 55.0676448, -3.6022238 55.0676225, -3.6022456 55.0676029, -3.6022761 55.0675876, -3.6023129 55.0675778, -3.602353 55.0675743, -3.6023932 55.0675773)",30 mph,,roundabout,,
5196929,False,,Friar's Vennel,residential,True,18.485,"LINESTRING (-3.6146809 55.0687395, -3.6149284 55.0686526)",,,,,
34589524,False,,George Street,residential,False,43.563,"LINESTRING (-3.6145591 55.0707531, -3.6140115 55.070988)",20 mph,,,,
34589507,False,,Nith Avenue,residential,True,103.438,"LINESTRING (-3.6145591 55.0707531, -3.6148485 55.0709896, -3.6150794 55.0712498, -3.6153969 55.0714464, -3.6155375 55.0714612)",20 mph,,,,
34589524,False,,George Street,residential,True,42.052,"LINESTRING (-3.6145591 55.0707531, -3.6147565 55.0706686, -3.6150428 55.0705412, -3.6150824 55.0705224)",20 mph,,,,
34589512,False,,Charlotte Street,residential,False,29.272,"LINESTRING (-3.6155427 55.0695732, -3.6158012 55.0697909)",20 mph,,,,
333480738,False,A780,Buccleuch Street,primary,False,106.493,"LINESTRING (-3.6155427 55.0695732, -3.6145679 55.0698574, -3.6140522 55.0700078)",30 mph,,,,
333480738,False,A780,Buccleuch Street,primary,True,68.95,"LINESTRING (-3.6155427 55.0695732, -3.6161508 55.0693981, -3.6162762 55.069362, -3.6164031 55.0693254, -3.616507 55.0692912)",30 mph,,,,
34589524,False,,George Street,residential,True,43.563,"LINESTRING (-3.6140115 55.070988, -3.6145591 55.0707531)",20 mph,,,,
35109250,False,,Castle Street,residential,True,74.328,"LINESTRING (-3.6140115 55.070988, -3.6147368 55.0715118)",20 mph,,,,
34589524,False,,George Street,residential,False,48.569,"LINESTRING (-3.6140115 55.070988, -3.6134709 55.071208, -3.61339 55.0712413)",20 mph,,,,
619466271,True,,Castle Street,residential,False,98.682,"LINESTRING (-3.6140115 55.070988, -3.6133556 55.0705097, -3.6131276 55.0703442, -3.6130534 55.0702904)",20 mph,,,,
35109248,False,,Gordon Street,residential,False,90.704,"LINESTRING (-3.6150824 55.0705224, -3.6159653 55.0711626)",20 mph,,,,
34589524,False,,George Street,residential,False,42.052,"LINESTRING (-3.6150824 55.0705224, -3.6150428 55.0705412, -3.6147565 55.0706686, -3.6145591 55.0707531)",20 mph,,,,
"[34589512, 34589524]",False,,"['George Street', 'Charlotte Street']",residential,True,115.854,"LINESTRING (-3.6150824 55.0705224, -3.615648 55.0702686, -3.6159947 55.0700921, -3.6160633 55.0700516, -3.6160606 55.0699987, -3.615865 55.0698381, -3.6158012 55.0697909)",20 mph,,,,
4858137,False,C203n,Newall Terrace,tertiary,False,177.629,"LINESTRING (-3.6064858 55.0722064, -3.6064532 55.0721169, -3.6064875 55.0719992, -3.606576 55.0716844, -3.6066753 55.0714679, -3.6067965 55.0712676, -3.6071355 55.070879, -3.6073345 55.0707175)",,,,,
4858138,False,C204n,Lovers Walk,tertiary,True,112.95600000000002,"LINESTRING (-3.6064858 55.0722064, -3.6062418 55.0722501, -3.6060461 55.0722624, -3.6058461 55.0722627, -3.6056758 55.0722455, -3.6055526 55.0721991, -3.6054619 55.0721599, -3.6051034 55.0718239)",,,,,
35109370,False,C204n,Lovers Walk,tertiary,True,71.978,"LINESTRING (-3.6064858 55.0722064, -3.6066479 55.07218, -3.6068118 55.0721525, -3.6071058 55.0721078, -3.6073797 55.0720918, -3.6075904 55.072104)",,,,,
4858137,False,C203n,Newall Terrace,tertiary,False,133.756,"LINESTRING (-3.6073345 55.0707175, -3.6075442 55.0705752, -3.6079317 55.0703211, -3.6082296 55.070156, -3.6087841 55.0698485)",,,,,
4858137,False,C203n,Newall Terrace,tertiary,True,177.62900000000002,"LINESTRING (-3.6073345 55.0707175, -3.6071355 55.070879, -3.6067965 55.0712676, -3.6066753 55.0714679, -3.606576 55.0716844, -3.6064875 55.0719992, -3.6064532 55.0721169, -3.6064858 55.0722064)",,,,,
30747900,False,,Catherine Street,residential,False,62.952,"LINESTRING (-3.6073345 55.0707175, -3.6078764 55.0709892, -3.6080809 55.0710888)",,,,,
896467857,False,,Catherine Street,residential,False,43.334,"LINESTRING (-3.6080809 55.0710888, -3.6085898 55.0713476)",,,,,
30747900,False,,Catherine Street,residential,True,62.952,"LINESTRING (-3.6080809 55.0710888, -3.6078764 55.0709892, -3.6073345 55.0707175)",,,,,
42068988,True,,Rae Street,residential,False,40.771,"LINESTRING (-3.6080809 55.0710888, -3.6082234 55.0712186, -3.6082587 55.0713212, -3.6082479 55.0714298)",,,,,
896467857,False,,Catherine Street,residential,True,43.334,"LINESTRING (-3.6085898 55.0713476, -3.6080809 55.0710888)",,,,,
35109371,True,,Rae Street,residential,False,143.531,"LINESTRING (-3.6085898 55.0713476, -3.6085499 55.0712649, -3.6085534 55.0712133, -3.6086034 55.0711713, -3.6090641 55.0708976, -3.6090774 55.0708887, -3.6094915 55.0706112, -3.6096449 55.0705559, -3.6100185 55.0704429)",,,,,
"[896467856, 42111402]",False,,Catherine Street,residential,False,121.78,"LINESTRING (-3.6085898 55.0713476, -3.6087632 55.0714448, -3.6089198 55.0715247, -3.6094117 55.0717759, -3.6095493 55.0718147, -3.6101305 55.0719786)",,,,,
896467854,False,,,residential,False,25.883,"LINESTRING (-3.6085898 55.0713476, -3.6084609 55.0713458, -3.6083305 55.0713622, -3.6082479 55.0714298)",,,,,
4702447,False,A701,Edinburgh Road,primary,True,85.553,"LINESTRING (-3.6094738 55.0726494, -3.6095841 55.0725521, -3.6096015 55.0725287, -3.6101305 55.0719786)",30 mph,2,,,
35109370,False,C204n,Lovers Walk,tertiary,False,134.707,"LINESTRING (-3.6094738 55.0726494, -3.6092944 55.0726066, -3.6092691 55.0725992, -3.6089298 55.0725299, -3.6085092 55.072404, -3.6082628 55.0723202, -3.6081858 55.0722941, -3.608042 55.0722452, -3.6078289 55.0721719, -3.6075904 55.072104)",,,,,
35109248,False,,Gordon Street,residential,True,90.704,"LINESTRING (-3.6159653 55.0711626, -3.6150824 55.0705224)",20 mph,,,,
35109250,False,,Castle Street,residential,False,74.328,"LINESTRING (-3.6147368 55.0715118, -3.6140115 55.070988)",20 mph,,,,
4821644,True,A780,Loreburn Street,primary,False,46.856,"LINESTRING (-3.6100185 55.0704429, -3.6096609 55.0700746)",,,,,
135459796,False,,Three Crowns Court,unclassified,True,26.898,"LINESTRING (-3.6100185 55.0704429, -3.6102469 55.0703781, -3.6103542 55.0703044)",,,,,
35109370,False,C204n,Lovers Walk,tertiary,False,71.978,"LINESTRING (-3.6075904 55.072104, -3.6073797 55.0720918, -3.6071058 55.0721078, -3.6068118 55.0721525, -3.6066479 55.07218, -3.6064858 55.0722064)",,,,,
35109370,False,C204n,Lovers Walk,tertiary,True,134.707,"LINESTRING (-3.6075904 55.072104, -3.6078289 55.0721719, -3.608042 55.0722452, -3.6081858 55.0722941, -3.6082628 55.0723202, -3.6085092 55.072404, -3.6089298 55.0725299, -3.6092691 55.0725992, -3.6092944 55.0726066, -3.6094738 55.0726494)",,,,,
896467854,False,,,residential,True,25.883,"LINESTRING (-3.6082479 55.0714298, -3.6083305 55.0713622, -3.6084609 55.0713458, -3.6085898 55.0713476)",,,,,
896467855,True,,Rae Street,residential,False,86.02,"LINESTRING (-3.6082479 55.0714298, -3.6078939 55.0717793, -3.6078435 55.0718314, -3.6077294 55.0719292, -3.6076268 55.0720453, -3.6075904 55.072104)",,,,,
"[341614299, 303742701]",False,,Bank Street,residential,False,97.74599999999998,"LINESTRING (-3.6116817 55.0680425, -3.612408 55.0677297, -3.6126416 55.0676284, -3.6127009 55.0675805, -3.6128344 55.0674727)","['20 mph', '30 mph']",,,,
341614298,True,,Irish Street,residential,False,103.724,"LINESTRING (-3.6116817 55.0680425, -3.6114616 55.067746, -3.6114331 55.0676886, -3.6113324 55.0674856, -3.6111123 55.0671699)",,,,,
4821646,True,A781,Shakespeare Street,primary,False,6.545,"LINESTRING (-3.607941 55.0679784, -3.6079645 55.0679211)",30 mph,,,,
"[4702448, 37143497]",True,,"['Queen Street', 'English Street']","['unclassified', 'residential']",False,168.084,"LINESTRING (-3.607941 55.0679784, -3.6088714 55.0681638, -3.6094238 55.0683249, -3.6086702 55.068731)",20 mph,,,,
37416543,False,,,residential,True,22.736,"LINESTRING (-3.6146506 55.0681767, -3.6144421 55.0683427)",,,,,
4757268,False,A781,Whitesands,primary,False,139.737,"LINESTRING (-3.6146506 55.0681767, -3.6142897 55.0680459, -3.6135591 55.067772, -3.6132161 55.0676434, -3.6128344 55.0674727)",30 mph,2,,,
4757268,False,A781,Whitesands,primary,True,48.227999999999994,"LINESTRING (-3.6146506 55.0681767, -3.6148981 55.0682863, -3.6152273 55.0684574)",30 mph,2,,,
37416543,False,,,residential,False,22.736,"LINESTRING (-3.6144421 55.0683427, -3.6146506 55.0681767)",,,,,
42349995,False,,Brewery Street,unclassified,True,46.326,"LINESTRING (-3.6144421 55.0683427, -3.6149284 55.0686526)",,,,,
37416543,False,,,residential,True,118.22099999999999,"LINESTRING (-3.6144421 55.0683427, -3.6141846 55.0682297, -3.6140442 55.0681636, -3.6137983 55.0680478, -3.6133921 55.0679058, -3.6131375 55.0678168, -3.6129858 55.0677598, -3.6129221 55.0677355)",,,,,
"[38622624, 38622625]",False,,"['Mc lellan Street', 'Cumberland Street']",residential,False,154.612,"LINESTRING (-3.6047355 55.0667669, -3.6050229 55.0668469, -3.6062343 55.0671902, -3.6059648 55.0675953)",30 mph,,,,
98147321,False,A756,Brooms Road,primary,False,123.38199999999999,"LINESTRING (-3.6047355 55.0667669, -3.6048545 55.0667055, -3.6050161 55.0666221, -3.6056277 55.0662351, -3.6060466 55.0659516)",30 mph,2,,,
98147321,False,A756,Brooms Road,primary,True,83.512,"LINESTRING (-3.6047355 55.0667669, -3.6045336 55.066839, -3.6041902 55.0669471, -3.6037696 55.0670487, -3.6035664 55.0671044)",30 mph,2,,,
4821646,True,A781,Shakespeare Street,primary,False,134.828,"LINESTRING (-3.6079645 55.0679211, -3.6080865 55.0676703, -3.6081762 55.0674858, -3.6083055 55.0673389, -3.6083335 55.067307, -3.6083747 55.0672602, -3.6084761 55.067145, -3.6089407 55.066875)",30 mph,,,,
38622626,False,,Queen Street,residential,True,133.399,"LINESTRING (-3.6079645 55.0679211, -3.6075059 55.0679076, -3.6068961 55.0677944, -3.6063634 55.0676686, -3.6059648 55.0675953)",30 mph,,,,
4858140,False,A780,English Street,primary,False,88.41799999999999,"LINESTRING (-3.606382 55.069468, -3.6060318 55.0696382, -3.6059105 55.0696972, -3.6055992 55.0698625, -3.6053526 55.0700012)",,,,,
4858140,False,A780,English Street,primary,True,42.464,"LINESTRING (-3.606382 55.069468, -3.6065325 55.0694135, -3.6067173 55.0693434, -3.6069487 55.0692669)",,,,,
8470295,False,,Hoods Loaning,residential,True,153.944,"LINESTRING (-3.606382 55.069468, -3.6062679 55.0694154, -3.6061417 55.0693947, -3.6051667 55.0693263, -3.6044568 55.0693056, -3.6040099 55.0692994)",30 mph,,,,
42053942,False,,Dobie's Wynd,residential,False,80.807,"LINESTRING (-3.6097891 55.0685126, -3.609639 55.0686512, -3.6091718 55.0688758, -3.6088113 55.0689335)",,,,,
4821644,True,A780,Loreburn Street,primary,False,24.243,"LINESTRING (-3.6088113 55.0689335, -3.6086702 55.068731)",,,,,
42053942,False,,Dobie's Wynd,residential,True,80.807,"LINESTRING (-3.6088113 55.0689335, -3.6091718 55.0688758, -3.609639 55.0686512, -3.6097891 55.0685126)",,,,,
4821648,True,,Queensberry Street,residential,False,50.948,"LINESTRING (-3.6105456 55.0692877, -3.6108176 55.0697186)",,,,,
42065795,True,C203n,Great King Street,tertiary,False,98.25999999999999,"LINESTRING (-3.6105456 55.0692877, -3.6097774 55.0695069, -3.6094047 55.0696058, -3.6092626 55.0696204, -3.6091573 55.0695769)",,,,,
38622626,False,,Queen Street,residential,False,163.747,"LINESTRING (-3.6035664 55.0671044, -3.6038375 55.0671016, -3.6039716 55.06715, -3.6044111 55.0672543, -3.6045933 55.0672894, -3.6054085 55.0674467, -3.6059648 55.0675953)",30 mph,,,,
98147321,False,A756,Brooms Road,primary,False,83.51199999999999,"LINESTRING (-3.6035664 55.0671044, -3.6037696 55.0670487, -3.6041902 55.0669471, -3.6045336 55.066839, -3.6047355 55.0667669)",30 mph,2,,,
98147321,False,A756,Brooms Road,primary,True,95.252,"LINESTRING (-3.6035664 55.0671044, -3.6027562 55.0673171, -3.6024991 55.0674256, -3.6023932 55.0675773)",30 mph,2,,,
"[42303978, 42305116]",False,,Burns Street,residential,False,90.63700000000001,"LINESTRING (-3.6089407 55.066875, -3.6085632 55.0665841, -3.6082819 55.0665519, -3.60813 55.0665088, -3.6080772 55.066464, -3.6080323 55.0663765, -3.6080635 55.066334)",20 mph,,,,
71175563,True,A781,Nith Place,primary,False,73.276,"LINESTRING (-3.6089407 55.066875, -3.6091465 55.0667805, -3.6094091 55.0666912, -3.6097369 55.0664161)",30 mph,,,,
"[42305115, 42305116]",False,,Burns Street,residential,False,100.545,"LINESTRING (-3.6080635 55.066334, -3.6081608 55.066253, -3.6081949 55.0662079, -3.6081721 55.0661051, -3.6077562 55.0656387, -3.6077448 55.0656172, -3.6077449 55.0655923, -3.6078228 55.0655234)",20 mph,,,,
"[42303978, 42305116]",False,,Burns Street,residential,True,90.637,"LINESTRING (-3.6080635 55.066334, -3.6080323 55.0663765, -3.6080772 55.066464, -3.60813 55.0665088, -3.6082819 55.0665519, -3.6085632 55.0665841, -3.6089407 55.066875)",20 mph,,,,
135697155,False,,Burns Court,residential,True,33.281,"LINESTRING (-3.6080635 55.066334, -3.607888 55.0663031, -3.6075617 55.0663559)",20 mph,,,,
4821646,True,A781,Shakespeare Street,primary,False,55.571,"LINESTRING (-3.6075823 55.068434, -3.607941 55.0679784)",30 mph,,,,
42348891,False,,Brooke Street,residential,True,128.3,"LINESTRING (-3.6075823 55.068434, -3.6071413 55.0683463, -3.6067532 55.0682586, -3.6061545 55.0681385, -3.6057035 55.0680356, -3.6056935 55.0680328)",30 mph,,,,
42348891,False,,Brooke Street,residential,False,38.781,"LINESTRING (-3.6051165 55.0679211, -3.6056935 55.0680328)",30 mph,,,,
4821648,True,,Queensberry Street,residential,False,45.485,"LINESTRING (-3.6102771 55.0689093, -3.6103261 55.0689642, -3.6104429 55.0691152, -3.6105456 55.0692877)",,,,,
4821644,True,A780,Loreburn Street,primary,False,44.059,"LINESTRING (-3.6089995 55.0693148, -3.6088113 55.0689335)",,,,,
42349289,True,,Munches Street,unclassified,False,93.004,"LINESTRING (-3.6089995 55.0693148, -3.6095435 55.0691421, -3.6095937 55.0691262, -3.6099011 55.0690286, -3.6102771 55.0689093)",,,,,
