osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,bridge
15282506,residential,False,True,120.22100000000002,"LINESTRING (-98.094464 30.000417, -98.094269 29.999906, -98.094265 29.999591, -98.09406 29.999448)",,,,
15284671,residential,False,False,112.311,"LINESTRING (-98.10349 29.999875, -98.103299 29.999885, -98.10317 29.999904, -98.102803 29.999986, -98.102589 30.000045, -98.102429 30.000097, -98.102368 30.000126)",Twilight Trail,,,
1108002951,secondary,False,True,52.655,"LINESTRING (-98.102368 30.000126, -98.1019763 29.9997956)",Farm-to-Market Road 2325,RM 2325,35 mph,
15284671,residential,False,True,112.31099999999999,"LINESTRING (-98.102368 30.000126, -98.102429 30.000097, -98.102589 30.000045, -98.102803 29.999986, -98.10317 29.999904, -98.103299 29.999885, -98.10349 29.999875)",Twilight Trail,,,
1108002951,secondary,False,False,63.39399999999999,"LINESTRING (-98.102368 30.000126, -98.102477 30.000235, -98.102643 30.0004, -98.102789 30.000564)",Farm-to-Market Road 2325,RM 2325,35 mph,
15298697,residential,True,False,42.23,"LINESTRING (-98.0972975 29.9954137, -98.0969475 29.9956425)",Wimberley Square,,,
"[15290760, 15285306]",residential,False,"[False, True]",199.16099999999997,"LINESTRING (-98.0972975 29.9954137, -98.097333 29.99536, -98.097379 29.995322, -98.097501 29.995235, -98.097608 29.995172, -98.097646 29.995112, -98.097577 29.995024, -98.097478 29.994954, -98.097104 29.994569, -98.096829 29.99426, -98.096707 29.994116, -98.096654 29.994066)","['Black Log Lane', 'Hinson Road']",,,
844756993,secondary,False,True,46.480999999999995,"LINESTRING (-98.0962099 29.9963684, -98.096509 29.9962859, -98.0965858 29.9962763, -98.0966015 29.9962743, -98.0966766 29.996279)",Ranch Road 12,RM 12,35 mph,
15298697,residential,True,False,139.386,"LINESTRING (-98.0966766 29.996279, -98.0974732 29.9957249, -98.097492 29.9956994, -98.0974907 29.9956634, -98.097478 29.995628, -98.0974558 29.9955983, -98.0972975 29.9954137)",Wimberley Square,,,
844756993,secondary,False,False,46.480999999999995,"LINESTRING (-98.0966766 29.996279, -98.0966015 29.9962743, -98.0965858 29.9962763, -98.096509 29.9962859, -98.0962099 29.9963684)",Ranch Road 12,RM 12,35 mph,
"[809042128, 844756993, 844756994]",secondary,False,True,188.743,"LINESTRING (-98.0966766 29.996279, -98.0967544 29.9963068, -98.0969245 29.9964383, -98.097064 29.996546, -98.097123 29.9965801, -98.097242 29.996649, -98.0977709 29.9969336, -98.0979997 29.9970616, -98.0982858 29.9972388)",Ranch Road 12,RM 12,35 mph,yes
15295707,residential,False,False,281.273,"LINESTRING (-98.0982858 29.9972388, -98.0981632 29.9973661, -98.097913 29.997536, -98.097741 29.997651, -98.097158 29.998024, -98.096967 29.998157, -98.0968593 29.9982191, -98.0967564 29.9982785, -98.096394 29.998601, -98.096119 29.998765, -98.096014 29.998811)",Mill Race Lane,,,
"[809042128, 844756993, 844756994]",secondary,False,False,188.743,"LINESTRING (-98.0982858 29.9972388, -98.0979997 29.9970616, -98.0977709 29.9969336, -98.097242 29.996649, -98.097123 29.9965801, -98.097064 29.996546, -98.0969245 29.9964383, -98.0967544 29.9963068, -98.0966766 29.996279)",Ranch Road 12,RM 12,35 mph,yes
809042128,secondary,False,True,75.18900000000001,"LINESTRING (-98.0982858 29.9972388, -98.0984751 29.997356, -98.0988537 29.9975904, -98.098921 29.997632)",Ranch Road 12,RM 12,35 mph,
809042128,secondary,False,False,15.77,"LINESTRING (-98.0990542 29.9977145, -98.098921 29.997632)",Ranch Road 12,RM 12,35 mph,
809042128,secondary,False,True,13.884,"LINESTRING (-98.0990542 29.9977145, -98.0991715 29.9977871)",Ranch Road 12,RM 12,35 mph,
809042128,secondary,False,False,13.884,"LINESTRING (-98.0991715 29.9977871, -98.0990542 29.9977145)",Ranch Road 12,RM 12,35 mph,
809042128,secondary,False,True,245.504,"LINESTRING (-98.0991715 29.9977871, -98.0999305 29.9982571, -98.100042 29.998334, -98.100324 29.99854, -98.1003863 29.9985892, -98.1006536 29.9988007, -98.100965 29.999047, -98.1010257 29.999115, -98.101064 29.999158, -98.1011072 29.9992109)",Ranch Road 12,RM 12,35 mph,
914575341,tertiary,True,False,23.735,"LINESTRING (-98.0991715 29.9977871, -98.0992719 29.99766, -98.0993268 29.9976243)",River Road,,,
809042128,secondary,False,False,47.132999999999996,"LINESTRING (-98.1013369 29.9995826, -98.101224 29.999354, -98.1011072 29.9992109)",Ranch Road 12,RM 12,35 mph,
844828623,secondary,False,True,169.41,"LINESTRING (-98.1013369 29.9995826, -98.101437 29.999831, -98.1014519 29.9999125, -98.101489 30.0001147, -98.101544 30.000415, -98.1015585 30.0005271, -98.101561 30.000546, -98.101606 30.000883, -98.101639 30.001079)",Ranch Road 12,RR 12,,
1108002951,secondary,False,False,34.932,"LINESTRING (-98.1013369 29.9995826, -98.1015263 29.9995546, -98.1016927 29.9995872)",Farm-to-Market Road 2325,RM 2325,35 mph,
15298010,residential,False,True,125.04100000000001,"LINESTRING (-98.101639 30.001079, -98.101995 30.000949, -98.102292 30.000822, -98.1023727 30.0007845, -98.102643 30.000659, -98.102789 30.000564)",Emergency Lane,,,
844828623,secondary,False,False,169.41,"LINESTRING (-98.101639 30.001079, -98.101606 30.000883, -98.101561 30.000546, -98.1015585 30.0005271, -98.101544 30.000415, -98.101489 30.0001147, -98.1014519 29.9999125, -98.101437 29.999831, -98.1013369 29.9995826)",Ranch Road 12,RR 12,,
15289555,residential,False,False,95.48200000000001,"LINESTRING (-98.102796 29.996579, -98.102567 29.996608, -98.101919 29.996681, -98.101819 29.996713)",Lange Road,,,
15292630,residential,False,True,297.898,"LINESTRING (-98.102796 29.996579, -98.102834 29.996412, -98.10283 29.9963756, -98.102827 29.996348, -98.102788 29.996213, -98.102757 29.996054, -98.102704 29.995861, -98.102666 29.995682, -98.1026452 29.9955961, -98.102529 29.995117, -98.102498 29.994927, -98.1024924 29.9948767, -98.102483 29.994792, -98.102521 29.994559, -98.102544 29.994474, -98.102621 29.994274, -98.102711 29.993958)",Rockwood Drive,,,
15289555,residential,False,False,102.24800000000002,"LINESTRING (-98.101819 29.996713, -98.101628 29.9967232, -98.101356 29.9967582, -98.1010681 29.9968014, -98.1009111 29.9968241, -98.1007685 29.9968418)",Lange Road,,,
15289555,residential,False,True,95.482,"LINESTRING (-98.101819 29.996713, -98.101919 29.996681, -98.102567 29.996608, -98.102796 29.996579)",Lange Road,,,
15297387,residential,False,True,302.88100000000003,"LINESTRING (-98.101819 29.996713, -98.101743 29.996316, -98.101643 29.995903, -98.101613 29.995818, -98.101484 29.995283, -98.10143 29.995093, -98.101369 29.994903, -98.101323 29.99479, -98.101262 29.994619, -98.101217 29.994514, -98.101231 29.994352, -98.101254 29.994245, -98.1013 29.994133, -98.101315 29.994064)",Dobie Drive,,,
1061902251,tertiary,False,False,13.148,"LINESTRING (-98.1007685 29.9968418, -98.1007124 29.9969496)",River Road,,,
15289555,residential,False,True,102.24799999999999,"LINESTRING (-98.1007685 29.9968418, -98.1009111 29.9968241, -98.1010681 29.9968014, -98.101356 29.9967582, -98.101628 29.9967232, -98.101819 29.996713)",Lange Road,,,
"[15290760, 15285306]",residential,False,"[False, True]",199.16100000000003,"LINESTRING (-98.096654 29.994066, -98.096707 29.994116, -98.096829 29.99426, -98.097104 29.994569, -98.097478 29.994954, -98.097577 29.995024, -98.097646 29.995112, -98.097608 29.995172, -98.097501 29.995235, -98.097379 29.995322, -98.097333 29.99536, -98.0972975 29.9954137)","['Black Log Lane', 'Hinson Road']",,,
15292630,residential,False,False,297.89799999999997,"LINESTRING (-98.102711 29.993958, -98.102621 29.994274, -98.102544 29.994474, -98.102521 29.994559, -98.102483 29.994792, -98.1024924 29.9948767, -98.102498 29.994927, -98.102529 29.995117, -98.1026452 29.9955961, -98.102666 29.995682, -98.102704 29.995861, -98.102757 29.996054, -98.102788 29.996213, -98.102827 29.996348, -98.10283 29.9963756, -98.102834 29.996412, -98.102796 29.996579)",Rockwood Drive,,,
15299516,residential,False,True,136.13199999999998,"LINESTRING (-98.102711 29.993958, -98.102594 29.993935, -98.102383 29.993928, -98.102224 29.993946, -98.10188 29.993974, -98.101506 29.994013, -98.101315 29.994064)",Glenwood Drive,,,
15294080,residential,False,False,97.635,"LINESTRING (-98.1019763 29.9997956, -98.102767 29.999246)",Steves Lane,,,
1108002951,secondary,False,False,52.655,"LINESTRING (-98.1019763 29.9997956, -98.102368 30.000126)",Farm-to-Market Road 2325,RM 2325,35 mph,
1108002951,secondary,False,True,35.817,"LINESTRING (-98.1019763 29.9997956, -98.1016927 29.9995872)",Farm-to-Market Road 2325,RM 2325,35 mph,
15294080,residential,False,True,97.635,"LINESTRING (-98.102767 29.999246, -98.1019763 29.9997956)",Steves Lane,,,
15294578,residential,False,False,82.639,"LINESTRING (-98.0955824 29.994092, -98.0959212 29.9944769, -98.0961027 29.994683)",Oak Drive,,,
15297387,residential,False,False,302.88100000000003,"LINESTRING (-98.101315 29.994064, -98.1013 29.994133, -98.101254 29.994245, -98.101231 29.994352, -98.101217 29.994514, -98.101262 29.994619, -98.101323 29.99479, -98.101369 29.994903, -98.10143 29.995093, -98.101484 29.995283, -98.101613 29.995818, -98.101643 29.995903, -98.101743 29.996316, -98.101819 29.996713)",Dobie Drive,,,
15299516,residential,False,False,136.132,"LINESTRING (-98.101315 29.994064, -98.101506 29.994013, -98.10188 29.993974, -98.102224 29.993946, -98.102383 29.993928, -98.102594 29.993935, -98.102711 29.993958)",Glenwood Drive,,,
15298010,residential,False,False,125.041,"LINESTRING (-98.102789 30.000564, -98.102643 30.000659, -98.1023727 30.0007845, -98.102292 30.000822, -98.101995 30.000949, -98.101639 30.001079)",Emergency Lane,,,
1108002951,secondary,False,True,63.394,"LINESTRING (-98.102789 30.000564, -98.102643 30.0004, -98.102477 30.000235, -98.102368 30.000126)",Farm-to-Market Road 2325,RM 2325,35 mph,
1061902256,tertiary,True,False,25.994,"LINESTRING (-98.0991856 29.9975103, -98.0990542 29.9977145)",River Road,,,
1061902254,secondary_link,True,False,28.852,"LINESTRING (-98.0991856 29.9975103, -98.0990205 29.9975863, -98.098921 29.997632)",,,,
1108002951,secondary,False,False,35.817,"LINESTRING (-98.1016927 29.9995872, -98.1019763 29.9997956)",Farm-to-Market Road 2325,RM 2325,35 mph,
1108002950,secondary,False,False,70.271,"LINESTRING (-98.1016927 29.9995872, -98.1014802 29.9994351, -98.1012971 29.9993251, -98.1011072 29.9992109)",Farm-to-Market Road 2325,RM 2325,35 mph,
1108002951,secondary,False,True,34.932,"LINESTRING (-98.1016927 29.9995872, -98.1015263 29.9995546, -98.1013369 29.9995826)",Farm-to-Market Road 2325,RM 2325,35 mph,
1061902255,tertiary_link,False,False,18.239,"LINESTRING (-98.0993268 29.9976243, -98.0992194 29.9974892)",,,,
914575341,tertiary,True,False,155.472,"LINESTRING (-98.0993268 29.9976243, -98.0998616 29.9973898, -98.1006541 29.9970518, -98.1007124 29.9969496)",River Road,,,
1061902255,tertiary_link,False,True,18.239,"LINESTRING (-98.0992194 29.9974892, -98.0993268 29.9976243)",,,,
1061902256,tertiary,True,False,4.012,"LINESTRING (-98.0992194 29.9974892, -98.0991856 29.9975103)",River Road,,,
809042128,secondary,False,False,245.50400000000002,"LINESTRING (-98.1011072 29.9992109, -98.101064 29.999158, -98.1010257 29.999115, -98.100965 29.999047, -98.1006536 29.9988007, -98.1003863 29.9985892, -98.100324 29.99854, -98.100042 29.998334, -98.0999305 29.9982571, -98.0991715 29.9977871)",Ranch Road 12,RM 12,35 mph,
809042128,secondary,False,True,47.132999999999996,"LINESTRING (-98.1011072 29.9992109, -98.101224 29.999354, -98.1013369 29.9995826)",Ranch Road 12,RM 12,35 mph,
1108002950,secondary,False,True,70.271,"LINESTRING (-98.1011072 29.9992109, -98.1012971 29.9993251, -98.1014802 29.9994351, -98.1016927 29.9995872)",Farm-to-Market Road 2325,RM 2325,35 mph,
1061902251,tertiary,False,True,13.148,"LINESTRING (-98.1007124 29.9969496, -98.1007685 29.9968418)",River Road,,,
1061902256,tertiary,True,False,156.54899999999998,"LINESTRING (-98.1007124 29.9969496, -98.1006201 29.9969633, -98.0998256 29.9973122, -98.0994766 29.9973945, -98.0992194 29.9974892)",River Road,,,
809042128,secondary,False,True,15.77,"LINESTRING (-98.098921 29.997632, -98.0990542 29.9977145)",Ranch Road 12,RM 12,35 mph,
809042128,secondary,False,False,75.189,"LINESTRING (-98.098921 29.997632, -98.0988537 29.9975904, -98.0984751 29.997356, -98.0982858 29.9972388)",Ranch Road 12,RM 12,35 mph,
