osmid,highway,oneway,reversed,length,geometry,name,maxspeed,lanes
158522435,tertiary,False,False,170.548,"LINESTRING (-94.124997 36.1867576, -94.1249885 36.1874834, -94.1249876 36.187556, -94.1249808 36.1881298, -94.1249789 36.1882913)",Berry Street,,
12956866,residential,False,True,72.994,"LINESTRING (-94.1233173 36.1867271, -94.1241303 36.1867463)",East Center Avenue,,
"[12963523, 12968558]",residential,False,True,148.30700000000002,"LINESTRING (-94.1233173 36.1867271, -94.1233272 36.1864534, -94.1233421 36.1860415, -94.1241446 36.1860559)","['East Johnson Avenue', 'Laura Street']",,
12958795,residential,False,False,57.817,"LINESTRING (-94.1315858 36.1870728, -94.1322298 36.1870868)",West Center Avenue,,
12958795,residential,False,True,35.142,"LINESTRING (-94.1315858 36.1870728, -94.1311945 36.1870609)",West Center Avenue,,
"[12967744, 12957033]",residential,False,False,136.68200000000002,"LINESTRING (-94.1315858 36.1870728, -94.131551 36.187521, -94.13155 36.187762, -94.1322177 36.187746)","['Church Street', 'West Price Avenue']",,
12969825,residential,False,False,110.463,"LINESTRING (-94.1341645 36.1833549, -94.1341722 36.1823615)",South Shiloh Street,25 mph,
12969982,residential,False,True,81.837,"LINESTRING (-94.1341645 36.1833549, -94.1332528 36.1833419)",Grove Avenue,25 mph,
12969825,residential,False,True,103.84100000000001,"LINESTRING (-94.1341645 36.1833549, -94.1341545 36.1836956, -94.1341505 36.1838298, -94.1341475 36.1839312, -94.1341369 36.1842885)",South Shiloh Street,25 mph,
12958339,residential,False,False,157.952,"LINESTRING (-94.1290052 36.1850369, -94.1289791 36.1851324, -94.1288672 36.185446, -94.1288098 36.1855937, -94.1287239 36.1858151, -94.1285325 36.1863406, -94.1285465 36.1864014)",North Commercial Street,,
12964949,residential,False,False,98.054,"LINESTRING (-94.1290052 36.1850369, -94.1290194 36.1849549, -94.1290532 36.1846933, -94.1292587 36.1841836)",South Commercial Street,25 mph,
936287186,tertiary,False,False,90.807,"LINESTRING (-94.1290052 36.1850369, -94.1285645 36.1850224, -94.1285169 36.1850209, -94.12836 36.185017, -94.1281724 36.18501, -94.1279942 36.1850044)",East Emma Avenue,25 mph,
936287206,tertiary,False,True,89.458,"LINESTRING (-94.1290052 36.1850369, -94.1291185 36.1850391, -94.1298677 36.1850514, -94.1300016 36.1850573)",East Emma Avenue,25 mph,
12958339,residential,False,True,157.952,"LINESTRING (-94.1285465 36.1864014, -94.1285325 36.1863406, -94.1287239 36.1858151, -94.1288098 36.1855937, -94.1288672 36.185446, -94.1289791 36.1851324, -94.1290052 36.1850369)",North Commercial Street,,
12968560,residential,False,True,117.909,"LINESTRING (-94.1285465 36.1864014, -94.1290053 36.1864065, -94.1290447 36.1864069, -94.1292825 36.1864095, -94.1296002 36.1864133, -94.1298602 36.1864159)",East Johnson Avenue,25 mph,
936287205,residential,False,False,122.72999999999999,"LINESTRING (-94.1285465 36.1864014, -94.1285065 36.1870296, -94.1285087 36.1875043)",North Commercial Street,,
936287205,residential,False,True,122.72999999999999,"LINESTRING (-94.1285087 36.1875043, -94.1285065 36.1870296, -94.1285465 36.1864014)",North Commercial Street,,
12958795,residential,False,False,35.142,"LINESTRING (-94.1311945 36.1870609, -94.1315858 36.1870728)",West Center Avenue,,
12958795,residential,False,True,57.817,"LINESTRING (-94.1322298 36.1870868, -94.1315858 36.1870728)",West Center Avenue,,
12963029,residential,False,False,73.308,"LINESTRING (-94.1322298 36.1870868, -94.1322177 36.187746)",North Main Street,,
12963029,residential,False,True,76.824,"LINESTRING (-94.1322298 36.1870868, -94.1322442 36.186396)",North Main Street,,
12969908,residential,False,False,75.553,"LINESTRING (-94.1339664 36.1871091, -94.1339478 36.1877884)",North Shiloh Street,25 mph,
12969908,residential,False,True,74.431,"LINESTRING (-94.1339664 36.1871091, -94.133979 36.1864398)",North Shiloh Street,25 mph,
12960264,residential,False,True,105.832,"LINESTRING (-94.1236628 36.1828847, -94.1241332 36.1828944, -94.1245913 36.1829039, -94.1248416 36.1829091)",East Grove Avenue,25 mph,
12970192,residential,False,True,105.939,"LINESTRING (-94.1236628 36.1828847, -94.1236474 36.1833522, -94.1236315 36.1838371)",South Cleveland Street,25 mph,
12964104,residential,False,False,84.399,"LINESTRING (-94.1313198 36.1842679, -94.1322602 36.1842698)",West Meadow Avenue,25 mph,
936287208,tertiary,False,False,105.374,"LINESTRING (-94.1313198 36.1842679, -94.1313468 36.1833205)",Holcomb Street,30 mph,2
1003824599,tertiary,False,True,90.556,"LINESTRING (-94.1313198 36.1842679, -94.1313116 36.1843874, -94.1313035 36.1846536, -94.131303 36.1846695, -94.1312865 36.1850818)",Holcomb Street,30 mph,
"[1003824600, 12961687]",residential,False,False,186.38500000000002,"LINESTRING (-94.1313198 36.1842679, -94.130897 36.1842632, -94.1307273 36.184259, -94.1305269 36.1842541, -94.1302536 36.184248, -94.1294347 36.1842403, -94.1293466 36.1842232, -94.1292587 36.1841836)",East Meadow Avenue,25 mph,
12961687,residential,False,False,269.097,"LINESTRING (-94.1292587 36.1841836, -94.1289469 36.1840462, -94.128894 36.1840311, -94.1288497 36.1840188, -94.1288038 36.184006, -94.1287215 36.1839928, -94.1283809 36.1839746, -94.1275197 36.1839558, -94.1273821 36.1839533, -94.1272153 36.1839484, -94.1269391 36.1839381, -94.1263158 36.1839188)",East Meadow Avenue,25 mph,
"[1003824600, 12961687]",residential,False,True,186.385,"LINESTRING (-94.1292587 36.1841836, -94.1293466 36.1842232, -94.1294347 36.1842403, -94.1302536 36.184248, -94.1305269 36.1842541, -94.1307273 36.184259, -94.130897 36.1842632, -94.1313198 36.1842679)",East Meadow Avenue,25 mph,
12964949,residential,False,True,98.054,"LINESTRING (-94.1292587 36.1841836, -94.1290532 36.1846933, -94.1290194 36.1849549, -94.1290052 36.1850369)",South Commercial Street,25 mph,
12961687,residential,False,False,134.642,"LINESTRING (-94.1263158 36.1839188, -94.1248174 36.1838592)",East Meadow Avenue,25 mph,
12965256,residential,False,True,113.397,"LINESTRING (-94.1263158 36.1839188, -94.1262597 36.1849376)",South Water Street,25 mph,
12961687,residential,False,True,269.09700000000004,"LINESTRING (-94.1263158 36.1839188, -94.1269391 36.1839381, -94.1272153 36.1839484, -94.1273821 36.1839533, -94.1275197 36.1839558, -94.1283809 36.1839746, -94.1287215 36.1839928, -94.1288038 36.184006, -94.1288497 36.1840188, -94.128894 36.1840311, -94.1289469 36.1840462, -94.1292587 36.1841836)",East Meadow Avenue,25 mph,
12961687,residential,False,True,106.46100000000001,"LINESTRING (-94.1236315 36.1838371, -94.1242687 36.183849, -94.1248174 36.1838592)",East Meadow Avenue,25 mph,
12970192,residential,False,False,105.939,"LINESTRING (-94.1236315 36.1838371, -94.1236474 36.1833522, -94.1236628 36.1828847)",South Cleveland Street,25 mph,
936287203,residential,False,False,73.537,"LINESTRING (-94.1331598 36.1864252, -94.133979 36.1864398)",West Johnson Avenue,25 mph,
12961839,residential,False,True,144.824,"LINESTRING (-94.1331598 36.1864252, -94.133163 36.1862462, -94.1331661 36.186073, -94.133183 36.1851229)",North Blair Street,25 mph,
936287203,residential,False,True,82.274,"LINESTRING (-94.1331598 36.1864252, -94.1323187 36.1864046, -94.1322442 36.186396)",West Johnson Avenue,25 mph,
12962345,secondary,False,True,88.106,"LINESTRING (-94.1297793 36.1883552, -94.130761 36.188364)",East Huntsville Avenue,40 mph,
158522434,residential,False,False,162.943,"LINESTRING (-94.1297793 36.1883552, -94.1297382 36.1898202)",Spring Street,,
12962345,secondary,False,False,269.647,"LINESTRING (-94.1297793 36.1883552, -94.127316 36.188325, -94.1272632 36.188323, -94.1267751 36.1883151)",East Huntsville Avenue,40 mph,
158522434,residential,False,True,122.57000000000001,"LINESTRING (-94.1297793 36.1883552, -94.1297843 36.188219, -94.1298109 36.1874881, -94.1298262 36.1872536)",Spring Street,,
12962345,secondary,False,False,104.04,"LINESTRING (-94.1249789 36.1882913, -94.1238199 36.1882699)",East Huntsville Avenue,40 mph,
12962345,secondary,False,True,161.219,"LINESTRING (-94.1249789 36.1882913, -94.1267751 36.1883151)",East Huntsville Avenue,40 mph,
158522435,tertiary,False,False,336.22399999999993,"LINESTRING (-94.1249789 36.1882913, -94.1249416 36.1891857, -94.1248403 36.1894585, -94.1248153 36.1895258, -94.1245167 36.1901644, -94.1240392 36.1911853)",Berry Street,,
158522435,tertiary,False,True,170.548,"LINESTRING (-94.1249789 36.1882913, -94.1249808 36.1881298, -94.1249876 36.187556, -94.1249885 36.1874834, -94.124997 36.1867576)",Berry Street,,
12962345,secondary,False,True,104.04,"LINESTRING (-94.1238199 36.1882699, -94.1249789 36.1882913)",East Huntsville Avenue,40 mph,
12969741,residential,False,False,338.038,"LINESTRING (-94.1238199 36.1882699, -94.1237449 36.1909533, -94.1237783 36.1910501, -94.1238532 36.1911182, -94.1240392 36.1911853)",North Jefferson Street,,
936287202,tertiary,False,False,86.744,"LINESTRING (-94.1312865 36.1850818, -94.1322528 36.185099)",West Emma Avenue,25 mph,
"[936287206, 936287207]",tertiary,False,"[False, True]",115.349,"LINESTRING (-94.1312865 36.1850818, -94.1308543 36.1850711, -94.1308238 36.1850706, -94.1303692 36.185063, -94.1302947 36.1850618, -94.1302625 36.1850613, -94.1300016 36.1850573)","['East Emma Avenue', 'West Emma Avenue']",25 mph,2
1003824599,tertiary,False,False,90.55599999999998,"LINESTRING (-94.1312865 36.1850818, -94.131303 36.1846695, -94.1313035 36.1846536, -94.1313116 36.1843874, -94.1313198 36.1842679)",Holcomb Street,30 mph,
12969982,residential,False,False,83.676,"LINESTRING (-94.1313468 36.1833205, -94.1322789 36.1833373)",Grove Avenue,25 mph,
936287208,tertiary,False,False,111.835,"LINESTRING (-94.1313468 36.1833205, -94.1313602 36.1823148)",Holcomb Street,30 mph,2
936287208,tertiary,False,True,105.374,"LINESTRING (-94.1313468 36.1833205, -94.1313198 36.1842679)",Holcomb Street,30 mph,2
12965904,residential,False,False,85.197,"LINESTRING (-94.1313602 36.1823148, -94.1323092 36.1823331)",West Allen Avenue,25 mph,
936287208,tertiary,False,True,111.835,"LINESTRING (-94.1313602 36.1823148, -94.1313468 36.1833205)",Holcomb Street,30 mph,2
936287202,tertiary,False,True,86.744,"LINESTRING (-94.1322528 36.185099, -94.1312865 36.1850818)",West Emma Avenue,25 mph,
12963029,residential,False,False,144.3,"LINESTRING (-94.1322528 36.185099, -94.1322658 36.1851908, -94.1322554 36.1857735, -94.1322442 36.186396)",North Main Street,,
12970118,residential,False,False,92.269,"LINESTRING (-94.1322528 36.185099, -94.1322409 36.1849903, -94.1322485 36.1846711, -94.1322602 36.1842698)",South Main Street,25 mph,
936287202,tertiary,False,False,83.55600000000001,"LINESTRING (-94.1322528 36.185099, -94.1331013 36.185115, -94.133183 36.1851229)",West Emma Avenue,25 mph,
12963029,residential,False,False,76.824,"LINESTRING (-94.1322442 36.186396, -94.1322298 36.1870868)",North Main Street,,
12963029,residential,False,True,144.3,"LINESTRING (-94.1322442 36.186396, -94.1322554 36.1857735, -94.1322658 36.1851908, -94.1322528 36.185099)",North Main Street,,
936287203,residential,False,False,82.274,"LINESTRING (-94.1322442 36.186396, -94.1323187 36.1864046, -94.1331598 36.1864252)",West Johnson Avenue,25 mph,
"[12968560, 936287203]",residential,False,"[False, True]",157.859,"LINESTRING (-94.1322442 36.186396, -94.132169 36.1863873, -94.1312818 36.186366, -94.1311784 36.186364, -94.1308498 36.1863578, -94.1308222 36.1863573, -94.1306071 36.1863691, -94.1304873 36.1863756)","['East Johnson Avenue', 'West Johnson Avenue']",25 mph,
12963029,residential,False,False,71.279,"LINESTRING (-94.1322177 36.187746, -94.1321964 36.1883868)",North Main Street,,
12963029,residential,False,True,73.308,"LINESTRING (-94.1322177 36.187746, -94.1322298 36.1870868)",North Main Street,,
12967744,residential,False,False,155.337,"LINESTRING (-94.1322177 36.187746, -94.1331433 36.1877687, -94.1339478 36.1877884)",West Price Avenue,,
"[12967744, 12957033]",residential,False,True,136.68200000000002,"LINESTRING (-94.1322177 36.187746, -94.13155 36.187762, -94.131551 36.187521, -94.1315858 36.1870728)","['Church Street', 'West Price Avenue']",,
12963029,residential,False,True,71.279,"LINESTRING (-94.1321964 36.1883868, -94.1322177 36.187746)",North Main Street,,
12963029,residential,False,False,93.661,"LINESTRING (-94.1321964 36.1883868, -94.1321903 36.1884901, -94.1321838 36.188805, -94.1321751 36.1892289)",North Main Street,,
936287200,secondary,False,False,128.84400000000002,"LINESTRING (-94.1321964 36.1883868, -94.1318248 36.1883805, -94.1308873 36.1883646, -94.130761 36.188364)",West Huntsville Avenue,40 mph,
936287200,secondary,False,True,156.415,"LINESTRING (-94.1321964 36.1883868, -94.1338117 36.1884004, -94.1339392 36.1884028)",West Huntsville Avenue,40 mph,
12963029,residential,False,True,93.661,"LINESTRING (-94.1321751 36.1892289, -94.1321838 36.188805, -94.1321903 36.1884901, -94.1321964 36.1883868)",North Main Street,,
12969908,residential,False,False,74.431,"LINESTRING (-94.133979 36.1864398, -94.1339664 36.1871091)",North Shiloh Street,25 mph,
936287203,residential,False,True,73.537,"LINESTRING (-94.133979 36.1864398, -94.1331598 36.1864252)",West Johnson Avenue,25 mph,
936287204,residential,False,True,143.883,"LINESTRING (-94.133979 36.1864398, -94.1339834 36.1862646, -94.1339858 36.1860888, -94.1340211 36.1851463)",North Shiloh Street,25 mph,
12963161,tertiary,False,True,7.181,"LINESTRING (-94.1341011 36.1851475, -94.1340211 36.1851463)",West Emma Avenue,25 mph,2
12969825,residential,False,False,95.571,"LINESTRING (-94.1341011 36.1851475, -94.1341369 36.1842885)",South Shiloh Street,25 mph,
12964104,residential,False,False,87.499,"LINESTRING (-94.1322602 36.1842698, -94.1332351 36.1842771)",West Meadow Avenue,25 mph,
12964104,residential,False,True,84.399,"LINESTRING (-94.1322602 36.1842698, -94.1313198 36.1842679)",West Meadow Avenue,25 mph,
12970118,residential,False,False,103.703,"LINESTRING (-94.1322602 36.1842698, -94.1322648 36.1839807, -94.1322789 36.1833373)",South Main Street,25 mph,
12970118,residential,False,True,92.26899999999999,"LINESTRING (-94.1322602 36.1842698, -94.1322485 36.1846711, -94.1322409 36.1849903, -94.1322528 36.185099)",South Main Street,25 mph,
12964104,residential,False,True,80.945,"LINESTRING (-94.1341369 36.1842885, -94.1332351 36.1842771)",West Meadow Avenue,25 mph,
12969825,residential,False,True,95.571,"LINESTRING (-94.1341369 36.1842885, -94.1341011 36.1851475)",South Shiloh Street,25 mph,
12969825,residential,False,False,103.84100000000001,"LINESTRING (-94.1341369 36.1842885, -94.1341475 36.1839312, -94.1341505 36.1838298, -94.1341545 36.1836956, -94.1341645 36.1833549)",South Shiloh Street,25 mph,
12967269,residential,True,False,150.12199999999999,"LINESTRING (-94.1300016 36.1850573, -94.1299868 36.1854637, -94.1299748 36.1858478, -94.1299659 36.1861336, -94.1299573 36.1864069)",Spring Street,,
936287206,tertiary,False,False,89.458,"LINESTRING (-94.1300016 36.1850573, -94.1298677 36.1850514, -94.1291185 36.1850391, -94.1290052 36.1850369)",East Emma Avenue,25 mph,
"[936287206, 936287207]",tertiary,False,"[False, True]",115.349,"LINESTRING (-94.1300016 36.1850573, -94.1302625 36.1850613, -94.1302947 36.1850618, -94.1303692 36.185063, -94.1308238 36.1850706, -94.1308543 36.1850711, -94.1312865 36.1850818)","['East Emma Avenue', 'West Emma Avenue']",25 mph,2
12966837,unclassified,False,False,60.454,"LINESTRING (-94.127151 36.1849691, -94.12712 36.1855122)",Graham Street,,
936287186,tertiary,False,False,80.068,"LINESTRING (-94.127151 36.1849691, -94.1262597 36.1849376)",East Emma Avenue,25 mph,
936287186,tertiary,False,True,75.777,"LINESTRING (-94.127151 36.1849691, -94.1274778 36.1849828, -94.1279942 36.1850044)",East Emma Avenue,25 mph,
12965256,residential,False,False,113.397,"LINESTRING (-94.1262597 36.1849376, -94.1263158 36.1839188)",South Water Street,25 mph,
936287186,tertiary,False,True,80.068,"LINESTRING (-94.1262597 36.1849376, -94.127151 36.1849691)",East Emma Avenue,25 mph,
12970613,unclassified,False,False,130.767,"LINESTRING (-94.1262597 36.1849376, -94.126249 36.1860444, -94.1262281 36.1861115)",North Water Street,,
936287186,tertiary,False,False,109.38300000000001,"LINESTRING (-94.1262597 36.1849376, -94.1256428 36.1849049, -94.1250436 36.1848722)",East Emma Avenue,25 mph,
936287186,tertiary,False,False,23.329,"LINESTRING (-94.1250436 36.1848722, -94.1247842 36.1848587)",East Emma Avenue,25 mph,
158522435,tertiary,False,False,133.803,"LINESTRING (-94.1250436 36.1848722, -94.1250356 36.1852064, -94.1250225 36.1857568, -94.1250149 36.1860753)",Berry Street,,
