osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,ref
10147830,South Loumis Parkway,tertiary,False,False,93.533,"LINESTRING (-111.9348785 40.4926294, -111.9347668 40.4926757, -111.9346638 40.492719, -111.9345054 40.4928093, -111.9344573 40.4928498, -111.9343457 40.4929438, -111.93421 40.4931229, -111.9341388 40.493226)",2,,,
611481700,West Copper John Way,residential,False,False,111.768,"LINESTRING (-111.9348785 40.4926294, -111.9348133 40.4924496, -111.9347005 40.4923184, -111.9344119 40.4921039, -111.9340503 40.4918794)",,,,
791174201,South Loumis Parkway,tertiary,False,True,309.148,"LINESTRING (-111.9348785 40.4926294, -111.9351165 40.4925875, -111.9354086 40.4925708, -111.9355924 40.4925457, -111.9358715 40.4924511, -111.9359512 40.4924204, -111.9362565 40.4922796, -111.9365826 40.4921556, -111.9368673 40.4920294, -111.9370992 40.4919268, -111.9371516 40.491899, -111.9375233 40.4917024, -111.9379575 40.4914658, -111.9380991 40.4913989)",2,,25 mph,
10140392,Moyle Circle,residential,False,False,49.691,"LINESTRING (-111.9407403 40.4879805, -111.9403884 40.4878907, -111.9401765 40.4879241)",,,,
1095806054,South Camp Williams Road,primary,False,False,87.935,"LINESTRING (-111.9407403 40.4879805, -111.9404729 40.4886003, -111.9404161 40.4887319)",4,,45 mph,UT 68
1095806054,South Camp Williams Road,primary,False,True,227.213,"LINESTRING (-111.9407403 40.4879805, -111.9408986 40.4876342, -111.9411515 40.4870809, -111.9413143 40.4867248, -111.941622 40.4860503)",4,,45 mph,UT 68
10140392,Moyle Circle,residential,False,True,49.691,"LINESTRING (-111.9401765 40.4879241, -111.9403884 40.4878907, -111.9407403 40.4879805)",,,,
"[801434576, 791991923, 32938526]","['South Camp Williams Road', 'South Redwood Road', 'Redwood Road']",primary,False,False,212.46499999999997,"LINESTRING (-111.939211 40.4914365, -111.9390048 40.4919354, -111.9389016 40.4922822, -111.9388696 40.4925028, -111.9388271 40.4927956, -111.9387908 40.4930461, -111.9387809 40.4931143, -111.9387679 40.4933091)",4,,45 mph,UT 68
"[801434578, 801434580]",South Camp Williams Road,primary,True,False,215.79999999999998,"LINESTRING (-111.939211 40.4914365, -111.9393251 40.4913298, -111.9394492 40.4910174, -111.9395333 40.49084, -111.9398502 40.4901571, -111.9399341 40.4899763, -111.940025 40.489748, -111.9400764 40.48962)","['4', '2']",,45 mph,UT 68
10148601,West 14165 South,residential,False,False,144.233,"LINESTRING (-111.9387388 40.4938764, -111.9370336 40.493846)",,,,
32938526,South Redwood Road,primary,False,True,63.129,"LINESTRING (-111.9387388 40.4938764, -111.9387679 40.4933091)",4,,45 mph,UT 68
10142154,South 1630 West,residential,False,False,99.82,"LINESTRING (-111.937058 40.4863147, -111.9370148 40.4854176)",,,,
"[483120092, 425613622, 425613623]",West 14600 South,tertiary,False,False,239.384,"LINESTRING (-111.937058 40.4863147, -111.9364323 40.4863449, -111.9363062 40.486351, -111.9362602 40.4863532, -111.9358164 40.4863821, -111.9343937 40.4864748, -111.9342361 40.4864815)",2,yes,,
425613623,West 14600 South,tertiary,False,True,165.915,"LINESTRING (-111.937058 40.4863147, -111.9376103 40.4863092, -111.938338 40.4863024, -111.9386885 40.4863028, -111.9387797 40.4863074, -111.938854 40.4863088, -111.9390178 40.4862907)",2,,,
155509465,14200 South,residential,False,False,75.452,"LINESTRING (-111.9419479 40.4932973, -111.9423983 40.4933084, -111.9428397 40.4933193)",,,,
155509465,14200 South,residential,False,True,268.963,"LINESTRING (-111.9419479 40.4932973, -111.9413584 40.493293, -111.9398906 40.4932822, -111.9387679 40.4933091)",,,,
155509465,14200 South,residential,False,True,75.452,"LINESTRING (-111.9428397 40.4933193, -111.9423983 40.4933084, -111.9419479 40.4932973)",,,,
638948765,14400 South,secondary,False,True,9.808,"LINESTRING (-111.9446454 40.4896085, -111.9447613 40.4896052)",,,35 mph,
155509469,Frost Court,residential,False,True,248.86800000000002,"LINESTRING (-111.9446454 40.4896085, -111.9446546 40.4886899, -111.9446237 40.4885491, -111.9445119 40.4884523, -111.9433728 40.4879437, -111.9433239 40.4879215)",,,,
"[638948765, 1024037382]",14400 South,secondary,False,False,386.39,"LINESTRING (-111.9446454 40.4896085, -111.9433996 40.4896116, -111.9433342 40.4896119, -111.9431745 40.4896126, -111.9429933 40.4896135, -111.9421884 40.4896173, -111.9410226 40.4896227, -111.9406461 40.4896216, -111.940286 40.4896206, -111.9400764 40.48962)",2,,35 mph,
32938526,South Redwood Road,primary,False,False,63.129,"LINESTRING (-111.9387679 40.4933091, -111.9387388 40.4938764)",4,,45 mph,UT 68
"[801434576, 791991923, 32938526]","['South Camp Williams Road', 'South Redwood Road', 'Redwood Road']",primary,False,True,212.465,"LINESTRING (-111.9387679 40.4933091, -111.9387809 40.4931143, -111.9387908 40.4930461, -111.9388271 40.4927956, -111.9388696 40.4925028, -111.9389016 40.4922822, -111.9390048 40.4919354, -111.939211 40.4914365)",4,,45 mph,UT 68
155509465,14200 South,residential,False,False,268.96299999999997,"LINESTRING (-111.9387679 40.4933091, -111.9398906 40.4932822, -111.9413584 40.493293, -111.9419479 40.4932973)",,,,
155509469,Frost Court,residential,False,False,248.868,"LINESTRING (-111.9433239 40.4879215, -111.9433728 40.4879437, -111.9445119 40.4884523, -111.9446237 40.4885491, -111.9446546 40.4886899, -111.9446454 40.4896085)",,,,
611481700,West Copper John Way,residential,False,True,111.768,"LINESTRING (-111.9340503 40.4918794, -111.9344119 40.4921039, -111.9347005 40.4923184, -111.9348133 40.4924496, -111.9348785 40.4926294)",,,,
10147830,South Loumis Parkway,tertiary,False,True,93.53299999999999,"LINESTRING (-111.9341388 40.493226, -111.93421 40.4931229, -111.9343457 40.4929438, -111.9344573 40.4928498, -111.9345054 40.4928093, -111.9346638 40.492719, -111.9347668 40.4926757, -111.9348785 40.4926294)",2,,,
39221615,South 1690 West,tertiary,False,False,386.76,"LINESTRING (-111.9390178 40.4862907, -111.9390821 40.4868031, -111.9390943 40.4868963, -111.9391018 40.4870981, -111.9391178 40.4875251, -111.9391186 40.4876403, -111.9391125 40.4877439, -111.9390799 40.4878806, -111.9390389 40.4880269, -111.9390207 40.4881904, -111.9390283 40.4884273, -111.9390534 40.4892133, -111.9390671 40.4894698, -111.9391023 40.4895378, -111.9391284 40.4895883, -111.9391719 40.4896347, -111.9392521 40.4897202)",,,,
425613623,West 14600 South,tertiary,False,False,165.91500000000002,"LINESTRING (-111.9390178 40.4862907, -111.938854 40.4863088, -111.9387797 40.4863074, -111.9386885 40.4863028, -111.938338 40.4863024, -111.9376103 40.4863092, -111.937058 40.4863147)",2,,,
889099938,14600 South,tertiary,False,True,160.833,"LINESTRING (-111.9390178 40.4862907, -111.9396402 40.4862605, -111.9398984 40.4862272, -111.9403523 40.486056, -111.9407187 40.4859358, -111.9408238 40.4859098)",,,,
669208335,West Preserve Court,residential,False,True,170.933,"LINESTRING (-111.9352981 40.4892144, -111.9356619 40.4892005, -111.9360736 40.4891903, -111.9367495 40.4892097, -111.9373178 40.4891934)",,,,
791174203,West Preserve Court,residential,True,False,49.088,"LINESTRING (-111.9352981 40.4892144, -111.935291 40.4891923, -111.9352752 40.4891731, -111.9352521 40.4891587, -111.9352243 40.4891506, -111.9351945 40.4891497, -111.9351658 40.489156, -111.9351413 40.4891688, -111.9351234 40.489187, -111.9351139 40.4892085, -111.9351142 40.4892322, -111.9351248 40.4892545, -111.9351445 40.4892729, -111.9351711 40.4892853, -111.9352016 40.4892903, -111.9352326 40.4892873, -111.9352605 40.4892766, -111.9352822 40.4892596, -111.9352952 40.489238, -111.9352981 40.4892144)",,,,
669208335,West Preserve Court,residential,False,False,170.93300000000002,"LINESTRING (-111.9373178 40.4891934, -111.9367495 40.4892097, -111.9360736 40.4891903, -111.9356619 40.4892005, -111.9352981 40.4892144)",,,,
"[791174202, 791174205]","['West Widgeon Lane', 'South Canvasback Lane']",residential,False,"[False, True]",229.60600000000002,"LINESTRING (-111.9373178 40.4891934, -111.9373396 40.4893025, -111.9374093 40.4895452, -111.9374067 40.4896921, -111.9373423 40.4898308, -111.9368944 40.4903979, -111.9368803 40.4904631, -111.93756 40.4909118)",,,,
791174202,South Canvasback Lane,residential,False,True,32.749,"LINESTRING (-111.9373178 40.4891934, -111.9373074 40.4891413, -111.9372976 40.4888996)",,,,
669208336,South Canvasback Lane,residential,True,False,50.75200000000002,"LINESTRING (-111.9372976 40.4888996, -111.9373289 40.4888953, -111.9373567 40.4888833, -111.9373778 40.4888651, -111.9373898 40.4888427, -111.9373916 40.4888185, -111.9373828 40.4887952, -111.9373644 40.4887754, -111.9373386 40.4887612, -111.937308 40.4887542, -111.9372762 40.4887553, -111.9372471 40.488764, -111.9372232 40.4887793, -111.9372071 40.4887997, -111.9372004 40.4888229, -111.9372039 40.4888466, -111.9372172 40.4888681, -111.9372389 40.4888852, -111.9372667 40.4888961, -111.9372976 40.4888996)",,,,
791174202,South Canvasback Lane,residential,False,False,32.749,"LINESTRING (-111.9372976 40.4888996, -111.9373074 40.4891413, -111.9373178 40.4891934)",,,,
669208338,West Widgeon Lane,residential,False,True,34.987,"LINESTRING (-111.9378853 40.4911323, -111.9380048 40.4912444, -111.9380991 40.4913989)",,,,
791174204,West Widgeon Lane,residential,True,False,40.262,"LINESTRING (-111.9378853 40.4911323, -111.9378392 40.4910226, -111.9376658 40.4909221, -111.93756 40.4909118)",,,,
669208338,West Widgeon Lane,residential,False,False,34.987,"LINESTRING (-111.9380991 40.4913989, -111.9380048 40.4912444, -111.9378853 40.4911323)",,,,
791174201,South Loumis Parkway,tertiary,False,False,309.148,"LINESTRING (-111.9380991 40.4913989, -111.9379575 40.4914658, -111.9375233 40.4917024, -111.9371516 40.491899, -111.9370992 40.4919268, -111.9368673 40.4920294, -111.9365826 40.4921556, -111.9362565 40.4922796, -111.9359512 40.4924204, -111.9358715 40.4924511, -111.9355924 40.4925457, -111.9354086 40.4925708, -111.9351165 40.4925875, -111.9348785 40.4926294)",2,,25 mph,
"[791174201, 39221617, 801944205]","['South 1690 West', 'South Loumis Parkway']",tertiary,False,True,229.22299999999996,"LINESTRING (-111.9380991 40.4913989, -111.9382227 40.4913715, -111.9384224 40.4913056, -111.9386386 40.4911963, -111.9388136 40.4910315, -111.9389181 40.4909026, -111.9389517 40.4908252, -111.938981 40.4905856, -111.9389848 40.4905471, -111.9390163 40.4902353, -111.9390533 40.4899705, -111.9391407 40.4898138, -111.9391798 40.4897688, -111.9392521 40.4897202)",2,,25 mph,
669208340,Heritage View Cove,residential,False,True,125.556,"LINESTRING (-111.9446526 40.4907202, -111.9447137 40.4906259, -111.9447304 40.4906009, -111.9447345 40.4904948, -111.9447613 40.4896052)",2,,,
638948765,14400 South,secondary,False,False,9.808,"LINESTRING (-111.9447613 40.4896052, -111.9446454 40.4896085)",,,35 mph,
669208340,Heritage View Cove,residential,False,False,125.55599999999998,"LINESTRING (-111.9447613 40.4896052, -111.9447345 40.4904948, -111.9447304 40.4906009, -111.9447137 40.4906259, -111.9446526 40.4907202)",2,,,
10148601,West 14165 South,residential,False,True,144.233,"LINESTRING (-111.9370336 40.493846, -111.9387388 40.4938764)",,,,
791174204,West Widgeon Lane,residential,True,False,40.995999999999995,"LINESTRING (-111.93756 40.4909118, -111.9375709 40.4910021, -111.9377061 40.4910901, -111.9378853 40.4911323)",,,,
"[791174202, 791174205]","['West Widgeon Lane', 'South Canvasback Lane']",residential,False,"[False, True]",229.606,"LINESTRING (-111.93756 40.4909118, -111.9368803 40.4904631, -111.9368944 40.4903979, -111.9373423 40.4898308, -111.9374067 40.4896921, -111.9374093 40.4895452, -111.9373396 40.4893025, -111.9373178 40.4891934)",,,,
801434577,South Camp Williams Road,primary,True,False,109.72,"LINESTRING (-111.9404161 40.4887319, -111.9403333 40.4887856, -111.9401068 40.4892207, -111.939958 40.4895063, -111.9398992 40.4896271)",4,,45 mph,UT 68
1095806054,South Camp Williams Road,primary,False,True,87.935,"LINESTRING (-111.9404161 40.4887319, -111.9404729 40.4886003, -111.9407403 40.4879805)",4,,45 mph,UT 68
1024037382,14400 South,secondary,False,False,15.006,"LINESTRING (-111.9400764 40.48962, -111.9398992 40.4896271)",2,,35 mph,
801434579,South Camp Williams Road,primary,True,False,103.78200000000001,"LINESTRING (-111.9400764 40.48962, -111.9402696 40.489199, -111.9402969 40.4891346, -111.9404323 40.4888145, -111.9404161 40.4887319)",2,,45 mph,UT 68
"[638948765, 1024037382]",14400 South,secondary,False,True,386.39,"LINESTRING (-111.9400764 40.48962, -111.940286 40.4896206, -111.9406461 40.4896216, -111.9410226 40.4896227, -111.9421884 40.4896173, -111.9429933 40.4896135, -111.9431745 40.4896126, -111.9433342 40.4896119, -111.9433996 40.4896116, -111.9446454 40.4896085)",2,,35 mph,
889099938,14600 South,tertiary,False,False,70.452,"LINESTRING (-111.941622 40.4860503, -111.9413307 40.48595, -111.941046 40.4859043, -111.9408238 40.4859098)",,,,
1095806054,South Camp Williams Road,primary,False,False,227.213,"LINESTRING (-111.941622 40.4860503, -111.9413143 40.4867248, -111.9411515 40.4870809, -111.9408986 40.4876342, -111.9407403 40.4879805)",4,,45 mph,UT 68
889099938,14600 South,tertiary,False,False,160.833,"LINESTRING (-111.9408238 40.4859098, -111.9407187 40.4859358, -111.9403523 40.486056, -111.9398984 40.4862272, -111.9396402 40.4862605, -111.9390178 40.4862907)",,,,
889099938,14600 South,tertiary,False,True,70.452,"LINESTRING (-111.9408238 40.4859098, -111.941046 40.4859043, -111.9413307 40.48595, -111.941622 40.4860503)",,,,
