osmid,oneway,lanes,highway,reversed,length,geometry,name,ref
423696601,True,3,secondary,False,49.608000000000004,"LINESTRING (-95.693988 29.971785, -95.694118 29.971877, -95.694388 29.972066)",Northwest Freeway Frontage Road,
559699557,True,2,primary,False,95.106,"LINESTRING (-95.693988 29.971785, -95.6947595 29.9715878, -95.694935 29.971543)",Spring Cypress Road,
15392032,False,,unclassified,False,157.477,"LINESTRING (-95.7002524 29.9709985, -95.7001706 29.9711185, -95.7001363 29.9713274, -95.7001318 29.9713615, -95.7001248 29.9714141, -95.7001176 29.9715902, -95.7001166 29.9716338, -95.700116 29.9716579, -95.7001027 29.9722341, -95.7001951 29.9722829, -95.7002469 29.9723294)",Old Cypress Rosehill Road,
15432421,False,5,tertiary,True,323.43899999999996,"LINESTRING (-95.7002524 29.9709985, -95.6997977 29.9706835, -95.6992827 29.9703268, -95.698847 29.970025, -95.6981931 29.9695707, -95.6976314 29.9691804)",Hempstead Highway,US 290 Business
760893347,False,5,tertiary,False,84.105,"LINESTRING (-95.7002524 29.9709985, -95.7008674 29.971421, -95.7009365 29.9714685)",Hempstead Highway,US 290 Business
15432421,False,5,tertiary,True,18.088,"LINESTRING (-95.6976314 29.9691804, -95.6974833 29.9690804)",Hempstead Highway,US 290 Business
15432421,False,5,tertiary,False,323.43899999999996,"LINESTRING (-95.6976314 29.9691804, -95.6981931 29.9695707, -95.698847 29.970025, -95.6992827 29.9703268, -95.6997977 29.9706835, -95.7002524 29.9709985)",Hempstead Highway,US 290 Business
1138066885,False,,tertiary_link,True,16.632,"LINESTRING (-95.6962572 29.9712297, -95.6962033 29.9710876)",,
"[422781466, 422781436]",True,"['3', '2']",tertiary,False,125.73499999999999,"LINESTRING (-95.6962572 29.9712297, -95.6964308 29.9711672, -95.69658 29.9710903, -95.6966598 29.9710404, -95.6967617 29.9709721, -95.6968727 29.9708865, -95.6969231 29.9708425, -95.6969609 29.9708095, -95.6970065 29.9707624, -95.6970601 29.970707, -95.6971363 29.9705962, -95.6972012 29.9704894)",Spring Cypress Road,
760893348,False,5,tertiary,False,18.509,"LINESTRING (-95.7009365 29.9714685, -95.7010802 29.971579)",Hempstead Highway,US 290 Business
"[422781413, 422781414]",True,"['3', '2']",secondary,False,116.526,"LINESTRING (-95.7009365 29.9714685, -95.700679 29.9717853, -95.7004012 29.9721271, -95.7002469 29.9723294)",Fry Road,
760893347,False,5,tertiary,True,84.105,"LINESTRING (-95.7009365 29.9714685, -95.7008674 29.971421, -95.7002524 29.9709985)",Hempstead Highway,US 290 Business
1010766390,False,,secondary_link,False,20.901,"LINESTRING (-95.7002469 29.9723294, -95.7003489 29.9724953)",,
15392032,False,,unclassified,True,157.477,"LINESTRING (-95.7002469 29.9723294, -95.7001951 29.9722829, -95.7001027 29.9722341, -95.700116 29.9716579, -95.7001166 29.9716338, -95.7001176 29.9715902, -95.7001248 29.9714141, -95.7001318 29.9713615, -95.7001363 29.9713274, -95.7001706 29.9711185, -95.7002524 29.9709985)",Old Cypress Rosehill Road,
"[157025096, 1068748526]",True,"['3', '2']",secondary,False,114.10499999999999,"LINESTRING (-95.7002469 29.9723294, -95.7000886 29.9725692, -95.7000616 29.9726101, -95.6999705 29.972812, -95.6998794 29.9730138, -95.6998328 29.9731673, -95.6998246 29.9731943, -95.6998003 29.9732743)",Fry Road,
423696608,True,3,secondary,False,39.248000000000005,"LINESTRING (-95.6998003 29.9732743, -95.6997053 29.9732576, -95.699401 29.973204)",Northwest Freeway Frontage Road,
760893348,False,5,tertiary,True,18.509,"LINESTRING (-95.7010802 29.971579, -95.7009365 29.9714685)",Hempstead Highway,US 290 Business
422781432,True,2,secondary,False,185.745,"LINESTRING (-95.7010802 29.971579, -95.7013065 29.9713486, -95.7016643 29.9709429, -95.7017168 29.970875, -95.7018895 29.9706513, -95.7020467 29.9704055, -95.7021527 29.9701995)",Fry Road,
1010766390,False,,secondary_link,True,20.901,"LINESTRING (-95.7003489 29.9724953, -95.7002469 29.9723294)",,
"[1067094881, 422781418]",True,"['3', '2']",secondary,False,123.95199999999998,"LINESTRING (-95.7003489 29.9724953, -95.7005438 29.9722192, -95.7008352 29.9718642, -95.7010051 29.9716664, -95.7010802 29.971579)",Fry Road,
1031655968,True,,secondary,False,15.707,"LINESTRING (-95.693859 29.9716986, -95.693988 29.971785)",Northwest Freeway Frontage Road,
1035058030,True,2,secondary,False,52.626,"LINESTRING (-95.6947811 29.971437, -95.694365 29.9711303)",Northwest Freeway Frontage Road,
1031655967,True,2,primary,False,93.463,"LINESTRING (-95.6947811 29.971437, -95.6940332 29.9716492, -95.693859 29.9716986)",Spring Cypress Road,
1138066885,False,,tertiary_link,False,16.632,"LINESTRING (-95.6962033 29.9710876, -95.6962572 29.9712297)",,
559699558,True,2,tertiary,False,142.39999999999998,"LINESTRING (-95.6962033 29.9710876, -95.6957974 29.9711912, -95.6949473 29.9713968, -95.6947811 29.971437)",Spring Cypress Road,
15432421,False,5,tertiary,False,18.088,"LINESTRING (-95.6974833 29.9690804, -95.6976314 29.9691804)",Hempstead Highway,US 290 Business
422781437,True,2,tertiary,False,154.432,"LINESTRING (-95.6974833 29.9690804, -95.6973638 29.9694242, -95.6972127 29.9699307, -95.6971681 29.9701471, -95.697116 29.9703048, -95.6970688 29.9703841, -95.6970507 29.9704138)",Spring Cypress Road,
422781485,False,,secondary_link,True,19.645,"LINESTRING (-95.7019768 29.9701101, -95.7021527 29.9701995)",,
"[422781433, 1076270922, 422781426]",True,"['4', '3', '2']",secondary,False,182.345,"LINESTRING (-95.7019768 29.9701101, -95.7017099 29.9706106, -95.7016596 29.9706671, -95.701333 29.9710343, -95.7012701 29.9711032, -95.7011317 29.9712548, -95.7010256 29.971371, -95.7009365 29.9714685)",Fry Road,
422781485,False,,secondary_link,False,19.645,"LINESTRING (-95.7021527 29.9701995, -95.7019768 29.9701101)",,
422781482,False,,tertiary_link,True,16.758,"LINESTRING (-95.6970507 29.9704138, -95.6972012 29.9704894)",,
"[422781468, 422781437]",True,"['3', '2']",tertiary,False,113.54800000000002,"LINESTRING (-95.6970507 29.9704138, -95.6969846 29.9705225, -95.6969179 29.9706195, -95.6968323 29.9707079, -95.6967531 29.9707772, -95.6966506 29.9708562, -95.6965558 29.9709198, -95.6965112 29.9709476, -95.6964845 29.9709643, -95.6963527 29.9710323, -95.6962033 29.9710876)",Spring Cypress Road,
422781482,False,,tertiary_link,False,16.758,"LINESTRING (-95.6972012 29.9704894, -95.6970507 29.9704138)",,
"[422781465, 422781470]",True,2,tertiary,False,151.58799999999997,"LINESTRING (-95.6972012 29.9704894, -95.6972285 29.9704445, -95.6972712 29.9703395, -95.6973346 29.970191, -95.6974087 29.9699253, -95.6974242 29.9698699, -95.6974273 29.9698588, -95.697535 29.9695055, -95.6975904 29.9693186, -95.6976314 29.9691804)",Spring Cypress Road,
422781436,True,2,tertiary,False,97.42699999999999,"LINESTRING (-95.6952845 29.9714673, -95.6959151 29.9713307, -95.6962572 29.9712297)",Spring Cypress Road,
1068244609,True,3,secondary,False,8.589,"LINESTRING (-95.69526 29.971743, -95.6951895 29.9716957)",Northwest Freeway Frontage Road,
1010766391,True,,primary_link,False,32.012,"LINESTRING (-95.69526 29.971743, -95.6952438 29.9717043, -95.6952341 29.971664, -95.6952311 29.9716229, -95.6952348 29.9715819, -95.695245 29.9715418, -95.6952617 29.9715033, -95.6952845 29.9714673)",,
