osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,junction,name,width,tunnel
"[2532, 167357]",True,,,"['unclassified', 'living_street']",,False,142.6,,"LINESTRING (-2.3604522 51.3815241, -2.3605582 51.3815109, -2.3609573 51.3814821, -2.3609746 51.3814801, -2.3615162 51.381439, -2.3616286 51.3814298, -2.3623505 51.3813707, -2.3624159 51.3813709, -2.3624566 51.3813779, -2.3624824 51.3813904)",,"['Westgate Street', 'Saw Close']",,
39333605,True,,,tertiary,20 mph,False,25.088,,"LINESTRING (-2.3607331 51.3788616, -2.3606041 51.3788813, -2.3605394 51.3789066, -2.3605178 51.3789493, -2.3605185 51.3789996)",,Corn Street,,
203240682,True,,,primary,20 mph,False,32.541,,"LINESTRING (-2.3607331 51.3788616, -2.3604714 51.3788388, -2.3603725 51.3788187, -2.3602869 51.3787857)",,Corn Street,,
4227221,False,,,unclassified,,True,7.973,,"LINESTRING (-2.3617209 51.3800242, -2.3616472 51.3800792)",,,,
2527,False,,,tertiary,20 mph,False,141.29,,"LINESTRING (-2.3617209 51.3800242, -2.361634 51.3799646, -2.3610991 51.3794882, -2.3605185 51.3789996)",,Saint James's Parade,,
4644987,False,,,tertiary,20 mph,False,39.843,,"LINESTRING (-2.3617209 51.3800242, -2.3618044 51.3800698, -2.3618851 51.3800987, -2.3620449 51.3801585, -2.3622073 51.3802122)",,James Street West,,
4227221,False,,,unclassified,,False,7.973,,"LINESTRING (-2.3616472 51.3800792, -2.3617209 51.3800242)",,,,
3058212,True,,,unclassified,,False,71.14699999999999,,"LINESTRING (-2.3616472 51.3800792, -2.3616041 51.3800865, -2.3615261 51.3800723, -2.3612842 51.3799831, -2.3612258 51.3799618, -2.3611588 51.3799457, -2.3608216 51.3798902, -2.3606921 51.3798824)",,Lower Borough Walls,6.2,
4236439,True,,,primary,20 mph,False,34.191,,"LINESTRING (-2.3602869 51.3787857, -2.3600434 51.3785773, -2.3600121 51.3785483, -2.3599964 51.3785375)",,Saint James's Parade,,
55290801,True,,,primary,20 mph,False,14.933,,"LINESTRING (-2.3609464 51.3788792, -2.3607331 51.3788616)",,Corn Street,,
"[203276018, 52573116, 55296262]",True,,,primary,20 mph,False,22.691000000000003,,"LINESTRING (-2.3597927 51.3779336, -2.359831 51.3778828, -2.3598625 51.3778646, -2.3598879 51.3778594, -2.3599636 51.3778505, -2.3600539 51.3778496)",,Dorchester Street,,
"[3441067, 4478886]",True,,,primary,20 mph,False,17.035,,"LINESTRING (-2.3597807 51.3783561, -2.3597579 51.3782678, -2.3597545 51.3782326, -2.3597547 51.3782041)",,"['Southgate', 'Southgate Street']",,
2525,True,,,primary,20 mph,False,22.525,,"LINESTRING (-2.3595161 51.3780334, -2.359649 51.3780022, -2.3596881 51.3779916, -2.3597927 51.3779336)",,Dorchester Street,,
"[198245314, 203240967]",False,2,A3039,primary,20 mph,True,174.546,,"LINESTRING (-2.3595161 51.3780334, -2.3587578 51.3779863, -2.358541 51.377975, -2.3583763 51.3779729, -2.3579593 51.3779525, -2.3576076 51.3779248, -2.357305 51.3779158, -2.3571995 51.3779166, -2.3570112 51.3779287)",,Dorchester Street,,
"[209, 1205716889]",False,"['3', '2']",A4,primary,20 mph,False,91.059,,"LINESTRING (-2.3607658 51.3852063, -2.3608272 51.385173, -2.3608873 51.3851506, -2.3609162 51.3851399, -2.3615137 51.3849967, -2.361596 51.3849803, -2.3619747 51.3848984)",,George Street,,
2522,True,,,unclassified,,False,91.858,,"LINESTRING (-2.3599488 51.3835195, -2.3605908 51.383381, -2.3612022 51.383254)",,Green Street,,
"[1044734210, 1025513686]",True,2,,primary,20 mph,False,92.74800000000002,,"LINESTRING (-2.3599488 51.3835195, -2.3600445 51.3836231, -2.3600951 51.3837111, -2.360157 51.3838174, -2.3602026 51.3839109, -2.3602927 51.3841784, -2.3603272 51.384272, -2.3603435 51.3843115)",,Broad Street,,
2536,True,,,tertiary,20 mph,False,127.726,,"LINESTRING (-2.3622073 51.3802122, -2.3621503 51.3802843, -2.362123 51.3803264, -2.3621159 51.3803553, -2.3621173 51.3803921, -2.3621291 51.3804204, -2.3621819 51.3804749, -2.3622478 51.3805497, -2.3623458 51.3807052, -2.3623899 51.3808364, -2.36245 51.3810558, -2.3624863 51.3812496, -2.3625029 51.3812833, -2.3625284 51.3813018)",,Westgate Buildings,,
4644987,False,,,tertiary,20 mph,True,39.843,,"LINESTRING (-2.3622073 51.3802122, -2.3620449 51.3801585, -2.3618851 51.3800987, -2.3618044 51.3800698, -2.3617209 51.3800242)",,James Street West,,
"[55296249, 55602323]",False,2,,tertiary,20 mph,False,65.328,,"LINESTRING (-2.3622073 51.3802122, -2.3627484 51.3804053, -2.3628558 51.3804434, -2.3629555 51.3804776, -2.3630259 51.3805022)",,James Street West,,
"[3058153, 26312557]",False,,,residential,,False,95.05699999999999,,"LINESTRING (-2.3580895 51.3797953, -2.3580978 51.3799423, -2.3580904 51.3799867, -2.3580668 51.3800284, -2.3577895 51.3803697, -2.3577356 51.3803853, -2.3574167 51.3803918)",,"['Old Orchard Street', 'Pierrepont Place']",,
26312537,False,,,unclassified,,False,69.328,,"LINESTRING (-2.3580895 51.3797953, -2.357995 51.3798009, -2.3578159 51.3798058, -2.3570916 51.3798212)",,Henry Street,,
26312537,False,,,unclassified,,True,56.145,,"LINESTRING (-2.3580895 51.3797953, -2.3581924 51.379779, -2.3585093 51.3796947, -2.3586614 51.3796471, -2.3586181 51.3795328)",,Henry Street,,
3441740,False,,,unclassified,20 mph,False,58.305,,"LINESTRING (-2.3610421 51.3785034, -2.3610017 51.3784947, -2.3606623 51.3784217, -2.3604996 51.3784063, -2.3602258 51.3784053)",,Somerset Street,,
2520,False,,,residential,,False,62.105000000000004,,"LINESTRING (-2.3649943 51.3777858, -2.3649188 51.3780376, -2.3648435 51.3781552, -2.3647485 51.3783206)",,Oak Street,,
2520,False,,,residential,,True,49.357,,"LINESTRING (-2.3649943 51.3777858, -2.365022 51.3776265, -2.3650709 51.3773445)",,Oak Street,,
2544,False,,,unclassified,20 mph,False,167.309,,"LINESTRING (-2.3649943 51.3777858, -2.3630495 51.3776094, -2.3629895 51.3776207, -2.3629551 51.3776457, -2.3629253 51.3776962, -2.362841 51.3778389)",,Wood Street,,
4346053,True,2,A36,trunk,30 mph,False,47.693,,"LINESTRING (-2.3602579 51.3773504, -2.3598972 51.3773187, -2.3598202 51.3773054, -2.3597591 51.3772826, -2.3597186 51.3772595, -2.359648 51.3772013)",roundabout,,,
210,False,,A4,primary,20 mph,False,18.236,,"LINESTRING (-2.3634745 51.3845585, -2.3634161 51.3843986)",,Gay Street,,
3609799,False,,,residential,,False,125.19699999999999,,"LINESTRING (-2.3634745 51.3845585, -2.3635358 51.3846699, -2.3639404 51.3856459)",,Gay Street,,
55290798,False,,A4,primary,20 mph,True,113.85,,"LINESTRING (-2.3634745 51.3845585, -2.3634616 51.3845991, -2.3634285 51.3846258, -2.3633802 51.3846423, -2.3628898 51.38472, -2.3627898 51.3847355, -2.3624024 51.3848061, -2.3619747 51.3848984)",,George Street,,
2756,False,1,,primary,20 mph,False,24.979000000000003,,"LINESTRING (-2.359464 51.3832323, -2.3594176 51.3831213, -2.3594038 51.3830807, -2.3593859 51.3830132)",,Northgate Street,3.6,
2757,True,1,,primary,20 mph,False,7.172000000000001,,"LINESTRING (-2.359464 51.3832323, -2.3594828 51.383244, -2.3595371 51.3832779)",,Broad Street,,
"[8769288, 167257]",False,,A367,primary,30 mph,True,108.181,,"LINESTRING (-2.3658239 51.38156, -2.3657301 51.3816746, -2.3653486 51.3820682, -2.3650672 51.3824099)",,Charles Street,,
55602323,False,,,tertiary,20 mph,True,148.37199999999999,,"LINESTRING (-2.3658239 51.38156, -2.3655831 51.3814841, -2.3650976 51.3812967, -2.3649426 51.3812387, -2.3643353 51.3809977, -2.3640084 51.3808572)",,James Street West,,
"[884727976, 546225667]",False,4,A367,primary,"['20 mph', '30 mph']",False,57.492,,"LINESTRING (-2.3658239 51.38156, -2.3658686 51.3815128, -2.3658993 51.3814749, -2.3659124 51.3814587, -2.3661098 51.3812333, -2.3661595 51.3811765, -2.3662273 51.3811086)",,Charles Street,,
55602323,False,,,tertiary,20 mph,False,9.556,,"LINESTRING (-2.3638955 51.380808, -2.3640084 51.3808572)",,James Street West,,
55602323,False,,,tertiary,20 mph,True,21.976,,"LINESTRING (-2.3638955 51.380808, -2.363624 51.3807063)",,James Street West,,
57962409,False,,,unclassified,,True,13.848,,"LINESTRING (-2.3638955 51.380808, -2.3637877 51.3809128)",,Trinity Street,,
"[39334017, 3126773]",True,1,,residential,,False,24.895,,"LINESTRING (-2.3637469 51.3823061, -2.3639257 51.3821484, -2.3639526 51.3821227)",,Princes Street,,
26637310,False,,,residential,,False,81.10900000000001,,"LINESTRING (-2.3637469 51.3823061, -2.3634318 51.3823509, -2.3632258 51.3823802, -2.3629327 51.3824219, -2.3626074 51.3824682)",,Beauford Square,,
39333941,True,,,tertiary,20 mph,False,59.131,,"LINESTRING (-2.3639526 51.3821227, -2.3644707 51.3823341, -2.364665 51.3824144)",,Monmouth Street,,
197062472,True,,,unclassified,,False,53.533,,"LINESTRING (-2.3606921 51.3798824, -2.3606706 51.3801297, -2.3606848 51.3803633)",,Bilbury Lane,3.4,
"[2529, 818054124]",True,,,unclassified,,False,108.526,,"LINESTRING (-2.3606921 51.3798824, -2.3605989 51.3798674, -2.3604632 51.3798403, -2.3604056 51.3798296, -2.3599032 51.3797371, -2.3598447 51.3797317, -2.3597977 51.3797372, -2.3597675 51.3797509, -2.359739 51.3797783, -2.3597344 51.3798079, -2.359742 51.3798365, -2.359855 51.3801086)",,"['Lower Borough Walls', 'Stall Street']",3.1,
2761,True,1,,primary,20 mph,False,42.428,,"LINESTRING (-2.3603435 51.3843115, -2.3602984 51.3843711, -2.3602721 51.384407, -2.3602279 51.3844363, -2.3601726 51.3844544, -2.3600068 51.3844663, -2.3598582 51.3844628)",,Saracen Street,,
188924487,True,2,,primary,20 mph,False,103.72800000000001,,"LINESTRING (-2.3603435 51.3843115, -2.3604324 51.3845118, -2.3605217 51.3846986, -2.3605639 51.3847858, -2.3606056 51.3848727, -2.3606889 51.3850462, -2.3607658 51.3852063)",,Broad Street,,
2544,False,,,unclassified,20 mph,True,167.309,,"LINESTRING (-2.362841 51.3778389, -2.3629253 51.3776962, -2.3629551 51.3776457, -2.3629895 51.3776207, -2.3630495 51.3776094, -2.3649943 51.3777858)",,Wood Street,,
133875223,False,2,A36,trunk,30 mph,False,81.248,,"LINESTRING (-2.362841 51.3778389, -2.3623008 51.3776936, -2.3620189 51.3776217, -2.3617583 51.3775615)",,Lower Bristol Road,,
133875223,False,2,A36,trunk,30 mph,True,142.825,,"LINESTRING (-2.362841 51.3778389, -2.3629459 51.3778658, -2.3633165 51.3779609, -2.3634688 51.378, -2.3636703 51.3780517, -2.364309 51.3782157, -2.3647485 51.3783206)",,Lower Bristol Road,,
30991997,True,1,,unclassified,20 mph,False,11.178,,"LINESTRING (-2.361272 51.3833446, -2.3612022 51.383254)",,Old Bond Street,,
2524,False,2,,residential,,False,60.295,,"LINESTRING (-2.361272 51.3833446, -2.3613137 51.3833389, -2.362121 51.3832294)",,Quiet Street,,
39348547,False,,,primary,20 mph,True,5.445,,"LINESTRING (-2.357173 51.3808054, -2.3571961 51.3808522)",,Pierrepont Street,,
3609801,False,2,A3039,primary,20 mph,True,93.908,,"LINESTRING (-2.357173 51.3808054, -2.357148 51.3806923, -2.3571313 51.3803948, -2.3571022 51.3799625)",,Pierrepont Street,,
3609801,False,2,A3039,primary,20 mph,True,15.729,,"LINESTRING (-2.3571022 51.3799625, -2.3570916 51.3798212)",,Pierrepont Street,,
2743,False,,,residential,,False,126.521,,"LINESTRING (-2.3571022 51.3799625, -2.3561682 51.3799666, -2.355981 51.3799716, -2.3552797 51.3799844)",,South Parade,,
3609801,False,2,A3039,primary,20 mph,False,93.90799999999999,,"LINESTRING (-2.3571022 51.3799625, -2.3571313 51.3803948, -2.357148 51.3806923, -2.357173 51.3808054)",,Pierrepont Street,,
3609801,False,2,A3039,primary,20 mph,False,15.729,,"LINESTRING (-2.3570916 51.3798212, -2.3571022 51.3799625)",,Pierrepont Street,,
"[198245314, 2748]",False,2,A3039,primary,20 mph,False,210.55300000000003,,"LINESTRING (-2.3570916 51.3798212, -2.35708 51.379557, -2.3570734 51.379359, -2.357081 51.3791023, -2.3570711 51.3789201, -2.3570552 51.3786287, -2.3570533 51.3785928, -2.3570318 51.3781987, -2.357023 51.3780361, -2.3570112 51.3779287)",,"['Dorchester Street', 'Manvers Street']",,
26312537,False,,,unclassified,,True,69.328,,"LINESTRING (-2.3570916 51.3798212, -2.3578159 51.3798058, -2.357995 51.3798009, -2.3580895 51.3797953)",,Henry Street,,
55290810,True,1,A36,trunk,30 mph,False,33.952999999999996,,"LINESTRING (-2.359648 51.3772013, -2.3596245 51.3771161, -2.3596364 51.3770823, -2.3596814 51.3770365, -2.3597349 51.3770145, -2.3597971 51.3770059, -2.3598772 51.3769969)",roundabout,,,
55290800,True,2,A36,trunk,30 mph,False,26.051,,"LINESTRING (-2.3598772 51.3769969, -2.3602478 51.377034)",roundabout,,,
2743,False,,,residential,,True,126.52099999999999,,"LINESTRING (-2.3552797 51.3799844, -2.355981 51.3799716, -2.3561682 51.3799666, -2.3571022 51.3799625)",,South Parade,,
39264086,False,,,unclassified,,False,26.44,,"LINESTRING (-2.3635076 51.3815032, -2.3631681 51.3813953)",,Kingsmead Street,,
2765,True,,,primary,20 mph,False,41.735,,"LINESTRING (-2.3576389 51.3818374, -2.357692 51.3817011, -2.3577217 51.3816328, -2.3577471 51.3815913, -2.3577927 51.3815577, -2.3579014 51.3815238)",,Orange Grove,,
38964070,True,2,,primary,20 mph,False,44.885000000000005,,"LINESTRING (-2.3576389 51.3818374, -2.3576395 51.381787, -2.3576333 51.3817505, -2.3575825 51.3816322, -2.3575098 51.3814435)",,Grand Parade,,
"[1205716898, 2755, 52573118]",True,"['1', '2']",,primary,20 mph,False,155.511,,"LINESTRING (-2.3579014 51.3815238, -2.3579758 51.3815196, -2.3580686 51.3815241, -2.3581347 51.3815437, -2.358186 51.3815748, -2.3582192 51.3816071, -2.3582484 51.3816372, -2.3582704 51.381666, -2.3583038 51.38169, -2.3583473 51.3817066, -2.3584204 51.3817217, -2.3585016 51.3817325, -2.35876 51.3817599, -2.3588431 51.3817691, -2.3589363 51.3818017, -2.3589749 51.3818276, -2.3590189 51.3818712, -2.3590398 51.3819128, -2.3591294 51.3822238, -2.3591611 51.3823157, -2.3591725 51.3823496, -2.3591875 51.3824255)",,"['Orange Grove', 'High Street']",,
4346054,True,1,A36,trunk,30 mph,False,31.18,,"LINESTRING (-2.3614701 51.3773607, -2.3614914 51.3774094, -2.3615215 51.3774454, -2.3615613 51.3774761, -2.3616103 51.3775007, -2.3617583 51.3775615)",,Lower Bristol Road,,
984881210,True,2,A36,trunk,30 mph,False,22.672,,"LINESTRING (-2.3614701 51.3773607, -2.3614377 51.3774004, -2.3613919 51.3774283, -2.3613243 51.3774526, -2.3612129 51.3774654)",roundabout,,,
3086259,False,,,residential,20 mph,True,58.125,,"LINESTRING (-2.3624057 51.3839007, -2.3624367 51.3839247, -2.3624711 51.3839393, -2.3625205 51.3839438, -2.3626172 51.3839356, -2.36308 51.3838538, -2.3631886 51.3838249)",,Old King Street,,
4271799,True,,,unclassified,,False,49.932,,"LINESTRING (-2.3619221 51.3826036, -2.3626152 51.3824831)",,Trim Street,,
4271802,False,,,unclassified,,False,23.084,,"LINESTRING (-2.3619221 51.3826036, -2.3618383 51.3824027)",,Trim Bridge,,
55290799,True,2,A36,trunk,30 mph,False,49.087999999999994,,"LINESTRING (-2.361017 51.3771185, -2.3612834 51.3771442, -2.3613651 51.3771643, -2.3614192 51.3771963, -2.3614536 51.3772382, -2.361475 51.3772772, -2.3614701 51.3773607)",roundabout,,,
3027056,True,,A367,primary,30 mph,False,136.53100000000003,,"LINESTRING (-2.3623058 51.376974, -2.3614556 51.3768271, -2.3612201 51.376788, -2.3611155 51.3767781, -2.3610278 51.3767894, -2.3609488 51.3768251, -2.3608912 51.3768688, -2.3608601 51.3769207, -2.3608625 51.3769668, -2.3608792 51.3770104, -2.3609231 51.3770591, -2.361017 51.3771185)",,Wells Road,,
3027307,False,2,A367,primary,30 mph,False,147.299,,"LINESTRING (-2.3623058 51.376974, -2.362391 51.3769929, -2.3631244 51.377159, -2.3633883 51.3772054, -2.3636119 51.3772209, -2.3638194 51.377222, -2.3640704 51.3772116, -2.3643624 51.3771934)",,Wells Road,,
"[3058153, 26312557]",False,,,residential,,True,95.05700000000002,,"LINESTRING (-2.3574167 51.3803918, -2.3577356 51.3803853, -2.3577895 51.3803697, -2.3580668 51.3800284, -2.3580904 51.3799867, -2.3580978 51.3799423, -2.3580895 51.3797953)",,"['Old Orchard Street', 'Pierrepont Place']",,
210,False,,A4,primary,20 mph,True,18.236,,"LINESTRING (-2.3634161 51.3843986, -2.3634745 51.3845585)",,Gay Street,,
210,False,,A4,primary,20 mph,False,65.717,,"LINESTRING (-2.3634161 51.3843986, -2.363227 51.3839218, -2.3631886 51.3838249)",,Gay Street,,
3086264,False,,,residential,,True,78.717,,"LINESTRING (-2.3634161 51.3843986, -2.3642816 51.3842545, -2.3645186 51.3842376)",,Queen's Parade Place,,
3086258,False,,A4,primary,20 mph,True,76.742,,"LINESTRING (-2.3654936 51.3834549, -2.3650208 51.3835305, -2.3644282 51.3836394)",,Queen Square Place,,
4231711,False,,,unclassified,,False,90.393,,"LINESTRING (-2.3654936 51.3834549, -2.3652466 51.3828534, -2.3653731 51.3826784)",,Palace Yard Mews,,
59592162,True,,A367,primary,,False,16.404,,"LINESTRING (-2.3653731 51.3826784, -2.3655901 51.3827369)",,Saint Paul's Place,,
4231711,False,,,unclassified,,True,90.393,,"LINESTRING (-2.3653731 51.3826784, -2.3652466 51.3828534, -2.3654936 51.3834549)",,Palace Yard Mews,,
309843878,False,,,residential,,True,23.246,,"LINESTRING (-2.3656237 51.3821936, -2.3659215 51.3822893)",,New King Street,6.9,
3086263,False,,,residential,,False,14.965,,"LINESTRING (-2.3644086 51.3837549, -2.364446 51.3837978, -2.3644758 51.3838815)",,Queen's Parade,,
3086263,False,,,residential,,True,14.117,,"LINESTRING (-2.3645186 51.3842376, -2.3645542 51.3841126)",,Queen's Parade,,
3086264,False,,,residential,,False,78.717,,"LINESTRING (-2.3645186 51.3842376, -2.3642816 51.3842545, -2.3634161 51.3843986)",,Queen's Parade Place,,
"[2529, 2539]",True,,,unclassified,,False,162.31499999999997,,"LINESTRING (-2.359855 51.3801086, -2.3599828 51.3803992, -2.3601108 51.3807196, -2.3601421 51.3807934, -2.3601564 51.3808271, -2.3601953 51.3808634, -2.3602498 51.3808886, -2.3603343 51.3808969, -2.3603824 51.3808956, -2.3607689 51.3808365, -2.3612355 51.380768)",,"['Bath Street', 'Stall Street']",,
"[197194658, 3609803, 197194660]",False,,,unclassified,,False,86.538,,"LINESTRING (-2.359855 51.3801086, -2.3594951 51.3801577, -2.3588817 51.3802469, -2.3589017 51.3803, -2.3589217 51.3803507, -2.358937 51.3803982)",,"['Abbey Green', 'Abbey Gate Street', 'Abbeygate Street']",,building_passage
3609805,False,,,unclassified,,False,23.762,,"LINESTRING (-2.358937 51.3803982, -2.3590326 51.3806034)",,Abbey Green,,
3609805,False,,,unclassified,,True,50.592999999999996,,"LINESTRING (-2.358937 51.3803982, -2.358803 51.3804169, -2.3587736 51.3804303, -2.3587637 51.3804491, -2.3587636 51.3804769, -2.3587765 51.3805397, -2.35879 51.3806086, -2.3588193 51.3806288, -2.3588495 51.3806352, -2.3588855 51.3806333, -2.3590326 51.3806034)",,Abbey Green,,
"[197194658, 3609803, 197194660]",False,,,unclassified,,True,86.538,,"LINESTRING (-2.358937 51.3803982, -2.3589217 51.3803507, -2.3589017 51.3803, -2.3588817 51.3802469, -2.3594951 51.3801577, -2.359855 51.3801086)",,"['Abbey Green', 'Abbeygate Street', 'Abbey Gate Street']",,building_passage
3609805,False,,,unclassified,,True,23.762,,"LINESTRING (-2.3590326 51.3806034, -2.358937 51.3803982)",,Abbey Green,,
3609805,False,,,unclassified,,False,50.59300000000001,,"LINESTRING (-2.3590326 51.3806034, -2.3588855 51.3806333, -2.3588495 51.3806352, -2.3588193 51.3806288, -2.35879 51.3806086, -2.3587765 51.3805397, -2.3587636 51.3804769, -2.3587637 51.3804491, -2.3587736 51.3804303, -2.358803 51.3804169, -2.358937 51.3803982)",,Abbey Green,,
4340594,False,,,unclassified,,False,30.032,,"LINESTRING (-2.3590326 51.3806034, -2.3590907 51.3806272, -2.3591105 51.3806575, -2.3591971 51.3808438)",,Abbey Street,,
55602323,False,,,tertiary,20 mph,False,21.976,,"LINESTRING (-2.363624 51.3807063, -2.3638955 51.380808)",,James Street West,,
4231693,False,,,residential,20 mph,False,88.146,,"LINESTRING (-2.363624 51.3807063, -2.3636527 51.3806669, -2.3637146 51.3803719, -2.3637441 51.3802357, -2.3638176 51.3799246)",,Milk Street,,
55602323,False,,,tertiary,20 mph,True,47.316,,"LINESTRING (-2.363624 51.3807063, -2.3631432 51.3805387, -2.3630259 51.3805022)",,James Street West,,
4231694,False,,,residential,,True,36.458,,"LINESTRING (-2.3645381 51.379642, -2.3644724 51.3799673)",,Trinity Close,,
4231694,False,,,residential,,False,36.458,,"LINESTRING (-2.3644724 51.3799673, -2.3645381 51.379642)",,Trinity Close,,
4231694,False,,,residential,,True,45.692,,"LINESTRING (-2.3644724 51.3799673, -2.3638176 51.3799246)",,Trinity Close,,
42165309,False,,,residential,,False,8.781,,"LINESTRING (-2.3644724 51.3799673, -2.3644572 51.3800457)",,Trinity Close,,
4231693,False,,,residential,20 mph,False,41.683,,"LINESTRING (-2.3638176 51.3799246, -2.3638891 51.3795524)",,Milk Street,,
4231694,False,,,residential,,False,45.692,,"LINESTRING (-2.3638176 51.3799246, -2.3644724 51.3799673)",,Trinity Close,,
4231693,False,,,residential,20 mph,True,88.146,,"LINESTRING (-2.3638176 51.3799246, -2.3637441 51.3802357, -2.3637146 51.3803719, -2.3636527 51.3806669, -2.363624 51.3807063)",,Milk Street,,
