osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed,bridge
8998076,2,Washington Street,secondary,14.6,False,True,141.536,"LINESTRING (-70.671698 42.0393968, -70.671649 42.039022, -70.6716122 42.0387581, -70.671599 42.038663, -70.671598 42.038485, -70.671604 42.0384125, -70.671611 42.038327, -70.671641 42.038219, -70.671665 42.038132)",30 mph,
8998314,1,Mattakeeset Court,residential,6.1,False,False,109.26,"LINESTRING (-70.671698 42.0393968, -70.6715881 42.0393908, -70.6709033 42.0393387, -70.6707869 42.0393299, -70.6706892 42.039318, -70.6705025 42.039303, -70.6703828 42.0392917)",,
8998348,2,Washington Street,secondary,10.4,False,False,107.35,"LINESTRING (-70.671698 42.0393968, -70.671764 42.0403329, -70.671766 42.0403609)",30 mph,
"[8996947, 691107363, 691107364]",2,Harrison Street,secondary,15.2,False,True,513.109,"LINESTRING (-70.671698 42.0393968, -70.672683 42.039477, -70.6729442 42.0395039, -70.6729632 42.0395059, -70.673409 42.039552, -70.6736416 42.0395776, -70.6737417 42.0395886, -70.673963 42.039613, -70.674412 42.039662, -70.6747213 42.0397002, -70.6747972 42.039709, -70.6752555 42.039763, -70.6760098 42.0398421, -70.6761282 42.0398518, -70.6766431 42.0399123, -70.6771585 42.0399659, -70.6778504 42.0400369)",,yes
8996591,1,Long Point Lane,residential,6.1,False,False,107.203,"LINESTRING (-70.671766 42.0403609, -70.6706704 42.040317, -70.6704698 42.0403081)",,
8998348,2,Washington Street,secondary,10.4,False,False,128.992,"LINESTRING (-70.671766 42.0403609, -70.671786 42.04072, -70.6718179 42.0411612, -70.6718409 42.0415196)",30 mph,
8998348,2,Washington Street,secondary,10.4,False,True,107.35,"LINESTRING (-70.671766 42.0403609, -70.671764 42.0403329, -70.671698 42.0393968)",30 mph,
8998091,1,River Lane,residential,9.1,False,True,173.98899999999998,"LINESTRING (-70.6699029 42.0457051, -70.6701033 42.0457131, -70.6709659 42.0457477, -70.6717873 42.0457993, -70.6720047 42.0458129)",,
8997696,2,Chapel Street,residential,9.1,False,False,106.555,"LINESTRING (-70.6750051 42.0425003, -70.6748894 42.0422114, -70.6748707 42.0421782, -70.6748379 42.0421502, -70.6748 42.0421348, -70.674755 42.042128, -70.67448 42.0421413, -70.67406 42.0421662)",,
8998348,2,Washington Street,secondary,10.4,False,True,65.221,"LINESTRING (-70.6719374 42.0428651, -70.6718975 42.0422793)",30 mph,
8998348,2,Washington Street,secondary,10.4,False,False,63.775999999999996,"LINESTRING (-70.6719374 42.0428651, -70.6719444 42.0429673, -70.6719769 42.0434379)",30 mph,
"[8998361, 765777065]",1,"['Polk Street', 'Plumfield Lane']",residential,12.2,False,False,195.28000000000003,"LINESTRING (-70.6719374 42.0428651, -70.671589 42.042862, -70.671243 42.042865, -70.670623 42.04286, -70.670266 42.04286, -70.670188 42.042868, -70.669817 42.0428639, -70.6695735 42.0428666)",,
8996706,2,Fairway Lane,residential,12.2,False,False,270.511,"LINESTRING (-70.6773363 42.0376385, -70.6773385 42.0376687, -70.6773394 42.0376818, -70.677347 42.037785, -70.6773511 42.0377948, -70.677413 42.037943, -70.677475 42.038125, -70.6775078 42.0382592, -70.677536 42.038375, -70.677573 42.038599, -70.677607 42.038771, -70.677676 42.039073, -70.677681 42.0391039, -70.677719 42.039339, -70.677792 42.039675, -70.677833 42.039876, -70.6778504 42.0400369)",,
8998076,2,Washington Street,secondary,14.6,False,False,141.536,"LINESTRING (-70.671665 42.038132, -70.671641 42.038219, -70.671611 42.038327, -70.671604 42.0384125, -70.671598 42.038485, -70.671599 42.038663, -70.6716122 42.0387581, -70.671649 42.039022, -70.671698 42.0393968)",30 mph,
8998383,2,Beaverbrook Lane,residential,15.2,False,True,281.001,"LINESTRING (-70.671665 42.038132, -70.67196 42.0381553, -70.6722878 42.0381753, -70.6723599 42.0381804, -70.6726319 42.0381996, -70.673019 42.0382251, -70.6733 42.038242, -70.67353 42.038258, -70.673632 42.038254, -70.673736 42.038235, -70.673824 42.038212, -70.673902 42.038177, -70.6739587 42.0381476, -70.673983 42.038135, -70.674135 42.038028, -70.674253 42.037924, -70.674501 42.037668, -70.674643 42.037543)",,
8996591,1,Long Point Lane,residential,6.1,False,True,107.203,"LINESTRING (-70.6704698 42.0403081, -70.6706704 42.040317, -70.671766 42.0403609)",,
"[765777065, 8998361]",1,"['Polk Street', 'Plumfield Lane']",residential,12.2,False,True,195.28,"LINESTRING (-70.6695735 42.0428666, -70.669817 42.0428639, -70.670188 42.042868, -70.670266 42.04286, -70.670623 42.04286, -70.671243 42.042865, -70.671589 42.042862, -70.6719374 42.0428651)",,
8998314,1,Mattakeeset Court,residential,6.1,False,True,109.25999999999999,"LINESTRING (-70.6703828 42.0392917, -70.6705025 42.039303, -70.6706892 42.039318, -70.6707869 42.0393299, -70.6709033 42.0393387, -70.6715881 42.0393908, -70.671698 42.0393968)",,
