osmid,bridge,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry,width,junction,tunnel
"[4437056, 4437058, 944668315, 146401411]",,False,,"['Minster Yard', 'Ogleforth', 'Chapter House Street']",residential,True,222.862,,,"LINESTRING (-1.0788219 53.9623484, -1.0789447 53.9623825, -1.0790906 53.9624406, -1.0792108 53.9624935, -1.0794453 53.9625967, -1.0796404 53.962696, -1.0797714 53.9627626, -1.0798486 53.9628019, -1.0801209 53.9629587, -1.0801546 53.9629784, -1.0802286 53.9629372, -1.0806567 53.9627341, -1.0809945 53.9625556, -1.0809597 53.962511, -1.0807624 53.9623735, -1.0807117 53.962327, -1.0806307 53.9622915)",,,
"[92158564, 4437055]",,False,,"['Deangate', 'Goodramgate']",residential,False,88.41900000000001,,,"LINESTRING (-1.0788219 53.9623484, -1.0788271 53.9623202, -1.0788362 53.9623066, -1.0789958 53.9621933, -1.0790476 53.9621565, -1.0791133 53.9621221, -1.0792144 53.9620857, -1.0794279 53.9620102, -1.0795226 53.9619764, -1.0796053 53.9619521, -1.0796924 53.9619366, -1.0797753 53.961931, -1.0798889 53.9619256)",,,
"[993016768, 993016769, 321058547, 321058548, 4437144, 177970395, 993016767]",,False,"['1', '2']","['Monkgate', 'Goodramgate']",residential,True,88.48299999999999,,,"LINESTRING (-1.0788219 53.9623484, -1.0788162 53.9623723, -1.0788096 53.9623833, -1.0787152 53.9624819, -1.078675 53.9625255, -1.0786527 53.9625471, -1.0786027 53.9625993, -1.0785568 53.9626263, -1.0785366 53.9626398, -1.0785069 53.9626658, -1.0784663 53.9627072, -1.0784334 53.9627429, -1.0783806 53.9628322, -1.0783506 53.9628782, -1.0783238 53.9629013, -1.0783035 53.9629173, -1.0782862 53.9629314, -1.0781637 53.9630359)",,,
4430214,,False,,Agar Street,residential,False,82.68999999999998,,,"LINESTRING (-1.0757791 53.9640993, -1.0755798 53.9639544, -1.0754908 53.9639038, -1.0749215 53.9636328, -1.0748926 53.9636181, -1.0748516 53.9635984)",,,
318656551,,False,2,Monkgate,primary,False,71.06,A1036,30 mph,"LINESTRING (-1.0757791 53.9640993, -1.0756309 53.9641841, -1.0749947 53.9645414)",,,
318656551,,False,2,Monkgate,primary,True,94.15599999999999,A1036,30 mph,"LINESTRING (-1.0757791 53.9640993, -1.0758497 53.9640644, -1.0761295 53.9639436, -1.076243 53.963888, -1.076299 53.9638549, -1.0764382 53.9637854, -1.07649 53.9637591, -1.0765401 53.9637321, -1.0766525 53.9636736, -1.0768881 53.9635606)",,,
4425887,,False,,Penley's Grove Street,residential,False,51.428,,20 mph,"LINESTRING (-1.0749947 53.9645414, -1.0752166 53.9646805, -1.0755306 53.9648798)",,,
4430197,,True,2,,primary,False,54.844,A1036,30 mph,"LINESTRING (-1.0749947 53.9645414, -1.0748456 53.9646639, -1.0747552 53.9647119, -1.0746014 53.9647881, -1.0744708 53.9648667, -1.0744328 53.9649031)",,,
318656551,,False,2,Monkgate,primary,True,71.06,A1036,30 mph,"LINESTRING (-1.0749947 53.9645414, -1.0756309 53.9641841, -1.0757791 53.9640993)",,,
318765049,,False,2,Heworth Green,primary,True,4.688,A1036,30 mph,"LINESTRING (-1.0719378 53.9654509, -1.0720049 53.9654361)",,,
4430148,,False,1,Dalguise Grove,residential,False,45.767,,,"LINESTRING (-1.0719378 53.9654509, -1.0719813 53.9655258, -1.0720011 53.9655509, -1.0722092 53.96583)",,,
318765049,,False,2,Heworth Green,primary,False,42.941,A1036,30 mph,"LINESTRING (-1.0719378 53.9654509, -1.0718965 53.9654591, -1.0717712 53.9654848, -1.0716994 53.965501, -1.0713183 53.9655786)",,,
4430147,,False,,Villa Grove,residential,False,72.984,,20 mph,"LINESTRING (-1.0696899 53.9660302, -1.0697426 53.9660918, -1.0697865 53.9661882, -1.0698724 53.9663292, -1.0699139 53.9663961, -1.0699358 53.9664365, -1.0699345 53.9664529, -1.0698876 53.9664981, -1.0698421 53.9665494, -1.0697666 53.9666356)",,,
"[991255136, 318765049]",,False,"['3', '2']",Heworth Green,primary,False,86.223,A1036,30 mph,"LINESTRING (-1.0696899 53.9660302, -1.0692932 53.9661475, -1.0692624 53.9661571, -1.069049 53.9662176, -1.0686722 53.9663172, -1.0684957 53.9663575)",,,
318765049,,False,2,Heworth Green,primary,True,39.211,A1036,30 mph,"LINESTRING (-1.0696899 53.9660302, -1.0697245 53.9660194, -1.0702263 53.9658728)",,,
4423244,,False,,Dodsworth Avenue,residential,False,101.738,,30 mph,"LINESTRING (-1.0675378 53.9666025, -1.0676066 53.9666734, -1.0682959 53.9674014)",,,
991255138,,True,2,Heworth Green,primary,False,36.089,A1036,30 mph,"LINESTRING (-1.0675378 53.9666025, -1.0676473 53.9665482, -1.0677606 53.9665163, -1.0678052 53.9665038, -1.0679457 53.9664642, -1.0680158 53.9664445)",,,
140474828,,False,,Jackson Street,residential,True,153.585,,20 mph,"LINESTRING (-1.0766589 53.9666975, -1.0768164 53.9665329, -1.0769215 53.9664316, -1.0769432 53.9663979, -1.0769527 53.9663689, -1.0769582 53.9663272, -1.0769455 53.9662879, -1.0769178 53.9662489, -1.0768698 53.9662098, -1.0767305 53.9661357, -1.0766698 53.9661064, -1.0762883 53.9659224, -1.0759038 53.9657369, -1.075744 53.9657157)",,,
843514191,,True,1,Lowther Street,residential,False,121.063,,20 mph,"LINESTRING (-1.0766589 53.9666975, -1.076617 53.9666855, -1.0765791 53.9666867, -1.0764827 53.966659, -1.0760402 53.9665227, -1.0751529 53.9662659, -1.0749996 53.9662219)",,,
843514191,,True,1,Lowther Street,residential,False,3.468,,20 mph,"LINESTRING (-1.0749996 53.9662219, -1.0749545 53.9662055)",,,
4426637,,False,,Groves Lane,residential,False,44.449000000000005,,20 mph,"LINESTRING (-1.0749996 53.9662219, -1.0746699 53.9664957, -1.0747558 53.9665353)",,,
"[197811050, 453079075]",,False,2,Huntington Road,tertiary,False,136.636,,30 mph,"LINESTRING (-1.0737153 53.9657023, -1.0736654 53.965766, -1.0734933 53.9659832, -1.0731171 53.9664617, -1.0730514 53.9665567, -1.0729926 53.9666418, -1.0728866 53.9668291)",,,
"[318767043, 4433661]",,False,3,Huntington Road,tertiary,True,49.349,,30 mph,"LINESTRING (-1.0737153 53.9657023, -1.0737572 53.9656428, -1.0738637 53.9655173, -1.0739737 53.9653877, -1.0740409 53.9653021)",,,
4430204,,True,1,,primary,False,71.86200000000001,A1036,30 mph,"LINESTRING (-1.0745352 53.9620717, -1.0745875 53.9619889, -1.0746171 53.9619238, -1.0746449 53.9618019, -1.0747336 53.9616056, -1.0747636 53.9615501, -1.074788 53.9615273, -1.0748188 53.961506, -1.0748876 53.9614745)",,,
"[44600177, 4430883, 604249900]",yes,True,2,Foss Bank,primary,False,49.101000000000006,A1036,30 mph,"LINESTRING (-1.0745352 53.9620717, -1.0745405 53.9620441, -1.0745385 53.9620165, -1.0745285 53.9619908, -1.0745108 53.961959, -1.0744487 53.9618827, -1.0744004 53.9618271, -1.0743486 53.9617779, -1.0742155 53.9616851)",,,
"[259489186, 4430884]",,True,1,Foss Bank,primary,False,33.145,A1036,30 mph,"LINESTRING (-1.0742155 53.9616851, -1.0740907 53.9616206, -1.074032 53.9615841, -1.0739987 53.9615626, -1.0738826 53.9614627)",,,
"[146633026, 4432510]",,True,1,,primary_link,False,37.574,,30 mph,"LINESTRING (-1.0742155 53.9616851, -1.0741504 53.9615661, -1.0741136 53.9615209, -1.0740977 53.961504, -1.0740746 53.9614601, -1.0740644 53.9614113, -1.0740707 53.9613631)",,,
4430885,,False,4,Layerthorpe,tertiary,True,16.555,,30 mph,"LINESTRING (-1.0738826 53.9614627, -1.0740707 53.9613631)",,,
4015226,,True,1,Foss Islands Road,primary,False,37.567,A1036,30 mph,"LINESTRING (-1.0738826 53.9614627, -1.0738051 53.9613885, -1.0737148 53.9613112, -1.0736936 53.9612902, -1.0736327 53.9611626)",,,
"[988033120, 52721967, 146633030, 1029301631]",,False,"['3', '2']",Layerthorpe,tertiary,"[False, True]",233.09,,30 mph,"LINESTRING (-1.0738826 53.9614627, -1.0737504 53.961526, -1.0737138 53.9615469, -1.0736498 53.9615835, -1.0735311 53.9616513, -1.073278 53.9617959, -1.073241 53.9618183, -1.0731514 53.9618725, -1.0731049 53.9619013, -1.0730716 53.9619208, -1.0729591 53.9619888, -1.0728908 53.9620348, -1.0727673 53.962118, -1.0727364 53.9621418, -1.0726022 53.962234, -1.0725179 53.9622797, -1.0723304 53.9623852, -1.0718306 53.9626192, -1.0716225 53.9627045, -1.0714956 53.9627498, -1.071335 53.9628063, -1.071228 53.9628453)",,,
988033114,,True,2,Eboracum Way,tertiary,False,9.834,,30 mph,"LINESTRING (-1.0707447 53.963004, -1.0708524 53.9630657)",,,
618378289,,True,1,Layerthorpe,tertiary,False,37.319,,30 mph,"LINESTRING (-1.0707447 53.963004, -1.0709083 53.9629106, -1.0710067 53.9628769, -1.0711173 53.9628549, -1.071228 53.9628453)",,,
"[1029301633, 4430887]",yes,True,2,Foss Islands Road,primary,False,34.337999999999994,A1036,30 mph,"LINESTRING (-1.0736327 53.9611626, -1.0737407 53.9611996, -1.0737873 53.9612195, -1.0738197 53.9612323, -1.0738694 53.96125, -1.073921 53.9612601, -1.0739678 53.9612708, -1.0740978 53.9613023)",,,
133889601,,True,1,,primary_link,False,38.784,,30 mph,"LINESTRING (-1.0736327 53.9611626, -1.0737373 53.9612404, -1.0738038 53.9612835, -1.0738371 53.9613082, -1.0738821 53.9613754, -1.0738888 53.9614156, -1.0738826 53.9614627)",,,
453079075,,False,2,Huntington Road,tertiary,False,23.706,,30 mph,"LINESTRING (-1.0728866 53.9668291, -1.0727871 53.9670341)",,,
4426768,,False,,Park Grove,residential,False,183.07199999999997,,20 mph,"LINESTRING (-1.0728866 53.9668291, -1.0729827 53.9668523, -1.0735936 53.9670135, -1.0736382 53.9670256, -1.0740982 53.967151, -1.0741587 53.9671677, -1.0746392 53.9673001, -1.074742 53.9673507, -1.0748225 53.9673872, -1.0752055 53.967686)",,,
"[197811050, 453079075]",,False,2,Huntington Road,tertiary,True,136.636,,30 mph,"LINESTRING (-1.0728866 53.9668291, -1.0729926 53.9666418, -1.0730514 53.9665567, -1.0731171 53.9664617, -1.0734933 53.9659832, -1.0736654 53.965766, -1.0737153 53.9657023)",,,
4438663,,False,,Gladstone Street,residential,True,37.77,,30 mph,"LINESTRING (-1.0724687 53.9676948, -1.0719089 53.9676115)",,,
453079075,,False,2,Huntington Road,tertiary,True,76.363,,30 mph,"LINESTRING (-1.0724687 53.9676948, -1.0725144 53.9676026, -1.0725847 53.9674607, -1.072606 53.9674177, -1.0727871 53.9670341)",,,
4423377,,False,,Brownlow Street,residential,False,79.074,,20 mph,"LINESTRING (-1.0762559 53.968366, -1.0764031 53.9681702, -1.0767377 53.9677138)",,,
4423377,,False,,Brownlow Street,residential,False,96.862,,20 mph,"LINESTRING (-1.0767377 53.9677138, -1.0768591 53.9675563, -1.0773211 53.9669687, -1.0773361 53.966945, -1.0773395 53.9669196)",,,
4423377,,False,,Brownlow Street,residential,True,79.074,,20 mph,"LINESTRING (-1.0767377 53.9677138, -1.0764031 53.9681702, -1.0762559 53.968366)",,,
4426633,,False,,Dudley Street,residential,False,60.608999999999995,,20 mph,"LINESTRING (-1.0767377 53.9677138, -1.0764257 53.9675928, -1.0759725 53.9674065)",,,
142656910,,False,,Bowling Green Lane,residential,False,20.567,,20 mph,"LINESTRING (-1.0754993 53.96583, -1.0756815 53.965734, -1.075744 53.9657157)",,,
142656910,,False,,Bowling Green Lane,residential,True,55.080000000000005,,20 mph,"LINESTRING (-1.0754993 53.96583, -1.0751573 53.9660349, -1.0751422 53.9660475, -1.0750121 53.9661557, -1.0749545 53.9662055)",,,
4423244,,False,,Dodsworth Avenue,residential,False,93.992,,30 mph,"LINESTRING (-1.0682959 53.9674014, -1.0686773 53.9677888, -1.069016 53.9681329)",,,
4423244,,False,,Dodsworth Avenue,residential,True,101.738,,30 mph,"LINESTRING (-1.0682959 53.9674014, -1.0676066 53.9666734, -1.0675378 53.9666025)",,,
352872160,,False,,Deangate,residential,True,14.728,,,"LINESTRING (-1.0814583 53.9616771, -1.0812391 53.9616469)",,,
"[92158564, 4437055]",,False,,"['Deangate', 'Goodramgate']",residential,True,88.41899999999998,,,"LINESTRING (-1.0798889 53.9619256, -1.0797753 53.961931, -1.0796924 53.9619366, -1.0796053 53.9619521, -1.0795226 53.9619764, -1.0794279 53.9620102, -1.0792144 53.9620857, -1.0791133 53.9621221, -1.0790476 53.9621565, -1.0789958 53.9621933, -1.0788362 53.9623066, -1.0788271 53.9623202, -1.0788219 53.9623484)",,,
4437057,,False,,College Street,residential,False,68.302,,,"LINESTRING (-1.0798889 53.9619256, -1.0799128 53.9620112, -1.0799817 53.9620864, -1.0800527 53.9621333, -1.0801348 53.9621708, -1.080354 53.9622439, -1.0804803 53.9622706, -1.0806307 53.9622915)",,,
352872160,,False,,Deangate,residential,False,97.795,,,"LINESTRING (-1.0798889 53.9619256, -1.0800509 53.9618944, -1.0801283 53.961877, -1.0801884 53.9618587, -1.0802462 53.9618372, -1.0804629 53.9617451, -1.0806284 53.9616759, -1.0807916 53.9616306, -1.0809053 53.9616174, -1.0810327 53.9616202, -1.0810615 53.9616239, -1.0812391 53.9616469)",,,
4425885,,False,,St. John Street,residential,True,40.435,,20 mph,"LINESTRING (-1.0795857 53.9642085, -1.0800033 53.9639404)",,,
4425886,,False,,High Newbiggin Street,residential,False,40.42099999999999,,20 mph,"LINESTRING (-1.0795857 53.9642085, -1.0793628 53.9640811, -1.0792463 53.9640145, -1.0791425 53.9639552)",,,
687436744,,False,,St. John Street,residential,False,161.60999999999999,,20 mph,"LINESTRING (-1.0795857 53.9642085, -1.0795355 53.9642426, -1.0779684 53.9653072)",,,
4425886,,False,,High Newbiggin Street,residential,True,40.421,,20 mph,"LINESTRING (-1.0791425 53.9639552, -1.0792463 53.9640145, -1.0793628 53.9640811, -1.0795857 53.9642085)",,,
4436175,,False,,Garden Street,residential,False,18.18,,20 mph,"LINESTRING (-1.0779684 53.9653072, -1.0781766 53.9654155)",,,
4436379,,False,,Garden Street,residential,False,49.532,,20 mph,"LINESTRING (-1.0779684 53.9653072, -1.0776564 53.9651559, -1.0776266 53.9651415, -1.0773842 53.9650238)",,,
687436744,,False,,St. John Street,residential,True,161.60999999999999,,20 mph,"LINESTRING (-1.0779684 53.9653072, -1.0795355 53.9642426, -1.0795857 53.9642085)",,,
4426635,,False,,Townend Street,residential,False,47.907,,20 mph,"LINESTRING (-1.0772991 53.9657868, -1.0778924 53.9660394)",,,
843629258,,False,,St. Johns Crescent,residential,True,59.207,,20 mph,"LINESTRING (-1.0772991 53.9657868, -1.0778731 53.9653751)",,,
4425887,,False,,Penley's Grove Street,residential,True,154.016,,20 mph,"LINESTRING (-1.0772991 53.9657868, -1.0771868 53.9657329, -1.077074 53.9656788, -1.0767607 53.9655415, -1.0765383 53.9654487, -1.0763086 53.9653529, -1.0762614 53.9653281, -1.0758235 53.9650595, -1.0755306 53.9648798)",,,
4425887,,False,,Penley's Grove Street,residential,False,154.016,,20 mph,"LINESTRING (-1.0755306 53.9648798, -1.0758235 53.9650595, -1.0762614 53.9653281, -1.0763086 53.9653529, -1.0765383 53.9654487, -1.0767607 53.9655415, -1.077074 53.9656788, -1.0771868 53.9657329, -1.0772991 53.9657868)",,,
4425887,,False,,Penley's Grove Street,residential,True,51.428,,20 mph,"LINESTRING (-1.0755306 53.9648798, -1.0752166 53.9646805, -1.0749947 53.9645414)",,,
113801235,,False,,George Court,residential,True,48.42399999999999,,20 mph,"LINESTRING (-1.0755306 53.9648798, -1.0753165 53.9649953, -1.075236 53.9650663, -1.0752011 53.9651562, -1.0752119 53.965243)",,,
4426632,,False,,Emerald Street,residential,False,57.485,,20 mph,"LINESTRING (-1.0752055 53.967686, -1.0750862 53.9677341, -1.0748395 53.9678336, -1.0748061 53.9678477, -1.0744883 53.9679847)",,,
"[4426768, 841520811]",,False,,"['Park Grove', 'Neville Terrace']",residential,False,97.34,,20 mph,"LINESTRING (-1.0752055 53.967686, -1.0758565 53.9682542, -1.0758763 53.9682669, -1.0759055 53.9682781, -1.0761469 53.9683336)",,,
4426768,,False,,Park Grove,residential,True,183.07199999999997,,20 mph,"LINESTRING (-1.0752055 53.967686, -1.0748225 53.9673872, -1.074742 53.9673507, -1.0746392 53.9673001, -1.0741587 53.9671677, -1.0740982 53.967151, -1.0736382 53.9670256, -1.0735936 53.9670135, -1.0729827 53.9668523, -1.0728866 53.9668291)",,,
4426631,,False,,Diamond Street,residential,False,106.559,,20 mph,"LINESTRING (-1.0748987 53.9683721, -1.0735595 53.9689178)",4,,
846877567,,False,,Earle Street,residential,False,50.757,,20 mph,"LINESTRING (-1.0748987 53.9683721, -1.0747846 53.9682644, -1.0747291 53.968212, -1.0744883 53.9679847)",4,,
846877567,,False,,Earle Street,residential,True,36.236000000000004,,20 mph,"LINESTRING (-1.0748987 53.9683721, -1.0750726 53.9685454, -1.075102 53.9685563, -1.0751322 53.9685544, -1.0752619 53.968514)",4,,
4426632,,False,,Emerald Street,residential,False,82.73,,20 mph,"LINESTRING (-1.0744883 53.9679847, -1.0734536 53.9684126)",,,
4426632,,False,,Emerald Street,residential,True,57.48500000000001,,20 mph,"LINESTRING (-1.0744883 53.9679847, -1.0748061 53.9678477, -1.0748395 53.9678336, -1.0750862 53.9677341, -1.0752055 53.967686)",,,
846877567,,False,,Earle Street,residential,True,50.757000000000005,,20 mph,"LINESTRING (-1.0744883 53.9679847, -1.0747291 53.968212, -1.0747846 53.9682644, -1.0748987 53.9683721)",4,,
4426633,,False,,Dudley Street,residential,True,60.608999999999995,,20 mph,"LINESTRING (-1.0759725 53.9674065, -1.0764257 53.9675928, -1.0767377 53.9677138)",,,
4423244,,False,,Dodsworth Avenue,residential,True,93.992,,30 mph,"LINESTRING (-1.069016 53.9681329, -1.0686773 53.9677888, -1.0682959 53.9674014)",,,
4430145,,False,,Mill Lane,tertiary,False,89.986,,30 mph,"LINESTRING (-1.0669548 53.9649608, -1.0669695 53.9650206, -1.0669934 53.9650856, -1.0671475 53.965361, -1.0672227 53.9654789, -1.0672766 53.9655632, -1.0673307 53.9656477, -1.0673822 53.9657283)",4,,
23813765,,False,,Harcourt Street,residential,True,65.68,,20 mph,"LINESTRING (-1.0669548 53.9649608, -1.0669191 53.9648987, -1.0668656 53.9647722, -1.0668216 53.9646635, -1.0667189 53.964387)",,,
304224848,,False,2,Hawthorn Grove,tertiary,True,48.42400000000001,,30 mph,"LINESTRING (-1.0669548 53.9649608, -1.0670896 53.9649087, -1.0672728 53.9648249, -1.0675349 53.9646912)",,,
4430145,,False,,Mill Lane,tertiary,False,89.779,,30 mph,"LINESTRING (-1.0673822 53.9657283, -1.0676366 53.9660209, -1.0676737 53.9660621, -1.0679833 53.9664105, -1.0680158 53.9664445)",4,,
4430145,,False,,Mill Lane,tertiary,True,89.98599999999999,,30 mph,"LINESTRING (-1.0673822 53.9657283, -1.0673307 53.9656477, -1.0672766 53.9655632, -1.0672227 53.9654789, -1.0671475 53.965361, -1.0669934 53.9650856, -1.0669695 53.9650206, -1.0669548 53.9649608)",4,,
4430147,,False,,Villa Grove,residential,True,72.98400000000001,,20 mph,"LINESTRING (-1.0697666 53.9666356, -1.0698421 53.9665494, -1.0698876 53.9664981, -1.0699345 53.9664529, -1.0699358 53.9664365, -1.0699139 53.9663961, -1.0698724 53.9663292, -1.0697865 53.9661882, -1.0697426 53.9660918, -1.0696899 53.9660302)",,,
4430148,,False,1,Dalguise Grove,residential,True,45.767,,,"LINESTRING (-1.0722092 53.96583, -1.0720011 53.9655509, -1.0719813 53.9655258, -1.0719378 53.9654509)",,,
"[318659252, 318658887]",,True,1,Heworth Green,primary,False,40.868,A1036,30 mph,"LINESTRING (-1.0681243 53.9664878, -1.0679899 53.9665202, -1.0679718 53.9665252, -1.0678317 53.9665624, -1.067789 53.9665754, -1.0677217 53.966592, -1.0675378 53.9666025)",3,,
991255133,,True,,Mill Lane,tertiary,False,8.77,,30 mph,"LINESTRING (-1.0681243 53.9664878, -1.0680878 53.9664792, -1.068061 53.9664717, -1.0680342 53.9664587, -1.0680158 53.9664445)",2,,
"[4430198, 174693311]",,True,2,,primary,False,51.904,A1036,30 mph,"LINESTRING (-1.0743017 53.9647555, -1.0744514 53.9647373, -1.0745184 53.9647215, -1.0745821 53.9646998, -1.074659 53.9646642, -1.0746836 53.9646545, -1.0747726 53.964611, -1.0749947 53.9645414)",,,
452784313,,True,2,,primary,False,19.158,A1036,30 mph,"LINESTRING (-1.0743017 53.9647555, -1.0743582 53.9647834, -1.0743938 53.9648164, -1.0744175 53.9648597, -1.0744328 53.9649031)",,roundabout,
"[988849600, 451555757, 130283826, 989055155, 989055157, 4430200]",,True,"['1', '2']",Foss Bank,primary,False,392.8179999999999,A1036,30 mph,"LINESTRING (-1.0739847 53.9648607, -1.0739471 53.9647806, -1.0738919 53.9647139, -1.0736565 53.9645705, -1.0734851 53.9644758, -1.0732919 53.9643691, -1.0729061 53.9641628, -1.0726467 53.9639825, -1.0725717 53.963888, -1.0725335 53.963802, -1.0725303 53.9637222, -1.0725451 53.9636401, -1.0726812 53.9634755, -1.0728574 53.9633377, -1.0730161 53.9632429, -1.0733208 53.9630762, -1.0736405 53.9628899, -1.0739099 53.9627252, -1.0740527 53.9626219, -1.0741355 53.9625554, -1.0743434 53.9623602, -1.0744384 53.9622503, -1.0745284 53.9620867, -1.0745352 53.9620717)",,,
"[989055158, 989055159]",,True,2,,primary,False,25.244,A1036,30 mph,"LINESTRING (-1.0739847 53.9648607, -1.0740169 53.9648311, -1.0740954 53.9647905, -1.0741543 53.964768, -1.0742233 53.964754, -1.0743017 53.9647555)",,roundabout,
989055164,,True,2,,primary,False,3.067,A1036,30 mph,"LINESTRING (-1.0740583 53.9650318, -1.0740201 53.9650158)",,roundabout,
"[318767043, 4433661]",,False,3,Huntington Road,tertiary,False,49.349000000000004,,30 mph,"LINESTRING (-1.0740409 53.9653021, -1.0739737 53.9653877, -1.0738637 53.9655173, -1.0737572 53.9656428, -1.0737153 53.9657023)",,,
"[4426053, 141008638]",,True,,Park Crescent,residential,False,113.06,,"['20 mph', '30 mph']","LINESTRING (-1.0740409 53.9653021, -1.0744284 53.9653862, -1.0747321 53.9654753, -1.0748585 53.965528, -1.0754993 53.96583)",,,
"[935153241, 318663385, 318655443]",,True,"['3', '2']",Huntington Road,tertiary,False,30.476000000000003,,30 mph,"LINESTRING (-1.0740409 53.9653021, -1.0740303 53.9652402, -1.0740498 53.9652029, -1.0740658 53.9651641, -1.0740713 53.9651203, -1.0740682 53.9650693, -1.0740583 53.9650318)",,,
4430196,,True,1,Huntington Road,tertiary,False,41.927,,30 mph,"LINESTRING (-1.074374 53.9649847, -1.0741621 53.9652227, -1.0741335 53.9652548, -1.0740409 53.9653021)",,,
989055165,,True,2,,primary,False,22.228,A1036,30 mph,"LINESTRING (-1.074374 53.9649847, -1.0743226 53.9650063, -1.0742624 53.9650222, -1.0741732 53.9650387, -1.0740993 53.9650398, -1.0740583 53.9650318)",,roundabout,
4430214,,False,,Agar Street,residential,True,82.69,,,"LINESTRING (-1.0748516 53.9635984, -1.0748926 53.9636181, -1.0749215 53.9636328, -1.0754908 53.9639038, -1.0755798 53.9639544, -1.0757791 53.9640993)",,,
4430885,,False,4,Layerthorpe,tertiary,False,16.555,,30 mph,"LINESTRING (-1.0740707 53.9613631, -1.0738826 53.9614627)",,,
988849606,yes,True,2,Peasholme Green,tertiary,False,6.989,,,"LINESTRING (-1.0740707 53.9613631, -1.0740978 53.9613023)",,,
"[4430889, 451554986, 4423243]",yes,False,3,"['Monk Bridge', 'Heworth Green']",primary,False,61.608000000000004,A1036,30 mph,"LINESTRING (-1.0733021 53.9651244, -1.0731756 53.9651601, -1.0729356 53.9652254, -1.072511 53.9653245, -1.0724365 53.9653421)",,,
"[989055177, 4430201, 688989645]",yes,True,2,Heworth Green,primary,False,50.862,A1036,30 mph,"LINESTRING (-1.0733021 53.9651244, -1.0734214 53.9650607, -1.073492 53.9650404, -1.0736472 53.9649975, -1.0737634 53.9649688, -1.0738844 53.9649272, -1.0739692 53.9648958)",,,
4437712,,False,,Monkgate Cloisters,residential,False,57.19,,30 mph,"LINESTRING (-1.0768881 53.9635606, -1.0762702 53.9632531, -1.0762204 53.9632286)",,,
318656551,,False,2,Monkgate,primary,False,94.156,A1036,30 mph,"LINESTRING (-1.0768881 53.9635606, -1.0766525 53.9636736, -1.0765401 53.9637321, -1.07649 53.9637591, -1.0764382 53.9637854, -1.076299 53.9638549, -1.076243 53.963888, -1.0761295 53.9639436, -1.0758497 53.9640644, -1.0757791 53.9640993)",,,
