osmid,oneway,name,highway,access,reversed,length,maxspeed,geometry,bridge,lanes,ref
"[1208492612, 1090874949, 1090874933, 572953143, 572953144, 1090874937, 1090874939, 1090874940]",False,South Main Street,trunk,,False,253.43800000000005,30 mph,"LINESTRING (-73.0575168 41.9191618, -73.057641 41.9192792, -73.057999 41.9195596, -73.0580178 41.9195743, -73.0581098 41.9196463, -73.0581639 41.9196855, -73.0583198 41.9197983, -73.0584148 41.9198704, -73.0584943 41.9199308, -73.0587484 41.9201236, -73.0590048 41.9203038, -73.0590682 41.9203484, -73.0592273 41.9204602, -73.0595747 41.9206572, -73.059627 41.9206869, -73.0597196 41.9207379)",yes,"['4', '3']",US 44;CT 8;CT 183
"[61238644, 1090874949]",False,South Main Street,trunk,,True,277.094,30 mph,"LINESTRING (-73.0575168 41.9191618, -73.0573954 41.9190349, -73.0573168 41.9189288, -73.0572408 41.9188125, -73.0572317 41.9187937, -73.0570763 41.9184719, -73.0567881 41.9178205, -73.0567531 41.9177561, -73.0566393 41.9175511, -73.0566178 41.9175127, -73.0565187 41.9173249, -73.0562713 41.9168564)",,3,US 44;CT 8;CT 183
17193475,False,Colony Drive,tertiary,,False,596.383,,"LINESTRING (-73.0543213 41.9184099, -73.0545007 41.9190227, -73.0546274 41.9194609, -73.0547651 41.9199141, -73.0550389 41.9208687, -73.0551155 41.9210242, -73.0551873 41.9211349, -73.0553029 41.9212871, -73.0555974 41.921623, -73.0558383 41.9219042, -73.0560531 41.9221425, -73.056167 41.9223033, -73.0562213 41.9224055, -73.056255 41.9225319, -73.0563422 41.9233988, -73.0563495 41.9234712)",,,
17193476,False,Kittredge Lane,residential,,False,170.99900000000002,,"LINESTRING (-73.0543213 41.9184099, -73.0544361 41.918392, -73.0548629 41.9183137, -73.0550453 41.9182872, -73.0551719 41.9182819, -73.0552738 41.9182887, -73.0553451 41.9183093, -73.0553942 41.9183617, -73.0554528 41.9185608, -73.055477 41.9186648, -73.055486 41.9187034, -73.0555177 41.9188471, -73.0555636 41.9190439)",,,
17198976,False,Wetmore Avenue,tertiary,,False,196.39,25 mph,"LINESTRING (-73.059892 41.9250952, -73.0599582 41.9251091, -73.0600366 41.9251215, -73.0606441 41.9252535, -73.060763 41.9252771, -73.0609667 41.9253175, -73.0611005 41.9253441, -73.0621208 41.9255427, -73.0621837 41.9255549)",,,
452964843,False,North Main Street,primary,,True,148.983,30 mph,"LINESTRING (-73.059892 41.9250952, -73.0598949 41.9250528, -73.0598828 41.9250145, -73.059929 41.9246595, -73.0599729 41.9242092, -73.059984 41.9240954, -73.0599853 41.9240821, -73.0600167 41.9237605)",,2,CT 8
17195343,True,Park Place,primary,,False,254.957,30 mph,"LINESTRING (-73.0597196 41.9207379, -73.0597025 41.9211729, -73.0597019 41.9211861, -73.0596851 41.9216133, -73.059683 41.9216667, -73.0596722 41.9217234, -73.0596496 41.9221413, -73.0596532 41.9222207, -73.0596544 41.9222823, -73.0596686 41.922328, -73.0596721 41.9223383, -73.0597167 41.9224686, -73.0597285 41.9225029, -73.0597928 41.9226265, -73.0599059 41.922844, -73.0599806 41.9229876)",,1,CT 8
61238649,False,South Main Street,trunk,,True,76.852,30 mph,"LINESTRING (-73.0597196 41.9207379, -73.0600509 41.9208439, -73.0602802 41.9209233, -73.060579 41.9209983)",,4,US 44;CT 8;CT 183
"[1208492612, 1090874949, 1090874933, 572953143, 572953144, 1090874937, 1090874939, 1090874940]",False,South Main Street,trunk,,True,253.438,30 mph,"LINESTRING (-73.0597196 41.9207379, -73.059627 41.9206869, -73.0595747 41.9206572, -73.0592273 41.9204602, -73.0590682 41.9203484, -73.0590048 41.9203038, -73.0587484 41.9201236, -73.0584943 41.9199308, -73.0584148 41.9198704, -73.0583198 41.9197983, -73.0581639 41.9196855, -73.0581098 41.9196463, -73.0580178 41.9195743, -73.057999 41.9195596, -73.057641 41.9192792, -73.0575168 41.9191618)",yes,"['4', '3']",US 44;CT 8;CT 183
452964844,True,,primary_link,,False,25.586,30 mph,"LINESTRING (-73.0599806 41.9229876, -73.0600812 41.9230021, -73.0600999 41.9230048, -73.0601738 41.9230036, -73.0602876 41.9230018)",,,
659143765,True,Park Place,primary,,False,29.485,30 mph,"LINESTRING (-73.0599806 41.9229876, -73.060024 41.9231566, -73.0600641 41.9232448)",,1,CT 8
17197802,False,Waldron Street,residential,,True,267.742,,"LINESTRING (-73.0549628 41.9256652, -73.0550486 41.9245237, -73.055138 41.92422, -73.0554575 41.9233691, -73.0554829 41.9233015)",,,
17194453,False,Strong Terrace,residential,,False,598.2719999999998,,"LINESTRING (-73.057322 41.9193042, -73.0572801 41.9192314, -73.0571717 41.919039, -73.0570794 41.9188538, -73.0569722 41.9186295, -73.0569056 41.9185201, -73.0568563 41.918485, -73.0567887 41.9184706, -73.0566825 41.9184786, -73.056484 41.9185057, -73.0564218 41.9185329, -73.0563949 41.9185776, -73.0563917 41.9186422, -73.056398 41.9187449, -73.0564315 41.9189894, -73.0564415 41.9190625, -73.056489 41.9193671, -73.0565732 41.919825, -73.056652 41.9202516, -73.0567432 41.92069, -73.0567822 41.9207719, -73.0568277 41.9208059, -73.0569652 41.9208404, -73.0571048 41.920852, -73.0571784 41.9208256, -73.0571922 41.9207775, -73.0571911 41.9206976, -73.0571464 41.9203287, -73.0571873 41.9196338, -73.0571857 41.9194433, -73.0572312 41.9193582, -73.057322 41.9193042)",,,
17194453,False,Strong Terrace,residential,,True,598.272,,"LINESTRING (-73.057322 41.9193042, -73.0572312 41.9193582, -73.0571857 41.9194433, -73.0571873 41.9196338, -73.0571464 41.9203287, -73.0571911 41.9206976, -73.0571922 41.9207775, -73.0571784 41.9208256, -73.0571048 41.920852, -73.0569652 41.9208404, -73.0568277 41.9208059, -73.0567822 41.9207719, -73.0567432 41.92069, -73.056652 41.9202516, -73.0565732 41.919825, -73.056489 41.9193671, -73.0564415 41.9190625, -73.0564315 41.9189894, -73.056398 41.9187449, -73.0563917 41.9186422, -73.0563949 41.9185776, -73.0564218 41.9185329, -73.056484 41.9185057, -73.0566825 41.9184786, -73.0567887 41.9184706, -73.0568563 41.918485, -73.0569056 41.9185201, -73.0569722 41.9186295, -73.0570794 41.9188538, -73.0571717 41.919039, -73.0572801 41.9192314, -73.057322 41.9193042)",,,
17194453,False,Strong Terrace,residential,,False,12.906,,"LINESTRING (-73.057322 41.9193042, -73.0573391 41.9193023, -73.0574275 41.9192925, -73.0574768 41.9192931)",,,
"[17192656, 237057483, 237057484]",False,Rowley Street,secondary,,False,335.16999999999996,35 mph,"LINESTRING (-73.0627118 41.9184558, -73.0626655 41.9185717, -73.0625791 41.9187441, -73.0625036 41.9188586, -73.0623992 41.9189824, -73.0622605 41.9191365, -73.0619629 41.9194631, -73.0615248 41.9199539, -73.0615121 41.9199683, -73.0611892 41.9203343, -73.0610698 41.9204696, -73.0609472 41.9206307, -73.060738 41.9208977, -73.060579 41.9209983)",yes,,
17187208,True,Chestnut Street,residential,,False,9.983,25 mph,"LINESTRING (-73.0657829 41.9211283, -73.0657506 41.9212148)",,,
1090839060,True,Main Street,trunk,,False,107.66799999999999,30 mph,"LINESTRING (-73.0657829 41.9211283, -73.0655427 41.9210708, -73.0652434 41.9209989, -73.0648768 41.9209381, -73.064655 41.9209138, -73.0645204 41.9209178)",,1,US 44;CT 183
17187942,False,Holabird Avenue,residential,yes,True,74.138,,"LINESTRING (-73.0563495 41.9234712, -73.0554829 41.9233015)",,,
1018865774,False,Holabird Avenue,tertiary,yes,False,5.354,,"LINESTRING (-73.0563495 41.9234712, -73.0564125 41.9234822)",,,
17193475,False,Colony Drive,tertiary,,True,596.383,,"LINESTRING (-73.0563495 41.9234712, -73.0563422 41.9233988, -73.056255 41.9225319, -73.0562213 41.9224055, -73.056167 41.9223033, -73.0560531 41.9221425, -73.0558383 41.9219042, -73.0555974 41.921623, -73.0553029 41.9212871, -73.0551873 41.9211349, -73.0551155 41.9210242, -73.0550389 41.9208687, -73.0547651 41.9199141, -73.0546274 41.9194609, -73.0545007 41.9190227, -73.0543213 41.9184099)",,,
17193476,False,Kittredge Lane,residential,,True,170.99900000000002,,"LINESTRING (-73.0555636 41.9190439, -73.0555177 41.9188471, -73.055486 41.9187034, -73.055477 41.9186648, -73.0554528 41.9185608, -73.0553942 41.9183617, -73.0553451 41.9183093, -73.0552738 41.9182887, -73.0551719 41.9182819, -73.0550453 41.9182872, -73.0548629 41.9183137, -73.0544361 41.918392, -73.0543213 41.9184099)",,,
"[1090839093, 1090839094]",True,Chestnut Street,residential,,False,192.407,25 mph,"LINESTRING (-73.0657506 41.9212148, -73.0657178 41.921301, -73.0657082 41.9213399, -73.0656364 41.9215775, -73.0656205 41.9217427, -73.0656041 41.9220416, -73.0656083 41.9222548, -73.0655643 41.9229337)",,1,
17192441,False,Whiting Street,residential,,False,501.668,25 mph,"LINESTRING (-73.0574768 41.9192931, -73.0574824 41.9193516, -73.0575081 41.9194484, -73.057704 41.9199623, -73.0578772 41.9203293, -73.057966 41.9205565, -73.0582237 41.9213259, -73.0584477 41.9219965, -73.0585128 41.9221915, -73.0588219 41.9235267, -73.0588285 41.923604, -73.058835 41.9236812)",,,
17192441,False,Whiting Street,residential,,True,15.158000000000001,25 mph,"LINESTRING (-73.0574768 41.9192931, -73.0574769 41.9192472, -73.0575168 41.9191618)",,,
17194453,False,Strong Terrace,residential,,True,12.905999999999999,,"LINESTRING (-73.0574768 41.9192931, -73.0574275 41.9192925, -73.0573391 41.9193023, -73.057322 41.9193042)",,,
17197438,False,Gilbert Avenue,residential,,False,72.636,25 mph,"LINESTRING (-73.0576171 41.9229343, -73.0576332 41.9229758, -73.0576429 41.92307, -73.0576464 41.9231677, -73.0576421 41.9233812, -73.05766 41.9234882, -73.0576801 41.9235835)",,,
