osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,name,ref,bridge
1073007879,False,,primary,30 mph,,False,78.875,"LINESTRING (-0.481609 51.5421184, -0.4815924 51.5422632, -0.4815785 51.5423888, -0.4815587 51.5428269)",Cowley Road,A408,
1073007879,False,,primary,30 mph,,True,113.38199999999999,"LINESTRING (-0.481609 51.5421184, -0.4817237 51.5416766, -0.4817986 51.5413631, -0.4818292 51.5411086)",Cowley Road,A408,
"[1073007878, 1073007879]",False,,primary,30 mph,,False,70.0,"LINESTRING (-0.4818672 51.5404797, -0.4818665 51.5406136, -0.4818529 51.5407843, -0.4818525 51.5408581, -0.4818292 51.5411086)",Cowley Road,A408,
4408047,False,,unclassified,30 mph,,False,118.79499999999999,"LINESTRING (-0.4798903 51.5457572, -0.480045 51.5456205, -0.4800624 51.5456051, -0.4802262 51.5454674, -0.4803688 51.5453669, -0.4806157 51.5451645, -0.4808014 51.5450154, -0.4809355 51.54491)",Windsor Street,,
"[938604098, 1215420674, 4408046, 677467611, 313259390]",True,,unclassified,30 mph,,False,169.117,"LINESTRING (-0.4798903 51.5457572, -0.4798884 51.5458218, -0.4798477 51.5459237, -0.4797564 51.5460797, -0.4796797 51.5461481, -0.4796502 51.5461657, -0.4796138 51.5461837, -0.4795848 51.5461917, -0.4795566 51.5461963, -0.4795315 51.5461984, -0.4795022 51.5461981, -0.4794982 51.5461953, -0.4794909 51.5461903, -0.47944 51.5461591, -0.4790468 51.5458836, -0.4791385 51.545838, -0.4791929 51.5458181, -0.4792208 51.5458091, -0.4792486 51.545804, -0.4793512 51.5457943, -0.4796487 51.5457845, -0.4797674 51.5457737, -0.4798903 51.5457572)","['Windsor Street', 'High Street']",,
"[4408049, 524473885, 49578942, 533280119]",False,,tertiary,30 mph,,True,306.771,"LINESTRING (-0.4814553 51.5485631, -0.4813889 51.5484613, -0.4813695 51.5484315, -0.4813369 51.548378, -0.4812821 51.5482879, -0.4811467 51.548079, -0.4811363 51.5480634, -0.4809765 51.5478345, -0.4809089 51.5477457, -0.4806196 51.5473485, -0.480567 51.5472683, -0.4805228 51.547217, -0.4804775 51.5471906, -0.4804125 51.5471771, -0.4803419 51.5471739, -0.480256 51.5471762, -0.480146 51.5472054, -0.4796479 51.5473468, -0.4792934 51.5474473, -0.4792653 51.5474553, -0.4792501 51.5474632, -0.4787251 51.5477355)","['Belmont Road', 'High Street']",,
4408645,True,,tertiary,30 mph,,False,19.241,"LINESTRING (-0.4814553 51.5485631, -0.4815193 51.5485748, -0.4815793 51.5486045, -0.4816268 51.5486346, -0.4816864 51.5486537)",High Street,,
"[373396192, 373396193, 4408253]",False,,residential,,,False,223.85300000000004,"LINESTRING (-0.4783339 51.5446393, -0.4783256 51.5445854, -0.4782251 51.5443791, -0.4782078 51.5443403, -0.4779217 51.5438437, -0.4779065 51.5438172, -0.4778996 51.5437945, -0.4778936 51.5437756, -0.4778704 51.5437027, -0.4778172 51.5435351, -0.4777726 51.543357, -0.477778 51.5432133, -0.4778234 51.5431087, -0.4779057 51.5429775, -0.4779443 51.5429022, -0.4779724 51.5428524, -0.4780182 51.5427732, -0.4780576 51.5427067)",Cricketfield Road,,
"[1073007881, 4408044]",False,,unclassified,,,False,81.054,"LINESTRING (-0.4783339 51.5446393, -0.4790638 51.5445447, -0.4792956 51.5445146, -0.4794783 51.5444828)",Vine Street,,
"[1073007881, 4408044]",False,,unclassified,,,True,81.054,"LINESTRING (-0.4794783 51.5444828, -0.4792956 51.5445146, -0.4790638 51.5445447, -0.4783339 51.5446393)",Vine Street,,
4409465,True,,unclassified,,,False,24.185,"LINESTRING (-0.4794783 51.5444828, -0.4795699 51.5444279, -0.4796153 51.5443921, -0.4796412 51.5443589, -0.4796804 51.5443086)",,,
4425923,False,,residential,,,False,136.797,"LINESTRING (-0.4787251 51.5477355, -0.4789612 51.547917, -0.479057 51.5479934, -0.4793254 51.5482028, -0.479366 51.5482183, -0.4794075 51.5482258, -0.4794438 51.5482269, -0.4794802 51.5482237, -0.4795345 51.54821, -0.4795725 51.5481938, -0.4795981 51.5481758, -0.4798915 51.5480181, -0.4799004 51.5480132, -0.4801653 51.5479136)",Redford Way,,
"[4408049, 524473885, 49578942, 533280119]",False,,tertiary,30 mph,,False,306.771,"LINESTRING (-0.4787251 51.5477355, -0.4792501 51.5474632, -0.4792653 51.5474553, -0.4792934 51.5474473, -0.4796479 51.5473468, -0.480146 51.5472054, -0.480256 51.5471762, -0.4803419 51.5471739, -0.4804125 51.5471771, -0.4804775 51.5471906, -0.4805228 51.547217, -0.480567 51.5472683, -0.4806196 51.5473485, -0.4809089 51.5477457, -0.4809765 51.5478345, -0.4811363 51.5480634, -0.4811467 51.548079, -0.4812821 51.5482879, -0.4813369 51.548378, -0.4813695 51.5484315, -0.4813889 51.5484613, -0.4814553 51.5485631)","['Belmont Road', 'High Street']",,
"[677483580, 524473885]",False,,tertiary,30 mph,,True,113.88499999999999,"LINESTRING (-0.4787251 51.5477355, -0.4782306 51.5479775, -0.4780232 51.5480839, -0.4779948 51.5480985, -0.477623 51.5482731, -0.4774903 51.5483222, -0.4773991 51.5483281)",Belmont Road,,
"[44051377, 49904828, 4409463]",True,"['3', '2']",primary,"['40 mph', '30 mph']",,False,162.265,"LINESTRING (-0.4789558 51.5434138, -0.4792162 51.543606, -0.4795567 51.5439278, -0.4797292 51.5441904, -0.4797938 51.5442649, -0.4798706 51.544332, -0.4799502 51.544395, -0.480076 51.5444304, -0.4801574 51.5444426, -0.4802157 51.5444467, -0.4803294 51.5444456, -0.4804016 51.5444325)",Hillingdon Road,A4020,
4408252,True,,unclassified,30 mph,,False,103.06899999999999,"LINESTRING (-0.4780576 51.5427067, -0.4781908 51.5427176, -0.4783712 51.5428711, -0.4786351 51.5431162, -0.4789558 51.5434138)",,,
373396193,False,,residential,,,False,61.081999999999994,"LINESTRING (-0.4780576 51.5427067, -0.4780621 51.542489, -0.478055 51.5423506, -0.4780466 51.5423215, -0.478008 51.5421597)",Cricketfield Road,,
"[373396192, 373396193, 4408253]",False,,residential,,,True,223.85299999999995,"LINESTRING (-0.4780576 51.5427067, -0.4780182 51.5427732, -0.4779724 51.5428524, -0.4779443 51.5429022, -0.4779057 51.5429775, -0.4778234 51.5431087, -0.477778 51.5432133, -0.4777726 51.543357, -0.4778172 51.5435351, -0.4778704 51.5437027, -0.4778936 51.5437756, -0.4778996 51.5437945, -0.4779065 51.5438172, -0.4779217 51.5438437, -0.4782078 51.5443403, -0.4782251 51.5443791, -0.4783256 51.5445854, -0.4783339 51.5446393)",Cricketfield Road,,
373396193,False,,residential,,,True,61.081999999999994,"LINESTRING (-0.478008 51.5421597, -0.4780466 51.5423215, -0.478055 51.5423506, -0.4780621 51.542489, -0.4780576 51.5427067)",Cricketfield Road,,
224001116,True,5,primary,30 mph,circular,False,13.311,"LINESTRING (-0.4824377 51.5449599, -0.4823728 51.5450726)",Trumper Way,A4020,
"[4408451, 1073007884]",True,3,primary,30 mph,circular,False,38.05,"LINESTRING (-0.4823728 51.5450726, -0.4822928 51.54513, -0.4822236 51.5451708, -0.4821645 51.5451996, -0.4821128 51.5452168, -0.4820433 51.5452317, -0.4819674 51.5452381, -0.4819185 51.5452384)",,A4020,
"[1136817480, 1136817481, 4408492, 589346447]",True,2,primary,30 mph,,False,293.8879999999999,"LINESTRING (-0.4823728 51.5450726, -0.4823514 51.5452062, -0.4823367 51.5452396, -0.4823188 51.5452808, -0.4823082 51.545329, -0.4823135 51.5453664, -0.4823285 51.5453985, -0.4826342 51.5458435, -0.4829918 51.5464248, -0.4831677 51.5467287, -0.4832981 51.5470658, -0.4833273 51.5471414, -0.4833274 51.547249, -0.4833544 51.547351, -0.4833692 51.5473852, -0.4833749 51.5473984, -0.4833853 51.5474187, -0.4833984 51.5474461, -0.4834247 51.5474813, -0.4834612 51.5475882)",Oxford Road,A4020,
43026895,False,,primary,30 mph,,True,40.407,"LINESTRING (-0.4827448 51.5447817, -0.4833264 51.5447467)",New Windsor Street,A4007,
"[4408457, 407504091]",True,1,primary,30 mph,,False,29.516,"LINESTRING (-0.4827448 51.5447817, -0.4826327 51.5448233, -0.4825747 51.54485, -0.4825378 51.544873, -0.4824377 51.5449599)",Rockingham Road,A4007,
"[224001109, 407504758]",True,4,primary,30 mph,circular,False,42.931,"LINESTRING (-0.4834612 51.5475882, -0.4835022 51.5476363, -0.4835133 51.5476854, -0.4835073 51.547737, -0.4834898 51.5478118, -0.4834232 51.5479609)",,,
"[1073007874, 4408647]",True,,residential,,,False,14.882,"LINESTRING (-0.4818711 51.5488881, -0.481785 51.548877, -0.4816858 51.5488274)",High Street,,
4408648,False,,residential,,,False,85.149,"LINESTRING (-0.4818711 51.5488881, -0.4819608 51.5489451, -0.4821002 51.5490337, -0.4823028 51.5491624, -0.482319 51.5491711, -0.4824097 51.5492199, -0.4827672 51.5494124)",High Street,,
4408644,True,,tertiary,30 mph,,False,12.885,"LINESTRING (-0.4816858 51.5488274, -0.4815618 51.5487409)",,,
47717838,True,,secondary,30 mph,,False,17.72,"LINESTRING (-0.4816858 51.5488274, -0.4815921 51.5488914, -0.481489 51.5489259)",Harefield Road,B467,
4409360,False,,secondary,30 mph,,True,21.188,"LINESTRING (-0.481489 51.5489259, -0.4813251 51.5490869)",Harefield Road,B467,
4408642,True,,secondary,30 mph,,False,21.372999999999998,"LINESTRING (-0.481489 51.5489259, -0.481502 51.5488426, -0.4815031 51.5488356, -0.4815618 51.5487409)",Harefield Road,B467,
47717837,True,,secondary,30 mph,,False,105.41700000000002,"LINESTRING (-0.4816864 51.5486537, -0.4818313 51.5485679, -0.4820747 51.5483734, -0.482418 51.5480816, -0.4824556 51.548057, -0.4825213 51.5480071, -0.4826406 51.5479164)",Harefield Road,B467,
50438404,True,,tertiary,30 mph,,False,21.631,"LINESTRING (-0.4815618 51.5487409, -0.4814862 51.5486526, -0.4814539 51.5486147, -0.4814553 51.5485631)",High Street,,
50438405,True,,secondary,30 mph,,False,13.075,"LINESTRING (-0.4815618 51.5487409, -0.4816258 51.5486851, -0.4816864 51.5486537)",Harefield Road,B467,
"[989263556, 1136815656, 373396425, 373396426, 4408491]",True,2,primary,30 mph,,False,288.52200000000005,"LINESTRING (-0.4828574 51.5475975, -0.4830399 51.5474209, -0.4830805 51.5473816, -0.4831202 51.5473338, -0.4831744 51.5472393, -0.4831766 51.5471117, -0.4831104 51.5468636, -0.483017 51.5466476, -0.4829055 51.5464769, -0.4828301 51.5463614, -0.4828015 51.5463181, -0.4826544 51.5460972, -0.4826258 51.5460519, -0.4825168 51.5458799, -0.4824977 51.5458457, -0.4824566 51.5457863, -0.4823396 51.5456139, -0.4822112 51.5454504, -0.4821629 51.5453996, -0.4821333 51.5453685, -0.4820912 51.5453298, -0.4819185 51.5452384)",Oxford Road,A4020,
"[4408490, 1073007875, 1073007876]",True,,primary,30 mph,circular,False,47.763,"LINESTRING (-0.4828574 51.5475975, -0.4830215 51.5475164, -0.4831086 51.5475029, -0.4832029 51.5475005, -0.4832352 51.5475064, -0.4832743 51.5475153, -0.4833561 51.5475394, -0.48341 51.5475649, -0.4834612 51.5475882)",,,
427364113,False,,residential,,,True,175.447,"LINESTRING (-0.4818292 51.5411086, -0.4813683 51.5411141, -0.4810402 51.5411457, -0.4807475 51.5412336, -0.4805167 51.541384, -0.4803014 51.5414927, -0.4799165 51.5415785, -0.4795256 51.5416264)",Cotswold Close,,
1073007879,False,,primary,30 mph,,False,113.382,"LINESTRING (-0.4818292 51.5411086, -0.4817986 51.5413631, -0.4817237 51.5416766, -0.481609 51.5421184)",Cowley Road,A408,
"[1073007878, 1073007879]",False,,primary,30 mph,,True,70.0,"LINESTRING (-0.4818292 51.5411086, -0.4818525 51.5408581, -0.4818529 51.5407843, -0.4818665 51.5406136, -0.4818672 51.5404797)",Cowley Road,A408,
1073007880,False,,primary,30 mph,,False,19.238,"LINESTRING (-0.4816131 51.5436388, -0.4815678 51.5438095)",Cowley Road,A408,
4408749,False,,residential,,,False,39.759,"LINESTRING (-0.4816131 51.5436388, -0.4819148 51.5436089, -0.4820171 51.5435934, -0.4821766 51.5435693)",Wellington Road,,
"[1073007880, 1073007879]",False,,primary,30 mph,,True,90.535,"LINESTRING (-0.4816131 51.5436388, -0.4816164 51.5435985, -0.4816199 51.5435552, -0.4816261 51.5434294, -0.48162 51.543373, -0.4815745 51.5431585, -0.4815587 51.5428269)",Cowley Road,A408,
4408749,False,,residential,,,False,28.119999999999997,"LINESTRING (-0.4821766 51.5435693, -0.4822395 51.5435595, -0.4825711 51.543508)",Wellington Road,,
4408749,False,,residential,,,True,39.759,"LINESTRING (-0.4821766 51.5435693, -0.4820171 51.5435934, -0.4819148 51.5436089, -0.4816131 51.5436388)",Wellington Road,,
650604219,False,,residential,,,False,161.543,"LINESTRING (-0.4821766 51.5435693, -0.4820982 51.5433088, -0.4820487 51.5431351, -0.4820148 51.5429465, -0.4819897 51.5427581, -0.4819757 51.5425073, -0.4819699 51.5423689, -0.4819931 51.5421262)",,,
4408749,False,,residential,,,False,22.177999999999997,"LINESTRING (-0.4825711 51.543508, -0.4827519 51.5434834, -0.4828837 51.5434635)",Wellington Road,,
4408749,False,,residential,,,True,28.119999999999997,"LINESTRING (-0.4825711 51.543508, -0.4822395 51.5435595, -0.4821766 51.5435693)",Wellington Road,,
71394514,False,,residential,,,False,130.263,"LINESTRING (-0.4825711 51.543508, -0.482466 51.5432374, -0.4824097 51.542977, -0.4823703 51.5426332, -0.4823809 51.5423476)",Cobden Close,,
4408749,False,,residential,,,True,23.104,"LINESTRING (-0.4832088 51.5434156, -0.4828837 51.5434635)",Wellington Road,,
427364113,False,,residential,,,False,175.44699999999997,"LINESTRING (-0.4795256 51.5416264, -0.4799165 51.5415785, -0.4803014 51.5414927, -0.4805167 51.541384, -0.4807475 51.5412336, -0.4810402 51.5411457, -0.4813683 51.5411141, -0.4818292 51.5411086)",Cotswold Close,,
49984719,True,3,primary,30 mph,circular,False,59.521,"LINESTRING (-0.4804016 51.5444325, -0.4804597 51.5443968, -0.4811203 51.54414)",Cowley Road,A4020,
49904821,True,2,primary,30 mph,,False,27.923000000000002,"LINESTRING (-0.4799461 51.5444943, -0.4798071 51.5444237, -0.4797915 51.5444103, -0.4796804 51.5443086)",Hillingdon Road,A4020,
126221822,True,,unclassified,,,False,32.660999999999994,"LINESTRING (-0.4799461 51.5444943, -0.4798372 51.5444767, -0.4797333 51.5444758, -0.479573 51.5444855, -0.4794783 51.5444828)",,,
4425925,False,,residential,,,True,127.609,"LINESTRING (-0.4794381 51.5484401, -0.478001 51.5491601)",Wilmar Close,,
4425925,False,,residential,,,False,127.609,"LINESTRING (-0.478001 51.5491601, -0.4794381 51.5484401)",Wilmar Close,,
4425924,False,,residential,,,True,98.113,"LINESTRING (-0.478001 51.5491601, -0.4776528 51.5487046, -0.4776409 51.5486897, -0.4774066 51.5484098, -0.4773731 51.548369)",Lancaster Road,,
4408648,False,,residential,,,True,85.14899999999999,"LINESTRING (-0.4827672 51.5494124, -0.4824097 51.5492199, -0.482319 51.5491711, -0.4823028 51.5491624, -0.4821002 51.5490337, -0.4819608 51.5489451, -0.4818711 51.5488881)",High Street,,
8310785,False,,unclassified,,,False,150.52099999999996,"LINESTRING (-0.4866653 51.5460525, -0.486687 51.5459873, -0.4866952 51.5458406, -0.486699 51.5457724, -0.4866988 51.5456986, -0.4866984 51.5455594, -0.4866643 51.5450723, -0.48663 51.5449548, -0.4865528 51.5448961, -0.486321 51.5447947)",Florence Way,,
"[43899018, 43899019, 151580324]",False,,primary,30 mph,,False,133.85,"LINESTRING (-0.4887586 51.5426168, -0.4886502 51.5428597, -0.488554 51.5430667, -0.4884983 51.543155, -0.4884214 51.5432168, -0.4882893 51.5432708, -0.487896 51.543403, -0.4877968 51.5434477, -0.4877559 51.5434776, -0.4876839 51.5435332)","[""Saint John's Road"", 'Rockingham Road']",A4007,yes
25690751,False,,residential,20 mph,,True,25.547,"LINESTRING (-0.4868188 51.5413303, -0.4868017 51.5411008)",Waterloo Road,,
75612462,False,,residential,,,True,25.69,"LINESTRING (-0.4868188 51.5413303, -0.4871902 51.5413349)",Black Horse Place,,
25690751,False,,residential,20 mph,,False,118.73599999999999,"LINESTRING (-0.4868188 51.5413303, -0.4868432 51.5418794, -0.4868515 51.5420675, -0.4868662 51.5423977)",Waterloo Road,,
23506823,False,,residential,,,False,50.636,"LINESTRING (-0.4869634 51.543242, -0.486819 51.5432604, -0.486778 51.5432606, -0.4867402 51.5432571, -0.4862828 51.5431231)",Fray's Waye,,
25690751,False,,residential,20 mph,,False,59.762,"LINESTRING (-0.4869634 51.543242, -0.4870575 51.5432941, -0.4871307 51.5433394, -0.4873235 51.5434069, -0.4876839 51.5435332)",Waterloo Road,,
25690751,False,,residential,20 mph,,True,94.351,"LINESTRING (-0.4869634 51.543242, -0.4869052 51.5430692, -0.4868804 51.5427168, -0.4868662 51.5423977)",Waterloo Road,,
25690751,False,,residential,20 mph,,True,59.762,"LINESTRING (-0.4876839 51.5435332, -0.4873235 51.5434069, -0.4871307 51.5433394, -0.4870575 51.5432941, -0.4869634 51.543242)",Waterloo Road,,
43899019,False,,primary,30 mph,,False,147.20499999999998,"LINESTRING (-0.4876839 51.5435332, -0.4871324 51.5440425, -0.486959 51.5441827, -0.4867985 51.544297, -0.4865636 51.5444107, -0.4863978 51.5444505, -0.4862643 51.5444711)",Rockingham Road,A4007,
"[43899018, 43899019, 151580324]",False,,primary,30 mph,,True,133.85,"LINESTRING (-0.4876839 51.5435332, -0.4877559 51.5434776, -0.4877968 51.5434477, -0.487896 51.543403, -0.4882893 51.5432708, -0.4884214 51.5432168, -0.4884983 51.543155, -0.488554 51.5430667, -0.4886502 51.5428597, -0.4887586 51.5426168)","[""Saint John's Road"", 'Rockingham Road']",A4007,yes
23506829,False,,residential,,,False,61.851,"LINESTRING (-0.4854885 51.5412182, -0.4855977 51.5411726, -0.4860246 51.5411348, -0.4863554 51.5411203)",Fray's Waye,,
"[23506829, 23506823]",False,,residential,,,True,273.918,"LINESTRING (-0.4854885 51.5412182, -0.4854627 51.5412929, -0.4854541 51.541736, -0.4855228 51.5419015, -0.4855571 51.5421044, -0.4855228 51.5422325, -0.4854198 51.542446, -0.4853642 51.5430742, -0.4859724 51.5430536, -0.4860756 51.5430594, -0.4862828 51.5431231)",Fray's Waye,,
23506818,False,,residential,20 mph,,True,34.657,"LINESTRING (-0.4868017 51.5411008, -0.4867847 51.5407893)",Waterloo Road,,
23506829,False,,residential,,,True,30.941,"LINESTRING (-0.4868017 51.5411008, -0.4863554 51.5411203)",Fray's Waye,,
25690751,False,,residential,20 mph,,False,25.547,"LINESTRING (-0.4868017 51.5411008, -0.4868188 51.5413303)",Waterloo Road,,
23506832,False,,residential,,,False,43.162,"LINESTRING (-0.4859577 51.5445003, -0.485769 51.5441303)",Rockingham Close,,
43899019,False,,primary,30 mph,,True,21.449,"LINESTRING (-0.4859577 51.5445003, -0.4862643 51.5444711)",Rockingham Road,A4007,
43899019,False,,primary,30 mph,,False,92.026,"LINESTRING (-0.4859577 51.5445003, -0.4854298 51.5445661, -0.4853021 51.544584, -0.4846479 51.5446448)",Rockingham Road,A4007,
23506832,False,,residential,,,True,75.59,"LINESTRING (-0.4854713 51.5434762, -0.485769 51.5441303)",Rockingham Close,,
4408151,True,,tertiary,30 mph,roundabout,False,4.996,"LINESTRING (-0.4773991 51.5483281, -0.4773929 51.5483504, -0.4773731 51.548369)",Belmont Road,,
"[677483580, 524473885]",False,,tertiary,30 mph,,False,113.885,"LINESTRING (-0.4773991 51.5483281, -0.4774903 51.5483222, -0.477623 51.5482731, -0.4779948 51.5480985, -0.4780232 51.5480839, -0.4782306 51.5479775, -0.4787251 51.5477355)",Belmont Road,,
313259365,False,,tertiary,,,False,96.233,"LINESTRING (-0.4761465 51.5488918, -0.4770028 51.5485231, -0.4771823 51.5484123, -0.4772509 51.5483694)",Belmont Road,,
"[44051376, 44051377, 4407957]",True,2,primary,40 mph,,False,215.715,"LINESTRING (-0.4761283 51.5427709, -0.4765002 51.542755, -0.4768884 51.5427689, -0.4772132 51.5428003, -0.4777381 51.5428969, -0.4778868 51.5429411, -0.4780922 51.5430028, -0.478597 51.5432233, -0.4789558 51.5434138)",Hillingdon Road,A4020,yes
"[405329378, 4408251]",True,,unclassified,"['40 mph', '30 mph']",,False,136.39000000000001,"LINESTRING (-0.4761283 51.5427709, -0.4765264 51.5426667, -0.4769898 51.5426614, -0.4774359 51.5426721, -0.4778898 51.5426727, -0.4780576 51.5427067)",,,
44914542,False,,unclassified,,,False,92.916,"LINESTRING (-0.4805364 51.54844, -0.4805656 51.5484876, -0.4805926 51.5485316, -0.4807155 51.5486808, -0.4808525 51.548847, -0.4808954 51.5488751, -0.4810859 51.5489997, -0.4812589 51.5490598, -0.4813251 51.5490869)",Warwick Place,,
4409360,False,,secondary,30 mph,,False,21.188,"LINESTRING (-0.4813251 51.5490869, -0.481489 51.5489259)",Harefield Road,B467,
44914542,False,,unclassified,,,True,92.91600000000001,"LINESTRING (-0.4813251 51.5490869, -0.4812589 51.5490598, -0.4810859 51.5489997, -0.4808954 51.5488751, -0.4808525 51.548847, -0.4807155 51.5486808, -0.4805926 51.5485316, -0.4805656 51.5484876, -0.4805364 51.54844)",Warwick Place,,
"[43899019, 43026894, 43026895]",False,,primary,30 mph,,False,32.768,"LINESTRING (-0.4846479 51.5446448, -0.4844945 51.5446606, -0.4843746 51.5446734, -0.4842392 51.5446881, -0.484181 51.544695)","['New Windsor Street', 'Rockingham Road', 'Rockingham Bridge']",A4007,yes
