osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,tunnel,access,junction
22887922,A4018,College Green,primary,20 mph,False,False,188.543,"LINESTRING (-2.5987135 51.4523083, -2.5989451 51.4523049, -2.5991014 51.4523207, -2.5993257 51.4523627, -2.5993847 51.4523791, -2.5996334 51.4524436, -2.5998613 51.4525316, -2.6000576 51.4526064, -2.6002261 51.4526737, -2.6004026 51.4527572, -2.6004849 51.4527962, -2.6006324 51.4528756, -2.6007765 51.4529678, -2.6009948 51.4531286)",2,,,,
38696931,A4018,,primary,20 mph,False,True,23.799,"LINESTRING (-2.5987135 51.4523083, -2.5985516 51.4523266, -2.5983834 51.4523646)",,,,,
3552302,A4018,Park Street,primary,20 mph,False,True,4.835,"LINESTRING (-2.6036209 51.4551531, -2.6035778 51.4551189)",2,,,,
159956816,A4018,Park Street,primary,20 mph,False,False,67.998,"LINESTRING (-2.6036209 51.4551531, -2.6042364 51.4556294)",2,,,,
3552302,A4018,Park Street,primary,20 mph,False,False,105.327,"LINESTRING (-2.6026238 51.4543815, -2.603195 51.4548299, -2.6035778 51.4551189)",2,,,,
3552302,A4018,Park Street,primary,20 mph,False,True,112.558,"LINESTRING (-2.6026238 51.4543815, -2.6022983 51.4541346, -2.6015984 51.4535964)",2,,,,
4308343,,Great George Street,unclassified,20 mph,False,False,166.758,"LINESTRING (-2.6026238 51.4543815, -2.6030418 51.4541676, -2.6034261 51.4539709, -2.6038098 51.4537745, -2.604061 51.4536459, -2.6044835 51.4534296)",,,,,
1254842423,A4,Anchor Road,primary,20 mph,True,False,4.594,"LINESTRING (-2.6036738 51.4505521, -2.6036079 51.4505566)",1,,,,
1254842427,,Lower Lamb Street,unclassified,,True,False,7.549,"LINESTRING (-2.6036738 51.4505521, -2.6036263 51.4506132)",,,,,
135422563,A4,Anchor Road,primary,20 mph,False,False,7.695,"LINESTRING (-2.6023591 51.4506178, -2.602469 51.4506079)",3,,,,
"[27375921, 431992575]",,College Square,residential,,False,False,131.254,"LINESTRING (-2.6023591 51.4506178, -2.6023972 51.4507994, -2.6024216 51.4509324, -2.6024243 51.4510026, -2.6023968 51.4510618, -2.6023905 51.4511287, -2.6024036 51.4512077, -2.6023724 51.4512215, -2.6018379 51.4512699, -2.6018091 51.4512783, -2.6017958 51.451286, -2.6017808 51.4513049, -2.6017802 51.4513375, -2.6017983 51.4514769)",,,,,
"[816806804, 230108676, 230108677, 3730325]",A4,Anchor Road,primary,20 mph,False,True,277.53599999999994,"LINESTRING (-2.6023591 51.4506178, -2.6020096 51.4506528, -2.6015255 51.4507388, -2.6014953 51.4507447, -2.6013214 51.4507778, -2.6011013 51.4508037, -2.6003469 51.4508693, -2.6001792 51.4508858, -2.6000686 51.4508954, -2.6000106 51.4509005, -2.5999581 51.4509117, -2.5997097 51.4509686, -2.599267 51.4511141, -2.5991428 51.4511654, -2.5990208 51.451239, -2.5987977 51.4514099, -2.5987349 51.4514704)","['4', '3', '2']",,,,
"[230108676, 230108677, 816806804, 3730325]",A4,Anchor Road,primary,20 mph,False,False,277.536,"LINESTRING (-2.5987349 51.4514704, -2.5987977 51.4514099, -2.5990208 51.451239, -2.5991428 51.4511654, -2.599267 51.4511141, -2.5997097 51.4509686, -2.5999581 51.4509117, -2.6000106 51.4509005, -2.6000686 51.4508954, -2.6001792 51.4508858, -2.6003469 51.4508693, -2.6011013 51.4508037, -2.6013214 51.4507778, -2.6014953 51.4507447, -2.6015255 51.4507388, -2.6020096 51.4506528, -2.6023591 51.4506178)","['4', '3', '2']",,,,
431578441,A4,Canons Road,primary_link,20 mph,True,False,63.761,"LINESTRING (-2.5987349 51.4514704, -2.5986114 51.4516927, -2.5984779 51.4519174, -2.5984517 51.4520146)",2,,,,
39020690,A38,Rupert Street,primary,20 mph,True,False,47.769,"LINESTRING (-2.5928187 51.4576822, -2.5933084 51.4573798)",2,,,,
4315894,,Christmas Street,unclassified,20 mph,True,False,60.168,"LINESTRING (-2.5958888 51.4563198, -2.5952264 51.4559699)",,,,,
177586105,A38,Rupert Street,primary,20 mph,True,False,112.12,"LINESTRING (-2.5958888 51.4563198, -2.5959377 51.4562224, -2.5960588 51.4558897, -2.596169 51.4556571, -2.5962388 51.4555385, -2.5964032 51.4553711)",2,,,,
38696931,A4018,,primary,20 mph,False,False,23.799,"LINESTRING (-2.5983834 51.4523646, -2.5985516 51.4523266, -2.5987135 51.4523083)",,,,,
686430347,A4018,St Augustine's Parade,primary,20 mph,False,True,30.508,"LINESTRING (-2.5983834 51.4523646, -2.5982482 51.4524691, -2.5982266 51.4524896, -2.5981151 51.452582)",2,,,,
202761561,A38,Lewins Mead,primary,20 mph,True,False,153.29399999999998,"LINESTRING (-2.5954039 51.4571877, -2.5952744 51.4572636, -2.5951546 51.4573199, -2.595024 51.4573791, -2.5948231 51.4574456, -2.5934442 51.4578066)",2,,,,
174536053,,High Street,tertiary,20 mph,False,False,70.828,"LINESTRING (-2.5920761 51.4541458, -2.5921684 51.4542288, -2.5924575 51.454503, -2.5925588 51.454601, -2.5926152 51.4546853)",,,,,
4308343,,Great George Street,unclassified,20 mph,False,True,166.758,"LINESTRING (-2.6044835 51.4534296, -2.604061 51.4536459, -2.6038098 51.4537745, -2.6034261 51.4539709, -2.6030418 51.4541676, -2.6026238 51.4543815)",,,,,
"[4308345, 4308347]",,"['Charlotte Street South', 'Charlotte Street']","['unclassified', 'residential']",20 mph,True,False,270.03400000000005,"LINESTRING (-2.6044835 51.4534296, -2.6049571 51.4537624, -2.6053982 51.454099, -2.6054136 51.4541226, -2.605412 51.4541422, -2.6053961 51.4541548, -2.6048682 51.4544306, -2.6047018 51.4545188, -2.6044323 51.4546654, -2.6043484 51.4547064, -2.6042891 51.4547364, -2.6039772 51.4548962, -2.603912 51.4549311, -2.6035778 51.4551189)",,,,,
7984543,,Bigwood Lane,residential,,False,False,55.47,"LINESTRING (-2.6044835 51.4534296, -2.6041407 51.4531876, -2.6039532 51.4530559)",,,,,
7984544,,Bigwood Lane,residential,,False,False,30.119,"LINESTRING (-2.6039532 51.4530559, -2.6036281 51.4532357)",,,,,
7984544,,Bigwood Lane,residential,,False,True,18.42,"LINESTRING (-2.6039532 51.4530559, -2.6041521 51.452946)",,,,,
7984543,,Bigwood Lane,residential,,False,True,55.47,"LINESTRING (-2.6039532 51.4530559, -2.6041407 51.4531876, -2.6044835 51.4534296)",,,,,
7984544,,Bigwood Lane,residential,,False,False,18.42,"LINESTRING (-2.6041521 51.452946, -2.6039532 51.4530559)",,,,,
7984544,,Bigwood Lane,residential,,False,True,30.119,"LINESTRING (-2.6036281 51.4532357, -2.6039532 51.4530559)",,,,,
4309560,,Culver Street,unclassified,20 mph,False,True,71.861,"LINESTRING (-2.6014873 51.4542622, -2.6012486 51.4540717, -2.6010446 51.4539218, -2.6009698 51.4538984, -2.6008519 51.4538682, -2.6007321 51.4538518)",2,,,,
290600661,,Gaunts Lane,unclassified,,False,False,4.611,"LINESTRING (-2.5989538 51.4534901, -2.5989 51.4535145)",,,,,
290600661,,Gaunts Lane,unclassified,,False,True,42.417,"LINESTRING (-2.5989538 51.4534901, -2.5994163 51.4532402)",,,,,
4311885,,Orchard Lane,unclassified,20 mph,False,True,33.628,"LINESTRING (-2.5989538 51.4534901, -2.5991662 51.4536479, -2.5992657 51.4537218)",,,,,
4311885,,Orchard Lane,unclassified,20 mph,False,False,2.945,"LINESTRING (-2.5995506 51.4539334, -2.5995233 51.4539131)",,,,,
82835688,,Orchard Street,unclassified,,False,True,45.522,"LINESTRING (-2.5995506 51.4539334, -2.6000504 51.4536677)",,,,,
82835702,,Frogmore Street,unclassified,20 mph,False,True,13.826,"LINESTRING (-2.5999299 51.4542506, -2.6001176 51.4542084)",2,,,,
4311382,,Orchard Avenue,unclassified,,True,False,44.147,"LINESTRING (-2.5999299 51.4542506, -2.5998828 51.4541966, -2.5998575 51.4541676, -2.5998261 51.454138, -2.5995506 51.4539334)",,,,,
82835710,,Frogmore Street,unclassified,20 mph,False,False,63.854,"LINESTRING (-2.5999299 51.4542506, -2.599566 51.4543643, -2.5991508 51.4545536)",2,,,,
82835714,,Frogmore Street,unclassified,,True,False,33.436,"LINESTRING (-2.6003256 51.4538791, -2.6005156 51.4537855, -2.600575 51.453772, -2.6006622 51.4537785, -2.6007504 51.4537698)",1,,,,
4311884,,Denmark Avenue,unclassified,,True,False,30.268,"LINESTRING (-2.6000504 51.4536677, -2.6003256 51.4538791)",,,,,
82835688,,Orchard Street,unclassified,,False,False,45.522,"LINESTRING (-2.6000504 51.4536677, -2.5995506 51.4539334)",,,,,
299755621,,Denmark Street,unclassified,20 mph,False,False,5.282,"LINESTRING (-2.6000504 51.4536677, -2.6000024 51.4536308)",2,,,,
163382420,,Trenchard Street,unclassified,20 mph,False,True,26.842000000000002,"LINESTRING (-2.598851 51.4547063, -2.5989249 51.4546717, -2.5990444 51.4546117, -2.5991508 51.4545536)",,,,,
4311385,,Park Street Avenue,unclassified,,True,False,62.068,"LINESTRING (-2.602954 51.4555207, -2.6030716 51.4554223, -2.6032591 51.4553265, -2.6036209 51.4551531)",,,,,
"[422095172, 22888053]",B4051,Park Row,secondary,20 mph,False,False,67.073,"LINESTRING (-2.602954 51.4555207, -2.6036112 51.4556785, -2.6038574 51.4557374)",2,,,,
22888053,B4051,Park Row,secondary,20 mph,False,True,96.219,"LINESTRING (-2.602954 51.4555207, -2.6025808 51.4554397, -2.6024227 51.4554113, -2.6022885 51.4553908, -2.6021893 51.4553788, -2.6020384 51.4553637, -2.6019295 51.455355, -2.6018306 51.4553492, -2.6016596 51.4553468, -2.6016029 51.4553471)",2,,,,
84608997,,Saint Georges Road,unclassified,20 mph,False,False,48.323,"LINESTRING (-2.6030061 51.4526228, -2.6028497 51.4526824, -2.6026534 51.4527638, -2.6025297 51.452816, -2.6024166 51.4528545)",2,,,,
84608997,,Saint Georges Road,unclassified,20 mph,False,True,172.78599999999994,"LINESTRING (-2.6030061 51.4526228, -2.603331 51.4524788, -2.6034177 51.4524307, -2.6034938 51.4523669, -2.6036172 51.4522355, -2.6037654 51.4520797, -2.6037769 51.4520672, -2.6041242 51.4516885, -2.6043071 51.4515299, -2.6043575 51.451474, -2.6043534 51.4514297, -2.6043484 51.451404, -2.6043295 51.4513658)",2,,,,
82835708,,Hobb's Lane,unclassified,,False,True,46.44,"LINESTRING (-2.5997704 51.453447, -2.5992657 51.4537218)",,,,,
299755621,,Denmark Street,unclassified,20 mph,False,True,26.002,"LINESTRING (-2.5997704 51.453447, -2.6000024 51.4536308)",2,,,,
299755621,,Denmark Street,unclassified,20 mph,False,False,33.655,"LINESTRING (-2.5997704 51.453447, -2.5994884 51.4532757, -2.5994163 51.4532402)",2,,,,
203007426,,Saint Michaels Hill,tertiary,20 mph,False,False,43.914,"LINESTRING (-2.5981556 51.457341, -2.5980919 51.4572618, -2.597988 51.457186, -2.5978963 51.4571182, -2.5977622 51.4570349)",,,,,
"[4315897, 730204097]",,Nelson Street,unclassified,20 mph,True,False,160.414,"LINESTRING (-2.5952264 51.4559699, -2.5948381 51.4562679, -2.5947299 51.4563382, -2.5946682 51.45637, -2.5946078 51.4563963, -2.5945388 51.4564172, -2.594429 51.4564421, -2.5940512 51.4565104, -2.5934673 51.4565918, -2.5933603 51.4566039, -2.5932656 51.4566091)",,,,,
"[822231397, 232636355, 562882082, 171255693]",,"['Small Street', 'Quay Street']",unclassified,20 mph,False,True,78.576,"LINESTRING (-2.5952264 51.4559699, -2.5952643 51.4559397, -2.5952959 51.4559146, -2.5953534 51.455861, -2.5957506 51.4554747, -2.5957751 51.4554437, -2.5957917 51.4554233, -2.5957928 51.455392, -2.5957833 51.4553683)",2,,,,
3511958,,Fairfax Street,unclassified,20 mph,True,False,80.915,"LINESTRING (-2.5927293 51.4566902, -2.5926526 51.4566015, -2.5925304 51.4565027, -2.5919941 51.4561764, -2.5919537 51.4561519)",,,,,
"[815885858, 4315899]",,"['Silver Street', 'Nelson Street']",unclassified,20 mph,True,False,158.21099999999998,"LINESTRING (-2.5927293 51.4566902, -2.5920438 51.4568415, -2.5922234 51.4570525, -2.5923101 51.457147, -2.5923522 51.4571907, -2.5925489 51.4573967, -2.5928187 51.4576822)",,,,,
3552302,A4018,Park Street,primary,20 mph,False,False,112.558,"LINESTRING (-2.6015984 51.4535964, -2.6022983 51.4541346, -2.6026238 51.4543815)",2,,,,
"[22887921, 4315062, 3552302]",A4018,Park Street,primary,20 mph,False,True,66.74900000000001,"LINESTRING (-2.6015984 51.4535964, -2.6013486 51.4534002, -2.6011803 51.4532701, -2.6011469 51.4532434, -2.601014 51.4531425, -2.6009948 51.4531286)",2,yes,,,
"[352696280, 352696281, 186168749]",,Saint George's Road,unclassified,20 mph,False,True,94.90899999999999,"LINESTRING (-2.6015984 51.4535964, -2.6019025 51.4534475, -2.6020171 51.453373, -2.6020425 51.4533464, -2.602155 51.4532294, -2.6021614 51.4532228, -2.6022697 51.4531096, -2.6023199 51.4530393, -2.602351 51.4529706, -2.6023579 51.4529166)","['1', '2']",,,,
22887888,,Clare Street,unclassified,20 mph,False,False,45.943,"LINESTRING (-2.5959189 51.4538645, -2.5953242 51.4540472)",,,,,
"[22887888, 4315886]",,"['Clare Street', 'Marsh Street']",unclassified,20 mph,False,"[False, True]",49.209,"LINESTRING (-2.5959189 51.4538645, -2.5959772 51.4538437, -2.596019 51.4538198, -2.5960351 51.4537847, -2.5960351 51.4537513, -2.5960136 51.4537011, -2.5960136 51.453651, -2.5960669 51.4534605)",,,,,
78548768,,Saint Stephens Avenue,unclassified,20 mph,False,True,62.241,"LINESTRING (-2.5959189 51.4538645, -2.5960264 51.4540042, -2.5961023 51.4540695, -2.596247 51.4541511, -2.5965316 51.454249)",,,,,
4315887,,Saint Stephen's Street,unclassified,20 mph,True,False,92.06100000000002,"LINESTRING (-2.594567 51.4533905, -2.5945873 51.4534707, -2.59462 51.453517, -2.5946698 51.453557, -2.59483 51.4536395, -2.594931 51.4536969, -2.5950703 51.4537815, -2.5951581 51.4538594, -2.5952385 51.4539502, -2.5953242 51.4540472)",,,,,
37281237,B4053,Baldwin Street,secondary,20 mph,False,True,74.028,"LINESTRING (-2.594567 51.4533905, -2.5943763 51.4534054, -2.5940661 51.4534473, -2.5938854 51.4534776, -2.593524 51.4535316)",,,,,
173587172,B4053,Baldwin Street,secondary,20 mph,False,False,24.131,"LINESTRING (-2.594567 51.4533905, -2.5947414 51.4533845, -2.5949145 51.4533764)",2,,,,
"[4322410, 48539755]",,"['Small Street', 'Corn Street']","['unclassified', 'residential']",20 mph,True,False,138.03500000000003,"LINESTRING (-2.5951212 51.454111, -2.5945863 51.4543117, -2.5945062 51.4543388, -2.5940539 51.4545106, -2.5940594 51.4545495, -2.5940873 51.4545815, -2.5941824 51.4546456, -2.5944296 51.4547846, -2.5945406 51.45485)",,,,,
"[329054481, 4315892]",,Saint Nicholas Street,unclassified,20 mph,True,False,237.84900000000002,"LINESTRING (-2.5951212 51.454111, -2.5949761 51.4539731, -2.594875 51.4539067, -2.5947511 51.4538375, -2.5946169 51.4537769, -2.5944934 51.4537362, -2.5943934 51.4537133, -2.5942976 51.4537029, -2.5941948 51.4537083, -2.5934014 51.453842, -2.5932595 51.4538653, -2.5927056 51.4539506, -2.5922171 51.4541028, -2.5921308 51.4541291, -2.5920761 51.4541458)",,,,,
78548768,,Saint Stephens Avenue,unclassified,20 mph,False,False,62.241,"LINESTRING (-2.5965316 51.454249, -2.596247 51.4541511, -2.5961023 51.4540695, -2.5960264 51.4540042, -2.5959189 51.4538645)",,,,,
562882081,,Small Street,unclassified,20 mph,False,False,18.171,"LINESTRING (-2.5955532 51.4552899, -2.5957833 51.4553683)",,,,,
"[273193505, 273193506, 273193507, 273193508, 13064527, 42878550]",,"['Bell Lane', 'Broad Street']",unclassified,20 mph,False,"[False, True]",177.00000000000003,"LINESTRING (-2.5955532 51.4552899, -2.5955085 51.4553458, -2.5954372 51.4554264, -2.5953203 51.4555747, -2.5952293 51.4556821, -2.5951314 51.4557869, -2.5950854 51.4558274, -2.5950517 51.4558527, -2.5944886 51.4556482, -2.5942494 51.4555476, -2.5939467 51.4553995, -2.5937903 51.4553276)",,,building_passage,,
171255697,,Small Street,unclassified,20 mph,False,True,85.669,"LINESTRING (-2.5955532 51.4552899, -2.5951074 51.4551163, -2.5948434 51.4550057, -2.5945406 51.45485)",,,,,
22887888,,Clare Street,unclassified,20 mph,False,True,45.943,"LINESTRING (-2.5953242 51.4540472, -2.5959189 51.4538645)",,,,,
468150389,,Corn Street,unclassified,20 mph,True,False,15.754,"LINESTRING (-2.5953242 51.4540472, -2.5951212 51.454111)",,,,,
"[194089144, 729748506]",,Woodland Road,tertiary,20 mph,False,False,221.443,"LINESTRING (-2.6038551 51.4579857, -2.6038579 51.4579137, -2.603854 51.4578612, -2.6038477 51.457825, -2.6038183 51.4576953, -2.6037767 51.4575347, -2.603746 51.4574306, -2.603714 51.457341, -2.603709 51.4573269, -2.6036518 51.4571759, -2.6036005 51.4570611, -2.6035496 51.456956, -2.6034279 51.4567413, -2.6033827 51.4566778, -2.6033217 51.4565955, -2.6033138 51.4565868, -2.6031241 51.4563796, -2.6029797 51.4562377, -2.6029617 51.4562206, -2.6029148 51.4561763, -2.6028533 51.4561266)",,,,,
729748506,,Woodland Road,tertiary,20 mph,False,True,13.204,"LINESTRING (-2.6038551 51.4579857, -2.6038523 51.458012, -2.6038498 51.4580239, -2.6038478 51.4580331, -2.6038386 51.4580609, -2.6038205 51.4581021)",,,,,
191322143,,King Street,unclassified,20 mph,True,False,115.196,"LINESTRING (-2.5949853 51.451745, -2.5949567 51.4517527, -2.5941873 51.4518862, -2.5939185 51.4519249, -2.593437 51.4520007, -2.5933773 51.452005)",,,,,
4315880,,King William Avenue,unclassified,20 mph,False,True,18.415,"LINESTRING (-2.5948175 51.4513655, -2.5948468 51.4512009)",,,,,
194012625,,King William Avenue,unclassified,20 mph,True,False,44.528999999999996,"LINESTRING (-2.5948175 51.4513655, -2.5948946 51.45143, -2.5949853 51.451745)",,,,,
4315882,,Queen Charlotte Street,unclassified,20 mph,False,False,55.058,"LINESTRING (-2.5933722 51.4516145, -2.5934407 51.4511212)",2,,,,
22633677,,Queen Charlotte Street,unclassified,20 mph,True,False,43.423,"LINESTRING (-2.5933722 51.4516145, -2.5933773 51.452005)",,,,,
25661349,,Little King Street,unclassified,20 mph,True,False,105.76499999999999,"LINESTRING (-2.5933722 51.4516145, -2.5938777 51.4515461, -2.5947319 51.4514305, -2.5948175 51.4513655)",,,,,
25661263,,Crow Lane,unclassified,20 mph,True,False,25.444,"LINESTRING (-2.5934347 51.4524878, -2.5934201 51.4525729, -2.5934108 51.4525916, -2.5934001 51.4526065, -2.5933826 51.4526244, -2.5933696 51.452635, -2.593354 51.4526452, -2.593335 51.4526554, -2.5933141 51.4526643, -2.5932955 51.4526705, -2.5932743 51.4526762)",,,,,
25661268,,Queen Charlotte Street,unclassified,20 mph,True,False,31.770000000000003,"LINESTRING (-2.5934347 51.4524878, -2.593446 51.4525352, -2.59345 51.4525624, -2.5934582 51.45266, -2.5934676 51.4527726)",,,,,
37281237,B4053,Baldwin Street,secondary,20 mph,False,False,74.02799999999999,"LINESTRING (-2.593524 51.4535316, -2.5938854 51.4534776, -2.5940661 51.4534473, -2.5943763 51.4534054, -2.594567 51.4533905)",,,,,
37281237,B4053,Baldwin Street,secondary,20 mph,False,True,89.529,"LINESTRING (-2.593524 51.4535316, -2.5932886 51.4535698, -2.5924927 51.4537234, -2.592285 51.4537595)",,,,,
232633960,,Queen Charlotte Street,unclassified,20 mph,False,True,84.488,"LINESTRING (-2.593524 51.4535316, -2.59352 51.4534888, -2.5935124 51.4533997, -2.5934676 51.4527726)",2,,,,
25663171,,Prince Street,tertiary,20 mph,True,False,26.663,"LINESTRING (-2.596406 51.4518451, -2.5963127 51.4518096, -2.5962513 51.4517757, -2.5962231 51.4517426, -2.5962063 51.4517105, -2.5962053 51.4516814, -2.5962008 51.4516614)",,,,,
"[177212281, 154857354, 177212282]",,Marsh Street,tertiary,20 mph,False,False,126.50999999999999,"LINESTRING (-2.596406 51.4518451, -2.5963692 51.4519761, -2.5963229 51.4522452, -2.596317 51.4522868, -2.5961794 51.4529738)",2,,,,
4315900,,The Pithay,unclassified,20 mph,False,True,17.43,"LINESTRING (-2.5920212 51.4560009, -2.5919537 51.4561519)",,,,,
4315900,,The Pithay,unclassified,20 mph,False,False,41.238,"LINESTRING (-2.5920212 51.4560009, -2.5920816 51.4558483, -2.5921338 51.455697, -2.5921402 51.4556382)",,,,,
99181712,,All Saints' Street,unclassified,20 mph,True,False,116.868,"LINESTRING (-2.5920212 51.4560009, -2.5921302 51.4559976, -2.5922773 51.45601, -2.5924436 51.4560289, -2.5925654 51.4560576, -2.5926935 51.456104, -2.5928105 51.4561616, -2.5929974 51.4562958, -2.5930939 51.4564008, -2.5931674 51.4565123, -2.5931841 51.4565571, -2.5931854 51.4566107)",,,,,
4315900,,The Pithay,unclassified,20 mph,False,True,8.293,"LINESTRING (-2.5921299 51.4555639, -2.5921402 51.4556382)",,,,,
22633683,,Tower Lane,unclassified,,False,True,34.275,"LINESTRING (-2.5921299 51.4555639, -2.5922117 51.4555604, -2.5923073 51.4555764, -2.5925907 51.4556602)",,,,,
477381734,,Bridewell Street,unclassified,20 mph,False,True,68.518,"LINESTRING (-2.5932656 51.4566091, -2.5932484 51.4572252)",2,,,,
815885858,,Nelson Street,unclassified,20 mph,True,False,5.56,"LINESTRING (-2.5932656 51.4566091, -2.5931854 51.4566107)",,,,,
287949821,,The Pithay,unclassified,20 mph,True,False,32.09,"LINESTRING (-2.5919256 51.4553049, -2.5921299 51.4555639)",,,,,
20343248,,Wine Street,tertiary,20 mph,False,False,99.495,"LINESTRING (-2.5919256 51.4553049, -2.5916861 51.4553729, -2.5916319 51.4553882, -2.590734 51.4556429, -2.5906181 51.4556748)",2,,,,
20343248,,Wine Street,tertiary,20 mph,False,True,71.13000000000001,"LINESTRING (-2.5919256 51.4553049, -2.5920076 51.4552777, -2.5921303 51.4552369, -2.5923431 51.4551604, -2.5924358 51.455114, -2.5925344 51.4550563, -2.5925794 51.4550186, -2.5926247 51.4549655, -2.5926651 51.4548932)",2,,,,
